State Name ,District Name,Urban Local Bodies (Municipality/Munipal Corparation/Nac,Block,Rural Local Bodies (Gp/Ward),Total_IGNDPS
Odisha ,Gajapati,NA,R.Udayagiri,Ramagiri,10.64
Odisha ,Gajapati,NA,R.Udayagiri,Randiva,23.3
Odisha ,Gajapati,NA,R.Udayagiri,Sabarpalli,29.38
Odisha ,Gajapati,NA,R.Udayagiri,Sialilati,25.47
Odisha ,Gajapati,NA,R.Udayagiri,Subalada,20.87
Odisha ,Gajapati,NA,R.Udayagiri,Tabarsing,30.2
Odisha ,Gajapati,NA,R.Udayagiri,Dabaraguda,2.66
Odisha ,Gajapati,NA,R.Udayagiri,Parisal,8.53
Odisha ,Gajapati,NA,R.Udayagiri,Purunapani,3.72
Odisha ,Gajapati,NA,R.Udayagiri,Bastriguda,9.37
Odisha ,Gajapati,NA,R.Udayagiri,Total,435.57
Odisha ,Gajapati,NA,Rayagada,Dambalo,18.77
Odisha ,Gajapati,NA,Rayagada,Gandahati,11.77
Odisha ,Gajapati,NA,Rayagada,Gangabada,9.92
Odisha ,Gajapati,NA,Rayagada,Jeerango,16.62
Odisha ,Gajapati,NA,Rayagada,Karadasingi,11.51
Odisha ,Gajapati,NA,Rayagada,Kerandi,0.83
Odisha ,Gajapati,NA,Rayagada,Koinpur,9.48
Odisha ,Gajapati,NA,Rayagada,Lailai,8.5
Odisha ,Gajapati,NA,Rayagada,Laxmipur,6.61
Odisha ,Gajapati,NA,Rayagada,Loba,7.64
Odisha ,Gajapati,NA,Rayagada,Marloba,8.04
Odisha ,Gajapati,NA,Rayagada,Narayanpur,5.52
Odisha ,Gajapati,NA,Rayagada,Putara,4.13
Odisha ,Gajapati,NA,Rayagada,Rayagada,5.78
Odisha ,Gajapati,NA,Rayagada,S.Karadasingi,13.85
Odisha ,Gajapati,NA,Rayagada,Sanatundi,10.74
Odisha ,Gajapati,NA,Rayagada,Talamunda,12.98
Odisha ,Gajapati,NA,Rayagada,Kumulasingi,3.57
Odisha ,Gajapati,NA,Rayagada,Ameda,7.04
Odisha ,Gajapati,NA,Rayagada,Engarsingi,3.91
Odisha ,Gajapati,NA,Rayagada,Jolanga,4.13
Odisha ,Gajapati,NA,Rayagada,Total,181.34
Odisha ,Gajapati,NA,Total,NA,667.66
Odisha ,Ganjam,NA,Beguniapada,Angaragam,1.12
Odisha ,Ganjam,NA,Beguniapada,Bada Khairakhama,0.97
Odisha ,Ganjam,NA,Beguniapada,Beguniapada,0.51
Odisha ,Ganjam,NA,Beguniapada,Beruanbadi,0.3
Odisha ,Ganjam,NA,Beguniapada,Burujhari,0.63
Odisha ,Ganjam,NA,Beguniapada,Chandanpur,1.39
Odisha ,Ganjam,NA,Beguniapada,Chingudikhol,0.25
Odisha ,Ganjam,NA,Beguniapada,Digapada,1.88
Odisha ,Ganjam,NA,Beguniapada,K.Barida,0.7
Odisha ,Ganjam,NA,Beguniapada,Kalimeghi,0.41
Odisha ,Ganjam,NA,Beguniapada,Khandianai,1.55
Odisha ,Ganjam,NA,Beguniapada,Kumbharagam,0.86
Odisha ,Ganjam,NA,Beguniapada,Mardakote,0.76
Odisha ,Ganjam,NA,Beguniapada,Mardamekha,0.69
Odisha ,Ganjam,NA,Beguniapada,Mathasarasingi,0.85
Odisha ,Ganjam,NA,Beguniapada,Phasi,0.49
Odisha ,Ganjam,NA,Beguniapada,Sanaustapada,1.18
Odisha ,Ganjam,NA,Beguniapada,Sandhamula,0.46
Odisha ,Ganjam,NA,Beguniapada,Sankuda,0.6
Odisha ,Ganjam,NA,Beguniapada,Soura Chachina,1.39
Odisha ,Ganjam,NA,Beguniapada,Sumandal,0.71
Odisha ,Ganjam,NA,Beguniapada,Talasara,1.27
Odisha ,Ganjam,NA,Beguniapada,Total,18.97
Odisha ,Ganjam,Bellaguntha NAC,NA,Ward-1,0.83
Odisha ,Ganjam,Bellaguntha NAC,NA,Ward-10,0.2
Odisha ,Ganjam,Bellaguntha NAC,NA,Ward-13,0.22
Odisha ,Ganjam,Bellaguntha NAC,NA,Ward-2,0.61
Odisha ,Ganjam,Bellaguntha NAC,NA,Ward-3,0.42
Odisha ,Ganjam,Bellaguntha NAC,NA,Ward-4,0.84
Odisha ,Ganjam,Bellaguntha NAC,NA,Ward-5,0.65
Odisha ,Ganjam,Bellaguntha NAC,NA,Ward-6,0.53
Odisha ,Ganjam,Bellaguntha NAC,NA,Ward-7,0.2
Odisha ,Ganjam,Bellaguntha NAC,NA,Ward-8,0.37
Odisha ,Ganjam,Bellaguntha NAC,NA,Total,4.87
Odisha ,Ganjam,NA,Dharakote,Baharapur,5.5
Odisha ,Ganjam,NA,Dharakote,Balarampur,2.03
Odisha ,Ganjam,NA,Dharakote,Baradabili,3.98
Odisha ,Ganjam,NA,Dharakote,Dharakote,0.41
Odisha ,Ganjam,NA,Dharakote,Dhaugaon,8.09
Odisha ,Ganjam,NA,Dharakote,G.Damodarapalli,6.29
Odisha ,Ganjam,NA,Dharakote,Jahada,3.25
Odisha ,Ganjam,NA,Dharakote,Jhadabandha,0.61
Odisha ,Ganjam,NA,Dharakote,Jharapari,4.06
Odisha ,Ganjam,NA,Dharakote,Manikyapur,6.09
Odisha ,Ganjam,NA,Dharakote,Rugumu,3.04
Odisha ,Ganjam,NA,Dharakote,Saba,3.04
Odisha ,Ganjam,NA,Dharakote,Saradhapur,0.5
Odisha ,Ganjam,NA,Dharakote,Singipur,1.42
Odisha ,Ganjam,NA,Dharakote,Olamba,3.45
Odisha ,Ganjam,NA,Dharakote,Total,51.76
Odisha ,Ganjam,NA,Digapahandi,B.L.Narayanpur,0.45
Odisha ,Ganjam,NA,Digapahandi,B.Turubudi,2.41
Odisha ,Ganjam,NA,Digapahandi,Badadumula,0.99
Odisha ,Ganjam,NA,Digapahandi,Bamakei,3.23
Odisha ,Ganjam,NA,Digapahandi,Basudevpur,0.46
Odisha ,Ganjam,NA,Digapahandi,Bhismagiri,0.76
Odisha ,Ganjam,NA,Digapahandi,Bhramarpur,0.6
Odisha ,Ganjam,NA,Digapahandi,Chasanimakhandi,0.55
Odisha ,Ganjam,NA,Digapahandi,Chaudhury Tikarapada,0.24
Odisha ,Ganjam,NA,Digapahandi,Gadagobindapur,1.49
Odisha ,Ganjam,NA,Digapahandi,Gaudagam,0.08
Odisha ,Ganjam,NA,Digapahandi,Gokarnapur,0.64
Odisha ,Ganjam,NA,Digapahandi,Jakara,0.22
Odisha ,Ganjam,NA,Digapahandi,Kaithada,0.18
Odisha ,Ganjam,NA,Digapahandi,Kaithakhandi,1.37
Odisha ,Ganjam,NA,Digapahandi,Karapada,0.52
Odisha ,Ganjam,NA,Digapahandi,Khamarigam,0.46
Odisha ,Ganjam,NA,Digapahandi,Kusapada,0.56
Odisha ,Ganjam,NA,Digapahandi,Nimakhandipentha,0.17
Odisha ,Ganjam,NA,Digapahandi,Padmanavpur,1.2
Odisha ,Ganjam,NA,Digapahandi,Phasiguda,0.05
Odisha ,Ganjam,NA,Digapahandi,Sahadev Tikarpada,0.26
Odisha ,Ganjam,NA,Digapahandi,Sidheswar,0.85
Odisha ,Ganjam,NA,Digapahandi,Kotinada,0.85
Odisha ,Ganjam,NA,Digapahandi,Total,18.59
Odisha ,Ganjam,NA,Hinjilicut,Badakhandi,0.84
Odisha ,Ganjam,NA,Hinjilicut,Belgam,0.74
Odisha ,Ganjam,NA,Hinjilicut,Bhabandha,1.57
Odisha ,Ganjam,NA,Hinjilicut,Burupada,1.57
Odisha ,Ganjam,NA,Hinjilicut,Chanduli,0.55
Odisha ,Ganjam,NA,Hinjilicut,Darubhadra,0.08
Odisha ,Ganjam,NA,Hinjilicut,Dayapalli,0.17
Odisha ,Ganjam,NA,Hinjilicut,Dhobadi,0.9
Odisha ,Ganjam,NA,Hinjilicut,Durbandha,0.46
Odisha ,Ganjam,NA,Hinjilicut,Gandala,1.57
Odisha ,Ganjam,NA,Hinjilicut,Kanchuru,4.37
Odisha ,Ganjam,NA,Hinjilicut,Kharida,0.08
Odisha ,Ganjam,NA,Hinjilicut,Makarajhola,1.79
Odisha ,Ganjam,NA,Hinjilicut,Nandika,2.97
Odisha ,Ganjam,NA,Hinjilicut,Pochilima,0.53
Odisha ,Ganjam,NA,Hinjilicut,Putiapadar,0.71
Odisha ,Ganjam,NA,Hinjilicut,Ralaba,0.08
Odisha ,Ganjam,NA,Hinjilicut,Sahapur,0.65
Odisha ,Ganjam,NA,Hinjilicut,Saru,0.8
Odisha ,Ganjam,NA,Hinjilicut,Sasanambagam,1.75
Odisha ,Ganjam,NA,Hinjilicut,Sikiri,1.31
Odisha ,Ganjam,NA,Hinjilicut,Total,23.49
Odisha ,Ganjam,NA,Jagannathprasad,Adheigam,0.1
Odisha ,Ganjam,NA,Jagannathprasad,Aladi,0.92
Odisha ,Ganjam,NA,Jagannathprasad,Allasuguma,6.02
Odisha ,Ganjam,NA,Jagannathprasad,B.D.Pur,0.59
Odisha ,Ganjam,NA,Jagannathprasad,Baragam,2.84
Odisha ,Ganjam,NA,Jagannathprasad,Budurungu,0.09
Odisha ,Ganjam,NA,Jagannathprasad,Chadheiapalli,0.27
Odisha ,Ganjam,NA,Jagannathprasad,Chamunda,1.36
Odisha ,Ganjam,NA,Jagannathprasad,Gandadhar,0.24
Odisha ,Ganjam,NA,Jagannathprasad,Gayaganda,0.59
Odisha ,Ganjam,NA,Jagannathprasad,Gerada,0.82
Odisha ,Ganjam,NA,Jagannathprasad,Jagannathprasad,0.2
Odisha ,Ganjam,NA,Jagannathprasad,Jhadabhumi,0.42
Odisha ,Ganjam,NA,Jagannathprasad,Kadua,0.62
Odisha ,Ganjam,NA,Jagannathprasad,Khamarapalli,0.42
Odisha ,Ganjam,NA,Jagannathprasad,Khetamundali,0.59
Odisha ,Ganjam,NA,Jagannathprasad,Kokalaba,0.08
Odisha ,Ganjam,NA,Jagannathprasad,Kudutai,0.6
Odisha ,Ganjam,NA,Jagannathprasad,Kumpapada,5.31
Odisha ,Ganjam,NA,Jagannathprasad,Panchabhuti,0.25
Odisha ,Ganjam,NA,Jagannathprasad,Pratapur,0.48
Odisha ,Ganjam,NA,Jagannathprasad,Rudhapadar,1.86
Odisha ,Ganjam,NA,Jagannathprasad,Tarasingi,8.48
Odisha ,Ganjam,NA,Jagannathprasad,Total,33.15
Odisha ,Ganjam,NA,Kabisuryanagar,Ambapua,0.35
Odisha ,Ganjam,NA,Kabisuryanagar,Athagada Patana,1.36
Odisha ,Ganjam,NA,Kabisuryanagar,Badamahuri,0.08
Odisha ,Ganjam,NA,Kabisuryanagar,Baliasara,0.52
Odisha ,Ganjam,NA,Kabisuryanagar,Barida,0.92
Odisha ,Ganjam,NA,Kabisuryanagar,Baunsia,0.43
Odisha ,Ganjam,NA,Kabisuryanagar,Bolasara,0.09
Odisha ,Ganjam,NA,Kabisuryanagar,Borasingi,0.99
Odisha ,Ganjam,NA,Kabisuryanagar,Budhamba,1.75
Odisha ,Ganjam,NA,Kabisuryanagar,Gangapur,0.46
Odisha ,Ganjam,NA,Kabisuryanagar,Gudiali,0.75
Odisha ,Ganjam,NA,Kabisuryanagar,Jarada,0.18
Odisha ,Ganjam,NA,Kabisuryanagar,Kaniari,0.86
Odisha ,Ganjam,NA,Kabisuryanagar,Khajapalli,0.41
Odisha ,Ganjam,NA,Kabisuryanagar,Nandiagada,1.37
Odisha ,Ganjam,NA,Kabisuryanagar,Paikajamuna,1.1
Odisha ,Ganjam,NA,Kabisuryanagar,Rishipur,0.51
Odisha ,Ganjam,NA,Kabisuryanagar,Sialia,0.39
Odisha ,Ganjam,NA,Kabisuryanagar,Subalaya,1.95
Odisha ,Ganjam,NA,Kabisuryanagar,Sunapalli,0.27
Odisha ,Ganjam,NA,Kabisuryanagar,Sunarijhola,0.17
Odisha ,Ganjam,NA,Kabisuryanagar,Total,14.91
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-1,0.42
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-11,0.71
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-12,0.59
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-13,0.39
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-14,0.2
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-15,0.59
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-16,0.39
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-17,0.2
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-18,0.39
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-2,0.9
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-4,1.47
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-5,0.39
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-6,0.78
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-7,0.2
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-8,0.2
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Ward-9,0.2
Odisha ,Ganjam,Kabisuryanagar NAC,NA,Total,8.02
Odisha ,Ganjam,Kodala NAC,NA,Ward-13,1.75
Odisha ,Ganjam,Kodala NAC,NA,Ward-8,0.92
Odisha ,Ganjam,Kodala NAC,NA,Total,2.67
Odisha ,Ganjam,NA,Polosara,Badapankalabadi,0.13
Odisha ,Ganjam,NA,Polosara,Balichhai,0.96
Odisha ,Ganjam,NA,Polosara,Banthapalli,0.63
Odisha ,Ganjam,NA,Polosara,Bartani,2.39
Odisha ,Ganjam,NA,Polosara,Belagam,2.04
Odisha ,Ganjam,NA,Polosara,Bhabarada,2.5
Odisha ,Ganjam,NA,Polosara,Budheisuni,1.2
Odisha ,Ganjam,NA,Polosara,Chirikipadasasan,1.39
Odisha ,Ganjam,NA,Polosara,Dhunkapada,0.46
Odisha ,Ganjam,NA,Polosara,Ghodapalana,0.38
Odisha ,Ganjam,NA,Polosara,Gochabadi,1.06
Odisha ,Ganjam,NA,Polosara,Hatiota,3.15
Odisha ,Ganjam,NA,Polosara,Jakara,0.63
Odisha ,Ganjam,NA,Polosara,Kalamba,3.4
Odisha ,Ganjam,NA,Polosara,Kanachai,0.88
Odisha ,Ganjam,NA,Polosara,Kendubadi,2.02
Odisha ,Ganjam,NA,Polosara,Madhupalli,2.3
Odisha ,Ganjam,NA,Polosara,Malatentulia,1.13
Odisha ,Ganjam,NA,Polosara,Mandar,0.76
Odisha ,Ganjam,NA,Polosara,Mathura,2.39
Odisha ,Ganjam,NA,Polosara,Nimina,2.47
Odisha ,Ganjam,NA,Polosara,Rumagada,0.43
Odisha ,Ganjam,NA,Polosara,Sodaka,2.93
Odisha ,Ganjam,NA,Polosara,Total,35.63
Odisha ,Ganjam,Kodala NAC,NA,Ward-12,0.42
Odisha ,Ganjam,Kodala NAC,NA,Ward-5,0.42
Odisha ,Ganjam,Kodala NAC,NA,Ward-9,0.42
Odisha ,Ganjam,Kodala NAC,NA,Total,1.26
Odisha ,Ganjam,NA,Surada,Amrutulu,5.75
Odisha ,Ganjam,NA,Surada,Asurabandha,10.1
Odisha ,Ganjam,NA,Surada,Bada Badangi,4.87
Odisha ,Ganjam,NA,Surada,Badagada,5.1
Odisha ,Ganjam,NA,Surada,Borada,5.31
Odisha ,Ganjam,NA,Surada,Borasingi,12.41
Odisha ,Ganjam,NA,Surada,Ekalapur,9.31
Odisha ,Ganjam,NA,Surada,Gangapur,8.86
Odisha ,Ganjam,NA,Surada,Genja,0.88
Odisha ,Ganjam,NA,Surada,Gochha,8.41
Odisha ,Ganjam,NA,Surada,Gopalpursasan,40.1
Odisha ,Ganjam,NA,Surada,Goudagotha,23.91
Odisha ,Ganjam,NA,Surada,Hinjalakuda,3.99
Odisha ,Ganjam,NA,Surada,Hukuma,10.63
Odisha ,Ganjam,NA,Surada,Kullangi,18.17
Odisha ,Ganjam,NA,Surada,Lathipada,14.62
Odisha ,Ganjam,NA,Surada,Merikote,1.77
Odisha ,Ganjam,NA,Surada,Nuagada,3.99
Odisha ,Ganjam,NA,Surada,Palakatu,2.21
Odisha ,Ganjam,NA,Surada,Raibandha,17.51
Odisha ,Ganjam,NA,Surada,Sarabadi,2
Odisha ,Ganjam,NA,Surada,Sidhapur,32.52
Odisha ,Ganjam,NA,Surada,Total,242.42
Odisha ,Ganjam,Surada NAC,NA,Ward-1,0.25
Odisha ,Ganjam,Surada NAC,NA,Ward-10,1.08
Odisha ,Ganjam,Surada NAC,NA,Ward-11,0.47
Odisha ,Ganjam,Surada NAC,NA,Ward-2,0.43
Odisha ,Ganjam,Surada NAC,NA,Ward-3,0.43
Odisha ,Ganjam,Surada NAC,NA,Ward-4,0.65
Odisha ,Ganjam,Surada NAC,NA,Ward-5,0.43
Odisha ,Ganjam,Surada NAC,NA,Ward-6,1.32
Odisha ,Ganjam,Surada NAC,NA,Ward-7,0.47
Odisha ,Ganjam,Surada NAC,NA,Ward-8,0.25
Odisha ,Ganjam,Surada NAC,NA,Ward-9,0.9
Odisha ,Ganjam,Surada NAC,NA,Total,6.68
Odisha ,Ganjam,NA,Total,NA,462.42
Odisha ,Jagatsinghapur,NA,Balikuda,Alaver,1.08
Odisha ,Jagatsinghapur,NA,Balikuda,Alabol,1.61
Odisha ,Jagatsinghapur,NA,Balikuda,Ambasal,0.32
Odisha ,Jagatsinghapur,NA,Balikuda,Apandara,0.34
Odisha ,Jagatsinghapur,NA,Balikuda,Anantapur,0.31
Odisha ,Jagatsinghapur,NA,Balikuda,Balikuda,1.39
Odisha ,Jagatsinghapur,NA,Balikuda,Borikina,2
Odisha ,Jagatsinghapur,NA,Balikuda,Badagaon,1.08
Odisha ,Jagatsinghapur,NA,Balikuda,Baharana,0.31
Odisha ,Jagatsinghapur,NA,Balikuda,Garama,1.52
Odisha ,Jagatsinghapur,NA,Balikuda,Ichhapur,0.77
Odisha ,Jagatsinghapur,NA,Balikuda,Krushnadaspur,2.46
Odisha ,Jagatsinghapur,NA,Balikuda,Kalio,1.54
Odisha ,Jagatsinghapur,NA,Balikuda,Khalagaon,0.31
Odisha ,Jagatsinghapur,NA,Balikuda,Machhagaon,2.93
Odisha ,Jagatsinghapur,NA,Balikuda,Mulugaon,0.34
Odisha ,Jagatsinghapur,NA,Balikuda,Rahan,1.08
Odisha ,Jagatsinghapur,NA,Balikuda,Thailo,1.55
Odisha ,Jagatsinghapur,NA,Balikuda,Tandikula,1.85
Odisha ,Jagatsinghapur,NA,Balikuda,Titira,0.92
Odisha ,Jagatsinghapur,NA,Balikuda,Osakana,0.31
Odisha ,Jagatsinghapur,NA,Balikuda,Sangrampur,2.62
Odisha ,Jagatsinghapur,NA,Balikuda,Baramundali,0.92
Odisha ,Jagatsinghapur,NA,Balikuda,Arilo,0.62
Odisha ,Jagatsinghapur,NA,Balikuda,Nagapur,0.77
Odisha ,Jagatsinghapur,NA,Balikuda,Naharana,1.23
Odisha ,Jagatsinghapur,NA,Balikuda,Total,30.18
Odisha ,Jagatsinghapur,NA,Biridi,Adhanga-Garh,1.96
Odisha ,Jagatsinghapur,NA,Biridi,Alando,2.23
Odisha ,Jagatsinghapur,NA,Biridi,Arana,1.85
Odisha ,Jagatsinghapur,NA,Biridi,Bada-Khandeita,2.52
Odisha ,Jagatsinghapur,NA,Biridi,Bagalpur,1.24
Odisha ,Jagatsinghapur,NA,Biridi,Baredia,1.51
Odisha ,Jagatsinghapur,NA,Biridi,Basandara,2.35
Odisha ,Jagatsinghapur,NA,Biridi,Gopinathpur,4.55
Odisha ,Jagatsinghapur,NA,Biridi,Hajipur,2.12
Odisha ,Jagatsinghapur,NA,Biridi,Kulakaijanga,1.85
Odisha ,Jagatsinghapur,NA,Biridi,Manguli,1.32
Odisha ,Jagatsinghapur,NA,Biridi,Puran,2.87
Odisha ,Jagatsinghapur,NA,Biridi,Sankhapur,2.46
Odisha ,Jagatsinghapur,NA,Biridi,Uttarsasan,2.05
Odisha ,Jagatsinghapur,NA,Biridi,Sadheisasan,3.69
Odisha ,Jagatsinghapur,NA,Biridi,Ukundara,0.84
Odisha ,Jagatsinghapur,NA,Biridi,Adhang Majurai,1.18
Odisha ,Jagatsinghapur,NA,Biridi,Sivapur,1.34
Odisha ,Jagatsinghapur,NA,Biridi,Daradagram,1.51
Odisha ,Jagatsinghapur,NA,Biridi,Budhapada,0.67
Odisha ,Jagatsinghapur,NA,Biridi,Batimira,3.25
Odisha ,Jagatsinghapur,NA,Biridi,Total,43.36
Odisha ,Jagatsinghapur,NA,Erasama,Bhitarandhari,4.75
Odisha ,Jagatsinghapur,NA,Erasama,Kunjakothi,0.56
Odisha ,Jagatsinghapur,NA,Erasama,Gadabisunpur,1.79
Odisha ,Jagatsinghapur,NA,Erasama,Ambiki,1.75
Odisha ,Jagatsinghapur,NA,Erasama,Janakdeipur,0.67
Odisha ,Jagatsinghapur,NA,Erasama,Jirailo,3.02
Odisha ,Jagatsinghapur,NA,Erasama,Ersama,1.39
Odisha ,Jagatsinghapur,NA,Erasama,Paida,0.56
Odisha ,Jagatsinghapur,NA,Erasama,Pokhariapada,1.89
Odisha ,Jagatsinghapur,NA,Erasama,Nardia,3.25
Odisha ,Jagatsinghapur,NA,Erasama,Padmapur,1.51
Odisha ,Jagatsinghapur,NA,Erasama,Gadaharishpur,3.04
Odisha ,Jagatsinghapur,NA,Erasama,Somepur,2.24
Odisha ,Jagatsinghapur,NA,Erasama,Japa,3.14
Odisha ,Jagatsinghapur,NA,Erasama,Pallikanta,1.88
Odisha ,Jagatsinghapur,NA,Erasama,Goda,1.72
Odisha ,Jagatsinghapur,NA,Erasama,Krushnachandrapur,1.37
Odisha ,Jagatsinghapur,NA,Erasama,Baleipur,2.07
Odisha ,Jagatsinghapur,NA,Erasama,Nuagaon,0.9
Odisha ,Jagatsinghapur,NA,Erasama,Chatua,3.4
Odisha ,Jagatsinghapur,NA,Erasama,Gadakujanga,1.68
Odisha ,Jagatsinghapur,NA,Erasama,Dhinkia,1.41
Odisha ,Jagatsinghapur,NA,Erasama,Balitutha,0.72
Odisha ,Jagatsinghapur,NA,Erasama,Bamadeipur,1.11
Odisha ,Jagatsinghapur,NA,Erasama,Total,45.82
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-8,0.8
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-9,0.87
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-1,1.32
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-10,0.64
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-11,0.11
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-12,0.15
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-13,0.04
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-16,1.18
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-17,1.05
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-18,1.46
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-19,0.48
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-2,1.54
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-20,0.8
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-21,0.63
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-3,0.15
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-5,0.15
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-6,0.31
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-7,0.15
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-8,0.74
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Ward-9,0.15
Odisha ,Jagatsinghapur,Jagatsinghapur Urban,NA,Total,12.72
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Alasudha,1.68
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Tartanga,0.5
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Ayara,0.84
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Jahanpur,1.18
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Patasara,0.5
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Khairanga,0.5
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Madhusudanpur Sasan,1.01
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Taradapada,0.67
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Thumba Andeisahi,2.29
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Singarpur,2.5
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Sampur,1.85
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Salijanga,1.85
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Rambadeipur,0.63
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Punanga,0.55
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Piteipur,0.67
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Patenigaon,2.18
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Palli,1.01
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Palasol,0.5
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Odiso,1.01
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Mudupur,1.18
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Mandasahi,1.34
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Kantillo,1.18
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Kaduapada,0.34
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Josobantapur,1.68
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Jankoti,1.85
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Balarampur,1.01
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Alipingal,0.67
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Anla,1.68
Odisha ,Jagatsinghapur,NA,Jagatsinghpur,Total,32.85
Odisha ,Jagatsinghapur,NA,Kujang,Nuagarh,1.23
Odisha ,Jagatsinghapur,NA,Kujang,Bagadia,2.45
Odisha ,Jagatsinghapur,NA,Kujang,Hansura,0.97
Odisha ,Jagatsinghapur,NA,Kujang,Kathakot,1.92
Odisha ,Jagatsinghapur,NA,Kujang,Mallasahi,1.23
Odisha ,Jagatsinghapur,NA,Kujang,Mangarajpur,3.67
Odisha ,Jagatsinghapur,NA,Kujang,Zillanasi,0.35
Odisha ,Jagatsinghapur,NA,Kujang,Balia,2.49
Odisha ,Jagatsinghapur,NA,Kujang,Patapur,2.35
Odisha ,Jagatsinghapur,NA,Kujang,Pankapal,4.56
Odisha ,Jagatsinghapur,NA,Kujang,Sailo,5.76
Odisha ,Jagatsinghapur,NA,Kujang,Pandua,4.31
Odisha ,Jagatsinghapur,NA,Kujang,Garei,1.05
Odisha ,Jagatsinghapur,NA,Kujang,Gorada,3.26
Odisha ,Jagatsinghapur,NA,Kujang,Banito,3.5
Odisha ,Jagatsinghapur,NA,Kujang,Potanai,0.53
Odisha ,Jagatsinghapur,NA,Kujang,Agapal,0.15
Odisha ,Jagatsinghapur,NA,Kujang,Total,39.78
Odisha ,Jagatsinghapur,NA,Naugaon,Alana,0.18
Odisha ,Jagatsinghapur,NA,Naugaon,Naugan,0.35
Odisha ,Jagatsinghapur,NA,Naugaon,Sikhar,0.35
Odisha ,Jagatsinghapur,NA,Naugaon,Tiruna,1.05
Odisha ,Jagatsinghapur,NA,Naugaon,Bachhalo,0.18
