State Name ,District Name,Urban Local Bodies (Municipality/Munipal Corparation/Nac,Block,Gp Ward,Total_IGNWPS
Odisha ,Angul,Angul Urban,NA,Ward 1,1.13
Odisha ,Angul,Angul Urban,NA,Ward 11,0.26
Odisha ,Angul,Angul Urban,NA,Ward 12,0.46
Odisha ,Angul,Angul Urban,NA,Ward 13,0.28
Odisha ,Angul,Angul Urban,NA,Ward 14,0.08
Odisha ,Angul,Angul Urban,NA,Ward 15,0.33
Odisha ,Angul,Angul Urban,NA,Ward 16,0.34
Odisha ,Angul,Angul Urban,NA,Ward 18,0.07
Odisha ,Angul,Angul Urban,NA,Ward 19,0.13
Odisha ,Angul,Angul Urban,NA,Ward 2,3.76
Odisha ,Angul,Angul Urban,NA,Ward 20,0.13
Odisha ,Angul,Angul Urban,NA,Ward 21,0.11
Odisha ,Angul,Angul Urban,NA,Ward 22,0.26
Odisha ,Angul,Angul Urban,NA,Ward 23,0.2
Odisha ,Angul,Angul Urban,NA,Ward 3,0.2
Odisha ,Angul,Angul Urban,NA,Ward 5,0.33
Odisha ,Angul,Angul Urban,NA,Ward 6,1.02
Odisha ,Angul,Angul Urban,NA,Ward 7,0.74
Odisha ,Angul,Angul Urban,NA,Ward 8,7.35
Odisha ,Angul,Angul Urban,NA,Ward 9,0.63
Odisha ,Angul,Angul Urban,NA,Total,17.81
Odisha ,Angul,NA,Anugul,Khalari,1.82
Odisha ,Angul,NA,Anugul,Total,1.82
Odisha ,Angul,NA,Athmallik,Aida   ,11.82
Odisha ,Angul,NA,Athmallik,Ambasarmunda   ,15.48
Odisha ,Angul,NA,Athmallik,Basudevpur  ,6.17
Odisha ,Angul,NA,Athmallik,Jamudoli   ,2.4
Odisha ,Angul,NA,Athmallik,Kampala  ,10.66
Odisha ,Angul,NA,Athmallik,Kandhapada   ,2.32
Odisha ,Angul,NA,Athmallik,Kantapada  ,18.78
Odisha ,Angul,NA,Athmallik,Kiakata   ,17.86
Odisha ,Angul,NA,Athmallik,Krutibaspur  ,17.1
Odisha ,Angul,NA,Athmallik,Kudagaon   ,10.3
Odisha ,Angul,NA,Athmallik,Kurumtap   ,12.7
Odisha ,Angul,NA,Athmallik,Luhasingha  ,5.76
Odisha ,Angul,NA,Athmallik,Lunahandi   ,3.45
Odisha ,Angul,NA,Athmallik,Madhapur  ,20.76
Odisha ,Angul,NA,Athmallik,Maimura   ,18.59
Odisha ,Angul,NA,Athmallik,Nagaon   ,29.16
Odisha ,Angul,NA,Athmallik,Paikasahi   ,10.66
Odisha ,Angul,NA,Athmallik,Pedipathar   ,17.25
Odisha ,Angul,NA,Athmallik,Purunamanitri   ,26.18
Odisha ,Angul,NA,Athmallik,Sanahula   ,33.65
Odisha ,Angul,NA,Athmallik,Sapaghar  ,11.78
Odisha ,Angul,NA,Athmallik,Tapdhol   ,5.77
Odisha ,Angul,NA,Athmallik,Thakurgarh   ,32.13
Odisha ,Angul,NA,Athmallik,Tusar   ,7.49
Odisha ,Angul,NA,Athmallik,Total,348.22
Odisha ,Angul,NA,Banarpal,Kulad,4.26
Odisha ,Angul,NA,Banarpal,Sankerjanga,3.16
Odisha ,Angul,NA,Banarpal,Badahinsara,3.77
Odisha ,Angul,NA,Banarpal,Total,11.19
Odisha ,Angul,NA,Chhendipada,Bahalsahi,44.76
Odisha ,Angul,NA,Chhendipada,Balipata,72
Odisha ,Angul,NA,Chhendipada,Barapada,2.94
Odisha ,Angul,NA,Chhendipada,Barasahi,74.29
Odisha ,Angul,NA,Chhendipada,Basantapur,22.59
Odisha ,Angul,NA,Chhendipada,Brahmanbil,60.95
Odisha ,Angul,NA,Chhendipada,Changudia,41.91
Odisha ,Angul,NA,Chhendipada,Chhendipada,78.86
Odisha ,Angul,NA,Chhendipada,Durgapur,51.94
Odisha ,Angul,NA,Chhendipada,Jarapada,47.97
Odisha ,Angul,NA,Chhendipada,Jerang Dehurisahi,74.6
Odisha ,Angul,NA,Chhendipada,Kampasala,58.79
Odisha ,Angul,NA,Chhendipada,Kanaloi,48.91
Odisha ,Angul,NA,Chhendipada,Kankarei,9.45
Odisha ,Angul,NA,Chhendipada,Katada,92.03
Odisha ,Angul,NA,Chhendipada,Korada,89.94
Odisha ,Angul,NA,Chhendipada,Kosala,104.87
Odisha ,Angul,NA,Chhendipada,Kukurpeta,39.8
Odisha ,Angul,NA,Chhendipada,Kusakila,3.91
Odisha ,Angul,NA,Chhendipada,Machhakuta,39.11
Odisha ,Angul,NA,Chhendipada,Natada,43.62
Odisha ,Angul,NA,Chhendipada,Nisa,39.1
Odisha ,Angul,NA,Chhendipada,Nuagaon,78.26
Odisha ,Angul,NA,Chhendipada,Ogi,67.76
Odisha ,Angul,NA,Chhendipada,Para,24.75
Odisha ,Angul,NA,Chhendipada,Patakamunda,96.83
Odisha ,Angul,NA,Chhendipada,Patrapada,82.28
Odisha ,Angul,NA,Chhendipada,Raijharan,68.76
Odisha ,Angul,NA,Chhendipada,Similipal,39.1
Odisha ,Angul,NA,Chhendipada,T.Kodasahi,46.26
Odisha ,Angul,NA,Chhendipada,Tangiri,52.94
Odisha ,Angul,NA,Chhendipada,Tukuda,71.23
Odisha ,Angul,NA,Chhendipada,Paranga,82.75
Odisha ,Angul,NA,Chhendipada,Total,1853.26
Odisha ,Angul,NA,Kaniha,Gadasila,1.31
Odisha ,Angul,NA,Kaniha,Total,1.31
Odisha ,Angul,NA,Kishorenagar,Ambapal   ,71.87
Odisha ,Angul,NA,Kishorenagar,Angapada   ,46.77
Odisha ,Angul,NA,Kishorenagar,Bamur   ,48.07
Odisha ,Angul,NA,Kishorenagar,Bileinali   ,57.16
Odisha ,Angul,NA,Kishorenagar,Dhadarpal   ,24.14
Odisha ,Angul,NA,Kishorenagar,Dhaurapali  ,41.27
Odisha ,Angul,NA,Kishorenagar,Gaon Boinda   ,47.05
Odisha ,Angul,NA,Kishorenagar,Handapa   ,12.33
Odisha ,Angul,NA,Kishorenagar,Himitira   ,20.52
Odisha ,Angul,NA,Kishorenagar,Jairat   ,32.11
Odisha ,Angul,NA,Kishorenagar,Jamunali   ,3.76
Odisha ,Angul,NA,Kishorenagar,Jharberani   ,5.26
Odisha ,Angul,NA,Kishorenagar,Kadalimunda   ,68.59
Odisha ,Angul,NA,Kishorenagar,Kanteikulia   ,7.84
Odisha ,Angul,NA,Kishorenagar,Kataranga   ,27.89
Odisha ,Angul,NA,Kishorenagar,Nakchi,80.23
Odisha ,Angul,NA,Kishorenagar,Nunukapasi   ,119.03
Odisha ,Angul,NA,Kishorenagar,Oskapali   ,34.29
Odisha ,Angul,NA,Kishorenagar,Raniakata   ,15.69
Odisha ,Angul,NA,Kishorenagar,Sanjamura   ,50.27
Odisha ,Angul,NA,Kishorenagar,Urukula   ,43.26
Odisha ,Angul,NA,Kishorenagar,Luhamunda  ,0.02
Odisha ,Angul,NA,Kishorenagar,Total,857.42
Odisha ,Angul,NA,Talacher,Badajorada,66.88
Odisha ,Angul,NA,Talacher,Bantol,46.26
Odisha ,Angul,NA,Talacher,Brajanathpur,54.19
Odisha ,Angul,NA,Talacher,Danara,54.2
Odisha ,Angul,NA,Talacher,Dera,27.64
Odisha ,Angul,NA,Talacher,Dharampur,138.94
Odisha ,Angul,NA,Talacher,Ghantapada,94.12
Odisha ,Angul,NA,Talacher,Gobra  ,49.46
Odisha ,Angul,NA,Talacher,Gopal Prasad,102.94
Odisha ,Angul,NA,Talacher,Gurujang,37.68
Odisha ,Angul,NA,Talacher,Gurujanguli,39.75
Odisha ,Angul,NA,Talacher,Hensmul,20.9
Odisha ,Angul,NA,Talacher,Jaganathpur,28.45
Odisha ,Angul,NA,Talacher,Kalamchuin,143.16
Odisha ,Angul,NA,Talacher,Kandhal,33.58
Odisha ,Angul,NA,Talacher,Kankili,48.49
Odisha ,Angul,NA,Talacher,Karnapur,36.39
Odisha ,Angul,NA,Talacher,Kumunda,53.77
Odisha ,Angul,NA,Talacher,Padmabatipur,60.64
Odisha ,Angul,NA,Talacher,Santhapada,35.71
Odisha ,Angul,NA,Talacher,Tentulei,27.35
Odisha ,Angul,NA,Talacher,Total,"1,200.5"
Odisha ,Angul,Talcher Urban,NA,Ward 1,7.36
Odisha ,Angul,Talcher Urban,NA,Ward 10,17.9
Odisha ,Angul,Talcher Urban,NA,Ward 11,37.77
Odisha ,Angul,Talcher Urban,NA,Ward 12,20.05
Odisha ,Angul,Talcher Urban,NA,Ward 13,4.78
Odisha ,Angul,Talcher Urban,NA,Ward 14,2.82
Odisha ,Angul,Talcher Urban,NA,Ward 15,3.5
Odisha ,Angul,Talcher Urban,NA,Ward 16,16.17
Odisha ,Angul,Talcher Urban,NA,Ward 17,3.21
Odisha ,Angul,Talcher Urban,NA,Ward 18,13.34
Odisha ,Angul,Talcher Urban,NA,Ward 19,9.6
Odisha ,Angul,Talcher Urban,NA,Ward 2,13.3
Odisha ,Angul,Talcher Urban,NA,Ward 20,4.49
Odisha ,Angul,Talcher Urban,NA,Ward 21,11.97
Odisha ,Angul,Talcher Urban,NA,Ward 3,5.24
Odisha ,Angul,Talcher Urban,NA,Ward 4,20.6
Odisha ,Angul,Talcher Urban,NA,Ward 5,22.9
Odisha ,Angul,Talcher Urban,NA,Ward 6,15.57
Odisha ,Angul,Talcher Urban,NA,Ward 7,15.37
Odisha ,Angul,Talcher Urban,NA,Ward 8,13.46
Odisha ,Angul,Talcher Urban,NA,Ward 9,15.54
Odisha ,Angul,Talcher Urban,NA,Total,274.94
Odisha ,Angul,NA,Total,NA,4566.47
Odisha ,Baleshwar,NA,Bahanaga,Bahanaga,7.23
Odisha ,Baleshwar,NA,Bahanaga,Patharpentha,7.42
Odisha ,Baleshwar,NA,Bahanaga,Dandaharipur,8.58
Odisha ,Baleshwar,NA,Bahanaga,Saud,10.51
Odisha ,Baleshwar,NA,Bahanaga,Chakjagannathpur,4.42
Odisha ,Baleshwar,NA,Bahanaga,Khantapada,20.78
Odisha ,Baleshwar,NA,Bahanaga,Kasabajaypur,6.89
Odisha ,Baleshwar,NA,Bahanaga,Panapana,8.81
Odisha ,Baleshwar,NA,Bahanaga,Gopalpur,1.38
Odisha ,Baleshwar,NA,Bahanaga,Kalyani,6.75
Odisha ,Baleshwar,NA,Bahanaga,Baripada,12.06
Odisha ,Baleshwar,NA,Bahanaga,Aruhabad,4.74
Odisha ,Baleshwar,NA,Bahanaga,Bishnupur,8.39
Odisha ,Baleshwar,NA,Bahanaga,Sahaspura,6.09
Odisha ,Baleshwar,NA,Bahanaga,Anji,2.4
Odisha ,Baleshwar,NA,Bahanaga,Avana,4.29
Odisha ,Baleshwar,NA,Bahanaga,Kharasahapur,7.26
Odisha ,Baleshwar,NA,Bahanaga,Chittal,4.45
Odisha ,Baleshwar,NA,Bahanaga,Kochiakoili,3.85
Odisha ,Baleshwar,NA,Bahanaga,Kuruda,4.59
Odisha ,Baleshwar,NA,Bahanaga,Talakurunia,3.98
Odisha ,Baleshwar,NA,Bahanaga,Pandasuni,1.22
Odisha ,Baleshwar,NA,Bahanaga,Odasal,3.65
Odisha ,Baleshwar,NA,Bahanaga,Nuapur,6.4
Odisha ,Baleshwar,NA,Bahanaga,Total,156.14
Odisha ,Baleshwar,NA,Baleshwar,Jayadeba Kasaba,34.15
Odisha ,Baleshwar,NA,Baleshwar,Buanl,68.77
Odisha ,Baleshwar,NA,Baleshwar,Parikhi,85.51
Odisha ,Baleshwar,NA,Baleshwar,Hidigan,39.88
Odisha ,Baleshwar,NA,Baleshwar,Genguti,65.37
Odisha ,Baleshwar,NA,Baleshwar,Odangi,41.22
Odisha ,Baleshwar,NA,Baleshwar,Ranasahi,60.16
Odisha ,Baleshwar,NA,Baleshwar,Kasipada,80.63
Odisha ,Baleshwar,NA,Baleshwar,Sartha,128.33
Odisha ,Baleshwar,NA,Baleshwar,Kuradiha,52.38
Odisha ,Baleshwar,NA,Baleshwar,Chhanua,88.23
Odisha ,Baleshwar,NA,Baleshwar,Bahabalpur,45.29
Odisha ,Baleshwar,NA,Baleshwar,Srirampur,80.05
Odisha ,Baleshwar,NA,Baleshwar,Haldipada,69.28
Odisha ,Baleshwar,NA,Baleshwar,Kasafal,84.5
Odisha ,Baleshwar,NA,Baleshwar,Nagram,52.04
Odisha ,Baleshwar,NA,Baleshwar,Rasalpur,101.4
Odisha ,Baleshwar,NA,Baleshwar,Olanda Sargan,93.02
Odisha ,Baleshwar,NA,Baleshwar,Gudu,58.14
Odisha ,Baleshwar,NA,Baleshwar,Sindhia,45.29
Odisha ,Baleshwar,NA,Baleshwar,Sargan,72.61
Odisha ,Baleshwar,NA,Baleshwar,Gopinathpur,63.2
Odisha ,Baleshwar,NA,Baleshwar,Rasulpur,34.13
Odisha ,Baleshwar,NA,Baleshwar,Padmapur,39.88
Odisha ,Baleshwar,NA,Baleshwar,Srikona,53.4
Odisha ,Baleshwar,NA,Baleshwar,Sasang,40.36
Odisha ,Baleshwar,NA,Baleshwar,Patrapada,102.37
Odisha ,Baleshwar,NA,Baleshwar,Anko,39.21
Odisha ,Baleshwar,NA,Baleshwar,Rupsa Samil Hasanpur  ,39.88
Odisha ,Baleshwar,NA,Baleshwar,Alomeda,8.11
Odisha ,Baleshwar,NA,Baleshwar,Panchapada,17.77
Odisha ,Baleshwar,NA,Baleshwar,Dubulagadi,41.03
Odisha ,Baleshwar,NA,Baleshwar,Bardhanpur,37.27
Odisha ,Baleshwar,NA,Baleshwar,Khannagar,40.39
Odisha ,Baleshwar,NA,Baleshwar,Raisuna,60.16
Odisha ,Baleshwar,NA,Baleshwar,Baincha,44.87
Odisha ,Baleshwar,NA,Baleshwar,Chandipur,51.38
Odisha ,Baleshwar,NA,Baleshwar,Total,2159.66
Odisha ,Baleshwar,Balasore Urban,NA,Ward 1,16.73
Odisha ,Baleshwar,Balasore Urban,NA,Ward 10,7.86
Odisha ,Baleshwar,Balasore Urban,NA,Ward 11,5.87
Odisha ,Baleshwar,Balasore Urban,NA,Ward 12,6.64
Odisha ,Baleshwar,Balasore Urban,NA,Ward 13,5.31
Odisha ,Baleshwar,Balasore Urban,NA,Ward 14,2.06
Odisha ,Baleshwar,Balasore Urban,NA,Ward 15,6.57
Odisha ,Baleshwar,Balasore Urban,NA,Ward 16,0.85
Odisha ,Baleshwar,Balasore Urban,NA,Ward 17,1.09
Odisha ,Baleshwar,Balasore Urban,NA,Ward 18,2.41
Odisha ,Baleshwar,Balasore Urban,NA,Ward 19,1.33
Odisha ,Baleshwar,Balasore Urban,NA,Ward 2,4.61
Odisha ,Baleshwar,Balasore Urban,NA,Ward 20,1.86
Odisha ,Baleshwar,Balasore Urban,NA,Ward 21,4.36
Odisha ,Baleshwar,Balasore Urban,NA,Ward 22,3.02
Odisha ,Baleshwar,Balasore Urban,NA,Ward 23,3.86
Odisha ,Baleshwar,Balasore Urban,NA,Ward 24,2.77
Odisha ,Baleshwar,Balasore Urban,NA,Ward 25,1.22
Odisha ,Baleshwar,Balasore Urban,NA,Ward 26,1.94
Odisha ,Baleshwar,Balasore Urban,NA,Ward 27,2.41
Odisha ,Baleshwar,Balasore Urban,NA,Ward 28,0.6
Odisha ,Baleshwar,Balasore Urban,NA,Ward 29,2.66
Odisha ,Baleshwar,Balasore Urban,NA,Ward 3,5.93
Odisha ,Baleshwar,Balasore Urban,NA,Ward 30,3.16
Odisha ,Baleshwar,Balasore Urban,NA,Ward 31,3.02
Odisha ,Baleshwar,Balasore Urban,NA,Ward 4,2.89
Odisha ,Baleshwar,Balasore Urban,NA,Ward 5,1.44
Odisha ,Baleshwar,Balasore Urban,NA,Ward 6,5.65
Odisha ,Baleshwar,Balasore Urban,NA,Ward 7,5.79
Odisha ,Baleshwar,Balasore Urban,NA,Ward 8,2.66
Odisha ,Baleshwar,Balasore Urban,NA,Ward 9,1.09
Odisha ,Baleshwar,Balasore Urban,NA,Total,117.66
Odisha ,Baleshwar,NA,Baliapal,Aladiha,8.74
Odisha ,Baleshwar,NA,Baliapal,Asti,33.54
Odisha ,Baleshwar,NA,Baliapal,Bodas,18.92
Odisha ,Baleshwar,NA,Baliapal,Baliapal,10.57
Odisha ,Baleshwar,NA,Baliapal,Balikuti,11.7
Odisha ,Baleshwar,NA,Baliapal,Baniadiha,13.59
Odisha ,Baleshwar,NA,Baliapal,Betagadia,11.18
Odisha ,Baleshwar,NA,Baliapal,Bishnupur,14.1
Odisha ,Baleshwar,NA,Baliapal,Bolang,28.93
Odisha ,Baleshwar,NA,Baliapal,Chaumukh,12.68
Odisha ,Baleshwar,NA,Baliapal,Dagara,21.16
Odisha ,Baleshwar,NA,Baliapal,Debhog,8.95
Odisha ,Baleshwar,NA,Baliapal,Deula,18.86
Odisha ,Baleshwar,NA,Baliapal,Ghantua,4.3
Odisha ,Baleshwar,NA,Baliapal,Jagatipur,17.89
Odisha ,Baleshwar,NA,Baliapal,Jamakunda,12.04
Odisha ,Baleshwar,NA,Baliapal,Jambhirai,14.62
Odisha ,Baleshwar,NA,Baliapal,Kumbhari,5.5
Odisha ,Baleshwar,NA,Baliapal,Kunduli,22.43
Odisha ,Baleshwar,NA,Baliapal,Madhupura,35.14
Odisha ,Baleshwar,NA,Baliapal,Nikhira,16.7
Odisha ,Baleshwar,NA,Baliapal,Nuagaon,11.24
Odisha ,Baleshwar,NA,Baliapal,Panchupalli,11.52
Odisha ,Baleshwar,NA,Baliapal,Pratappur,4.99
Odisha ,Baleshwar,NA,Baliapal,Srirampur,8.33
Odisha ,Baleshwar,NA,Baliapal,Ratei,6.88
Odisha ,Baleshwar,NA,Baliapal,Balarampur,14.24
Odisha ,Baleshwar,NA,Baliapal,Saudi,2.92
Odisha ,Baleshwar,NA,Baliapal,Total,401.66
Odisha ,Baleshwar,NA,Basta,Santoshpur,7.97
Odisha ,Baleshwar,NA,Basta,Mukulisi,5.54
Odisha ,Baleshwar,NA,Basta,Natakata,4.78
Odisha ,Baleshwar,NA,Basta,Nabara,4.96
Odisha ,Baleshwar,NA,Basta,Chormara,2.52
Odisha ,Baleshwar,NA,Basta,Routpada,3.85
Odisha ,Baleshwar,NA,Basta,Gadapada,9.97
Odisha ,Baleshwar,NA,Basta,Darada,5.5
Odisha ,Baleshwar,NA,Basta,Sadanandapur,4.18
Odisha ,Baleshwar,NA,Basta,Putura,7.41
Odisha ,Baleshwar,NA,Basta,Purusottampur,3.24
Odisha ,Baleshwar,NA,Basta,Mathani,8.29
Odisha ,Baleshwar,NA,Basta,Brahmanda,6.93
Odisha ,Baleshwar,NA,Basta,Kulida,4.08
Odisha ,Baleshwar,NA,Basta,Paunskuli,3.6
Odisha ,Baleshwar,NA,Basta,Singla,3.54
Odisha ,Baleshwar,NA,Basta,Sahada,6.15
Odisha ,Baleshwar,NA,Basta,Irda,4.62
Odisha ,Baleshwar,NA,Basta,Baharda,3.25
Odisha ,Baleshwar,NA,Basta,Tadada,3.3
Odisha ,Baleshwar,NA,Basta,Raghunathpur,9.03
Odisha ,Baleshwar,NA,Basta,Naikudi,3.03
Odisha ,Baleshwar,NA,Basta,Kudia,2.7
Odisha ,Baleshwar,NA,Basta,Karua,2.71
Odisha ,Baleshwar,NA,Basta,Patrajhada,2.49
Odisha ,Baleshwar,NA,Basta,Barunagadia,0.23
Odisha ,Baleshwar,NA,Basta,Basuchakurai,0.21
Odisha ,Baleshwar,NA,Basta,Dudhahansha,0.2
Odisha ,Baleshwar,NA,Basta,Kadrayan,0.33
Odisha ,Baleshwar,NA,Basta,Kainagiri,0.1
Odisha ,Baleshwar,NA,Basta,Vellora,0.37
Odisha ,Baleshwar,NA,Basta,Total,125.08
Odisha ,Baleshwar,NA,Bhograi,Nahara,6.82
Odisha ,Baleshwar,NA,Bhograi,Kharidpipal,7.62
Odisha ,Baleshwar,NA,Bhograi,Mahagab,3.8
Odisha ,Baleshwar,NA,Bhograi,Sradhapur,4.35
Odisha ,Baleshwar,NA,Bhograi,Putina,3.62
Odisha ,Baleshwar,NA,Bhograi,Kakhada,4.7
Odisha ,Baleshwar,NA,Bhograi,N. M. Padia,6.17
Odisha ,Baleshwar,NA,Bhograi,Khanthibhanuri,3.7
Odisha ,Baleshwar,NA,Bhograi,K.Kamarda,6.02
Odisha ,Baleshwar,NA,Bhograi,Bhograi,5.3
Odisha ,Baleshwar,NA,Bhograi,Jayrampur,8.05
Odisha ,Baleshwar,NA,Bhograi,Soharia,5.74
Odisha ,Baleshwar,NA,Bhograi,Gunasartha,4.64
Odisha ,Baleshwar,NA,Bhograi,Baunsadiha,4.5
Odisha ,Baleshwar,NA,Bhograi,Balim,4.8
Odisha ,Baleshwar,NA,Bhograi,Gopinathapur,5.34
Odisha ,Baleshwar,NA,Bhograi,Deula,7.62
Odisha ,Baleshwar,NA,Bhograi,Guneibasan,5.57
Odisha ,Baleshwar,NA,Bhograi,Hooguli,5.68
Odisha ,Baleshwar,NA,Bhograi,Dahunda,4
Odisha ,Baleshwar,NA,Bhograi,Mandarsahi,4.85
Odisha ,Baleshwar,NA,Bhograi,Nachinda,9.58
Odisha ,Baleshwar,NA,Bhograi,Barabatia,5.53
Odisha ,Baleshwar,NA,Bhograi,Nimatpur,4.85
Odisha ,Baleshwar,NA,Bhograi,Analia,7.33
Odisha ,Baleshwar,NA,Bhograi,Sultanpur,4.14
Odisha ,Baleshwar,NA,Bhograi,Sankhari,3.72
Odisha ,Baleshwar,NA,Bhograi,T.Hazira,7.45
Odisha ,Baleshwar,NA,Bhograi,Bajitpur,5.72
Odisha ,Baleshwar,NA,Bhograi,Kusuda,4.51
Odisha ,Baleshwar,NA,Bhograi,Rasolpur,5.65
Odisha ,Baleshwar,NA,Bhograi,Dehurda,6.36
Odisha ,Baleshwar,NA,Bhograi,Aruhabrutti1,6.29
Odisha ,Baleshwar,NA,Bhograi,Daruha,3.5
Odisha ,Baleshwar,NA,Bhograi,Durpal,4.97
Odisha ,Baleshwar,NA,Bhograi,Gabgan,4.65
Odisha ,Baleshwar,NA,Bhograi,Gochhidategharai,7.15
Odisha ,Baleshwar,NA,Bhograi,Jaganathpur,4.46
Odisha ,Baleshwar,NA,Bhograi,Jaleswarpur,4.77
Odisha ,Baleshwar,NA,Bhograi,Jalsohoria,2.5
Odisha ,Baleshwar,NA,Bhograi,Kachuadi,4.89
Odisha ,Baleshwar,NA,Bhograi,Kulida,3.87
Odisha ,Baleshwar,NA,Bhograi,Kumbharmuli,3.75
Odisha ,Baleshwar,NA,Bhograi,Kumbhirgadi,4.75
Odisha ,Baleshwar,NA,Bhograi,Maheshpur,5.23
Odisha ,Baleshwar,NA,Bhograi,Panisanda,4.5
Odisha ,Baleshwar,NA,Bhograi,Pasarbindha,5.71
Odisha ,Baleshwar,NA,Bhograi,Sahabajipur,5.04
Odisha ,Baleshwar,NA,Bhograi,Sianroi,3.26
Odisha ,Baleshwar,NA,Bhograi,Sunadharbasan,5
Odisha ,Baleshwar,NA,Bhograi,Total,262.02
Odisha ,Baleshwar,NA,Jaleswar,Kalika,15.65
Odisha ,Baleshwar,NA,Jaleswar,Sardarbandha ,7.33
Odisha ,Baleshwar,NA,Jaleswar,Aruha,15.98
Odisha ,Baleshwar,NA,Jaleswar,R. R. Pur,45.74
Odisha ,Baleshwar,NA,Jaleswar,Nachhimpur,20.8
Odisha ,Baleshwar,NA,Jaleswar,Shyamnagar,11.65
Odisha ,Baleshwar,NA,Jaleswar,Paikasida,33.63
Odisha ,Baleshwar,NA,Jaleswar,Raibania,30.77
Odisha ,Baleshwar,NA,Jaleswar,Gopimohanpur,23.31
Odisha ,Baleshwar,NA,Jaleswar,Olmara,15.65
Odisha ,Baleshwar,NA,Jaleswar,Mankidia,16.65
Odisha ,Baleshwar,NA,Jaleswar,D.P.Pur,13.3
Odisha ,Baleshwar,NA,Jaleswar,Chamargan,13.32
Odisha ,Baleshwar,NA,Jaleswar,Bartana,30.7
Odisha ,Baleshwar,NA,Jaleswar,Baradiha,49.62
Odisha ,Baleshwar,NA,Jaleswar,Baiganbadia,37.27
Odisha ,Baleshwar,NA,Jaleswar,Rajpur,34.69
Odisha ,Baleshwar,NA,Jaleswar,Sugo,24.64
Odisha ,Baleshwar,NA,Jaleswar,Laxmananatha,50.15
Odisha ,Baleshwar,NA,Jaleswar,Paschimbad,27.31
Odisha ,Baleshwar,NA,Jaleswar,Khalina,14.98
Odisha ,Baleshwar,NA,Jaleswar,Khuad,18.65
Odisha ,Baleshwar,NA,Jaleswar,K.Majhisahi,16.32
Odisha ,Baleshwar,NA,Jaleswar,Nampo,39.29
Odisha ,Baleshwar,NA,Jaleswar,Netua,3.23
Odisha ,Baleshwar,NA,Jaleswar,Sikharpur,15.65
Odisha ,Baleshwar,NA,Jaleswar,Srirampur,11.2
Odisha ,Baleshwar,NA,Jaleswar,Total,637.48
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 1,0.92
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 10,2.62
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 11,1.58
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 12,1.72
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 13,1.08
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 14,0.68
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 15,1.73
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 16,2.6
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 17,1.26
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 2,1.46
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 3,1.25
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 4,3.65
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 5,3.01
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 6,1.5
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 7,5.48
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 8,1.62
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 9,1.57
Odisha ,Baleshwar,Jaleswar Urban,NA,Total,33.73
Odisha ,Baleshwar,NA,Khaira,Achutipur,12.95
Odisha ,Baleshwar,NA,Khaira,Antara,25.45
Odisha ,Baleshwar,NA,Khaira,Barada,13.76
Odisha ,Baleshwar,NA,Khaira,Haripur,12.02
Odisha ,Baleshwar,NA,Khaira,Bartana,22.32
Odisha ,Baleshwar,NA,Khaira,Gadapokhari,21.52
Odisha ,Baleshwar,NA,Khaira,Dungura,15.57
Odisha ,Baleshwar,NA,Khaira,Gagandhuli,13.67
Odisha ,Baleshwar,NA,Khaira,Garsang,5.45
Odisha ,Baleshwar,NA,Khaira,Govindpur,15.49
Odisha ,Baleshwar,NA,Khaira,Jhinkiria,21.01
Odisha ,Baleshwar,NA,Khaira,Khaira,10.04
Odisha ,Baleshwar,NA,Khaira,Kupari,32.05
Odisha ,Baleshwar,NA,Khaira,Kurunta,23.57
Odisha ,Baleshwar,NA,Khaira,Makhanpur,18.4
Odisha ,Baleshwar,NA,Khaira,Mahatipur,37.65
Odisha ,Baleshwar,NA,Khaira,Manitri,9.97
Odisha ,Baleshwar,NA,Khaira,Nayakhandi,13.3
Odisha ,Baleshwar,NA,Khaira,Sarugaon,20.93
Odisha ,Baleshwar,NA,Khaira,Palasa,13.2
Odisha ,Baleshwar,NA,Khaira,Shyamsundarpur,25.38
Odisha ,Baleshwar,NA,Khaira,Sardang,9.21
Odisha ,Baleshwar,NA,Khaira,Ratina,8.19
Odisha ,Baleshwar,NA,Khaira,Dagarpada,27.37
Odisha ,Baleshwar,NA,Khaira,Nandur,10.37
Odisha ,Baleshwar,NA,Khaira,Jalada,28.32
Odisha ,Baleshwar,NA,Khaira,Kaithagadia,10.79
Odisha ,Baleshwar,NA,Khaira,Badajaypur,4.62
