State Name ,District Name,Urban Local Bodies (Munipal Corparation/Municipality / NAC,Block,Rural Local Bodies (GP/Ward),Total_IGNOAPS
Odisha ,Angul,Angul Urban,NA,Ward 1,0.74
Odisha ,Angul,Angul Urban,NA,Ward 11,0.15
Odisha ,Angul,Angul Urban,NA,Ward 12,0.22
Odisha ,Angul,Angul Urban,NA,Ward 13,0.61
Odisha ,Angul,Angul Urban,NA,Ward 14,0.15
Odisha ,Angul,Angul Urban,NA,Ward 15,1
Odisha ,Angul,Angul Urban,NA,Ward 16,1.22
Odisha ,Angul,Angul Urban,NA,Ward 18,0.15
Odisha ,Angul,Angul Urban,NA,Ward 19,0.15
Odisha ,Angul,Angul Urban,NA,Ward 2,1.19
Odisha ,Angul,Angul Urban,NA,Ward 20,0.39
Odisha ,Angul,Angul Urban,NA,Ward 23,0.3
Odisha ,Angul,Angul Urban,NA,Ward 5,0.39
Odisha ,Angul,Angul Urban,NA,Ward 6,0.54
Odisha ,Angul,Angul Urban,NA,Ward 7,0.7
Odisha ,Angul,Angul Urban,NA,Ward 8,1.12
Odisha ,Angul,Angul Urban,NA,Ward 9,1.06
Odisha ,Angul,Angul Urban,NA,Total,10.08
Odisha ,Angul,NA,Anugul,Antulia  ,31.41
Odisha ,Angul,NA,Anugul,Khalari   ,2.22
Odisha ,Angul,NA,Anugul,Total,33.63
Odisha ,Angul,NA,Athmallik,Aida   ,63.22
Odisha ,Angul,NA,Athmallik,Ambasarmunda   ,36.11
Odisha ,Angul,NA,Athmallik,Basudevpur  ,17.9
Odisha ,Angul,NA,Athmallik,Jamudoli   ,23.83
Odisha ,Angul,NA,Athmallik,Kampala  ,53.8
Odisha ,Angul,NA,Athmallik,Kandhapada   ,59.27
Odisha ,Angul,NA,Athmallik,Kantapada  ,14.25
Odisha ,Angul,NA,Athmallik,Kiakata   ,52.26
Odisha ,Angul,NA,Athmallik,Krutibaspur  ,30.57
Odisha ,Angul,NA,Athmallik,Kudagaon   ,44.53
Odisha ,Angul,NA,Athmallik,Kurumtap   ,25.81
Odisha ,Angul,NA,Athmallik,Luhasingha  ,26.13
Odisha ,Angul,NA,Athmallik,Lunahandi   ,49.14
Odisha ,Angul,NA,Athmallik,Madhapur  ,46.74
Odisha ,Angul,NA,Athmallik,Maimura   ,23.4
Odisha ,Angul,NA,Athmallik,Nagaon   ,37.32
Odisha ,Angul,NA,Athmallik,Paikasahi   ,27.72
Odisha ,Angul,NA,Athmallik,Pedipathar   ,52.66
Odisha ,Angul,NA,Athmallik,Purunamanitri   ,50.87
Odisha ,Angul,NA,Athmallik,Sanahula   ,31.97
Odisha ,Angul,NA,Athmallik,Sapaghar  ,49.59
Odisha ,Angul,NA,Athmallik,Tapdhol   ,22.43
Odisha ,Angul,NA,Athmallik,Thakurgarh   ,42.41
Odisha ,Angul,NA,Athmallik,Tusar   ,46.52
Odisha ,Angul,NA,Athmallik,Total,928.45
Odisha ,Angul,NA,Banarpal,Badakerajanga  ,32.9
Odisha ,Angul,NA,Banarpal,Sankerjanga  ,7.65
Odisha ,Angul,NA,Banarpal,Total,40.55
Odisha ,Angul,NA,Chhendipada,Bagedia,15.07
Odisha ,Angul,NA,Chhendipada,Bahalsahi,144.49
Odisha ,Angul,NA,Chhendipada,Balipata,183.85
Odisha ,Angul,NA,Chhendipada,Barapada,27.33
Odisha ,Angul,NA,Chhendipada,Barasahi,130.35
Odisha ,Angul,NA,Chhendipada,Basantapur,137.36
Odisha ,Angul,NA,Chhendipada,Brahmanbil,181.31
Odisha ,Angul,NA,Chhendipada,Changudia,122.87
Odisha ,Angul,NA,Chhendipada,Durgapur,115.69
Odisha ,Angul,NA,Chhendipada,Jarapada,105.42
Odisha ,Angul,NA,Chhendipada,Jerang Dehurisahi,124.42
Odisha ,Angul,NA,Chhendipada,Kampasala,177.26
Odisha ,Angul,NA,Chhendipada,Kanaloi,139.25
Odisha ,Angul,NA,Chhendipada,Kankarei,50.18
Odisha ,Angul,NA,Chhendipada,Katada,137.36
Odisha ,Angul,NA,Chhendipada,Korada,171.92
Odisha ,Angul,NA,Chhendipada,Kosala,224.1
Odisha ,Angul,NA,Chhendipada,Kukurpeta,91.17
Odisha ,Angul,NA,Chhendipada,Kusakila,115.24
Odisha ,Angul,NA,Chhendipada,Machhakuta,72.72
Odisha ,Angul,NA,Chhendipada,Natada,104.98
Odisha ,Angul,NA,Chhendipada,Nisa,53.59
Odisha ,Angul,NA,Chhendipada,Nuagaon,140.28
Odisha ,Angul,NA,Chhendipada,Ogi,218.15
Odisha ,Angul,NA,Chhendipada,Para,220.15
Odisha ,Angul,NA,Chhendipada,Patakamunda,209.41
Odisha ,Angul,NA,Chhendipada,Patrapada,208.56
Odisha ,Angul,NA,Chhendipada,Similipal,182.68
Odisha ,Angul,NA,Chhendipada,T.Kodasahi,123.46
Odisha ,Angul,NA,Chhendipada,Tangiri,207.96
Odisha ,Angul,NA,Chhendipada,Tukuda,287.58
Odisha ,Angul,NA,Chhendipada,Paranga,83.45
Odisha ,Angul,NA,Chhendipada,Total,4507.61
Odisha ,Angul,NA,Kaniha,Arkil   ,17.8
Odisha ,Angul,NA,Kaniha,Badagunduri  ,29.83
Odisha ,Angul,NA,Kaniha,Badatribida   ,27.83
Odisha ,Angul,NA,Kaniha,Bajrakote   ,63.54
Odisha ,Angul,NA,Kaniha,Balipasi   ,59
Odisha ,Angul,NA,Kaniha,Bijigol  ,33.1
Odisha ,Angul,NA,Kaniha,Biru ,26.74
Odisha ,Angul,NA,Kaniha,Burukuna   ,42.05
Odisha ,Angul,NA,Kaniha,Dalaka  ,45.22
Odisha ,Angul,NA,Kaniha,Derang   ,31.72
Odisha ,Angul,NA,Kaniha,Gandamala  ,36.46
Odisha ,Angul,NA,Kaniha,Hanumanpur  ,31.68
Odisha ,Angul,NA,Kaniha,Hariharpur  ,14.53
Odisha ,Angul,NA,Kaniha,Jarada  ,27.76
Odisha ,Angul,NA,Kaniha,Kakudia   ,24.84
Odisha ,Angul,NA,Kaniha,Kamarei   ,34.86
Odisha ,Angul,NA,Kaniha,Kaniha ,62.1
Odisha ,Angul,NA,Kaniha,Karnapal  ,33.22
Odisha ,Angul,NA,Kaniha,Kulei  ,30.98
Odisha ,Angul,NA,Kaniha,Kuluma   ,35.36
Odisha ,Angul,NA,Kaniha,Parabil ,33.05
Odisha ,Angul,NA,Kaniha,Rengali ,39.9
Odisha ,Angul,NA,Kaniha,Samal  ,6.56
Odisha ,Angul,NA,Kaniha,Sanatribida  ,36.58
Odisha ,Angul,NA,Kaniha,Susuba  ,52.48
Odisha ,Angul,NA,Kaniha,Talapada   ,38.24
Odisha ,Angul,NA,Kaniha,Gadasila   ,8.25
Odisha ,Angul,NA,Kaniha,Total,923.68
Odisha ,Angul,NA,Kishorenagar,Ambapal   ,130.62
Odisha ,Angul,NA,Kishorenagar,Angapada   ,150.81
Odisha ,Angul,NA,Kishorenagar,Bamur   ,179.15
Odisha ,Angul,NA,Kishorenagar,Bileinali   ,163.15
Odisha ,Angul,NA,Kishorenagar,Dhadarpal   ,168
Odisha ,Angul,NA,Kishorenagar,Dhaurapali  ,280.8
Odisha ,Angul,NA,Kishorenagar,Gaon Boinda   ,125.83
Odisha ,Angul,NA,Kishorenagar,Handapa   ,279.13
Odisha ,Angul,NA,Kishorenagar,Himitira   ,231.84
Odisha ,Angul,NA,Kishorenagar,Jairat   ,126.16
Odisha ,Angul,NA,Kishorenagar,Jamunali   ,115.74
Odisha ,Angul,NA,Kishorenagar,Jharberani   ,72
Odisha ,Angul,NA,Kishorenagar,Kadalimunda   ,115.23
Odisha ,Angul,NA,Kishorenagar,Kanteikulia   ,256.51
Odisha ,Angul,NA,Kishorenagar,Kataranga   ,144.47
Odisha ,Angul,NA,Kishorenagar,Nakchi,188.02
Odisha ,Angul,NA,Kishorenagar,Nunukapasi   ,128.65
Odisha ,Angul,NA,Kishorenagar,Oskapali   ,216.31
Odisha ,Angul,NA,Kishorenagar,Raniakata   ,153.58
Odisha ,Angul,NA,Kishorenagar,Sanjamura   ,360.9
Odisha ,Angul,NA,Kishorenagar,Urukula   ,305.65
Odisha ,Angul,NA,Kishorenagar,Luhamunda  ,0.02
Odisha ,Angul,NA,Kishorenagar,Total,3892.57
Odisha ,Angul,NA,Palalahada,Balipasi,12.87
Odisha ,Angul,NA,Palalahada,Total,12.87
Odisha ,Angul,NA,Talacher,Badajorada,63.01
Odisha ,Angul,NA,Talacher,Bantol,48.95
Odisha ,Angul,NA,Talacher,Brajanathpur,63.45
Odisha ,Angul,NA,Talacher,Danara,58.52
Odisha ,Angul,NA,Talacher,Dera,31.96
Odisha ,Angul,NA,Talacher,Dharampur,107.91
Odisha ,Angul,NA,Talacher,Ghantapada,67.43
Odisha ,Angul,NA,Talacher,Gobra  ,92.84
Odisha ,Angul,NA,Talacher,Gopal Prasad,120.34
Odisha ,Angul,NA,Talacher,Gurujang,64.17
Odisha ,Angul,NA,Talacher,Gurujanguli,79.12
Odisha ,Angul,NA,Talacher,Hensmul,47.91
Odisha ,Angul,NA,Talacher,Jaganathpur,76.15
Odisha ,Angul,NA,Talacher,Kalamchuin,157.74
Odisha ,Angul,NA,Talacher,Kandhal,61.9
Odisha ,Angul,NA,Talacher,Kankili,65.26
Odisha ,Angul,NA,Talacher,Karnapur,71.1
Odisha ,Angul,NA,Talacher,Kumunda,80.42
Odisha ,Angul,NA,Talacher,Padmabatipur,132.62
Odisha ,Angul,NA,Talacher,Santhapada,80.66
Odisha ,Angul,NA,Talacher,Tentulei,58.91
Odisha ,Angul,NA,Talacher,Total,1630.37
Odisha ,Angul,Talcher Urban,NA,Ward 1,18.97
Odisha ,Angul,Talcher Urban,NA,Ward 10,11.09
Odisha ,Angul,Talcher Urban,NA,Ward 11,20.25
Odisha ,Angul,Talcher Urban,NA,Ward 12,18.75
Odisha ,Angul,Talcher Urban,NA,Ward 13,6.89
Odisha ,Angul,Talcher Urban,NA,Ward 14,1.75
Odisha ,Angul,Talcher Urban,NA,Ward 15,4.7
Odisha ,Angul,Talcher Urban,NA,Ward 16,24.54
Odisha ,Angul,Talcher Urban,NA,Ward 17,7.35
Odisha ,Angul,Talcher Urban,NA,Ward 18,19.95
Odisha ,Angul,Talcher Urban,NA,Ward 19,9.83
Odisha ,Angul,Talcher Urban,NA,Ward 2,15.75
Odisha ,Angul,Talcher Urban,NA,Ward 20,15.75
Odisha ,Angul,Talcher Urban,NA,Ward 21,18.75
Odisha ,Angul,Talcher Urban,NA,Ward 3,13.74
Odisha ,Angul,Talcher Urban,NA,Ward 4,22.92
Odisha ,Angul,Talcher Urban,NA,Ward 5,7.47
Odisha ,Angul,Talcher Urban,NA,Ward 6,31.76
Odisha ,Angul,Talcher Urban,NA,Ward 7,15.51
Odisha ,Angul,Talcher Urban,NA,Ward 8,11.06
Odisha ,Angul,Talcher Urban,NA,Ward 9,6.21
Odisha ,Angul,Talcher Urban,NA,Total,302.99
Odisha ,Angul,NA,Total,NA,12282.8
Odisha ,Baleshwar,NA,Bahanaga,Bahanaga,24.47
Odisha ,Baleshwar,NA,Bahanaga,Patharpentha,18.96
Odisha ,Baleshwar,NA,Bahanaga,Dandaharipur,20.26
Odisha ,Baleshwar,NA,Bahanaga,Saud,33.91
Odisha ,Baleshwar,NA,Bahanaga,Chakjagannathpur,10.03
Odisha ,Baleshwar,NA,Bahanaga,Khantapada,37.69
Odisha ,Baleshwar,NA,Bahanaga,Kasabajaypur,27.72
Odisha ,Baleshwar,NA,Bahanaga,Panapana,28.14
Odisha ,Baleshwar,NA,Bahanaga,Gopalpur,25.38
Odisha ,Baleshwar,NA,Bahanaga,Kalyani,16.53
Odisha ,Baleshwar,NA,Bahanaga,Baripada,32.95
Odisha ,Baleshwar,NA,Bahanaga,Aruhabad,24.85
Odisha ,Baleshwar,NA,Bahanaga,Bishnupur,22.7
Odisha ,Baleshwar,NA,Bahanaga,Sahaspura,14.24
Odisha ,Baleshwar,NA,Bahanaga,Anji,13.16
Odisha ,Baleshwar,NA,Bahanaga,Avana,20.55
Odisha ,Baleshwar,NA,Bahanaga,Kharasahapur,44.95
Odisha ,Baleshwar,NA,Bahanaga,Chittal,17
Odisha ,Baleshwar,NA,Bahanaga,Kochiakoili,13.7
Odisha ,Baleshwar,NA,Bahanaga,Kuruda,5.22
Odisha ,Baleshwar,NA,Bahanaga,Talakurunia,20.37
Odisha ,Baleshwar,NA,Bahanaga,Pandasuni,24.03
Odisha ,Baleshwar,NA,Bahanaga,Odasal,16.13
Odisha ,Baleshwar,NA,Bahanaga,Nuapur,15.26
Odisha ,Baleshwar,NA,Bahanaga,Total,528.2
Odisha ,Baleshwar,Balasore Urban,NA,Ward 1,21.75
Odisha ,Baleshwar,Balasore Urban,NA,Ward 10,3.56
Odisha ,Baleshwar,Balasore Urban,NA,Ward 11,14.76
Odisha ,Baleshwar,Balasore Urban,NA,Ward 12,9.96
Odisha ,Baleshwar,Balasore Urban,NA,Ward 13,3.26
Odisha ,Baleshwar,Balasore Urban,NA,Ward 14,6.07
Odisha ,Baleshwar,Balasore Urban,NA,Ward 15,4.27
Odisha ,Baleshwar,Balasore Urban,NA,Ward 16,3.14
Odisha ,Baleshwar,Balasore Urban,NA,Ward 17,4.85
Odisha ,Baleshwar,Balasore Urban,NA,Ward 18,4.47
Odisha ,Baleshwar,Balasore Urban,NA,Ward 19,3.2
Odisha ,Baleshwar,Balasore Urban,NA,Ward 2,8.27
Odisha ,Baleshwar,Balasore Urban,NA,Ward 20,6.82
Odisha ,Baleshwar,Balasore Urban,NA,Ward 21,4.91
Odisha ,Baleshwar,Balasore Urban,NA,Ward 22,7.3
Odisha ,Baleshwar,Balasore Urban,NA,Ward 23,9.22
Odisha ,Baleshwar,Balasore Urban,NA,Ward 24,8.22
Odisha ,Baleshwar,Balasore Urban,NA,Ward 25,4.94
Odisha ,Baleshwar,Balasore Urban,NA,Ward 26,3.87
Odisha ,Baleshwar,Balasore Urban,NA,Ward 27,5.03
Odisha ,Baleshwar,Balasore Urban,NA,Ward 28,1.26
Odisha ,Baleshwar,Balasore Urban,NA,Ward 29,3.7
Odisha ,Baleshwar,Balasore Urban,NA,Ward 3,11.1
Odisha ,Baleshwar,Balasore Urban,NA,Ward 30,5.51
Odisha ,Baleshwar,Balasore Urban,NA,Ward 31,4.92
Odisha ,Baleshwar,Balasore Urban,NA,Ward 4,4.37
Odisha ,Baleshwar,Balasore Urban,NA,Ward 5,4.75
Odisha ,Baleshwar,Balasore Urban,NA,Ward 6,16.96
Odisha ,Baleshwar,Balasore Urban,NA,Ward 7,16.73
Odisha ,Baleshwar,Balasore Urban,NA,Ward 8,5.08
Odisha ,Baleshwar,Balasore Urban,NA,Ward 9,2.8
Odisha ,Baleshwar,Balasore Urban,NA,Total,215.05
Odisha ,Baleshwar,NA,Baleshwar,Jayadeba Kasaba,47.14
Odisha ,Baleshwar,NA,Baleshwar,Buanl,91.02
Odisha ,Baleshwar,NA,Baleshwar,Parikhi,152.84
Odisha ,Baleshwar,NA,Baleshwar,Hidigan,48.97
Odisha ,Baleshwar,NA,Baleshwar,Genguti,56.53
Odisha ,Baleshwar,NA,Baleshwar,Odangi,32.54
Odisha ,Baleshwar,NA,Baleshwar,Ranasahi,46.84
Odisha ,Baleshwar,NA,Baleshwar,Kasipada,44.3
Odisha ,Baleshwar,NA,Baleshwar,Sartha,134
Odisha ,Baleshwar,NA,Baleshwar,Kuradiha,88.08
Odisha ,Baleshwar,NA,Baleshwar,Chhanua,139.91
Odisha ,Baleshwar,NA,Baleshwar,Bahabalpur,66.42
Odisha ,Baleshwar,NA,Baleshwar,Srirampur,100.5
Odisha ,Baleshwar,NA,Baleshwar,Haldipada,42.13
Odisha ,Baleshwar,NA,Baleshwar,Kasafal,97.75
Odisha ,Baleshwar,NA,Baleshwar,Nagram,62.12
Odisha ,Baleshwar,NA,Baleshwar,Rasalpur,89.08
Odisha ,Baleshwar,NA,Baleshwar,Olanda Sargan,90.13
Odisha ,Baleshwar,NA,Baleshwar,Gudu,78.46
Odisha ,Baleshwar,NA,Baleshwar,Sindhia,78
Odisha ,Baleshwar,NA,Baleshwar,Sargan,74.89
Odisha ,Baleshwar,NA,Baleshwar,Gopinathpur,109.64
Odisha ,Baleshwar,NA,Baleshwar,Rasulpur,67.48
Odisha ,Baleshwar,NA,Baleshwar,Padmapur,52.26
Odisha ,Baleshwar,NA,Baleshwar,Srikona,57.02
Odisha ,Baleshwar,NA,Baleshwar,Sasang,46.53
Odisha ,Baleshwar,NA,Baleshwar,Patrapada,99.81
Odisha ,Baleshwar,NA,Baleshwar,Anko,102.07
Odisha ,Baleshwar,NA,Baleshwar,Rupsa Samil Hasanpur  ,10.39
Odisha ,Baleshwar,NA,Baleshwar,Alomeda,15.55
Odisha ,Baleshwar,NA,Baleshwar,Panchapada,13.94
Odisha ,Baleshwar,NA,Baleshwar,Dubulagadi,62.79
Odisha ,Baleshwar,NA,Baleshwar,Bardhanpur,44.03
Odisha ,Baleshwar,NA,Baleshwar,Khannagar,44.62
Odisha ,Baleshwar,NA,Baleshwar,Raisuna,56.68
Odisha ,Baleshwar,NA,Baleshwar,Baincha,37.78
Odisha ,Baleshwar,NA,Baleshwar,Chandipur,41.6
Odisha ,Baleshwar,NA,Baleshwar,Total,2523.84
Odisha ,Baleshwar,NA,Baliapal,Aladiha,36.78
Odisha ,Baleshwar,NA,Baliapal,Asti,27.94
Odisha ,Baleshwar,NA,Baliapal,Bodas,38.66
Odisha ,Baleshwar,NA,Baliapal,Baliapal,19.1
Odisha ,Baleshwar,NA,Baliapal,Balikuti,20.39
Odisha ,Baleshwar,NA,Baliapal,Baniadiha,34.75
Odisha ,Baleshwar,NA,Baliapal,Betagadia,74.45
Odisha ,Baleshwar,NA,Baliapal,Bishnupur,37.6
Odisha ,Baleshwar,NA,Baliapal,Bolang,34.38
Odisha ,Baleshwar,NA,Baliapal,Chaumukh,41.17
Odisha ,Baleshwar,NA,Baliapal,Dagara,77.22
Odisha ,Baleshwar,NA,Baliapal,Debhog,43.57
Odisha ,Baleshwar,NA,Baliapal,Deula,55.49
Odisha ,Baleshwar,NA,Baliapal,Ghantua,31.27
Odisha ,Baleshwar,NA,Baliapal,Jagatipur,56.29
Odisha ,Baleshwar,NA,Baliapal,Jamakunda,56
Odisha ,Baleshwar,NA,Baliapal,Jambhirai,54.64
Odisha ,Baleshwar,NA,Baliapal,Kumbhari,62.02
Odisha ,Baleshwar,NA,Baliapal,Kunduli,56.81
Odisha ,Baleshwar,NA,Baliapal,Madhupura,126.44
Odisha ,Baleshwar,NA,Baliapal,Nikhira,80.26
Odisha ,Baleshwar,NA,Baliapal,Nuagaon,70.74
Odisha ,Baleshwar,NA,Baliapal,Panchupalli,57.49
Odisha ,Baleshwar,NA,Baliapal,Pratappur,100.34
Odisha ,Baleshwar,NA,Baliapal,Srirampur,82.9
Odisha ,Baleshwar,NA,Baliapal,Ratei,66.66
Odisha ,Baleshwar,NA,Baliapal,Balarampur,41.62
Odisha ,Baleshwar,NA,Baliapal,Saudi,19.77
Odisha ,Baleshwar,NA,Baliapal,Total,1504.75
Odisha ,Baleshwar,NA,Basta,Santoshpur,54.77
Odisha ,Baleshwar,NA,Basta,Mukulisi,7.98
Odisha ,Baleshwar,NA,Basta,Natakata,33.56
Odisha ,Baleshwar,NA,Basta,Nabara,8.61
Odisha ,Baleshwar,NA,Basta,Chormara,20.68
Odisha ,Baleshwar,NA,Basta,Routpada,21.67
Odisha ,Baleshwar,NA,Basta,Gadapada,30.8
Odisha ,Baleshwar,NA,Basta,Darada,40.64
Odisha ,Baleshwar,NA,Basta,Sadanandapur,39.06
Odisha ,Baleshwar,NA,Basta,Putura,42.09
Odisha ,Baleshwar,NA,Basta,Purusottampur,24.58
Odisha ,Baleshwar,NA,Basta,Mathani,49.28
Odisha ,Baleshwar,NA,Basta,Brahmanda,58.72
Odisha ,Baleshwar,NA,Basta,Kulida,28.31
Odisha ,Baleshwar,NA,Basta,Paunskuli,29.4
Odisha ,Baleshwar,NA,Basta,Singla,26
Odisha ,Baleshwar,NA,Basta,Sahada,42.19
Odisha ,Baleshwar,NA,Basta,Irda,14.4
Odisha ,Baleshwar,NA,Basta,Baharda,27.21
Odisha ,Baleshwar,NA,Basta,Tadada,24.66
Odisha ,Baleshwar,NA,Basta,Raghunathpur,69.25
Odisha ,Baleshwar,NA,Basta,Naikudi,14.31
Odisha ,Baleshwar,NA,Basta,Kudia,24.05
Odisha ,Baleshwar,NA,Basta,Karua,10.59
Odisha ,Baleshwar,NA,Basta,Patrajhada,12.4
Odisha ,Baleshwar,NA,Basta,Barunagadia,0.95
Odisha ,Baleshwar,NA,Basta,Basuchakurai,0.44
Odisha ,Baleshwar,NA,Basta,Dudhahansha,0.69
Odisha ,Baleshwar,NA,Basta,Kadrayan,0.85
Odisha ,Baleshwar,NA,Basta,Kainagiri,0.56
Odisha ,Baleshwar,NA,Basta,Vellora,1
Odisha ,Baleshwar,NA,Basta,Total,759.7
Odisha ,Baleshwar,NA,Bhograi,Nahara,25.51
Odisha ,Baleshwar,NA,Bhograi,Kharidpipal,21.62
Odisha ,Baleshwar,NA,Bhograi,Mahagab,19.59
Odisha ,Baleshwar,NA,Bhograi,Sradhapur,19.43
Odisha ,Baleshwar,NA,Bhograi,Putina,31.68
Odisha ,Baleshwar,NA,Bhograi,Kakhada,18.37
Odisha ,Baleshwar,NA,Bhograi,N. M. Padia,26.34
Odisha ,Baleshwar,NA,Bhograi,Khanthibhanuri,22.75
Odisha ,Baleshwar,NA,Bhograi,K.Kamarda,18.83
Odisha ,Baleshwar,NA,Bhograi,Bhograi,18.96
Odisha ,Baleshwar,NA,Bhograi,Jayrampur,29.11
Odisha ,Baleshwar,NA,Bhograi,Soharia,22.58
Odisha ,Baleshwar,NA,Bhograi,Gunasartha,15.52
Odisha ,Baleshwar,NA,Bhograi,Baunsadiha,14.16
Odisha ,Baleshwar,NA,Bhograi,Balim,16.52
Odisha ,Baleshwar,NA,Bhograi,Gopinathapur,21.52
Odisha ,Baleshwar,NA,Bhograi,Deula,32.58
Odisha ,Baleshwar,NA,Bhograi,Guneibasan,20.5
Odisha ,Baleshwar,NA,Bhograi,Hooguli,15.11
Odisha ,Baleshwar,NA,Bhograi,Dahunda,14.29
Odisha ,Baleshwar,NA,Bhograi,Mandarsahi,26.65
Odisha ,Baleshwar,NA,Bhograi,Nachinda,48.26
Odisha ,Baleshwar,NA,Bhograi,Barabatia,24.81
Odisha ,Baleshwar,NA,Bhograi,Nimatpur,26.46
Odisha ,Baleshwar,NA,Bhograi,Analia,24.6
Odisha ,Baleshwar,NA,Bhograi,Sultanpur,22.38
Odisha ,Baleshwar,NA,Bhograi,Sankhari,20.86
Odisha ,Baleshwar,NA,Bhograi,T.Hazira,36.51
Odisha ,Baleshwar,NA,Bhograi,Bajitpur,14.93
Odisha ,Baleshwar,NA,Bhograi,Kusuda,21.58
Odisha ,Baleshwar,NA,Bhograi,Rasolpur,26.18
Odisha ,Baleshwar,NA,Bhograi,Dehurda,22.87
Odisha ,Baleshwar,NA,Bhograi,Aruhabrutti-1,27.07
Odisha ,Baleshwar,NA,Bhograi,Daruha,20.65
Odisha ,Baleshwar,NA,Bhograi,Durpal,19.64
Odisha ,Baleshwar,NA,Bhograi,Gabgan,14.6
Odisha ,Baleshwar,NA,Bhograi,Gochhidategharai,25.66
Odisha ,Baleshwar,NA,Bhograi,Jaganathpur,17.77
Odisha ,Baleshwar,NA,Bhograi,Jaleswarpur,13.35
Odisha ,Baleshwar,NA,Bhograi,Jalsohoria,19.79
Odisha ,Baleshwar,NA,Bhograi,Kachuadi,27.47
Odisha ,Baleshwar,NA,Bhograi,Kulida,13.55
Odisha ,Baleshwar,NA,Bhograi,Kumbharmuli,14.56
Odisha ,Baleshwar,NA,Bhograi,Kumbhirgadi,14.3
Odisha ,Baleshwar,NA,Bhograi,Maheshpur,15.17
Odisha ,Baleshwar,NA,Bhograi,Panisanda,12.52
Odisha ,Baleshwar,NA,Bhograi,Pasarbindha,27.41
Odisha ,Baleshwar,NA,Bhograi,Sahabajipur,17.35
Odisha ,Baleshwar,NA,Bhograi,Sianroi,15.12
Odisha ,Baleshwar,NA,Bhograi,Sunadharbasan,19.42
Odisha ,Baleshwar,NA,Bhograi,Total,1076.46
Odisha ,Baleshwar,NA,Jaleswar,Kalika,22.63
Odisha ,Baleshwar,NA,Jaleswar,Sardarbandha ,27.13
Odisha ,Baleshwar,NA,Jaleswar,Aruha,14.42
Odisha ,Baleshwar,NA,Jaleswar,R. R. Pur,59.84
Odisha ,Baleshwar,NA,Jaleswar,Nachhimpur,17.68
Odisha ,Baleshwar,NA,Jaleswar,Shyamnagar,30.48
Odisha ,Baleshwar,NA,Jaleswar,Paikasida,43.06
Odisha ,Baleshwar,NA,Jaleswar,Raibania,40.98
Odisha ,Baleshwar,NA,Jaleswar,Gopimohanpur,19.61
Odisha ,Baleshwar,NA,Jaleswar,Olmara,30.47
Odisha ,Baleshwar,NA,Jaleswar,Mankidia,32.61
Odisha ,Baleshwar,NA,Jaleswar,D.P.Pur,26.75
Odisha ,Baleshwar,NA,Jaleswar,Chamargan,24.84
Odisha ,Baleshwar,NA,Jaleswar,Bartana,43.5
Odisha ,Baleshwar,NA,Jaleswar,Baradiha,64.06
Odisha ,Baleshwar,NA,Jaleswar,Baiganbadia,25.57
Odisha ,Baleshwar,NA,Jaleswar,Rajpur,46.81
Odisha ,Baleshwar,NA,Jaleswar,Sugo,34.18
Odisha ,Baleshwar,NA,Jaleswar,Laxmananatha,36.63
Odisha ,Baleshwar,NA,Jaleswar,Paschimbad,44
Odisha ,Baleshwar,NA,Jaleswar,Khalina,24.52
Odisha ,Baleshwar,NA,Jaleswar,Khuad,33.66
Odisha ,Baleshwar,NA,Jaleswar,K.Majhisahi,36.42
Odisha ,Baleshwar,NA,Jaleswar,Nampo,41.02
Odisha ,Baleshwar,NA,Jaleswar,Netua,16.75
Odisha ,Baleshwar,NA,Jaleswar,Sikharpur,41.95
Odisha ,Baleshwar,NA,Jaleswar,Srirampur,19.75
Odisha ,Baleshwar,NA,Jaleswar,Total,899.32
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 1,2.72
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 10,9.56
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 11,2.58
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 12,8.25
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 13,5.76
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 14,8.06
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 15,15.7
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 16,10.66
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 17,13.23
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 2,5.21
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 3,5.95
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 4,13.42
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 5,9.13
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 6,2.71
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 7,5.64
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 8,5.02
Odisha ,Baleshwar,Jaleswar Urban,NA,Ward 9,9.13
Odisha ,Baleshwar,Jaleswar Urban,NA,Total,132.73
Odisha ,Baleshwar,NA,Khaira,Achutipur,25.08
Odisha ,Baleshwar,NA,Khaira,Antara,22.01
Odisha ,Baleshwar,NA,Khaira,Barada,18.74
Odisha ,Baleshwar,NA,Khaira,Haripur,24.15
Odisha ,Baleshwar,NA,Khaira,Bartana,47.85
