State Name ,District Name,Urban Local Bodies (Munipal Corparation/Municipality / NAC,Block,Rural Local Bodies (GP/Ward),Total_IGNOAPS
Odisha ,Cuttack,NA,Narasinghpur,Godibandha,13.7
Odisha ,Cuttack,NA,Narasinghpur,Rusipada,29.02
Odisha ,Cuttack,NA,Narasinghpur,Kanpur,40.15
Odisha ,Cuttack,NA,Narasinghpur,Paikabarabati,47.22
Odisha ,Cuttack,NA,Narasinghpur,Baselihata,25.75
Odisha ,Cuttack,NA,Narasinghpur,Kokalaba,54.53
Odisha ,Cuttack,NA,Narasinghpur,Chakamunda,20.55
Odisha ,Cuttack,NA,Narasinghpur,Phulapada,13.94
Odisha ,Cuttack,NA,Narasinghpur,Jayamangal,17.94
Odisha ,Cuttack,NA,Narasinghpur,Padamal,25.17
Odisha ,Cuttack,NA,Narasinghpur,Adheigundi,33.73
Odisha ,Cuttack,NA,Narasinghpur,Kanjiapada,19.69
Odisha ,Cuttack,NA,Narasinghpur,Kakudia,27.57
Odisha ,Cuttack,NA,Narasinghpur,Paikapadapatna,6.38
Odisha ,Cuttack,NA,Narasinghpur,Kathakhunta  ,20.45
Odisha ,Cuttack,NA,Narasinghpur,Ranasinghpur,16.14
Odisha ,Cuttack,NA,Narasinghpur,Bokada,25.13
Odisha ,Cuttack,NA,Narasinghpur,Total,1174.33
Odisha ,Cuttack,NA,Niali,Sadhansa,121.86
Odisha ,Cuttack,NA,Niali,Kapasi,90.4
Odisha ,Cuttack,NA,Niali,Pahanga,124.61
Odisha ,Cuttack,NA,Niali,Krushnaprasad  ,67.66
Odisha ,Cuttack,NA,Niali,Binisipur,49.65
Odisha ,Cuttack,NA,Niali,Baharana,93.5
Odisha ,Cuttack,NA,Niali,Erancha,66.35
Odisha ,Cuttack,NA,Niali,Kasarada  ,74.63
Odisha ,Cuttack,NA,Niali,Raniola,96.13
Odisha ,Cuttack,NA,Niali,Sagadailo,85.93
Odisha ,Cuttack,NA,Niali,Sithalo,71.01
Odisha ,Cuttack,NA,Niali,Pokharigoan,91.2
Odisha ,Cuttack,NA,Niali,Bilasuni,89
Odisha ,Cuttack,NA,Niali,Madhab,64.91
Odisha ,Cuttack,NA,Niali,Anlo,55.24
Odisha ,Cuttack,NA,Niali,Nuagoan,63.94
Odisha ,Cuttack,NA,Niali,Niali,27.47
Odisha ,Cuttack,NA,Niali,Ekaberuan,45.46
Odisha ,Cuttack,NA,Niali,Ratnapur,46.92
Odisha ,Cuttack,NA,Niali,Alana,40.12
Odisha ,Cuttack,NA,Niali,Nivarana,28.18
Odisha ,Cuttack,NA,Niali,Tihuda,46.33
Odisha ,Cuttack,NA,Niali,Jallarpur,42.01
Odisha ,Cuttack,NA,Niali,Total,1582.51
Odisha ,Cuttack,NA,Nischinta Koili,Janardanpur,47.99
Odisha ,Cuttack,NA,Nischinta Koili,Kalamishiri,56.75
Odisha ,Cuttack,NA,Nischinta Koili,Santapur,26.69
Odisha ,Cuttack,NA,Nischinta Koili,Jamara,54.94
Odisha ,Cuttack,NA,Nischinta Koili,Orati,28.65
Odisha ,Cuttack,NA,Nischinta Koili,Narendrapur,48.55
Odisha ,Cuttack,NA,Nischinta Koili,Daudapur,118.99
Odisha ,Cuttack,NA,Nischinta Koili,Nagashpur,30.35
Odisha ,Cuttack,NA,Nischinta Koili,Bandhakatia,61.66
Odisha ,Cuttack,NA,Nischinta Koili,Buhalo,53.8
Odisha ,Cuttack,NA,Nischinta Koili,Nemalo,29.53
Odisha ,Cuttack,NA,Nischinta Koili,Kendupatna,55.79
Odisha ,Cuttack,NA,Nischinta Koili,Fugola,23.31
Odisha ,Cuttack,NA,Nischinta Koili,Asureswar,34.9
Odisha ,Cuttack,NA,Nischinta Koili,Nischintakoili,27.88
Odisha ,Cuttack,NA,Nischinta Koili,Tarota,36.05
Odisha ,Cuttack,NA,Nischinta Koili,Jiginipur,36.25
Odisha ,Cuttack,NA,Nischinta Koili,Kentala,52.3
Odisha ,Cuttack,NA,Nischinta Koili,Sukarpada,42.73
Odisha ,Cuttack,NA,Nischinta Koili,Ramakrushnapur,32.51
Odisha ,Cuttack,NA,Nischinta Koili,Balipada,54.04
Odisha ,Cuttack,NA,Nischinta Koili,Sirlo,21.96
Odisha ,Cuttack,NA,Nischinta Koili,Isani-Berhampur,16.36
Odisha ,Cuttack,NA,Nischinta Koili,Manpur,14.62
Odisha ,Cuttack,NA,Nischinta Koili,Sarapada,37.05
Odisha ,Cuttack,NA,Nischinta Koili,Katikata,33.86
Odisha ,Cuttack,NA,Nischinta Koili,Katarpada,26.22
Odisha ,Cuttack,NA,Nischinta Koili,Natakai,55.59
Odisha ,Cuttack,NA,Nischinta Koili,Kolanapur,17.42
Odisha ,Cuttack,NA,Nischinta Koili,Kerilo,42.42
Odisha ,Cuttack,NA,Nischinta Koili,Bandhupur,21.42
Odisha ,Cuttack,NA,Nischinta Koili,Palada,31.03
Odisha ,Cuttack,NA,Nischinta Koili,Tilakana,34.12
Odisha ,Cuttack,NA,Nischinta Koili,Barado,55.58
Odisha ,Cuttack,NA,Nischinta Koili,Jairampur,20.43
Odisha ,Cuttack,NA,Nischinta Koili,Jhedeswarpur,40.92
Odisha ,Cuttack,NA,Nischinta Koili,Badakhiri,20.08
Odisha ,Cuttack,NA,Nischinta Koili,Total,1442.74
Odisha ,Cuttack,NA,Salepur,Chandradeipur,20.85
Odisha ,Cuttack,NA,Salepur,Barigol,15.56
Odisha ,Cuttack,NA,Salepur,Pikol,21.93
Odisha ,Cuttack,NA,Salepur,Raisunguda,27.78
Odisha ,Cuttack,NA,Salepur,Mirzapur,31.97
Odisha ,Cuttack,NA,Salepur,Bhimdaspur,28.96
Odisha ,Cuttack,NA,Salepur,Odasingh,19.04
Odisha ,Cuttack,NA,Salepur,Naiguan,23.35
Odisha ,Cuttack,NA,Salepur,Sisua,14.38
Odisha ,Cuttack,NA,Salepur,Chhanipur,26.82
Odisha ,Cuttack,NA,Salepur,Mohan,21.35
Odisha ,Cuttack,NA,Salepur,Souri,32.62
Odisha ,Cuttack,NA,Salepur,Nandola,16.57
Odisha ,Cuttack,NA,Salepur,Ramakrushnapur,18.3
Odisha ,Cuttack,NA,Salepur,Rameswar,56.27
Odisha ,Cuttack,NA,Salepur,Malasasna,35.44
Odisha ,Cuttack,NA,Salepur,Tentola,23.6
Odisha ,Cuttack,NA,Salepur,Madhyakachha,14.93
Odisha ,Cuttack,NA,Salepur,Gopinathpur,35.2
Odisha ,Cuttack,NA,Salepur,Mahajanpur,17.12
Odisha ,Cuttack,NA,Salepur,Champati,11.91
Odisha ,Cuttack,NA,Salepur,Mutarifa,8.77
Odisha ,Cuttack,NA,Salepur,Tarito,22.87
Odisha ,Cuttack,NA,Salepur,Purunahat,33.62
Odisha ,Cuttack,NA,Salepur,Bahugram,26.35
Odisha ,Cuttack,NA,Salepur,Balisahi,19.89
Odisha ,Cuttack,NA,Salepur,Katarapa,13.79
Odisha ,Cuttack,NA,Salepur,Naranda,46.92
Odisha ,Cuttack,NA,Salepur,Ratilo,17.96
Odisha ,Cuttack,NA,Salepur,Sidho,26.48
Odisha ,Cuttack,NA,Salepur,Sudhakhanda,16.01
Odisha ,Cuttack,NA,Salepur,Trilochanpur,17.4
Odisha ,Cuttack,NA,Salepur,Paschimakachha,4.75
Odisha ,Cuttack,NA,Salepur,Gujarpur,12.49
Odisha ,Cuttack,NA,Salepur,Satyabhamapur,30.95
Odisha ,Cuttack,NA,Salepur,Total,812.2
Odisha ,Cuttack,NA,Tangi Choudwar,Kayalpada,53.11
Odisha ,Cuttack,NA,Tangi Choudwar,Indranipatna,41.45
Odisha ,Cuttack,NA,Tangi Choudwar,Agrahat,35.01
Odisha ,Cuttack,NA,Tangi Choudwar,Badasamantarapur,20.03
Odisha ,Cuttack,NA,Tangi Choudwar,Govindpur,23.68
Odisha ,Cuttack,NA,Tangi Choudwar,Bhatimunda,22.32
Odisha ,Cuttack,NA,Tangi Choudwar,Jaripada,38.66
Odisha ,Cuttack,NA,Tangi Choudwar,Nakhara,17.53
Odisha ,Cuttack,NA,Tangi Choudwar,Napanga,31.03
Odisha ,Cuttack,NA,Tangi Choudwar,Kanheipur,26.52
Odisha ,Cuttack,NA,Tangi Choudwar,Salagoan,42.35
Odisha ,Cuttack,NA,Tangi Choudwar,Kotasahi,33.35
Odisha ,Cuttack,NA,Tangi Choudwar,Harianta,27.9
Odisha ,Cuttack,NA,Tangi Choudwar,Uchhapada,45.07
Odisha ,Cuttack,NA,Tangi Choudwar,Mangarajpur,16.62
Odisha ,Cuttack,NA,Tangi Choudwar,Berhampur,40.57
Odisha ,Cuttack,NA,Tangi Choudwar,Sankarpur,14.7
Odisha ,Cuttack,NA,Tangi Choudwar,Kakhadi,25.61
Odisha ,Cuttack,NA,Tangi Choudwar,Sofo,48.76
Odisha ,Cuttack,NA,Tangi Choudwar,Garudagoan,25.39
Odisha ,Cuttack,NA,Tangi Choudwar,Total,629.66
Odisha ,Cuttack,NA,Tigiria,Jemadeipur,26.14
Odisha ,Cuttack,NA,Tigiria,Bindhanima,12.35
Odisha ,Cuttack,NA,Tigiria,Badanaupur,18.07
Odisha ,Cuttack,NA,Tigiria,Nuapatna,13.38
Odisha ,Cuttack,NA,Tigiria,Nizigargh,18.25
Odisha ,Cuttack,NA,Tigiria,Panchagaon,18.83
Odisha ,Cuttack,NA,Tigiria,Bhiruda,19.8
Odisha ,Cuttack,NA,Tigiria,Anchalkota,27.17
Odisha ,Cuttack,NA,Tigiria,Gadadharpur,28.58
Odisha ,Cuttack,NA,Tigiria,Puruna Tigiria,19.63
Odisha ,Cuttack,NA,Tigiria,Somapada,14.81
Odisha ,Cuttack,NA,Tigiria,Bhogada,11.51
Odisha ,Cuttack,NA,Tigiria,Hatamal,17.23
Odisha ,Cuttack,NA,Tigiria,Baliput,7.24
Odisha ,Cuttack,NA,Tigiria,Total,252.99
Odisha ,Cuttack,NA,Total,NA,18578.37
Odisha ,Deogarh,NA,Barkote,Ballam,14.54
Odisha ,Deogarh,NA,Barkote,Ballanda,19.58
Odisha ,Deogarh,NA,Barkote,Bamparada,18.17
Odisha ,Deogarh,NA,Barkote,Basaloi,21.73
Odisha ,Deogarh,NA,Barkote,Bijayanagar,10.54
Odisha ,Deogarh,NA,Barkote,Dandasingha,31.02
Odisha ,Deogarh,NA,Barkote,Danra,25.58
Odisha ,Deogarh,NA,Barkote,Dantaribahal,21.42
Odisha ,Deogarh,NA,Barkote,Gursang,21.31
Odisha ,Deogarh,NA,Barkote,Jharakandhal,12.52
Odisha ,Deogarh,NA,Barkote,Kadopada,15.26
Odisha ,Deogarh,NA,Barkote,Kaliapal,10.84
Odisha ,Deogarh,NA,Barkote,Kalla,20.26
Odisha ,Deogarh,NA,Barkote,Kandhal,14.65
Odisha ,Deogarh,NA,Barkote,Kantapali,20.36
Odisha ,Deogarh,NA,Barkote,Kaunsibahal,17.57
Odisha ,Deogarh,NA,Barkote,Kelda,13.11
Odisha ,Deogarh,NA,Barkote,Madhyapur,24.38
Odisha ,Deogarh,NA,Barkote,Raitabahal,25.89
Odisha ,Deogarh,NA,Barkote,Rambhei,23.04
Odisha ,Deogarh,NA,Barkote,Saruali,26.4
Odisha ,Deogarh,NA,Barkote,Singsal,17.11
Odisha ,Deogarh,NA,Barkote,Golabandha,14.55
Odisha ,Deogarh,NA,Barkote,Saida,13.21
Odisha ,Deogarh,NA,Barkote,Total,453.04
Odisha ,Deogarh,Deogarh Urban,NA,Ward 1,8.02
Odisha ,Deogarh,Deogarh Urban,NA,Ward 10,1.56
Odisha ,Deogarh,Deogarh Urban,NA,Ward 11,0.62
Odisha ,Deogarh,Deogarh Urban,NA,Ward 2,0.55
Odisha ,Deogarh,Deogarh Urban,NA,Ward 3,0.77
Odisha ,Deogarh,Deogarh Urban,NA,Ward 4,2.38
Odisha ,Deogarh,Deogarh Urban,NA,Ward 5,1.09
Odisha ,Deogarh,Deogarh Urban,NA,Ward 6,1.48
Odisha ,Deogarh,Deogarh Urban,NA,Ward 7,2.56
Odisha ,Deogarh,Deogarh Urban,NA,Ward 8,1.93
Odisha ,Deogarh,Deogarh Urban,NA,Ward 9,9.23
Odisha ,Deogarh,Deogarh Urban,NA,Total,30.19
Odisha ,Deogarh,NA,Reamal,Adas,20.48
Odisha ,Deogarh,NA,Reamal,Baghbar,17.38
Odisha ,Deogarh,NA,Reamal,Budhapal,16.3
Odisha ,Deogarh,NA,Reamal,Budido,19.17
Odisha ,Deogarh,NA,Reamal,Chadeimara,12.33
Odisha ,Deogarh,NA,Reamal,Gundiapali,22.2
Odisha ,Deogarh,NA,Reamal,Kantabahal,15.74
Odisha ,Deogarh,NA,Reamal,Karlaga,12.89
Odisha ,Deogarh,NA,Reamal,Khilei,8.09
Odisha ,Deogarh,NA,Reamal,Kundheigola,6.87
Odisha ,Deogarh,NA,Reamal,Lulang,9.31
Odisha ,Deogarh,NA,Reamal,Mahaleipada,23.16
Odisha ,Deogarh,NA,Reamal,Naulipada,16.67
Odisha ,Deogarh,NA,Reamal,Nuadihi,15.82
Odisha ,Deogarh,NA,Reamal,Palsama,8.34
Odisha ,Deogarh,NA,Reamal,Para,15.74
Odisha ,Deogarh,NA,Reamal,Reamal,15.45
Odisha ,Deogarh,NA,Reamal,Tabada,8.88
Odisha ,Deogarh,NA,Reamal,Tarange,15.34
Odisha ,Deogarh,NA,Reamal,Tinkbir,6.75
Odisha ,Deogarh,NA,Reamal,Tuhilamal,10.24
Odisha ,Deogarh,NA,Reamal,Utunia,17.47
Odisha ,Deogarh,NA,Reamal,Tentalbahal,7.93
Odisha ,Deogarh,NA,Reamal,Kholbasa,7.02
Odisha ,Deogarh,NA,Reamal,Nuapada,14.69
Odisha ,Deogarh,NA,Reamal,Tungamal,10.89
Odisha ,Deogarh,NA,Reamal,Total,355.15
Odisha ,Deogarh,NA,Tileibani,Badchhapal,42.67
Odisha ,Deogarh,NA,Tileibani,Baniakilinda,11.58
Odisha ,Deogarh,NA,Tileibani,Cheplipali,28
Odisha ,Deogarh,NA,Tileibani,Dholpada,39.67
Odisha ,Deogarh,NA,Tileibani,Dimirikunda,27.46
Odisha ,Deogarh,NA,Tileibani,Dudhianali,45.25
Odisha ,Deogarh,NA,Tileibani,Jharagogua,34.21
Odisha ,Deogarh,NA,Tileibani,Kansar,28.98
Odisha ,Deogarh,NA,Tileibani,Kendeijhori,22.41
Odisha ,Deogarh,NA,Tileibani,Laimora,60.09
Odisha ,Deogarh,NA,Tileibani,Parposi,17.8
Odisha ,Deogarh,NA,Tileibani,Sado,15.86
Odisha ,Deogarh,NA,Tileibani,Suguda,33.5
Odisha ,Deogarh,NA,Tileibani,Tainsar,25.08
Odisha ,Deogarh,NA,Tileibani,Talkundi,15.42
Odisha ,Deogarh,NA,Tileibani,Tileibani,54.03
Odisha ,Deogarh,NA,Tileibani,Kalanda,28.54
Odisha ,Deogarh,NA,Tileibani,Palkudar,3.94
Odisha ,Deogarh,NA,Tileibani,Jharmunda,2.18
Odisha ,Deogarh,NA,Tileibani,Gandam,11.18
Odisha ,Deogarh,NA,Tileibani,Total,547.85
Odisha ,Deogarh,NA,Total,NA,1386.23
Odisha ,Dhenkanal,NA,Bhuban,Arakhapal,48.69
Odisha ,Dhenkanal,NA,Bhuban,Balibo,68.03
Odisha ,Dhenkanal,NA,Bhuban,Baruan (B),58.13
Odisha ,Dhenkanal,NA,Bhuban,Bhusal,71.38
Odisha ,Dhenkanal,NA,Bhuban,Dayanabil,24.56
Odisha ,Dhenkanal,NA,Bhuban,Dhalapada,29.49
Odisha ,Dhenkanal,NA,Bhuban,Dighi,83.22
Odisha ,Dhenkanal,NA,Bhuban,Ekatali,79.56
Odisha ,Dhenkanal,NA,Bhuban,G.N.Prasad,36.2
Odisha ,Dhenkanal,NA,Bhuban,Jamunakote,38.86
Odisha ,Dhenkanal,NA,Bhuban,Jiral,39.66
Odisha ,Dhenkanal,NA,Bhuban,0 (Zero),4.48
Odisha ,Dhenkanal,NA,Bhuban,Kuninda,28.7
Odisha ,Dhenkanal,NA,Bhuban,Mahulpal,53.25
Odisha ,Dhenkanal,NA,Bhuban,Marthapur,78.48
Odisha ,Dhenkanal,NA,Bhuban,Mathakaragola,52.59
Odisha ,Dhenkanal,NA,Bhuban,Mrudanga,47.43
Odisha ,Dhenkanal,NA,Bhuban,Surapratapapur,88.06
Odisha ,Dhenkanal,NA,Bhuban,Total,930.77
Odisha ,Dhenkanal,NA,Gondia,Bainsia,33.99
Odisha ,Dhenkanal,NA,Gondia,Bega,27.66
Odisha ,Dhenkanal,NA,Gondia,Bidharapur,16.02
Odisha ,Dhenkanal,NA,Gondia,Dasamanapatana,8.6
Odisha ,Dhenkanal,NA,Gondia,Deogan,15
Odisha ,Dhenkanal,NA,Gondia,Digambarpur,21.74
Odisha ,Dhenkanal,NA,Gondia,Gondia,29.69
Odisha ,Dhenkanal,NA,Gondia,Joranda,37.2
Odisha ,Dhenkanal,NA,Gondia,Kabera,18.14
Odisha ,Dhenkanal,NA,Gondia,Kaluria,38.22
Odisha ,Dhenkanal,NA,Gondia,Karmul,34.05
Odisha ,Dhenkanal,NA,Gondia,Kashipur,11.55
Odisha ,Dhenkanal,NA,Gondia,Khandabandha,37.81
Odisha ,Dhenkanal,NA,Gondia,Khankira,22.95
Odisha ,Dhenkanal,NA,Gondia,Laulai,12.08
Odisha ,Dhenkanal,NA,Gondia,Lethaka,22.71
Odisha ,Dhenkanal,NA,Gondia,Mandar,18.03
Odisha ,Dhenkanal,NA,Gondia,Mathatentulia,42.31
Odisha ,Dhenkanal,NA,Gondia,Neulpoi,16.91
Odisha ,Dhenkanal,NA,Gondia,Nihalprasad,35.51
Odisha ,Dhenkanal,NA,Gondia,Pingua,29.26
Odisha ,Dhenkanal,NA,Gondia,Poruhakhoj,28.1
Odisha ,Dhenkanal,NA,Gondia,Raitola,16.59
Odisha ,Dhenkanal,NA,Gondia,Ratanpur,10.86
Odisha ,Dhenkanal,NA,Gondia,Sadangi,13.44
Odisha ,Dhenkanal,NA,Gondia,Santhapur,29.09
Odisha ,Dhenkanal,NA,Gondia,Sorisiapada,28.87
Odisha ,Dhenkanal,NA,Gondia,Gundurapasi,10.21
Odisha ,Dhenkanal,NA,Gondia,Barada,7.78
Odisha ,Dhenkanal,NA,Gondia,Total,674.37
Odisha ,Dhenkanal,NA,Hindol,Asarada,68.98
Odisha ,Dhenkanal,NA,Hindol,Babandha,67.74
Odisha ,Dhenkanal,NA,Hindol,Bampa,33.42
Odisha ,Dhenkanal,NA,Hindol,Baunsa Pokhari,70.82
Odisha ,Dhenkanal,NA,Hindol,Buhalipal,107.97
Odisha ,Dhenkanal,NA,Hindol,Chital Pur,60.29
Odisha ,Dhenkanal,NA,Hindol,Dandiri,69.84
Odisha ,Dhenkanal,NA,Hindol,Dudurkote,141.63
Odisha ,Dhenkanal,NA,Hindol,Galapada,87.34
Odisha ,Dhenkanal,NA,Hindol,Gandanali,71.18
Odisha ,Dhenkanal,NA,Hindol,Giridharprasad,127.54
Odisha ,Dhenkanal,NA,Hindol,Gulehi,81.81
Odisha ,Dhenkanal,NA,Hindol,Hatura,113.01
Odisha ,Dhenkanal,NA,Hindol,Jharada,108.99
Odisha ,Dhenkanal,NA,Hindol,Kadala,78.77
Odisha ,Dhenkanal,NA,Hindol,Kalinga,50.29
Odisha ,Dhenkanal,NA,Hindol,Kansara,85.25
Odisha ,Dhenkanal,NA,Hindol,Kantamila,80.56
Odisha ,Dhenkanal,NA,Hindol,Karanda,93.99
Odisha ,Dhenkanal,NA,Hindol,Khaliborei,46.66
Odisha ,Dhenkanal,NA,Hindol,Kintimili,101.78
Odisha ,Dhenkanal,NA,Hindol,Kukuta,52.55
Odisha ,Dhenkanal,NA,Hindol,Kunua,59.39
Odisha ,Dhenkanal,NA,Hindol,Kutunia,51.26
Odisha ,Dhenkanal,NA,Hindol,Madhapur,42.74
Odisha ,Dhenkanal,NA,Hindol,Mahalunda,82.77
Odisha ,Dhenkanal,NA,Hindol,Nabakishorpur,47.91
Odisha ,Dhenkanal,NA,Hindol,Nuabag,93.56
Odisha ,Dhenkanal,NA,Hindol,Nuagaon,49.13
Odisha ,Dhenkanal,NA,Hindol,P.P.Kote,59.75
Odisha ,Dhenkanal,NA,Hindol,Patala,93.66
Odisha ,Dhenkanal,NA,Hindol,Ranjagol,79.08
Odisha ,Dhenkanal,NA,Hindol,Rasol,83.7
Odisha ,Dhenkanal,NA,Hindol,Sanjapada,55.68
Odisha ,Dhenkanal,NA,Hindol,Thokar,65.1
Odisha ,Dhenkanal,NA,Hindol,Total,2664.14
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-1,8.92
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-10,9.21
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-11,1.13
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-12,11.82
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-13,2.89
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-14,7.19
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-15,9.36
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-16,2.27
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-2,8.26
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-3,7.04
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-4,3.24
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-5,6.93
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-6,11.86
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-7,3.46
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-8,8.92
Odisha ,Dhenkanal,Hindol Urban,NA,Ward-9,4.99
Odisha ,Dhenkanal,Hindol Urban,NA,Total,107.49
Odisha ,Dhenkanal,NA,Kamakhyanagar,Badasuanlo,23.03
Odisha ,Dhenkanal,NA,Kamakhyanagar,Baisinga,30.15
Odisha ,Dhenkanal,NA,Kamakhyanagar,Baligorad,31.2
Odisha ,Dhenkanal,NA,Kamakhyanagar,Bankual,7.99
Odisha ,Dhenkanal,NA,Kamakhyanagar,Baruan (K),21.02
Odisha ,Dhenkanal,NA,Kamakhyanagar,Baunsapal,28.39
Odisha ,Dhenkanal,NA,Kamakhyanagar,Bhairpur,28.93
Odisha ,Dhenkanal,NA,Kamakhyanagar,Budhibil,11.81
Odisha ,Dhenkanal,NA,Kamakhyanagar,Jagannathpur,43.72
Odisha ,Dhenkanal,NA,Kamakhyanagar,Kadua,23.16
Odisha ,Dhenkanal,NA,Kamakhyanagar,Kanapura,26.94
Odisha ,Dhenkanal,NA,Kamakhyanagar,Kantapal,28.61
Odisha ,Dhenkanal,NA,Kamakhyanagar,Kantio Kateni,29.11
Odisha ,Dhenkanal,NA,Kamakhyanagar,Kantio Putasahi,27.72
Odisha ,Dhenkanal,NA,Kamakhyanagar,Kotagara,22.58
Odisha ,Dhenkanal,NA,Kamakhyanagar,Kusumajodi,35.13
Odisha ,Dhenkanal,NA,Kamakhyanagar,Mahulpal,32.34
Odisha ,Dhenkanal,NA,Kamakhyanagar,Raynrusinghpur,15.74
Odisha ,Dhenkanal,NA,Kamakhyanagar,Sogar,31.38
Odisha ,Dhenkanal,NA,Kamakhyanagar,Tumusinga,38.82
Odisha ,Dhenkanal,NA,Kamakhyanagar,Total,537.77
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 1,11.2
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 10,3.83
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 11,11.11
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 12,5.32
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 13,8.25
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 14,11.84
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 15,6.58
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 2,3.89
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 3,3.49
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 4,3.75
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 5,3.28
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 6,1.76
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 7,0.44
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 8,0.67
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Ward 9,3.9
Odisha ,Dhenkanal,Kamakhyanagar Urban,NA,Total,79.31
Odisha ,Dhenkanal,NA,Kankada Had,Balikuma,57.97
Odisha ,Dhenkanal,NA,Kankada Had,Bam,66.7
Odisha ,Dhenkanal,NA,Kankada Had,Batagan,134.51
Odisha ,Dhenkanal,NA,Kankada Had,Birashal,76.91
Odisha ,Dhenkanal,NA,Kankada Had,Biribolei,64.94
Odisha ,Dhenkanal,NA,Kankada Had,Chandapur,59.68
Odisha ,Dhenkanal,NA,Kankada Had,Dashipur,74.76
Odisha ,Dhenkanal,NA,Kankada Had,Garhapalashuni,137.88
Odisha ,Dhenkanal,NA,Kankada Had,Ghagaramunda,89.88
Odisha ,Dhenkanal,NA,Kankada Had,Jhilli,67.01
Odisha ,Dhenkanal,NA,Kankada Had,Kankadahad,79.06
Odisha ,Dhenkanal,NA,Kankada Had,Kantapal,109.27
Odisha ,Dhenkanal,NA,Kankada Had,Kantol,77.81
Odisha ,Dhenkanal,NA,Kankada Had,Karagola,93.07
Odisha ,Dhenkanal,NA,Kankada Had,Kerjoli,94.16
Odisha ,Dhenkanal,NA,Kankada Had,Kuturia,54.5
Odisha ,Dhenkanal,NA,Kankada Had,Mahabiroad,84.62
Odisha ,Dhenkanal,NA,Kankada Had,Makua Kateni,122.18
Odisha ,Dhenkanal,NA,Kankada Had,Maruabili,55.51
Odisha ,Dhenkanal,NA,Kankada Had,Pangatira,82.31
Odisha ,Dhenkanal,NA,Kankada Had,Raibola,105.84
Odisha ,Dhenkanal,NA,Kankada Had,Total,1788.57
Odisha ,Dhenkanal,NA,Odapada,Badalo,49.23
Odisha ,Dhenkanal,NA,Odapada,Balaramprasad,32.83
Odisha ,Dhenkanal,NA,Odapada,Balarampur,89.49
Odisha ,Dhenkanal,NA,Odapada,Bangursingh,47.97
Odisha ,Dhenkanal,NA,Odapada,Bido,21.51
Odisha ,Dhenkanal,NA,Odapada,Gadasila,23.94
Odisha ,Dhenkanal,NA,Odapada,Ghatipiri,69.6
Odisha ,Dhenkanal,NA,Odapada,Govbvd Prasad,41.08
Odisha ,Dhenkanal,NA,Odapada,Gunadei,34.72
Odisha ,Dhenkanal,NA,Odapada,Gundichapada,35.46
Odisha ,Dhenkanal,NA,Odapada,Indipur,56
Odisha ,Dhenkanal,NA,Odapada,Kadabindha,53.42
Odisha ,Dhenkanal,NA,Odapada,Kalanga,88.42
Odisha ,Dhenkanal,NA,Odapada,Khadag Prasad,51.46
Odisha ,Dhenkanal,NA,Odapada,Khuntujhari,27
Odisha ,Dhenkanal,NA,Odapada,Kottam,36.53
Odisha ,Dhenkanal,NA,Odapada,Kusupanga,32.14
Odisha ,Dhenkanal,NA,Odapada,Mangalpur,103.2
Odisha ,Dhenkanal,NA,Odapada,Motonga,36.26
Odisha ,Dhenkanal,NA,Odapada,Nadhara,38.5
Odisha ,Dhenkanal,NA,Odapada,Nayabhagirathipur,60
Odisha ,Dhenkanal,NA,Odapada,Nimindha,27.68
Odisha ,Dhenkanal,NA,Odapada,Odapada,24.12
Odisha ,Dhenkanal,NA,Odapada,Sadasibpur,66.52
Odisha ,Dhenkanal,NA,Odapada,Siminai,20.9
