s_state,s_district,s_block,Sl.No,s_gp,SC,ST,Minority,Others,Total,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,balasore,balasore,7,chandipur,0,0,6.9,0,6.9,257,balasore,balasore,chandipur
odisha,balasore,balasore,8,chhanua,77.9,7.3,0,46.3,131.5,258,balasore,balasore,chhanua
odisha,balasore,balasore,9,dubulagadi,0.6,22.1,3.7,40.9,67.3,259,balasore,balasore,dubulagadi
odisha,balasore,balasore,10,genguti,4.6,22.3,0,40.2,67.1,260,balasore,balasore,genguti
odisha,balasore,balasore,11,gopinathpur,16.6,12.8,0,28.4,57.8,261,balasore,balasore,gopinathpur
odisha,balasore,balasore,12,haldipada,16.5,6.8,0,25.7,49,262,balasore,balasore,haldipada
odisha,balasore,balasore,13,hidigan,5.7,9.3,1.4,35.4,51.8,263,balasore,balasore,hidigan
odisha,balasore,balasore,14,jayadeba kasaba,43.4,10.8,0,17.2,71.4,264,balasore,balasore,jayadeba kasaba
odisha,balasore,balasore,15,kasafal,21.4,44.6,0,71.6,137.6,265,balasore,balasore,kasafal
odisha,balasore,balasore,16,kasipada,21.8,2.7,0,34.5,59,266,balasore,balasore,kasipada
odisha,balasore,balasore,17,khannagar,41.2,31.4,0,27,99.6,267,balasore,balasore,khannagar
odisha,balasore,balasore,18,kuradiha,85.8,3.1,0,25.9,114.8,268,balasore,balasore,kuradiha
odisha,balasore,balasore,19,nagram,8.8,5.2,0,12.6,26.6,269,balasore,balasore,nagram
odisha,balasore,balasore,20,odangi,74.7,7.2,0,21.6,103.5,270,balasore,balasore,odangi
odisha,balasore,balasore,21,olanda sargan,56.7,9.6,0,43.3,109.6,271,balasore,balasore,olanda sargan
odisha,balasore,balasore,22,padmapur,38.1,0.5,0,43.1,81.7,272,balasore,balasore,padmapur
odisha,balasore,balasore,23,panchupada,11.8,0,0,14.3,26.1,273,balasore,balasore,panchupada
odisha,balasore,balasore,24,parikhi,1.5,20.7,12.2,76,110.4,274,balasore,balasore,parikhi
odisha,balasore,balasore,25,patrapada,1.1,1.5,0,4.2,6.8,275,balasore,balasore,patrapada
odisha,balasore,balasore,26,raisuan,13.5,1.5,0,39.3,54.3,276,balasore,balasore,raisuan
odisha,balasore,balasore,27,ransahi,68,5.8,0,13,86.8,277,balasore,balasore,ransahi
odisha,balasore,balasore,28,rasalpur,52.5,2.7,0,46.8,102,278,balasore,balasore,rasalpur
odisha,balasore,balasore,29,rasulpur,63,2,0,17.6,82.6,279,balasore,balasore,rasulpur
odisha,balasore,balasore,30,rupsa samil hasanpur,14.8,10.5,0,25,50.3,280,balasore,balasore,rupsa samil hasanpur
odisha,balasore,balasore,31,sargan,57.1,9.6,0,62.9,129.6,281,balasore,balasore,sargan
odisha,balasore,balasore,32,sartha,58.6,19.3,0,106.5,184.4,282,balasore,balasore,sartha
odisha,balasore,balasore,33,sasang,10.3,0,4.4,23.6,38.3,283,balasore,balasore,sasang
odisha,balasore,balasore,34,sindhia,68.7,0,0,40.8,109.5,284,balasore,balasore,sindhia
odisha,balasore,balasore,35,srikona,1.5,15.1,4.2,35.4,56.2,285,balasore,balasore,srikona
odisha,balasore,balasore,36,srirampur,61.5,3.7,0,52.1,117.3,286,balasore,balasore,srirampur
odisha,balasore,balasore,37,gudu,NA,NA,NA,NA,NA,287,balasore,balasore,gudu
odisha,balasore,baliapal,1,aladiha,17.4,2.4,0,83.6,103.4,288,balasore,baliapal,aladiha
odisha,balasore,baliapal,2,asti,45.1,0,0,28.6,73.7,289,balasore,baliapal,asti
odisha,balasore,baliapal,3,balarampur,58.9,24.2,0,35.4,118.5,290,balasore,baliapal,balarampur
odisha,balasore,baliapal,4,baliapal,21,8.5,1.9,14.7,46.1,291,balasore,baliapal,baliapal
odisha,balasore,baliapal,5,balikuti,42.3,19.3,1.2,48.4,111.2,292,balasore,baliapal,balikuti
odisha,balasore,baliapal,6,baniadiha,33.4,9.1,0,20.1,62.6,293,balasore,baliapal,baniadiha
odisha,balasore,baliapal,7,betagadia,2.4,11.6,0,63.8,77.8,294,balasore,baliapal,betagadia
odisha,balasore,baliapal,8,bishnupur,127.7,0,0,58.7,186.4,295,balasore,baliapal,bishnupur
odisha,balasore,baliapal,9,bodas,40.9,19.3,0,88,148.2,296,balasore,baliapal,bodas
odisha,balasore,baliapal,10,bolang,35.5,2.5,0,27.5,65.5,297,balasore,baliapal,bolang
odisha,balasore,baliapal,11,chaumukh,18.4,1.2,0,57.2,76.8,298,balasore,baliapal,chaumukh
odisha,balasore,baliapal,12,dagara,37,87.2,0,60.6,184.8,299,balasore,baliapal,dagara
odisha,balasore,baliapal,13,debhog,50.9,0,0,22.3,73.2,300,balasore,baliapal,debhog
odisha,balasore,baliapal,14,deula,20.4,95.5,0,70.1,186,301,balasore,baliapal,deula
odisha,balasore,baliapal,15,ghantua,0,0,0,16.7,16.7,302,balasore,baliapal,ghantua
odisha,balasore,baliapal,16,jagatipur,50.5,0.2,11,62.4,124.1,303,balasore,baliapal,jagatipur
odisha,balasore,baliapal,17,jamakunda,85.9,0,0,71.4,157.3,304,balasore,baliapal,jamakunda
odisha,balasore,baliapal,18,jambhirai,71.4,0,0,54.7,126.1,305,balasore,baliapal,jambhirai
odisha,balasore,baliapal,19,kumbhari,3.9,0,0,9.9,13.8,306,balasore,baliapal,kumbhari
odisha,balasore,baliapal,20,kunduli,67.4,0.5,0,49.9,117.8,307,balasore,baliapal,kunduli
odisha,balasore,baliapal,21,madhupura,52.7,17.1,7.5,40.2,117.5,308,balasore,baliapal,madhupura
odisha,balasore,baliapal,22,nikhira,50.2,1.8,0,36.2,88.2,309,balasore,baliapal,nikhira
odisha,balasore,baliapal,23,nuagaon,6.6,0.5,3.6,52.8,63.5,310,balasore,baliapal,nuagaon
odisha,balasore,baliapal,24,panchupalli,26.6,43.7,0,52.5,122.8,311,balasore,baliapal,panchupalli
odisha,balasore,baliapal,25,pratappur,9.2,0,0,62.5,71.7,312,balasore,baliapal,pratappur
odisha,balasore,baliapal,26,ratei,38.8,0,0,53.3,92.1,313,balasore,baliapal,ratei
odisha,balasore,baliapal,27,saudi,84.6,18.9,0,34.6,138.1,314,balasore,baliapal,saudi
odisha,balasore,baliapal,28,srirampur,61.4,8.5,0,24.1,94,315,balasore,baliapal,srirampur
odisha,balasore,basta,1,baharda,7.7,5.7,19.3,24.1,56.8,316,balasore,basta,baharda
odisha,balasore,basta,2,barunagadia,1.8,2.7,0,36.7,41.2,317,balasore,basta,barunagadia
odisha,balasore,basta,3,basuchakurai,15.2,44.2,0,33.4,92.8,318,balasore,basta,basuchakurai
odisha,balasore,basta,4,brahmanda,1.7,16,2.6,46.3,66.6,319,balasore,basta,brahmanda
odisha,balasore,basta,5,chormara,11.5,1.2,0,38.4,51.1,320,balasore,basta,chormara
odisha,balasore,basta,6,darada,8.5,19.1,6.5,46.5,80.6,321,balasore,basta,darada
odisha,balasore,basta,7,dudhahansa,17,4.1,0,30.4,51.5,322,balasore,basta,dudhahansa
odisha,balasore,basta,8,gadapada,8.4,79.5,4.5,25.9,118.3,323,balasore,basta,gadapada
odisha,balasore,basta,9,irda,69.7,9.4,0,39.3,118.4,324,balasore,basta,irda
odisha,balasore,basta,10,kadarayan,0.4,0,94.4,0,94.8,325,balasore,basta,kadarayan
odisha,balasore,basta,11,kainagari,14.9,0,0,40.9,55.8,326,balasore,basta,kainagari
odisha,balasore,basta,12,karua,15.9,19.5,16.8,21.1,73.3,327,balasore,basta,karua
odisha,balasore,basta,13,kudia,22.8,3,0,22,47.8,328,balasore,basta,kudia
odisha,balasore,basta,14,kulida,30.5,30.2,0,15.1,75.8,329,balasore,basta,kulida
odisha,balasore,basta,15,mathani,41.6,1.8,0,32.3,75.7,330,balasore,basta,mathani
odisha,balasore,basta,16,mukulisi,32.7,26.1,7.7,45,111.5,331,balasore,basta,mukulisi
odisha,balasore,basta,17,nabara,8.6,0.2,0,32.7,41.5,332,balasore,basta,nabara
odisha,balasore,basta,18,naikudi,17.2,2.1,0,41.7,61,333,balasore,basta,naikudi
odisha,balasore,basta,19,natakata,26.3,2.6,0,41.6,70.5,334,balasore,basta,natakata
odisha,balasore,basta,20,patharjhara,18.7,54.6,33.6,11.4,118.3,335,balasore,basta,patharjhara
odisha,balasore,basta,21,paunskuli,4.5,13,11.3,32.4,61.2,336,balasore,basta,paunskuli
odisha,balasore,basta,22,purusottampur,18.1,8.4,0.9,24.3,51.7,337,balasore,basta,purusottampur
odisha,balasore,basta,23,putura,3.9,0.8,0,65.3,70,338,balasore,basta,putura
odisha,balasore,basta,24,raghunathpur,39.5,8.7,2.7,22.5,73.4,339,balasore,basta,raghunathpur
odisha,balasore,basta,25,routpada,23.4,4.6,7.4,24,59.4,340,balasore,basta,routpada
odisha,balasore,basta,26,sadanandapur,15.7,22.3,21.5,40,99.5,341,balasore,basta,sadanandapur
odisha,balasore,basta,27,sahada,62.4,4.1,2.8,30,99.3,342,balasore,basta,sahada
odisha,balasore,basta,28,santoshpur,9.9,15.9,4.6,10,40.4,343,balasore,basta,santoshpur
odisha,balasore,basta,29,singla,0.7,1.5,0,32.5,34.7,344,balasore,basta,singla
odisha,balasore,basta,30,tadada,32.9,16.8,0,42.6,92.3,345,balasore,basta,tadada
odisha,balasore,basta,31,velora,5.1,29.1,0,13.4,47.6,346,balasore,basta,velora
odisha,balasore,bhograi,1,analia,3.5,0,0,34.1,37.6,347,balasore,bhograi,analia
odisha,balasore,bhograi,2,aruhabruti-1,20.9,0,18.4,33.4,72.7,348,balasore,bhograi,aruhabruti-1
odisha,balasore,bhograi,3,bajitpur,4.5,0,7.3,13.7,25.5,349,balasore,bhograi,bajitpur
odisha,balasore,bhograi,4,balim,15.6,16.6,0,37.9,70.1,350,balasore,bhograi,balim
odisha,balasore,bhograi,5,barabatia,0,0,0,32.9,32.9,351,balasore,bhograi,barabatia
odisha,balasore,bhograi,6,baunsadiha,18.9,3.2,0,20.5,42.6,352,balasore,bhograi,baunsadiha
odisha,balasore,bhograi,7,bhograi,10.5,0.6,2.8,20.2,34.1,353,balasore,bhograi,bhograi
odisha,balasore,bhograi,8,dahunda,12.1,0.9,0,32.5,45.5,354,balasore,bhograi,dahunda
odisha,balasore,bhograi,9,daruha,0,0,0,25.7,25.7,355,balasore,bhograi,daruha
odisha,balasore,bhograi,10,dehurda,8.9,0,0,41.4,50.3,356,balasore,bhograi,dehurda
odisha,balasore,bhograi,11,deula,13.7,3,0,44.3,61,357,balasore,bhograi,deula
odisha,balasore,bhograi,12,durpal,0.2,0.4,0,35.2,35.8,358,balasore,bhograi,durpal
odisha,balasore,bhograi,13,gabagan,2.6,0.2,0,34,36.8,359,balasore,bhograi,gabagan
odisha,balasore,bhograi,14,gochhidateghari,23.9,0,0,33.4,57.3,360,balasore,bhograi,gochhidateghari
odisha,balasore,bhograi,15,gopinathapur,23.2,0,0,40.9,64.1,361,balasore,bhograi,gopinathapur
odisha,balasore,bhograi,16,gunasartha,9,2.3,0,32.4,43.7,362,balasore,bhograi,gunasartha
odisha,balasore,bhograi,17,guneibasan,1.7,0,0,41.8,43.5,363,balasore,bhograi,guneibasan
odisha,balasore,bhograi,18,hooguli,8.9,2.1,3.3,13.3,27.6,364,balasore,bhograi,hooguli
odisha,balasore,bhograi,19,jagannathpur,16.7,0,0,27.5,44.2,365,balasore,bhograi,jagannathpur
odisha,balasore,bhograi,20,jaleswarpur,22,0,0,15.6,37.6,366,balasore,bhograi,jaleswarpur
odisha,balasore,bhograi,21,jalsoharia,1.2,8.2,0,26.9,36.3,367,balasore,bhograi,jalsoharia
odisha,balasore,bhograi,22,jayrampur,89.3,44.9,0,43,177.2,368,balasore,bhograi,jayrampur
odisha,balasore,bhograi,23,k.kamarda,13.1,0,6.3,40.5,59.9,369,balasore,bhograi,k.kamarda
odisha,balasore,bhograi,24,kachuadi,10.6,0,0,26.6,37.2,370,balasore,bhograi,kachuadi
odisha,balasore,bhograi,25,kakhada,11.1,0,0,26.3,37.4,371,balasore,bhograi,kakhada
odisha,balasore,bhograi,26,khanthibhanuri,56.7,9.1,0,26.6,92.4,372,balasore,bhograi,khanthibhanuri
odisha,balasore,bhograi,27,kharidpipal,25.6,0.2,19.4,18,63.2,373,balasore,bhograi,kharidpipal
odisha,balasore,bhograi,28,kulida,0,0,0,17.2,17.2,374,balasore,bhograi,kulida
odisha,balasore,bhograi,29,kumbharmuli,6.6,0,0,27.7,34.3,375,balasore,bhograi,kumbharmuli
odisha,balasore,bhograi,30,kumbhirgadi,43.1,3.7,0,18.8,65.6,376,balasore,bhograi,kumbhirgadi
odisha,balasore,bhograi,31,kusuda,3,0,0,20.1,23.1,377,balasore,bhograi,kusuda
odisha,balasore,bhograi,32,mahagab,3.2,3.6,0,31,37.8,378,balasore,bhograi,mahagab
odisha,balasore,bhograi,33,maheshpur,19.6,0,0,32.1,51.7,379,balasore,bhograi,maheshpur
odisha,balasore,bhograi,34,mandarsahi,3.8,0,0.3,40.1,44.2,380,balasore,bhograi,mandarsahi
odisha,balasore,bhograi,35,n. m. padia,22.8,1.3,0,35.2,59.3,381,balasore,bhograi,n. m. padia
odisha,balasore,bhograi,36,nachinda,155.3,0,0,37.2,192.5,382,balasore,bhograi,nachinda
odisha,balasore,bhograi,37,nahara,18.2,1.2,0,49.3,68.7,383,balasore,bhograi,nahara
odisha,balasore,bhograi,38,nimatpur,21.1,0,0,32.4,53.5,384,balasore,bhograi,nimatpur
odisha,balasore,bhograi,39,panisanda,0,0,28.1,27.6,55.7,385,balasore,bhograi,panisanda
odisha,balasore,bhograi,40,pasarbindha,87.2,0,0,21.8,109,386,balasore,bhograi,pasarbindha
odisha,balasore,bhograi,41,putina,2.9,0,0,37.9,40.8,387,balasore,bhograi,putina
odisha,balasore,bhograi,42,rasolpur,137.3,0,4.1,30.6,172,388,balasore,bhograi,rasolpur
odisha,balasore,bhograi,43,sahabajipur,29.7,8.4,4.1,7.4,49.6,389,balasore,bhograi,sahabajipur
odisha,balasore,bhograi,44,sankhari,1.2,0,0,24.6,25.8,390,balasore,bhograi,sankhari
odisha,balasore,bhograi,45,sianroi,12.3,2.8,0,41.4,56.5,391,balasore,bhograi,sianroi
odisha,balasore,bhograi,46,soharia,1.2,0,0,22.8,24,392,balasore,bhograi,soharia
odisha,balasore,bhograi,47,sradhapur,18.4,0,2.3,53.5,74.2,393,balasore,bhograi,sradhapur
odisha,balasore,bhograi,48,sultanpur,7.3,0,0,18.9,26.2,394,balasore,bhograi,sultanpur
odisha,balasore,bhograi,49,sunadharbasan,33.1,0,0,19.2,52.3,395,balasore,bhograi,sunadharbasan
odisha,balasore,bhograi,50,t.hazira,72.7,16.2,0,26.4,115.3,396,balasore,bhograi,t.hazira
odisha,balasore,jaleswar,1,aruha,3.8,5.3,0,32.6,41.7,397,balasore,jaleswar,aruha
odisha,balasore,jaleswar,2,baiganbadia,66.8,0,0,30.2,97,398,balasore,jaleswar,baiganbadia
odisha,balasore,jaleswar,3,baradiha,36.2,179.2,0,45.7,261.1,399,balasore,jaleswar,baradiha
odisha,balasore,jaleswar,4,bartana,46.9,5.9,0,31.1,83.9,400,balasore,jaleswar,bartana
odisha,balasore,jaleswar,5,chamargan,0,18.6,0,11.9,30.5,401,balasore,jaleswar,chamargan
odisha,balasore,jaleswar,6,d.p.pur,66.2,36.7,0,19.5,122.4,402,balasore,jaleswar,d.p.pur
odisha,balasore,jaleswar,7,gadasahi baliapal,19.1,5.7,0,7.9,32.7,403,balasore,jaleswar,gadasahi baliapal
odisha,balasore,jaleswar,8,gobarghata,9.8,21.6,0,14.2,45.6,404,balasore,jaleswar,gobarghata
odisha,balasore,jaleswar,9,gopimohanpur,22.2,31.9,0,15.8,69.9,405,balasore,jaleswar,gopimohanpur
odisha,balasore,jaleswar,10,jharpipal,25,0,0,17.9,42.9,406,balasore,jaleswar,jharpipal
odisha,balasore,jaleswar,11,k.majhisahi,110.3,71,0,29,210.3,407,balasore,jaleswar,k.majhisahi
odisha,balasore,jaleswar,12,kalama,28.2,87.5,0,18.3,134,408,balasore,jaleswar,kalama
odisha,balasore,jaleswar,13,kalika,12.7,108.3,17.6,15.7,154.3,409,balasore,jaleswar,kalika
odisha,balasore,jaleswar,14,khalina,37.5,0,0,29.1,66.6,410,balasore,jaleswar,khalina
odisha,balasore,jaleswar,15,khuad,12.6,190.9,0,27.1,230.6,411,balasore,jaleswar,khuad
odisha,balasore,jaleswar,16,khuluda,50.3,1.8,0,25.4,77.5,412,balasore,jaleswar,khuluda
odisha,balasore,jaleswar,17,kotsahi,46.4,26,0,28.2,100.6,413,balasore,jaleswar,kotsahi
odisha,balasore,jaleswar,18,laxmananatha,19.5,19.8,0,27.1,66.4,414,balasore,jaleswar,laxmananatha
odisha,balasore,jaleswar,19,mahamadnagarpatna,10.7,13.8,0,6.9,31.4,415,balasore,jaleswar,mahamadnagarpatna
odisha,balasore,jaleswar,20,mankidia,1.4,0,0,13.4,14.8,416,balasore,jaleswar,mankidia
odisha,balasore,jaleswar,21,nachhimpur,2.1,5.1,0,17.5,24.7,417,balasore,jaleswar,nachhimpur
odisha,balasore,jaleswar,22,nampo,3.9,27.1,8.7,23.2,62.9,418,balasore,jaleswar,nampo
odisha,balasore,jaleswar,23,netua,0.4,7.1,0,18.7,26.2,419,balasore,jaleswar,netua
odisha,balasore,jaleswar,24,olmara,73.1,0,26.2,23,122.3,420,balasore,jaleswar,olmara
odisha,balasore,jaleswar,25,paikasida,57.7,2.9,0,20.9,81.5,421,balasore,jaleswar,paikasida
odisha,balasore,jaleswar,26,paschimbad,160.3,0,7.7,30,198,422,balasore,jaleswar,paschimbad
odisha,balasore,jaleswar,27,r. r. pur,30.1,43.8,0,16.7,90.6,423,balasore,jaleswar,r. r. pur
odisha,balasore,jaleswar,28,raibania,129,85.4,0,33.4,247.8,424,balasore,jaleswar,raibania
odisha,balasore,jaleswar,29,rajpur,7.6,93.5,14.5,23.4,139,425,balasore,jaleswar,rajpur
odisha,balasore,jaleswar,30,sampatia,5.4,0,0,20.1,25.5,426,balasore,jaleswar,sampatia
odisha,balasore,jaleswar,31,sardarbandha,0,90.2,0,1.7,91.9,427,balasore,jaleswar,sardarbandha
odisha,balasore,jaleswar,32,shyamnagar,13.1,131.6,0,15.2,159.9,428,balasore,jaleswar,shyamnagar
odisha,balasore,jaleswar,33,sikharpur,7.7,1.5,0,37.9,47.1,429,balasore,jaleswar,sikharpur
odisha,balasore,jaleswar,34,srirampur,23.8,20.9,0,18.9,63.6,430,balasore,jaleswar,srirampur
odisha,balasore,jaleswar,35,sugo,10.6,1.8,0,25,37.4,431,balasore,jaleswar,sugo
odisha,balasore,khaira,1,achutipur,0.7,0.4,0,25.4,26.5,432,balasore,khaira,achutipur
odisha,balasore,khaira,2,amaria- agnipur,15.2,0.2,0,20.4,35.8,433,balasore,khaira,amaria- agnipur
odisha,balasore,khaira,3,antara,23.8,4.6,0,63.2,91.6,434,balasore,khaira,antara
odisha,balasore,khaira,4,badajaypur,18.2,3.3,0,32.6,54.1,435,balasore,khaira,badajaypur
odisha,balasore,khaira,5,badanuagan,21.5,0.5,0,23.9,45.9,436,balasore,khaira,badanuagan
odisha,balasore,khaira,6,barada,20.7,4.1,0,37.2,62,437,balasore,khaira,barada
odisha,balasore,khaira,7,bartana,27.1,0,0,36,63.1,438,balasore,khaira,bartana
odisha,balasore,khaira,8,baunsagadia,14.7,34.6,0,36,85.3,439,balasore,khaira,baunsagadia
odisha,balasore,khaira,9,dagarpada,7.3,0,3.2,27.3,37.8,440,balasore,khaira,dagarpada
odisha,balasore,khaira,10,dalanga-ii,22.2,0,0,24.8,47,441,balasore,khaira,dalanga-ii
odisha,balasore,khaira,11,dungura,14.4,0,0,18.4,32.8,442,balasore,khaira,dungura
odisha,balasore,khaira,12,gadapokhari,26.5,56,0,29.1,111.6,443,balasore,khaira,gadapokhari
odisha,balasore,khaira,13,gagandhuli,27.9,1.6,0.7,25.1,55.3,444,balasore,khaira,gagandhuli
odisha,balasore,khaira,14,garsang,26.6,3.6,0,39.4,69.6,445,balasore,khaira,garsang
odisha,balasore,khaira,15,goliha,11.8,1.7,0,24.2,37.7,446,balasore,khaira,goliha
odisha,balasore,khaira,16,govindpur,7.4,0,0,34.6,42,447,balasore,khaira,govindpur
odisha,balasore,khaira,17,haripur,13.1,6,0,19.4,38.5,448,balasore,khaira,haripur
odisha,balasore,khaira,18,jalada,9.8,0,0,30.6,40.4,449,balasore,khaira,jalada
odisha,balasore,khaira,19,jhinkiria,18.8,4.4,2,31.3,56.5,450,balasore,khaira,jhinkiria
odisha,balasore,khaira,20,kaithagadia,27.9,22,0,16.2,66.1,451,balasore,khaira,kaithagadia
odisha,balasore,khaira,21,khaira,8.1,0,0,11.9,20,452,balasore,khaira,khaira
odisha,balasore,khaira,22,kupari,17.4,10.1,0,31.8,59.3,453,balasore,khaira,kupari
odisha,balasore,khaira,23,kurunta,26.3,8.9,0,23.4,58.6,454,balasore,khaira,kurunta
odisha,balasore,khaira,24,mahatipur,6.5,0,0,21.4,27.9,455,balasore,khaira,mahatipur
odisha,balasore,khaira,25,makhanpur,4.1,3,0,27.4,34.5,456,balasore,khaira,makhanpur
odisha,balasore,khaira,26,manitri,69.7,4.4,0,71.4,145.5,457,balasore,khaira,manitri
odisha,balasore,khaira,27,nahanga,20.4,0,0,18.6,39,458,balasore,khaira,nahanga
odisha,balasore,khaira,28,nandur,18.2,3,0,25,46.2,459,balasore,khaira,nandur
odisha,balasore,khaira,29,nayakhandi,18.2,0,0,26.2,44.4,460,balasore,khaira,nayakhandi
odisha,balasore,khaira,30,palasa,14.5,1,0,16.8,32.3,461,balasore,khaira,palasa
odisha,balasore,khaira,31,rapeya,26.3,4.4,0,52,82.7,462,balasore,khaira,rapeya
odisha,balasore,khaira,32,ratina,0,0,0,17,17,463,balasore,khaira,ratina
odisha,balasore,khaira,33,sardang,19.1,10.9,0,33.7,63.7,464,balasore,khaira,sardang
odisha,balasore,khaira,34,sarkona,20,0,0,37.3,57.3,465,balasore,khaira,sarkona
odisha,balasore,khaira,35,sarugaon,1.6,0,0,17.7,19.3,466,balasore,khaira,sarugaon
odisha,balasore,khaira,36,shyamsundarpur,6.9,0,0,52.8,59.7,467,balasore,khaira,shyamsundarpur
odisha,balasore,khaira,37,sundhiragandibed,3,0,0,27.6,30.6,468,balasore,khaira,sundhiragandibed
odisha,balasore,nilgiri,1,ajodhya,57.4,32.6,0,29.4,119.4,469,balasore,nilgiri,ajodhya
odisha,balasore,nilgiri,2,arabandha,14.7,202.1,0,23.3,240.1,470,balasore,nilgiri,arabandha
odisha,balasore,nilgiri,3,begunia,22.8,23.2,0,13.8,59.8,471,balasore,nilgiri,begunia
odisha,balasore,nilgiri,4,berhampur,0,32,0,14,46,472,balasore,nilgiri,berhampur
odisha,balasore,nilgiri,5,bhaunriabad,30.5,277,0,8.3,315.8,473,balasore,nilgiri,bhaunriabad
odisha,balasore,nilgiri,6,chhatrapur,12,118.9,0,19.6,150.5,474,balasore,nilgiri,chhatrapur
odisha,balasore,nilgiri,7,dharampur,10,26.3,0,21.2,57.5,475,balasore,nilgiri,dharampur
odisha,balasore,nilgiri,8,dhobsila,19.1,59.5,0,22.1,100.7,476,balasore,nilgiri,dhobsila
odisha,balasore,nilgiri,9,garadihi,16.2,263.2,0,8.7,288.1,477,balasore,nilgiri,garadihi
odisha,balasore,nilgiri,10,jadida,10,47.8,0,13.8,71.6,478,balasore,nilgiri,jadida
odisha,balasore,nilgiri,11,jamudiha,0.5,141.7,0,26.2,168.4,479,balasore,nilgiri,jamudiha
odisha,balasore,nilgiri,12,k.c.pur,1.3,249.1,0,34.3,284.7,480,balasore,nilgiri,k.c.pur
odisha,balasore,nilgiri,13,k.p.lakharaj,26.5,85.1,0,36.9,148.5,481,balasore,nilgiri,k.p.lakharaj
odisha,balasore,nilgiri,14,kansa,50.3,46,0,20,116.3,482,balasore,nilgiri,kansa
odisha,balasore,nilgiri,15,machhua,11.1,52.7,0,13.5,77.3,483,balasore,nilgiri,machhua
odisha,balasore,nilgiri,16,mahisapata,1.4,199.6,0,5.9,206.9,484,balasore,nilgiri,mahisapata
odisha,balasore,nilgiri,17,matiali,10.9,188.5,0,11.5,210.9,485,balasore,nilgiri,matiali
odisha,balasore,nilgiri,18,naranpur,0.5,125.1,0,12,137.6,486,balasore,nilgiri,naranpur
odisha,balasore,nilgiri,19,narasinghpur,46.3,115.7,0,32.8,194.8,487,balasore,nilgiri,narasinghpur
odisha,balasore,nilgiri,20,pithahata,0,159.5,0,13.2,172.7,488,balasore,nilgiri,pithahata
odisha,balasore,nilgiri,21,r.k.pur,3.7,54.1,0,22.4,80.2,489,balasore,nilgiri,r.k.pur
odisha,balasore,nilgiri,22,sajanagarh,5.2,264.5,0,15.2,284.9,490,balasore,nilgiri,sajanagarh
odisha,balasore,nilgiri,23,siadimal,2.3,104.3,0,4.8,111.4,491,balasore,nilgiri,siadimal
odisha,balasore,nilgiri,24,telipal,0,133.6,0,16.7,150.3,492,balasore,nilgiri,telipal
odisha,balasore,nilgiri,25,tentulia,5.2,79.9,0,0.6,85.7,493,balasore,nilgiri,tentulia
odisha,balasore,oupada,1,aghirapada,8.7,55,0,38.9,102.6,494,balasore,oupada,aghirapada
odisha,balasore,oupada,2,badapokhari,22.1,75.8,0,37.5,135.4,495,balasore,oupada,badapokhari
odisha,balasore,oupada,3,baunsabania,13.1,23.9,0,60.9,97.9,496,balasore,oupada,baunsabania
odisha,balasore,oupada,4,dakhina narasingpur,27.7,25.8,0,40.4,93.9,497,balasore,oupada,dakhina narasingpur
odisha,balasore,oupada,5,fatepur,26.5,4.3,0,52.8,83.6,498,balasore,oupada,fatepur
odisha,balasore,oupada,6,gadasahi,8.7,174.6,0,19.2,202.5,499,balasore,oupada,gadasahi
odisha,balasore,oupada,7,iswarpur,37.7,0.4,0,45,83.1,500,balasore,oupada,iswarpur
odisha,balasore,oupada,8,kandagaradi,4.7,30.6,0,61.7,97,501,balasore,oupada,kandagaradi
odisha,balasore,oupada,9,rairamchandrapur,33.6,42.8,0,21.6,98,502,balasore,oupada,rairamchandrapur
odisha,balasore,oupada,10,shyamsundarpur,18,51.7,0,63,132.7,503,balasore,oupada,shyamsundarpur
odisha,balasore,oupada,11,talakia,3.9,0.8,0,57.8,62.5,504,balasore,oupada,talakia
odisha,balasore,remuna,1,badapal,12.4,19.8,0,40.4,72.6,505,balasore,remuna,badapal
odisha,balasore,remuna,2,barunsing,9.3,7.1,0,41.3,57.7,506,balasore,remuna,barunsing
odisha,balasore,remuna,3,bhimpura,0,2,0,4.8,6.8,507,balasore,remuna,bhimpura
odisha,balasore,remuna,4,biruan,12.4,12.2,0,24,48.6,508,balasore,remuna,biruan
odisha,balasore,remuna,5,chasakhanda,55.5,27.5,0,88.9,171.9,509,balasore,remuna,chasakhanda
odisha,balasore,remuna,6,dahapada,0.6,0.6,0,3.1,4.3,510,balasore,remuna,dahapada
odisha,balasore,remuna,7,durgadevi,35.2,14,0,39.8,89,511,balasore,remuna,durgadevi
odisha,balasore,remuna,8,gandarda,6.4,1.7,0,23.1,31.2,512,balasore,remuna,gandarda
odisha,balasore,remuna,9,ganipur,0.5,30.6,0,2.4,33.5,513,balasore,remuna,ganipur
odisha,balasore,remuna,10,gududa,25.8,38.6,0,39.7,104.1,514,balasore,remuna,gududa
odisha,balasore,remuna,11,haripur,1,0,0,10.5,11.5,515,balasore,remuna,haripur
odisha,balasore,remuna,12,inchudi,29.3,0,0,35.9,65.2,516,balasore,remuna,inchudi
odisha,balasore,remuna,13,kalyanpur,12.1,25.1,0,30.6,67.8,517,balasore,remuna,kalyanpur
