g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19,updated_district_name,updated_block_name,updated_gp_name
6290,947,ganjam,yes,chikiti,yes,chandapur,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,1,chandapur,0,17.27,15.88,1.22,0,0,17.1,0.17,0.12,ganjam,chikiti,chandapur
6291,948,ganjam,yes,chikiti,yes,ekasingi,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,2,ekasingi,0,8.81,8.63,0.13,0,0,8.75,0.05,0.03,ganjam,chikiti,ekasingi
6292,949,ganjam,yes,chikiti,yes,girisola,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,3,girisola,0,54.79,43.59,10.94,0,0,54.53,0.26,0.08,ganjam,chikiti,girisola
6293,950,ganjam,yes,chikiti,yes,gobindanagar,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,4,gobindanagar,0,13.92,13.92,0,0,0,13.92,0,0.1,ganjam,chikiti,gobindanagar
6294,951,ganjam,yes,chikiti,yes,jhatipadar,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,5,jhatipadar,0,86.49,52.92,33.34,0,0,86.26,0.23,0.1,ganjam,chikiti,jhatipadar
6295,952,ganjam,yes,chikiti,yes,k.nuagam,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,6,k.nuagam,0,28.03,22.65,5.31,0,0,27.95,0.08,0.03,ganjam,chikiti,k.nuagam
6296,953,ganjam,yes,chikiti,yes,kalabada,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,7,kalabada,0,18.84,16.7,2.02,0,0,18.73,0.11,0.13,ganjam,chikiti,kalabada
6297,954,ganjam,yes,chikiti,yes,katuru,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,8,katuru,0,39.68,26.2,13.33,0,0,39.53,0.15,0.13,ganjam,chikiti,katuru
6298,955,ganjam,yes,chikiti,yes,kotilingi,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,9,kotilingi,0,26.28,21.88,4.22,0,0,26.11,0.17,0.02,ganjam,chikiti,kotilingi
6299,956,ganjam,yes,chikiti,yes,lalamenta,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,10,lalamenta,0,55.54,43.39,11.96,0,0,55.35,0.19,0.41,ganjam,chikiti,lalamenta
6300,957,ganjam,yes,chikiti,yes,nuapada,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,11,nuapada,0,9.92,9.58,0.23,0,0,9.82,0.11,0.02,ganjam,chikiti,nuapada
6301,958,ganjam,yes,chikiti,yes,pitatali,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,12,pitatali,0,34.11,33.74,0.3,0,0,34.04,0.07,0.07,ganjam,chikiti,pitatali
6302,959,ganjam,yes,chikiti,yes,r.subani,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,13,r.subani,0,24.29,23.09,1.19,0,0,24.29,0,0,ganjam,chikiti,r.subani
6303,960,ganjam,yes,chikiti,yes,ramachandrapur,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,14,ramachandrapur,0,73.52,40.53,32.78,0,0,73.31,0.21,0,ganjam,chikiti,ramachandrapur
6304,961,ganjam,yes,chikiti,yes,rampa,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,15,rampa,0,46.09,42.95,2.85,0,0,45.8,0.29,0.05,ganjam,chikiti,rampa
6305,962,ganjam,yes,chikiti,yes,sunapur,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,16,sunapur,0,48.56,31.25,17.27,0,0,48.51,0.05,0.03,ganjam,chikiti,sunapur
6306,963,ganjam,yes,chikiti,yes,surala,yes,135,135 chikiti,berhampur,odisha,ganjam,chikiti,17,surala,0,22.99,16.74,6,0,0,22.74,0.25,0.08,ganjam,chikiti,surala
6307,722,gajapati,yes,mohana,yes,adava,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,1,adava,0,14.89,14.49,0.18,0,0,14.67,0.22,0.13,gajapati,mohana,adava
6308,723,gajapati,yes,mohana,yes,aligonda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,2,aligonda,0,19.52,13.24,6.03,0,0,19.27,0.25,0.19,gajapati,mohana,aligonda
6309,724,gajapati,yes,mohana,yes,antaraba,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,3,antaraba,0,15.62,14.18,1.2,0,0,15.38,0.24,0.45,gajapati,mohana,antaraba
6310,725,gajapati,yes,mohana,yes,badakhani,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,4,badakhani,0,9.84,9.82,0,0,0,9.82,0.02,0.44,gajapati,mohana,badakhani
6311,726,gajapati,yes,mohana,yes,badasindhiba,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,5,badasindhiba,0,9.42,9.08,0.32,0,0,9.4,0.02,0.19,gajapati,mohana,badasindhiba
6312,727,gajapati,yes,mohana,yes,badeguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,6,badeguda,0,5.57,4.38,1.2,0,0,5.58,-0.01,0.22,gajapati,mohana,badeguda
6313,728,gajapati,yes,mohana,yes,baghamari,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,7,baghamari,0,15.1,12.17,2.91,0,0,15.09,0.01,0.06,gajapati,mohana,baghamari
6314,729,gajapati,yes,mohana,yes,birikote,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,8,birikote,0,18.66,14.37,3.3,0,0,17.67,0.99,0.73,gajapati,mohana,birikote
6315,730,gajapati,yes,mohana,yes,chandiput,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,9,chandiput,0,5.14,4.91,0.23,0,0,5.14,0,0.03,gajapati,mohana,chandiput
6316,731,gajapati,yes,mohana,yes,chandragiri,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,10,chandragiri,0,5.21,4.93,0,0,0,4.93,0.28,0.11,gajapati,mohana,chandragiri
6317,732,gajapati,yes,mohana,yes,chudangapur,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,11,chudangapur,0,19.31,11.12,6.72,0,0,17.84,1.47,0.05,gajapati,mohana,chudangapur
6318,733,gajapati,yes,mohana,yes,damadua,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,12,damadua,0,15.53,12.35,2.83,0,0,15.18,0.35,0.03,gajapati,mohana,damadua
6319,734,gajapati,yes,mohana,yes,dambaguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,13,dambaguda,0,12.83,11.14,1.55,0,0,12.69,0.13,0.51,gajapati,mohana,dambaguda
6320,735,gajapati,yes,mohana,yes,dengaskhal,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,14,dengaskhal,0,16.93,11.2,6.94,0,0,18.13,-1.21,0.34,gajapati,mohana,dengaskhal
6321,736,gajapati,yes,mohana,yes,dhadiambo,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,15,dhadiambo,0,7.16,2.82,3.82,0,0,6.64,0.52,0.12,gajapati,mohana,dhadiambo
6322,737,gajapati,yes,mohana,yes,dhepaguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,16,dhepaguda,0,30.47,14.86,15.45,0,0,30.31,0.17,2.61,gajapati,mohana,dhepaguda
6323,738,gajapati,yes,mohana,yes,gardama,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,17,gardama,0,51.26,24.8,19.11,0,0,43.92,7.34,0.74,gajapati,mohana,gardama
6324,739,gajapati,yes,mohana,yes,govindapur,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,18,govindapur,0,14.24,13.96,0.38,0,0,14.34,-0.1,0.95,gajapati,mohana,govindapur
6325,740,gajapati,yes,mohana,yes,guluba,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,19,guluba,0,16.03,15,1.02,0,0,16.02,0.01,0.23,gajapati,mohana,guluba
6326,741,gajapati,yes,mohana,yes,gurujhuli,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,20,gurujhuli,0,3.69,4.3,0,0,0,4.3,-0.61,0.35,gajapati,mohana,gurujhuli
6327,742,gajapati,yes,mohana,yes,jarrow,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,21,jarrow,0,15.94,13.55,2.37,0,0,15.92,0.02,0.67,gajapati,mohana,jarrow
6328,743,gajapati,yes,mohana,yes,jeeranga,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,22,jeeranga,0,8.1,10.07,0,0,0,10.07,-1.97,0.15,gajapati,mohana,jeeranga
6329,744,gajapati,yes,mohana,yes,juba,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,23,juba,0,11.62,7.85,3.77,0,0,11.62,0,0.11,gajapati,mohana,juba
6330,745,gajapati,yes,mohana,yes,karchabadi,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,24,karchabadi,0,42.61,32.96,8.28,0,0,41.25,1.36,1.51,gajapati,mohana,karchabadi
6331,746,gajapati,yes,mohana,yes,kattama,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,25,kattama,0,55.91,32.27,23.63,0,0,55.91,0,1.04,gajapati,mohana,kattama
6332,747,gajapati,yes,mohana,yes,kesariguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,26,kesariguda,0,5.97,4.86,1.1,0,0,5.96,0.01,0.21,gajapati,mohana,kesariguda
6333,748,gajapati,yes,mohana,yes,khariguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,27,khariguda,0,10.38,10.06,0,0,0,10.06,0.32,0.48,gajapati,mohana,khariguda
6334,749,gajapati,yes,mohana,yes,liliguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,28,liliguda,0,9.29,8.67,0.75,0,0,9.41,-0.13,0.04,gajapati,mohana,liliguda
6335,750,gajapati,yes,mohana,yes,lobarsingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,29,lobarsingi,0,9.51,8.05,1.32,0,0,9.37,0.14,0.03,gajapati,mohana,lobarsingi
6336,751,gajapati,yes,mohana,yes,luhagudi,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,30,luhagudi,0,11.79,11.64,0,0,0,11.64,0.15,0.4,gajapati,mohana,luhagudi
6337,752,gajapati,yes,mohana,yes,malasapadar,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,31,malasapadar,0,5.19,4.87,0,0,0,4.87,0.32,0.48,gajapati,mohana,malasapadar
6338,753,gajapati,yes,mohana,yes,mandimera,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,32,mandimera,0,0.91,0.91,0,0,0,0.91,0,0.11,gajapati,mohana,mandimera
6339,754,gajapati,yes,mohana,yes,manikapur,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,33,manikapur,0,6.68,6.68,0,0,0,6.68,0,0.25,gajapati,mohana,manikapur
6340,755,gajapati,yes,mohana,yes,merapalli,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,34,merapalli,0,19.24,16.92,1.97,0,0,18.9,0.34,0.09,gajapati,mohana,merapalli
6341,756,gajapati,yes,mohana,yes,mohana,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,35,mohana,0,21.11,20.08,0.29,0,0,20.37,0.74,0.15,gajapati,mohana,mohana
6342,757,gajapati,yes,mohana,yes,paniganda,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,36,paniganda,0,22.37,18.88,2.84,0,0,21.71,0.66,0.55,gajapati,mohana,paniganda
6343,758,gajapati,yes,mohana,yes,pindiki,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,37,pindiki,0,17.04,13.39,3.51,0,0,16.9,0.14,0.46,gajapati,mohana,pindiki
6344,759,gajapati,yes,mohana,yes,raipanka,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,38,raipanka,0,2.57,2.11,0,0,0,2.11,0.46,0.03,gajapati,mohana,raipanka
6345,760,gajapati,yes,mohana,yes,sikulipadar,yes,136,136 mohana (st),berhampur,odisha,gajapati,mohana,39,sikulipadar,0,18.64,18.23,0,0,0,18.23,0.41,0.47,gajapati,mohana,sikulipadar
6346,780,gajapati,yes,r. udayagiri,yes,abarsing,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,1,abarsing,0,40.29,28.05,12.2,0,0,40.24,0.04,0.13,gajapati,r. udayagiri,abarsing
6347,781,gajapati,yes,r. udayagiri,yes,anagha,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,2,anagha,0,40.47,23.71,16.69,0,0,40.4,0.07,0.12,gajapati,r. udayagiri,anagha
6348,782,gajapati,yes,r. udayagiri,yes,bastriguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,3,bastriguda,0,84.52,26.2,57.3,0,0,83.51,1.02,0.13,gajapati,r. udayagiri,bastriguda
6349,783,gajapati,yes,r. udayagiri,yes,chellagada,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,4,chellagada,0,59.15,29.61,29.66,0,0,59.27,-0.12,0,gajapati,r. udayagiri,chellagada
6350,784,gajapati,yes,r. udayagiri,yes,chelligada,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,5,chelligada,0,43.24,17.29,25.86,0,0,43.15,0.08,0.58,gajapati,r. udayagiri,chelligada
6351,785,gajapati,yes,r. udayagiri,yes,dabaraguda,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,6,dabaraguda,0,28.19,17.75,9.59,0,0,27.34,0.86,0.03,gajapati,r. udayagiri,dabaraguda
6352,786,gajapati,yes,r. udayagiri,yes,mahendragada,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,7,mahendragada,0,39.93,22.77,16.49,0,0,39.25,0.67,1.39,gajapati,r. udayagiri,mahendragada
6353,787,gajapati,yes,r. udayagiri,yes,mangarajpur,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,8,mangarajpur,0,17.33,12.81,4.44,0,0,17.24,0.08,0.16,gajapati,r. udayagiri,mangarajpur
6354,788,gajapati,yes,r. udayagiri,yes,parisala,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,9,parisala,0,22.39,21.42,0.08,0,0,21.5,0.9,0.54,gajapati,r. udayagiri,parisala
6355,789,gajapati,yes,r. udayagiri,yes,purunapani,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,10,purunapani,0,19.09,9.89,9.26,0,0,19.15,-0.06,0,gajapati,r. udayagiri,purunapani
6356,790,gajapati,yes,r. udayagiri,yes,r.udayagiri,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,11,r.udayagiri,0,30.83,15.69,16.14,0,0,31.83,-1,0.95,gajapati,r. udayagiri,r.udayagiri
6357,791,gajapati,yes,r. udayagiri,yes,ramagiri,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,12,ramagiri,0,12.42,8.3,4.09,0,0,12.39,0.03,0,gajapati,r. udayagiri,ramagiri
6358,792,gajapati,yes,r. udayagiri,yes,randiva,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,13,randiva,0,26.65,18.42,8.48,0,0,26.9,-0.25,0.15,gajapati,r. udayagiri,randiva
6359,793,gajapati,yes,r. udayagiri,yes,sabarpalli,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,14,sabarpalli,0,106.43,48.21,58.4,0,0,106.61,-0.18,0.29,gajapati,r. udayagiri,sabarpalli
6360,794,gajapati,yes,r. udayagiri,yes,sialilati,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,15,sialilati,0,22.91,10.71,12.2,0,0,22.91,0,0.26,gajapati,r. udayagiri,sialilati
6361,795,gajapati,yes,r. udayagiri,yes,subalada,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,16,subalada,0,28.42,12.57,15.85,0,0,28.42,0,0.29,gajapati,r. udayagiri,subalada
6362,796,gajapati,yes,r. udayagiri,yes,tabarsingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,r. udayagiri,17,tabarsingi,0,64.12,37.93,27.96,0,0,65.88,-1.76,0.05,gajapati,r. udayagiri,tabarsingi
6363,761,gajapati,yes,nuagada,yes,anuguru,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,1,anuguru,0,16.64,12.66,3.8,0,0,16.46,0.18,0.13,gajapati,nuagada,anuguru
6364,762,gajapati,yes,nuagada,yes,attarsingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,2,attarsingi,0,29.41,20.58,8.76,0,0,29.35,0.07,0.55,gajapati,nuagada,attarsingi
6365,763,gajapati,yes,nuagada,yes,badapada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,3,badapada,0,26.63,18.49,8.68,0,0,27.18,-0.54,0.14,gajapati,nuagada,badapada
6366,764,gajapati,yes,nuagada,yes,betarsingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,4,betarsingi,0,32.52,25.3,7.04,0,0,32.34,0.17,0.26,gajapati,nuagada,betarsingi
6367,765,gajapati,yes,nuagada,yes,k jhalrasing,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,5,k jhalrasing,0,20.61,15.65,4.95,0,0,20.61,0,0.05,gajapati,nuagada,k jhalrasing
6368,766,gajapati,yes,nuagada,yes,keradang,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,6,keradang,0,29.42,17.8,11.22,0,0,29.03,0.39,0.18,gajapati,nuagada,keradang
6369,767,gajapati,yes,nuagada,yes,khajuripada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,7,khajuripada,0,41.03,24.19,16.8,0,0,40.99,0.04,0.14,gajapati,nuagada,khajuripada
6370,768,gajapati,yes,nuagada,yes,kirama,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,8,kirama,0,11.95,11.18,0.78,0,0,11.96,-0.01,0.5,gajapati,nuagada,kirama
6371,769,gajapati,yes,nuagada,yes,luhangar,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,9,luhangar,0,81.46,68.21,13.12,0,0,81.33,0.13,0.42,gajapati,nuagada,luhangar
6372,770,gajapati,yes,nuagada,yes,nuagada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,10,nuagada,0,113.91,69.63,40.62,0.02,0,110.27,3.64,1.79,gajapati,nuagada,nuagada
6373,771,gajapati,yes,nuagada,yes,paik antarada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,11,paik antarada,0,92.38,50.31,41.99,0,0,92.3,0.08,0.21,gajapati,nuagada,paik antarada
6374,772,gajapati,yes,nuagada,yes,parimala,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,12,parimala,0,19.49,16.97,2.47,0,0,19.44,0.05,0.32,gajapati,nuagada,parimala
6375,773,gajapati,yes,nuagada,yes,putrupada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,13,putrupada,0,38.83,26.6,11.37,0,0,37.97,0.85,0.34,gajapati,nuagada,putrupada
6376,774,gajapati,yes,nuagada,yes,sambalpur,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,14,sambalpur,0,26.74,22.17,4.48,0,0,26.66,0.09,0.14,gajapati,nuagada,sambalpur
6377,775,gajapati,yes,nuagada,yes,sundardanga,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,15,sundardanga,0,3.28,2.59,0.64,0,0,3.22,0.06,0.14,gajapati,nuagada,sundardanga
6378,776,gajapati,yes,nuagada,yes,tabarada,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,16,tabarada,0,44.96,24.1,19.96,0,0,44.06,0.89,0.23,gajapati,nuagada,tabarada
6379,777,gajapati,yes,nuagada,yes,tangili,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,17,tangili,0,16.84,15.13,1.78,0,0,16.91,-0.07,0.14,gajapati,nuagada,tangili
6380,778,gajapati,yes,nuagada,yes,titisingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,18,titisingi,0,42.54,32.99,8.96,0,0,41.95,0.59,0.3,gajapati,nuagada,titisingi
6381,779,gajapati,yes,nuagada,yes,udayapur,yes,136,136 mohana (st),berhampur,odisha,gajapati,nuagada,19,udayapur,0,47.57,39.64,7.87,0,0,47.51,0.06,0.15,gajapati,nuagada,udayapur
6382,797,gajapati,yes,rayagada,yes,ameda,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,1,ameda,0,45.9,22.56,26.16,0,0,48.72,-2.82,0.21,gajapati,rayagada,ameda
6383,798,gajapati,yes,rayagada,yes,dambalo,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,2,dambalo,0,48.93,20.95,30.55,0,0,51.5,-2.57,0.33,gajapati,rayagada,dambalo
6384,799,gajapati,yes,rayagada,yes,engarsingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,3,engarsingi,0,21.87,11.6,12.03,0,0,23.63,-1.76,0.41,gajapati,rayagada,engarsingi
6385,800,gajapati,yes,rayagada,yes,gandahati,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,4,gandahati,0,27.77,26.01,3.17,0,0,29.18,-1.41,0.71,gajapati,rayagada,gandahati
6386,801,gajapati,yes,rayagada,yes,gangabada,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,5,gangabada,0,9.03,10.23,14.79,0,0,25.02,-15.99,0.14,gajapati,rayagada,gangabada
6387,802,gajapati,yes,rayagada,yes,jeerango,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,6,jeerango,0,19.78,18.51,1.36,0,0,19.87,-0.09,0.2,gajapati,rayagada,jeerango
6388,803,gajapati,yes,rayagada,yes,jolanga,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,7,jolanga,0,16.14,12.32,6.53,0,0,18.85,-2.72,0.1,gajapati,rayagada,jolanga
6389,804,gajapati,yes,rayagada,yes,karadasingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,8,karadasingi,0,5.82,5.74,1.24,0,0,6.98,-1.17,0.29,gajapati,rayagada,karadasingi
6390,805,gajapati,yes,rayagada,yes,kerandi,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,9,kerandi,0,6.1,6.49,1.58,0,0,8.06,-1.96,0.07,gajapati,rayagada,kerandi
6391,806,gajapati,yes,rayagada,yes,koinpur,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,10,koinpur,0,29.62,20.71,20.69,0,0,41.39,-11.77,0.27,gajapati,rayagada,koinpur
6392,807,gajapati,yes,rayagada,yes,kumulsing,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,11,kumulsing,0,13.46,12.32,3.04,0,0,15.36,-1.9,0.21,gajapati,rayagada,kumulsing
6393,808,gajapati,yes,rayagada,yes,lailai,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,12,lailai,0,22.46,23.54,5.36,0,0,28.9,-6.44,0.16,gajapati,rayagada,lailai
6394,809,gajapati,yes,rayagada,yes,laxmipur,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,13,laxmipur,0,13.92,14.3,0.97,0,0,15.26,-1.34,0.14,gajapati,rayagada,laxmipur
6395,810,gajapati,yes,rayagada,yes,loba,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,14,loba,0,9.78,9.78,0,0,0,9.78,0,0.23,gajapati,rayagada,loba
6396,811,gajapati,yes,rayagada,yes,marloba,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,15,marloba,0,20.78,14.06,8.86,0,0,22.92,-2.14,0.17,gajapati,rayagada,marloba
6397,812,gajapati,yes,rayagada,yes,narayanpur,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,16,narayanpur,0,15.22,15.11,0.45,0,0,15.56,-0.34,0.15,gajapati,rayagada,narayanpur
6398,813,gajapati,yes,rayagada,yes,putara,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,17,putara,0,25.91,24.4,2.83,0,0,27.23,-1.32,0.35,gajapati,rayagada,putara
6399,814,gajapati,yes,rayagada,yes,rayagada,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,18,rayagada,0,8.34,8.18,0.3,0,0,8.49,-0.14,0.11,gajapati,rayagada,rayagada
6400,815,gajapati,yes,rayagada,yes,s.karadasingi,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,19,s.karadasingi,0,16.73,15.53,1.19,0,0,16.73,0,0.04,gajapati,rayagada,s.karadasingi
6401,816,gajapati,yes,rayagada,yes,sanatundi,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,20,sanatundi,0,31.13,26.95,6.53,0,0,33.48,-2.35,0.15,gajapati,rayagada,sanatundi
6402,817,gajapati,yes,rayagada,yes,talamunda,yes,136,136 mohana (st),berhampur,odisha,gajapati,rayagada,21,talamunda,0,35.7,25.61,10.09,0,0,35.7,0,0.25,gajapati,rayagada,talamunda
6403,690,gajapati,yes,gumma,yes,ajayagada,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,1,ajayagada,0,25.28,20.65,4.62,0,0,25.28,0,2.7,gajapati,gumma,ajayagada
6404,691,gajapati,yes,gumma,yes,badakolakote,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,2,badakolakote,0,19.94,17.3,2.64,0,0,19.94,0,0.05,gajapati,gumma,badakolakote
6405,692,gajapati,yes,gumma,yes,baijhal,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,3,baijhal,0,6.98,6.65,0.59,0,0,7.24,-0.26,0.09,gajapati,gumma,baijhal
6406,693,gajapati,yes,gumma,yes,bhuvani,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,4,bhuvani,0,32.35,27.91,4.3,0,0,32.21,0.13,0.22,gajapati,gumma,bhuvani
6407,694,gajapati,yes,gumma,yes,brusava,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,5,brusava,0,10.37,9.01,1.27,0,0,10.29,0.08,0.22,gajapati,gumma,brusava
6408,695,gajapati,yes,gumma,yes,dumbada,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,6,dumbada,0,9.24,9.13,0,0,0,9.13,0.11,0.06,gajapati,gumma,dumbada
6409,696,gajapati,yes,gumma,yes,gaiba,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,7,gaiba,0,22.66,19.02,3.63,0,0,22.66,0,0.37,gajapati,gumma,gaiba
6410,697,gajapati,yes,gumma,yes,gumma,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,8,gumma,0,18.03,14.52,3.51,0,0,18.03,0,0.96,gajapati,gumma,gumma
6411,698,gajapati,yes,gumma,yes,jeeba,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,9,jeeba,0,18.11,15.4,2.71,0,0,18.11,0,0.51,gajapati,gumma,jeeba
6412,699,gajapati,yes,gumma,yes,jhami,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,10,jhami,0,11.27,6.6,4.67,0,0,11.27,0,0.07,gajapati,gumma,jhami
6413,700,gajapati,yes,gumma,yes,kujasingi,yes,137,137 paralakhemundi,berhampur,odisha,gajapati,gumma,11,kujasingi,0,17.84,11.79,6.05,0,0,17.84,0,0.13,gajapati,gumma,kujasingi
