g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,updated_district_name,updated_block_name,updated_gp_name
1406,2801,mayurbhanj,yes,rairangpur,yes,badmouda,yes,28,28 rairangpur (st),mayurbhanj (st),odisha,mayurbhanj,rairangpur,1,badmouda,0,52.24,28.94,18,0.27,0,47.21,5.03,0.02,mayurbhanj,rairangpur,badmouda
1407,2802,mayurbhanj,yes,rairangpur,yes,bhalubasa,yes,28,28 rairangpur (st),mayurbhanj (st),odisha,mayurbhanj,rairangpur,2,bhalubasa,0,76.43,39.39,28.52,0.37,0,68.29,8.14,0.27,mayurbhanj,rairangpur,bhalubasa
1408,2803,mayurbhanj,yes,rairangpur,yes,guhaldangri,yes,28,28 rairangpur (st),mayurbhanj (st),odisha,mayurbhanj,rairangpur,3,guhaldangri,0,121.18,64.89,51.73,0.72,0,117.33,3.85,0.16,mayurbhanj,rairangpur,guhaldangri
1409,2804,mayurbhanj,yes,rairangpur,yes,halda,yes,28,28 rairangpur (st),mayurbhanj (st),odisha,mayurbhanj,rairangpur,4,halda,0,64.92,51.82,11.14,0.15,0,63.11,1.82,0.09,mayurbhanj,rairangpur,halda
1410,2805,mayurbhanj,yes,rairangpur,yes,hatia,yes,28,28 rairangpur (st),mayurbhanj (st),odisha,mayurbhanj,rairangpur,5,hatia,0,53.6,36.25,13.21,0.16,0,49.62,3.99,0.06,mayurbhanj,rairangpur,hatia
1411,2806,mayurbhanj,yes,rairangpur,yes,kuleisila,yes,28,28 rairangpur (st),mayurbhanj (st),odisha,mayurbhanj,rairangpur,6,kuleisila,0,79.09,52.31,18.94,0.31,0,71.55,7.54,0.09,mayurbhanj,rairangpur,kuleisila
1412,2807,mayurbhanj,yes,rairangpur,yes,purunapani,yes,28,28 rairangpur (st),mayurbhanj (st),odisha,mayurbhanj,rairangpur,7,purunapani,0,105.66,63.32,35.06,0.44,0,98.82,6.84,0.29,mayurbhanj,rairangpur,purunapani
1413,2808,mayurbhanj,yes,rairangpur,yes,sanpakhana,yes,28,28 rairangpur (st),mayurbhanj (st),odisha,mayurbhanj,rairangpur,8,sanpakhana,0,107.67,77.74,22.73,0.3,0,100.77,6.9,0.37,mayurbhanj,rairangpur,sanpakhana
1414,2809,mayurbhanj,yes,rairangpur,yes,sudarsanpur,yes,28,28 rairangpur (st),mayurbhanj (st),odisha,mayurbhanj,rairangpur,9,sudarsanpur,0,85.39,42.97,30.94,0.43,0,74.33,11.06,0,mayurbhanj,rairangpur,sudarsanpur
1415,2838,mayurbhanj,yes,shamakhunta,yes,balidiha,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,1,balidiha,0,87.06,15.05,71.1,0.9,0,87.06,0,0.05,mayurbhanj,shamakhunta,balidiha
1416,2839,mayurbhanj,yes,shamakhunta,yes,baunsabilla,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,2,baunsabilla,0,32.51,7.25,24.93,0.32,0,32.51,0,0.1,mayurbhanj,shamakhunta,baunsabilla
1417,2840,mayurbhanj,yes,shamakhunta,yes,bhaluki,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,3,bhaluki,0,44.84,8.77,35.65,0.42,0,44.84,0,0.03,mayurbhanj,shamakhunta,bhaluki
1418,2841,mayurbhanj,yes,shamakhunta,yes,gundihudi,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,4,gundihudi,0,41.94,11.38,30.13,0.41,0,41.93,0.01,0.01,mayurbhanj,shamakhunta,gundihudi
1419,2842,mayurbhanj,yes,shamakhunta,yes,kalapathar,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,5,kalapathar,0,27.5,3.66,23.57,0.27,0,27.5,0,0.03,mayurbhanj,shamakhunta,kalapathar
1420,2843,mayurbhanj,yes,shamakhunta,yes,kendua,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,6,kendua,0,14.2,2.87,11.19,0.14,0,14.2,0,0.49,mayurbhanj,shamakhunta,kendua
1421,2844,mayurbhanj,yes,shamakhunta,yes,khandia,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,7,khandia,0,91.14,18.61,71.51,0.99,0,91.11,0.03,0.26,mayurbhanj,shamakhunta,khandia
1422,2845,mayurbhanj,yes,shamakhunta,yes,kuchilaghati,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,8,kuchilaghati,0,50.74,10.9,39.32,0.52,0,50.74,0,0.13,mayurbhanj,shamakhunta,kuchilaghati
1423,2846,mayurbhanj,yes,shamakhunta,yes,mahulia,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,9,mahulia,0,5.77,1.63,4.08,0.05,0,5.77,0,0.05,mayurbhanj,shamakhunta,mahulia
1424,2847,mayurbhanj,yes,shamakhunta,yes,paikabasa,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,10,paikabasa,0,36.98,13.91,22.79,0.26,0,36.96,0.02,0.05,mayurbhanj,shamakhunta,paikabasa
1425,2848,mayurbhanj,yes,shamakhunta,yes,rangamatia,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,11,rangamatia,0,37.62,12.96,24.34,0.31,0,37.62,0,0.23,mayurbhanj,shamakhunta,rangamatia
1426,2849,mayurbhanj,yes,shamakhunta,yes,samakhunta,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,12,samakhunta,0,50.58,13.45,36.6,0.53,0,50.58,0,0.12,mayurbhanj,shamakhunta,samakhunta
1427,2850,mayurbhanj,yes,shamakhunta,yes,sindurgoura,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,13,sindurgoura,0,45.26,13.02,31.8,0.44,0,45.26,0,0.05,mayurbhanj,shamakhunta,sindurgoura
1428,2851,mayurbhanj,yes,shamakhunta,yes,sirishbani,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,shamakhunta,14,sirishbani,0,19.5,11.95,7.37,0.11,0,19.43,0.07,0,mayurbhanj,shamakhunta,sirishbani
1429,2573,mayurbhanj,yes,bangriposi,yes,badagan,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,1,badagan,0,31.82,12.19,13.99,0,0,26.18,5.64,0.02,mayurbhanj,bangriposi,badagan
1430,2574,mayurbhanj,yes,bangriposi,yes,banakati,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,2,banakati,0,28.32,9.4,15.02,0,0,24.43,3.88,0,mayurbhanj,bangriposi,banakati
1431,2575,mayurbhanj,yes,bangriposi,yes,bangriposi,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,3,bangriposi,0,76.64,20.86,52.72,0,0,73.59,3.05,0.02,mayurbhanj,bangriposi,bangriposi
1432,2576,mayurbhanj,yes,bangriposi,yes,bhuasuni,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,4,bhuasuni,0,24.36,7.13,12.54,0,0,19.68,4.68,0.12,mayurbhanj,bangriposi,bhuasuni
1433,2577,mayurbhanj,yes,bangriposi,yes,brahmangan,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,5,brahmangan,0,20.08,7.11,9.79,0,0,16.9,3.19,0.04,mayurbhanj,bangriposi,brahmangan
1434,2578,mayurbhanj,yes,bangriposi,yes,budhikhamari,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,6,budhikhamari,0,74.92,32.14,38.58,0,0,70.72,4.2,0.54,mayurbhanj,bangriposi,budhikhamari
1435,2579,mayurbhanj,yes,bangriposi,yes,chakidi,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,7,chakidi,0,14.37,5.69,7.9,0,0,13.58,0.78,0.05,mayurbhanj,bangriposi,chakidi
1436,2580,mayurbhanj,yes,bangriposi,yes,chandanpur,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,8,chandanpur,0,13.21,4.94,5.13,0,0,10.07,3.15,0.04,mayurbhanj,bangriposi,chandanpur
1437,2581,mayurbhanj,yes,bangriposi,yes,dhobanisole,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,9,dhobanisole,0,48.24,25.58,20.86,0,0,46.44,1.81,0.13,mayurbhanj,bangriposi,dhobanisole
1438,2582,mayurbhanj,yes,bangriposi,yes,dighi,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,10,dighi,0,34.37,8.46,18.33,0,0,26.8,7.57,0,mayurbhanj,bangriposi,dighi
1439,2583,mayurbhanj,yes,bangriposi,yes,golamundakata,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,11,golamundakata,0,34.35,10.37,16.22,0,0,26.6,7.75,0.03,mayurbhanj,bangriposi,golamundakata
1440,2584,mayurbhanj,yes,bangriposi,yes,kalabadia,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,12,kalabadia,0,160.95,60.32,89.47,0,0,149.79,11.16,0.07,mayurbhanj,bangriposi,kalabadia
1441,2585,mayurbhanj,yes,bangriposi,yes,kumbharmundakata,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,13,kumbharmundakata,0,19.39,5.48,9.8,0,0,15.28,4.1,0.01,mayurbhanj,bangriposi,kumbharmundakata
1442,2586,mayurbhanj,yes,bangriposi,yes,kusumbandha,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,14,kusumbandha,0,31.91,24.77,6.74,0,0,31.5,0.41,0.05,mayurbhanj,bangriposi,kusumbandha
1443,2587,mayurbhanj,yes,bangriposi,yes,nafri,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,15,nafri,0,70.36,21.35,45.45,0,0,66.8,3.56,0.02,mayurbhanj,bangriposi,nafri
1444,2588,mayurbhanj,yes,bangriposi,yes,nischinta,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,16,nischinta,0,54.39,13.59,19.52,0,0,33.12,21.27,0.02,mayurbhanj,bangriposi,nischinta
1445,2589,mayurbhanj,yes,bangriposi,yes,pathuri,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,17,pathuri,0,27.53,17.7,8.49,0,0,26.19,1.33,0.1,mayurbhanj,bangriposi,pathuri
1446,2590,mayurbhanj,yes,bangriposi,yes,sorispal,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,18,sorispal,0,64.62,24.06,34.82,0,0,58.89,5.74,0.08,mayurbhanj,bangriposi,sorispal
1447,2591,mayurbhanj,yes,bangriposi,yes,syamsundarpur,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,bangriposi,19,syamsundarpur,0,49.35,18.79,6.51,0,0,25.29,24.06,0.02,mayurbhanj,bangriposi,syamsundarpur
1448,2750,mayurbhanj,yes,kuliana,yes,baiganbadia,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,1,baiganbadia,0,84.82,24.98,58.96,0.86,0,84.81,0.01,0.02,mayurbhanj,kuliana,baiganbadia
1449,2751,mayurbhanj,yes,kuliana,yes,bhagabanpur,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,2,bhagabanpur,0,47.99,15.52,32.06,0.42,0,47.99,0,0.06,mayurbhanj,kuliana,bhagabanpur
1450,2752,mayurbhanj,yes,kuliana,yes,chandua,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,3,chandua,0,134.57,46.65,86.66,1.26,0,134.57,0,0.12,mayurbhanj,kuliana,chandua
1451,2753,mayurbhanj,yes,kuliana,yes,dumurdiha,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,4,dumurdiha,0,126.12,54.51,70.39,1.2,0,126.1,0.02,0.27,mayurbhanj,kuliana,dumurdiha
1452,2754,mayurbhanj,yes,kuliana,yes,gangraj,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,5,gangraj,0,22.89,8.66,14.01,0.22,0,22.89,0,0,mayurbhanj,kuliana,gangraj
1453,2755,mayurbhanj,yes,kuliana,yes,gendapokhari,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,6,gendapokhari,0,225,63.88,158.98,2.14,0,225,0,0.02,mayurbhanj,kuliana,gendapokhari
1454,2756,mayurbhanj,yes,kuliana,yes,goudaruma,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,7,goudaruma,0,26.82,7.58,18.96,0.27,0,26.82,0,0.01,mayurbhanj,kuliana,goudaruma
1455,2757,mayurbhanj,yes,kuliana,yes,keutunimari,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,8,keutunimari,0,115.26,36.21,77.89,1.15,0,115.26,0,0.04,mayurbhanj,kuliana,keutunimari
1456,2758,mayurbhanj,yes,kuliana,yes,kuabuda,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,9,kuabuda,0,37.55,13.94,23.21,0.36,0,37.51,0.03,0,mayurbhanj,kuliana,kuabuda
1457,2759,mayurbhanj,yes,kuliana,yes,kuchei,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,10,kuchei,0,44.99,12.66,31.82,0.51,0,44.99,0,0.01,mayurbhanj,kuliana,kuchei
1458,2760,mayurbhanj,yes,kuliana,yes,kuliana,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,11,kuliana,0,53.43,25.1,27.93,0.4,0,53.43,0,0.04,mayurbhanj,kuliana,kuliana
1459,2761,mayurbhanj,yes,kuliana,yes,marangtandi,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,12,marangtandi,0,21.11,7.74,13.17,0.2,0,21.11,0,0,mayurbhanj,kuliana,marangtandi
1460,2762,mayurbhanj,yes,kuliana,yes,nodhana,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,13,nodhana,0,53.75,17.72,35.51,0.52,0,53.75,0,0.13,mayurbhanj,kuliana,nodhana
1461,2763,mayurbhanj,yes,kuliana,yes,parulia,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,14,parulia,0,16.73,6.52,10.15,0.15,0,16.81,-0.08,0,mayurbhanj,kuliana,parulia
1462,2764,mayurbhanj,yes,kuliana,yes,patihinja,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,15,patihinja,0,84.32,39.19,44.5,0.63,0,84.32,0,0,mayurbhanj,kuliana,patihinja
1463,2765,mayurbhanj,yes,kuliana,yes,purunapani,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,16,purunapani,0,102.62,28.97,72.72,0.96,0,102.65,-0.03,0.04,mayurbhanj,kuliana,purunapani
1464,2766,mayurbhanj,yes,kuliana,yes,saragachhida,yes,29,29 bangriposi (st),mayurbhanj (st),odisha,mayurbhanj,kuliana,17,saragachhida,0,24.49,6.15,18.11,0.24,0,24.49,0,0.02,mayurbhanj,kuliana,saragachhida
1465,2923,mayurbhanj,yes,udala,yes,badkhaman,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,1,badkhaman,0,92.53,41.03,50.85,0.65,0,92.53,0,0.42,mayurbhanj,udala,badkhaman
1466,2924,mayurbhanj,yes,udala,yes,bad-singaria,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,2,bad-singaria,0,87.91,52.22,35.36,0.55,0,88.13,-0.22,0.59,mayurbhanj,udala,bad-singaria
1467,2925,mayurbhanj,yes,udala,yes,bahubandh,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,3,bahubandh,0,128.38,56.59,70.43,1.05,0,128.07,0.31,0.36,mayurbhanj,udala,bahubandh
1468,2926,mayurbhanj,yes,udala,yes,bhimtali,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,4,bhimtali,0,41.22,25.25,15.72,0.26,0,41.22,0,0.13,mayurbhanj,udala,bhimtali
1469,2927,mayurbhanj,yes,udala,yes,dugudha,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,5,dugudha,0,58.35,32.93,25.81,0.34,0,59.08,-0.73,0.63,mayurbhanj,udala,dugudha
1470,2928,mayurbhanj,yes,udala,yes,khaladi,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,6,khaladi,0,72.62,55.66,16.71,0.18,0,72.55,0.07,0.94,mayurbhanj,udala,khaladi
1471,2929,mayurbhanj,yes,udala,yes,kochiladiha,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,7,kochiladiha,0,97.38,74.32,22.79,0.5,0,97.6,-0.23,1.25,mayurbhanj,udala,kochiladiha
1472,2930,mayurbhanj,yes,udala,yes,kundabai,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,8,kundabai,0,69.14,52.21,16.58,0.35,0,69.14,0,1.43,mayurbhanj,udala,kundabai
1473,2931,mayurbhanj,yes,udala,yes,nuagaon,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,9,nuagaon,0,71.37,31.64,39.13,0.53,0,71.3,0.07,0.12,mayurbhanj,udala,nuagaon
1474,2932,mayurbhanj,yes,udala,yes,patsanipur,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,10,patsanipur,0,76.26,37.19,38.49,0.58,0,76.26,0,0.87,mayurbhanj,udala,patsanipur
1475,2933,mayurbhanj,yes,udala,yes,radho,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,11,radho,0,118.24,86.38,30.77,0.67,0,117.83,0.41,0.43,mayurbhanj,udala,radho
1476,2934,mayurbhanj,yes,udala,yes,sridamchandrapur,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,udala,12,sridamchandrapur,0,122.04,40.98,79.87,1.18,0,122.04,0,0.37,mayurbhanj,udala,sridamchandrapur
1477,2652,mayurbhanj,yes,gopabandhu nagar,yes,arapata,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,1,arapata,0,5.59,1.61,3.98,0,0,5.59,0,0.03,mayurbhanj,gopabandhu nagar,arapata
1478,2653,mayurbhanj,yes,gopabandhu nagar,yes,baradihi,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,2,baradihi,0,62.06,24.86,36.99,0,0,61.85,0.21,0.52,mayurbhanj,gopabandhu nagar,baradihi
1479,2654,mayurbhanj,yes,gopabandhu nagar,yes,bhandgan,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,3,bhandgan,0,5.51,2.41,3.1,0,0,5.51,0,0,mayurbhanj,gopabandhu nagar,bhandgan
1480,2655,mayurbhanj,yes,gopabandhu nagar,yes,jaypur,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,4,jaypur,0,72.67,40.47,32.19,0,0,72.66,0.01,0.28,mayurbhanj,gopabandhu nagar,jaypur
1481,2656,mayurbhanj,yes,gopabandhu nagar,yes,kuamara,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,5,kuamara,0,1.11,0.38,0.73,0,0,1.11,0,0,mayurbhanj,gopabandhu nagar,kuamara
1482,2657,mayurbhanj,yes,gopabandhu nagar,yes,kusalda,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,6,kusalda,0,13.03,7,5.99,0,0,12.99,0.03,0.02,mayurbhanj,gopabandhu nagar,kusalda
1483,2658,mayurbhanj,yes,gopabandhu nagar,yes,pasuda,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,7,pasuda,0,39.01,14.2,24.81,0,0,39.01,0,0.39,mayurbhanj,gopabandhu nagar,pasuda
1484,2659,mayurbhanj,yes,gopabandhu nagar,yes,puruna-baripada,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,8,puruna-baripada,0,21.92,8.75,13.14,0,0,21.89,0.03,0.06,mayurbhanj,gopabandhu nagar,puruna-baripada
1485,2660,mayurbhanj,yes,gopabandhu nagar,yes,ranibandha,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,9,ranibandha,0,111.38,42.23,69.05,0,0,111.28,0.1,0.5,mayurbhanj,gopabandhu nagar,ranibandha
1486,2661,mayurbhanj,yes,gopabandhu nagar,yes,sainkula,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,10,sainkula,0,6.36,1.95,4.41,0,0,6.36,0,0,mayurbhanj,gopabandhu nagar,sainkula
1487,2662,mayurbhanj,yes,gopabandhu nagar,yes,sankhunta,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,11,sankhunta,0,17.36,9.43,7.93,0,0,17.36,0,0.19,mayurbhanj,gopabandhu nagar,sankhunta
1488,2663,mayurbhanj,yes,gopabandhu nagar,yes,silaghaty,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,12,silaghaty,0,4.06,2.62,1.44,0,0,4.06,0,0.01,mayurbhanj,gopabandhu nagar,silaghaty
1489,2664,mayurbhanj,yes,gopabandhu nagar,yes,titia,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,gopabandhu nagar,13,titia,0,6.37,6.27,0,0,0,6.27,0.1,0.15,mayurbhanj,gopabandhu nagar,titia
1490,2695,mayurbhanj,yes,kaptipada,yes,bad bisole,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,1,bad bisole,0,126.59,80.59,45.36,0.64,0,126.59,0,1.52,mayurbhanj,kaptipada,bad bisole
1491,2696,mayurbhanj,yes,kaptipada,yes,bad khaladi,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,2,bad khaladi,0,187,98.64,87.14,1.19,0,186.97,0.03,0.35,mayurbhanj,kaptipada,bad khaladi
1492,2697,mayurbhanj,yes,kaptipada,yes,badgudugudia,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,3,badgudugudia,0,96.68,58.66,37.52,0.51,0,96.69,-0.01,0.32,mayurbhanj,kaptipada,badgudugudia
1493,2698,mayurbhanj,yes,kaptipada,yes,chakradharpur,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,4,chakradharpur,0,215.13,107.74,106.06,1.32,0,215.12,0.01,0.5,mayurbhanj,kaptipada,chakradharpur
1494,2699,mayurbhanj,yes,kaptipada,yes,debla,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,5,debla,0,122.16,81.09,40.45,0.62,0,122.16,0,0.3,mayurbhanj,kaptipada,debla
1495,2701,mayurbhanj,yes,kaptipada,yes,jadida,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,7,jadida,0,184.09,84.24,98.62,1.3,0,184.15,-0.06,0.96,mayurbhanj,kaptipada,jadida
1496,2702,mayurbhanj,yes,kaptipada,yes,jambani,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,8,jambani,0,156.51,49.44,101.8,1.48,0,152.71,3.8,0.38,mayurbhanj,kaptipada,jambani
1497,2703,mayurbhanj,yes,kaptipada,yes,jayantipata-samil-jamdiha,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,9,jayantipata-samil-jamdiha,0,131.15,87.45,43.24,0.7,0,131.39,-0.24,0.31,mayurbhanj,kaptipada,jayantipata-samil-jamdiha
1498,2704,mayurbhanj,yes,kaptipada,yes,jhinkpada,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,10,jhinkpada,0,85.07,43.12,41.37,0.58,0,85.07,0.01,0.42,mayurbhanj,kaptipada,jhinkpada
1499,2706,mayurbhanj,yes,kaptipada,yes,kaptipada,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,12,kaptipada,0,75.85,50.44,25.06,0.34,0,75.85,0,1.2,mayurbhanj,kaptipada,kaptipada
1500,2707,mayurbhanj,yes,kaptipada,yes,kolialam,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,13,kolialam,0,104.56,79.86,24.25,0.45,0,104.56,0,0.4,mayurbhanj,kaptipada,kolialam
1501,2709,mayurbhanj,yes,kaptipada,yes,majhigadia,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,15,majhigadia,0,74.25,49.25,24.59,0.4,0,74.25,0,2.66,mayurbhanj,kaptipada,majhigadia
1502,2710,mayurbhanj,yes,kaptipada,yes,mankadapada,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,16,mankadapada,0,144.68,85.43,58.36,0.89,0,144.68,0,1.48,mayurbhanj,kaptipada,mankadapada
1503,2712,mayurbhanj,yes,kaptipada,yes,nudadiha,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,18,nudadiha,0,443.28,137.54,301.57,4.13,0,443.24,0.04,0.62,mayurbhanj,kaptipada,nudadiha
1504,2714,mayurbhanj,yes,kaptipada,yes,pedagadi,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,20,pedagadi,0,327.38,159.99,164.97,2.42,0,327.38,0,0.9,mayurbhanj,kaptipada,pedagadi
1505,2715,mayurbhanj,yes,kaptipada,yes,pingu,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,21,pingu,0,121.87,52.14,68.63,1.01,0,121.78,0.09,0.14,mayurbhanj,kaptipada,pingu
1506,2718,mayurbhanj,yes,kaptipada,yes,salchua,yes,31,31 udala (st),mayurbhanj (st),odisha,mayurbhanj,kaptipada,24,salchua,0,156.4,84.74,70.64,1.01,0,156.39,0.01,1.21,mayurbhanj,kaptipada,salchua
1507,2736,mayurbhanj,yes,khunta,yes,badfeni,yes,33,33 baripada (st),mayurbhanj (st),odisha,mayurbhanj,khunta,1,badfeni,0,55.34,47.9,7.55,0.1,0,55.55,-0.21,0.4,mayurbhanj,khunta,badfeni
1508,2737,mayurbhanj,yes,khunta,yes,badpathara,yes,33,33 baripada (st),mayurbhanj (st),odisha,mayurbhanj,khunta,2,badpathara,0,96.44,54.46,45.25,0.3,0,100.01,-3.57,2.43,mayurbhanj,khunta,badpathara
1509,2738,mayurbhanj,yes,khunta,yes,bahanada,yes,33,33 baripada (st),mayurbhanj (st),odisha,mayurbhanj,khunta,3,bahanada,0,125.19,95.25,31.49,0.47,0,127.21,-2.03,0.65,mayurbhanj,khunta,bahanada
