g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Sl.No,s_gp,SC,ST,Minority,Others,Total,updated_district_name,updated_block_name,updated_gp_name
5779,4436,khurda,yes,begunia,yes,hirapur,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,11,hirapur,0,0,0,71.1,71.1,khurda,begunia,hirapur
5780,4437,khurda,yes,begunia,yes,kantabad,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,12,kantabad,0,7.8,0,86.4,94.2,khurda,begunia,kantabad
5781,4438,khurda,yes,begunia,yes,kunjuri,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,13,kunjuri,1,0,0,58.8,59.8,khurda,begunia,kunjuri
5782,4439,khurda,yes,begunia,yes,pangarsingh,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,14,pangarsingh,0,1.2,0,70.5,71.7,khurda,begunia,pangarsingh
5783,4440,khurda,yes,begunia,yes,podadiha,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,15,podadiha,4.1,9.3,0,192.4,205.8,khurda,begunia,podadiha
5784,4441,khurda,yes,begunia,yes,radhakantapur,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,16,radhakantapur,3.6,0.7,0,10.8,15.1,khurda,begunia,radhakantapur
5785,4442,khurda,yes,begunia,yes,routapada,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,17,routapada,0.4,0,2.9,25.2,28.5,khurda,begunia,routapada
5786,4443,khurda,yes,begunia,yes,sagadabhanga,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,18,sagadabhanga,0,0,0,28.1,28.1,khurda,begunia,sagadabhanga
5787,4444,khurda,yes,begunia,yes,sarua,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,19,sarua,1.1,0.8,0,39,40.9,khurda,begunia,sarua
5788,4445,khurda,yes,begunia,yes,siko,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,20,siko,0,0,0,54.4,54.4,khurda,begunia,siko
5789,4446,khurda,yes,begunia,yes,simore,yes,116,116 begunia,bhubaneswar,odisha,khurda,begunia,21,simore,0,0,0,23.2,23.2,khurda,begunia,simore
5790,4469,khurda,yes,bologarh,yes,arikma,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,1,arikma,0,0.6,0,28.3,28.9,khurda,bologarh,arikma
5791,4470,khurda,yes,bologarh,yes,asaraladal,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,2,asaraladal,0.3,0.9,0,6,7.2,khurda,bologarh,asaraladal
5792,4471,khurda,yes,bologarh,yes,badakumari,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,3,badakumari,0.5,1.6,0.2,17.1,19.4,khurda,bologarh,badakumari
5793,4472,khurda,yes,bologarh,yes,bankoi desh,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,4,bankoi desh,0,0,0,40.5,40.5,khurda,bologarh,bankoi desh
5794,4473,khurda,yes,bologarh,yes,bolagarh,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,5,bolagarh,0.6,0.3,0,1.9,2.8,khurda,bologarh,bolagarh
5795,4474,khurda,yes,bologarh,yes,dabardhuapatana,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,6,dabardhuapatana,0.3,0,3,102.3,105.6,khurda,bologarh,dabardhuapatana
5796,4475,khurda,yes,bologarh,yes,daleisahi,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,7,daleisahi,1,0,14.7,47.5,63.2,khurda,bologarh,daleisahi
5797,4476,khurda,yes,bologarh,yes,dhalapathar,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,8,dhalapathar,0.4,0,0,0.3,0.7,khurda,bologarh,dhalapathar
5798,4477,khurda,yes,bologarh,yes,fasioda,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,9,fasioda,0.3,0.4,2.2,126.8,129.7,khurda,bologarh,fasioda
5799,4487,khurda,yes,bologarh,yes,gediapali,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,NA,gediapali,NA,NA,NA,NA,NA,khurda,bologarh,gediapali
5800,4478,khurda,yes,bologarh,yes,gopalpur,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,10,gopalpur,0.3,0.3,1.1,26.5,28.2,khurda,bologarh,gopalpur
5801,4479,khurda,yes,bologarh,yes,kadaba,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,11,kadaba,2.7,4.8,3.9,26.1,37.5,khurda,bologarh,kadaba
5802,4480,khurda,yes,bologarh,yes,kalanga,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,12,kalanga,0,0,0,45.4,45.4,khurda,bologarh,kalanga
5803,4481,khurda,yes,bologarh,yes,khanguria,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,13,khanguria,0,0,2.8,121.1,123.9,khurda,bologarh,khanguria
5804,4482,khurda,yes,bologarh,yes,manibandha,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,14,manibandha,0.2,2.2,0,24.3,26.7,khurda,bologarh,manibandha
5805,4483,khurda,yes,bologarh,yes,patapursasan,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,15,patapursasan,1.7,2,0,2.3,6,khurda,bologarh,patapursasan
5806,4484,khurda,yes,bologarh,yes,pichukuli,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,16,pichukuli,0.3,5.1,0,6.8,12.2,khurda,bologarh,pichukuli
5807,4485,khurda,yes,bologarh,yes,sagar gaon,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,17,sagar gaon,0.6,0,0,70.8,71.4,khurda,bologarh,sagar gaon
5808,4486,khurda,yes,bologarh,yes,sanapadar,yes,116,116 begunia,bhubaneswar,odisha,khurda,bologarh,18,sanapadar,0,2.1,0,11.1,13.2,khurda,bologarh,sanapadar
5809,4542,khurda,yes,tangi,yes,achyutpur,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,1,achyutpur,1,15.4,0,46.4,62.8,khurda,tangi,achyutpur
5810,4543,khurda,yes,tangi,yes,badapari,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,2,badapari,0,10.5,0,18.8,29.3,khurda,tangi,badapari
5811,4544,khurda,yes,tangi,yes,badapokharia,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,3,badapokharia,1.2,1,0,8.3,10.5,khurda,tangi,badapokharia
5812,4545,khurda,yes,tangi,yes,balipatpur,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,4,balipatpur,12.7,0,0,4.2,16.9,khurda,tangi,balipatpur
5813,4566,khurda,yes,tangi,yes,bhusundipur,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,NA,bhusundipur,NA,NA,NA,NA,NA,khurda,tangi,bhusundipur
5814,4546,khurda,yes,tangi,yes,chhanagiri,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,5,chhanagiri,5.5,3.4,1,24.7,34.6,khurda,tangi,chhanagiri
5815,4547,khurda,yes,tangi,yes,dia,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,6,dia,0,0,0,42.7,42.7,khurda,tangi,dia
5816,4548,khurda,yes,tangi,yes,kamaguru,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,7,kamaguru,1.8,0,0,5.1,6.9,khurda,tangi,kamaguru
5817,4549,khurda,yes,tangi,yes,kantalbai,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,8,kantalbai,1.7,0,0,84.7,86.4,khurda,tangi,kantalbai
5818,4550,khurda,yes,tangi,yes,kuhudi,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,9,kuhudi,0.7,0,0,2.7,3.4,khurda,tangi,kuhudi
5819,4551,khurda,yes,tangi,yes,kunjuri,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,10,kunjuri,0,0.5,14.1,3.7,18.3,khurda,tangi,kunjuri
5820,4552,khurda,yes,tangi,yes,lendo,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,11,lendo,1.3,0,0,102.6,103.9,khurda,tangi,lendo
5821,4553,khurda,yes,tangi,yes,mangalajodi,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,12,mangalajodi,3.3,0,0,13.3,16.6,khurda,tangi,mangalajodi
5822,4554,khurda,yes,tangi,yes,nirakarpur,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,13,nirakarpur,0.7,0,0,7.6,8.3,khurda,tangi,nirakarpur
5823,4555,khurda,yes,tangi,yes,nuagarh,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,14,nuagarh,1,0,1.1,47.1,49.2,khurda,tangi,nuagarh
5824,4556,khurda,yes,tangi,yes,olasingh,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,15,olasingh,1.2,6.5,0,55,62.7,khurda,tangi,olasingh
5825,4567,khurda,yes,tangi,yes,pariorada,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,NA,pariorada,NA,NA,NA,NA,NA,khurda,tangi,pariorada
5826,4557,khurda,yes,tangi,yes,ramachandrapur,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,16,ramachandrapur,0.9,0,0,65.7,66.6,khurda,tangi,ramachandrapur
5827,4558,khurda,yes,tangi,yes,rameswar,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,17,rameswar,0,0,6.4,26.1,32.5,khurda,tangi,rameswar
5828,4559,khurda,yes,tangi,yes,ratanpur,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,18,ratanpur,0.7,0,0,0,0.7,khurda,tangi,ratanpur
5829,4560,khurda,yes,tangi,yes,sanarautapada,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,19,sanarautapada,0,0,8.2,18.7,26.9,khurda,tangi,sanarautapada
5830,4561,khurda,yes,tangi,yes,sarapari,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,20,sarapari,0,0,0,27.3,27.3,khurda,tangi,sarapari
5831,4562,khurda,yes,tangi,yes,sundarpur,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,21,sundarpur,0,0,0,5.6,5.6,khurda,tangi,sundarpur
5832,4563,khurda,yes,tangi,yes,tangi,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,22,tangi,0.3,0,0.3,13.1,13.7,khurda,tangi,tangi
5833,4564,khurda,yes,tangi,yes,tankol,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,23,tankol,0,0,0,104,104,khurda,tangi,tankol
5834,4565,khurda,yes,tangi,yes,ujalagopinathpur,yes,117,117 khurda,bhubaneswar,odisha,khurda,tangi,24,ujalagopinathpur,0,0,0,29,29,khurda,tangi,ujalagopinathpur
5835,4520,khurda,yes,khurda,yes,bajapur,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,1,bajapur,1.3,0,0,2.9,4.2,khurda,khurda,bajapur
5836,4521,khurda,yes,khurda,yes,bangida,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,2,bangida,0,0,0,2.2,2.2,khurda,khurda,bangida
5837,4523,khurda,yes,khurda,yes,brajamohanpur,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,4,brajamohanpur,1.2,0,0,9.9,11.1,khurda,khurda,brajamohanpur
5838,4524,khurda,yes,khurda,yes,dhauli muhan,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,5,dhauli muhan,0.3,0,0,1.8,2.1,khurda,khurda,dhauli muhan
5839,4526,khurda,yes,khurda,yes,godipada,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,7,godipada,0,0.9,0,6.1,7,khurda,khurda,godipada
5840,4527,khurda,yes,khurda,yes,golabai sasan,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,8,golabai sasan,1.8,0,0,11.7,13.5,khurda,khurda,golabai sasan
5841,4528,khurda,yes,khurda,yes,jankia,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,9,jankia,0,0,0,7.4,7.4,khurda,khurda,jankia
5842,4529,khurda,yes,khurda,yes,kaipadar,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,10,kaipadar,0.5,0,1.4,4.7,6.6,khurda,khurda,kaipadar
5843,4530,khurda,yes,khurda,yes,kanpur,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,11,kanpur,0.9,0,0,18.7,19.6,khurda,khurda,kanpur
5844,4532,khurda,yes,khurda,yes,kuradhamal,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,13,kuradhamal,0.6,0.6,0,4.7,5.9,khurda,khurda,kuradhamal
5845,4536,khurda,yes,khurda,yes,narangarh,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,17,narangarh,1,0,0,0.6,1.6,khurda,khurda,narangarh
5846,4537,khurda,yes,khurda,yes,nijigarh tapanga,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,18,nijigarh tapanga,0.4,0,4,5.1,9.5,khurda,khurda,nijigarh tapanga
5847,4538,khurda,yes,khurda,yes,orabarsingh,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,19,orabarsingh,0,0,0,14.8,14.8,khurda,khurda,orabarsingh
5848,4539,khurda,yes,khurda,yes,pallatotapada,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,20,pallatotapada,0,0.3,2.5,1.4,4.2,khurda,khurda,pallatotapada
5849,4535,khurda,yes,khurda,yes,nandapur,yes,117,117 khurda,bhubaneswar,odisha,khurda,khurda,16,nandapur,0,0,0,0.6,0.6,khurda,khurda,nandapur
5850,2345,ganjam,yes,buguda,yes,a.karadabadi,yes,124,124 polasara,aska,odisha,ganjam,buguda,1,a.karadabadi,1.3,0,0,2.3,3.6,ganjam,buguda,a.karadabadi
5851,2346,ganjam,yes,buguda,yes,antarapada,yes,124,124 polasara,aska,odisha,ganjam,buguda,2,antarapada,0.5,0,0,7.1,7.6,ganjam,buguda,antarapada
5852,2347,ganjam,yes,buguda,yes,arakhapur,yes,124,124 polasara,aska,odisha,ganjam,buguda,3,arakhapur,0,0,0,0.55,0.55,ganjam,buguda,arakhapur
5853,2348,ganjam,yes,buguda,yes,b.karadabadi,yes,124,124 polasara,aska,odisha,ganjam,buguda,4,b.karadabadi,0,0,0,22.15,22.15,ganjam,buguda,b.karadabadi
5854,2349,ganjam,yes,buguda,yes,balipadara,yes,124,124 polasara,aska,odisha,ganjam,buguda,5,balipadara,0,0,0,1.75,1.75,ganjam,buguda,balipadara
5855,2350,ganjam,yes,buguda,yes,bhagabanpur,yes,124,124 polasara,aska,odisha,ganjam,buguda,6,bhagabanpur,2.45,0,0,17.1,19.55,ganjam,buguda,bhagabanpur
5856,2351,ganjam,yes,buguda,yes,bhamasiali,yes,124,124 polasara,aska,odisha,ganjam,buguda,7,bhamasiali,2.8,0,0.3,12.6,15.7,ganjam,buguda,bhamasiali
5857,2352,ganjam,yes,buguda,yes,biranchipur,yes,124,124 polasara,aska,odisha,ganjam,buguda,8,biranchipur,3.35,0,0,31.6,34.95,ganjam,buguda,biranchipur
5858,2353,ganjam,yes,buguda,yes,golabandha,yes,124,124 polasara,aska,odisha,ganjam,buguda,9,golabandha,1,0,0,19.85,20.85,ganjam,buguda,golabandha
5859,2354,ganjam,yes,buguda,yes,golia,yes,124,124 polasara,aska,odisha,ganjam,buguda,10,golia,2.8,6.65,0,26.05,35.5,ganjam,buguda,golia
5860,2355,ganjam,yes,buguda,yes,goudiabarada,yes,124,124 polasara,aska,odisha,ganjam,buguda,11,goudiabarada,3,0,0,15.7,18.7,ganjam,buguda,goudiabarada
5861,2356,ganjam,yes,buguda,yes,kalamba,yes,124,124 polasara,aska,odisha,ganjam,buguda,12,kalamba,0,0,0,22,22,ganjam,buguda,kalamba
5862,2357,ganjam,yes,buguda,yes,karasingi,yes,124,124 polasara,aska,odisha,ganjam,buguda,13,karasingi,7.45,2,0,7.3,16.75,ganjam,buguda,karasingi
5863,2358,ganjam,yes,buguda,yes,karchuli,yes,124,124 polasara,aska,odisha,ganjam,buguda,14,karchuli,5.3,3.1,0,73.45,81.85,ganjam,buguda,karchuli
5864,2359,ganjam,yes,buguda,yes,kholakhalli,yes,124,124 polasara,aska,odisha,ganjam,buguda,15,kholakhalli,8.95,0,0,8.3,17.25,ganjam,buguda,kholakhalli
5865,2360,ganjam,yes,buguda,yes,manitara,yes,124,124 polasara,aska,odisha,ganjam,buguda,16,manitara,12.25,1,0,31.3,44.55,ganjam,buguda,manitara
5866,2361,ganjam,yes,buguda,yes,motabadi,yes,124,124 polasara,aska,odisha,ganjam,buguda,17,motabadi,0.3,0,0,1.3,1.6,ganjam,buguda,motabadi
5867,2362,ganjam,yes,buguda,yes,pangidi,yes,124,124 polasara,aska,odisha,ganjam,buguda,18,pangidi,0.3,0,0,8.8,9.1,ganjam,buguda,pangidi
5868,2363,ganjam,yes,buguda,yes,pochalundi,yes,124,124 polasara,aska,odisha,ganjam,buguda,19,pochalundi,1,0,0,9.3,10.3,ganjam,buguda,pochalundi
5869,2364,ganjam,yes,buguda,yes,sankuru,yes,124,124 polasara,aska,odisha,ganjam,buguda,20,sankuru,2,0,0,1.75,3.75,ganjam,buguda,sankuru
5870,2365,ganjam,yes,buguda,yes,takarada,yes,124,124 polasara,aska,odisha,ganjam,buguda,21,takarada,1.65,1.3,0,8.6,11.55,ganjam,buguda,takarada
5871,2600,ganjam,yes,polasara,yes,badapankalabadi,yes,124,124 polasara,aska,odisha,ganjam,polasara,1,badapankalabadi,0,0,0,7.8,7.8,ganjam,polasara,badapankalabadi
5872,2623,ganjam,yes,polasara,yes,balichhai,yes,124,124 polasara,aska,odisha,ganjam,polasara,24,balichhai,NA,NA,NA,NA,NA,ganjam,polasara,balichhai
5873,2601,ganjam,yes,polasara,yes,banthapalli,yes,124,124 polasara,aska,odisha,ganjam,polasara,2,banthapalli,0.3,0,0,11.55,11.85,ganjam,polasara,banthapalli
5874,2602,ganjam,yes,polasara,yes,bartani,yes,124,124 polasara,aska,odisha,ganjam,polasara,3,bartani,0.55,0,0,0.2,0.75,ganjam,polasara,bartani
5875,2603,ganjam,yes,polasara,yes,belagam,yes,124,124 polasara,aska,odisha,ganjam,polasara,4,belagam,1.1,0,0,3.8,4.9,ganjam,polasara,belagam
5876,2604,ganjam,yes,polasara,yes,bhabarada,yes,124,124 polasara,aska,odisha,ganjam,polasara,5,bhabarada,3.65,0,0,22.05,25.7,ganjam,polasara,bhabarada
5877,2605,ganjam,yes,polasara,yes,budheisuni,yes,124,124 polasara,aska,odisha,ganjam,polasara,6,budheisuni,0.3,0,0,1.95,2.25,ganjam,polasara,budheisuni
5878,2606,ganjam,yes,polasara,yes,chirikipadasasan,yes,124,124 polasara,aska,odisha,ganjam,polasara,7,chirikipadasasan,2.95,0.3,0,15.8,19.05,ganjam,polasara,chirikipadasasan
5879,2607,ganjam,yes,polasara,yes,dhunkapada,yes,124,124 polasara,aska,odisha,ganjam,polasara,8,dhunkapada,0,0,0,1.6,1.6,ganjam,polasara,dhunkapada
5880,2608,ganjam,yes,polasara,yes,ghodapalana,yes,124,124 polasara,aska,odisha,ganjam,polasara,9,ghodapalana,0,0,0,0.8,0.8,ganjam,polasara,ghodapalana
5881,2609,ganjam,yes,polasara,yes,gochabadi,yes,124,124 polasara,aska,odisha,ganjam,polasara,10,gochabadi,16.5,13.7,0,34.65,64.85,ganjam,polasara,gochabadi
5882,2610,ganjam,yes,polasara,yes,hatiota,yes,124,124 polasara,aska,odisha,ganjam,polasara,11,hatiota,0,0,0,2.8,2.8,ganjam,polasara,hatiota
5883,2611,ganjam,yes,polasara,yes,j.dengapadar,yes,124,124 polasara,aska,odisha,ganjam,polasara,12,j.dengapadar,0,0,0,16.1,16.1,ganjam,polasara,j.dengapadar
5884,2624,ganjam,yes,polasara,yes,jakara,yes,124,124 polasara,aska,odisha,ganjam,polasara,25,jakara,NA,NA,NA,NA,NA,ganjam,polasara,jakara
5885,2612,ganjam,yes,polasara,yes,kalamba,yes,124,124 polasara,aska,odisha,ganjam,polasara,13,kalamba,0,0,0,2,2,ganjam,polasara,kalamba
5886,2613,ganjam,yes,polasara,yes,kanachai,yes,124,124 polasara,aska,odisha,ganjam,polasara,14,kanachai,0,0,0,15.15,15.15,ganjam,polasara,kanachai
5887,2614,ganjam,yes,polasara,yes,kendubadi,yes,124,124 polasara,aska,odisha,ganjam,polasara,15,kendubadi,0.9,0,0,4.9,5.8,ganjam,polasara,kendubadi
5888,2625,ganjam,yes,polasara,yes,khanduru,yes,124,124 polasara,aska,odisha,ganjam,polasara,26,khanduru,NA,NA,NA,NA,NA,ganjam,polasara,khanduru
5889,2615,ganjam,yes,polasara,yes,madhupalli,yes,124,124 polasara,aska,odisha,ganjam,polasara,16,madhupalli,3.65,0,0,3.65,7.3,ganjam,polasara,madhupalli
5890,2616,ganjam,yes,polasara,yes,malatentulia,yes,124,124 polasara,aska,odisha,ganjam,polasara,17,malatentulia,0,4.1,0,8.4,12.5,ganjam,polasara,malatentulia
5891,2617,ganjam,yes,polasara,yes,mandar,yes,124,124 polasara,aska,odisha,ganjam,polasara,18,mandar,0,0,0,5.1,5.1,ganjam,polasara,mandar
5892,2618,ganjam,yes,polasara,yes,mathura,yes,124,124 polasara,aska,odisha,ganjam,polasara,19,mathura,0.6,0,0,1.6,2.2,ganjam,polasara,mathura
5893,2619,ganjam,yes,polasara,yes,nimina,yes,124,124 polasara,aska,odisha,ganjam,polasara,20,nimina,5.5,0,0,9.15,14.65,ganjam,polasara,nimina
5894,2620,ganjam,yes,polasara,yes,pandiripada,yes,124,124 polasara,aska,odisha,ganjam,polasara,21,pandiripada,23.5,45.6,0,43.5,112.6,ganjam,polasara,pandiripada
5895,2621,ganjam,yes,polasara,yes,rumagada,yes,124,124 polasara,aska,odisha,ganjam,polasara,22,rumagada,2.9,0,0,6.7,9.6,ganjam,polasara,rumagada
5896,2622,ganjam,yes,polasara,yes,sodaka,yes,124,124 polasara,aska,odisha,ganjam,polasara,23,sodaka,0.3,0,0,2.5,2.8,ganjam,polasara,sodaka
5897,2282,ganjam,yes,beguniapada,yes,angaragam,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,1,angaragam,1.8,1.3,0,12,15.1,ganjam,beguniapada,angaragam
5898,2283,ganjam,yes,beguniapada,yes,bada khairakhama,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,2,bada khairakhama,3.2,1.6,0,23.7,28.5,ganjam,beguniapada,bada khairakhama
5899,2284,ganjam,yes,beguniapada,yes,beguniapada,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,3,beguniapada,1,0,0,2.9,3.9,ganjam,beguniapada,beguniapada
5900,2285,ganjam,yes,beguniapada,yes,beruanbadi,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,4,beruanbadi,0.9,0,0,25.95,26.85,ganjam,beguniapada,beruanbadi
5901,2286,ganjam,yes,beguniapada,yes,burujhari,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,5,burujhari,0,0,0,2.6,2.6,ganjam,beguniapada,burujhari
5902,2287,ganjam,yes,beguniapada,yes,chandanpur,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,6,chandanpur,1,2.7,0,2.1,5.8,ganjam,beguniapada,chandanpur
5903,2288,ganjam,yes,beguniapada,yes,chingudikhol,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,7,chingudikhol,0,0,0,13.85,13.85,ganjam,beguniapada,chingudikhol
5904,2289,ganjam,yes,beguniapada,yes,digapada,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,8,digapada,0.75,0,0,2.7,3.45,ganjam,beguniapada,digapada
5905,2290,ganjam,yes,beguniapada,yes,ghodapada,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,9,ghodapada,0,1.35,0,2.6,3.95,ganjam,beguniapada,ghodapada
5906,2291,ganjam,yes,beguniapada,yes,k.barida,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,10,k.barida,0,0,0,29.9,29.9,ganjam,beguniapada,k.barida
5907,2304,ganjam,yes,beguniapada,yes,kalimeghi,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,23,kalimeghi,NA,NA,NA,NA,NA,ganjam,beguniapada,kalimeghi
5908,2292,ganjam,yes,beguniapada,yes,khandianai,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,11,khandianai,0,0,0,18.9,18.9,ganjam,beguniapada,khandianai
5909,2293,ganjam,yes,beguniapada,yes,kumbharagam,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,12,kumbharagam,6.55,1.3,0,13.7,21.55,ganjam,beguniapada,kumbharagam
5910,2294,ganjam,yes,beguniapada,yes,mardakote,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,13,mardakote,0,0,0,12.1,12.1,ganjam,beguniapada,mardakote
5911,2295,ganjam,yes,beguniapada,yes,mardamekha,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,14,mardamekha,1.75,0.75,0,21.3,23.8,ganjam,beguniapada,mardamekha
5912,2296,ganjam,yes,beguniapada,yes,mathasarasingi,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,15,mathasarasingi,0,0,0,7.75,7.75,ganjam,beguniapada,mathasarasingi
5913,2297,ganjam,yes,beguniapada,yes,phasi,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,16,phasi,1.3,0,0,1.6,2.9,ganjam,beguniapada,phasi
5914,2298,ganjam,yes,beguniapada,yes,sanaustapada,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,17,sanaustapada,0,0,0,1,1,ganjam,beguniapada,sanaustapada
5915,2299,ganjam,yes,beguniapada,yes,sandhamula,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,18,sandhamula,0,0.75,0,17.9,18.65,ganjam,beguniapada,sandhamula
5916,2300,ganjam,yes,beguniapada,yes,sankuda,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,19,sankuda,0,0,0,15.15,15.15,ganjam,beguniapada,sankuda
5917,2301,ganjam,yes,beguniapada,yes,soura chachina,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,20,soura chachina,4.95,2.05,0,9.15,16.15,ganjam,beguniapada,soura chachina
5918,2302,ganjam,yes,beguniapada,yes,sumandal,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,21,sumandal,0,0,0,8.4,8.4,ganjam,beguniapada,sumandal
5919,2303,ganjam,yes,beguniapada,yes,talasara,yes,125,125 kabisuryanagar,aska,odisha,ganjam,beguniapada,22,talasara,0,4.7,0,43.3,48,ganjam,beguniapada,talasara
5920,2505,ganjam,yes,kabisuryanagar,yes,athagada patana,yes,125,125 kabisuryanagar,aska,odisha,ganjam,kabisuryanagar,1,athagada patana,0,0,0,3.9,3.9,ganjam,kabisuryanagar,athagada patana
5921,2506,ganjam,yes,kabisuryanagar,yes,badamahuri,yes,125,125 kabisuryanagar,aska,odisha,ganjam,kabisuryanagar,2,badamahuri,0.3,0,0,12.2,12.5,ganjam,kabisuryanagar,badamahuri
5922,2509,ganjam,yes,kabisuryanagar,yes,baunsia,yes,125,125 kabisuryanagar,aska,odisha,ganjam,kabisuryanagar,5,baunsia,3.7,0,0,26.6,30.3,ganjam,kabisuryanagar,baunsia
5923,2512,ganjam,yes,kabisuryanagar,yes,budhamba,yes,125,125 kabisuryanagar,aska,odisha,ganjam,kabisuryanagar,8,budhamba,3.7,0,0,37.65,41.35,ganjam,kabisuryanagar,budhamba
