g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Sl.No,s_gp,SC,ST,Minority,Others,Total,updated_district_name,updated_block_name,updated_gp_name
2077,908,bhadrak,yes,bhadrak,yes,rahanja,yes,44,44 bhadrak,bhadrak (sc),odisha,bhadrak,bhadrak,32,rahanja,11.5,1.7,0,66.5,79.7,bhadrak,bhadrak,rahanja
2078,909,bhadrak,yes,bhadrak,yes,rambhila,yes,44,44 bhadrak,bhadrak (sc),odisha,bhadrak,bhadrak,33,rambhila,13.7,6.6,0,111.6,131.9,bhadrak,bhadrak,rambhila
2079,910,bhadrak,yes,bhadrak,yes,randia,yes,44,44 bhadrak,bhadrak (sc),odisha,bhadrak,bhadrak,34,randia,0.8,5,0,34.1,39.9,bhadrak,bhadrak,randia
2080,911,bhadrak,yes,bhadrak,yes,sabarang,yes,44,44 bhadrak,bhadrak (sc),odisha,bhadrak,bhadrak,35,sabarang,16.2,0,0.3,64.6,81.1,bhadrak,bhadrak,sabarang
2081,912,bhadrak,yes,bhadrak,yes,sahada,yes,44,44 bhadrak,bhadrak (sc),odisha,bhadrak,bhadrak,36,sahada,65,0,0,173.1,238.1,bhadrak,bhadrak,sahada
2082,841,bhadrak,yes,basudevpur,yes,adhuan,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,1,adhuan,37.5,0,0,111.8,149.3,bhadrak,basudevpur,adhuan
2083,842,bhadrak,yes,basudevpur,yes,andola,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,2,andola,4,0,0,59.4,63.4,bhadrak,basudevpur,andola
2084,843,bhadrak,yes,basudevpur,yes,arandua,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,3,arandua,13.7,0,0,130.1,143.8,bhadrak,basudevpur,arandua
2085,844,bhadrak,yes,basudevpur,yes,artung,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,4,artung,1.5,0,0,40.9,42.4,bhadrak,basudevpur,artung
2086,845,bhadrak,yes,basudevpur,yes,aruhan,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,5,aruhan,9.6,0,0,99.3,108.9,bhadrak,basudevpur,aruhan
2087,846,bhadrak,yes,basudevpur,yes,balimeda,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,6,balimeda,12.8,0,0,53.2,66,bhadrak,basudevpur,balimeda
2088,847,bhadrak,yes,basudevpur,yes,balimunda,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,7,balimunda,0.8,0,0,109.6,110.4,bhadrak,basudevpur,balimunda
2089,848,bhadrak,yes,basudevpur,yes,barandua,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,8,barandua,10.8,0,0,59.1,69.9,bhadrak,basudevpur,barandua
2090,849,bhadrak,yes,basudevpur,yes,bideipur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,9,bideipur,4.1,0,0,184.7,188.8,bhadrak,basudevpur,bideipur
2091,875,bhadrak,yes,basudevpur,yes,binobabhabenagar,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,35,binobabhabenagar,NA,NA,NA,NA,NA,bhadrak,basudevpur,binobabhabenagar
2092,850,bhadrak,yes,basudevpur,yes,biras,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,10,biras,2.3,0,0,69.2,71.5,bhadrak,basudevpur,biras
2093,851,bhadrak,yes,basudevpur,yes,brahmangaon,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,11,brahmangaon,22.7,0,7.4,138.1,168.2,bhadrak,basudevpur,brahmangaon
2094,852,bhadrak,yes,basudevpur,yes,chudamani,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,12,chudamani,24.5,0,0,115,139.5,bhadrak,basudevpur,chudamani
2095,853,bhadrak,yes,basudevpur,yes,eram,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,13,eram,0.9,0,0,54.5,55.4,bhadrak,basudevpur,eram
2096,854,bhadrak,yes,basudevpur,yes,ertal,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,14,ertal,4.7,0,0,34.1,38.8,bhadrak,basudevpur,ertal
2097,855,bhadrak,yes,basudevpur,yes,gobindapur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,15,gobindapur,1.5,0,0,42,43.5,bhadrak,basudevpur,gobindapur
2098,876,bhadrak,yes,basudevpur,yes,gopabandhunagar,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,36,gopabandhunagar,NA,NA,NA,NA,NA,bhadrak,basudevpur,gopabandhunagar
2099,856,bhadrak,yes,basudevpur,yes,guagadhia,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,16,guagadhia,27.5,0,0.3,74.4,102.2,bhadrak,basudevpur,guagadhia
2100,857,bhadrak,yes,basudevpur,yes,jagannathprasad,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,17,jagannathprasad,26.8,0,0,65.6,92.4,bhadrak,basudevpur,jagannathprasad
2101,858,bhadrak,yes,basudevpur,yes,jagannathpur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,18,jagannathpur,0,0,0,85.4,85.4,bhadrak,basudevpur,jagannathpur
2102,859,bhadrak,yes,basudevpur,yes,karanjadia,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,19,karanjadia,13.5,0,0,65.3,78.8,bhadrak,basudevpur,karanjadia
2103,860,bhadrak,yes,basudevpur,yes,kharidabinayakpur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,20,kharidabinayakpur,0,0,0.7,219.6,220.3,bhadrak,basudevpur,kharidabinayakpur
2104,861,bhadrak,yes,basudevpur,yes,kismatkrushnapur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,21,kismatkrushnapur,8.4,0,0,106.2,114.6,bhadrak,basudevpur,kismatkrushnapur
2105,862,bhadrak,yes,basudevpur,yes,kumarpur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,22,kumarpur,2.2,0,0,7.9,10.1,bhadrak,basudevpur,kumarpur
2106,863,bhadrak,yes,basudevpur,yes,laxmidaspur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,23,laxmidaspur,0.5,0,0,147,147.5,bhadrak,basudevpur,laxmidaspur
2107,864,bhadrak,yes,basudevpur,yes,lunga,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,24,lunga,11.8,0,0,44.2,56,bhadrak,basudevpur,lunga
2108,865,bhadrak,yes,basudevpur,yes,naikanidihi,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,25,naikanidihi,2.3,0,0,98.1,100.4,bhadrak,basudevpur,naikanidihi
2109,866,bhadrak,yes,basudevpur,yes,narsingpur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,26,narsingpur,1.5,0,4.9,103,109.4,bhadrak,basudevpur,narsingpur
2110,867,bhadrak,yes,basudevpur,yes,nuagaon,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,27,nuagaon,18.2,0,0,30.6,48.8,bhadrak,basudevpur,nuagaon
2111,868,bhadrak,yes,basudevpur,yes,padhuan,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,28,padhuan,20.5,0,0,69.1,89.6,bhadrak,basudevpur,padhuan
2112,869,bhadrak,yes,basudevpur,yes,padmapur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,29,padmapur,6.2,0,0,108.6,114.8,bhadrak,basudevpur,padmapur
2113,870,bhadrak,yes,basudevpur,yes,rajgharpokhari,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,30,rajgharpokhari,9.8,0,0,51.8,61.6,bhadrak,basudevpur,rajgharpokhari
2114,871,bhadrak,yes,basudevpur,yes,sanakrushnapur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,31,sanakrushnapur,2.3,0,0,126,128.3,bhadrak,basudevpur,sanakrushnapur
2115,873,bhadrak,yes,basudevpur,yes,sasubhuasuni,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,33,sasubhuasuni,NA,NA,NA,NA,NA,bhadrak,basudevpur,sasubhuasuni
2116,872,bhadrak,yes,basudevpur,yes,sudarsanpur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,32,sudarsanpur,5.1,0,0,71.1,76.2,bhadrak,basudevpur,sudarsanpur
2117,874,bhadrak,yes,basudevpur,yes,sugo,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,basudevpur,34,sugo,13.1,0,0,122.3,135.4,bhadrak,basudevpur,sugo
2118,1038,bhadrak,yes,tihidi,yes,bhatapada,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,tihidi,6,bhatapada,19.5,1.2,1.1,154.2,176,bhadrak,tihidi,bhatapada
2119,1034,bhadrak,yes,tihidi,yes,bahabalpur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,tihidi,2,bahabalpur,19.5,0,0,64.8,84.3,bhadrak,tihidi,bahabalpur
2120,1049,bhadrak,yes,tihidi,yes,kolha,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,tihidi,17,kolha,21.1,1.2,0.6,115.8,138.7,bhadrak,tihidi,kolha
2121,1051,bhadrak,yes,tihidi,yes,maharampur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,tihidi,19,maharampur,8.5,0,0,51,59.5,bhadrak,tihidi,maharampur
2122,1055,bhadrak,yes,tihidi,yes,nayananada,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,tihidi,23,nayananada,25,0.9,0,34.1,60,bhadrak,tihidi,nayananada
2123,1043,bhadrak,yes,tihidi,yes,fathepur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,tihidi,11,fathepur,11.1,0,0,101.1,112.2,bhadrak,tihidi,fathepur
2124,1052,bhadrak,yes,tihidi,yes,mangalapur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,tihidi,20,mangalapur,9.4,0,0,39.3,48.7,bhadrak,tihidi,mangalapur
2125,1053,bhadrak,yes,tihidi,yes,mukundapur,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,tihidi,21,mukundapur,79.1,0,0,168,247.1,bhadrak,tihidi,mukundapur
2126,1059,bhadrak,yes,tihidi,yes,saya,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,tihidi,27,saya,45.3,0,0,96.5,141.8,bhadrak,tihidi,saya
2127,1060,bhadrak,yes,tihidi,yes,sindol,yes,45,45 basudevpur,bhadrak (sc),odisha,bhadrak,tihidi,28,sindol,14,0,1.9,110.7,126.6,bhadrak,tihidi,sindol
2128,1000,bhadrak,yes,dhamnagar,yes,anandapur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,1,anandapur,11,0,0,103.7,114.7,bhadrak,dhamnagar,anandapur
2129,1001,bhadrak,yes,dhamnagar,yes,arjunpur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,2,arjunpur,23.2,0.2,0,120.4,143.8,bhadrak,dhamnagar,arjunpur
2130,1002,bhadrak,yes,dhamnagar,yes,asurali,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,3,asurali,19.7,17,0,75.2,111.9,bhadrak,dhamnagar,asurali
2131,1003,bhadrak,yes,dhamnagar,yes,bamkura,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,4,bamkura,51.8,0,0,67.4,119.2,bhadrak,dhamnagar,bamkura
2132,1004,bhadrak,yes,dhamnagar,yes,bayangdihi,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,5,bayangdihi,32.1,0,37.1,53.5,122.7,bhadrak,dhamnagar,bayangdihi
2133,1005,bhadrak,yes,dhamnagar,yes,bhagabanpur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,6,bhagabanpur,8.7,1.3,0,114.9,124.9,bhadrak,dhamnagar,bhagabanpur
2134,1006,bhadrak,yes,dhamnagar,yes,bhatasahi,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,7,bhatasahi,3.2,0,0,79.7,82.9,bhadrak,dhamnagar,bhatasahi
2135,1007,bhadrak,yes,dhamnagar,yes,chudakuti,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,8,chudakuti,3.4,0,12.2,95.5,111.1,bhadrak,dhamnagar,chudakuti
2136,1008,bhadrak,yes,dhamnagar,yes,daipur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,9,daipur,14.5,0.5,0,91.4,106.4,bhadrak,dhamnagar,daipur
2137,1009,bhadrak,yes,dhamnagar,yes,dalanga,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,10,dalanga,8.8,0,0,66.2,75,bhadrak,dhamnagar,dalanga
2138,1031,bhadrak,yes,dhamnagar,yes,dhamnagar,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,32,dhamnagar,NA,NA,NA,NA,NA,bhadrak,dhamnagar,dhamnagar
2139,1010,bhadrak,yes,dhamnagar,yes,dhusuri,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,11,dhusuri,2,6,0.3,87.7,96,bhadrak,dhamnagar,dhusuri
2140,1011,bhadrak,yes,dhamnagar,yes,dobal,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,12,dobal,2.2,0,0,43.3,45.5,bhadrak,dhamnagar,dobal
2141,1012,bhadrak,yes,dhamnagar,yes,fateipur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,13,fateipur,5.3,0,0,83.6,88.9,bhadrak,dhamnagar,fateipur
2142,1013,bhadrak,yes,dhamnagar,yes,gadiali,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,14,gadiali,11.2,0,0,63.4,74.6,bhadrak,dhamnagar,gadiali
2143,1014,bhadrak,yes,dhamnagar,yes,govindapur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,15,govindapur,26.6,0.2,0,94.6,121.4,bhadrak,dhamnagar,govindapur
2144,1015,bhadrak,yes,dhamnagar,yes,hasnabad,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,16,hasnabad,3.6,0,0,81.3,84.9,bhadrak,dhamnagar,hasnabad
2145,1032,bhadrak,yes,dhamnagar,yes,jainagar,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,33,jainagar,NA,NA,NA,NA,NA,bhadrak,dhamnagar,jainagar
2146,1016,bhadrak,yes,dhamnagar,yes,kalyani,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,17,kalyani,10.6,0,0,47.3,57.9,bhadrak,dhamnagar,kalyani
2147,1017,bhadrak,yes,dhamnagar,yes,karada,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,18,karada,8.2,0,0,48.4,56.6,bhadrak,dhamnagar,karada
2148,1018,bhadrak,yes,dhamnagar,yes,kasimpur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,19,kasimpur,23,0,0,35.8,58.8,bhadrak,dhamnagar,kasimpur
2149,1019,bhadrak,yes,dhamnagar,yes,katasahi,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,20,katasahi,17.9,0.4,0,86.2,104.5,bhadrak,dhamnagar,katasahi
2150,1020,bhadrak,yes,dhamnagar,yes,khadipada,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,21,khadipada,2,0,0,18.5,20.5,bhadrak,dhamnagar,khadipada
2151,1021,bhadrak,yes,dhamnagar,yes,khaparpada,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,22,khaparpada,2.8,0,0,81.9,84.7,bhadrak,dhamnagar,khaparpada
2152,1022,bhadrak,yes,dhamnagar,yes,kothar,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,23,kothar,33.4,0,0,74.3,107.7,bhadrak,dhamnagar,kothar
2153,1023,bhadrak,yes,dhamnagar,yes,musthafapur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,24,musthafapur,5.4,8.8,16.6,41.6,72.4,bhadrak,dhamnagar,musthafapur
2154,1024,bhadrak,yes,dhamnagar,yes,nadigaon,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,25,nadigaon,31.6,0,2.4,135.3,169.3,bhadrak,dhamnagar,nadigaon
2155,1025,bhadrak,yes,dhamnagar,yes,padhani,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,26,padhani,1.7,0,0,82.4,84.1,bhadrak,dhamnagar,padhani
2156,1026,bhadrak,yes,dhamnagar,yes,palasahi,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,27,palasahi,47.7,0,0,109.1,156.8,bhadrak,dhamnagar,palasahi
2157,1027,bhadrak,yes,dhamnagar,yes,radhaballavpur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,28,radhaballavpur,6.7,0,0,73.8,80.5,bhadrak,dhamnagar,radhaballavpur
2158,1028,bhadrak,yes,dhamnagar,yes,raipur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,29,raipur,28,0,0,161.7,189.7,bhadrak,dhamnagar,raipur
2159,1029,bhadrak,yes,dhamnagar,yes,sahaspur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,30,sahaspur,36,0,28.6,87.4,152,bhadrak,dhamnagar,sahaspur
2160,1030,bhadrak,yes,dhamnagar,yes,sohada,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,dhamnagar,31,sohada,68.2,0,0.7,111.2,180.1,bhadrak,dhamnagar,sohada
2161,1056,bhadrak,yes,tihidi,yes,paliabindha,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,24,paliabindha,3.9,0,2.4,115.7,122,bhadrak,tihidi,paliabindha
2162,1033,bhadrak,yes,tihidi,yes,achak,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,1,achak,11.8,0,11.8,68.2,91.8,bhadrak,tihidi,achak
2163,1036,bhadrak,yes,tihidi,yes,baro,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,4,baro,101.2,0,0,83.9,185.1,bhadrak,tihidi,baro
2164,1039,bhadrak,yes,tihidi,yes,bilana,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,7,bilana,18.3,0,0,39.8,58.1,bhadrak,tihidi,bilana
2165,1040,bhadrak,yes,tihidi,yes,bodak,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,8,bodak,79.8,0,0,193.5,273.3,bhadrak,tihidi,bodak
2166,1042,bhadrak,yes,tihidi,yes,dolasahi,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,10,dolasahi,12.2,0.3,5.8,99.9,118.2,bhadrak,tihidi,dolasahi
2167,1045,bhadrak,yes,tihidi,yes,guamal,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,13,guamal,63.5,0,0,94.6,158.1,bhadrak,tihidi,guamal
2168,1048,bhadrak,yes,tihidi,yes,kanpada,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,16,kanpada,198.6,0,0,0,198.6,bhadrak,tihidi,kanpada
2169,1050,bhadrak,yes,tihidi,yes,kubera,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,18,kubera,25.1,0,0,183.3,208.4,bhadrak,tihidi,kubera
2170,1061,bhadrak,yes,tihidi,yes,syamsundarpur,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,29,syamsundarpur,55.8,0,0,96.7,152.5,bhadrak,tihidi,syamsundarpur
2171,1062,bhadrak,yes,tihidi,yes,talagopabindha,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,30,talagopabindha,21.2,0,0,65.1,86.3,bhadrak,tihidi,talagopabindha
2172,1063,bhadrak,yes,tihidi,yes,talapada,yes,46,46 dhamnagar,bhadrak (sc),odisha,bhadrak,tihidi,31,talapada,37.1,0,0,34.4,71.5,bhadrak,tihidi,talapada
2173,961,bhadrak,yes,chandabali,yes,aradi,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,1,aradi,15.8,0,0,108.4,124.2,bhadrak,chandabali,aradi
2174,962,bhadrak,yes,chandabali,yes,badaostia,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,2,badaostia,1.7,0,0,54.2,55.9,bhadrak,chandabali,badaostia
2175,963,bhadrak,yes,chandabali,yes,bajarpur,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,3,bajarpur,18.3,0,0,120.7,139,bhadrak,chandabali,bajarpur
2176,997,bhadrak,yes,chandabali,yes,baligaon,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,37,baligaon,NA,NA,NA,NA,NA,bhadrak,chandabali,baligaon
2177,964,bhadrak,yes,chandabali,yes,bansada,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,4,bansada,35.3,0.7,0,25.9,61.9,bhadrak,chandabali,bansada
2178,965,bhadrak,yes,chandabali,yes,bhatapada,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,5,bhatapada,0.9,0,0,104.4,105.3,bhadrak,chandabali,bhatapada
2179,966,bhadrak,yes,chandabali,yes,bhuinbruti,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,6,bhuinbruti,54,0,0,38,92,bhadrak,chandabali,bhuinbruti
2180,967,bhadrak,yes,chandabali,yes,bijaynagar,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,7,bijaynagar,6.5,0,0,80.7,87.2,bhadrak,chandabali,bijaynagar
2181,998,bhadrak,yes,chandabali,yes,chandbali,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,38,chandbali,NA,NA,NA,NA,NA,bhadrak,chandabali,chandbali
2182,968,bhadrak,yes,chandabali,yes,chardia,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,8,chardia,73,0,0.5,106,179.5,bhadrak,chandabali,chardia
2183,969,bhadrak,yes,chandabali,yes,dhamara,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,9,dhamara,15.2,0,0,62.7,77.9,bhadrak,chandabali,dhamara
2184,970,bhadrak,yes,chandabali,yes,dosinga,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,10,dosinga,8.9,3.8,31.1,187.2,231,bhadrak,chandabali,dosinga
2185,971,bhadrak,yes,chandabali,yes,ghatapur,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,11,ghatapur,13.6,0,0,109.2,122.8,bhadrak,chandabali,ghatapur
2186,972,bhadrak,yes,chandabali,yes,gopinathpur,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,12,gopinathpur,3.8,0,0,201.3,205.1,bhadrak,chandabali,gopinathpur
2187,973,bhadrak,yes,chandabali,yes,jagula,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,13,jagula,27,0,0,75.3,102.3,bhadrak,chandabali,jagula
2188,974,bhadrak,yes,chandabali,yes,jaleswarpur,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,14,jaleswarpur,14.4,0,0,73.2,87.6,bhadrak,chandabali,jaleswarpur
2189,975,bhadrak,yes,chandabali,yes,jashipur,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,15,jashipur,45.2,0,0.2,134.7,180.1,bhadrak,chandabali,jashipur
2190,976,bhadrak,yes,chandabali,yes,kaithakolha,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,16,kaithakolha,0.2,0.3,12.7,87.6,100.8,bhadrak,chandabali,kaithakolha
2191,977,bhadrak,yes,chandabali,yes,kandagaradi,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,17,kandagaradi,3.3,0.6,0,10.9,14.8,bhadrak,chandabali,kandagaradi
2192,978,bhadrak,yes,chandabali,yes,karanjamal,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,18,karanjamal,34.5,0,0,152.5,187,bhadrak,chandabali,karanjamal
2193,979,bhadrak,yes,chandabali,yes,karanpalli,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,19,karanpalli,0.6,0,0,77.1,77.7,bhadrak,chandabali,karanpalli
2194,980,bhadrak,yes,chandabali,yes,khadalpokhari,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,20,khadalpokhari,6.6,0,0,136,142.6,bhadrak,chandabali,khadalpokhari
2195,981,bhadrak,yes,chandabali,yes,kheranga,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,21,kheranga,15,0,0,60.8,75.8,bhadrak,chandabali,kheranga
2196,982,bhadrak,yes,chandabali,yes,madhapur,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,22,madhapur,11.4,0,0,90.3,101.7,bhadrak,chandabali,madhapur
2197,983,bhadrak,yes,chandabali,yes,mahulia,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,23,mahulia,0.9,0,0,73.6,74.5,bhadrak,chandabali,mahulia
2198,984,bhadrak,yes,chandabali,yes,mausudha,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,24,mausudha,3.4,0,0,83,86.4,bhadrak,chandabali,mausudha
2199,985,bhadrak,yes,chandabali,yes,motto,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,25,motto,0.5,0,0.3,83.2,84,bhadrak,chandabali,motto
2200,986,bhadrak,yes,chandabali,yes,nalagohira,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,26,nalagohira,52.9,0,0,222.4,275.3,bhadrak,chandabali,nalagohira
2201,987,bhadrak,yes,chandabali,yes,nalgunda,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,27,nalgunda,6,0,0,111.3,117.3,bhadrak,chandabali,nalgunda
2202,988,bhadrak,yes,chandabali,yes,nandapur,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,28,nandapur,1.7,0,0,99.9,101.6,bhadrak,chandabali,nandapur
2203,989,bhadrak,yes,chandabali,yes,nuagaon,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,29,nuagaon,5,0.5,0,39.8,45.3,bhadrak,chandabali,nuagaon
2204,990,bhadrak,yes,chandabali,yes,olaga,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,30,olaga,32.4,2,0,89.8,124.2,bhadrak,chandabali,olaga
2205,991,bhadrak,yes,chandabali,yes,orasahi,yes,47,47 chandabal,bhadrak (sc),odisha,bhadrak,chandabali,31,orasahi,2.2,0,0,10.4,12.6,bhadrak,chandabali,orasahi
