State,District,Block,Sl. No,Name of Gram Panchayat,SC,ST,Minority,Others,Total
Odisha,Cuttack,Nischintakoili,2,Babujanga,4.6,0.7,2,18.3,25.6
Odisha,Cuttack,Nischintakoili,3,Badakhira,3.6,0,0,34.7,38.3
Odisha,Cuttack,Nischintakoili,4,Baliapada,1.3,0,0,36.3,37.6
Odisha,Cuttack,Nischintakoili,5,Bandhakatia,3.4,0,0,37.1,40.5
Odisha,Cuttack,Nischintakoili,6,Bandhupur,4.3,0,0,4.4,8.7
Odisha,Cuttack,Nischintakoili,7,Barado,2.1,0,0,4.8,6.9
Odisha,Cuttack,Nischintakoili,8,Buhalo,0.7,0,0,22.5,23.2
Odisha,Cuttack,Nischintakoili,9,Daudpur,77.5,0,4.3,191.5,273.3
Odisha,Cuttack,Nischintakoili,10,Fagola,1.9,0,14.7,10.8,27.4
Odisha,Cuttack,Nischintakoili,11,Isaniberhampur,6.8,0,0,3.7,10.5
Odisha,Cuttack,Nischintakoili,12,Jairampur,0.7,0,16.5,0,17.2
Odisha,Cuttack,Nischintakoili,13,Jamara,9.1,0,0,71.8,80.9
Odisha,Cuttack,Nischintakoili,14,Janardanpur,3.5,0,0,9.5,13
Odisha,Cuttack,Nischintakoili,15,Jhadeswarpur,5.1,0,2.3,23.5,30.9
Odisha,Cuttack,Nischintakoili,16,Jignipur,2.3,0,6.4,36.2,44.9
Odisha,Cuttack,Nischintakoili,17,Kalamishri,2.1,0,0,21.2,23.3
Odisha,Cuttack,Nischintakoili,18,Katarpara,0.6,0,1.5,9.3,11.4
Odisha,Cuttack,Nischintakoili,19,Katikata,12.9,0,13.3,36.4,62.6
Odisha,Cuttack,Nischintakoili,20,Kendupatana,7.3,0,0,37.4,44.7
Odisha,Cuttack,Nischintakoili,21,Kentalo,8.6,1.9,1.6,48.6,60.7
Odisha,Cuttack,Nischintakoili,22,Kerilo,0.9,0,0,17.9,18.8
Odisha,Cuttack,Nischintakoili,23,Kolanpur,0.7,0,0,3.6,4.3
Odisha,Cuttack,Nischintakoili,24,Mahammadpur,15.7,0,0.9,38.3,54.9
Odisha,Cuttack,Nischintakoili,25,Manijanga,2,0,1.5,5.7,9.2
Odisha,Cuttack,Nischintakoili,26,Manpur,2.9,0,2.3,7.6,12.8
Odisha,Cuttack,Nischintakoili,27,Nagaspur,2.6,0,4.8,13.1,20.5
Odisha,Cuttack,Nischintakoili,28,Narendrapur,3,0,25.4,49.8,78.2
Odisha,Cuttack,Nischintakoili,29,Natakai,0,0,0,11.8,11.8
Odisha,Cuttack,Nischintakoili,30,Nemalo,3.9,0,1.7,14,19.6
Odisha,Cuttack,Nischintakoili,31,Nischintakoili,1.3,0,0,10.4,11.7
Odisha,Cuttack,Nischintakoili,32,Orti,26.7,0,0,47.8,74.5
Odisha,Cuttack,Nischintakoili,33,Palada,5.8,0,2.4,2.4,10.6
Odisha,Cuttack,Nischintakoili,34,Ramakrushnpur,1.2,0,25.4,8.4,35
Odisha,Cuttack,Nischintakoili,35,Santapur,0,0,0,26.7,26.7
Odisha,Cuttack,Nischintakoili,36,Sarapada,3.5,0,2.1,42.5,48.1
Odisha,Cuttack,Nischintakoili,37,Sirlo,7.3,0,1.7,13,22
Odisha,Cuttack,Nischintakoili,38,Sukarpada,13.7,0,21.4,28.6,63.7
Odisha,Cuttack,Nischintakoili,39,Tarota,35,0,0,65.1,100.1
Odisha,Cuttack,Nischintakoili,40,Tilakana,11.2,0,0,23.1,34.3
Odisha,Cuttack,Nischintakoili,41,Uttarkul,3.6,0,0.7,31.9,36.2
Odisha,Cuttack,Nischintakoili,42,Taratasasan,,,,,
Odisha,Cuttack,Nischintakoili,,Total,310.4,2.6,155.9,1160.3,1629.2
Odisha,Cuttack,Salipur,1,Bahugram,13.4,0,4.3,6.2,23.9
Odisha,Cuttack,Salipur,2,Balisahi,13.8,2.6,0,6.3,22.7
Odisha,Cuttack,Salipur,3,Barigol,8,0,2.9,10.6,21.5
Odisha,Cuttack,Salipur,4,Bhimdaspur,8.1,0,1.5,41.6,51.2
Odisha,Cuttack,Salipur,5,Champati,2.2,0,0,1.6,3.8
Odisha,Cuttack,Salipur,6,Chandradeipur,1.7,0,2.1,3.2,7
Odisha,Cuttack,Salipur,7,Chhanipur,6.9,0,4.7,10.9,22.5
Odisha,Cuttack,Salipur,8,Gopinathpur,0.4,0,0,5.2,5.6
Odisha,Cuttack,Salipur,9,Gujarpur,1.6,0,0.3,1.2,3.1
Odisha,Cuttack,Salipur,10,Katarapa,7.3,0,0,17,24.3
Odisha,Cuttack,Salipur,11,Madhyakachha,7.2,13.9,9.9,42.8,73.8
Odisha,Cuttack,Salipur,12,Mahajanpur,3.1,0,0,1.6,4.7
Odisha,Cuttack,Salipur,13,Malasasna,27.7,0,6.5,38.5,72.7
Odisha,Cuttack,Salipur,14,Mirzapur,16.3,0,44.1,44.3,104.7
Odisha,Cuttack,Salipur,15,Mohan,2.6,0,0.9,1,4.5
Odisha,Cuttack,Salipur,16,Mutarifa,2.3,0,1.6,3,6.9
Odisha,Cuttack,Salipur,17,Naiguan,5.7,0,1,7.4,14.1
Odisha,Cuttack,Salipur,18,Nandola,10.6,4.6,34.9,5.4,55.5
Odisha,Cuttack,Salipur,19,Naranda,9.1,0,0,45.8,54.9
Odisha,Cuttack,Salipur,20,Odasingh,2.3,0,34.6,16.2,53.1
Odisha,Cuttack,Salipur,21,Paschimakacha,3.2,0,2.3,8.4,13.9
Odisha,Cuttack,Salipur,22,Pikol,21.7,0,9.4,8.3,39.4
Odisha,Cuttack,Salipur,23,Purunahat,22.5,0,0,34.3,56.8
Odisha,Cuttack,Salipur,24,Raisunguda,4,0,2.3,6.4,12.7
Odisha,Cuttack,Salipur,25,Ramakrushnapur,18.8,0,0,32,50.8
Odisha,Cuttack,Salipur,26,Rameswar,37.4,0,10.5,16.7,64.6
Odisha,Cuttack,Salipur,27,Ratilo,1.8,0,0,15.3,17.1
Odisha,Cuttack,Salipur,28,Satyabhamapur,1.6,0,0,9.9,11.5
Odisha,Cuttack,Salipur,29,Sidho,4,0,0,10.4,14.4
Odisha,Cuttack,Salipur,30,Sisua,4.3,0.7,0,16.1,21.1
Odisha,Cuttack,Salipur,31,Souri,14.3,0,12.5,27.2,54
Odisha,Cuttack,Salipur,32,Sudhakhanda,15.7,0.7,0,64.3,80.7
Odisha,Cuttack,Salipur,33,Tarito,22.6,10.6,6.8,21.5,61.5
Odisha,Cuttack,Salipur,34,Tentola,16.5,1.3,0,17.9,35.7
Odisha,Cuttack,Salipur,35,Trilochanpur,0.7,0,0.3,4.6,5.6
Odisha,Cuttack,Salipur,,Total,339.4,34.4,193.4,603.1,1170.3
Odisha,Cuttack,Tangi- Choudwar,1,Agrahat,0,1,0,9.3,10.3
Odisha,Cuttack,Tangi- Choudwar,2,Badasamantarapur,1.4,0,0,21.7,23.1
Odisha,Cuttack,Tangi- Choudwar,3,Banipada,0,0,0,2.4,2.4
Odisha,Cuttack,Tangi- Choudwar,4,Berhampur,0,0.3,0.9,48.8,50
Odisha,Cuttack,Tangi- Choudwar,5,Bhatimunda,1.2,0.2,0,5.6,7
Odisha,Cuttack,Tangi- Choudwar,6,Garudagaon,0.3,4.5,0,26.8,31.6
Odisha,Cuttack,Tangi- Choudwar,7,Govindpur,9.5,0,0,12.7,22.2
Odisha,Cuttack,Tangi- Choudwar,8,Harianta,4.3,0,0,14.4,18.7
Odisha,Cuttack,Tangi- Choudwar,9,Jaripada,2.1,0,0.3,29.7,32.1
Odisha,Cuttack,Tangi- Choudwar,10,Kakhadi,1,1,0,17.5,19.5
Odisha,Cuttack,Tangi- Choudwar,11,Kanheipur,5.1,6.8,3.4,24,39.3
Odisha,Cuttack,Tangi- Choudwar,12,Karanji,1,40.3,0,45.9,87.2
Odisha,Cuttack,Tangi- Choudwar,13,Kayalpada,3.3,6.9,0,38.5,48.7
Odisha,Cuttack,Tangi- Choudwar,14,Kotsahi,2.5,0,0,22,24.5
Odisha,Cuttack,Tangi- Choudwar,15,Magura Dhanamandala,11.7,0,2.7,67.8,82.2
Odisha,Cuttack,Tangi- Choudwar,16,Mahisalanda,0,6.8,0,34.7,41.5
Odisha,Cuttack,Tangi- Choudwar,17,Mangarajpur,2.7,4.5,0,53,60.2
Odisha,Cuttack,Tangi- Choudwar,18,Nakhara,3,0,0,28.7,31.7
Odisha,Cuttack,Tangi- Choudwar,19,Napanga,1.9,0,0,25.3,27.2
Odisha,Cuttack,Tangi- Choudwar,20,Salagaon,0.7,0,0,68.4,69.1
Odisha,Cuttack,Tangi- Choudwar,21,Sankarpur,0,0,0,40,40
Odisha,Cuttack,Tangi- Choudwar,22,Sofo,0,5,0,29.2,34.2
Odisha,Cuttack,Tangi- Choudwar,23,Uchapada,1.3,2.1,0,14.1,17.5
Odisha,Cuttack,Tangi- Choudwar,24,Indranipatna,,,,,
Odisha,Cuttack,Tangi- Choudwar,,Total,53,79.4,7.3,680.5,820.2
Odisha,Cuttack,Tigiria,1,Achalkota,7.5,1.7,0,53.5,62.7
Odisha,Cuttack,Tigiria,2,Badanauput,2.9,0,0,20.2,23.1
Odisha,Cuttack,Tigiria,3,Baliput,0,0.3,0,6.9,7.2
Odisha,Cuttack,Tigiria,4,Bhiruda,0.7,0.4,0,33.2,34.3
Odisha,Cuttack,Tigiria,5,Bhogada,1,2.1,0,10,13.1
Odisha,Cuttack,Tigiria,6,Bindhanima,0,0,0,15.3,15.3
Odisha,Cuttack,Tigiria,7,Gadadharpur,2.2,0,0,33.1,35.3
Odisha,Cuttack,Tigiria,8,Hatanala,0.7,0,0,31.1,31.8
Odisha,Cuttack,Tigiria,9,Jemadeipur,4.7,0,5.8,23.5,34
Odisha,Cuttack,Tigiria,10,Nizigargh,0,0,0.3,13.1,13.4
Odisha,Cuttack,Tigiria,11,Nuapatna,0,0,0,13.4,13.4
Odisha,Cuttack,Tigiria,12,Panchagaon,0,0,0,7.8,7.8
Odisha,Cuttack,Tigiria,13,Puruna Tigiria,0,0,0,41,41
Odisha,Cuttack,Tigiria,14,Sompada,0.3,0,0,18.9,19.2
Odisha,Cuttack,Tigiria,,Total,20,4.5,6.1,321,351.6
Odisha,Deogarh,Barkote,1,Ballam,3.1,28.8,0,32.3,64.2
Odisha,Deogarh,Barkote,2,Ballanda,30.05,9.55,0,17,56.6
Odisha,Deogarh,Barkote,3,Bamparada,15.85,35.9,0,19.5,71.25
Odisha,Deogarh,Barkote,4,Basaloi,25.65,23.2,0,37.25,86.1
Odisha,Deogarh,Barkote,5,Bijayanagar,8.2,22.95,0,10,41.15
Odisha,Deogarh,Barkote,6,Dandasingha,28.05,8.9,0,33.1,70.05
Odisha,Deogarh,Barkote,7,Danra,31.95,24.3,0,77.75,134
Odisha,Deogarh,Barkote,8,Dantaribahal,0.6,25.8,0,28.1,54.5
Odisha,Deogarh,Barkote,9,Golabandha,10.35,9.8,0,12.75,32.9
Odisha,Deogarh,Barkote,10,Gursang,13.75,23.3,0,11.25,48.3
Odisha,Deogarh,Barkote,11,Jharakandhal,28.85,42.5,0,13.5,84.85
Odisha,Deogarh,Barkote,12,Kadupada,10.8,26.5,0,33,70.3
Odisha,Deogarh,Barkote,13,Kaliapal,3.05,44.2,0,12.15,59.4
Odisha,Deogarh,Barkote,14,Kalla,9.95,5.25,0,14.5,29.7
Odisha,Deogarh,Barkote,15,Kandhal,22.65,0.6,0,16.85,40.1
Odisha,Deogarh,Barkote,16,Kantapali,2.25,67,0,13.9,83.15
Odisha,Deogarh,Barkote,17,Kaunsibahal,27.55,8.3,0,21.1,56.95
Odisha,Deogarh,Barkote,18,Kelda,5.65,31.2,0,10.7,47.55
Odisha,Deogarh,Barkote,19,Madhyapur,59.35,4.95,0,83.65,147.95
Odisha,Deogarh,Barkote,20,Raitabahal,7.3,6.85,0,27,41.15
Odisha,Deogarh,Barkote,21,Rambhei,14.25,123.9,0.75,30.05,168.95
Odisha,Deogarh,Barkote,22,Saida,12.25,17.85,0,13.1,43.2
Odisha,Deogarh,Barkote,23,Saruali,23.65,92.2,0,11.35,127.2
Odisha,Deogarh,Barkote,24,Singsal,5.2,30.75,0,10.25,46.2
Odisha,Deogarh,Barkote,,Total,400.3,714.55,0.75,590.1,1705.7
Odisha,Deogarh,Reamal,1,Adas,0.3,21.6,0,18.3,40.2
Odisha,Deogarh,Reamal,2,Baghbar,10.5,32.3,0,13.9,56.7
Odisha,Deogarh,Reamal,3,Budhapal,26.55,7.55,0,14.55,48.65
Odisha,Deogarh,Reamal,4,Budido,7,12.5,0,12.85,32.35
Odisha,Deogarh,Reamal,5,Chadeimara,3.9,4.6,0,27.85,36.35
Odisha,Deogarh,Reamal,6,Gundiapali,22.85,64.4,0,38.4,125.65
Odisha,Deogarh,Reamal,7,Kantabahal,16,46.9,0,11.2,74.1
Odisha,Deogarh,Reamal,8,Karlaga,38.2,26.65,9.55,46.9,121.3
Odisha,Deogarh,Reamal,9,Khilei,18.85,21.8,0,24.35,65
Odisha,Deogarh,Reamal,10,Kolhabasa,0,24.35,0,9.7,34.05
Odisha,Deogarh,Reamal,11,Kundheigola,9.25,11.9,0,18.15,39.3
Odisha,Deogarh,Reamal,12,Lulang,1.05,50.8,0,11,62.85
Odisha,Deogarh,Reamal,13,Mahaleipada,15,19.4,0,31.5,65.9
Odisha,Deogarh,Reamal,14,Naulipada,15.35,9.5,0,15.9,40.75
Odisha,Deogarh,Reamal,15,Nuadihi,15.45,20.9,0,5.25,41.6
Odisha,Deogarh,Reamal,16,Nuapada,6,0,0,10.7,16.7
Odisha,Deogarh,Reamal,17,Palsama,30.2,37.15,0,34.5,101.85
Odisha,Deogarh,Reamal,18,Para,22.5,16.45,0,24.35,63.3
Odisha,Deogarh,Reamal,19,Reamal,13.7,0.3,0,33.65,47.65
Odisha,Deogarh,Reamal,20,Tabada,8.15,55.6,0,10.35,74.1
Odisha,Deogarh,Reamal,21,Tarange,20.55,20.5,0,17.7,58.75
Odisha,Deogarh,Reamal,22,Tentalabahal,9.9,28.55,0,4.25,42.7
Odisha,Deogarh,Reamal,23,Tinkbir,2.5,15.95,0,11.9,30.35
Odisha,Deogarh,Reamal,24,Tuhilamal,0.5,5.8,0,14,20.3
Odisha,Deogarh,Reamal,25,Tungamal,7.3,5.05,0,3.65,16
Odisha,Deogarh,Reamal,26,Utunia,18.35,39.75,0,7.9,66
Odisha,Deogarh,Reamal,,Total,339.9,600.25,9.55,472.75,1422.45
Odisha,Deogarh,Tileibani,1,Badchapal,9.25,5.2,0,4.4,18.85
Odisha,Deogarh,Tileibani,2,Baniakilinda,8.5,32.15,0,13.8,54.45
Odisha,Deogarh,Tileibani,3,Cheplipali,25.25,32.45,0,31.6,89.3
Odisha,Deogarh,Tileibani,4,Dholpada,7.4,58.95,0,13.25,79.6
Odisha,Deogarh,Tileibani,5,Dimirikuda,6.15,37,0,4.3,47.45
Odisha,Deogarh,Tileibani,6,Dudhianali,4.75,54.25,0,17.45,76.45
Odisha,Deogarh,Tileibani,7,Gandam,3,11.6,0,6.75,21.35
Odisha,Deogarh,Tileibani,8,Jharagogua,3.95,39.75,0,3.05,46.75
Odisha,Deogarh,Tileibani,9,Jharmunda,1.05,47.3,0,2.35,50.7
Odisha,Deogarh,Tileibani,10,Kalanda,7,21.8,0,13.45,42.25
Odisha,Deogarh,Tileibani,11,Kansar,18.15,89.9,0,15.8,123.85
Odisha,Deogarh,Tileibani,12,Kendeijhori,3.35,35.75,0,7.35,46.45
Odisha,Deogarh,Tileibani,13,Laimora,9.5,213.55,0,18.65,241.7
Odisha,Deogarh,Tileibani,14,Palakudar,0.3,22.4,0,3.2,25.9
Odisha,Deogarh,Tileibani,15,Parposi,0,21.1,0,1.75,22.85
Odisha,Deogarh,Tileibani,16,Sado,0.8,52.5,0,8.05,61.35
Odisha,Deogarh,Tileibani,17,Suguda,3.35,7.3,0,10.95,21.6
Odisha,Deogarh,Tileibani,18,Tainsar,12.55,26.45,0,15.35,54.35
Odisha,Deogarh,Tileibani,19,Talkundi,3.2,7.3,0,6.55,17.05
Odisha,Deogarh,Tileibani,20,Tileibani,8.2,45.95,0,16.45,70.6
Odisha,Deogarh,Tileibani,,Total,135.7,862.65,0,214.5,1212.85
Odisha,Dhenkanal,Bhuban,1,Arakhapal,23.9,0,0,18.9,42.8
Odisha,Dhenkanal,Bhuban,2,Balibo,21.6,15,0,57.2,93.8
Odisha,Dhenkanal,Bhuban,3,Baruan (B),1,0.6,0,12.4,14
Odisha,Dhenkanal,Bhuban,4,Bhusal,125.4,28.9,0,47.2,201.5
Odisha,Dhenkanal,Bhuban,5,Dayanabil,17.1,24.3,0,25.7,67.1
Odisha,Dhenkanal,Bhuban,6,Dhalapada,5.8,17,0,23.3,46.1
Odisha,Dhenkanal,Bhuban,7,Dighi,26.5,6.9,0,43.1,76.5
Odisha,Dhenkanal,Bhuban,8,Ekatali,13.9,1.2,0,43.7,58.8
Odisha,Dhenkanal,Bhuban,9,G.N.Prasad,39.8,4.1,0,41.2,85.1
Odisha,Dhenkanal,Bhuban,10,Jamunakote,10.5,1.5,0,9.9,21.9
Odisha,Dhenkanal,Bhuban,11,Jiral,2.9,0,0,19.4,22.3
Odisha,Dhenkanal,Bhuban,12,Kuninda,8.7,11.7,0,39.7,60.1
Odisha,Dhenkanal,Bhuban,13,Mahulpal,22.6,0,0,36.9,59.5
Odisha,Dhenkanal,Bhuban,14,Marthapur,24.9,0.7,0,31.1,56.7
Odisha,Dhenkanal,Bhuban,15,Mathakaragola,7.9,29,0,22.4,59.3
Odisha,Dhenkanal,Bhuban,16,Mrudanga,14.3,3.5,0,22.3,40.1
Odisha,Dhenkanal,Bhuban,17,Odisa,11.3,6.4,0,10.8,28.5
Odisha,Dhenkanal,Bhuban,18,Surapratapapur,26.4,13.4,0,79.1,118.9
Odisha,Dhenkanal,Bhuban,,Total,404.5,164.2,0,584.3,1153
Odisha,Dhenkanal,Dhenkanal,1,Baladiabandha,0.7,5,0,7,12.7
Odisha,Dhenkanal,Dhenkanal,2,Baliamba,13.9,0,0,23,36.9
Odisha,Dhenkanal,Dhenkanal,3,Bansing,15.1,1.6,0,11.4,28.1
Odisha,Dhenkanal,Dhenkanal,4,Barada,18.3,0,0,20.6,38.9
Odisha,Dhenkanal,Dhenkanal,5,Beltikiri,20.8,0.6,0,19.9,41.3
Odisha,Dhenkanal,Dhenkanal,6,Bhaliabolkateni,5.8,22.7,0,9.6,38.1
Odisha,Dhenkanal,Dhenkanal,7,Bhapur,37.2,7.2,0,25.7,70.1
Odisha,Dhenkanal,Dhenkanal,8,Chandrasekhar Prasad,7.7,1.6,0,57.3,66.6
Odisha,Dhenkanal,Dhenkanal,9,Chaulia,9.3,2.7,0,46,58
Odisha,Dhenkanal,Dhenkanal,10,Dharanipatana,11.6,1,0,30.3,42.9
Odisha,Dhenkanal,Dhenkanal,11,Gengutia,7.1,0,0,5.3,12.4
Odisha,Dhenkanal,Dhenkanal,12,Gobindpur,29.2,45.7,0,13.9,88.8
Odisha,Dhenkanal,Dhenkanal,13,Kaeimati,30.1,27.3,0,16.3,73.7
Odisha,Dhenkanal,Dhenkanal,14,Kakudibhaga,17.7,0,0,28.4,46.1
Odisha,Dhenkanal,Dhenkanal,15,Kankadahada,14.3,2,0,9.6,25.9
Odisha,Dhenkanal,Dhenkanal,16,Kankadapala,6,6.2,0,13.8,26
Odisha,Dhenkanal,Dhenkanal,17,Madhusahupatana,25.8,65.5,0,18.9,110.2
Odisha,Dhenkanal,Dhenkanal,18,Mangalpur,6.7,0,0,5.1,11.8
Odisha,Dhenkanal,Dhenkanal,19,Manipur,14.5,0.7,0,16.4,31.6
Odisha,Dhenkanal,Dhenkanal,20,Nadiali,2.1,0,0,10.8,12.9
Odisha,Dhenkanal,Dhenkanal,21,Nagiapasi,3.7,1.2,0,23.4,28.3
Odisha,Dhenkanal,Dhenkanal,22,Nuagaon,5.3,0,0,3.6,8.9
Odisha,Dhenkanal,Dhenkanal,23,Radhadeipur,7.9,1.2,0,15,24.1
Odisha,Dhenkanal,Dhenkanal,24,Sankarpur,15.8,3.2,0,28.4,47.4
Odisha,Dhenkanal,Dhenkanal,25,Sankulei,7.5,6.8,0,6.5,20.8
Odisha,Dhenkanal,Dhenkanal,26,Saptasajya,14.1,1.5,0,16.7,32.3
Odisha,Dhenkanal,Dhenkanal,27,Sogarapasi,13.9,1.3,0,30.5,45.7
Odisha,Dhenkanal,Dhenkanal,28,Suakhaikateni,29.5,8.3,0.3,19.6,57.7
Odisha,Dhenkanal,Dhenkanal,29,Talabarakota,13.7,3.9,3.7,27.5,48.8
Odisha,Dhenkanal,Dhenkanal,30,Tarabha,7.9,3.3,0,4.2,15.4
Odisha,Dhenkanal,Dhenkanal,,Total,413.2,220.5,4,564.7,1202.4
Odisha,Dhenkanal,Gondia,1,Bainsia,6.9,0,0,38.7,45.6
Odisha,Dhenkanal,Gondia,2,Barada,1.2,0,0,28,29.2
Odisha,Dhenkanal,Gondia,3,Bega,26.4,21.8,0,25.3,73.5
Odisha,Dhenkanal,Gondia,4,Bidharapur,17.8,8.5,0,36.4,62.7
Odisha,Dhenkanal,Gondia,5,Dasamanapatana,2.4,1.3,0,32.3,36
Odisha,Dhenkanal,Gondia,6,Deogan,7.6,3.7,0,29.2,40.5
Odisha,Dhenkanal,Gondia,7,Digambarpur,3.8,2.4,0,42.1,48.3
Odisha,Dhenkanal,Gondia,8,Gondia,11.9,1.2,0,20.4,33.5
Odisha,Dhenkanal,Gondia,9,Gundurapasi,27.5,14.7,0,20.2,62.4
Odisha,Dhenkanal,Gondia,10,Joranda,11.2,4.8,0,29.9,45.9
Odisha,Dhenkanal,Gondia,11,Kabera,13.1,1.4,0,26.9,41.4
Odisha,Dhenkanal,Gondia,12,Kaluria,36,0.6,0,19.7,56.3
Odisha,Dhenkanal,Gondia,13,Karmul,54.7,0.6,0,37.5,92.8
Odisha,Dhenkanal,Gondia,14,Kashipur,20.8,6.5,0,23.5,50.8
Odisha,Dhenkanal,Gondia,15,Khandabandha,22.2,0.7,0,33.4,56.3
Odisha,Dhenkanal,Gondia,16,Khankira,16,45.3,0,21.7,83
Odisha,Dhenkanal,Gondia,17,Laulai,11.8,0,0,23.9,35.7
Odisha,Dhenkanal,Gondia,18,Lethaka,20.9,0,0,35.6,56.5
Odisha,Dhenkanal,Gondia,19,Mandar,75.2,16.4,0,23.7,115.3
Odisha,Dhenkanal,Gondia,20,Mathatentulia,15,23.9,0,39.9,78.8
Odisha,Dhenkanal,Gondia,21,Neulpoi,15.9,1.2,0,40.4,57.5
Odisha,Dhenkanal,Gondia,22,Nihalprasad,52.7,1.8,0,48,102.5
Odisha,Dhenkanal,Gondia,23,Pingua,8.4,25.5,0,27.2,61.1
Odisha,Dhenkanal,Gondia,24,Poruhakhoj,0,1.4,0,42.4,43.8
Odisha,Dhenkanal,Gondia,25,Raitola,9.2,7.1,0,17.8,34.1
Odisha,Dhenkanal,Gondia,26,Ratanpur,2.5,0,0,23.5,26
Odisha,Dhenkanal,Gondia,27,Sadangi,16,0.3,0,38.5,54.8
Odisha,Dhenkanal,Gondia,28,Santhapur,0.3,2.3,0,21.9,24.5
Odisha,Dhenkanal,Gondia,29,Sorisiapada,0.3,23.7,0,23.4,47.4
Odisha,Dhenkanal,Gondia,,Total,507.7,217.1,0,871.4,1596.2
Odisha,Dhenkanal,Hindol,1,Asarada,33.4,0,0,16.9,50.3
Odisha,Dhenkanal,Hindol,2,Babandha,60.6,13.8,0,76.3,150.7
Odisha,Dhenkanal,Hindol,3,Bampa,11.5,52.7,0,23.3,87.5
Odisha,Dhenkanal,Hindol,4,Baunsa Pokhari,33,29.4,0,49.9,112.3
Odisha,Dhenkanal,Hindol,5,Buhalipal,24.6,17.7,0,30.2,72.5
Odisha,Dhenkanal,Hindol,6,Chital Pur,35.7,9,0,25.2,69.9
Odisha,Dhenkanal,Hindol,7,Dandiri,13.9,28.7,0,41.7,84.3
Odisha,Dhenkanal,Hindol,8,Dudurkote,48,21.7,0,72.1,141.8
Odisha,Dhenkanal,Hindol,9,Galapada,27.4,4.3,0,27.8,59.5
Odisha,Dhenkanal,Hindol,10,Gandanali,26,2,0,95,123
Odisha,Dhenkanal,Hindol,11,Giridharprasad,25.5,13,0,93.6,132.1
Odisha,Dhenkanal,Hindol,12,Gulehi,14.8,3.6,0,47.8,66.2
Odisha,Dhenkanal,Hindol,13,Hatura,46,23.5,0,61.5,131
Odisha,Dhenkanal,Hindol,14,Jharada,3.3,0,0,37.9,41.2
Odisha,Dhenkanal,Hindol,15,Kadala,18.6,0,0,26.2,44.8
Odisha,Dhenkanal,Hindol,16,Kalinga,17.9,5.1,0,10.3,33.3
Odisha,Dhenkanal,Hindol,17,Kansara,20.1,43.4,0,37.6,101.1
Odisha,Dhenkanal,Hindol,18,Kantamila,27.3,19.6,0,50.3,97.2
Odisha,Dhenkanal,Hindol,19,Karanda,22.2,10.9,0,67.9,101
Odisha,Dhenkanal,Hindol,20,Khaliborei,13.8,7.9,0,45.4,67.1
Odisha,Dhenkanal,Hindol,21,Kintimili,27.8,3.6,0,58.3,89.7
Odisha,Dhenkanal,Hindol,22,Kukuta,11.3,0.2,0,9,20.5
Odisha,Dhenkanal,Hindol,23,Kunua,30.9,14.6,0,39.4,84.9
Odisha,Dhenkanal,Hindol,24,Kutunia,31.2,17.7,0,15.5,64.4
Odisha,Dhenkanal,Hindol,25,Madhapur,21.2,24.6,0,47.4,93.2
Odisha,Dhenkanal,Hindol,26,Mahalunda,21.4,6.8,0,51.9,80.1
Odisha,Dhenkanal,Hindol,27,Nabakishorpur,16.3,29.3,0,44.3,89.9
Odisha,Dhenkanal,Hindol,28,Nuabag,23.2,2,0,50.9,76.1
Odisha,Dhenkanal,Hindol,29,Nuagaon,9.9,12.5,0,9.5,31.9
Odisha,Dhenkanal,Hindol,30,P.P.Kote,22.3,0.7,0,16.9,39.9
Odisha,Dhenkanal,Hindol,31,Patala,17.4,1.2,0,28.3,46.9
Odisha,Dhenkanal,Hindol,32,Ranjagol,20.1,0,0,28.7,48.8
Odisha,Dhenkanal,Hindol,33,Rasol,61.6,22.8,0,49.7,134.1
Odisha,Dhenkanal,Hindol,34,Sanjapada,14.7,6.1,0,38,58.8
Odisha,Dhenkanal,Hindol,35,Thokar,2.4,0.4,0,38.4,41.2
Odisha,Dhenkanal,Hindol,,Total,855.3,448.8,0,1463.1,2767.2
Odisha,Dhenkanal,Kamakhyanagar,1,Analabereni,24.8,5.6,0,42.7,73.1
Odisha,Dhenkanal,Kamakhyanagar,2,Badasuanlo,42.9,52,0,36.3,131.2
Odisha,Dhenkanal,Kamakhyanagar,3,Baisinga,20.6,16.8,0,33.1,70.5
Odisha,Dhenkanal,Kamakhyanagar,4,Baligorad,15.9,3.1,0,30.3,49.3
Odisha,Dhenkanal,Kamakhyanagar,5,Bankual,6.1,19.1,0,19,44.2
Odisha,Dhenkanal,Kamakhyanagar,6,Baruan (K),27.6,39,0,30.2,96.8
Odisha,Dhenkanal,Kamakhyanagar,7,Baunsapal,22.4,13.7,0,57.8,93.9
Odisha,Dhenkanal,Kamakhyanagar,8,Bhairpur,20.6,12.2,0,33.4,66.2
Odisha,Dhenkanal,Kamakhyanagar,9,Budhibil,20.6,4.9,0,19.4,44.9
Odisha,Dhenkanal,Kamakhyanagar,10,Jagannathpur,51.6,8.7,0,38,98.3
Odisha,Dhenkanal,Kamakhyanagar,11,Kadua,44.5,37.5,0,36.5,118.5
Odisha,Dhenkanal,Kamakhyanagar,12,Kanapura,33,61.1,0,31.4,125.5
Odisha,Dhenkanal,Kamakhyanagar,13,Kantapal,34.8,0,0,51,85.8
