State,District,Block,Sl. No,Name of Gram Panchayat,SC,ST,Minority,Others,Total
Odisha,Mayurbhanj,Badasahi,26,Sialighaty,7,45.9,0,35.45,88.35
Odisha,Mayurbhanj,Badasahi,27,Suhagpur,18.1,55.7,0,15.55,89.35
Odisha,Mayurbhanj,Badasahi,28,Talapada,2.4,8.15,0,34.25,44.8
Odisha,Mayurbhanj,Badasahi,29,Tangasole,2.4,46.5,0,15.75,64.65
Odisha,Mayurbhanj,Badasahi,30,Uthaninuagaon,0,30.05,0,7.85,37.9
Odisha,Mayurbhanj,Badasahi,,Total,331.6,1421.75,2,671.15,2426.5
Odisha,Mayurbhanj,Bahalda,1,Anlajodi,4.25,49.8,0,31,85.05
Odisha,Mayurbhanj,Bahalda,2,Asana,8,192.75,0,9.2,209.95
Odisha,Mayurbhanj,Bahalda,3,Badpalsa,8.2,126.85,0,20.6,155.65
Odisha,Mayurbhanj,Bahalda,4,Bahalda,3.7,38.4,0,14.05,56.15
Odisha,Mayurbhanj,Bahalda,5,Basingi,9.15,38.6,0,14.1,61.85
Odisha,Mayurbhanj,Bahalda,6,Bhitaramda,1.3,73.4,0,1.8,76.5
Odisha,Mayurbhanj,Bahalda,7,Gambharia,8.45,78.85,6.2,41.5,135
Odisha,Mayurbhanj,Bahalda,8,Gidighaty,10.25,112.2,0,24.05,146.5
Odisha,Mayurbhanj,Bahalda,9,Jashipur,14.45,148.6,0,8.6,171.65
Odisha,Mayurbhanj,Bahalda,10,Jharadihi,12.25,69,0,26.45,107.7
Odisha,Mayurbhanj,Bahalda,11,Kanki,6.6,71.7,11.1,23.7,113.1
Odisha,Mayurbhanj,Bahalda,12,Soso,16.05,66.55,4.65,47.7,134.95
Odisha,Mayurbhanj,Bahalda,,Total,102.65,1066.7,21.95,262.75,1454.05
Odisha,Mayurbhanj,Bangriposi,1,Badagan,2.6,146.85,0,2.6,152.05
Odisha,Mayurbhanj,Bangriposi,2,Banakati,26.7,83.45,0,25.85,136
Odisha,Mayurbhanj,Bangriposi,3,Bangriposi,6.65,77.2,1.4,27.6,112.85
Odisha,Mayurbhanj,Bangriposi,4,Bhuasuni,16.7,128.6,0,5.25,150.55
Odisha,Mayurbhanj,Bangriposi,5,Brahmangan,4.6,153.55,0,4.7,162.85
Odisha,Mayurbhanj,Bangriposi,6,Budhikhamari,7.1,130.2,0,6.6,143.9
Odisha,Mayurbhanj,Bangriposi,7,Chakidi,0,53.95,0,1,54.95
Odisha,Mayurbhanj,Bangriposi,8,Chandanpur,4.95,61.55,0,22.05,88.55
Odisha,Mayurbhanj,Bangriposi,9,Dhobanisole,2.6,66.3,0,4.1,73
Odisha,Mayurbhanj,Bangriposi,10,Dighi,5.5,70.3,0,19.5,95.3
Odisha,Mayurbhanj,Bangriposi,11,Golamundakata,0,101.7,0,19,120.7
Odisha,Mayurbhanj,Bangriposi,12,Kalabadia,2.6,85.1,0,14,101.7
Odisha,Mayurbhanj,Bangriposi,13,Kumbharmundakata,3.4,70.2,0,15.55,89.15
Odisha,Mayurbhanj,Bangriposi,14,Kusumbandha,8.75,107.9,0,62.1,178.75
Odisha,Mayurbhanj,Bangriposi,15,Nafri,1.3,44.3,0,5.05,50.65
Odisha,Mayurbhanj,Bangriposi,16,Nischinta,3.4,124.1,0,15.05,142.55
Odisha,Mayurbhanj,Bangriposi,17,Pathuri,3.2,37.6,0,4.1,44.9
Odisha,Mayurbhanj,Bangriposi,18,Sorispal,0.5,72.45,0,27.45,100.4
Odisha,Mayurbhanj,Bangriposi,19,Syamsundarpur,26.8,117.35,0,11.3,155.45
Odisha,Mayurbhanj,Bangriposi,,Total,127.35,1732.65,1.4,292.85,2154.25
Odisha,Mayurbhanj,Baripada,1,Badjode,1.25,201.65,1.9,24.05,228.85
Odisha,Mayurbhanj,Baripada,2,Bankisole,0,154.75,0,5.2,159.95
Odisha,Mayurbhanj,Baripada,3,Betna,5.6,143.2,0,12.3,161.1
Odisha,Mayurbhanj,Baripada,4,Bhagbatchandrapur,0,161.65,0,8.7,170.35
Odisha,Mayurbhanj,Baripada,5,Budhikhamari,16.6,138.9,0,20.9,176.4
Odisha,Mayurbhanj,Baripada,6,Chandanpur,20.8,159.85,0,10.95,191.6
Odisha,Mayurbhanj,Baripada,7,Hatikote,0,102.75,0,7.95,110.7
Odisha,Mayurbhanj,Baripada,8,Khadisole,0,8.25,0,15.85,24.1
Odisha,Mayurbhanj,Baripada,9,Laxmiposi,0,71,0,11.3,82.3
Odisha,Mayurbhanj,Baripada,10,Rajabasa,1.1,223.05,0,12.8,236.95
Odisha,Mayurbhanj,Baripada,11,Sankhabhanga,1.2,209.85,0,12.2,223.25
Odisha,Mayurbhanj,Baripada,,Total,46.55,1574.9,1.9,142.2,1765.55
Odisha,Mayurbhanj,Betnoti,1,Agria,26.8,46,0,36.55,109.35
Odisha,Mayurbhanj,Betnoti,2,Ambagadia,0,105.25,0,9.85,115.1
Odisha,Mayurbhanj,Betnoti,3,Anla,5.1,62.7,0,39.6,107.4
Odisha,Mayurbhanj,Betnoti,4,Baisinga,16.9,61.75,0,17.3,95.95
Odisha,Mayurbhanj,Betnoti,5,Betnoti,4.2,87.6,1.3,39.2,132.3
Odisha,Mayurbhanj,Betnoti,6,Chanchhipada,6,27.65,0,29.8,63.45
Odisha,Mayurbhanj,Betnoti,7,Dahikoti,35.9,76.85,0,61.55,174.3
Odisha,Mayurbhanj,Betnoti,8,Gadadeulia,22.1,106.15,0,29.8,158.05
Odisha,Mayurbhanj,Betnoti,9,Hatijhuri,22.85,48.35,0,32.55,103.75
Odisha,Mayurbhanj,Betnoti,10,Jugal,18.35,40.9,0,11,70.25
Odisha,Mayurbhanj,Betnoti,11,Kalama,15.75,59.4,16.65,7.2,99
Odisha,Mayurbhanj,Betnoti,12,Kendua,9,83.3,0,22,114.3
Odisha,Mayurbhanj,Betnoti,13,Mahisasole,2.4,54.55,0,6.9,63.85
Odisha,Mayurbhanj,Betnoti,14,Merda,15.2,112.3,0,25.85,153.35
Odisha,Mayurbhanj,Betnoti,15,Muktapur,11.7,47.3,0,12.75,71.75
Odisha,Mayurbhanj,Betnoti,16,Nadpur,0.3,68.5,0,34.3,103.1
Odisha,Mayurbhanj,Betnoti,17,Patalipura,11.65,64.45,0,19.75,95.85
Odisha,Mayurbhanj,Betnoti,18,Purinda,7.05,23.85,0,22.6,53.5
Odisha,Mayurbhanj,Betnoti,19,Purunia,3.95,73.85,0,29.5,107.3
Odisha,Mayurbhanj,Betnoti,20,Raghupur,3.75,95.25,0,31.4,130.4
Odisha,Mayurbhanj,Betnoti,21,Saitpur,0.3,46.9,0,23,70.2
Odisha,Mayurbhanj,Betnoti,22,Salabani(S)Nahandasole,0,20.9,2.6,9.1,32.6
Odisha,Mayurbhanj,Betnoti,23,Santara,20.7,58.8,3.15,37.8,120.45
Odisha,Mayurbhanj,Betnoti,24,Sathilo,14.65,66.1,0,27.9,108.65
Odisha,Mayurbhanj,Betnoti,,Total,274.6,1538.65,23.7,617.25,2454.2
Odisha,Mayurbhanj,Bijatala,1,Badjharan,5.2,155.6,0,18.1,178.9
Odisha,Mayurbhanj,Bijatala,2,Bankati,9.85,209.05,0,45.9,264.8
Odisha,Mayurbhanj,Bijatala,3,Bijatala,8.55,66.05,0,6.1,80.7
Odisha,Mayurbhanj,Bijatala,4,Chadheipahadi,0,151.9,0,2.9,154.8
Odisha,Mayurbhanj,Bijatala,5,Khanta,8.55,135.7,0,27.45,171.7
Odisha,Mayurbhanj,Bijatala,6,Luhasila,3.5,84.55,0,4.3,92.35
Odisha,Mayurbhanj,Bijatala,7,Madheikocha,0,106.45,0,0.6,107.05
Odisha,Mayurbhanj,Bijatala,8,Manikpur,0,44.7,0,0,44.7
Odisha,Mayurbhanj,Bijatala,9,Mundathakura,11.65,65.95,0,7.15,84.75
Odisha,Mayurbhanj,Bijatala,10,Nusadihi,3.8,83.05,0,5.35,92.2
Odisha,Mayurbhanj,Bijatala,11,Raihari,6.9,212,0,28.65,247.55
Odisha,Mayurbhanj,Bijatala,12,Sargoda,0.95,126.05,0,13.1,140.1
Odisha,Mayurbhanj,Bijatala,,Total,58.95,1441.05,0,159.6,1659.6
Odisha,Mayurbhanj,Bisoi,1,Asana,7.15,101.55,1,13.85,123.55
Odisha,Mayurbhanj,Bisoi,2,Badmanada,5.9,164.55,0,17.1,187.55
Odisha,Mayurbhanj,Bisoi,3,Baneikala,0.55,69.95,0,13.9,84.4
Odisha,Mayurbhanj,Bisoi,4,Bautibeda,8.8,105.55,0,25.6,139.95
Odisha,Mayurbhanj,Bisoi,5,Bhhatchhatar,1.4,60.05,0,17.3,78.75
Odisha,Mayurbhanj,Bisoi,6,Bisoi,13.5,73.6,0,16.05,103.15
Odisha,Mayurbhanj,Bisoi,7,Jagannathpur,5.65,83.9,0,14.2,103.75
Odisha,Mayurbhanj,Bisoi,8,Jodia,2.1,82.3,0,8.4,92.8
Odisha,Mayurbhanj,Bisoi,9,Khadambeda,5.3,146.15,0,7.7,159.15
Odisha,Mayurbhanj,Bisoi,10,Luhakani,4.15,159.1,3.3,57.4,223.95
Odisha,Mayurbhanj,Bisoi,11,Nangal Benta Pokharia,1,69.95,0,4.1,75.05
Odisha,Mayurbhanj,Bisoi,12,Nuagan,1.65,107.6,0,18.5,127.75
Odisha,Mayurbhanj,Bisoi,13,Sanpurunapani,0.85,89.4,0,3.6,93.85
Odisha,Mayurbhanj,Bisoi,,Total,58,1313.65,4.3,217.7,1593.65
Odisha,Mayurbhanj,Gopabandhu Nagar,1,Arapata,18.05,81.8,0,23.05,122.9
Odisha,Mayurbhanj,Gopabandhu Nagar,2,Baradihi,12.7,95.7,0,10.2,118.6
Odisha,Mayurbhanj,Gopabandhu Nagar,3,Bhandgan,2.9,42.5,0,2.45,47.85
Odisha,Mayurbhanj,Gopabandhu Nagar,4,Jaypur,27.35,135.9,0,21.25,184.5
Odisha,Mayurbhanj,Gopabandhu Nagar,5,Kuamara,39.3,119.4,0,39,197.7
Odisha,Mayurbhanj,Gopabandhu Nagar,6,Kusalda,4.95,144.2,0,15.3,164.45
Odisha,Mayurbhanj,Gopabandhu Nagar,7,Pasuda,29.15,57.4,0,25.1,111.65
Odisha,Mayurbhanj,Gopabandhu Nagar,8,Puruna-Baripada,20.7,83.65,1.2,25.1,130.65
Odisha,Mayurbhanj,Gopabandhu Nagar,9,Ranibandha,2.3,176.05,0,16.65,195
Odisha,Mayurbhanj,Gopabandhu Nagar,10,Sainkula,30,61.55,0,49.5,141.05
Odisha,Mayurbhanj,Gopabandhu Nagar,11,Sankhunta,8.8,76.25,0,45.05,130.1
Odisha,Mayurbhanj,Gopabandhu Nagar,12,Silaghaty,4.8,119.65,0,4.2,128.65
Odisha,Mayurbhanj,Gopabandhu Nagar,13,Titia,6.6,42.95,0,14.65,64.2
Odisha,Mayurbhanj,Gopabandhu Nagar,,Total,207.6,1237,1.2,291.5,1737.3
Odisha,Mayurbhanj,Jamada,1,Bad Dundu,5.35,89.65,138.3,10.55,243.85
Odisha,Mayurbhanj,Jamada,2,Bad Kuleibira,5.4,102.7,0,14.85,122.95
Odisha,Mayurbhanj,Jamada,3,Hensda,1.6,237.65,0,8.95,248.2
Odisha,Mayurbhanj,Jamada,4,Jamda,8.4,99.05,0,34.8,142.25
Odisha,Mayurbhanj,Jamada,5,Jarkani,0.75,107.4,0,6.25,114.4
Odisha,Mayurbhanj,Jamada,6,Moranda,6.85,119.15,0,29.25,155.25
Odisha,Mayurbhanj,Jamada,7,Pasna,10.6,128.05,0,7.4,146.05
Odisha,Mayurbhanj,Jamada,8,Talagaon,7.95,155.3,0,17.1,180.35
Odisha,Mayurbhanj,Jamada,9,Tarana,7.5,153.35,3.95,16.45,181.25
Odisha,Mayurbhanj,Jamada,10,Tendra,8.45,95.45,0,4.65,108.55
Odisha,Mayurbhanj,Jamada,,Total,62.85,1287.75,142.25,150.25,1643.1
Odisha,Mayurbhanj,Jashipur,1,Astakuanr,0,56.6,0,1,57.6
Odisha,Mayurbhanj,Jashipur,2,Barehipani,0,52.2,0,0,52.2
Odisha,Mayurbhanj,Jashipur,3,Baunsanali,1.3,114.45,0,1.75,117.5
Odisha,Mayurbhanj,Jashipur,4,Begunia,3.6,129.4,0,8.4,141.4
Odisha,Mayurbhanj,Jashipur,5,Chakidi,0,129.9,0,2.85,132.75
Odisha,Mayurbhanj,Jashipur,6,Dhalabani,0.3,122.8,0,3.45,126.55
Odisha,Mayurbhanj,Jashipur,7,Durdura,4.65,135.55,0,6.2,146.4
Odisha,Mayurbhanj,Jashipur,8,Ektali,2.95,124.65,1.5,9.3,138.4
Odisha,Mayurbhanj,Jashipur,9,Gudugudia,1,49.8,0,9.55,60.35
Odisha,Mayurbhanj,Jashipur,10,Jamdasahi,1.5,6.3,3.8,16.3,27.9
Odisha,Mayurbhanj,Jashipur,11,Jamukeswar,0,110.9,0,12.7,123.6
Odisha,Mayurbhanj,Jashipur,12,Jashipur,7.9,81.1,1.3,6.1,96.4
Odisha,Mayurbhanj,Jashipur,13,Mahardapalsa,7.65,23.5,0,20.7,51.85
Odisha,Mayurbhanj,Jashipur,14,Mannada,5.3,54.5,0,7.35,67.15
Odisha,Mayurbhanj,Jashipur,15,Matiagarh,8.75,107.55,0,14.5,130.8
Odisha,Mayurbhanj,Jashipur,16,Maudi,13.15,14.8,0,43.35,71.3
Odisha,Mayurbhanj,Jashipur,17,Pantho,2.6,12.9,0,6.5,22
Odisha,Mayurbhanj,Jashipur,18,Podagarh,3.75,117.85,0,3.15,124.75
Odisha,Mayurbhanj,Jashipur,19,Rugudi,3.9,118.75,0,2.35,125
Odisha,Mayurbhanj,Jashipur,20,Tangabila,5.6,89,0,8.7,103.3
Odisha,Mayurbhanj,Jashipur,,Total,73.9,1652.5,6.6,184.2,1917.2
Odisha,Mayurbhanj,Kaptipada,1,Bad Bisole,13.5,84.1,0,24.1,121.7
Odisha,Mayurbhanj,Kaptipada,2,Bad Khaladi,6.8,52,0,23.5,82.3
Odisha,Mayurbhanj,Kaptipada,3,Badgudugudia,13.35,93.55,0,26.05,132.95
Odisha,Mayurbhanj,Kaptipada,4,Chakradharpur,0.45,46.65,0,1.8,48.9
Odisha,Mayurbhanj,Kaptipada,5,Debla,0.75,53.7,0,2.15,56.6
Odisha,Mayurbhanj,Kaptipada,6,Dewanbahali,0,115.6,0,24.55,140.15
Odisha,Mayurbhanj,Kaptipada,7,Jadida,3.1,77.15,0,20,100.25
Odisha,Mayurbhanj,Kaptipada,8,Jambani,8.6,29,0,18,55.6
Odisha,Mayurbhanj,Kaptipada,9,Jayantipata-Samil-Jamdiha,3.25,77.1,0,21.6,101.95
Odisha,Mayurbhanj,Kaptipada,10,Jhinkpada,11.9,41.75,0,13.65,67.3
Odisha,Mayurbhanj,Kaptipada,11,Kalamgadia,3.35,72.5,0,8.05,83.9
Odisha,Mayurbhanj,Kaptipada,12,Kaptipada,11.3,64.45,0,30.4,106.15
Odisha,Mayurbhanj,Kaptipada,13,Kolialam,14.9,90.15,0,21.1,126.15
Odisha,Mayurbhanj,Kaptipada,14,Labanyadeipur,0,49.3,0,28.4,77.7
Odisha,Mayurbhanj,Kaptipada,15,Majhigadia,0,99.3,0,8.45,107.75
Odisha,Mayurbhanj,Kaptipada,16,Mankadapada,0,106.1,0,13.4,119.5
Odisha,Mayurbhanj,Kaptipada,17,Notto,0,98.35,0,11.65,110
Odisha,Mayurbhanj,Kaptipada,18,Nudadiha,11.75,51.35,0,36.4,99.5
Odisha,Mayurbhanj,Kaptipada,19,Padmapokhari,0,70.5,0,25.45,95.95
Odisha,Mayurbhanj,Kaptipada,20,Pedagadi,15.1,58.3,0,36.95,110.35
Odisha,Mayurbhanj,Kaptipada,21,Pingu,9,51.95,0,33.25,94.2
Odisha,Mayurbhanj,Kaptipada,22,Ramchandrapur,0,63.05,0,1.35,64.4
Odisha,Mayurbhanj,Kaptipada,23,Ranipokhari,2.35,64.7,0,2.85,69.9
Odisha,Mayurbhanj,Kaptipada,24,Salchua,3.05,71,0,18.45,92.5
Odisha,Mayurbhanj,Kaptipada,25,Sarat,2.95,72.55,0,5.75,81.25
Odisha,Mayurbhanj,Kaptipada,26,Sardiha,1.8,69.1,0,16.85,87.75
Odisha,Mayurbhanj,Kaptipada,,Total,137.25,1823.25,0,474.15,2434.65
Odisha,Mayurbhanj,Karanjia,1,Badadeuli,13.4,89.05,0,18.3,120.75
Odisha,Mayurbhanj,Karanjia,2,Badagaon,22.6,90.55,0,13.1,126.25
Odisha,Mayurbhanj,Karanjia,3,Bala,0,60.15,0,16.3,76.45
Odisha,Mayurbhanj,Karanjia,4,Batpalsa,0,70.1,0,10.8,80.9
Odisha,Mayurbhanj,Karanjia,5,Chitraposi,0,58.25,0,11.65,69.9
Odisha,Mayurbhanj,Karanjia,6,Dori,3.15,139.15,1.6,21.1,165
Odisha,Mayurbhanj,Karanjia,7,Dudhiani,0,43.2,0,0,43.2
Odisha,Mayurbhanj,Karanjia,8,Ghosda,2.6,53.25,1.3,14.55,71.7
Odisha,Mayurbhanj,Karanjia,9,Kerkera,10.8,80.45,0,7.1,98.35
Odisha,Mayurbhanj,Karanjia,10,Kuliposi,5.5,166.3,0,21.95,193.75
Odisha,Mayurbhanj,Karanjia,11,Miriginendi,0,92.55,0,0,92.55
Odisha,Mayurbhanj,Karanjia,12,Patbil,14,169.85,0,13.2,197.05
Odisha,Mayurbhanj,Karanjia,13,Rasamtola,14.95,71.95,2,18.7,107.6
Odisha,Mayurbhanj,Karanjia,14,Sarangagarh,0.6,87.1,0,3.9,91.6
Odisha,Mayurbhanj,Karanjia,15,Tato,13.8,55.25,0.35,9.55,78.95
Odisha,Mayurbhanj,Karanjia,,Total,101.4,1327.15,5.25,180.2,1614
Odisha,Mayurbhanj,Khunta,1,Badfeni,4.65,101.9,0,2.9,109.45
Odisha,Mayurbhanj,Khunta,2,Badpathara,0.3,160.25,0,24.05,184.6
Odisha,Mayurbhanj,Khunta,3,Bahanada,15.1,150.4,0,16.05,181.55
Odisha,Mayurbhanj,Khunta,4,Bangara,8.8,83.05,0,26.2,118.05
Odisha,Mayurbhanj,Khunta,5,Basipitha,6.8,92.15,0.3,18.95,118.2
Odisha,Mayurbhanj,Khunta,6,Bholagadia,21.45,92.85,0,11.1,125.4
Odisha,Mayurbhanj,Khunta,7,Brundabanchandrapur,1.3,88.95,0,11.5,101.75
Odisha,Mayurbhanj,Khunta,8,Dengam,0.3,90.45,0,2.85,93.6
Odisha,Mayurbhanj,Khunta,9,Dukura,18.95,97.6,0,35.05,151.6
Odisha,Mayurbhanj,Khunta,10,Gadigaon,9.85,146.75,0,11.45,168.05
Odisha,Mayurbhanj,Khunta,11,Ghanghera,24,153.7,0,19.1,196.8
Odisha,Mayurbhanj,Khunta,12,Karkachia,18.6,144.15,0,17.55,180.3
Odisha,Mayurbhanj,Khunta,13,Laxanasahi,4.8,157.55,0,31.15,193.5
Odisha,Mayurbhanj,Khunta,14,Sapanchua,1.3,115.7,0,18.8,135.8
Odisha,Mayurbhanj,Khunta,,Total,136.2,1675.45,0.3,246.7,2058.65
Odisha,Mayurbhanj,Kuliana,1,Baiganbadia,9.25,50.3,0,13.75,73.3
Odisha,Mayurbhanj,Kuliana,2,Bhagabanpur,4.65,59.4,0,6.55,70.6
Odisha,Mayurbhanj,Kuliana,3,Chandua,5.85,144.7,0,6.05,156.6
Odisha,Mayurbhanj,Kuliana,4,Dumurdiha,14.15,134.05,0,16.55,164.75
Odisha,Mayurbhanj,Kuliana,5,Gangraj,2.3,47.05,0,6.45,55.8
Odisha,Mayurbhanj,Kuliana,6,Gendapokhari,6.1,75.1,0,10.55,91.75
Odisha,Mayurbhanj,Kuliana,7,Goudaruma,7.25,40.6,0,36.6,84.45
Odisha,Mayurbhanj,Kuliana,8,Keutunimari,4.2,124.3,0.9,29.15,158.55
Odisha,Mayurbhanj,Kuliana,9,Kuabuda,1.1,128.65,0,3.9,133.65
Odisha,Mayurbhanj,Kuliana,10,Kuchei,8.45,68.5,0,18.65,95.6
Odisha,Mayurbhanj,Kuliana,11,Kuliana,8.15,110.1,0,22.55,140.8
Odisha,Mayurbhanj,Kuliana,12,Marangtandi,5.8,121.75,0,10.95,138.5
Odisha,Mayurbhanj,Kuliana,13,Nodhana,11.1,144.5,0,68.55,224.15
Odisha,Mayurbhanj,Kuliana,14,Parulia,6.2,49.45,0.45,18.1,74.2
Odisha,Mayurbhanj,Kuliana,15,Patihinja,14.4,123.1,0,4.7,142.2
Odisha,Mayurbhanj,Kuliana,16,Purunapani,0,75.15,0,22.95,98.1
Odisha,Mayurbhanj,Kuliana,17,Saragachhida,9.8,125.5,0,6.5,141.8
Odisha,Mayurbhanj,Kuliana,,Total,118.75,1622.2,1.35,302.5,2044.8
Odisha,Mayurbhanj,Kusumi,1,Aaharbandh,8.85,58.75,0,17.35,84.95
Odisha,Mayurbhanj,Kusumi,2,Badhatnabeda,0,98.6,0,3.5,102.1
Odisha,Mayurbhanj,Kusumi,3,Bhutukabadi,11.35,67.6,0,16.15,95.1
Odisha,Mayurbhanj,Kusumi,4,Chuapani,2.6,104.05,0,9.9,116.55
Odisha,Mayurbhanj,Kusumi,5,Dhangirimuta,0.6,30.05,0,0.6,31.25
Odisha,Mayurbhanj,Kusumi,6,Hatbadra,12.1,82.4,0,24.5,119
Odisha,Mayurbhanj,Kusumi,7,Jaipur,15.5,95.8,0,20.05,131.35
Odisha,Mayurbhanj,Kusumi,8,Jarda,5.7,118.7,0,18.6,143
Odisha,Mayurbhanj,Kusumi,9,Jhipabandha,5.35,78.55,0,15.05,98.95
Odisha,Mayurbhanj,Kusumi,10,Kusumi,14.3,104.7,51.15,38.1,208.25
Odisha,Mayurbhanj,Kusumi,11,Mayurdar,5.45,115.25,0,15.95,136.65
Odisha,Mayurbhanj,Kusumi,12,Talapati,6.95,108.65,0,12.55,128.15
Odisha,Mayurbhanj,Kusumi,13,Talokpokhari,2.9,84.4,0,9.2,96.5
Odisha,Mayurbhanj,Kusumi,14,Uparbeda,4.05,89.25,6.45,31.05,130.8
Odisha,Mayurbhanj,Kusumi,,Total,95.7,1236.75,57.6,232.55,1622.6
Odisha,Mayurbhanj,Morada,1,Barkand,25.45,72.65,0,26.8,124.9
Odisha,Mayurbhanj,Morada,2,Bhaliadiha,1.35,90.25,0,29.8,121.4
Odisha,Mayurbhanj,Morada,3,Chadheigan,7.45,20.15,0,57.1,84.7
Odisha,Mayurbhanj,Morada,4,Chikitamatia,5.9,88.8,0,28.45,123.15
Odisha,Mayurbhanj,Morada,5,Chitrada,25.35,16.4,0.6,45.1,87.45
Odisha,Mayurbhanj,Morada,6,Dantiamuhan,18.15,52.6,0,51.15,121.9
Odisha,Mayurbhanj,Morada,7,Dhadasahi,2.85,19.7,0,8.55,31.1
Odisha,Mayurbhanj,Morada,8,Durgapur,0,57.45,0,1.3,58.75
Odisha,Mayurbhanj,Morada,9,Gadigan,1.3,31.25,0,9.75,42.3
Odisha,Mayurbhanj,Morada,10,Gholamuhan,3.25,68.75,0,11,83
Odisha,Mayurbhanj,Morada,11,Godia,4.9,31.2,0,13.75,49.85
Odisha,Mayurbhanj,Morada,12,Haldipal,11.75,58.65,0,17.7,88.1
Odisha,Mayurbhanj,Morada,13,Jualibhanga,2.05,47.75,0,25.9,75.7
Odisha,Mayurbhanj,Morada,14,Kohi,13.7,57.6,0,14.65,85.95
Odisha,Mayurbhanj,Morada,15,Morada,32.9,24.35,0,25.95,83.2
Odisha,Mayurbhanj,Morada,16,Nuagaon,1,30.85,1.6,12.25,45.7
Odisha,Mayurbhanj,Morada,17,Nuhajhalia,8.8,33.7,0.65,36.6,79.75
Odisha,Mayurbhanj,Morada,18,Palasmunduli,27.7,33.4,0,24.25,85.35
Odisha,Mayurbhanj,Morada,19,Sanmundhabani,27.85,78.15,1.65,20.65,128.3
Odisha,Mayurbhanj,Morada,20,Sureidihi,1.75,30.9,0,16,48.65
Odisha,Mayurbhanj,Morada,,Total,223.45,944.55,4.5,476.7,1649.2
Odisha,Mayurbhanj,Rairangpur,1,Badmouda,11,78.2,0,61.35,150.55
Odisha,Mayurbhanj,Rairangpur,2,Bhalubasa,14.1,54.85,12.85,17.6,99.4
Odisha,Mayurbhanj,Rairangpur,3,Guhaldangri,2.8,142.45,1.2,10.6,157.05
Odisha,Mayurbhanj,Rairangpur,4,Halda,3.5,41.75,0,17.45,62.7
Odisha,Mayurbhanj,Rairangpur,5,Hatia,3.2,83.7,0,5.7,92.6
Odisha,Mayurbhanj,Rairangpur,6,Kuleisila,17.65,112,4.25,26.55,160.45
Odisha,Mayurbhanj,Rairangpur,7,Purunapani,4.6,97.05,0,21.4,123.05
Odisha,Mayurbhanj,Rairangpur,8,Sanpakhana,17.15,120.7,7.45,98.8,244.1
Odisha,Mayurbhanj,Rairangpur,9,Sudarsanpur,11.55,98.95,0,17.9,128.4
Odisha,Mayurbhanj,Rairangpur,,Total,85.55,829.65,25.75,277.35,1218.3
Odisha,Mayurbhanj,Raruan,1,Angarpada,2.05,23.7,0,7.7,33.45
Odisha,Mayurbhanj,Raruan,2,Baidyanath,8.85,119.55,0,5.7,134.1
Odisha,Mayurbhanj,Raruan,3,Bhanjakia,3.2,42.15,0,10.05,55.4
Odisha,Mayurbhanj,Raruan,4,Budamara,0.3,69,0,28,97.3
Odisha,Mayurbhanj,Raruan,5,Gadapalasa,9.7,64.85,0,15.45,90
Odisha,Mayurbhanj,Raruan,6,Ghagarbeda,4.8,73.5,0.9,14.55,93.75
Odisha,Mayurbhanj,Raruan,7,Narasandha,1.95,42.1,0,33.05,77.1
Odisha,Mayurbhanj,Raruan,8,Niunty,2.4,87.1,0,15.7,105.2
Odisha,Mayurbhanj,Raruan,9,Nuagaon,7.9,77.9,0,5.45,91.25
Odisha,Mayurbhanj,Raruan,10,Panpatria,1.75,106.25,0,23.4,131.4
Odisha,Mayurbhanj,Raruan,11,Raruan,9.05,77.75,0,7.75,94.55
Odisha,Mayurbhanj,Raruan,12,Tilakuti,2,77.7,0,4.8,84.5
Odisha,Mayurbhanj,Raruan,,Total,53.95,861.55,0.9,171.6,1088
Odisha,Mayurbhanj,Rasagobindapur,1,Amarda,27,89.85,0,56.7,173.55
Odisha,Mayurbhanj,Rasagobindapur,2,Badampur,0.65,53.95,0,12.05,66.65
Odisha,Mayurbhanj,Rasagobindapur,3,Bhaduasole,0,64.4,0,2.35,66.75
Odisha,Mayurbhanj,Rasagobindapur,4,Chhatna,0.5,53.4,0,8.3,62.2
Odisha,Mayurbhanj,Rasagobindapur,5,Debasole,6.85,79.4,0,13.85,100.1
Odisha,Mayurbhanj,Rasagobindapur,6,Gadighaty,10.1,1.8,0,21.4,33.3
Odisha,Mayurbhanj,Rasagobindapur,7,Jhatiada,19.45,102.75,0,15.1,137.3
Odisha,Mayurbhanj,Rasagobindapur,8,Kamardiha,8.75,48.6,0,14.95,72.3
Odisha,Mayurbhanj,Rasagobindapur,9,Khuntapal,6.1,110.15,0,11.45,127.7
Odisha,Mayurbhanj,Rasagobindapur,10,Nakichua,16.45,89.7,0,37.85,144
Odisha,Mayurbhanj,Rasagobindapur,11,Nalagaza,20.3,131.1,0,16.85,168.25
Odisha,Mayurbhanj,Rasagobindapur,12,Raghabpur,2.05,71.95,0,15.1,89.1
Odisha,Mayurbhanj,Rasagobindapur,13,Rasgovindpur,15.15,54.8,0,8.45,78.4
Odisha,Mayurbhanj,Rasagobindapur,14,Sanamanida,15.4,40.85,0,14.7,70.95
Odisha,Mayurbhanj,Rasagobindapur,15,Sarumula,9.2,101.9,0,7.35,118.45
Odisha,Mayurbhanj,Rasagobindapur,16,Totapada,8.8,48.6,0,30.15,87.55
