s_state,s_district,s_block,Sl. No,s_gp,SC,ST,Minority,Others,Total,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,koraput,semiliguda,11,subai,0,2.55,0,5.2,7.75,4801,koraput,semiliguda,subai
odisha,koraput,semiliguda,12,upper kanti,0,2.4,0,0.3,2.7,4802,koraput,semiliguda,upper kanti
odisha,koraput,semiliguda,13,hataguda,NA,NA,NA,NA,NA,4803,koraput,semiliguda,hataguda
odisha,koraput,semiliguda,14,khudi,NA,NA,NA,NA,NA,4804,koraput,semiliguda,khudi
odisha,koraput,semiliguda,15,kunduli,NA,NA,NA,NA,NA,4805,koraput,semiliguda,kunduli
odisha,koraput,semiliguda,16,pakjholla,NA,NA,NA,NA,NA,4806,koraput,semiliguda,pakjholla
odisha,koraput,semiliguda,17,sadam,NA,NA,NA,NA,NA,4807,koraput,semiliguda,sadam
odisha,malkangiri,kalimela,1,badigeta,12.7,22.7,0,5.15,40.55,4808,malkangiri,kalimela,badigeta
odisha,malkangiri,kalimela,2,badili,16.6,2.05,0,8.5,27.15,4809,malkangiri,kalimela,badili
odisha,malkangiri,kalimela,3,bejangiwada,22.75,73.25,0,17.65,113.65,4810,malkangiri,kalimela,bejangiwada
odisha,malkangiri,kalimela,4,bhubanpally,21.95,52.2,0,7.35,81.5,4811,malkangiri,kalimela,bhubanpally
odisha,malkangiri,kalimela,5,chintalwada,1.75,82.4,0,2.6,86.75,4812,malkangiri,kalimela,chintalwada
odisha,malkangiri,kalimela,6,chitrangpalli,39.7,105.5,0,8.25,153.45,4813,malkangiri,kalimela,chitrangpalli
odisha,malkangiri,kalimela,7,gompakonda,22.8,64.7,0,32.4,119.9,4814,malkangiri,kalimela,gompakonda
odisha,malkangiri,kalimela,8,gumuka,70.2,61.25,0,9.65,141.1,4815,malkangiri,kalimela,gumuka
odisha,malkangiri,kalimela,9,kalimela,34.95,23.95,0,2.8,61.7,4816,malkangiri,kalimela,kalimela
odisha,malkangiri,kalimela,10,kangurukonda,2.1,3,0,7.2,12.3,4817,malkangiri,kalimela,kangurukonda
odisha,malkangiri,kalimela,11,koimetla,39.2,24,0,9.4,72.6,4818,malkangiri,kalimela,koimetla
odisha,malkangiri,kalimela,12,lugel,37.6,38.9,0,5.05,81.55,4819,malkangiri,kalimela,lugel
odisha,malkangiri,kalimela,13,maharajpally,38.5,108.55,0,4.85,151.9,4820,malkangiri,kalimela,maharajpally
odisha,malkangiri,kalimela,14,mallavaram,19.05,134.7,0,2.1,155.85,4821,malkangiri,kalimela,mallavaram
odisha,malkangiri,kalimela,15,mandamkonda,2.9,137.05,0,10.8,150.75,4822,malkangiri,kalimela,mandamkonda
odisha,malkangiri,kalimela,16,mondapalli,18.1,65.15,0,9.3,92.55,4823,malkangiri,kalimela,mondapalli
odisha,malkangiri,kalimela,17,motu,1.75,96.3,0,1.55,99.6,4824,malkangiri,kalimela,motu
odisha,malkangiri,kalimela,18,nalagunti,15.9,2.95,0,0.3,19.15,4825,malkangiri,kalimela,nalagunti
odisha,malkangiri,kalimela,19,pushuguda,10.2,135.7,0,5.65,151.55,4826,malkangiri,kalimela,pushuguda
odisha,malkangiri,kalimela,20,tandabai,15.15,87.45,0,7.3,109.9,4827,malkangiri,kalimela,tandabai
odisha,malkangiri,kalimela,21,telerai,66.75,176.1,0,7,249.85,4828,malkangiri,kalimela,telerai
odisha,malkangiri,kalimela,22,tigal,34.05,84,0,20.45,138.5,4829,malkangiri,kalimela,tigal
odisha,malkangiri,kalimela,NA,venkatapalm,10.2,45,0,5.1,60.3,4830,malkangiri,kalimela,venkatapalm
odisha,malkangiri,khairaput,1,andrahal,0,0.9,0,0,0.9,4831,malkangiri,khairaput,andrahal
odisha,malkangiri,khairaput,2,badadural,6.75,33,0,2.6,42.35,4832,malkangiri,khairaput,badadural
odisha,malkangiri,khairaput,3,govindapally,11.9,54.25,0,8.15,74.3,4833,malkangiri,khairaput,govindapally
odisha,malkangiri,khairaput,4,kadamguda,5.7,36.65,0,9.45,51.8,4834,malkangiri,khairaput,kadamguda
odisha,malkangiri,khairaput,5,khairaput,3.8,50.95,0,17.55,72.3,4835,malkangiri,khairaput,khairaput
odisha,malkangiri,khairaput,6,kudumulugumma,6,30.8,0,10.6,47.4,4836,malkangiri,khairaput,kudumulugumma
odisha,malkangiri,khairaput,7,madakapadar,0,40.35,0,3.65,44,4837,malkangiri,khairaput,madakapadar
odisha,malkangiri,khairaput,8,mudulipada,0,4.25,0,0,4.25,4838,malkangiri,khairaput,mudulipada
odisha,malkangiri,khairaput,9,parkonmala,0,32.3,0,0,32.3,4839,malkangiri,khairaput,parkonmala
odisha,malkangiri,khairaput,10,podaghata,7.35,78.25,0,2.05,87.65,4840,malkangiri,khairaput,podaghata
odisha,malkangiri,khairaput,11,rasabeda,9.95,59.2,0,8.95,78.1,4841,malkangiri,khairaput,rasabeda
odisha,malkangiri,korukonda,1,chitrapari-3,34.85,26.95,0,12.85,74.65,4842,malkangiri,korukonda,chitrapari-3
odisha,malkangiri,korukonda,2,dudameta,5.95,35.8,0,1.3,43.05,4843,malkangiri,korukonda,dudameta
odisha,malkangiri,korukonda,3,kamwada,10.05,30.05,0,12.2,52.3,4844,malkangiri,korukonda,kamwada
odisha,malkangiri,korukonda,4,korukonda,13.8,53.7,0,16.4,83.9,4845,malkangiri,korukonda,korukonda
odisha,malkangiri,korukonda,5,mariwada,12.35,46.5,0,0,58.85,4846,malkangiri,korukonda,mariwada
odisha,malkangiri,korukonda,6,nakamamudi,0.3,22.55,0,0,22.85,4847,malkangiri,korukonda,nakamamudi
odisha,malkangiri,korukonda,7,nilakamberu,17.05,19.6,0,2.45,39.1,4848,malkangiri,korukonda,nilakamberu
odisha,malkangiri,korukonda,8,potrel,35,8.9,0,4.2,48.1,4849,malkangiri,korukonda,potrel
odisha,malkangiri,korukonda,9,puruna chimatapalli,16.85,63.9,0,11.85,92.6,4850,malkangiri,korukonda,puruna chimatapalli
odisha,malkangiri,korukonda,10,somanathpur,81.45,14.3,0,17.05,112.8,4851,malkangiri,korukonda,somanathpur
odisha,malkangiri,korukonda,11,tarlakota,3.6,72.4,0,4.05,80.05,4852,malkangiri,korukonda,tarlakota
odisha,malkangiri,korukonda,12,tumsapalli,12.15,65.95,0,26.55,104.65,4853,malkangiri,korukonda,tumsapalli
odisha,malkangiri,kudumulugumma,1,andrapalli,0,5.45,0,0,5.45,4854,malkangiri,kudumulugumma,andrapalli
odisha,malkangiri,kudumulugumma,2,badapoda,0,8.2,0,0,8.2,4855,malkangiri,kudumulugumma,badapoda
odisha,malkangiri,kudumulugumma,3,badapodar,1.05,93.05,0,4,98.1,4856,malkangiri,kudumulugumma,badapodar
odisha,malkangiri,kudumulugumma,4,chitrakonda,0,0.45,0,0,0.45,4857,malkangiri,kudumulugumma,chitrakonda
odisha,malkangiri,kudumulugumma,5,dhuliput,0,1.75,0,0,1.75,4858,malkangiri,kudumulugumma,dhuliput
odisha,malkangiri,kudumulugumma,6,doraguda,7.4,53.15,0,0,60.55,4859,malkangiri,kudumulugumma,doraguda
odisha,malkangiri,kudumulugumma,7,gajalmamudi,0,3.3,0,0,3.3,4860,malkangiri,kudumulugumma,gajalmamudi
odisha,malkangiri,kudumulugumma,8,guntawada,3.85,17.9,0,1.45,23.2,4861,malkangiri,kudumulugumma,guntawada
odisha,malkangiri,kudumulugumma,9,jantri,0,5.05,0,0,5.05,4862,malkangiri,kudumulugumma,jantri
odisha,malkangiri,kudumulugumma,10,jodambo,0,4.85,0,0,4.85,4863,malkangiri,kudumulugumma,jodambo
odisha,malkangiri,kudumulugumma,11,kapatuti,0,11.2,0,0,11.2,4864,malkangiri,kudumulugumma,kapatuti
odisha,malkangiri,kudumulugumma,12,kurmanur,8.45,14.55,0,1.65,24.65,4865,malkangiri,kudumulugumma,kurmanur
odisha,malkangiri,kudumulugumma,13,nuaguda,0,10.05,0,1.1,11.15,4866,malkangiri,kudumulugumma,nuaguda
odisha,malkangiri,kudumulugumma,14,panasput,0,15.05,0,0.8,15.85,4867,malkangiri,kudumulugumma,panasput
odisha,malkangiri,kudumulugumma,15,paparmetla,1.1,32.25,0,0,33.35,4868,malkangiri,kudumulugumma,paparmetla
odisha,malkangiri,kudumulugumma,16,poplur,1.3,15.05,0,0.65,17,4869,malkangiri,kudumulugumma,poplur
odisha,malkangiri,kudumulugumma,17,ralleguda,0,4.05,0,0,4.05,4870,malkangiri,kudumulugumma,ralleguda
odisha,malkangiri,kudumulugumma,18,tonelcamp,0.75,12.3,0,0.3,13.35,4871,malkangiri,kudumulugumma,tonelcamp
odisha,malkangiri,malkangiri,1,biralaxmanapur,0,27.1,0,4.65,31.75,4872,malkangiri,malkangiri,biralaxmanapur
odisha,malkangiri,malkangiri,2,chalanguda,7.6,155.95,0,9.5,173.05,4873,malkangiri,malkangiri,chalanguda
odisha,malkangiri,malkangiri,3,chakajaganathapur,NA,NA,NA,NA,NA,4874,malkangiri,malkangiri,chakajaganathapur
odisha,malkangiri,malkangiri,4,gangala,4.45,64.15,0,3.85,72.45,4875,malkangiri,malkangiri,gangala
odisha,malkangiri,malkangiri,5,gorakhunta,26.6,52.15,0,3.35,82.1,4876,malkangiri,malkangiri,gorakhunta
odisha,malkangiri,malkangiri,6,goudaguda,1.3,38.75,0,13.25,53.3,4877,malkangiri,malkangiri,goudaguda
odisha,malkangiri,malkangiri,7,jharapali,0.3,53.3,0,0.75,54.35,4878,malkangiri,malkangiri,jharapali
odisha,malkangiri,malkangiri,8,markapalli,0,62.2,0,2.6,64.8,4879,malkangiri,malkangiri,markapalli
odisha,malkangiri,malkangiri,9,matapaka,0,36.35,0,0,36.35,4880,malkangiri,malkangiri,matapaka
odisha,malkangiri,malkangiri,10,padmagiri,20.55,88,0,5.5,114.05,4881,malkangiri,malkangiri,padmagiri
odisha,malkangiri,malkangiri,11,pandripani,0,8.1,0,1.6,9.7,4882,malkangiri,malkangiri,pandripani
odisha,malkangiri,malkangiri,12,pedakonda,11.4,50.6,0,2.95,64.95,4883,malkangiri,malkangiri,pedakonda
odisha,malkangiri,malkangiri,13,pedawada,1.95,19.95,0,1.2,23.1,4884,malkangiri,malkangiri,pedawada
odisha,malkangiri,malkangiri,14,serpalli,0,10,0,0.3,10.3,4885,malkangiri,malkangiri,serpalli
odisha,malkangiri,malkangiri,15,sikhapalli,21.9,41.15,0,5.1,68.15,4886,malkangiri,malkangiri,sikhapalli
odisha,malkangiri,malkangiri,16,sindirimala,2.15,35.35,0,10.85,48.35,4887,malkangiri,malkangiri,sindirimala
odisha,malkangiri,malkangiri,17,tamasa,11.6,48.2,0,3.4,63.2,4888,malkangiri,malkangiri,tamasa
odisha,malkangiri,malkangiri,18,tandapallii,55.25,66.65,0,1.3,123.2,4889,malkangiri,malkangiri,tandapallii
odisha,malkangiri,malkangiri,19,tandiki,0,115.85,0,3.3,119.15,4890,malkangiri,malkangiri,tandiki
odisha,malkangiri,malkangiri,20,udupa,0,169.7,0,0,169.7,4891,malkangiri,malkangiri,udupa
odisha,malkangiri,mathili,1,ambaguda,2.1,24.4,0,3.95,30.45,4892,malkangiri,mathili,ambaguda
odisha,malkangiri,mathili,2,bhandari pangam,0,81.4,0,0,81.4,4893,malkangiri,mathili,bhandari pangam
odisha,malkangiri,mathili,3,bhejaguda,0.3,60,0,13.25,73.55,4894,malkangiri,mathili,bhejaguda
odisha,malkangiri,mathili,4,chaulamendi,5.4,84.2,0,14.25,103.85,4895,malkangiri,mathili,chaulamendi
odisha,malkangiri,mathili,5,chedenga,7.85,139.25,0,14,161.1,4896,malkangiri,mathili,chedenga
odisha,malkangiri,mathili,6,dalapatiguda,12.85,61.9,0,14.1,88.85,4897,malkangiri,mathili,dalapatiguda
odisha,malkangiri,mathili,7,dhungiaput,10.1,101.6,0,9.7,121.4,4898,malkangiri,mathili,dhungiaput
odisha,malkangiri,mathili,8,kamarpalli,3.45,70.1,0,10.7,84.25,4899,malkangiri,mathili,kamarpalli
odisha,malkangiri,mathili,9,kartanpalli,9.1,102.75,0,5.3,117.15,4900,malkangiri,mathili,kartanpalli
odisha,malkangiri,mathili,10,kianga,42.35,176.85,0,20.6,239.8,4901,malkangiri,mathili,kianga
odisha,malkangiri,mathili,11,kothapali,0.3,90.25,0,0,90.55,4902,malkangiri,mathili,kothapali
odisha,malkangiri,mathili,12,kutunipali,12.55,121.25,0,11.4,145.2,4903,malkangiri,mathili,kutunipali
odisha,malkangiri,mathili,13,mahupadar,0.8,80.8,0,5.7,87.3,4904,malkangiri,mathili,mahupadar
odisha,malkangiri,mathili,14,mathili,4.7,12.45,0,30.1,47.25,4905,malkangiri,mathili,mathili
odisha,malkangiri,mathili,15,mecca,5.15,107.15,0,6.2,118.5,4906,malkangiri,mathili,mecca
odisha,malkangiri,mathili,16,nayakguda,2.3,83.2,0,21.75,107.25,4907,malkangiri,mathili,nayakguda
odisha,malkangiri,mathili,17,pangam,10.75,100.75,0,5.4,116.9,4908,malkangiri,mathili,pangam
odisha,malkangiri,mathili,18,salimi,7.35,127.5,0,8.35,143.2,4909,malkangiri,mathili,salimi
odisha,malkangiri,mathili,19,temurupally,1.4,85.8,0,3.3,90.5,4910,malkangiri,mathili,temurupally
odisha,malkangiri,mathili,20,udilibeda,8.15,19.2,0,31.6,58.95,4911,malkangiri,mathili,udilibeda
odisha,malkangiri,podia,1,bapanpally,5.45,79,0,0,84.45,4912,malkangiri,podia,bapanpally
odisha,malkangiri,podia,2,girikanpali,46.35,37,0,2.25,85.6,4913,malkangiri,podia,girikanpali
odisha,malkangiri,podia,3,kaldapally,36.1,120.9,0,15.05,172.05,4914,malkangiri,podia,kaldapally
odisha,malkangiri,podia,4,materu,1.05,92.05,0,0,93.1,4915,malkangiri,podia,materu
odisha,malkangiri,podia,5,niliguda,0.3,46.1,0,0,46.4,4916,malkangiri,podia,niliguda
odisha,malkangiri,podia,6,padia,1.8,33.25,0,14.65,49.7,4917,malkangiri,podia,padia
odisha,malkangiri,podia,7,similibanchha,22.45,122.3,0,2.2,146.95,4918,malkangiri,podia,similibanchha
odisha,malkangiri,podia,8,undrukonda,22.3,64.35,0,0,86.65,4919,malkangiri,podia,undrukonda
odisha,mayurbhanj,badasahi,1,badasahi,14.95,72.15,0,37,124.1,4920,mayurbhanj,badasahi,badasahi
odisha,mayurbhanj,badasahi,2,balabhadrapur,8.9,52.35,0,21.6,82.85,4921,mayurbhanj,badasahi,balabhadrapur
odisha,mayurbhanj,badasahi,3,bhimda,32.75,50.5,2,15.75,101,4922,mayurbhanj,badasahi,bhimda
odisha,mayurbhanj,badasahi,4,bireswarpur,1.8,63.5,0,25.65,90.95,4923,mayurbhanj,badasahi,bireswarpur
odisha,mayurbhanj,badasahi,5,chandanpur,4.45,44.75,0,26.8,76,4924,mayurbhanj,badasahi,chandanpur
odisha,mayurbhanj,badasahi,6,chhelia(a),22.45,24.15,0,12.75,59.35,4925,mayurbhanj,badasahi,chhelia(a)
odisha,mayurbhanj,badasahi,7,deulia,0,45.95,0,5.75,51.7,4926,mayurbhanj,badasahi,deulia
odisha,mayurbhanj,badasahi,8,durgapur,25.9,56.35,0,54.85,137.1,4927,mayurbhanj,badasahi,durgapur
odisha,mayurbhanj,badasahi,9,gudialbandh,13.35,46.05,0,23.6,83,4928,mayurbhanj,badasahi,gudialbandh
odisha,mayurbhanj,badasahi,10,jadunathpur,1,49.3,0,11.3,61.6,4929,mayurbhanj,badasahi,jadunathpur
odisha,mayurbhanj,badasahi,11,jarkani,14.55,47.2,0,18.85,80.6,4930,mayurbhanj,badasahi,jarkani
odisha,mayurbhanj,badasahi,12,joginuagaon,0,35.2,0,17.35,52.55,4931,mayurbhanj,badasahi,joginuagaon
odisha,mayurbhanj,badasahi,13,kendudiha,10.4,24.1,0,43.8,78.3,4932,mayurbhanj,badasahi,kendudiha
odisha,mayurbhanj,badasahi,14,khanua,2.7,49.6,0,2.05,54.35,4933,mayurbhanj,badasahi,khanua
odisha,mayurbhanj,badasahi,15,kochilakhunta,3.6,80.75,0,11.1,95.45,4934,mayurbhanj,badasahi,kochilakhunta
odisha,mayurbhanj,badasahi,16,madhapur,8.4,67.6,0,14.4,90.4,4935,mayurbhanj,badasahi,madhapur
odisha,mayurbhanj,badasahi,17,manatri,28.6,55.9,0,46.3,130.8,4936,mayurbhanj,badasahi,manatri
odisha,mayurbhanj,badasahi,18,mangobindpur,12.9,52.25,0,58.85,124,4937,mayurbhanj,badasahi,mangobindpur
odisha,mayurbhanj,badasahi,19,naupal,0,29.2,0,3.2,32.4,4938,mayurbhanj,badasahi,naupal
odisha,mayurbhanj,badasahi,20,patisari,30.8,53,0,12.05,95.85,4939,mayurbhanj,badasahi,patisari
odisha,mayurbhanj,badasahi,21,paunsia,7.8,39.95,0,15.8,63.55,4940,mayurbhanj,badasahi,paunsia
odisha,mayurbhanj,badasahi,22,pratappur,34.75,60.3,0,29.85,124.9,4941,mayurbhanj,badasahi,pratappur
odisha,mayurbhanj,badasahi,23,purnachandrapur,0.35,79.65,0,2.5,82.5,4942,mayurbhanj,badasahi,purnachandrapur
odisha,mayurbhanj,badasahi,24,salgaon,13.45,6.95,0,21.65,42.05,4943,mayurbhanj,badasahi,salgaon
odisha,mayurbhanj,badasahi,25,sankerko,7.85,48.75,0,29.5,86.1,4944,mayurbhanj,badasahi,sankerko
odisha,mayurbhanj,badasahi,26,sialighaty,7,45.9,0,35.45,88.35,4945,mayurbhanj,badasahi,sialighaty
odisha,mayurbhanj,badasahi,27,suhagpur,18.1,55.7,0,15.55,89.35,4946,mayurbhanj,badasahi,suhagpur
odisha,mayurbhanj,badasahi,28,talapada,2.4,8.15,0,34.25,44.8,4947,mayurbhanj,badasahi,talapada
odisha,mayurbhanj,badasahi,29,tangasole,2.4,46.5,0,15.75,64.65,4948,mayurbhanj,badasahi,tangasole
odisha,mayurbhanj,badasahi,30,uthaninuagaon,0,30.05,0,7.85,37.9,4949,mayurbhanj,badasahi,uthaninuagaon
odisha,mayurbhanj,bahalda,1,anlajodi,4.25,49.8,0,31,85.05,4950,mayurbhanj,bahalda,anlajodi
odisha,mayurbhanj,bahalda,2,asana,8,192.75,0,9.2,209.95,4951,mayurbhanj,bahalda,asana
odisha,mayurbhanj,bahalda,3,badpalsa,8.2,126.85,0,20.6,155.65,4952,mayurbhanj,bahalda,badpalsa
odisha,mayurbhanj,bahalda,4,bahalda,3.7,38.4,0,14.05,56.15,4953,mayurbhanj,bahalda,bahalda
odisha,mayurbhanj,bahalda,5,basingi,9.15,38.6,0,14.1,61.85,4954,mayurbhanj,bahalda,basingi
odisha,mayurbhanj,bahalda,6,bhitaramda,1.3,73.4,0,1.8,76.5,4955,mayurbhanj,bahalda,bhitaramda
odisha,mayurbhanj,bahalda,7,gambharia,8.45,78.85,6.2,41.5,135,4956,mayurbhanj,bahalda,gambharia
odisha,mayurbhanj,bahalda,8,gidighaty,10.25,112.2,0,24.05,146.5,4957,mayurbhanj,bahalda,gidighaty
odisha,mayurbhanj,bahalda,9,jashipur,14.45,148.6,0,8.6,171.65,4958,mayurbhanj,bahalda,jashipur
odisha,mayurbhanj,bahalda,10,jharadihi,12.25,69,0,26.45,107.7,4959,mayurbhanj,bahalda,jharadihi
odisha,mayurbhanj,bahalda,11,kanki,6.6,71.7,11.1,23.7,113.1,4960,mayurbhanj,bahalda,kanki
odisha,mayurbhanj,bahalda,12,soso,16.05,66.55,4.65,47.7,134.95,4961,mayurbhanj,bahalda,soso
odisha,mayurbhanj,bangriposi,1,badagan,2.6,146.85,0,2.6,152.05,4962,mayurbhanj,bangriposi,badagan
odisha,mayurbhanj,bangriposi,2,banakati,26.7,83.45,0,25.85,136,4963,mayurbhanj,bangriposi,banakati
odisha,mayurbhanj,bangriposi,3,bangriposi,6.65,77.2,1.4,27.6,112.85,4964,mayurbhanj,bangriposi,bangriposi
odisha,mayurbhanj,bangriposi,4,bhuasuni,16.7,128.6,0,5.25,150.55,4965,mayurbhanj,bangriposi,bhuasuni
odisha,mayurbhanj,bangriposi,5,brahmangan,4.6,153.55,0,4.7,162.85,4966,mayurbhanj,bangriposi,brahmangan
odisha,mayurbhanj,bangriposi,6,budhikhamari,7.1,130.2,0,6.6,143.9,4967,mayurbhanj,bangriposi,budhikhamari
odisha,mayurbhanj,bangriposi,7,chakidi,0,53.95,0,1,54.95,4968,mayurbhanj,bangriposi,chakidi
odisha,mayurbhanj,bangriposi,8,chandanpur,4.95,61.55,0,22.05,88.55,4969,mayurbhanj,bangriposi,chandanpur
odisha,mayurbhanj,bangriposi,9,dhobanisole,2.6,66.3,0,4.1,73,4970,mayurbhanj,bangriposi,dhobanisole
odisha,mayurbhanj,bangriposi,10,dighi,5.5,70.3,0,19.5,95.3,4971,mayurbhanj,bangriposi,dighi
odisha,mayurbhanj,bangriposi,11,golamundakata,0,101.7,0,19,120.7,4972,mayurbhanj,bangriposi,golamundakata
odisha,mayurbhanj,bangriposi,12,kalabadia,2.6,85.1,0,14,101.7,4973,mayurbhanj,bangriposi,kalabadia
odisha,mayurbhanj,bangriposi,13,kumbharmundakata,3.4,70.2,0,15.55,89.15,4974,mayurbhanj,bangriposi,kumbharmundakata
odisha,mayurbhanj,bangriposi,14,kusumbandha,8.75,107.9,0,62.1,178.75,4975,mayurbhanj,bangriposi,kusumbandha
odisha,mayurbhanj,bangriposi,15,nafri,1.3,44.3,0,5.05,50.65,4976,mayurbhanj,bangriposi,nafri
odisha,mayurbhanj,bangriposi,16,nischinta,3.4,124.1,0,15.05,142.55,4977,mayurbhanj,bangriposi,nischinta
odisha,mayurbhanj,bangriposi,17,pathuri,3.2,37.6,0,4.1,44.9,4978,mayurbhanj,bangriposi,pathuri
odisha,mayurbhanj,bangriposi,18,sorispal,0.5,72.45,0,27.45,100.4,4979,mayurbhanj,bangriposi,sorispal
odisha,mayurbhanj,bangriposi,19,syamsundarpur,26.8,117.35,0,11.3,155.45,4980,mayurbhanj,bangriposi,syamsundarpur
odisha,mayurbhanj,baripada,1,badjode,1.25,201.65,1.9,24.05,228.85,4981,mayurbhanj,baripada,badjode
odisha,mayurbhanj,baripada,2,bankisole,0,154.75,0,5.2,159.95,4982,mayurbhanj,baripada,bankisole
odisha,mayurbhanj,baripada,3,betna,5.6,143.2,0,12.3,161.1,4983,mayurbhanj,baripada,betna
odisha,mayurbhanj,baripada,4,bhagbatchandrapur,0,161.65,0,8.7,170.35,4984,mayurbhanj,baripada,bhagbatchandrapur
odisha,mayurbhanj,baripada,5,budhikhamari,16.6,138.9,0,20.9,176.4,4985,mayurbhanj,baripada,budhikhamari
odisha,mayurbhanj,baripada,6,chandanpur,20.8,159.85,0,10.95,191.6,4986,mayurbhanj,baripada,chandanpur
odisha,mayurbhanj,baripada,7,hatikote,0,102.75,0,7.95,110.7,4987,mayurbhanj,baripada,hatikote
odisha,mayurbhanj,baripada,8,khadisole,0,8.25,0,15.85,24.1,4988,mayurbhanj,baripada,khadisole
odisha,mayurbhanj,baripada,9,laxmiposi,0,71,0,11.3,82.3,4989,mayurbhanj,baripada,laxmiposi
odisha,mayurbhanj,baripada,10,rajabasa,1.1,223.05,0,12.8,236.95,4990,mayurbhanj,baripada,rajabasa
odisha,mayurbhanj,baripada,11,sankhabhanga,1.2,209.85,0,12.2,223.25,4991,mayurbhanj,baripada,sankhabhanga
odisha,mayurbhanj,betnoti,1,agria,26.8,46,0,36.55,109.35,4992,mayurbhanj,betnoti,agria
odisha,mayurbhanj,betnoti,2,ambagadia,0,105.25,0,9.85,115.1,4993,mayurbhanj,betnoti,ambagadia
odisha,mayurbhanj,betnoti,3,anla,5.1,62.7,0,39.6,107.4,4994,mayurbhanj,betnoti,anla
odisha,mayurbhanj,betnoti,4,baisinga,16.9,61.75,0,17.3,95.95,4995,mayurbhanj,betnoti,baisinga
odisha,mayurbhanj,betnoti,5,betnoti,4.2,87.6,1.3,39.2,132.3,4996,mayurbhanj,betnoti,betnoti
odisha,mayurbhanj,betnoti,6,chanchhipada,6,27.65,0,29.8,63.45,4997,mayurbhanj,betnoti,chanchhipada
odisha,mayurbhanj,betnoti,7,dahikoti,35.9,76.85,0,61.55,174.3,4998,mayurbhanj,betnoti,dahikoti
odisha,mayurbhanj,betnoti,8,gadadeulia,22.1,106.15,0,29.8,158.05,4999,mayurbhanj,betnoti,gadadeulia
odisha,mayurbhanj,betnoti,9,hatijhuri,22.85,48.35,0,32.55,103.75,5000,mayurbhanj,betnoti,hatijhuri
odisha,mayurbhanj,betnoti,10,jugal,18.35,40.9,0,11,70.25,5001,mayurbhanj,betnoti,jugal
odisha,mayurbhanj,betnoti,11,kalama,15.75,59.4,16.65,7.2,99,5002,mayurbhanj,betnoti,kalama
odisha,mayurbhanj,betnoti,12,kendua,9,83.3,0,22,114.3,5003,mayurbhanj,betnoti,kendua
odisha,mayurbhanj,betnoti,13,mahisasole,2.4,54.55,0,6.9,63.85,5004,mayurbhanj,betnoti,mahisasole
odisha,mayurbhanj,betnoti,14,merda,15.2,112.3,0,25.85,153.35,5005,mayurbhanj,betnoti,merda
odisha,mayurbhanj,betnoti,15,muktapur,11.7,47.3,0,12.75,71.75,5006,mayurbhanj,betnoti,muktapur
odisha,mayurbhanj,betnoti,16,nadpur,0.3,68.5,0,34.3,103.1,5007,mayurbhanj,betnoti,nadpur
odisha,mayurbhanj,betnoti,17,patalipura,11.65,64.45,0,19.75,95.85,5008,mayurbhanj,betnoti,patalipura
odisha,mayurbhanj,betnoti,18,purinda,7.05,23.85,0,22.6,53.5,5009,mayurbhanj,betnoti,purinda
odisha,mayurbhanj,betnoti,19,purunia,3.95,73.85,0,29.5,107.3,5010,mayurbhanj,betnoti,purunia
odisha,mayurbhanj,betnoti,20,raghupur,3.75,95.25,0,31.4,130.4,5011,mayurbhanj,betnoti,raghupur
odisha,mayurbhanj,betnoti,21,saitpur,0.3,46.9,0,23,70.2,5012,mayurbhanj,betnoti,saitpur
odisha,mayurbhanj,betnoti,22,salabani(s)nahandasole,0,20.9,2.6,9.1,32.6,5013,mayurbhanj,betnoti,salabani(s)nahandasole
odisha,mayurbhanj,betnoti,23,santara,20.7,58.8,3.15,37.8,120.45,5014,mayurbhanj,betnoti,santara
odisha,mayurbhanj,betnoti,24,sathilo,14.65,66.1,0,27.9,108.65,5015,mayurbhanj,betnoti,sathilo
odisha,mayurbhanj,bijatala,1,badjharan,5.2,155.6,0,18.1,178.9,5016,mayurbhanj,bijatala,badjharan
odisha,mayurbhanj,bijatala,2,bankati,9.85,209.05,0,45.9,264.8,5017,mayurbhanj,bijatala,bankati
odisha,mayurbhanj,bijatala,3,bijatala,8.55,66.05,0,6.1,80.7,5018,mayurbhanj,bijatala,bijatala
odisha,mayurbhanj,bijatala,4,chadheipahadi,0,151.9,0,2.9,154.8,5019,mayurbhanj,bijatala,chadheipahadi
odisha,mayurbhanj,bijatala,5,khanta,8.55,135.7,0,27.45,171.7,5020,mayurbhanj,bijatala,khanta
odisha,mayurbhanj,bijatala,6,luhasila,3.5,84.55,0,4.3,92.35,5021,mayurbhanj,bijatala,luhasila
odisha,mayurbhanj,bijatala,7,madheikocha,0,106.45,0,0.6,107.05,5022,mayurbhanj,bijatala,madheikocha
odisha,mayurbhanj,bijatala,8,manikpur,0,44.7,0,0,44.7,5023,mayurbhanj,bijatala,manikpur
odisha,mayurbhanj,bijatala,9,mundathakura,11.65,65.95,0,7.15,84.75,5024,mayurbhanj,bijatala,mundathakura
odisha,mayurbhanj,bijatala,10,nusadihi,3.8,83.05,0,5.35,92.2,5025,mayurbhanj,bijatala,nusadihi
odisha,mayurbhanj,bijatala,11,raihari,6.9,212,0,28.65,247.55,5026,mayurbhanj,bijatala,raihari
