s_state,s_district,s_block,Sl. No,s_gp,SC,ST,Minority,Others,Total,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,bolangir,belpara,23,sulekela,32.4,84.95,0,93,210.35,1157,bolangir,belpara,sulekela
odisha,bolangir,belpara,24,tentelmunda,34.7,71.7,0,36.5,142.9,1158,bolangir,belpara,tentelmunda
odisha,bolangir,deogaon,1,arjunpur,23.75,6.2,0,20.8,50.75,1159,bolangir,deogaon,arjunpur
odisha,bolangir,deogaon,2,badbahal,12.35,7,0,21.45,40.8,1160,bolangir,deogaon,badbahal
odisha,bolangir,deogaon,3,badbandh,30.5,3.1,0.3,48.35,82.25,1161,bolangir,deogaon,badbandh
odisha,bolangir,deogaon,4,bandhpara,21.2,13.05,0,62.55,96.8,1162,bolangir,deogaon,bandhpara
odisha,bolangir,deogaon,5,brahmanijore,22.05,5.8,2.4,45.25,75.5,1163,bolangir,deogaon,brahmanijore
odisha,bolangir,deogaon,6,deogaon,8.55,6,0,44.95,59.5,1164,bolangir,deogaon,deogaon
odisha,bolangir,deogaon,7,desandh,21.8,84.55,0,37.6,143.95,1165,bolangir,deogaon,desandh
odisha,bolangir,deogaon,8,dhandamal,20.55,57.3,0,39.85,117.7,1166,bolangir,deogaon,dhandamal
odisha,bolangir,deogaon,9,dumerpita,6.55,38.5,2.35,16.15,63.55,1167,bolangir,deogaon,dumerpita
odisha,bolangir,deogaon,10,gaibahal,16.8,41.95,0,32.85,91.6,1168,bolangir,deogaon,gaibahal
odisha,bolangir,deogaon,11,gourgoth,26,19.6,0,84.25,129.85,1169,bolangir,deogaon,gourgoth
odisha,bolangir,deogaon,12,gudkhapala,12.3,13.3,0,46,71.6,1170,bolangir,deogaon,gudkhapala
odisha,bolangir,deogaon,13,hatisara,5.8,15,0,29.7,50.5,1171,bolangir,deogaon,hatisara
odisha,bolangir,deogaon,14,jarasingha,21.2,19.35,0,20.05,60.6,1172,bolangir,deogaon,jarasingha
odisha,bolangir,deogaon,15,kultapada,30.5,12.85,0,43.9,87.25,1173,bolangir,deogaon,kultapada
odisha,bolangir,deogaon,16,kuturla,23.4,35.65,5.65,63.35,128.05,1174,bolangir,deogaon,kuturla
odisha,bolangir,deogaon,17,landapathar,30.35,58.2,0,44.65,133.2,1175,bolangir,deogaon,landapathar
odisha,bolangir,deogaon,18,mahalei,13.9,33.4,0,43.8,91.1,1176,bolangir,deogaon,mahalei
odisha,bolangir,deogaon,19,makundpur,43.75,23.05,0,38.35,105.15,1177,bolangir,deogaon,makundpur
odisha,bolangir,deogaon,20,ramchandrapur,11.6,54.35,0,22.75,88.7,1178,bolangir,deogaon,ramchandrapur
odisha,bolangir,deogaon,21,salepali,27.45,53.65,0,53.8,134.9,1179,bolangir,deogaon,salepali
odisha,bolangir,deogaon,22,sarasmal,23.5,9.3,0,32.35,65.15,1180,bolangir,deogaon,sarasmal
odisha,bolangir,deogaon,23,sikuan,12.95,2.6,0.8,27,43.35,1181,bolangir,deogaon,sikuan
odisha,bolangir,deogaon,24,singhanmunda,11.4,36.15,0,31.35,78.9,1182,bolangir,deogaon,singhanmunda
odisha,bolangir,deogaon,25,sirabahal(udar),15.1,48,0,52.5,115.6,1183,bolangir,deogaon,sirabahal(udar)
odisha,bolangir,deogaon,26,uperjhar,27.6,6,0,26.9,60.5,1184,bolangir,deogaon,uperjhar
odisha,bolangir,gudvella,1,badangomunda,12.9,18.05,0,17.75,48.7,1185,bolangir,gudvella,badangomunda
odisha,bolangir,gudvella,2,birmunda,34.1,52.9,0,33.5,120.5,1186,bolangir,gudvella,birmunda
odisha,bolangir,gudvella,3,chinched,16.65,22.35,0,27.8,66.8,1187,bolangir,gudvella,chinched
odisha,bolangir,gudvella,4,deulgudi,31.1,28.75,0,43.3,103.15,1188,bolangir,gudvella,deulgudi
odisha,bolangir,gudvella,5,gambhariguda,13.95,95.1,0,9.25,118.3,1189,bolangir,gudvella,gambhariguda
odisha,bolangir,gudvella,6,ghuna,23.55,78.45,0,14.4,116.4,1190,bolangir,gudvella,ghuna
odisha,bolangir,gudvella,7,gudvela,17.4,27,0,31.15,75.55,1191,bolangir,gudvella,gudvela
odisha,bolangir,gudvella,8,jamut,24.55,30.15,1.05,24.5,80.25,1192,bolangir,gudvella,jamut
odisha,bolangir,gudvella,9,madhekela,38.9,22.9,0,75.7,137.5,1193,bolangir,gudvella,madhekela
odisha,bolangir,gudvella,10,nuapada,24.55,50.3,0,29.45,104.3,1194,bolangir,gudvella,nuapada
odisha,bolangir,gudvella,11,rusuda,27.6,103.05,0,42.3,172.95,1195,bolangir,gudvella,rusuda
odisha,bolangir,gudvella,12,samara,1.75,7.65,0,22.75,32.15,1196,bolangir,gudvella,samara
odisha,bolangir,gudvella,13,tentelkhunti,33.35,59.6,0,63.95,156.9,1197,bolangir,gudvella,tentelkhunti
odisha,bolangir,khaprakhol,1,baghmund,21.1,59.35,0,47.55,128,1198,bolangir,khaprakhol,baghmund
odisha,bolangir,khaprakhol,2,bender,11.4,24.85,0,26.85,63.1,1199,bolangir,khaprakhol,bender
odisha,bolangir,khaprakhol,3,bhanpur,26.8,68.85,0,39.9,135.55,1200,bolangir,khaprakhol,bhanpur
odisha,bolangir,khaprakhol,4,changria,5.45,40.65,0,28,74.1,1201,bolangir,khaprakhol,changria
odisha,bolangir,khaprakhol,5,dameipali,17.9,48.7,0,37.5,104.1,1202,bolangir,khaprakhol,dameipali
odisha,bolangir,khaprakhol,6,dhandamunda,32.55,77.15,1.05,99.2,209.95,1203,bolangir,khaprakhol,dhandamunda
odisha,bolangir,khaprakhol,7,ghunsar,22.75,102.9,0,39.85,165.5,1204,bolangir,khaprakhol,ghunsar
odisha,bolangir,khaprakhol,8,karuanjhar,21.35,63.05,0,26.6,111,1205,bolangir,khaprakhol,karuanjhar
odisha,bolangir,khaprakhol,9,khaprakhol,14.25,76.35,0,49.8,140.4,1206,bolangir,khaprakhol,khaprakhol
odisha,bolangir,khaprakhol,10,lathor,26.2,28.35,0.8,72.7,128.05,1207,bolangir,khaprakhol,lathor
odisha,bolangir,khaprakhol,11,luhasingha,49.6,56.9,0.6,107.35,214.45,1208,bolangir,khaprakhol,luhasingha
odisha,bolangir,khaprakhol,12,maharapadar,32.3,85.45,0,53.15,170.9,1209,bolangir,khaprakhol,maharapadar
odisha,bolangir,khaprakhol,13,malpara,32.05,69.3,0,56.1,157.45,1210,bolangir,khaprakhol,malpara
odisha,bolangir,khaprakhol,14,matiabhata,22.65,91,0,46.4,160.05,1211,bolangir,khaprakhol,matiabhata
odisha,bolangir,khaprakhol,15,nandupala,10.1,46.55,0,17.65,74.3,1212,bolangir,khaprakhol,nandupala
odisha,bolangir,khaprakhol,16,padiabahal,39.1,59.85,0,33.25,132.2,1213,bolangir,khaprakhol,padiabahal
odisha,bolangir,khaprakhol,17,rengali,14.55,95.6,0,49.1,159.25,1214,bolangir,khaprakhol,rengali
odisha,bolangir,khaprakhol,18,sahajpani,8.2,59.5,0,17.35,85.05,1215,bolangir,khaprakhol,sahajpani
odisha,bolangir,khaprakhol,19,tankapani,26.3,116.8,0,69.4,212.5,1216,bolangir,khaprakhol,tankapani
odisha,bolangir,khaprakhol,20,telenpali,21.7,135.85,0,46.9,204.45,1217,bolangir,khaprakhol,telenpali
odisha,bolangir,khaprakhol,21,udiapali,36.35,44.1,0,96.85,177.3,1218,bolangir,khaprakhol,udiapali
odisha,bolangir,loisingha,1,badibahal,33.75,24.2,0,52.65,110.6,1219,bolangir,loisingha,badibahal
odisha,bolangir,loisingha,2,badimunda,14.3,24.45,0,34.35,73.1,1220,bolangir,loisingha,badimunda
odisha,bolangir,loisingha,3,banipali,22.1,63.65,0,25.9,111.65,1221,bolangir,loisingha,banipali
odisha,bolangir,loisingha,4,budhipadar,19.2,16.65,0,25.1,60.95,1222,bolangir,loisingha,budhipadar
odisha,bolangir,loisingha,5,burda,18.85,4,0,40.95,63.8,1223,bolangir,loisingha,burda
odisha,bolangir,loisingha,6,dunguripali,0.35,7.85,0,6.6,14.8,1224,bolangir,loisingha,dunguripali
odisha,bolangir,loisingha,7,hirapur,43.75,23.3,0,76.3,143.35,1225,bolangir,loisingha,hirapur
odisha,bolangir,loisingha,8,jharmunda,15.05,46.75,0,49.85,111.65,1226,bolangir,loisingha,jharmunda
odisha,bolangir,loisingha,9,jogisurda,27.7,8.95,0,43.75,80.4,1227,bolangir,loisingha,jogisurda
odisha,bolangir,loisingha,10,kandajuri,3.4,8.65,0,34.15,46.2,1228,bolangir,loisingha,kandajuri
odisha,bolangir,loisingha,11,kusang,8.15,11.9,1.3,52.6,73.95,1229,bolangir,loisingha,kusang
odisha,bolangir,loisingha,12,kusmel,60.5,31.9,0,89.3,181.7,1230,bolangir,loisingha,kusmel
odisha,bolangir,loisingha,13,kutenpali,18.05,30.25,5.55,37.35,91.2,1231,bolangir,loisingha,kutenpali
odisha,bolangir,loisingha,14,loisingha,34.8,78.9,1.6,30.45,145.75,1232,bolangir,loisingha,loisingha
odisha,bolangir,loisingha,15,magurbeda,0.75,0.6,0,30.05,31.4,1233,bolangir,loisingha,magurbeda
odisha,bolangir,loisingha,16,ratakhandi,13.15,41.4,0,39.5,94.05,1234,bolangir,loisingha,ratakhandi
odisha,bolangir,loisingha,17,rengali,0.3,8.15,0,15.35,23.8,1235,bolangir,loisingha,rengali
odisha,bolangir,loisingha,18,sargad,10.95,4.8,0,27.2,42.95,1236,bolangir,loisingha,sargad
odisha,bolangir,loisingha,19,taliudar,31.75,18.05,0,54.85,104.65,1237,bolangir,loisingha,taliudar
odisha,bolangir,loisingha,20,uperbahal,16.3,13.6,0,13.45,43.35,1238,bolangir,loisingha,uperbahal
odisha,bolangir,muribahal,1,badsaimara,73.85,108.5,1.95,117.9,302.2,1239,bolangir,muribahal,badsaimara
odisha,bolangir,muribahal,2,bandupala,31.25,75.95,0,31.2,138.4,1240,bolangir,muribahal,bandupala
odisha,bolangir,muribahal,3,bankel,31.75,34.6,0,81.15,147.5,1241,bolangir,muribahal,bankel
odisha,bolangir,muribahal,4,belpadar,22.95,35.25,0,59.05,117.25,1242,bolangir,muribahal,belpadar
odisha,bolangir,muribahal,5,bitabandh,12.85,18,0,25.35,56.2,1243,bolangir,muribahal,bitabandh
odisha,bolangir,muribahal,6,chalki,17.7,72.65,0,42.6,132.95,1244,bolangir,muribahal,chalki
odisha,bolangir,muribahal,7,chanabahal,55.85,73.9,0,77.65,207.4,1245,bolangir,muribahal,chanabahal
odisha,bolangir,muribahal,8,dangarpada,49.4,96.4,0.3,58.95,205.05,1246,bolangir,muribahal,dangarpada
odisha,bolangir,muribahal,9,gadgadabahal,24.35,10.35,0,63.4,98.1,1247,bolangir,muribahal,gadgadabahal
odisha,bolangir,muribahal,10,ganrei,36.75,52.55,0,93.7,183,1248,bolangir,muribahal,ganrei
odisha,bolangir,muribahal,11,goimund,16,23.6,0,66.45,106.05,1249,bolangir,muribahal,goimund
odisha,bolangir,muribahal,12,gudighat,41.4,85.75,0,59.05,186.2,1250,bolangir,muribahal,gudighat
odisha,bolangir,muribahal,13,haldi,44.1,89.4,0,143.05,276.55,1251,bolangir,muribahal,haldi
odisha,bolangir,muribahal,14,ichhapada,41.3,112.3,0,40.15,193.75,1252,bolangir,muribahal,ichhapada
odisha,bolangir,muribahal,15,lakhana,12.25,45.75,0,38.65,96.65,1253,bolangir,muribahal,lakhana
odisha,bolangir,muribahal,16,lebda,37.4,21.65,0,68.1,127.15,1254,bolangir,muribahal,lebda
odisha,bolangir,muribahal,17,malisira,29.9,88.95,0,93,211.85,1255,bolangir,muribahal,malisira
odisha,bolangir,muribahal,18,muribahal,35.5,40.5,0,70.1,146.1,1256,bolangir,muribahal,muribahal
odisha,bolangir,muribahal,19,patrapali,28.65,44.9,0,79.9,153.45,1257,bolangir,muribahal,patrapali
odisha,bolangir,muribahal,20,patrapali- kha,11.9,6.95,0,41.55,60.4,1258,bolangir,muribahal,patrapali- kha
odisha,bolangir,muribahal,21,tentelkhunti,24.8,30.45,0,49.7,104.95,1259,bolangir,muribahal,tentelkhunti
odisha,bolangir,muribahal,22,tupaudar,45.55,43.3,0,88.6,177.45,1260,bolangir,muribahal,tupaudar
odisha,bolangir,patnagarh,1,balipata,13.6,51.25,0,57.45,122.3,1261,bolangir,patnagarh,balipata
odisha,bolangir,patnagarh,2,baneimunda,26.05,60.3,0,39.25,125.6,1262,bolangir,patnagarh,baneimunda
odisha,bolangir,patnagarh,3,barpadar,6.75,23.4,0,29.5,59.65,1263,bolangir,patnagarh,barpadar
odisha,bolangir,patnagarh,4,batharla,16.25,17.7,0,29.55,63.5,1264,bolangir,patnagarh,batharla
odisha,bolangir,patnagarh,5,bhainsa,34.3,39.7,0,54.95,128.95,1265,bolangir,patnagarh,bhainsa
odisha,bolangir,patnagarh,6,bharatbahal,24.6,48,0,24.45,97.05,1266,bolangir,patnagarh,bharatbahal
odisha,bolangir,patnagarh,7,dangabahal,47.95,60.35,0,61.8,170.1,1267,bolangir,patnagarh,dangabahal
odisha,bolangir,patnagarh,8,deulgaon,24.1,34.4,0,57.15,115.65,1268,bolangir,patnagarh,deulgaon
odisha,bolangir,patnagarh,9,dhatuk,13.8,23.05,0,45.1,81.95,1269,bolangir,patnagarh,dhatuk
odisha,bolangir,patnagarh,10,dhubalpada,26.1,65.65,0,48.9,140.65,1270,bolangir,patnagarh,dhubalpada
odisha,bolangir,patnagarh,11,gangasagar,12.3,27.1,1.7,21.95,63.05,1271,bolangir,patnagarh,gangasagar
odisha,bolangir,patnagarh,12,gerda,18.65,54.4,0,32.6,105.65,1272,bolangir,patnagarh,gerda
odisha,bolangir,patnagarh,13,ghasian,10.8,49.05,0,42.75,102.6,1273,bolangir,patnagarh,ghasian
odisha,bolangir,patnagarh,14,ghuchepali,20.15,36.6,0,16.1,72.85,1274,bolangir,patnagarh,ghuchepali
odisha,bolangir,patnagarh,15,jogimunda,23.55,27,0,42.6,93.15,1275,bolangir,patnagarh,jogimunda
odisha,bolangir,patnagarh,16,kendumundi,16.75,92.4,0,30.5,139.65,1276,bolangir,patnagarh,kendumundi
odisha,bolangir,patnagarh,17,kerbeda,9.85,35.15,0,19.95,64.95,1277,bolangir,patnagarh,kerbeda
odisha,bolangir,patnagarh,18,khuntsamlei,23.15,51.95,0,23.6,98.7,1278,bolangir,patnagarh,khuntsamlei
odisha,bolangir,patnagarh,19,khursel,12.05,30.45,0,42.45,84.95,1279,bolangir,patnagarh,khursel
odisha,bolangir,patnagarh,20,larambha,33.6,74.1,0,56.4,164.1,1280,bolangir,patnagarh,larambha
odisha,bolangir,patnagarh,21,maruan,40.15,65.8,0,58.3,164.25,1281,bolangir,patnagarh,maruan
odisha,bolangir,patnagarh,22,mundomahul,14.7,59.3,0,16.15,90.15,1282,bolangir,patnagarh,mundomahul
odisha,bolangir,patnagarh,23,pandamunda,21.55,76.6,0,54.6,152.75,1283,bolangir,patnagarh,pandamunda
odisha,bolangir,patnagarh,24,phatamunda,8.2,27.1,0,44.7,80,1284,bolangir,patnagarh,phatamunda
odisha,bolangir,patnagarh,25,salepali,18.8,32,0,31.5,82.3,1285,bolangir,patnagarh,salepali
odisha,bolangir,patnagarh,26,solbandh,11.55,37.8,0,17.45,66.8,1286,bolangir,patnagarh,solbandh
odisha,bolangir,patnagarh,27,sunamudi,24.6,39.75,0,52.75,117.1,1287,bolangir,patnagarh,sunamudi
odisha,bolangir,patnagarh,28,tamian,25.45,77.45,3.45,92.45,198.8,1288,bolangir,patnagarh,tamian
odisha,bolangir,patnagarh,29,tendapadar,22.15,21.55,0,42.3,86,1289,bolangir,patnagarh,tendapadar
odisha,bolangir,patnagarh,30,ulba,11.45,46.05,0,30.15,87.65,1290,bolangir,patnagarh,ulba
odisha,bolangir,puintala,1,ainlasari,17.05,19.5,0,66,102.55,1291,bolangir,puintala,ainlasari
odisha,bolangir,puintala,2,ankriapadar,30.55,3.5,0,70.25,104.3,1292,bolangir,puintala,ankriapadar
odisha,bolangir,puintala,3,atgaon,67.3,24.6,0,69.45,161.35,1293,bolangir,puintala,atgaon
odisha,bolangir,puintala,4,bahalpadar,62.65,1.85,0,153.15,217.65,1294,bolangir,puintala,bahalpadar
odisha,bolangir,puintala,5,bairasar,23.45,0,0,48.8,72.25,1295,bolangir,puintala,bairasar
odisha,bolangir,puintala,6,bandhpada,10.35,2.9,0,36.95,50.2,1296,bolangir,puintala,bandhpada
odisha,bolangir,puintala,7,bhaler,23.95,16.9,0,29.95,70.8,1297,bolangir,puintala,bhaler
odisha,bolangir,puintala,8,bileisarda,38.2,4.7,0,84.7,127.6,1298,bolangir,puintala,bileisarda
odisha,bolangir,puintala,9,bubel,31.5,33.35,0,71.75,136.6,1299,bolangir,puintala,bubel
odisha,bolangir,puintala,10,chhatamakhna,36.5,12.85,0,64.4,113.75,1300,bolangir,puintala,chhatamakhna
odisha,bolangir,puintala,11,chhatapipal,56.1,30.75,0,100.65,187.5,1301,bolangir,puintala,chhatapipal
odisha,bolangir,puintala,12,daspur,43.45,16.4,0,74.65,134.5,1302,bolangir,puintala,daspur
odisha,bolangir,puintala,13,durgapali,33.7,5.65,0,29.5,68.85,1303,bolangir,puintala,durgapali
odisha,bolangir,puintala,14,gaintala,6.3,34.1,0,33.85,74.25,1304,bolangir,puintala,gaintala
odisha,bolangir,puintala,15,jamgaon,44.5,6.7,0,92.4,143.6,1305,bolangir,puintala,jamgaon
odisha,bolangir,puintala,16,khaliapali,41.15,1.7,2.15,66.2,111.2,1306,bolangir,puintala,khaliapali
odisha,bolangir,puintala,17,kurul,23.3,2.75,0,22.35,48.4,1307,bolangir,puintala,kurul
odisha,bolangir,puintala,18,lukapada,62.15,0.55,0,78.3,141,1308,bolangir,puintala,lukapada
odisha,bolangir,puintala,19,mahimunda,31.7,4.15,0,43.55,79.4,1309,bolangir,puintala,mahimunda
odisha,bolangir,puintala,20,malmunda,16.5,1.3,0,22.25,40.05,1310,bolangir,puintala,malmunda
odisha,bolangir,puintala,21,patharla(talgaj),78,13.75,0,79.5,171.25,1311,bolangir,puintala,patharla(talgaj)
odisha,bolangir,puintala,22,pipirda,21.5,2.1,0,59.65,83.25,1312,bolangir,puintala,pipirda
odisha,bolangir,puintala,23,puintala,22.15,9.95,0,18.3,50.4,1313,bolangir,puintala,puintala
odisha,bolangir,puintala,24,randa,76.5,3.9,0,53.95,134.35,1314,bolangir,puintala,randa
odisha,bolangir,puintala,25,sauntpur,23.75,20.95,0,107.75,152.45,1315,bolangir,puintala,sauntpur
odisha,bolangir,saintala,1,ambpali,24.1,49.5,0,42.95,116.55,1316,bolangir,saintala,ambpali
odisha,bolangir,saintala,2,belgaon,28.6,63.05,4.4,72.35,168.4,1317,bolangir,saintala,belgaon
odisha,bolangir,saintala,3,bhadra,27.6,29.9,0,62.45,119.95,1318,bolangir,saintala,bhadra
odisha,bolangir,saintala,4,bibina,21.75,12.85,0,15.95,50.55,1319,bolangir,saintala,bibina
odisha,bolangir,saintala,5,budabahal,37.25,20.05,0,98.85,156.15,1320,bolangir,saintala,budabahal
odisha,bolangir,saintala,6,deng,25.35,14.45,0.6,32.55,72.95,1321,bolangir,saintala,deng
odisha,bolangir,saintala,7,dharapgarh,13.3,26.8,0,34.05,74.15,1322,bolangir,saintala,dharapgarh
odisha,bolangir,saintala,8,dunguripali,35.05,31.4,0,52.35,118.8,1323,bolangir,saintala,dunguripali
odisha,bolangir,saintala,9,gandpatrapali,21.5,15.25,0,66.2,102.95,1324,bolangir,saintala,gandpatrapali
odisha,bolangir,saintala,10,ghunsar,28.25,21.25,0.75,50.4,100.65,1325,bolangir,saintala,ghunsar
odisha,bolangir,saintala,11,jhinkidunguri,27.55,25.75,0,48.55,101.85,1326,bolangir,saintala,jhinkidunguri
odisha,bolangir,saintala,12,jurabandh,20.25,81.25,2.8,32.25,136.55,1327,bolangir,saintala,jurabandh
odisha,bolangir,saintala,13,kandhkelgaon,18.8,34.5,0,39.1,92.4,1328,bolangir,saintala,kandhkelgaon
odisha,bolangir,saintala,14,kansar,14.25,27.35,0,55.1,96.7,1329,bolangir,saintala,kansar
odisha,bolangir,saintala,15,karamtala,29.6,27.85,0,91.5,148.95,1330,bolangir,saintala,karamtala
odisha,bolangir,saintala,16,kermeli,20.1,38.55,0,36.15,94.8,1331,bolangir,saintala,kermeli
odisha,bolangir,saintala,17,kuikeda,19.75,20.35,0,11.4,51.5,1332,bolangir,saintala,kuikeda
odisha,bolangir,saintala,18,kumbhari,6.5,11.65,0,28.55,46.7,1333,bolangir,saintala,kumbhari
odisha,bolangir,saintala,19,saintala,13.4,16.4,0.95,42.4,73.15,1334,bolangir,saintala,saintala
odisha,bolangir,saintala,20,siskela,8.75,24,0,49.3,82.05,1335,bolangir,saintala,siskela
odisha,bolangir,saintala,21,talbahal,3.95,19.15,1.3,19.8,44.2,1336,bolangir,saintala,talbahal
odisha,bolangir,saintala,22,tikrapada,34.45,36.6,0,74.25,145.3,1337,bolangir,saintala,tikrapada
odisha,bolangir,titlagarh,1,adabahal,12.35,10.35,0,61.3,84,1338,bolangir,titlagarh,adabahal
odisha,bolangir,titlagarh,2,bandupala,33.5,25.7,0,82.85,142.05,1339,bolangir,titlagarh,bandupala
odisha,bolangir,titlagarh,3,banjipadar,27.1,33.55,0.9,75.55,137.1,1340,bolangir,titlagarh,banjipadar
odisha,bolangir,titlagarh,4,bhalegaon,9.5,30.5,0,70.65,110.65,1341,bolangir,titlagarh,bhalegaon
odisha,bolangir,titlagarh,5,bijepur,48.75,85.55,0,98.25,232.55,1342,bolangir,titlagarh,bijepur
odisha,bolangir,titlagarh,6,binekela,20.7,36.45,0,79.95,137.1,1343,bolangir,titlagarh,binekela
odisha,bolangir,titlagarh,7,digsira,14.85,28.3,0,94.8,137.95,1344,bolangir,titlagarh,digsira
odisha,bolangir,titlagarh,8,ghantbahali,18.25,23.5,0,52.8,94.55,1345,bolangir,titlagarh,ghantbahali
odisha,bolangir,titlagarh,9,ghodar,15.15,19.8,0,36.4,71.35,1346,bolangir,titlagarh,ghodar
odisha,bolangir,titlagarh,10,jagua,31.9,35.7,0,61.3,128.9,1347,bolangir,titlagarh,jagua
odisha,bolangir,titlagarh,11,katarkela,32.2,18.5,0,68.85,119.55,1348,bolangir,titlagarh,katarkela
odisha,bolangir,titlagarh,12,kholan,28.5,29,0,76.75,134.25,1349,bolangir,titlagarh,kholan
odisha,bolangir,titlagarh,13,kursud,62.7,41.15,0,62,165.85,1350,bolangir,titlagarh,kursud
odisha,bolangir,titlagarh,14,kuskela,37.8,24.15,0,41.9,103.85,1351,bolangir,titlagarh,kuskela
odisha,bolangir,titlagarh,15,luthurbandh,15.1,20.9,0,44.9,80.9,1352,bolangir,titlagarh,luthurbandh
odisha,bolangir,titlagarh,16,mahulpada,30.4,37.5,0,49.5,117.4,1353,bolangir,titlagarh,mahulpada
odisha,bolangir,titlagarh,17,manigaon,38.2,31.8,0,64.4,134.4,1354,bolangir,titlagarh,manigaon
odisha,bolangir,titlagarh,18,marlad,35.7,15.85,0,62.2,113.75,1355,bolangir,titlagarh,marlad
odisha,bolangir,titlagarh,19,naren,20.65,29.55,0,89.65,139.85,1356,bolangir,titlagarh,naren
odisha,bolangir,titlagarh,20,parasara,32.6,16.95,0,82.2,131.75,1357,bolangir,titlagarh,parasara
odisha,bolangir,titlagarh,21,sagadghat,25.35,64.25,0,48.15,137.75,1358,bolangir,titlagarh,sagadghat
odisha,bolangir,titlagarh,22,sihini,32.9,42.4,0,101.8,177.1,1359,bolangir,titlagarh,sihini
odisha,bolangir,titlagarh,23,siluan,30.25,24.5,0,78.35,133.1,1360,bolangir,titlagarh,siluan
odisha,bolangir,titlagarh,24,surda,8.65,36.2,0,49.8,94.65,1361,bolangir,titlagarh,surda
odisha,bolangir,turekela,1,badbanki,26.6,97,0,71.95,195.55,1362,bolangir,turekela,badbanki
odisha,bolangir,turekela,2,baddakla,17.6,76.85,0,25.25,119.7,1363,bolangir,turekela,baddakla
odisha,bolangir,turekela,3,buromal,25.85,61,0,32.55,119.4,1364,bolangir,turekela,buromal
odisha,bolangir,turekela,4,chatuanka,2.6,9.7,0,11.8,24.1,1365,bolangir,turekela,chatuanka
odisha,bolangir,turekela,5,chaulsukha,22.1,71.95,0,25.3,119.35,1366,bolangir,turekela,chaulsukha
odisha,bolangir,turekela,6,dhamandanga,36.2,138.3,0,56.8,231.3,1367,bolangir,turekela,dhamandanga
odisha,bolangir,turekela,7,dholmandal,18.7,97.7,0,17,133.4,1368,bolangir,turekela,dholmandal
odisha,bolangir,turekela,8,ghunesh,14.35,56.7,0,35.75,106.8,1369,bolangir,turekela,ghunesh
odisha,bolangir,turekela,9,halanbhata,12.1,18.75,0,18.4,49.25,1370,bolangir,turekela,halanbhata
odisha,bolangir,turekela,10,hial,15.8,87.45,0,68.1,171.35,1371,bolangir,turekela,hial
odisha,bolangir,turekela,11,jharni,14.65,31.85,0,30.65,77.15,1372,bolangir,turekela,jharni
odisha,bolangir,turekela,12,kameimunda,8.55,73.25,0,29.45,111.25,1373,bolangir,turekela,kameimunda
odisha,bolangir,turekela,13,kandei,17,17.85,0,63.35,98.2,1374,bolangir,turekela,kandei
odisha,bolangir,turekela,14,karuanmunda,18.85,39.2,0,44.9,102.95,1375,bolangir,turekela,karuanmunda
odisha,bolangir,turekela,15,khagsa,13.2,49.8,0,41.55,104.55,1376,bolangir,turekela,khagsa
odisha,bolangir,turekela,16,kuibahal,28.1,58.2,0,15.9,102.2,1377,bolangir,turekela,kuibahal
odisha,bolangir,turekela,17,mahakhand,23.65,28.25,0,63,114.9,1378,bolangir,turekela,mahakhand
odisha,bolangir,turekela,18,mahulpati,9.05,59.15,0,33.95,102.15,1379,bolangir,turekela,mahulpati
odisha,bolangir,turekela,19,turekela,20.95,76,0,55.95,152.9,1380,bolangir,turekela,turekela
odisha,boudh,boudh,1,ainlapali,36.9,0,0,63.9,100.8,1381,boudh,boudh,ainlapali
odisha,boudh,boudh,2,ambajhari,43.9,0,0,52.1,96,1382,boudh,boudh,ambajhari
odisha,boudh,boudh,3,badhigaon,32.8,10.3,0,126.9,170,1383,boudh,boudh,badhigaon
odisha,boudh,boudh,4,baghiapada,82.8,49.1,0,82.5,214.4,1384,boudh,boudh,baghiapada
odisha,boudh,boudh,5,bohira,58.9,0.4,0,87.3,146.6,1385,boudh,boudh,bohira
odisha,boudh,boudh,6,baunsuni,55.8,4.8,0,53.5,114.1,1386,boudh,boudh,baunsuni
odisha,boudh,boudh,7,brahmanipali,36.7,28.1,0,73.1,137.9,1387,boudh,boudh,brahmanipali
odisha,boudh,boudh,8,gochhapada,34.8,22.6,0,57.1,114.5,1388,boudh,boudh,gochhapada
odisha,boudh,boudh,9,gundulia,35.2,49.6,0,65.5,150.3,1389,boudh,boudh,gundulia
odisha,boudh,boudh,10,kasurbandh,44,4.1,0,75,123.1,1390,boudh,boudh,kasurbandh
odisha,boudh,boudh,11,khaliapali purumunda,40,11.3,0,58.9,110.2,1391,boudh,boudh,khaliapali purumunda
odisha,boudh,boudh,12,khuntabandha,39.4,0,0,69.9,109.3,1392,boudh,boudh,khuntabandha
odisha,boudh,boudh,13,laxmiprasad,26.4,2.2,0,54.3,82.9,1393,boudh,boudh,laxmiprasad
odisha,boudh,boudh,14,manupali,54.1,9,0,98.2,161.3,1394,boudh,boudh,manupali
odisha,boudh,boudh,15,mundapada,45.2,16.4,0,87.7,149.3,1395,boudh,boudh,mundapada
odisha,boudh,boudh,16,mundipadar,58,0,0,96,154,1396,boudh,boudh,mundipadar
odisha,boudh,boudh,17,mursundhi,47,0,0,91.6,138.6,1397,boudh,boudh,mursundhi
