g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Sl. No,s_gp,SC,ST,Minority,Others,Total,updated_district_name,updated_block_name,updated_gp_name
58,785,baragarh,yes,padampur,yes,loharpali,yes,1,1 padampur,bargarh,odisha,baragarh,padampur,16,loharpali,11,110,0,23.1,144.1,baragarh,padampur,loharpali
59,737,baragarh,yes,gaisilet,yes,buromunda,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,1,buromunda,20.2,33.2,0,22,75.4,baragarh,gaisilet,buromunda
60,738,baragarh,yes,gaisilet,yes,chantipali,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,2,chantipali,52.6,94.1,0,77.4,224.1,baragarh,gaisilet,chantipali
61,739,baragarh,yes,gaisilet,yes,chikhili,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,3,chikhili,50.7,44.3,0,53.4,148.4,baragarh,gaisilet,chikhili
62,740,baragarh,yes,gaisilet,yes,dangbahal,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,4,dangbahal,2.4,23.6,0,44.8,70.8,baragarh,gaisilet,dangbahal
63,741,baragarh,yes,gaisilet,yes,firingimal,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,5,firingimal,18.8,59.7,0,39.8,118.3,baragarh,gaisilet,firingimal
64,742,baragarh,yes,gaisilet,yes,gajsilet,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,6,gajsilet,28.6,19.7,0,64.8,113.1,baragarh,gaisilet,gajsilet
65,743,baragarh,yes,gaisilet,yes,ganiapali,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,7,ganiapali,12.8,29.2,0,33,75,baragarh,gaisilet,ganiapali
66,744,baragarh,yes,gaisilet,yes,gauramunda,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,8,gauramunda,15.6,12.2,0,37,64.8,baragarh,gaisilet,gauramunda
67,745,baragarh,yes,gaisilet,yes,guderpali,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,9,guderpali,7.5,7.2,0,35.2,49.9,baragarh,gaisilet,guderpali
68,746,baragarh,yes,gaisilet,yes,jagalpat,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,10,jagalpat,17,30.7,0,56.6,104.3,baragarh,gaisilet,jagalpat
69,747,baragarh,yes,gaisilet,yes,jamutpali,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,11,jamutpali,14,1.4,0,25.5,40.9,baragarh,gaisilet,jamutpali
70,748,baragarh,yes,gaisilet,yes,kandagad,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,12,kandagad,5.3,30.9,0,37.5,73.7,baragarh,gaisilet,kandagad
71,749,baragarh,yes,gaisilet,yes,katabahal,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,13,katabahal,21.2,16.6,0,29.6,67.4,baragarh,gaisilet,katabahal
72,750,baragarh,yes,gaisilet,yes,kathaumal,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,14,kathaumal,14,7.6,0,99.9,121.5,baragarh,gaisilet,kathaumal
73,751,baragarh,yes,gaisilet,yes,kundakhai,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,15,kundakhai,12.4,5.9,0,35.3,53.6,baragarh,gaisilet,kundakhai
74,752,baragarh,yes,gaisilet,yes,raisalpadar,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,16,raisalpadar,13.9,19,0,64,96.9,baragarh,gaisilet,raisalpadar
75,753,baragarh,yes,gaisilet,yes,sandhibahal,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,17,sandhibahal,15,9.8,0,48.8,73.6,baragarh,gaisilet,sandhibahal
76,754,baragarh,yes,gaisilet,yes,sardhapali,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,18,sardhapali,28,28.3,0,62.2,118.5,baragarh,gaisilet,sardhapali
77,755,baragarh,yes,gaisilet,yes,talpali,yes,2,2 bijepur,bargarh,odisha,baragarh,gaisilet,19,talpali,17.1,34.5,0,74.6,126.2,baragarh,gaisilet,talpali
78,713,baragarh,yes,bijepur,yes,badabaunsen,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,1,badabaunsen,32.3,11.4,0,77.8,121.5,baragarh,bijepur,badabaunsen
79,714,baragarh,yes,bijepur,yes,badbrahmani,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,2,badbrahmani,8.7,4,0,43.1,55.8,baragarh,bijepur,badbrahmani
80,715,baragarh,yes,bijepur,yes,bairakhapali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,3,bairakhapali,2.4,3.8,0,45.1,51.3,baragarh,bijepur,bairakhapali
81,716,baragarh,yes,bijepur,yes,barmunda,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,4,barmunda,12.9,23.3,0,34.8,71,baragarh,bijepur,barmunda
82,717,baragarh,yes,bijepur,yes,beniachal,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,5,beniachal,18.1,5.9,0,36.1,60.1,baragarh,bijepur,beniachal
83,718,baragarh,yes,bijepur,yes,bhatigaon,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,6,bhatigaon,60.1,25.4,0,80.7,166.2,baragarh,bijepur,bhatigaon
84,719,baragarh,yes,bijepur,yes,bijepur,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,7,bijepur,15.5,5.6,0,30,51.1,baragarh,bijepur,bijepur
85,720,baragarh,yes,bijepur,yes,budapali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,8,budapali,10.3,6.1,0,44,60.4,baragarh,bijepur,budapali
86,721,baragarh,yes,bijepur,yes,charpali (new),yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,9,charpali (new),17.4,12.2,0,33.8,63.4,baragarh,bijepur,charpali (new)
87,722,baragarh,yes,bijepur,yes,ganthiapali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,10,ganthiapali,14,8.6,0,51.8,74.4,baragarh,bijepur,ganthiapali
88,723,baragarh,yes,bijepur,yes,jaring,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,11,jaring,21.3,3.2,0,33.2,57.7,baragarh,bijepur,jaring
89,724,baragarh,yes,bijepur,yes,jokhipali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,12,jokhipali,24.7,5.5,0,54.3,84.5,baragarh,bijepur,jokhipali
90,725,baragarh,yes,bijepur,yes,kharmunda,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,13,kharmunda,21.9,12.5,0,37.7,72.1,baragarh,bijepur,kharmunda
91,726,baragarh,yes,bijepur,yes,laumunda,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,14,laumunda,21.6,12,0,76.3,109.9,baragarh,bijepur,laumunda
92,727,baragarh,yes,bijepur,yes,m.srigida,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,15,m.srigida,11.6,15,0,31.5,58.1,baragarh,bijepur,m.srigida
93,728,baragarh,yes,bijepur,yes,pada,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,16,pada,22.5,16,0,23.1,61.6,baragarh,bijepur,pada
94,729,baragarh,yes,bijepur,yes,pahandi,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,17,pahandi,17.9,16.8,0,27.2,61.9,baragarh,bijepur,pahandi
95,730,baragarh,yes,bijepur,yes,patharla,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,18,patharla,25.2,33.2,0,59.2,117.6,baragarh,bijepur,patharla
96,731,baragarh,yes,bijepur,yes,saipali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,19,saipali,29.6,29.3,0,40.8,99.7,baragarh,bijepur,saipali
97,732,baragarh,yes,bijepur,yes,samaleipadar,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,20,samaleipadar,6.7,3.2,0,26.5,36.4,baragarh,bijepur,samaleipadar
98,733,baragarh,yes,bijepur,yes,sanbausen,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,21,sanbausen,36.3,26,0,34,96.3,baragarh,bijepur,sanbausen
99,734,baragarh,yes,bijepur,yes,surubali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,22,surubali,8.7,0.3,0,42.1,51.1,baragarh,bijepur,surubali
100,735,baragarh,yes,bijepur,yes,t.gandpali,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,23,t.gandpali,30.5,14.6,0,52.2,97.3,baragarh,bijepur,t.gandpali
101,736,baragarh,yes,bijepur,yes,talpadar,yes,2,2 bijepur,bargarh,odisha,baragarh,bijepur,24,talpadar,26.6,13,0,38.4,78,baragarh,bijepur,talpadar
102,669,baragarh,yes,barpali,yes,patkulunda,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,17,patkulunda,53.1,4,0,44.1,101.2,baragarh,barpali,patkulunda
103,653,baragarh,yes,barpali,yes,agalpur,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,1,agalpur,11.2,0,0,37.8,49,baragarh,barpali,agalpur
104,655,baragarh,yes,barpali,yes,bandhpali,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,3,bandhpali,4.2,7,0,30.5,41.7,baragarh,barpali,bandhpali
105,657,baragarh,yes,barpali,yes,barguda,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,5,barguda,34.5,14.9,0,30.2,79.6,baragarh,barpali,barguda
106,658,baragarh,yes,barpali,yes,bhatigaon,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,6,bhatigaon,14,14.3,0,23.3,51.6,baragarh,barpali,bhatigaon
107,659,baragarh,yes,barpali,yes,gopeipali,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,7,gopeipali,8,5.7,0,31.7,45.4,baragarh,barpali,gopeipali
108,660,baragarh,yes,barpali,yes,kainsir,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,8,kainsir,18.7,0.9,0,29,48.6,baragarh,barpali,kainsir
109,663,baragarh,yes,barpali,yes,khemasara,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,11,khemasara,10.2,12.2,0,14.6,37,baragarh,barpali,khemasara
110,667,baragarh,yes,barpali,yes,mahada,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,15,mahada,1.3,6.6,0,26.5,34.4,baragarh,barpali,mahada
111,670,baragarh,yes,barpali,yes,raxa,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,18,raxa,9.2,1.3,0,31.1,41.6,baragarh,barpali,raxa
112,671,baragarh,yes,barpali,yes,remta,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,19,remta,3,1.7,0,4.3,9,baragarh,barpali,remta
113,672,baragarh,yes,barpali,yes,satalama,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,20,satalama,34.7,4.8,0,41.9,81.4,baragarh,barpali,satalama
114,673,baragarh,yes,barpali,yes,tileimal,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,21,tileimal,19,3,0,45.1,67.1,baragarh,barpali,tileimal
115,664,baragarh,yes,barpali,yes,kumbhari,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,12,kumbhari,24.5,9.6,0,68.5,102.6,baragarh,barpali,kumbhari
116,674,baragarh,yes,barpali,yes,tinkani,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,22,tinkani,25.4,4.5,0,48.3,78.2,baragarh,barpali,tinkani
117,675,baragarh,yes,barpali,yes,tulandi,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,23,tulandi,8.8,12.8,0,10,31.6,baragarh,barpali,tulandi
118,654,baragarh,yes,barpali,yes,bagbadi,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,2,bagbadi,0.6,3.1,0,25.2,28.9,baragarh,barpali,bagbadi
119,656,baragarh,yes,barpali,yes,baramkela,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,4,baramkela,3.8,3.8,0,29.8,37.4,baragarh,barpali,baramkela
