s_state,s_district,Urban Local Bodies (Munipal Corparation/Municipality / NAC,s_block,s_gp,Total_IGNOAPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,angul,NA,anugul,antulia,31.41,1,anugul,angul,antulia
odisha,angul,NA,anugul,khalari,2.22,2,anugul,angul,khalari
odisha,angul,NA,athmallik,aida,63.22,3,anugul,athamallik,aida
odisha,angul,NA,athmallik,ambasarmunda,36.11,4,anugul,athamallik,ambasarmunda
odisha,angul,NA,athmallik,basudevpur,17.9,5,anugul,athamallik,basudevpur
odisha,angul,NA,athmallik,jamudoli,23.83,6,anugul,athamallik,jamudoli
odisha,angul,NA,athmallik,kampala,53.8,7,anugul,athamallik,kampala
odisha,angul,NA,athmallik,kandhapada,59.27,8,anugul,athamallik,kandhapada
odisha,angul,NA,athmallik,kantapada,14.25,9,anugul,athamallik,kantapada
odisha,angul,NA,athmallik,kiakata,52.26,10,anugul,athamallik,kiakata
odisha,angul,NA,athmallik,krutibaspur,30.57,11,anugul,athamallik,krutibaspur
odisha,angul,NA,athmallik,kudagaon,44.53,12,anugul,athamallik,kudagaon
odisha,angul,NA,athmallik,kurumtap,25.81,13,anugul,athamallik,kurumtap
odisha,angul,NA,athmallik,luhasingha,26.13,14,anugul,athamallik,luhasingha
odisha,angul,NA,athmallik,lunahandi,49.14,15,anugul,athamallik,lunahandi
odisha,angul,NA,athmallik,madhapur,46.74,16,anugul,athamallik,madhapur
odisha,angul,NA,athmallik,maimura,23.4,17,anugul,athamallik,maimura
odisha,angul,NA,athmallik,nagaon,37.32,18,anugul,athamallik,nagaon
odisha,angul,NA,athmallik,paikasahi,27.72,19,anugul,athamallik,paikasahi
odisha,angul,NA,athmallik,pedipathar,52.66,20,anugul,athamallik,pedipathar
odisha,angul,NA,athmallik,purunamanitri,50.87,21,anugul,athamallik,purunamanitri
odisha,angul,NA,athmallik,sanahula,31.97,22,anugul,athamallik,sanahula
odisha,angul,NA,athmallik,sapaghar,49.59,23,anugul,athamallik,sapaghar
odisha,angul,NA,athmallik,tapdhol,22.43,24,anugul,athamallik,tapdhol
odisha,angul,NA,athmallik,thakurgarh,42.41,25,anugul,athamallik,thakurgarh
odisha,angul,NA,athmallik,tusar,46.52,26,anugul,athamallik,tusar
odisha,angul,NA,banarpal,badakerajanga,32.9,27,anugul,banarpal,badakerajanga
odisha,angul,NA,banarpal,sankerjanga,7.65,28,anugul,banarpal,sankerjanga
odisha,angul,NA,chhendipada,bagedia,15.07,29,anugul,chhendipada,bagedia
odisha,angul,NA,chhendipada,bahalsahi,144.49,30,anugul,chhendipada,bahalsahi
odisha,angul,NA,chhendipada,balipata,183.85,31,anugul,chhendipada,balipata
odisha,angul,NA,chhendipada,barapada,27.33,32,anugul,chhendipada,barapada
odisha,angul,NA,chhendipada,barasahi,130.35,33,anugul,chhendipada,barasahi
odisha,angul,NA,chhendipada,basantapur,137.36,34,anugul,chhendipada,basantapur
odisha,angul,NA,chhendipada,brahmanbil,181.31,35,anugul,chhendipada,brahmanbil
odisha,angul,NA,chhendipada,changudia,122.87,36,anugul,chhendipada,changudia
odisha,angul,NA,chhendipada,durgapur,115.69,37,anugul,chhendipada,durgapur
odisha,angul,NA,chhendipada,jarapada,105.42,38,anugul,chhendipada,jarapada
odisha,angul,NA,chhendipada,jerang dehurisahi,124.42,39,anugul,chhendipada,jerang dehurisahi
odisha,angul,NA,chhendipada,kampasala,177.26,40,anugul,chhendipada,kampasala
odisha,angul,NA,chhendipada,kanaloi,139.25,41,anugul,chhendipada,kanaloi
odisha,angul,NA,chhendipada,kankarei,50.18,42,anugul,chhendipada,kankarei
odisha,angul,NA,chhendipada,katada,137.36,43,anugul,chhendipada,katada
odisha,angul,NA,chhendipada,korada,171.92,44,anugul,chhendipada,korada
odisha,angul,NA,chhendipada,kosala,224.1,45,anugul,chhendipada,kosala
odisha,angul,NA,chhendipada,kukurpeta,91.17,46,anugul,chhendipada,kukurpeta
odisha,angul,NA,chhendipada,kusakila,115.24,47,anugul,chhendipada,kusakila
odisha,angul,NA,chhendipada,machhakuta,72.72,48,anugul,chhendipada,machhakuta
odisha,angul,NA,chhendipada,natada,104.98,49,anugul,chhendipada,natada
odisha,angul,NA,chhendipada,nisa,53.59,50,anugul,chhendipada,nisa
odisha,angul,NA,chhendipada,nuagaon,140.28,51,anugul,chhendipada,nuagaon
odisha,angul,NA,chhendipada,ogi,218.15,52,anugul,chhendipada,ogi
odisha,angul,NA,chhendipada,para,220.15,53,anugul,chhendipada,para
odisha,angul,NA,chhendipada,patakamunda,209.41,54,anugul,chhendipada,patakamunda
odisha,angul,NA,chhendipada,patrapada,208.56,55,anugul,chhendipada,patrapada
odisha,angul,NA,chhendipada,similipal,182.68,56,anugul,chhendipada,similipal
odisha,angul,NA,chhendipada,t.kodasahi,123.46,57,anugul,chhendipada,t.kodasahi
odisha,angul,NA,chhendipada,tangiri,207.96,58,anugul,chhendipada,tangiri
odisha,angul,NA,chhendipada,tukuda,287.58,59,anugul,chhendipada,tukuda
odisha,angul,NA,chhendipada,paranga,83.45,60,anugul,chhendipada,paranga
odisha,angul,NA,kaniha,arkil,17.8,61,anugul,kaniha,arkil
odisha,angul,NA,kaniha,badagunduri,29.83,62,anugul,kaniha,badagunduri
odisha,angul,NA,kaniha,badatribida,27.83,63,anugul,kaniha,badatribida
odisha,angul,NA,kaniha,bajrakote,63.54,64,anugul,kaniha,bajrakote
odisha,angul,NA,kaniha,balipasi,59,65,anugul,kaniha,balipasi
odisha,angul,NA,kaniha,bijigol,33.1,66,anugul,kaniha,bijigol
odisha,angul,NA,kaniha,biru,26.74,67,anugul,kaniha,biru
odisha,angul,NA,kaniha,burukuna,42.05,68,anugul,kaniha,burukuna
odisha,angul,NA,kaniha,dalaka,45.22,69,anugul,kaniha,dalaka
odisha,angul,NA,kaniha,derang,31.72,70,anugul,kaniha,derang
odisha,angul,NA,kaniha,gandamala,36.46,71,anugul,kaniha,gandamala
odisha,angul,NA,kaniha,hanumanpur,31.68,72,anugul,kaniha,hanumanpur
odisha,angul,NA,kaniha,hariharpur,14.53,73,anugul,kaniha,hariharpur
odisha,angul,NA,kaniha,jarada,27.76,74,anugul,kaniha,jarada
odisha,angul,NA,kaniha,kakudia,24.84,75,anugul,kaniha,kakudia
odisha,angul,NA,kaniha,kamarei,34.86,76,anugul,kaniha,kamarei
odisha,angul,NA,kaniha,kaniha,62.1,77,anugul,kaniha,kaniha
odisha,angul,NA,kaniha,karnapal,33.22,78,anugul,kaniha,karnapal
odisha,angul,NA,kaniha,kulei,30.98,79,anugul,kaniha,kulei
odisha,angul,NA,kaniha,kuluma,35.36,80,anugul,kaniha,kuluma
odisha,angul,NA,kaniha,parabil,33.05,81,anugul,kaniha,parabil
odisha,angul,NA,kaniha,rengali,39.9,82,anugul,kaniha,rengali
odisha,angul,NA,kaniha,samal,6.56,83,anugul,kaniha,samal
odisha,angul,NA,kaniha,sanatribida,36.58,84,anugul,kaniha,sanatribida
odisha,angul,NA,kaniha,susuba,52.48,85,anugul,kaniha,susuba
odisha,angul,NA,kaniha,talapada,38.24,86,anugul,kaniha,talapada
odisha,angul,NA,kaniha,gadasila,8.25,87,anugul,kaniha,gadasila
odisha,angul,NA,kishorenagar,ambapal,130.62,88,anugul,kishorenagar,ambapal
odisha,angul,NA,kishorenagar,angapada,150.81,89,anugul,kishorenagar,angapada
odisha,angul,NA,kishorenagar,bamur,179.15,90,anugul,kishorenagar,bamur
odisha,angul,NA,kishorenagar,bileinali,163.15,91,anugul,kishorenagar,bileinali
odisha,angul,NA,kishorenagar,dhadarpal,168,92,anugul,kishorenagar,dhadarpal
odisha,angul,NA,kishorenagar,dhaurapali,280.8,93,anugul,kishorenagar,dhaurapali
odisha,angul,NA,kishorenagar,gaon boinda,125.83,94,anugul,kishorenagar,gaon boinda
odisha,angul,NA,kishorenagar,handapa,279.13,95,anugul,kishorenagar,handapa
odisha,angul,NA,kishorenagar,himitira,231.84,96,anugul,kishorenagar,himitira
odisha,angul,NA,kishorenagar,jairat,126.16,97,anugul,kishorenagar,jairat
odisha,angul,NA,kishorenagar,jamunali,115.74,98,anugul,kishorenagar,jamunali
odisha,angul,NA,kishorenagar,jharberani,72,99,anugul,kishorenagar,jharberani
odisha,angul,NA,kishorenagar,kadalimunda,115.23,100,anugul,kishorenagar,kadalimunda
odisha,angul,NA,kishorenagar,kanteikulia,256.51,101,anugul,kishorenagar,kanteikulia
odisha,angul,NA,kishorenagar,kataranga,144.47,102,anugul,kishorenagar,kataranga
odisha,angul,NA,kishorenagar,nakchi,188.02,103,anugul,kishorenagar,nakchi
odisha,angul,NA,kishorenagar,nunukapasi,128.65,104,anugul,kishorenagar,nunukapasi
odisha,angul,NA,kishorenagar,oskapali,216.31,105,anugul,kishorenagar,oskapali
odisha,angul,NA,kishorenagar,raniakata,153.58,106,anugul,kishorenagar,raniakata
odisha,angul,NA,kishorenagar,sanjamura,360.9,107,anugul,kishorenagar,sanjamura
odisha,angul,NA,kishorenagar,urukula,305.65,108,anugul,kishorenagar,urukula
odisha,angul,NA,kishorenagar,luhamunda,0.02,109,anugul,kishorenagar,luhamunda
odisha,angul,NA,palalahada,balipasi,12.87,110,anugul,NA,NA
odisha,angul,NA,talacher,badajorada,63.01,111,anugul,talcher,badajorada
odisha,angul,NA,talacher,bantol,48.95,112,anugul,talcher,bantol
odisha,angul,NA,talacher,brajanathpur,63.45,113,anugul,talcher,brajanathpur
odisha,angul,NA,talacher,danara,58.52,114,anugul,talcher,danara
odisha,angul,NA,talacher,dera,31.96,115,anugul,talcher,dera
odisha,angul,NA,talacher,dharampur,107.91,116,anugul,talcher,dharampur
odisha,angul,NA,talacher,ghantapada,67.43,117,anugul,talcher,ghantapada
odisha,angul,NA,talacher,gobra,92.84,118,anugul,talcher,gobra
odisha,angul,NA,talacher,gopal prasad,120.34,119,anugul,talcher,gopal prasad
odisha,angul,NA,talacher,gurujang,64.17,120,anugul,talcher,gurujang
odisha,angul,NA,talacher,gurujanguli,79.12,121,anugul,talcher,gurujanguli
odisha,angul,NA,talacher,hensmul,47.91,122,anugul,talcher,hensmul
odisha,angul,NA,talacher,jaganathpur,76.15,123,anugul,talcher,jaganathpur
odisha,angul,NA,talacher,kalamchuin,157.74,124,anugul,talcher,kalamchuin
odisha,angul,NA,talacher,kandhal,61.9,125,anugul,talcher,kandhal
odisha,angul,NA,talacher,kankili,65.26,126,anugul,talcher,kankili
odisha,angul,NA,talacher,karnapur,71.1,127,anugul,talcher,karnapur
odisha,angul,NA,talacher,kumunda,80.42,128,anugul,talcher,kumunda
odisha,angul,NA,talacher,padmabatipur,132.62,129,anugul,talcher,padmabatipur
odisha,angul,NA,talacher,santhapada,80.66,130,anugul,talcher,santhapada
odisha,angul,NA,talacher,tentulei,58.91,131,anugul,talcher,tentulei
odisha,baleshwar,NA,bahanaga,bahanaga,24.47,132,balasore,bahanaga,bahanaga
odisha,baleshwar,NA,bahanaga,patharpentha,18.96,133,balasore,bahanaga,patharpentha
odisha,baleshwar,NA,bahanaga,dandaharipur,20.26,134,balasore,bahanaga,dandaharipur
odisha,baleshwar,NA,bahanaga,saud,33.91,135,balasore,bahanaga,saud
odisha,baleshwar,NA,bahanaga,chakjagannathpur,10.03,136,balasore,bahanaga,NA
odisha,baleshwar,NA,bahanaga,khantapada,37.69,137,balasore,bahanaga,khantapada
odisha,baleshwar,NA,bahanaga,kasabajaypur,27.72,138,balasore,bahanaga,kasabajaypur
odisha,baleshwar,NA,bahanaga,panapana,28.14,139,balasore,bahanaga,panapana
odisha,baleshwar,NA,bahanaga,gopalpur,25.38,140,balasore,bahanaga,gopalpur
odisha,baleshwar,NA,bahanaga,kalyani,16.53,141,balasore,bahanaga,kalyani
odisha,baleshwar,NA,bahanaga,baripada,32.95,142,balasore,bahanaga,baripada
odisha,baleshwar,NA,bahanaga,aruhabad,24.85,143,balasore,bahanaga,aruhabad
odisha,baleshwar,NA,bahanaga,bishnupur,22.7,144,balasore,bahanaga,bishnupur
odisha,baleshwar,NA,bahanaga,sahaspura,14.24,145,balasore,bahanaga,sahaspura
odisha,baleshwar,NA,bahanaga,anji,13.16,146,balasore,bahanaga,anji
odisha,baleshwar,NA,bahanaga,avana,20.55,147,balasore,bahanaga,avana
odisha,baleshwar,NA,bahanaga,kharasahapur,44.95,148,balasore,bahanaga,kharasahapur
odisha,baleshwar,NA,bahanaga,chittal,17,149,balasore,bahanaga,chittal
odisha,baleshwar,NA,bahanaga,kochiakoili,13.7,150,balasore,bahanaga,kochiakoili
odisha,baleshwar,NA,bahanaga,kuruda,5.22,151,balasore,bahanaga,kuruda
odisha,baleshwar,NA,bahanaga,talakurunia,20.37,152,balasore,bahanaga,talakurunia
odisha,baleshwar,NA,bahanaga,pandasuni,24.03,153,balasore,bahanaga,pandasuni
odisha,baleshwar,NA,bahanaga,odasal,16.13,154,balasore,bahanaga,odasal
odisha,baleshwar,NA,bahanaga,nuapur,15.26,155,balasore,bahanaga,nuapur
odisha,baleshwar,NA,baleshwar,jayadeba kasaba,47.14,156,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,buanl,91.02,157,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,parikhi,152.84,158,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,hidigan,48.97,159,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,genguti,56.53,160,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,odangi,32.54,161,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,ranasahi,46.84,162,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,kasipada,44.3,163,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,sartha,134,164,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,kuradiha,88.08,165,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,chhanua,139.91,166,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,bahabalpur,66.42,167,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,srirampur,100.5,168,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,haldipada,42.13,169,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,kasafal,97.75,170,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,nagram,62.12,171,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,rasalpur,89.08,172,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,olanda sargan,90.13,173,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,gudu,78.46,174,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,sindhia,78,175,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,sargan,74.89,176,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,gopinathpur,109.64,177,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,rasulpur,67.48,178,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,padmapur,52.26,179,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,srikona,57.02,180,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,sasang,46.53,181,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,patrapada,99.81,182,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,anko,102.07,183,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,rupsa samil hasanpur,10.39,184,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,alomeda,15.55,185,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,panchapada,13.94,186,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,dubulagadi,62.79,187,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,bardhanpur,44.03,188,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,khannagar,44.62,189,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,raisuna,56.68,190,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,baincha,37.78,191,balasore,NA,NA
odisha,baleshwar,NA,baleshwar,chandipur,41.6,192,balasore,NA,NA
odisha,baleshwar,NA,baliapal,aladiha,36.78,193,balasore,baliapal,aladiha
odisha,baleshwar,NA,baliapal,asti,27.94,194,balasore,baliapal,asti
odisha,baleshwar,NA,baliapal,bodas,38.66,195,balasore,baliapal,bodas
odisha,baleshwar,NA,baliapal,baliapal,19.1,196,balasore,baliapal,baliapal
odisha,baleshwar,NA,baliapal,balikuti,20.39,197,balasore,baliapal,balikuti
odisha,baleshwar,NA,baliapal,baniadiha,34.75,198,balasore,baliapal,baniadiha
odisha,baleshwar,NA,baliapal,betagadia,74.45,199,balasore,baliapal,betagadia
odisha,baleshwar,NA,baliapal,bishnupur,37.6,200,balasore,baliapal,bishnupur
odisha,baleshwar,NA,baliapal,bolang,34.38,201,balasore,baliapal,bolang
odisha,baleshwar,NA,baliapal,chaumukh,41.17,202,balasore,baliapal,chaumukh
odisha,baleshwar,NA,baliapal,dagara,77.22,203,balasore,baliapal,dagara
odisha,baleshwar,NA,baliapal,debhog,43.57,204,balasore,baliapal,debhog
odisha,baleshwar,NA,baliapal,deula,55.49,205,balasore,baliapal,deula
odisha,baleshwar,NA,baliapal,ghantua,31.27,206,balasore,baliapal,ghantua
odisha,baleshwar,NA,baliapal,jagatipur,56.29,207,balasore,baliapal,jagatipur
odisha,baleshwar,NA,baliapal,jamakunda,56,208,balasore,baliapal,jamakunda
odisha,baleshwar,NA,baliapal,jambhirai,54.64,209,balasore,baliapal,jambhirai
odisha,baleshwar,NA,baliapal,kumbhari,62.02,210,balasore,baliapal,kumbhari
odisha,baleshwar,NA,baliapal,kunduli,56.81,211,balasore,baliapal,kunduli
odisha,baleshwar,NA,baliapal,madhupura,126.44,212,balasore,baliapal,madhupura
odisha,baleshwar,NA,baliapal,nikhira,80.26,213,balasore,baliapal,nikhira
odisha,baleshwar,NA,baliapal,nuagaon,70.74,214,balasore,baliapal,nuagaon
odisha,baleshwar,NA,baliapal,panchupalli,57.49,215,balasore,baliapal,panchupalli
odisha,baleshwar,NA,baliapal,pratappur,100.34,216,balasore,baliapal,pratappur
odisha,baleshwar,NA,baliapal,srirampur,82.9,217,balasore,baliapal,srirampur
odisha,baleshwar,NA,baliapal,ratei,66.66,218,balasore,baliapal,ratei
odisha,baleshwar,NA,baliapal,balarampur,41.62,219,balasore,baliapal,balarampur
odisha,baleshwar,NA,baliapal,saudi,19.77,220,balasore,baliapal,saudi
odisha,baleshwar,NA,basta,santoshpur,54.77,221,balasore,basta,santoshpur
odisha,baleshwar,NA,basta,mukulisi,7.98,222,balasore,basta,mukulisi
odisha,baleshwar,NA,basta,natakata,33.56,223,balasore,basta,natakata
odisha,baleshwar,NA,basta,nabara,8.61,224,balasore,basta,nabara
odisha,baleshwar,NA,basta,chormara,20.68,225,balasore,basta,chormara
odisha,baleshwar,NA,basta,routpada,21.67,226,balasore,basta,routpada
odisha,baleshwar,NA,basta,gadapada,30.8,227,balasore,basta,gadapada
odisha,baleshwar,NA,basta,darada,40.64,228,balasore,basta,darada
odisha,baleshwar,NA,basta,sadanandapur,39.06,229,balasore,basta,sadanandapur
odisha,baleshwar,NA,basta,putura,42.09,230,balasore,basta,putura
odisha,baleshwar,NA,basta,purusottampur,24.58,231,balasore,basta,purusottampur
odisha,baleshwar,NA,basta,mathani,49.28,232,balasore,basta,mathani
odisha,baleshwar,NA,basta,brahmanda,58.72,233,balasore,basta,brahmanda
odisha,baleshwar,NA,basta,kulida,28.31,234,balasore,basta,kulida
odisha,baleshwar,NA,basta,paunskuli,29.4,235,balasore,basta,paunskuli
odisha,baleshwar,NA,basta,singla,26,236,balasore,basta,singla
odisha,baleshwar,NA,basta,sahada,42.19,237,balasore,basta,sahada
odisha,baleshwar,NA,basta,irda,14.4,238,balasore,basta,irda
odisha,baleshwar,NA,basta,baharda,27.21,239,balasore,basta,baharda
odisha,baleshwar,NA,basta,tadada,24.66,240,balasore,basta,tadada
odisha,baleshwar,NA,basta,raghunathpur,69.25,241,balasore,basta,raghunathpur
odisha,baleshwar,NA,basta,naikudi,14.31,242,balasore,basta,naikudi
odisha,baleshwar,NA,basta,kudia,24.05,243,balasore,basta,kudia
odisha,baleshwar,NA,basta,karua,10.59,244,balasore,basta,karua
odisha,baleshwar,NA,basta,patrajhada,12.4,245,balasore,basta,NA
odisha,baleshwar,NA,basta,barunagadia,0.95,246,balasore,basta,barunagadia
odisha,baleshwar,NA,basta,basuchakurai,0.44,247,balasore,basta,basuchakurai
odisha,baleshwar,NA,basta,dudhahansha,0.69,248,balasore,basta,dudhahansa
odisha,baleshwar,NA,basta,kadrayan,0.85,249,balasore,basta,kadarayan
odisha,baleshwar,NA,basta,kainagiri,0.56,250,balasore,basta,kainagari
odisha,baleshwar,NA,basta,vellora,1,251,balasore,basta,velora
odisha,baleshwar,NA,bhograi,nahara,25.51,252,balasore,bhograi,nahara
odisha,baleshwar,NA,bhograi,kharidpipal,21.62,253,balasore,bhograi,kharidpipal
odisha,baleshwar,NA,bhograi,mahagab,19.59,254,balasore,bhograi,mahagab
odisha,baleshwar,NA,bhograi,sradhapur,19.43,255,balasore,bhograi,sradhapur
odisha,baleshwar,NA,bhograi,putina,31.68,256,balasore,bhograi,putina
odisha,baleshwar,NA,bhograi,kakhada,18.37,257,balasore,bhograi,kakhada
odisha,baleshwar,NA,bhograi,n. m. padia,26.34,258,balasore,bhograi,n. m. padia
odisha,baleshwar,NA,bhograi,khanthibhanuri,22.75,259,balasore,bhograi,khanthibhanuri
odisha,baleshwar,NA,bhograi,k.kamarda,18.83,260,balasore,bhograi,k.kamarda
odisha,baleshwar,NA,bhograi,bhograi,18.96,261,balasore,bhograi,bhograi
odisha,baleshwar,NA,bhograi,jayrampur,29.11,262,balasore,bhograi,jayrampur
odisha,baleshwar,NA,bhograi,soharia,22.58,263,balasore,bhograi,soharia
odisha,baleshwar,NA,bhograi,gunasartha,15.52,264,balasore,bhograi,gunasartha
odisha,baleshwar,NA,bhograi,baunsadiha,14.16,265,balasore,bhograi,baunsadiha
odisha,baleshwar,NA,bhograi,balim,16.52,266,balasore,bhograi,balim
odisha,baleshwar,NA,bhograi,gopinathapur,21.52,267,balasore,bhograi,gopinathapur
odisha,baleshwar,NA,bhograi,deula,32.58,268,balasore,bhograi,deula
odisha,baleshwar,NA,bhograi,guneibasan,20.5,269,balasore,bhograi,guneibasan
odisha,baleshwar,NA,bhograi,hooguli,15.11,270,balasore,bhograi,hooguli
odisha,baleshwar,NA,bhograi,dahunda,14.29,271,balasore,bhograi,dahunda
odisha,baleshwar,NA,bhograi,mandarsahi,26.65,272,balasore,bhograi,mandarsahi
odisha,baleshwar,NA,bhograi,nachinda,48.26,273,balasore,bhograi,nachinda
odisha,baleshwar,NA,bhograi,barabatia,24.81,274,balasore,bhograi,barabatia
odisha,baleshwar,NA,bhograi,nimatpur,26.46,275,balasore,bhograi,nimatpur
odisha,baleshwar,NA,bhograi,analia,24.6,276,balasore,bhograi,analia
odisha,baleshwar,NA,bhograi,sultanpur,22.38,277,balasore,bhograi,sultanpur
odisha,baleshwar,NA,bhograi,sankhari,20.86,278,balasore,bhograi,sankhari
odisha,baleshwar,NA,bhograi,t.hazira,36.51,279,balasore,bhograi,t.hazira
odisha,baleshwar,NA,bhograi,bajitpur,14.93,280,balasore,bhograi,bajitpur
odisha,baleshwar,NA,bhograi,kusuda,21.58,281,balasore,bhograi,kusuda
odisha,baleshwar,NA,bhograi,rasolpur,26.18,282,balasore,bhograi,rasolpur
odisha,baleshwar,NA,bhograi,dehurda,22.87,283,balasore,bhograi,dehurda
odisha,baleshwar,NA,bhograi,aruhabrutti-1,27.07,284,balasore,bhograi,aruhabruti-1
odisha,baleshwar,NA,bhograi,daruha,20.65,285,balasore,bhograi,daruha
odisha,baleshwar,NA,bhograi,durpal,19.64,286,balasore,bhograi,durpal
odisha,baleshwar,NA,bhograi,gabgan,14.6,287,balasore,bhograi,gabagan
odisha,baleshwar,NA,bhograi,gochhidategharai,25.66,288,balasore,bhograi,gochhidateghari
odisha,baleshwar,NA,bhograi,jaganathpur,17.77,289,balasore,bhograi,jagannathpur
odisha,baleshwar,NA,bhograi,jaleswarpur,13.35,290,balasore,bhograi,jaleswarpur
odisha,baleshwar,NA,bhograi,jalsohoria,19.79,291,balasore,bhograi,jalsoharia
odisha,baleshwar,NA,bhograi,kachuadi,27.47,292,balasore,bhograi,kachuadi
odisha,baleshwar,NA,bhograi,kulida,13.55,293,balasore,bhograi,kulida
odisha,baleshwar,NA,bhograi,kumbharmuli,14.56,294,balasore,bhograi,kumbharmuli
odisha,baleshwar,NA,bhograi,kumbhirgadi,14.3,295,balasore,bhograi,kumbhirgadi
odisha,baleshwar,NA,bhograi,maheshpur,15.17,296,balasore,bhograi,maheshpur
odisha,baleshwar,NA,bhograi,panisanda,12.52,297,balasore,bhograi,panisanda
odisha,baleshwar,NA,bhograi,pasarbindha,27.41,298,balasore,bhograi,pasarbindha
odisha,baleshwar,NA,bhograi,sahabajipur,17.35,299,balasore,bhograi,sahabajipur
odisha,baleshwar,NA,bhograi,sianroi,15.12,300,balasore,bhograi,sianroi
odisha,baleshwar,NA,bhograi,sunadharbasan,19.42,301,balasore,bhograi,sunadharbasan
odisha,baleshwar,NA,jaleswar,kalika,22.63,302,balasore,jaleswar,kalika
odisha,baleshwar,NA,jaleswar,sardarbandha,27.13,303,balasore,jaleswar,sardarbandha
odisha,baleshwar,NA,jaleswar,aruha,14.42,304,balasore,jaleswar,aruha
odisha,baleshwar,NA,jaleswar,r. r. pur,59.84,305,balasore,jaleswar,r. r. pur
odisha,baleshwar,NA,jaleswar,nachhimpur,17.68,306,balasore,jaleswar,nachhimpur
odisha,baleshwar,NA,jaleswar,shyamnagar,30.48,307,balasore,jaleswar,shyamnagar
odisha,baleshwar,NA,jaleswar,paikasida,43.06,308,balasore,jaleswar,paikasida
odisha,baleshwar,NA,jaleswar,raibania,40.98,309,balasore,jaleswar,raibania
odisha,baleshwar,NA,jaleswar,gopimohanpur,19.61,310,balasore,jaleswar,gopimohanpur
odisha,baleshwar,NA,jaleswar,olmara,30.47,311,balasore,jaleswar,olmara
odisha,baleshwar,NA,jaleswar,mankidia,32.61,312,balasore,jaleswar,mankidia
odisha,baleshwar,NA,jaleswar,d.p.pur,26.75,313,balasore,jaleswar,d.p.pur
odisha,baleshwar,NA,jaleswar,chamargan,24.84,314,balasore,jaleswar,chamargan
odisha,baleshwar,NA,jaleswar,bartana,43.5,315,balasore,jaleswar,bartana
odisha,baleshwar,NA,jaleswar,baradiha,64.06,316,balasore,jaleswar,baradiha
odisha,baleshwar,NA,jaleswar,baiganbadia,25.57,317,balasore,jaleswar,baiganbadia
odisha,baleshwar,NA,jaleswar,rajpur,46.81,318,balasore,jaleswar,rajpur
odisha,baleshwar,NA,jaleswar,sugo,34.18,319,balasore,jaleswar,sugo
odisha,baleshwar,NA,jaleswar,laxmananatha,36.63,320,balasore,jaleswar,laxmananatha
odisha,baleshwar,NA,jaleswar,paschimbad,44,321,balasore,jaleswar,paschimbad
odisha,baleshwar,NA,jaleswar,khalina,24.52,322,balasore,jaleswar,khalina
odisha,baleshwar,NA,jaleswar,khuad,33.66,323,balasore,jaleswar,khuad
odisha,baleshwar,NA,jaleswar,k.majhisahi,36.42,324,balasore,jaleswar,k.majhisahi
odisha,baleshwar,NA,jaleswar,nampo,41.02,325,balasore,jaleswar,nampo
odisha,baleshwar,NA,jaleswar,netua,16.75,326,balasore,jaleswar,netua
odisha,baleshwar,NA,jaleswar,sikharpur,41.95,327,balasore,jaleswar,sikharpur
odisha,baleshwar,NA,jaleswar,srirampur,19.75,328,balasore,jaleswar,srirampur
odisha,baleshwar,NA,khaira,achutipur,25.08,329,balasore,khaira,achutipur
odisha,baleshwar,NA,khaira,antara,22.01,330,balasore,khaira,antara
