s_state,s_district,Urban Local Bodies (Munipal Corparation/Municipality / NAC,s_block,s_gp,Total_IGNOAPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,jagatsinghapur,NA,kujang,bhutumundei,151.9,2247,jagatsinghapur,kujang,bhutumundei
odisha,jagatsinghapur,NA,kujang,biswali,128.01,2248,jagatsinghapur,kujang,biswali
odisha,jagatsinghapur,NA,kujang,nuagarh,98.7,2249,jagatsinghapur,kujang,nuagarh
odisha,jagatsinghapur,NA,kujang,paradipgarh,57.93,2250,jagatsinghapur,kujang,paradipgarh
odisha,jagatsinghapur,NA,kujang,bagadia,74.75,2251,jagatsinghapur,kujang,bagadia
odisha,jagatsinghapur,NA,kujang,kothi,79.05,2252,jagatsinghapur,kujang,kothi
odisha,jagatsinghapur,NA,kujang,hansura,69.14,2253,jagatsinghapur,kujang,hansura
odisha,jagatsinghapur,NA,kujang,badabalikani,80.94,2254,jagatsinghapur,kujang,badabalikani
odisha,jagatsinghapur,NA,kujang,kathakot,43.08,2255,jagatsinghapur,kujang,kathakot
odisha,jagatsinghapur,NA,kujang,kujanga,82.27,2256,jagatsinghapur,kujang,kujanga
odisha,jagatsinghapur,NA,kujang,bagoi,65.72,2257,jagatsinghapur,kujang,bagoi
odisha,jagatsinghapur,NA,kujang,mallasahi,160.79,2258,jagatsinghapur,kujang,mallasahi
odisha,jagatsinghapur,NA,kujang,mangarajpur,174.25,2259,jagatsinghapur,kujang,mangarajpur
odisha,jagatsinghapur,NA,kujang,zillanasi,119.43,2260,jagatsinghapur,kujang,zillanasi
odisha,jagatsinghapur,NA,kujang,balia,97.14,2261,jagatsinghapur,kujang,balia
odisha,jagatsinghapur,NA,kujang,patapur,173.37,2262,jagatsinghapur,kujang,patapur
odisha,jagatsinghapur,NA,kujang,gopiakuda,179.03,2263,jagatsinghapur,kujang,gopiakuda
odisha,jagatsinghapur,NA,kujang,gandakipur,80.78,2264,jagatsinghapur,kujang,gandakipur
odisha,jagatsinghapur,NA,kujang,pankapal,163.39,2265,jagatsinghapur,kujang,pankapal
odisha,jagatsinghapur,NA,kujang,fatepur,60.53,2266,jagatsinghapur,kujang,fatepur
odisha,jagatsinghapur,NA,kujang,sailo,148.14,2267,jagatsinghapur,kujang,sailo
odisha,jagatsinghapur,NA,kujang,talapada,73.95,2268,jagatsinghapur,kujang,talapada
odisha,jagatsinghapur,NA,kujang,pandua,119.52,2269,jagatsinghapur,kujang,pandua
odisha,jagatsinghapur,NA,kujang,garei,82.12,2270,jagatsinghapur,kujang,garei
odisha,jagatsinghapur,NA,kujang,gorada,58.76,2271,jagatsinghapur,kujang,gorada
odisha,jagatsinghapur,NA,kujang,banito,61.4,2272,jagatsinghapur,kujang,banito
odisha,jagatsinghapur,NA,kujang,potanai,85.98,2273,jagatsinghapur,kujang,potanai
odisha,jagatsinghapur,NA,kujang,agapal,39.79,2274,jagatsinghapur,kujang,agapal
odisha,jagatsinghapur,NA,naugaon,nuagan,65.44,2275,jagatsinghapur,naugaon,nuagan
odisha,jagatsinghapur,NA,naugaon,gajarajpur,70.16,2276,jagatsinghapur,naugaon,gajarajpur
odisha,jagatsinghapur,NA,naugaon,alana,70.04,2277,jagatsinghapur,naugaon,alana
odisha,jagatsinghapur,NA,naugaon,naugan,108.35,2278,jagatsinghapur,naugaon,naugan
odisha,jagatsinghapur,NA,naugaon,sikhar,88.86,2279,jagatsinghapur,naugaon,sikhar
odisha,jagatsinghapur,NA,naugaon,tiruna,82.02,2280,jagatsinghapur,naugaon,tiruna
odisha,jagatsinghapur,NA,naugaon,oskana,100.07,2281,jagatsinghapur,naugaon,oskana
odisha,jagatsinghapur,NA,naugaon,bachhalo,60.78,2282,jagatsinghapur,naugaon,bachhalo
odisha,jagatsinghapur,NA,naugaon,deriki,70,2283,jagatsinghapur,naugaon,deriki
odisha,jagatsinghapur,NA,naugaon,ghodanso,110.56,2284,jagatsinghapur,naugaon,ghodanso
odisha,jagatsinghapur,NA,naugaon,korua,68.47,2285,jagatsinghapur,naugaon,korua
odisha,jagatsinghapur,NA,naugaon,jamugan,114.83,2286,jagatsinghapur,naugaon,jamugan
odisha,jagatsinghapur,NA,naugaon,rohia,75.78,2287,jagatsinghapur,naugaon,rohia
odisha,jagatsinghapur,NA,naugaon,galadhari,65.22,2288,jagatsinghapur,naugaon,galadhari
odisha,jagatsinghapur,NA,naugaon,bansa,19.5,2289,jagatsinghapur,naugaon,bansa
odisha,jagatsinghapur,NA,naugaon,dabar,49.7,2290,jagatsinghapur,naugaon,dabar
odisha,jagatsinghapur,NA,raghunathpur,eradanga,41.14,2291,jagatsinghapur,raghunathpur,eradanga
odisha,jagatsinghapur,NA,raghunathpur,bidyadharpur,25.08,2292,jagatsinghapur,raghunathpur,bidyadharpur
odisha,jagatsinghapur,NA,raghunathpur,chhapada,60.48,2293,jagatsinghapur,raghunathpur,chhapada
odisha,jagatsinghapur,NA,raghunathpur,dharadharpur,27.14,2294,jagatsinghapur,raghunathpur,dharadharpur
odisha,jagatsinghapur,NA,raghunathpur,raghunathpur,66.05,2295,jagatsinghapur,raghunathpur,raghunathpur
odisha,jagatsinghapur,NA,raghunathpur,redhua,40.88,2296,jagatsinghapur,raghunathpur,redhua
odisha,jagatsinghapur,NA,raghunathpur,adheikul,56.16,2297,jagatsinghapur,raghunathpur,adheikul
odisha,jagatsinghapur,NA,raghunathpur,tarapur,57.42,2298,jagatsinghapur,raghunathpur,tarapur
odisha,jagatsinghapur,NA,raghunathpur,gualipur,71.94,2299,jagatsinghapur,raghunathpur,gualipur
odisha,jagatsinghapur,NA,raghunathpur,puruna basanta,42.18,2300,jagatsinghapur,raghunathpur,puruna basanta
odisha,jagatsinghapur,NA,raghunathpur,baragol,54.53,2301,jagatsinghapur,raghunathpur,baragol
odisha,jagatsinghapur,NA,raghunathpur,jagannathpur,48.82,2302,jagatsinghapur,raghunathpur,jagannathpur
odisha,jagatsinghapur,NA,raghunathpur,puruna odapada,22.77,2303,jagatsinghapur,raghunathpur,puruna odapada
odisha,jagatsinghapur,NA,raghunathpur,jaisol,20.54,2304,jagatsinghapur,raghunathpur,jaisol
odisha,jagatsinghapur,NA,raghunathpur,tanra,39.26,2305,jagatsinghapur,raghunathpur,tanra
odisha,jagatsinghapur,NA,raghunathpur,sadeipur,75.93,2306,jagatsinghapur,raghunathpur,sadeipur
odisha,jagatsinghapur,NA,raghunathpur,chikinia,102.16,2307,jagatsinghapur,raghunathpur,chikinia
odisha,jagatsinghapur,NA,raghunathpur,radhanga,34.87,2308,jagatsinghapur,raghunathpur,radhanga
odisha,jagatsinghapur,NA,raghunathpur,tarikund,21.14,2309,jagatsinghapur,raghunathpur,tarikund
odisha,jagatsinghapur,NA,raghunathpur,babujanga,51.22,2310,jagatsinghapur,raghunathpur,NA
odisha,jagatsinghapur,NA,raghunathpur,uttarkul,84.52,2311,jagatsinghapur,raghunathpur,NA
odisha,jagatsinghapur,NA,raghunathpur,manijanga,51.28,2312,jagatsinghapur,raghunathpur,NA
odisha,jagatsinghapur,NA,raghunathpur,mohammadpur,79.67,2313,jagatsinghapur,raghunathpur,NA
odisha,jagatsinghapur,NA,tirtol,krushnanandapur,54.98,2314,jagatsinghapur,tirtol,krushnanandpur
odisha,jagatsinghapur,NA,tirtol,kanimul,57.91,2315,jagatsinghapur,tirtol,kanimula
odisha,jagatsinghapur,NA,tirtol,dainlo,53.01,2316,jagatsinghapur,tirtol,dainlo
odisha,jagatsinghapur,NA,tirtol,samantarapur,56.65,2317,jagatsinghapur,tirtol,samantarapur
odisha,jagatsinghapur,NA,tirtol,kolar,91.7,2318,jagatsinghapur,tirtol,kolar
odisha,jagatsinghapur,NA,tirtol,tirtol,109.66,2319,jagatsinghapur,tirtol,tirtol
odisha,jagatsinghapur,NA,tirtol,manijanga,22.54,2320,jagatsinghapur,tirtol,manijanga
odisha,jagatsinghapur,NA,tirtol,bodhei,53.49,2321,jagatsinghapur,tirtol,bodhei
odisha,jagatsinghapur,NA,tirtol,jagannathapur,45.67,2322,jagatsinghapur,tirtol,jagannathpur
odisha,jagatsinghapur,NA,tirtol,tulanga,54.93,2323,jagatsinghapur,tirtol,tulanga
odisha,jagatsinghapur,NA,tirtol,garam,53.81,2324,jagatsinghapur,tirtol,garam
odisha,jagatsinghapur,NA,tirtol,gobindapur,28.16,2325,jagatsinghapur,tirtol,gobindapur
odisha,jagatsinghapur,NA,tirtol,katara,75.14,2326,jagatsinghapur,tirtol,katara
odisha,jagatsinghapur,NA,tirtol,patilo,38.4,2327,jagatsinghapur,tirtol,patilo
odisha,jagatsinghapur,NA,tirtol,biritol,69.95,2328,jagatsinghapur,tirtol,biritol
odisha,jagatsinghapur,NA,tirtol,mulisingh,85.76,2329,jagatsinghapur,tirtol,mulisingh
odisha,jagatsinghapur,NA,tirtol,tarjanga,61.94,2330,jagatsinghapur,tirtol,tarajanga
odisha,jagatsinghapur,NA,tirtol,bishunpur,24.77,2331,jagatsinghapur,tirtol,bishunpur
odisha,jagatsinghapur,NA,tirtol,gopalpur(s),40.34,2332,jagatsinghapur,tirtol,gopalpur (s)
odisha,jagatsinghapur,NA,tirtol,amberi,27.73,2333,jagatsinghapur,tirtol,amberi
odisha,jagatsinghapur,NA,tirtol,poragadei,24.05,2334,jagatsinghapur,tirtol,poragadei
odisha,jagatsinghapur,NA,tirtol,ibrisingh,56.58,2335,jagatsinghapur,tirtol,ibrisingh
odisha,jagatsinghapur,NA,tirtol,gopalapur,80.73,2336,jagatsinghapur,tirtol,gopalpur
odisha,jagatsinghapur,NA,tirtol,kanakpur,36.31,2337,jagatsinghapur,tirtol,kanakpur
odisha,jagatsinghapur,NA,tirtol,jadatira,42.98,2338,jagatsinghapur,tirtol,jadatira
odisha,jagatsinghapur,NA,tirtol,kosti mallikapur,42.49,2339,jagatsinghapur,tirtol,kostimallikapur
odisha,jagatsinghapur,NA,tirtol,sanra,47.88,2340,jagatsinghapur,tirtol,sanara
odisha,jagatsinghapur,NA,tirtol,tentulipada,39.92,2341,jagatsinghapur,tirtol,tentulipada
odisha,jagatsinghapur,NA,tirtol,pipal madhab,33.59,2342,jagatsinghapur,tirtol,NA
odisha,jajpur,NA,dasarathapur,kayan,180.43,2343,jajpur,dasarathpur,kayan
odisha,jajpur,NA,dasarathapur,kamardiha,58.95,2344,jajpur,dasarathpur,kamardiha
odisha,jajpur,NA,dasarathapur,khannagar,61.06,2345,jajpur,dasarathpur,khannagar
odisha,jajpur,NA,dasarathapur,tarapada,213.7,2346,jajpur,dasarathpur,tarapada
odisha,jajpur,NA,dasarathapur,kaspa,175.86,2347,jajpur,dasarathpur,kaspa
odisha,jajpur,NA,dasarathapur,chitalo,220.18,2348,jajpur,dasarathpur,chitalo
odisha,jajpur,NA,dasarathapur,khandara,141.78,2349,jajpur,dasarathpur,khandara
odisha,jajpur,NA,dasarathapur,susua,152.9,2350,jajpur,dasarathpur,susua
odisha,jajpur,NA,dasarathapur,thalkudi,208.46,2351,jajpur,dasarathpur,thalkudi
odisha,jajpur,NA,dasarathapur,nizampur,229.63,2352,jajpur,dasarathpur,nizampur
odisha,jajpur,NA,dasarathapur,asanpur,111.72,2353,jajpur,dasarathpur,asanpur
odisha,jajpur,NA,dasarathapur,chasakhanda,78.04,2354,jajpur,dasarathpur,chasakhanda
odisha,jajpur,NA,dasarathapur,behari,77.5,2355,jajpur,dasarathpur,behari
odisha,jajpur,NA,dasarathapur,katikata,71.35,2356,jajpur,dasarathpur,katikata
odisha,jajpur,NA,dasarathapur,champeipal,194.84,2357,jajpur,dasarathpur,champeipal
odisha,jajpur,NA,dasarathapur,mallikapur,313.08,2358,jajpur,dasarathpur,mallikapur
odisha,jajpur,NA,dasarathapur,taliha,128.11,2359,jajpur,dasarathpur,taliha
odisha,jajpur,NA,dasarathapur,akarpada,306.29,2360,jajpur,dasarathpur,akarpada
odisha,jajpur,NA,dasarathapur,gramanandipur,213.2,2361,jajpur,dasarathpur,gramanandipur
odisha,jajpur,NA,dasarathapur,dasarathpur,186.11,2362,jajpur,dasarathpur,dasarathpur
odisha,jajpur,NA,dasarathapur,chhanchina,143.19,2363,jajpur,dasarathpur,chhanchina
odisha,jajpur,NA,dasarathapur,gopalpur,144.82,2364,jajpur,dasarathpur,gopalpur
odisha,jajpur,NA,dasarathapur,mangalpur,134.34,2365,jajpur,dasarathpur,mangalpur
odisha,jajpur,NA,dasarathapur,kanikapada,148.88,2366,jajpur,dasarathpur,kanikapada
odisha,jajpur,NA,dasarathapur,duduranta,197.14,2367,jajpur,dasarathpur,duduranta
odisha,jajpur,NA,dasarathapur,duttapur,118.61,2368,jajpur,dasarathpur,duttapur
odisha,jajpur,NA,dasarathapur,biripata,318.31,2369,jajpur,dasarathpur,biripata
odisha,jajpur,NA,dasarathapur,palatpur,115.53,2370,jajpur,dasarathpur,palatpur
odisha,jajpur,NA,dasarathapur,dahanihata,178.07,2371,jajpur,dasarathpur,dahanihata
odisha,jajpur,NA,dasarathapur,biruhan,150.15,2372,jajpur,dasarathpur,biruan
odisha,jajpur,NA,dasarathapur,jayantara,333.09,2373,jajpur,dasarathpur,jayantara
odisha,jajpur,NA,dasarathapur,rahasoi,110.04,2374,jajpur,dasarathpur,rahasoi
odisha,jajpur,NA,dasarathapur,jafarpur,19.43,2375,jajpur,dasarathpur,jafarpur
odisha,jajpur,NA,dasarathapur,izapur,66.6,2376,jajpur,dasarathpur,izapur
odisha,jajpur,NA,dasarathapur,birajapur,46.19,2377,jajpur,dasarathpur,birajapur
odisha,jajpur,NA,jajpur,chhatisdebil,21.41,2378,jajpur,jajpur,chhatisdebil
odisha,jajpur,NA,jajpur,erabank,23.66,2379,jajpur,jajpur,erabank
odisha,jajpur,NA,jajpur,jhalpada,15.94,2380,jajpur,jajpur,jhalpada
odisha,jajpur,NA,jajpur,rudrapur,16.31,2381,jajpur,jajpur,rudrapur
odisha,jajpur,NA,jajpur,sahaspur,16.25,2382,jajpur,jajpur,sahaspur
odisha,jajpur,NA,jajpur,samdaspur,18.54,2383,jajpur,jajpur,samdaspur
odisha,jajpur,NA,jajpur,sujanpur,21.75,2384,jajpur,jajpur,sujanpur
odisha,jajpur,NA,jajpur,beruda,40.98,2385,jajpur,jajpur,beruda
odisha,jajpur,NA,jajpur,maheswarpur,23.52,2386,jajpur,jajpur,maheswarpur
odisha,jajpur,NA,jajpur,similia,39.07,2387,jajpur,jajpur,similia
odisha,jajpur,NA,jajpur,upperbaruhan,8.37,2388,jajpur,jajpur,upperbaruhan
odisha,jajpur,NA,jajpur,bhubaneswarpur,33.55,2389,jajpur,jajpur,bhubaneswarpur
odisha,jajpur,NA,jajpur,bhuinpur,38.23,2390,jajpur,jajpur,bhuinpur
odisha,jajpur,NA,jajpur,chainpur,20.95,2391,jajpur,jajpur,chainpur
odisha,jajpur,NA,jajpur,malanandapur,22.59,2392,jajpur,jajpur,malanandapur
odisha,jajpur,NA,jajpur,nathsahi,15.03,2393,jajpur,jajpur,nathsahi
odisha,jajpur,NA,jajpur,panasa,26.95,2394,jajpur,jajpur,panasa
odisha,jajpur,NA,jajpur,badasuar,19.69,2395,jajpur,jajpur,badasuar
odisha,jajpur,NA,jajpur,basudevpur,17.43,2396,jajpur,jajpur,basudevpur
odisha,jajpur,NA,jajpur,bichitrapur,39.91,2397,jajpur,jajpur,bichitrapur
odisha,jajpur,NA,jajpur,jahanpur,25.35,2398,jajpur,jajpur,jahanpur
odisha,jajpur,NA,jajpur,khairabad,12.42,2399,jajpur,jajpur,khairabad
odisha,jajpur,NA,jajpur,markandapur,18.74,2400,jajpur,jajpur,markandapur
odisha,jajpur,NA,jajpur,sanasuar,21.9,2401,jajpur,jajpur,sanasuar
odisha,jajpur,NA,jajpur,jafarpur,11.85,2402,jajpur,jajpur,jafarpur
odisha,jajpur,NA,jajpur,jamadhar,15.18,2403,jajpur,jajpur,jamadhar
odisha,jajpur,NA,korei,dhaneswar,235.2,2404,jajpur,korei,dhaneswar
odisha,jajpur,NA,korei,badabiruhan,152.27,2405,jajpur,korei,badabiruhan
odisha,jajpur,NA,korei,mulapal,235.21,2406,jajpur,korei,mulapal
odisha,jajpur,NA,korei,karada,125.59,2407,jajpur,korei,karada
odisha,jajpur,NA,korei,sadakpur,128.88,2408,jajpur,korei,sadakpur
odisha,jajpur,NA,korei,gourpur,112.9,2409,jajpur,korei,gourpur
odisha,jajpur,NA,korei,taharpur,136.83,2410,jajpur,korei,taharpur
odisha,jajpur,NA,korei,bandalo,167.45,2411,jajpur,korei,bandalo
odisha,jajpur,NA,korei,khamana,141.11,2412,jajpur,korei,khamana
odisha,jajpur,NA,korei,ashanjhar,137.92,2413,jajpur,korei,ashanjhar
odisha,jajpur,NA,korei,makundapur,283.38,2414,jajpur,korei,makundapur
odisha,jajpur,NA,korei,ranapur,193.64,2415,jajpur,korei,ranapur
odisha,jajpur,NA,korei,kantore,148.12,2416,jajpur,korei,kantore
odisha,jajpur,NA,korei,pachhikote,126.61,2417,jajpur,korei,pachhikote
odisha,jajpur,NA,korei,andhari,145.13,2418,jajpur,korei,andhari
odisha,jajpur,NA,korei,barundei,97.3,2419,jajpur,korei,barundei
odisha,jajpur,NA,korei,janha,168.3,2420,jajpur,korei,janha
odisha,jajpur,NA,korei,goleipur,233.29,2421,jajpur,korei,goleipur
odisha,jajpur,NA,korei,talagada,104.15,2422,jajpur,korei,talagada
odisha,jajpur,NA,korei,panikoili,120.61,2423,jajpur,korei,panikoili
odisha,jajpur,NA,korei,tulati,172.09,2424,jajpur,korei,tulati
odisha,jajpur,NA,korei,amrutia,141.1,2425,jajpur,korei,amrutia
odisha,jajpur,NA,korei,patranga,139.34,2426,jajpur,korei,pataranga
odisha,jajpur,NA,korei,tarakote,93.62,2427,jajpur,korei,tarakote
odisha,jajpur,NA,korei,tandara,97.23,2428,jajpur,korei,tandara
odisha,jajpur,NA,korei,kachara sahi,86.75,2429,jajpur,korei,kacharasahi
odisha,jajpur,NA,korei,patharapada,142.21,2430,jajpur,korei,patharapada
odisha,jajpur,NA,korei,haladigadia,132.36,2431,jajpur,korei,haladigadia
odisha,jajpur,NA,rasulpur,arthanga,20.61,2432,jajpur,rasulpur,arthanga
odisha,jajpur,NA,sukinda,duburi,1.98,2433,jajpur,sukinda,duburi
odisha,jharsuguda,NA,jharsuguda,badmal,1.01,2434,jharsuguda,jharsuguda,badmal
odisha,jharsuguda,NA,jharsuguda,chandinimal,1.2,2435,jharsuguda,jharsuguda,chandinimal
odisha,jharsuguda,NA,jharsuguda,dalki,0.85,2436,jharsuguda,jharsuguda,dalki
odisha,jharsuguda,NA,jharsuguda,durlaga,0.19,2437,jharsuguda,jharsuguda,durlaga
odisha,jharsuguda,NA,jharsuguda,gourmal,0.31,2438,jharsuguda,jharsuguda,gourmal
odisha,jharsuguda,NA,jharsuguda,h.katapali,0.71,2439,jharsuguda,jharsuguda,h.katapali
odisha,jharsuguda,NA,jharsuguda,hirma,0.46,2440,jharsuguda,jharsuguda,hirma
odisha,jharsuguda,NA,jharsuguda,jamera,0.64,2441,jharsuguda,jharsuguda,jamera
odisha,jharsuguda,NA,jharsuguda,katikela,0.24,2442,jharsuguda,jharsuguda,katikela
odisha,jharsuguda,NA,jharsuguda,kudopali,0.37,2443,jharsuguda,jharsuguda,kudopali
odisha,jharsuguda,NA,jharsuguda,loisingh,1.25,2444,jharsuguda,jharsuguda,loisingh
odisha,jharsuguda,NA,jharsuguda,malda,0.35,2445,jharsuguda,jharsuguda,malda
odisha,jharsuguda,NA,jharsuguda,marakuta,0.34,2446,jharsuguda,jharsuguda,marakuta
odisha,jharsuguda,NA,jharsuguda,patrapali,0.25,2447,jharsuguda,jharsuguda,patrapali
odisha,jharsuguda,NA,jharsuguda,rajpur,0.32,2448,jharsuguda,jharsuguda,rajpur
odisha,jharsuguda,NA,jharsuguda,sripura,0.53,2449,jharsuguda,jharsuguda,sripura
odisha,jharsuguda,NA,jharsuguda,talpatia,0.64,2450,jharsuguda,jharsuguda,talpatia
odisha,jharsuguda,NA,kirmira,arda,40.29,2451,jharsuguda,kirmira,arda
odisha,jharsuguda,NA,kirmira,bandhpali,113.03,2452,jharsuguda,kirmira,bandhpali
odisha,jharsuguda,NA,kirmira,bhimjore,30.32,2453,jharsuguda,kirmira,bhimjore
odisha,jharsuguda,NA,kirmira,g.panpali,45.41,2454,jharsuguda,kirmira,g.panpali
odisha,jharsuguda,NA,kirmira,jharmunda,50.44,2455,jharsuguda,kirmira,jharmunda
odisha,jharsuguda,NA,kirmira,kirmira,75.69,2456,jharsuguda,kirmira,kirmira
odisha,jharsuguda,NA,kirmira,naxapali,50.79,2457,jharsuguda,kirmira,naxapali
odisha,jharsuguda,NA,kirmira,sulahi,85.55,2458,jharsuguda,kirmira,sulahi
odisha,jharsuguda,NA,kolabira,kulihamal,7.55,2459,jharsuguda,kolabira,kulihamal
odisha,jharsuguda,NA,laikera,babuchhipidhi,124.77,2460,jharsuguda,laikera,babuchhipidhi
odisha,jharsuguda,NA,laikera,bhatlaida,95.09,2461,jharsuguda,laikera,bhatlaida
odisha,jharsuguda,NA,laikera,jammal,84.33,2462,jharsuguda,laikera,jammal
odisha,jharsuguda,NA,laikera,khuntamal,38.49,2463,jharsuguda,laikera,khuntamal
odisha,jharsuguda,NA,laikera,kulemura,173.36,2464,jharsuguda,laikera,kulemura
odisha,jharsuguda,NA,laikera,laikera,56.62,2465,jharsuguda,laikera,laikera
odisha,jharsuguda,NA,laikera,niktimal,169.5,2466,jharsuguda,laikera,niktimal
odisha,jharsuguda,NA,laikera,pakelpada,67.28,2467,jharsuguda,laikera,pakelpada
odisha,jharsuguda,NA,laikera,sahaspur,41.32,2468,jharsuguda,laikera,sahaspur
odisha,jharsuguda,NA,laikera,sarangloi,87.24,2469,jharsuguda,laikera,sarangloi
odisha,jharsuguda,NA,laikera,tileimal,91.29,2470,jharsuguda,laikera,tileimal
odisha,jharsuguda,NA,lakhanpur,attabira,18.56,2471,jharsuguda,lakhanpur,attabira
odisha,jharsuguda,NA,lakhanpur,badimal,25.85,2472,jharsuguda,lakhanpur,badimal
odisha,jharsuguda,NA,lakhanpur,baghmunda,10.31,2473,jharsuguda,lakhanpur,baghmunda
odisha,jharsuguda,NA,lakhanpur,bandhabahal,5.67,2474,jharsuguda,lakhanpur,bandhabahal
odisha,jharsuguda,NA,lakhanpur,banjari,8.12,2475,jharsuguda,lakhanpur,banjari
odisha,jharsuguda,NA,lakhanpur,bhikampali,20.59,2476,jharsuguda,lakhanpur,bhikampali
odisha,jharsuguda,NA,lakhanpur,bhounrkhol,29.71,2477,jharsuguda,lakhanpur,bhounrkhol
odisha,jharsuguda,NA,lakhanpur,charpali,14.19,2478,jharsuguda,lakhanpur,charpali
odisha,jharsuguda,NA,lakhanpur,dalgaon,16.16,2479,jharsuguda,lakhanpur,dalgaon
odisha,jharsuguda,NA,lakhanpur,jamgaon,16.66,2480,jharsuguda,lakhanpur,jamgaon
odisha,jharsuguda,NA,lakhanpur,kadamdihi,28.1,2481,jharsuguda,lakhanpur,kadamdihi
odisha,jharsuguda,NA,lakhanpur,kanaktora,6.91,2482,jharsuguda,lakhanpur,kanaktora
odisha,jharsuguda,NA,lakhanpur,kandheikela,22.68,2483,jharsuguda,lakhanpur,kandheikela
odisha,jharsuguda,NA,lakhanpur,katarbaga,20.62,2484,jharsuguda,lakhanpur,katarbaga
odisha,jharsuguda,NA,lakhanpur,kudaloi,16.82,2485,jharsuguda,lakhanpur,kudaloi
odisha,jharsuguda,NA,lakhanpur,kumarbandh,12.31,2486,jharsuguda,lakhanpur,kumarbandh
odisha,jharsuguda,NA,lakhanpur,kushraloi,12.21,2487,jharsuguda,lakhanpur,kushraloi
odisha,jharsuguda,NA,lakhanpur,lakhanpur,48.2,2488,jharsuguda,lakhanpur,lakhanpur
odisha,jharsuguda,NA,lakhanpur,machida,11.03,2489,jharsuguda,lakhanpur,machida
odisha,jharsuguda,NA,lakhanpur,palsada,20.3,2490,jharsuguda,lakhanpur,palsada
odisha,jharsuguda,NA,lakhanpur,panchagaon,10.27,2491,jharsuguda,lakhanpur,panchagaon
odisha,jharsuguda,NA,lakhanpur,pandari,6.81,2492,jharsuguda,lakhanpur,pandari
odisha,jharsuguda,NA,lakhanpur,piplikani,23.33,2493,jharsuguda,lakhanpur,piplikani
odisha,jharsuguda,NA,lakhanpur,piplimal,8.46,2494,jharsuguda,lakhanpur,piplimal
odisha,jharsuguda,NA,lakhanpur,pithinda,23.96,2495,jharsuguda,lakhanpur,pithinda
odisha,jharsuguda,NA,lakhanpur,rampella,19.37,2496,jharsuguda,lakhanpur,rampella
odisha,jharsuguda,NA,lakhanpur,remenda,14.67,2497,jharsuguda,lakhanpur,remenda
odisha,jharsuguda,NA,lakhanpur,remta,14.33,2498,jharsuguda,lakhanpur,remta
odisha,jharsuguda,NA,lakhanpur,samarbaga,13.43,2499,jharsuguda,lakhanpur,samarbaga
odisha,jharsuguda,NA,lakhanpur,sarandamal,11.28,2500,jharsuguda,lakhanpur,sarandamal
odisha,jharsuguda,NA,lakhanpur,sunari,20.16,2501,jharsuguda,lakhanpur,sunari
odisha,jharsuguda,NA,lakhanpur,telenpali,4.93,2502,jharsuguda,lakhanpur,telenpali
odisha,jharsuguda,NA,lakhanpur,tilia,33.14,2503,jharsuguda,lakhanpur,tilia
odisha,kalahandi,NA,bhawanipatna,artal,21.79,2504,kalahandi,bhawanipatna,artal
odisha,kalahandi,NA,bhawanipatna,borbhata,13.3,2505,kalahandi,bhawanipatna,borbhata
odisha,kalahandi,NA,bhawanipatna,borda,32.38,2506,kalahandi,bhawanipatna,borda
odisha,kalahandi,NA,bhawanipatna,chahagaon,20.5,2507,kalahandi,bhawanipatna,chahagaon
odisha,kalahandi,NA,bhawanipatna,chancher,12.93,2508,kalahandi,bhawanipatna,chancher
odisha,kalahandi,NA,bhawanipatna,chheliamal,13.05,2509,kalahandi,bhawanipatna,chheliamal
odisha,kalahandi,NA,bhawanipatna,dadpur,14.42,2510,kalahandi,bhawanipatna,dadpur
odisha,kalahandi,NA,bhawanipatna,dey pur,17.43,2511,kalahandi,bhawanipatna,dey pur
odisha,kalahandi,NA,bhawanipatna,duarsuni,26.94,2512,kalahandi,bhawanipatna,duarsuni
odisha,kalahandi,NA,bhawanipatna,dumuria,18.67,2513,kalahandi,bhawanipatna,dumuria
odisha,kalahandi,NA,bhawanipatna,gand barajhola,9.12,2514,kalahandi,bhawanipatna,gand barajhola
odisha,kalahandi,NA,bhawanipatna,gudialipadar,17.55,2515,kalahandi,bhawanipatna,gudialipadar
odisha,kalahandi,NA,bhawanipatna,gurjang,14.84,2516,kalahandi,bhawanipatna,gurjang
odisha,kalahandi,NA,bhawanipatna,jugsaipatna,10.78,2517,kalahandi,bhawanipatna,jugsaipatna
odisha,kalahandi,NA,bhawanipatna,kalam,28.58,2518,kalahandi,bhawanipatna,kalam
odisha,kalahandi,NA,bhawanipatna,kamthana,16.59,2519,kalahandi,bhawanipatna,kamthana
odisha,kalahandi,NA,bhawanipatna,karla pada,16.63,2520,kalahandi,bhawanipatna,karla pada
odisha,kalahandi,NA,bhawanipatna,karlaguda,15.43,2521,kalahandi,bhawanipatna,karlaguda
odisha,kalahandi,NA,bhawanipatna,kendupati,21.61,2522,kalahandi,bhawanipatna,kendupati
odisha,kalahandi,NA,bhawanipatna,kuliamal,12.42,2523,kalahandi,bhawanipatna,kuliamal
odisha,kalahandi,NA,bhawanipatna,kutrukhamar,11.42,2524,kalahandi,bhawanipatna,kutrukhamar
odisha,kalahandi,NA,bhawanipatna,madiguda,24.83,2525,kalahandi,bhawanipatna,madiguda
