s_state,s_district,s_ulb,s_block,s_gp,Total_IGNOAPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-3,24.6,597,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-4,1.94,598,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-5,3.83,599,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-6,13.95,600,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-7,14.8,601,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-8,4.24,602,jagatsinghapur,NA,NA
odisha,jagatsinghapur,jagatsinghapur urban,jagatsinghapur urban,ward-9,1.68,603,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-1,0.04,604,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-12,0.1,605,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-13,2.02,606,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-14,1.17,607,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-15,1,608,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-16,1.89,609,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-17,1.31,610,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-18,2.39,611,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-19,1.33,612,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-2,1.02,613,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-3,3.85,614,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-4,2.85,615,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-5,5.14,616,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-6,0.52,617,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-8,0.5,618,jagatsinghapur,NA,NA
odisha,jagatsinghapur,paradeep urban,paradeep urban,ward-9,0.42,619,jagatsinghapur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 1,19.02,620,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 10,11.88,621,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 11,17.41,622,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 12,5.35,623,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 13,15.7,624,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 14,9.81,625,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 15,7.14,626,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 16,9.03,627,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 2,3.6,628,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 3,3.33,629,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 4,8.67,630,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 5,10.95,631,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 6,10.46,632,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 7,6.62,633,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 8,13.31,634,jajpur,NA,NA
odisha,jajpur,jajpur urban,jajpur urban,ward 9,11.69,635,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 1,3.12,636,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 10,3.65,637,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 11,15.07,638,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 12,16.17,639,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 13,0.7,640,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 14,6.2,641,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 15,18.93,642,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 16,14.31,643,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 17,33.21,644,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 18,11.54,645,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 19,24.7,646,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 2,6.31,647,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 20,18.97,648,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 21,20.45,649,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 22,15.26,650,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 23,43.25,651,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 24,65.76,652,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 25,29.8,653,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 26,62.81,654,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 3,12.97,655,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 4,2.65,656,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 5,13.03,657,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 6,13.11,658,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 7,24.69,659,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 8,1.81,660,jajpur,NA,NA
odisha,jajpur,v.n municipality,v.n municipality,ward 9,1.13,661,jajpur,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-1,4.1,662,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-10,0.44,663,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-11,2.35,664,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-12,1.95,665,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-13,0.39,666,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-14,1.72,667,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-15,2.03,668,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-16,2.21,669,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-17,0.51,670,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-18,0.2,671,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-2,4.83,672,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-3,2.06,673,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-4,1.47,674,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-5,2.53,675,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-6,1.31,676,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-7,1.88,677,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-8,0.58,678,jharsuguda,NA,NA
odisha,jharsuguda,belpahar urban,belpahar urban,ward-9,0.82,679,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-1,7.39,680,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-10,30.55,681,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-11,37.26,682,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-12,36.72,683,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-13,14.44,684,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-14,1.41,685,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-15,1.43,686,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-16,15.78,687,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-17,10.92,688,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-18,26.92,689,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-19,24.17,690,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-2,13.19,691,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-20,23.48,692,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-21,1.1,693,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-22,14.32,694,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-23,18.4,695,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-3,12.29,696,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-4,41.2,697,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-5,30.37,698,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-6,4.49,699,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-7,16.6,700,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-8,44.18,701,jharsuguda,NA,NA
odisha,jharsuguda,brajarajanagar urban,brajarajanagar urban,ward-9,35.35,702,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-1,12.86,703,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-10,0.85,704,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-11,1.5,705,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-12,3.79,706,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-13,4.49,707,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-14,1.33,708,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-15,4.04,709,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-16,1.63,710,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-17,3.25,711,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-18,0.2,712,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-19,0.67,713,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-2,1.99,714,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-20,1.43,715,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-21,5.75,716,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-22,1.72,717,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-23,0.53,718,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-24,0.15,719,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-3,0.4,720,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-4,0.86,721,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-5,2.48,722,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-6,3.72,723,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-7,9.64,724,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-8,7.02,725,jharsuguda,NA,NA
odisha,jharsuguda,jharsuguda urban,jharsuguda urban,ward-9,4.19,726,jharsuguda,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-1,13.06,727,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-10,12.58,728,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-11,5.01,729,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-12,2.21,730,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-2,11.73,731,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-3,5.31,732,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-4,1.28,733,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-5,7.36,734,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-6,8.47,735,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-7,9.77,736,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-8,12.2,737,kalahandi,NA,NA
odisha,kalahandi,kesinga urban,kesinga urban,ward-9,5.94,738,kalahandi,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-1,13.87,739,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-10,7.24,740,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-11,9.49,741,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-12,6.12,742,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-13,12.66,743,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-2,22.98,744,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-3,9.28,745,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-4,18.71,746,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-5,11.26,747,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-6,16.5,748,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-7,13.91,749,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-8,3.52,750,kandhamal,NA,NA
odisha,kandamal,baliguda urban,baliguda urban,ward-9,3.17,751,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-1,6.09,752,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-10,0.81,753,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-11,2.58,754,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-12,9.78,755,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-13,6.19,756,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-2,2.27,757,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-3,1.66,758,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-4,1.92,759,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-5,4.49,760,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-6,1.57,761,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-7,2.77,762,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-8,4.11,763,kandhamal,NA,NA
odisha,kandamal,g udayagiri urban,g udayagiri urban,ward-9,4.5,764,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-1,2.46,765,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-10,3.55,766,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-11,2.71,767,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-12,1.06,768,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-13,5.55,769,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-2,6.14,770,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-3,2.61,771,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-4,4.22,772,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-5,1.87,773,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-6,0.41,774,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-7,0.19,775,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-8,2.66,776,kandhamal,NA,NA
odisha,kandamal,phulbani urban,phulbani urban,ward-9,2.99,777,kandhamal,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 1,7.02,778,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 10,1.74,779,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 11,2.46,780,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 12,2.3,781,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 13,1.45,782,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 14,2.84,783,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 15,1.5,784,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 16,2.68,785,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 17,2.84,786,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 18,1.76,787,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 19,1.49,788,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 2,4.6,789,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 20,2.31,790,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 21,1.5,791,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 3,5.26,792,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 4,3.14,793,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 5,1.14,794,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 6,1.94,795,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 7,2.51,796,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 8,3.06,797,kendrapara,NA,NA
odisha,kendrapara,kendrapara municipality,kendrapara municipality,ward 9,1.1,798,kendrapara,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-1,87.67,799,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-10,82.25,800,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-11,59.35,801,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-12,46.69,802,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-13,31.76,803,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-14,19.06,804,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-15,16.76,805,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-16,48.62,806,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-2,48.93,807,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-3,30.59,808,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-4,42.67,809,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-5,33.14,810,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-6,38.41,811,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-7,17.11,812,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-8,69.3,813,keonjhar,NA,NA
odisha,kendhujar,anandapur urban,anandapur urban,ward no-9,61.32,814,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 1,17.66,815,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 10,53.1,816,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 11,0.78,817,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 12,4.14,818,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 13,9.35,819,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 14,5.89,820,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 15,22.21,821,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 2,83.2,822,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 3,35.82,823,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 4,28.28,824,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 5,1.56,825,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 6,12.57,826,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 7,24.81,827,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 8,37.02,828,keonjhar,NA,NA
odisha,kendhujar,barbil urban,barbil urban,ward no 9,20.59,829,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 1,21.83,830,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 10,2.43,831,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 11,2.29,832,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 12,3.54,833,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 13,8.09,834,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 2,30.87,835,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 3,1.77,836,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 4,2.25,837,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 5,2.11,838,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 6,1.2,839,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 7,1.26,840,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 8,1.44,841,keonjhar,NA,NA
odisha,kendhujar,champua urban,champua urban,ward no 9,3.88,842,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no  2,18.91,843,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 1,7.12,844,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 10,5.63,845,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 11,39.44,846,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 12,11.96,847,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 13,39.99,848,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 14,15.45,849,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 3,10.93,850,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 4,41.13,851,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 5,59.32,852,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 6,22.46,853,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 7,62.92,854,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 8,22.95,855,keonjhar,NA,NA
odisha,kendhujar,joda urban,joda urban,ward no 9,17.93,856,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 1,79.55,857,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 10,34.71,858,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 11,17.42,859,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 12,0.24,860,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 13,0.28,861,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 14,15.07,862,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 15,22.89,863,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 16,2.96,864,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 17,28.66,865,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 18,86.85,866,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 19,19.34,867,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 2,35.67,868,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 20,65.47,869,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 21,1.45,870,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 3,19.75,871,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 4,125.86,872,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 5,66.91,873,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 6,109.17,874,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 7,22.65,875,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 8,19.44,876,keonjhar,NA,NA
odisha,kendhujar,keonjhar urban,keonjhar urban,ward no 9,51.05,877,keonjhar,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward-1,4.43,878,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward-10,7.06,879,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward-11,4.8,880,khurda,NA,NA
odisha,khordha,balugaon nac,balugaon nac,ward-2,4.05,881,khurda,NA,NA
