s_state,s_district,s_ulb,s_block,s_gp,Total_IGNDPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,nabaragpur,umerkote urban,umerkote urban,ward-6,0.87,645,nabrangpur,NA,NA
odisha,nabaragpur,umerkote urban,umerkote urban,ward-7,2.6,646,nabrangpur,NA,NA
odisha,nabaragpur,umerkote urban,umerkote urban,ward-8,2.77,647,nabrangpur,NA,NA
odisha,nabaragpur,umerkote urban,umerkote urban,ward-9,0.34,648,nabrangpur,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-1,0.08,649,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-10,0.17,650,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-11,0.17,651,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-12,0.08,652,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-13,0.17,653,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-2,0.25,654,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-3,0.97,655,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-4,0.08,656,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-5,0.3,657,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-6,0.39,658,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-7,0.18,659,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-8,0.17,660,nayagarh,NA,NA
odisha,nayagarh,khandapada urban,khandapada urban,ward-9,0.46,661,nayagarh,NA,NA
odisha,nayagarh,nayagarh urban,nayagarh urban,ward-1,0.13,662,nayagarh,NA,NA
odisha,nayagarh,nayagarh urban,nayagarh urban,ward-11,0.08,663,nayagarh,NA,NA
odisha,nayagarh,nayagarh urban,nayagarh urban,ward-12,0.04,664,nayagarh,NA,NA
odisha,nayagarh,nayagarh urban,nayagarh urban,ward-13,0.04,665,nayagarh,NA,NA
odisha,nayagarh,nayagarh urban,nayagarh urban,ward-2,0.04,666,nayagarh,NA,NA
odisha,nayagarh,nayagarh urban,nayagarh urban,ward-3,0.38,667,nayagarh,NA,NA
odisha,nayagarh,nayagarh urban,nayagarh urban,ward-5,0.21,668,nayagarh,NA,NA
odisha,nayagarh,nayagarh urban,nayagarh urban,ward-6,0.34,669,nayagarh,NA,NA
odisha,nayagarh,nayagarh urban,nayagarh urban,ward-7,0.13,670,nayagarh,NA,NA
odisha,nayagarh,nayagarh urban,nayagarh urban,ward-8,0.13,671,nayagarh,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-1,1.39,672,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-12,0.65,673,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-13,0.65,674,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-14,0.65,675,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-16,1.08,676,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-17,0.16,677,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-2,0.39,678,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-3,1.3,679,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-6,0.45,680,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-7,1.46,681,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-8,0.65,682,nuapara,NA,NA
odisha,nuapada,khariar road urban,khariar road urban,ward-9,0.57,683,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-1,0.87,684,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-11,0.45,685,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-12,0.8,686,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-2,0.05,687,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-3,0.22,688,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-4,0.08,689,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-5,0.61,690,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-6,0.32,691,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-7,0.25,692,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-8,0.24,693,nuapara,NA,NA
odisha,nuapada,khariar urban,khariar urban,ward-9,1.18,694,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-1,0.46,695,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-10,0.09,696,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-12,0.11,697,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-13,0.61,698,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-14,0.07,699,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-2,0.13,700,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-3,0.2,701,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-4,0.08,702,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-5,0.01,703,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-6,0.13,704,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-7,0.2,705,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-8,0.01,706,nuapara,NA,NA
odisha,nuapada,nuapada urban,nuapada urban,ward-9,0.07,707,nuapara,NA,NA
odisha,puri,konark urban,konark urban,ward-1,0.19,708,puri,NA,NA
odisha,puri,konark urban,konark urban,ward-11,0.13,709,puri,NA,NA
odisha,puri,konark urban,konark urban,ward-12,0.48,710,puri,NA,NA
odisha,puri,konark urban,konark urban,ward-13,0.48,711,puri,NA,NA
odisha,puri,konark urban,konark urban,ward-3,0.15,712,puri,NA,NA
odisha,puri,konark urban,konark urban,ward-8,0.24,713,puri,NA,NA
odisha,puri,pipili urban,pipili urban,ward-1,0.16,714,puri,NA,NA
odisha,puri,pipili urban,pipili urban,ward-10,0.17,715,puri,NA,NA
odisha,puri,pipili urban,pipili urban,ward-12,0.09,716,puri,NA,NA
odisha,puri,pipili urban,pipili urban,ward-3,0.12,717,puri,NA,NA
odisha,puri,pipili urban,pipili urban,ward-4,0.1,718,puri,NA,NA
odisha,puri,pipili urban,pipili urban,ward-6,0.29,719,puri,NA,NA
odisha,puri,pipili urban,pipili urban,ward-7,0.48,720,puri,NA,NA
odisha,puri,pipili urban,pipili urban,ward-9,0.17,721,puri,NA,NA
odisha,puri,puri urban,puri urban,ward-1,0.13,722,puri,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-1,1.14,723,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-10,1.92,724,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-11,1.71,725,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-12,0.81,726,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-13,1.23,727,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-14,1.71,728,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-16,3.91,729,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-17,2.7,730,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-2,1.54,731,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-4,0.73,732,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-6,1.62,733,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-7,12.08,734,rayagada,NA,NA
odisha,rayagada,gunupur urban,gunupur urban,ward-8,0.77,735,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-10,0.41,736,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-11,0.61,737,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-14,0.2,738,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-16,0.2,739,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-17,0.2,740,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-18,0.41,741,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-19,0.27,742,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-2,0.41,743,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-22,0.41,744,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-23,0.67,745,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-24,1.28,746,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-3,1.27,747,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-4,0.67,748,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-5,0.61,749,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-7,0.2,750,rayagada,NA,NA
odisha,rayagada,rayagada urban,rayagada urban,ward-8,0.2,751,rayagada,NA,NA
odisha,sonepur,binika urban,binika urban,ward-1,1.71,752,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-10,1.28,753,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-11,0.43,754,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-12,0.85,755,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-2,2.13,756,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-3,1.28,757,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-4,3.84,758,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-5,1.28,759,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-6,0.43,760,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-7,0.85,761,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-8,4.27,762,sonepur,NA,NA
odisha,sonepur,binika urban,binika urban,ward-9,2.13,763,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-1,3.15,764,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-10,1.69,765,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-11,2.69,766,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-12,8.82,767,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-13,2.09,768,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-14,1.89,769,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-15,0.83,770,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-2,1.26,771,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-3,2.86,772,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-4,2.52,773,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-5,1.69,774,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-6,2.72,775,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-7,1.06,776,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-8,3.15,777,sonepur,NA,NA
odisha,sonepur,sonepur urban,sonepur urban,ward-9,1.26,778,sonepur,NA,NA
odisha,sonepur,tarbha urban,tarbha urban,ward-1,1.89,779,sonepur,NA,NA
odisha,sonepur,tarbha urban,tarbha urban,ward-10,0.63,780,sonepur,NA,NA
odisha,sonepur,tarbha urban,tarbha urban,ward-11,0.63,781,sonepur,NA,NA
odisha,sonepur,tarbha urban,tarbha urban,ward-2,1.26,782,sonepur,NA,NA
odisha,sonepur,tarbha urban,tarbha urban,ward-3,1.26,783,sonepur,NA,NA
odisha,sonepur,tarbha urban,tarbha urban,ward-4,0.63,784,sonepur,NA,NA
odisha,sonepur,tarbha urban,tarbha urban,ward-5,0.63,785,sonepur,NA,NA
odisha,sonepur,tarbha urban,tarbha urban,ward-7,0.63,786,sonepur,NA,NA
odisha,sonepur,tarbha urban,tarbha urban,ward-8,4.2,787,sonepur,NA,NA
odisha,sonepur,tarbha urban,tarbha urban,ward-9,0.63,788,sonepur,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-1,0.5,789,sundargarh,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-10,0.53,790,sundargarh,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-11,1.53,791,sundargarh,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-2,2.41,792,sundargarh,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-3,0.1,793,sundargarh,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-4,0.22,794,sundargarh,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-5,0.31,795,sundargarh,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-6,0.93,796,sundargarh,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-7,0.09,797,sundargarh,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-8,0.05,798,sundargarh,NA,NA
odisha,sundargarh,biramitrapur urban,biramitrapur urban,ward-9,0.01,799,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-1,2.21,800,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-10,1.4,801,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-11,0.69,802,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-12,0.64,803,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-13,1.19,804,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-14,0.88,805,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-15,0.81,806,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-16,1.05,807,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-17,0.25,808,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-18,0.78,809,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-19,2.48,810,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-2,1.83,811,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-20,0.88,812,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-3,0.09,813,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-4,1.33,814,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-5,0.45,815,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-6,1.49,816,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-7,0.59,817,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-8,1.05,818,sundargarh,NA,NA
odisha,sundargarh,rajgangpur urban,rajgangpur urban,ward-9,0.82,819,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,auto colony,1.16,820,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,construction colony,1.89,821,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,hamirpur,3.26,822,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,jhartarang new area,0.08,823,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,kantajhar,1.22,824,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,labour colony,1.36,825,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,laltanki,1.16,826,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,laxmi market,2.38,827,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,luakera,2.31,828,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,modern inida,1.63,829,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,nabakrushna nagar,3.25,830,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-1,5.68,831,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-13,1.58,832,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-14,1.41,833,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-15,1.12,834,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-16,0.61,835,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-17,0.07,836,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-18,1.01,837,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-19,0.04,838,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-2,1.53,839,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-20,0.94,840,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-5,0.94,841,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-6,7.02,842,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-7,1.57,843,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,tangarpalli,6.15,844,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,tumkela,0.94,845,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-1,1.88,846,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-10,7.55,847,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-11,3.1,848,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-12,1.93,849,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-13,7.45,850,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-14,1.53,851,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-15,4.94,852,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-16,7.38,853,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-17,13.48,854,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-18,3.08,855,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-19,2.88,856,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-2,17.76,857,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-20,0.94,858,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-21,0.94,859,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-22,0.47,860,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-23,2.35,861,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-25,1.41,862,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-26,0.68,863,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-27,0.02,864,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-28,0.47,865,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-3,7.84,866,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-30,0.47,867,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-31,16.51,868,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-32,10.24,869,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-33,1.06,870,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-4,3.75,871,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-5,5.16,872,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-6,5.23,873,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-7,22.12,874,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-8,0.55,875,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-9,7.51,876,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-1,0.17,877,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-11,0.26,878,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-12,0.08,879,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-13,0.08,880,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-14,0.08,881,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-15,0.18,882,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-16,0.08,883,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-18,0.08,884,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-19,0.25,885,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-7,0.08,886,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-9,0.26,887,sundargarh,NA,NA
