s_state,s_district,s_ulb,s_block,s_gp,Total_IGNWPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,angul,angul urban,angul urban,ward 1,1.13,1,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 11,0.26,2,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 12,0.46,3,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 13,0.28,4,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 14,0.08,5,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 15,0.33,6,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 16,0.34,7,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 18,0.07,8,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 19,0.13,9,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 2,3.76,10,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 20,0.13,11,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 21,0.11,12,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 22,0.26,13,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 23,0.2,14,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 3,0.2,15,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 5,0.33,16,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 6,1.02,17,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 7,0.74,18,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 8,7.35,19,anugul,NA,NA
odisha,angul,angul urban,angul urban,ward 9,0.63,20,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 1,7.36,21,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 10,17.9,22,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 11,37.77,23,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 12,20.05,24,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 13,4.78,25,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 14,2.82,26,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 15,3.5,27,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 16,16.17,28,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 17,3.21,29,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 18,13.34,30,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 19,9.6,31,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 2,13.3,32,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 20,4.49,33,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 21,11.97,34,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 3,5.24,35,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 4,20.6,36,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 5,22.9,37,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 6,15.57,38,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 7,15.37,39,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 8,13.46,40,anugul,NA,NA
odisha,angul,talcher urban,talcher urban,ward 9,15.54,41,anugul,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 1,16.73,42,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 10,7.86,43,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 11,5.87,44,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 12,6.64,45,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 13,5.31,46,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 14,2.06,47,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 15,6.57,48,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 16,0.85,49,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 17,1.09,50,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 18,2.41,51,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 19,1.33,52,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 2,4.61,53,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 20,1.86,54,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 21,4.36,55,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 22,3.02,56,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 23,3.86,57,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 24,2.77,58,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 25,1.22,59,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 26,1.94,60,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 27,2.41,61,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 28,0.6,62,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 29,2.66,63,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 3,5.93,64,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 30,3.16,65,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 31,3.02,66,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 4,2.89,67,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 5,1.44,68,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 6,5.65,69,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 7,5.79,70,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 8,2.66,71,balasore,NA,NA
odisha,baleshwar,balasore urban,balasore urban,ward 9,1.09,72,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 1,0.92,73,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 10,2.62,74,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 11,1.58,75,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 12,1.72,76,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 13,1.08,77,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 14,0.68,78,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 15,1.73,79,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 16,2.6,80,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 17,1.26,81,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 2,1.46,82,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 3,1.25,83,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 4,3.65,84,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 5,3.01,85,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 6,1.5,86,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 7,5.48,87,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 8,1.62,88,balasore,NA,NA
odisha,baleshwar,jaleswar urban,jaleswar urban,ward 9,1.57,89,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 1,0.95,90,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 10,0.65,91,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 11,1.82,92,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 12,2.32,93,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 13,1.61,94,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 2,1.51,95,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 3,1.64,96,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 4,1.28,97,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 5,0.75,98,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 6,0.29,99,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 7,1.3,100,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 8,0.71,101,balasore,NA,NA
odisha,baleshwar,nilagiri urban,nilagiri urban,ward 9,0.51,102,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 1,6.85,103,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 10,2.03,104,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 11,3.58,105,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 12,2.61,106,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 13,3.11,107,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 14,0.34,108,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 15,2.43,109,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 16,2.22,110,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 17,1.01,111,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 18,0.67,112,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 19,0.46,113,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 2,7.97,114,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 3,4.54,115,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 4,4.52,116,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 5,4.33,117,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 6,3.26,118,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 7,1.48,119,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 8,0.86,120,balasore,NA,NA
odisha,baleshwar,soro urban,soro urban,ward 9,2.04,121,balasore,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 1,17.8,122,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 10,1.7,123,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 11,8.38,124,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 12,4.57,125,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 13,8.88,126,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 14,10.23,127,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 15,6.12,128,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 16,2.29,129,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 17,4.24,130,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 18,16.88,131,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 19,8.15,132,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 2,6.34,133,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 20,6.3,134,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 21,14.3,135,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 22,8.94,136,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 23,5.72,137,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 3,9.13,138,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 4,8.58,139,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 5,9.64,140,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 6,10.17,141,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 7,15.31,142,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 8,9.07,143,bhadrak,NA,NA
odisha,bhadrak,basudevpur nac,basudevpur nac,ward 9,4.55,144,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 1,0.49,145,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 10,0.53,146,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 11,0.15,147,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 12,0.23,148,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 13,0.04,149,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 14,0.46,150,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 16,0.49,151,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 17,0.49,152,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 18,0.23,153,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 19,1.48,154,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 2,0.91,155,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 20,0.65,156,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 21,0.3,157,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 22,0.72,158,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 23,0.23,159,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 24,1.48,160,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 25,0.61,161,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 26,1.14,162,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 27,0.8,163,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 28,1.14,164,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 29,0.46,165,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 30,1.22,166,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 4,1.37,167,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 5,0.19,168,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 6,0.23,169,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 7,0.23,170,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,ward 8,0.23,171,bhadrak,NA,NA
odisha,bhadrak,bhadrak municipality,bhadrak municipality,jamjodi,0.04,172,bhadrak,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-1,2.09,173,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-10,3.74,174,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-11,2.44,175,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-12,4.18,176,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-13,6.61,177,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-15,6.96,178,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-16,4.52,179,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-17,5.92,180,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-18,0.7,181,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-19,0.7,182,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-2,6.94,183,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-21,13.22,184,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-3,9.05,185,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-4,8.35,186,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-6,24.01,187,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-7,2.78,188,bolangir,NA,NA
odisha,bolangir,bolangir urban,bolangir urban,ward-9,1.04,189,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-1,4.54,190,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-10,3.89,191,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-11,9.27,192,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-12,9.89,193,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-13,5.99,194,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-14,1.09,195,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-15,2.27,196,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-16,1.04,197,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-2,4.4,198,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-3,1.39,199,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-4,3.57,200,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-5,6.46,201,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-6,5.93,202,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-7,6.28,203,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-8,4.64,204,bolangir,NA,NA
odisha,bolangir,kantabanjhi urban,kantabanjhi urban,ward-9,10.92,205,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-1,3.32,206,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-10,1.71,207,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-11,3.7,208,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-12,8.41,209,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-13,3.39,210,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-14,0.71,211,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-15,2.03,212,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-2,0.95,213,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-4,8.89,214,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-5,4.14,215,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-7,0.01,216,bolangir,NA,NA
odisha,bolangir,patnagarh urban,patnagarh urban,ward-9,1.84,217,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-1,37.5,218,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-10,39.23,219,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-11,32.54,220,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-12,24.68,221,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-13,30.29,222,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-14,29.17,223,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-15,29.14,224,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-2,26.93,225,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-3,30.29,226,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-4,35.9,227,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-5,13.46,228,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-6,8.98,229,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-7,12.34,230,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-8,11.22,231,bolangir,NA,NA
odisha,bolangir,titlagarh urban,titlagarh urban,ward-9,13.46,232,bolangir,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-1,4.12,233,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-10,0.68,234,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-11,0.68,235,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-12,1.14,236,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-13,6.01,237,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-14,1.36,238,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-15,5.52,239,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-16,4.54,240,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-17,2.95,241,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-18,0.01,242,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-19,0.23,243,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-2,6.81,244,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-3,6.57,245,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-4,4.99,246,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-5,4.27,247,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-6,1.36,248,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-7,1.36,249,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-8,1.14,250,cuttack,NA,NA
odisha,cuttack,choudwar urban,choudwar urban,ward-9,3.86,251,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 1,1.72,252,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 10,5.57,253,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 11,6.1,254,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 12,3.91,255,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 13,12.43,256,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 14,10.64,257,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 15,6.3,258,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 16,6.26,259,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 17,9.43,260,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 18,2.44,261,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 19,4.75,262,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 2,0.7,263,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 20,10.35,264,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 21,13.14,265,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 22,4.79,266,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 23,5.79,267,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 24,11.7,268,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 25,6.61,269,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 26,9.15,270,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 27,16.7,271,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 28,3.48,272,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 29,16.08,273,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 3,19.87,274,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 30,3.11,275,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 31,8.35,276,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 32,3.48,277,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 33,8.7,278,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 34,26.93,279,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 35,0.35,280,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 36,8,281,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 37,16.01,282,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 38,10.55,283,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 39,8.18,284,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 4,0.2,285,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 40,9.05,286,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 41,8,287,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 42,10.64,288,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 43,4.52,289,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 44,3.48,290,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 45,21.73,291,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 46,15.77,292,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 47,5.92,293,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 48,14.05,294,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 49,9.77,295,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 50,1.27,296,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 51,21.19,297,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 52,4.18,298,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 53,3.13,299,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 54,34.93,300,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 55,3.83,301,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 56,19.43,302,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 57,8.2,303,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 58,17.34,304,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 59,3.72,305,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 6,2.66,306,cuttack,NA,NA
odisha,cuttack,cuttack urban,cuttack urban,ward 7,3.83,307,cuttack,NA,NA
