s_state,s_district,s_ulb,s_block,s_gp,Total_IGNWPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,sundargarh,rourkela urban,rourkela urban,sec-16,30,1203,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-17,4.43,1204,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-18,11.41,1205,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-19,23.81,1206,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-2,32.06,1207,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-20,17.6,1208,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-21,1.46,1209,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-22,19.82,1210,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-3,2.36,1211,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-4,1.82,1212,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-5,35.37,1213,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-6,37.22,1214,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-7,11.14,1215,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-8,3.9,1216,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sec-9,2.22,1217,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,sonaparbat,9.37,1218,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,tangarpalli,62.49,1219,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,tarapur,10.27,1220,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,tilkangar,8.52,1221,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,tumkela,16.26,1222,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,upper balijhudi,0.64,1223,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-1,30.51,1224,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-10,53.84,1225,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-11,79.32,1226,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-12,39.59,1227,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-13,68.36,1228,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-14,18.3,1229,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-15,7.24,1230,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-16,15.16,1231,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-17,25.82,1232,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-18,5.4,1233,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-19,12.15,1234,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-2,47.91,1235,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-20,6.95,1236,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-21,8.66,1237,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-22,13.73,1238,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-23,13.21,1239,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-24,14.75,1240,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-25,19.37,1241,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-26,11.99,1242,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-27,3.69,1243,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-28,8.74,1244,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-29,2.09,1245,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-3,58.14,1246,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-30,5.02,1247,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-31,63.75,1248,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-32,17.29,1249,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-33,4.81,1250,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-4,5.91,1251,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-5,18.66,1252,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-6,9.88,1253,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-7,23.87,1254,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-8,6.34,1255,sundargarh,NA,NA
odisha,sundargarh,rourkela urban,rourkela urban,ward-9,23.79,1256,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-1,0.24,1257,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-11,0.36,1258,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-12,0.24,1259,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-13,0.24,1260,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-14,0.06,1261,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-15,0.24,1262,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-16,0.12,1263,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-17,0.13,1264,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-18,0.25,1265,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-2,0.18,1266,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-3,0.17,1267,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-4,0.12,1268,sundargarh,NA,NA
odisha,sundargarh,sundargarh urban,sundargarh urban,ward-6,0.17,1269,sundargarh,NA,NA
