s_state,s_district,Urban Local Bodies (Municipality/Munipal Corparation/Nac,s_block,s_gp,Total_IGNWPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,kendrapara,NA,rajkanika,koranda,1.38,2549,kendrapara,rajkanika,koranda
odisha,kendrapara,NA,rajkanika,panasa ganda,9.55,2550,kendrapara,rajkanika,panasa ganda
odisha,kendrapara,NA,rajkanika,jagulai pada,5.91,2551,kendrapara,rajkanika,jagulai pada
odisha,kendrapara,NA,rajkanika,kanta pada,9.15,2552,kendrapara,rajkanika,kanta pada
odisha,kendrapara,NA,rajkanika,nahuni,14,2553,kendrapara,rajkanika,nahuni
odisha,kendrapara,NA,rajkanika,akhulipada,13.85,2554,kendrapara,rajkanika,akhulipada
odisha,kendrapara,NA,rajkanika,charapada,12.13,2555,kendrapara,rajkanika,charapada
odisha,kendrapara,NA,rajkanika,parinuapada habalganda,9.9,2556,kendrapara,rajkanika,parinuapada habalganda
odisha,kendrapara,NA,rajkanika,koilipur,12.04,2557,kendrapara,rajkanika,koilipur
odisha,kendrapara,NA,rajkanika,baruna,7.64,2558,kendrapara,rajkanika,baruna
odisha,kendrapara,NA,rajkanika,balrampur,18.46,2559,kendrapara,rajkanika,balrampur
odisha,kendrapara,NA,rajkanika,siko,4.51,2560,kendrapara,rajkanika,siko
odisha,kendrapara,NA,rajkanika,hatasahi,10.73,2561,kendrapara,rajkanika,hatasahi
odisha,kendrapara,NA,rajkanika,baghabuda,4.43,2562,kendrapara,rajkanika,baghabuda
odisha,kendrapara,NA,rajkanika,sihopada,8.39,2563,kendrapara,rajkanika,sihopada
odisha,kendrapara,NA,rajkanika,olaver,10.49,2564,kendrapara,rajkanika,olaver
odisha,kendrapara,NA,rajkanika,barunadiha,12.95,2565,kendrapara,rajkanika,barunadiha
odisha,kendrapara,NA,rajkanika,katana bania,9.8,2566,kendrapara,rajkanika,katana bania
odisha,kendrapara,NA,rajkanika,padhanapada,7.02,2567,kendrapara,rajkanika,padhanapada
odisha,kendrapara,NA,rajkanika,varigada,19.69,2568,kendrapara,rajkanika,varigada
odisha,kendrapara,NA,rajkanika,taras,8.18,2569,kendrapara,rajkanika,taras
odisha,kendrapara,NA,rajkanika,baradia,10.74,2570,kendrapara,rajkanika,baradia
odisha,kendrapara,NA,rajnagar,talachua,8.81,2571,kendrapara,rajanagar,talachua
odisha,kendrapara,NA,rajnagar,mahulia,1.42,2572,kendrapara,rajanagar,mahulia
odisha,kendrapara,NA,rajnagar,sanbada gopalpur,0.57,2573,kendrapara,rajanagar,sanbada gopalpur
odisha,kendrapara,NA,rajnagar,dera,2.48,2574,kendrapara,rajanagar,dera
odisha,kendrapara,NA,rajnagar,gupti,3.04,2575,kendrapara,rajanagar,gupti
odisha,kendrapara,NA,rajnagar,rajnagar,5.94,2576,kendrapara,rajanagar,rajnagar
odisha,kendrapara,NA,rajnagar,iswarpur,4.76,2577,kendrapara,rajanagar,iswarpur
odisha,kendrapara,NA,rajnagar,ostia,14.94,2578,kendrapara,rajanagar,ostia
odisha,kendrapara,NA,rajnagar,brahmana sahi,2.41,2579,kendrapara,rajanagar,brahmana sahi
odisha,kendrapara,NA,rajnagar,satabhaya,1.28,2580,kendrapara,rajanagar,NA
odisha,kendrapara,NA,rajnagar,koili pur,2.48,2581,kendrapara,rajanagar,koili pur
odisha,kendrapara,NA,rajnagar,balisahipatana,9.54,2582,kendrapara,rajanagar,balisahipatana
odisha,kendrapara,NA,rajnagar,chandi baunsamula,1.06,2583,kendrapara,rajanagar,chandi baunsamula
odisha,kendrapara,NA,rajnagar,kurunti,1.22,2584,kendrapara,rajanagar,kurunti
odisha,kendrapara,NA,rajnagar,kandira,3.2,2585,kendrapara,rajanagar,kandira
odisha,kendrapara,NA,rajnagar,bandhapada,2.79,2586,kendrapara,rajanagar,bandhapada
odisha,kendrapara,NA,rajnagar,rangani,2.41,2587,kendrapara,rajanagar,rangani
odisha,kendrapara,NA,rajnagar,dangamala,5.17,2588,kendrapara,rajanagar,dangamala
odisha,kendrapara,NA,rajnagar,mahinsasura,0.07,2589,kendrapara,rajanagar,mahisasura
odisha,kendhujar,NA,anandapur,bailo,76.84,2590,keonjhar,anandapur,bailo
odisha,kendhujar,NA,anandapur,baunsagarh,101.58,2591,keonjhar,anandapur,baunsagarh
odisha,kendhujar,NA,anandapur,belabahali,46.04,2592,keonjhar,anandapur,belabahali
odisha,kendhujar,NA,anandapur,dhakotha,160.86,2593,keonjhar,anandapur,dhakotha
odisha,kendhujar,NA,anandapur,galaymunda,52.39,2594,keonjhar,anandapur,galaymunda
odisha,kendhujar,NA,anandapur,haridapal,36.52,2595,keonjhar,anandapur,haridapal
odisha,kendhujar,NA,anandapur,jalasuan,15.09,2596,keonjhar,anandapur,jalasuan
odisha,kendhujar,NA,anandapur,kantipal,86.51,2597,keonjhar,anandapur,kantipal
odisha,kendhujar,NA,anandapur,kathakata,70.67,2598,keonjhar,anandapur,kathakata
odisha,kendhujar,NA,anandapur,kodapada,107.88,2599,keonjhar,anandapur,kodapada
odisha,kendhujar,NA,anandapur,kolimati,65.76,2600,keonjhar,anandapur,kolimati
odisha,kendhujar,NA,anandapur,manoharpur,70.65,2601,keonjhar,anandapur,manoharpur
odisha,kendhujar,NA,anandapur,panasadiha,66.52,2602,keonjhar,anandapur,panasadiha
odisha,kendhujar,NA,anandapur,panchupalli,103.92,2603,keonjhar,anandapur,panchupalli
odisha,kendhujar,NA,anandapur,salabani,120.49,2604,keonjhar,anandapur,salabani
odisha,kendhujar,NA,anandapur,tartara,62.73,2605,keonjhar,anandapur,tartara
odisha,kendhujar,NA,bansapal,banspal,64.83,2606,keonjhar,banspal,banspal
odisha,kendhujar,NA,bansapal,baragarh,81.13,2607,keonjhar,banspal,baragarh
odisha,kendhujar,NA,bansapal,bayakumutia,2.21,2608,keonjhar,banspal,bayakumutia
odisha,kendhujar,NA,bansapal,fuljhar,45.04,2609,keonjhar,banspal,fuljhar
odisha,kendhujar,NA,bansapal,gonasika,47.34,2610,keonjhar,banspal,gonasika
odisha,kendhujar,NA,bansapal,jatra,30.8,2611,keonjhar,banspal,jatra
odisha,kendhujar,NA,bansapal,kalanda,35.75,2612,keonjhar,banspal,NA
odisha,kendhujar,NA,bansapal,karangadihi,27.25,2613,keonjhar,banspal,karangadihi
odisha,kendhujar,NA,bansapal,kodipasa,137.31,2614,keonjhar,banspal,kodipasa
odisha,kendhujar,NA,bansapal,kuanra,75.74,2615,keonjhar,banspal,kuanra
odisha,kendhujar,NA,bansapal,kumundi,69.46,2616,keonjhar,banspal,kumundi
odisha,kendhujar,NA,bansapal,nayakote,76.56,2617,keonjhar,banspal,nayakote
odisha,kendhujar,NA,bansapal,saharpur,42,2618,keonjhar,banspal,saharpur
odisha,kendhujar,NA,bansapal,singipur,76.42,2619,keonjhar,banspal,singipur
odisha,kendhujar,NA,bansapal,suakati,60.76,2620,keonjhar,banspal,suakati
odisha,kendhujar,NA,bansapal,tala kadakala,62.34,2621,keonjhar,banspal,tala kadakala
odisha,kendhujar,NA,bansapal,talachampei,38.67,2622,keonjhar,banspal,talachampei
odisha,kendhujar,NA,bansapal,talakainsari,44.25,2623,keonjhar,banspal,talakainsari
odisha,kendhujar,NA,bansapal,tana,1.58,2624,keonjhar,banspal,tana
odisha,kendhujar,NA,bansapal,taramakanta,86.88,2625,keonjhar,banspal,taramakanta
odisha,kendhujar,NA,bansapal,uper raigoda,97.05,2626,keonjhar,banspal,uper raigoda
odisha,kendhujar,NA,champua,badanai,107.98,2627,keonjhar,champua,badanai
odisha,kendhujar,NA,champua,bhanda,57.17,2628,keonjhar,champua,bhanda
odisha,kendhujar,NA,champua,bhuinpur,30.97,2629,keonjhar,champua,bhuinpur
odisha,kendhujar,NA,champua,chandrasekharpur,55.58,2630,keonjhar,champua,chandrasekharpur
odisha,kendhujar,NA,champua,jajaposi,34.94,2631,keonjhar,champua,jajaposi
odisha,kendhujar,NA,champua,jali,58.76,2632,keonjhar,champua,jali
odisha,kendhujar,NA,champua,jamudalak,68.28,2633,keonjhar,champua,jamudalak
odisha,kendhujar,NA,champua,jyotipur,71.43,2634,keonjhar,champua,jyotipur
odisha,kendhujar,NA,champua,kalikaprasad,48.43,2635,keonjhar,champua,kalikaprasad
odisha,kendhujar,NA,champua,karanjia,42.88,2636,keonjhar,champua,karanjia
odisha,kendhujar,NA,champua,kashipal,21.44,2637,keonjhar,champua,kashipal
odisha,kendhujar,NA,champua,kodagadia,19.06,2638,keonjhar,champua,kodagadia
odisha,kendhujar,NA,champua,kutariposhi,42.88,2639,keonjhar,champua,kutariposhi
odisha,kendhujar,NA,champua,padua,11.12,2640,keonjhar,champua,padua
odisha,kendhujar,NA,champua,parshala,48.57,2641,keonjhar,champua,parshala
odisha,kendhujar,NA,champua,rajia,89.72,2642,keonjhar,champua,rajia
odisha,kendhujar,NA,champua,rangamatia,77.81,2643,keonjhar,champua,rangamatia
odisha,kendhujar,NA,champua,rimuli,65.9,2644,keonjhar,champua,rimuli
odisha,kendhujar,NA,champua,sadangi,37.26,2645,keonjhar,champua,sadangi
odisha,kendhujar,NA,champua,sarei,34.14,2646,keonjhar,champua,sarei
odisha,kendhujar,NA,champua,sunaposi,76.22,2647,keonjhar,champua,sunaposi
odisha,kendhujar,NA,champua,unchabali,57.17,2648,keonjhar,champua,unchabali
odisha,kendhujar,NA,ghasipura,alati,9.81,2649,keonjhar,ghasipura,alati
odisha,kendhujar,NA,ghasipura,balaram pur,19.52,2650,keonjhar,ghasipura,balaram pur
odisha,kendhujar,NA,ghasipura,bato,14.33,2651,keonjhar,ghasipura,bato
odisha,kendhujar,NA,ghasipura,bhandaridiha,11.08,2652,keonjhar,ghasipura,bhandaridiha
odisha,kendhujar,NA,ghasipura,deogoan,7.66,2653,keonjhar,ghasipura,deogoan
odisha,kendhujar,NA,ghasipura,gadabandhagoda,9.75,2654,keonjhar,ghasipura,gadabandhagoda
odisha,kendhujar,NA,ghasipura,ganpur,3.4,2655,keonjhar,ghasipura,ganpur
odisha,kendhujar,NA,ghasipura,gohira,7.67,2656,keonjhar,ghasipura,gohira
odisha,kendhujar,NA,ghasipura,keshadurapala,21.87,2657,keonjhar,ghasipura,keshadurapala
odisha,kendhujar,NA,ghasipura,khalana,0.93,2658,keonjhar,ghasipura,khalana
odisha,kendhujar,NA,ghasipura,khaliamenta,6.38,2659,keonjhar,ghasipura,khaliamenta
odisha,kendhujar,NA,ghasipura,machhalo,9.24,2660,keonjhar,ghasipura,machhalo
odisha,kendhujar,NA,ghasipura,madanapur,5.75,2661,keonjhar,ghasipura,madanapur
odisha,kendhujar,NA,ghasipura,pandua,0.87,2662,keonjhar,ghasipura,pandua
odisha,kendhujar,NA,ghasipura,purunabandhagoda,6.94,2663,keonjhar,ghasipura,purunabandhagoda
odisha,kendhujar,NA,ghasipura,radhikadeipur,8.96,2664,keonjhar,ghasipura,radhikadeipur
odisha,kendhujar,NA,ghasipura,ramachandrapur,6,2665,keonjhar,ghasipura,ramachandrapur
odisha,kendhujar,NA,ghasipura,sainkul,4.03,2666,keonjhar,ghasipura,sainkul
odisha,kendhujar,NA,ghasipura,saladei,4.61,2667,keonjhar,ghasipura,saladei
odisha,kendhujar,NA,ghasipura,tarimul,5.54,2668,keonjhar,ghasipura,tarimul
odisha,kendhujar,NA,ghasipura,taruan,12.26,2669,keonjhar,ghasipura,taruan
odisha,kendhujar,NA,ghasipura,daradipal,5.83,2670,keonjhar,ghasipura,daradipal
odisha,kendhujar,NA,ghasipura,samukanendi,0.74,2671,keonjhar,ghasipura,samukanendi
odisha,kendhujar,NA,ghasipura,biragobindapur,0.37,2672,keonjhar,ghasipura,biragovindapur
odisha,kendhujar,NA,ghasipura,baripal,2.38,2673,keonjhar,ghasipura,baripal
odisha,kendhujar,NA,ghatgaon,badajamuposi,3.78,2674,keonjhar,ghatagaon,badajamuposi
odisha,kendhujar,NA,ghatgaon,badamasinabila,4.8,2675,keonjhar,ghatagaon,badamasinabila
odisha,kendhujar,NA,ghatgaon,badapichhula,7.14,2676,keonjhar,ghatagaon,badapichhula
odisha,kendhujar,NA,ghatgaon,balipokhari,2.28,2677,keonjhar,ghatagaon,balipokhari
odisha,kendhujar,NA,ghatgaon,barhatipura,2.94,2678,keonjhar,ghatagaon,barhatipura
odisha,kendhujar,NA,ghatgaon,basantpur,3.24,2679,keonjhar,ghatagaon,basantpur
odisha,kendhujar,NA,ghatgaon,bholabeda,4.38,2680,keonjhar,ghatagaon,bholabeda
odisha,kendhujar,NA,ghatgaon,binida,1.56,2681,keonjhar,ghatagaon,binida
odisha,kendhujar,NA,ghatgaon,dhenkikote,9.18,2682,keonjhar,ghatagaon,dhenkikote
odisha,kendhujar,NA,ghatgaon,gadadharpur,8.22,2683,keonjhar,ghatagaon,gadadharpur
odisha,kendhujar,NA,ghatgaon,khantaghar,2.76,2684,keonjhar,ghatagaon,khantaghar
odisha,kendhujar,NA,ghatgaon,manoharpur,4.32,2685,keonjhar,ghatagaon,manoharpur
odisha,kendhujar,NA,ghatgaon,muktapur,3.12,2686,keonjhar,ghatagaon,muktapur
odisha,kendhujar,NA,ghatgaon,mukundapurpatana,6,2687,keonjhar,ghatagaon,mukundapurpatana
odisha,kendhujar,NA,ghatgaon,paidapatana,5.88,2688,keonjhar,ghatagaon,paidapatana
odisha,kendhujar,NA,ghatgaon,pandapada,3.36,2689,keonjhar,ghatagaon,pandapada
odisha,kendhujar,NA,ghatgaon,patilo,1.08,2690,keonjhar,ghatagaon,patilo
odisha,kendhujar,NA,ghatgaon,pipilia,0.78,2691,keonjhar,ghatagaon,pipilia
odisha,kendhujar,NA,ghatgaon,purumunda,6.54,2692,keonjhar,ghatagaon,purumunda
odisha,kendhujar,NA,ghatgaon,rutisila,3.96,2693,keonjhar,ghatagaon,rutisila
odisha,kendhujar,NA,ghatgaon,santarapur,7.56,2694,keonjhar,ghatagaon,santarapur
odisha,kendhujar,NA,ghatgaon,sarasa pasi,1.26,2695,keonjhar,ghatagaon,sarasa pasi
odisha,kendhujar,NA,ghatgaon,sunatangiri,0.24,2696,keonjhar,ghatagaon,sunatangiri
odisha,kendhujar,NA,ghatgaon,tara,2.04,2697,keonjhar,ghatagaon,tara
odisha,kendhujar,NA,ghatgaon,toranipokhari,1.56,2698,keonjhar,ghatagaon,toranipokhari
odisha,kendhujar,NA,ghatgaon,uperdiha,5.4,2699,keonjhar,ghatagaon,uperdiha
odisha,kendhujar,NA,ghatgaon,balabhadrapur,1.32,2700,keonjhar,ghatagaon,balabhadrapur
odisha,kendhujar,NA,harichadanpur,badapalasapal,62.32,2701,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,bareigoda,136.18,2702,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,baxibarigaon,116.35,2703,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,bhagamunda,61.6,2704,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,bhanrapur,75.85,2705,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,budhakhaman,65.49,2706,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,daitari,26.04,2707,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,dhurudiambo,111.74,2708,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,gaunighasa,72.4,2709,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,harichandanpur,47.47,2710,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,hunda,144.08,2711,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,jamujodi,123.24,2712,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,janghira,45.77,2713,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,jiranga,45.09,2714,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,junga,37.95,2715,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,manoharpur,96.92,2716,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,pitapiti,12.62,2717,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,pithagola,75.9,2718,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,rasola,17.11,2719,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,rebanapalaspal,92.94,2720,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,sagadapata,55.71,2721,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,sunapentha,133.51,2722,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,tangiriapal,73.94,2723,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,tentalaposi,126.24,2724,keonjhar,NA,NA
odisha,kendhujar,NA,harichadanpur,thakurapada,82.84,2725,keonjhar,NA,NA
odisha,kendhujar,NA,hatadihi,aiti pur,14.44,2726,keonjhar,hatadihi,aiti pur
odisha,kendhujar,NA,hatadihi,akarua,36.49,2727,keonjhar,hatadihi,akarua
odisha,kendhujar,NA,hatadihi,ambo,29.66,2728,keonjhar,hatadihi,ambo
odisha,kendhujar,NA,hatadihi,badarampas,23.26,2729,keonjhar,hatadihi,badarampas
odisha,kendhujar,NA,hatadihi,balibarei,34.48,2730,keonjhar,hatadihi,balibarei
odisha,kendhujar,NA,hatadihi,bancho,16.44,2731,keonjhar,hatadihi,bancho
odisha,kendhujar,NA,hatadihi,bangore,25.26,2732,keonjhar,hatadihi,bangore
odisha,kendhujar,NA,hatadihi,danara,17.24,2733,keonjhar,hatadihi,danara
odisha,kendhujar,NA,hatadihi,dhanurjaypur,21.65,2734,keonjhar,hatadihi,dhanurjaypur
odisha,kendhujar,NA,hatadihi,dhenka,90.63,2735,keonjhar,hatadihi,dhenka
odisha,kendhujar,NA,hatadihi,gedma,7.22,2736,keonjhar,hatadihi,gedma
odisha,kendhujar,NA,hatadihi,habaleswar,40.5,2737,keonjhar,hatadihi,habaleswar
odisha,kendhujar,NA,hatadihi,hadgarh,16.44,2738,keonjhar,hatadihi,hadgarh
odisha,kendhujar,NA,hatadihi,hatadihi,20.45,2739,keonjhar,hatadihi,hatadihi
odisha,kendhujar,NA,hatadihi,inchola,6.82,2740,keonjhar,hatadihi,inchola
odisha,kendhujar,NA,hatadihi,jambhira,43.31,2741,keonjhar,hatadihi,jambhira
odisha,kendhujar,NA,hatadihi,kaligaon,10.02,2742,keonjhar,hatadihi,kaligaon
odisha,kendhujar,NA,hatadihi,kanleibalipal,63.24,2743,keonjhar,hatadihi,kanleibalipal
odisha,kendhujar,NA,hatadihi,mareigoan,31.28,2744,keonjhar,hatadihi,mareigoan
odisha,kendhujar,NA,hatadihi,orali,20.85,2745,keonjhar,hatadihi,orali
odisha,kendhujar,NA,hatadihi,padhiaripalli,31.26,2746,keonjhar,hatadihi,padhiaripalli
odisha,kendhujar,NA,hatadihi,panchugochhia,25.65,2747,keonjhar,hatadihi,panchugochhia
odisha,kendhujar,NA,hatadihi,pandado,10.43,2748,keonjhar,hatadihi,pandado
odisha,kendhujar,NA,hatadihi,sadanga,68.57,2749,keonjhar,hatadihi,sadanga
odisha,kendhujar,NA,hatadihi,sadha,25.26,2750,keonjhar,hatadihi,sadha
odisha,kendhujar,NA,hatadihi,salania,32.08,2751,keonjhar,hatadihi,salania
odisha,kendhujar,NA,hatadihi,samana,50.92,2752,keonjhar,hatadihi,samana
odisha,kendhujar,NA,hatadihi,sasanga,18.82,2753,keonjhar,hatadihi,sasanga
odisha,kendhujar,NA,hatadihi,soso,24.46,2754,keonjhar,hatadihi,soso
odisha,kendhujar,NA,hatadihi,sulana,61.75,2755,keonjhar,hatadihi,sulana
odisha,kendhujar,NA,hatadihi,anara,6.42,2756,keonjhar,hatadihi,anara
odisha,kendhujar,NA,jhumpura,arsala,8.93,2757,keonjhar,jhumpura,arsala
odisha,kendhujar,NA,jhumpura,asanpat,4.37,2758,keonjhar,jhumpura,asanpat
odisha,kendhujar,NA,jhumpura,badabhumuriya,10.07,2759,keonjhar,jhumpura,NA
odisha,kendhujar,NA,jhumpura,balibandha,15.68,2760,keonjhar,jhumpura,balibandha
odisha,kendhujar,NA,jhumpura,baria,4.66,2761,keonjhar,jhumpura,baria
odisha,kendhujar,NA,jhumpura,basantapur,5.7,2762,keonjhar,jhumpura,basantapur
odisha,kendhujar,NA,jhumpura,chauthia,11.21,2763,keonjhar,jhumpura,chauthia
odisha,kendhujar,NA,jhumpura,dhanurjaypur,13.87,2764,keonjhar,jhumpura,dhanurjaypur
odisha,kendhujar,NA,jhumpura,gumura,8.83,2765,keonjhar,jhumpura,gumura
odisha,kendhujar,NA,jhumpura,gundunia,7.03,2766,keonjhar,jhumpura,gundunia
odisha,kendhujar,NA,jhumpura,jhumpura,4.66,2767,keonjhar,jhumpura,jhumpura
odisha,kendhujar,NA,jhumpura,khendara,3.69,2768,keonjhar,jhumpura,khendara
odisha,kendhujar,NA,jhumpura,khuntapada,10.07,2769,keonjhar,jhumpura,khuntapada
odisha,kendhujar,NA,jhumpura,kutugoan,3.99,2770,keonjhar,jhumpura,kutugaon
odisha,kendhujar,NA,jhumpura,malada,1.43,2771,keonjhar,jhumpura,malada
odisha,kendhujar,NA,jhumpura,nahabeda,16.51,2772,keonjhar,jhumpura,nahabeda
odisha,kendhujar,NA,jhumpura,naradpur,11.3,2773,keonjhar,jhumpura,naradpur
odisha,kendhujar,NA,jhumpura,nayagada,2.75,2774,keonjhar,jhumpura,nayagada
odisha,kendhujar,NA,jhumpura,nischintapur,4.37,2775,keonjhar,jhumpura,nischintapur
odisha,kendhujar,NA,jhumpura,tukudiha,1.14,2776,keonjhar,jhumpura,tukudiha
odisha,kendhujar,NA,jhumpura,ukhunda,4.28,2777,keonjhar,jhumpura,ukhunda
odisha,kendhujar,NA,joda,ansheikala,86.61,2778,keonjhar,joda,ansheikala
odisha,kendhujar,NA,joda,badakalimati,92.15,2779,keonjhar,joda,badakalimati
odisha,kendhujar,NA,joda,balada,61.13,2780,keonjhar,joda,balada
odisha,kendhujar,NA,joda,balagoda,93.22,2781,keonjhar,joda,balagoda
odisha,kendhujar,NA,joda,balani,49.04,2782,keonjhar,joda,balani
odisha,kendhujar,NA,joda,bhadrasahi,72.34,2783,keonjhar,joda,bhadrasahi
odisha,kendhujar,NA,joda,bhuyanroida,118.78,2784,keonjhar,joda,bhuyanroida
odisha,kendhujar,NA,joda,birikala,55.6,2785,keonjhar,joda,birikala
odisha,kendhujar,NA,joda,chamakpur,142.15,2786,keonjhar,joda,chamakpur
odisha,kendhujar,NA,joda,deojhar,92.46,2787,keonjhar,joda,deojhar
odisha,kendhujar,NA,joda,guali,80.61,2788,keonjhar,joda,guali
odisha,kendhujar,NA,joda,jajanga,65.12,2789,keonjhar,joda,jajanga
odisha,kendhujar,NA,joda,jalahari,43.33,2790,keonjhar,joda,jalahari
odisha,kendhujar,NA,joda,kandara,109.32,2791,keonjhar,joda,kandara
odisha,kendhujar,NA,joda,palasha,74.77,2792,keonjhar,joda,palasha
odisha,kendhujar,NA,joda,serenda,10.15,2793,keonjhar,joda,serenda
odisha,kendhujar,NA,joda,laidapada,11.85,2794,keonjhar,joda,laidapada
odisha,kendhujar,NA,joda,jurudi,0.47,2795,keonjhar,joda,jurudi
odisha,kendhujar,NA,joda,karakhendra,7.6,2796,keonjhar,joda,karakhendra
odisha,kendhujar,NA,kendujhar sadar,baradapal,59.18,2797,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,bauripada,108.04,2798,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,bodapalsa,54.41,2799,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,dimbo,103.25,2800,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,gobardhan,76.51,2801,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,handibhanga,102.5,2802,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,janardan pur,48.12,2803,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,kandrapasi,113.54,2804,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,kathabari,61.54,2805,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,kaunrikala,61.52,2806,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,mahadeijoda,77.3,2807,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,maidankel,87.58,2808,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,mandua,82.01,2809,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,naranpur,138.77,2810,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,nelung,78.09,2811,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,nuagaon,98.59,2812,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,padmapur,77.32,2813,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,palaspanga,83.6,2814,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,parjanpur,74.96,2815,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,raghunathpur,77.28,2816,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,raikala,73.29,2817,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,raisuan,76.52,2818,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,shankiri,56.81,2819,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,sirispal,97.84,2820,keonjhar,NA,NA
odisha,kendhujar,NA,kendujhar sadar,gopinathpur,52.01,2821,keonjhar,NA,NA
odisha,kendhujar,NA,patana,bada patana,88.57,2822,keonjhar,patna,bada patana
odisha,kendhujar,NA,patana,baunshuli,171.13,2823,keonjhar,patna,baunshuli
odisha,kendhujar,NA,patana,budhikapudi,94.18,2824,keonjhar,patna,budhikapudi
odisha,kendhujar,NA,patana,chakundapal,74.5,2825,keonjhar,patna,chakundapal
odisha,kendhujar,NA,patana,chemana,75.61,2826,keonjhar,patna,chemana
odisha,kendhujar,NA,patana,chinamalipasi,45.58,2827,keonjhar,patna,chinamalipasi
odisha,kendhujar,NA,patana,dumuria,98.99,2828,keonjhar,patna,dumuria
odisha,kendhujar,NA,patana,erendei,33.14,2829,keonjhar,patna,erendei
odisha,kendhujar,NA,patana,jamunaposi,57.03,2830,keonjhar,patna,jamunaposi
odisha,kendhujar,NA,patana,kantiapada,21.12,2831,keonjhar,patna,kantiapada
odisha,kendhujar,NA,patana,kendeiposi,41.61,2832,keonjhar,patna,kendeiposi
odisha,kendhujar,NA,patana,khireitangiri,187.21,2833,keonjhar,patna,khireitangiri
odisha,kendhujar,NA,patana,mirigikhoji,46.65,2834,keonjhar,patna,mirigikhoji
odisha,kendhujar,NA,patana,murusuan,29.26,2835,keonjhar,patna,murusuan
odisha,kendhujar,NA,patana,mushakhari,68.59,2836,keonjhar,patna,mushakhari
odisha,kendhujar,NA,patana,palanaghati,49.89,2837,keonjhar,patna,palanaghati
odisha,kendhujar,NA,patana,rajnagar,79.02,2838,keonjhar,patna,rajnagar
odisha,kendhujar,NA,patana,saraskola,113.1,2839,keonjhar,patna,saraskola
odisha,kendhujar,NA,patana,tangarapada,123.98,2840,keonjhar,patna,tangarapada
odisha,kendhujar,NA,patana,turumunga,23.01,2841,keonjhar,patna,turumunga
odisha,kendhujar,NA,saharapada,baikala,30.45,2842,keonjhar,saharpada,baikala
odisha,kendhujar,NA,saharapada,barbil,87.09,2843,keonjhar,saharpada,barbil
odisha,kendhujar,NA,saharapada,dalapaka,27.23,2844,keonjhar,saharpada,dalapaka
odisha,kendhujar,NA,saharapada,damahuda,72.56,2845,keonjhar,saharpada,damahuda
