s_state,s_district,Urban Local Bodies (Municipality/Munipal Corparation/Nac,s_block,s_gp,Total_IGNDPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,kalahandi,NA,bhawanipatna,borbhata,0.61,1928,kalahandi,bhawanipatna,borbhata
odisha,kalahandi,NA,bhawanipatna,borda,1.4,1929,kalahandi,bhawanipatna,borda
odisha,kalahandi,NA,bhawanipatna,chahagaon,1.22,1930,kalahandi,bhawanipatna,chahagaon
odisha,kalahandi,NA,bhawanipatna,chancher,0.41,1931,kalahandi,bhawanipatna,chancher
odisha,kalahandi,NA,bhawanipatna,chheliamal,1.62,1932,kalahandi,bhawanipatna,chheliamal
odisha,kalahandi,NA,bhawanipatna,dadpur,6.08,1933,kalahandi,bhawanipatna,dadpur
odisha,kalahandi,NA,bhawanipatna,dey pur,4.87,1934,kalahandi,bhawanipatna,dey pur
odisha,kalahandi,NA,bhawanipatna,duarsuni,4.26,1935,kalahandi,bhawanipatna,duarsuni
odisha,kalahandi,NA,bhawanipatna,dumuria,1.42,1936,kalahandi,bhawanipatna,dumuria
odisha,kalahandi,NA,bhawanipatna,gand barajhola,1.01,1937,kalahandi,bhawanipatna,gand barajhola
odisha,kalahandi,NA,bhawanipatna,gudialipadar,1.22,1938,kalahandi,bhawanipatna,gudialipadar
odisha,kalahandi,NA,bhawanipatna,gurjang,0.2,1939,kalahandi,bhawanipatna,gurjang
odisha,kalahandi,NA,bhawanipatna,jugsaipatna,0.2,1940,kalahandi,bhawanipatna,jugsaipatna
odisha,kalahandi,NA,bhawanipatna,kalam,0.81,1941,kalahandi,bhawanipatna,kalam
odisha,kalahandi,NA,bhawanipatna,kamthana,3.28,1942,kalahandi,bhawanipatna,kamthana
odisha,kalahandi,NA,bhawanipatna,karla pada,1.42,1943,kalahandi,bhawanipatna,karla pada
odisha,kalahandi,NA,bhawanipatna,karlaguda,0.61,1944,kalahandi,bhawanipatna,karlaguda
odisha,kalahandi,NA,bhawanipatna,kendupati,1.01,1945,kalahandi,bhawanipatna,kendupati
odisha,kalahandi,NA,bhawanipatna,kuliamal,1.62,1946,kalahandi,bhawanipatna,kuliamal
odisha,kalahandi,NA,bhawanipatna,kutrukhamar,0.81,1947,kalahandi,bhawanipatna,kutrukhamar
odisha,kalahandi,NA,bhawanipatna,madiguda,0.41,1948,kalahandi,bhawanipatna,madiguda
odisha,kalahandi,NA,bhawanipatna,malgaon,4.3,1949,kalahandi,bhawanipatna,malgaon
odisha,kalahandi,NA,bhawanipatna,matia,0.73,1950,kalahandi,bhawanipatna,matia
odisha,kalahandi,NA,bhawanipatna,medinipur,0.61,1951,kalahandi,bhawanipatna,medinipur
odisha,kalahandi,NA,bhawanipatna,palana,0.81,1952,kalahandi,bhawanipatna,palana
odisha,kalahandi,NA,bhawanipatna,palisijharan,1.25,1953,kalahandi,bhawanipatna,palisijharan
odisha,kalahandi,NA,bhawanipatna,risigaon,2.08,1954,kalahandi,bhawanipatna,risigaon
odisha,kalahandi,NA,bhawanipatna,sagada,0.41,1955,kalahandi,bhawanipatna,sagada
odisha,kalahandi,NA,bhawanipatna,seinpur,0.61,1956,kalahandi,bhawanipatna,seinpur
odisha,kalahandi,NA,bhawanipatna,talbelgaon,0.2,1957,kalahandi,bhawanipatna,talbelgaon
odisha,kalahandi,NA,bhawanipatna,thuapadar,2.88,1958,kalahandi,bhawanipatna,thuapadar
odisha,kalahandi,NA,bhawanipatna,udeypur,0.81,1959,kalahandi,bhawanipatna,udeypur
odisha,kalahandi,NA,bhawanipatna,sikuan,0.2,1960,kalahandi,bhawanipatna,sikuan
odisha,kalahandi,NA,dharamagarh,badabasul,1.41,1961,kalahandi,NA,NA
odisha,kalahandi,NA,golamunda,badchergaon,0.45,1962,kalahandi,golamunda,badchergaon
odisha,kalahandi,NA,golamunda,borguda,12.1,1963,kalahandi,golamunda,borguda
odisha,kalahandi,NA,golamunda,brundabahal,3.14,1964,kalahandi,golamunda,brundabahal
odisha,kalahandi,NA,golamunda,chahaka,1.34,1965,kalahandi,golamunda,chahaka
odisha,kalahandi,NA,golamunda,chichia,6.27,1966,kalahandi,golamunda,chichia
odisha,kalahandi,NA,golamunda,daspur,5.82,1967,kalahandi,golamunda,daspur
odisha,kalahandi,NA,golamunda,dhamanpur,6.94,1968,kalahandi,golamunda,dhamanpur
odisha,kalahandi,NA,golamunda,farang,5.82,1969,kalahandi,golamunda,farang
odisha,kalahandi,NA,golamunda,funda,2.24,1970,kalahandi,golamunda,funda
odisha,kalahandi,NA,golamunda,gandamer,3.58,1971,kalahandi,golamunda,gandamer
odisha,kalahandi,NA,golamunda,golamunda,4.03,1972,kalahandi,golamunda,golamunda
odisha,kalahandi,NA,golamunda,kegaon,2.25,1973,kalahandi,golamunda,kegaon
odisha,kalahandi,NA,golamunda,khaliakani,1.34,1974,kalahandi,golamunda,khaliakani
odisha,kalahandi,NA,golamunda,khaliapalli,4.03,1975,kalahandi,golamunda,khaliapalli
odisha,kalahandi,NA,golamunda,khamarhaldi,5.38,1976,kalahandi,golamunda,khamarhaldi
odisha,kalahandi,NA,golamunda,kuhura,11.65,1977,kalahandi,golamunda,kuhura
odisha,kalahandi,NA,golamunda,mahaling,10.75,1978,kalahandi,golamunda,mahaling
odisha,kalahandi,NA,golamunda,manjhari,8.06,1979,kalahandi,golamunda,manjhari
odisha,kalahandi,NA,golamunda,naktikani,2.69,1980,kalahandi,golamunda,naktikani
odisha,kalahandi,NA,golamunda,nuagaon,1.79,1981,kalahandi,golamunda,nuagaon
odisha,kalahandi,NA,golamunda,rengaspali,2.24,1982,kalahandi,golamunda,rengaspali
odisha,kalahandi,NA,golamunda,sinapalli,1.79,1983,kalahandi,golamunda,sinapalli
odisha,kalahandi,NA,golamunda,uchhala,0.45,1984,kalahandi,golamunda,uchhala
odisha,kalahandi,NA,kesinga,adhomunda,10.16,1985,kalahandi,kesinga,adhamunda
odisha,kalahandi,NA,kesinga,balsi,6.8,1986,kalahandi,kesinga,balsi
odisha,kalahandi,NA,kesinga,belkhandi,2.27,1987,kalahandi,kesinga,belkhandi
odisha,kalahandi,NA,kesinga,boria,2.27,1988,kalahandi,kesinga,boria
odisha,kalahandi,NA,kesinga,chancher,6.05,1989,kalahandi,kesinga,chancher
odisha,kalahandi,NA,kesinga,deogaon,4.54,1990,kalahandi,kesinga,deogaon
odisha,kalahandi,NA,kesinga,gokuleswar,4.54,1991,kalahandi,kesinga,gokuleswar
odisha,kalahandi,NA,kesinga,hatikhoj,19.66,1992,kalahandi,kesinga,hatikhoj
odisha,kalahandi,NA,kesinga,kandel,3.02,1993,kalahandi,kesinga,kandel
odisha,kalahandi,NA,kesinga,kantesir,1.51,1994,kalahandi,kesinga,kantesir
odisha,kalahandi,NA,kesinga,kasrupada,10.58,1995,kalahandi,kesinga,kasrupada
odisha,kalahandi,NA,kesinga,kirokuda-(gaigaon),4.54,1996,kalahandi,kesinga,kirokuda-(gaigaon)
odisha,kalahandi,NA,kesinga,kundabandh,3.02,1997,kalahandi,kesinga,kundabandh
odisha,kalahandi,NA,kesinga,laitara,2.27,1998,kalahandi,kesinga,laitara
odisha,kalahandi,NA,kesinga,nunmath,7.56,1999,kalahandi,kesinga,nunmath
odisha,kalahandi,NA,kesinga,parlasingh,3.02,2000,kalahandi,kesinga,parlasingh
odisha,kalahandi,NA,kesinga,pastikudi,12.85,2001,kalahandi,kesinga,pastikudi
odisha,kalahandi,NA,kesinga,patharla,5.46,2002,kalahandi,kesinga,patharla
odisha,kalahandi,NA,kesinga,phatkamal,8.34,2003,kalahandi,kesinga,phatkamal
odisha,kalahandi,NA,kesinga,sirjapalli,6.05,2004,kalahandi,kesinga,sirjapalli
odisha,kalahandi,NA,kesinga,sirol,7.56,2005,kalahandi,kesinga,sirol
odisha,kalahandi,NA,kesinga,tundala,18.14,2006,kalahandi,kesinga,tundala
odisha,kalahandi,NA,kesinga,turlakhaman,5.29,2007,kalahandi,kesinga,turlakhaman
odisha,kalahandi,NA,kesinga,utkella,4.54,2008,kalahandi,kesinga,utkella
odisha,kalahandi,NA,kokasara,ampani,2.46,2009,kalahandi,koksara,ampani
odisha,kalahandi,NA,kokasara,badpoda guda,1.95,2010,kalahandi,koksara,badpoda guda
odisha,kalahandi,NA,kokasara,baradonga,1.16,2011,kalahandi,koksara,baradonga
odisha,kalahandi,NA,kokasara,dahagaon,1.79,2012,kalahandi,koksara,dahagaon
odisha,kalahandi,NA,kokasara,dalguma,1.64,2013,kalahandi,koksara,dalguma
odisha,kalahandi,NA,kokasara,dudukathenga,0.55,2014,kalahandi,koksara,dudukathenga
odisha,kalahandi,NA,kokasara,gambhariguda,1.19,2015,kalahandi,koksara,gambhariguda
odisha,kalahandi,NA,kokasara,gotamunda,0.86,2016,kalahandi,koksara,gotamunda
odisha,kalahandi,NA,kokasara,kashibahal,0.76,2017,kalahandi,koksara,kashibahal
odisha,kalahandi,NA,kokasara,kaudola,2.06,2018,kalahandi,koksara,kaudola
odisha,kalahandi,NA,kokasara,khuntia,0.76,2019,kalahandi,koksara,khuntia
odisha,kalahandi,NA,kokasara,koksara,1.6,2020,kalahandi,koksara,koksara
odisha,kalahandi,NA,kokasara,ladugan,2.27,2021,kalahandi,koksara,ladugan
odisha,kalahandi,NA,kokasara,mahima,0.82,2022,kalahandi,koksara,mahima
odisha,kalahandi,NA,kokasara,majhiguda,1.09,2023,kalahandi,koksara,majhiguda
odisha,kalahandi,NA,kokasara,moter,2.58,2024,kalahandi,koksara,moter
odisha,kalahandi,NA,kokasara,musapali,0.95,2025,kalahandi,koksara,musapali
odisha,kalahandi,NA,kokasara,phupgaon,4.87,2026,kalahandi,koksara,phupgaon
odisha,kalahandi,NA,kokasara,rengalipali,1.16,2027,kalahandi,koksara,rengalipali
odisha,kalahandi,NA,kokasara,temra,1.85,2028,kalahandi,koksara,temra
odisha,kalahandi,NA,kokasara,podaguda,0.86,2029,kalahandi,koksara,podaguda
odisha,kalahandi,NA,kokasara,kandabutura,2.04,2030,kalahandi,koksara,NA
odisha,kalahandi,NA,narala,baddharpur,0.82,2031,kalahandi,narla,baddharpur
odisha,kalahandi,NA,narala,bagpur,0.55,2032,kalahandi,narla,bagpur
odisha,kalahandi,NA,narala,balsingha,0.27,2033,kalahandi,narla,balsingha
odisha,kalahandi,NA,narala,bhanpur,2.09,2034,kalahandi,narla,bhanpur
odisha,kalahandi,NA,narala,bhimkela,1.91,2035,kalahandi,narla,bhimkela
odisha,kalahandi,NA,narala,gadebandh,0.82,2036,kalahandi,narla,gadebandh
odisha,kalahandi,NA,narala,ghantmal,0.72,2037,kalahandi,narla,ghantmal
odisha,kalahandi,NA,narala,ghodabandha,1.09,2038,kalahandi,narla,ghodabandha
odisha,kalahandi,NA,narala,gigina,0.81,2039,kalahandi,narla,gigina
odisha,kalahandi,NA,narala,karmegaon,0.46,2040,kalahandi,narla,karmegaon
odisha,kalahandi,NA,narala,kurmel,0.27,2041,kalahandi,narla,kurmel
odisha,kalahandi,NA,narala,mandel,1.55,2042,kalahandi,narla,mandel
odisha,kalahandi,NA,narala,muskuti,1.64,2043,kalahandi,narla,muskuti
odisha,kalahandi,NA,narala,narla,2.46,2044,kalahandi,narla,narla
odisha,kalahandi,NA,narala,nishanpur,1.55,2045,kalahandi,narla,nishanpur
odisha,kalahandi,NA,narala,palam,2.18,2046,kalahandi,narla,palam
odisha,kalahandi,NA,narala,rakshi,0.36,2047,kalahandi,narla,rakshi
odisha,kalahandi,NA,narala,rupra,0.91,2048,kalahandi,narla,rupra
odisha,kalahandi,NA,narala,rupraroad,1.36,2049,kalahandi,narla,rupraroad
odisha,kalahandi,NA,narala,santpur,0.64,2050,kalahandi,narla,santpur
odisha,kalahandi,NA,narala,sargiguda,1.36,2051,kalahandi,narla,sargiguda
odisha,kalahandi,NA,narala,sarian,1,2052,kalahandi,narla,sarian
odisha,kalahandi,NA,narala,sergarh,0.64,2053,kalahandi,narla,sergarh
odisha,kalahandi,NA,narala,takarla,0.9,2054,kalahandi,narla,takarla
odisha,kalahandi,NA,narala,tulapada,0.59,2055,kalahandi,narla,tulapada
odisha,kalahandi,NA,narala,ulikupa,0.55,2056,kalahandi,narla,ulikupa
odisha,kandamal,NA,baliguda,barakhama,3.3,2057,kandhamal,baliguda,barakhama
odisha,kandamal,NA,baliguda,battaguda,2.35,2058,kandhamal,baliguda,battaguda
odisha,kandamal,NA,baliguda,budrukia,3.86,2059,kandhamal,baliguda,budrukia
odisha,kandamal,NA,baliguda,khamankhole,2.39,2060,kandhamal,baliguda,khamankhole
odisha,kandamal,NA,baliguda,kutikia,4.48,2061,kandhamal,baliguda,kutikia
odisha,kandamal,NA,baliguda,landagam,2.93,2062,kandhamal,baliguda,landagam
odisha,kandamal,NA,baliguda,midiakia,2.69,2063,kandhamal,baliguda,midiakia
odisha,kandamal,NA,baliguda,parama panga,1.57,2064,kandhamal,baliguda,parama panga
odisha,kandamal,NA,baliguda,rebingia,1.79,2065,kandhamal,baliguda,rebingia
odisha,kandamal,NA,baliguda,rutungia,2.04,2066,kandhamal,baliguda,rutungia
odisha,kandamal,NA,baliguda,salaguda,3.68,2067,kandhamal,baliguda,salaguda
odisha,kandamal,NA,baliguda,sendrigam,7.35,2068,kandhamal,baliguda,sendrigam
odisha,kandamal,NA,baliguda,sudra,2.41,2069,kandhamal,baliguda,sudra
odisha,kandamal,NA,chakapad,arabaka,1.68,2070,kandhamal,chakapada,arabaka
odisha,kandamal,NA,chakapad,bapalmendi(b),3.6,2071,kandhamal,chakapada,bapalmendi(b)
odisha,kandamal,NA,chakapad,brahmanpad,2.1,2072,kandhamal,chakapada,brahmanpad
odisha,kandamal,NA,chakapad,chahali,1.47,2073,kandhamal,chakapada,chahali
odisha,kandamal,NA,chakapad,chakapad,1.68,2074,kandhamal,chakapada,chakapad
odisha,kandamal,NA,chakapad,kakharujhola,2.28,2075,kandhamal,chakapada,kakharujhola
odisha,kandamal,NA,chakapad,kusumendi,3.25,2076,kandhamal,chakapada,kusumendi
odisha,kandamal,NA,chakapad,linepada(b.mendi),2.39,2077,kandhamal,chakapada,linepada(b.mendi)
odisha,kandamal,NA,chakapad,passara,1.22,2078,kandhamal,chakapada,passara
odisha,kandamal,NA,chakapad,sankarakhole,1.57,2079,kandhamal,chakapada,sankarakhole
odisha,kandamal,NA,chakapad,beheragam,3.25,2080,kandhamal,chakapada,beheragam
odisha,kandamal,NA,chakapad,bastingia,1.74,2081,kandhamal,chakapada,bastingia
odisha,kandamal,NA,daringibadi,badabanga,0.24,2082,kandhamal,daringbadi,badabanga
odisha,kandamal,NA,daringibadi,bamunigam,2.47,2083,kandhamal,daringbadi,bamunigam
odisha,kandamal,NA,daringibadi,bhramarabadi,0.95,2084,kandhamal,daringbadi,bhramarabadi
odisha,kandamal,NA,daringibadi,budaguda,0.48,2085,kandhamal,daringbadi,budaguda
odisha,kandamal,NA,daringibadi,danekabadi,0.71,2086,kandhamal,daringbadi,danekabadi
odisha,kandamal,NA,daringibadi,daringibadi,4.76,2087,kandhamal,daringbadi,daringibadi
odisha,kandamal,NA,daringibadi,dasingibadi,1.19,2088,kandhamal,daringbadi,dasingibadi
odisha,kandamal,NA,daringibadi,gadapur,1.67,2089,kandhamal,daringbadi,gadapur
odisha,kandamal,NA,daringibadi,greenbadi,1.67,2090,kandhamal,daringbadi,greenbadi
odisha,kandamal,NA,daringibadi,gumikia,0.24,2091,kandhamal,daringbadi,gumikia
odisha,kandamal,NA,daringibadi,hatimunda,0.95,2092,kandhamal,daringbadi,hatimunda
odisha,kandamal,NA,daringibadi,jhinjiriguda,2.62,2093,kandhamal,daringbadi,jhinjiriguda
odisha,kandamal,NA,daringibadi,katingia,0.95,2094,kandhamal,daringbadi,katingia
odisha,kandamal,NA,daringibadi,kirkuti,1.29,2095,kandhamal,daringbadi,kirkuti
odisha,kandamal,NA,daringibadi,kumbharigam,0.95,2096,kandhamal,daringbadi,kumbharigam
odisha,kandamal,NA,daringibadi,portamaha,0.48,2097,kandhamal,daringbadi,portamaha
odisha,kandamal,NA,daringibadi,saramulli,0.48,2098,kandhamal,daringbadi,saramulli
odisha,kandamal,NA,daringibadi,siangaballi,5.47,2099,kandhamal,daringbadi,siangaballi
odisha,kandamal,NA,daringibadi,simanbadi,0.95,2100,kandhamal,daringbadi,simanbadi
odisha,kandamal,NA,daringibadi,sirkabarga,1.19,2101,kandhamal,daringbadi,sirkabarga
odisha,kandamal,NA,daringibadi,sonepur,4.28,2102,kandhamal,daringbadi,sonepur
odisha,kandamal,NA,daringibadi,sraniketa,5.71,2103,kandhamal,daringbadi,sraniketa
odisha,kandamal,NA,daringibadi,tajungia,1.67,2104,kandhamal,daringbadi,tajungia
odisha,kandamal,NA,daringibadi,tillori,3.81,2105,kandhamal,daringbadi,tillori
odisha,kandamal,NA,g udayagiri urban,ward-1,0.71,2106,kandhamal,NA,NA
odisha,kandamal,NA,g udayagiri urban,ward-10,0.24,2107,kandhamal,NA,NA
odisha,kandamal,NA,g udayagiri urban,ward-11,0.1,2108,kandhamal,NA,NA
odisha,kandamal,NA,g udayagiri urban,ward-12,0.92,2109,kandhamal,NA,NA
odisha,kandamal,NA,g udayagiri urban,ward-13,0.85,2110,kandhamal,NA,NA
odisha,kandamal,NA,g udayagiri urban,ward-3,0.24,2111,kandhamal,NA,NA
odisha,kandamal,NA,g udayagiri urban,ward-5,0.24,2112,kandhamal,NA,NA
odisha,kandamal,NA,g udayagiri urban,ward-7,0.24,2113,kandhamal,NA,NA
odisha,kandamal,NA,g udayagiri urban,ward-9,0.24,2114,kandhamal,NA,NA
odisha,kandamal,NA,k.nuagan,balligada,0.92,2115,kandhamal,k.nuagam,balligada
odisha,kandamal,NA,k.nuagan,bondaguda,0.62,2116,kandhamal,k.nuagam,bondaguda
odisha,kandamal,NA,k.nuagan,chanchedi,1.26,2117,kandhamal,k.nuagam,chanchedi
odisha,kandamal,NA,k.nuagan,gandrigia,1.67,2118,kandhamal,k.nuagam,gandrigia
odisha,kandamal,NA,k.nuagan,gunjibadi,5.44,2119,kandhamal,k.nuagam,gunjibadi
odisha,kandamal,NA,k.nuagan,kanjamendi,1.76,2120,kandhamal,k.nuagam,kanjamendi
odisha,kandamal,NA,k.nuagan,kudutuli,1.04,2121,kandhamal,k.nuagam,kudutuli
odisha,kandamal,NA,k.nuagan,mahasing,10.37,2122,kandhamal,k.nuagam,mahasing
odisha,kandamal,NA,k.nuagan,sarangad,0.72,2123,kandhamal,k.nuagam,sarangad
odisha,kandamal,NA,k.nuagan,sinepada,0.48,2124,kandhamal,k.nuagam,sinepada
odisha,kandamal,NA,k.nuagan,sirtiguda,7.81,2125,kandhamal,k.nuagam,sirtiguda
odisha,kandamal,NA,k.nuagan,jiridikia,0.01,2126,kandhamal,k.nuagam,jiridikia
odisha,kandamal,NA,k.nuagan,adimaha,1.13,2127,kandhamal,k.nuagam,adimaha
odisha,kandamal,NA,k.nuagan,letingia,0.68,2128,kandhamal,k.nuagam,letingia
odisha,kandamal,NA,khajuripada,adasipada,2.17,2129,kandhamal,khajuripada,adasipada
odisha,kandamal,NA,khajuripada,arapaju,5.64,2130,kandhamal,khajuripada,arapaju
odisha,kandamal,NA,khajuripada,balasakumpa,4.34,2131,kandhamal,khajuripada,balasakumpa
odisha,kandamal,NA,khajuripada,billabadi,3.04,2132,kandhamal,khajuripada,billabadi
odisha,kandamal,NA,khajuripada,dalapada,4.58,2133,kandhamal,khajuripada,dalapada
odisha,kandamal,NA,khajuripada,dutimendi,5.43,2134,kandhamal,khajuripada,dutimendi
odisha,kandamal,NA,khajuripada,gudari,2.97,2135,kandhamal,khajuripada,gudari
odisha,kandamal,NA,khajuripada,khajuripada,3.26,2136,kandhamal,khajuripada,khajuripada
odisha,kandamal,NA,khajuripada,nuagam,3.91,2137,kandhamal,khajuripada,nuagam
odisha,kandamal,NA,khajuripada,pirkudi,1.95,2138,kandhamal,khajuripada,pirkudi
odisha,kandamal,NA,khajuripada,sudreju,0.87,2139,kandhamal,khajuripada,sudreju
odisha,kandamal,NA,khajuripada,sudrukumpa,2.02,2140,kandhamal,khajuripada,sudrukumpa
odisha,kandamal,NA,kotagarh,durgapanga,0.22,2141,kandhamal,kotagarh,durgapanga
odisha,kandamal,NA,kotagarh,judaballi,0.43,2142,kandhamal,kotagarh,judaballi
odisha,kandamal,NA,kotagarh,kotagargh,8.87,2143,kandhamal,kotagarh,kotagargh
odisha,kandamal,NA,kotagarh,madaguda,5.04,2144,kandhamal,kotagarh,madaguda
odisha,kandamal,NA,kotagarh,marlanga,0.9,2145,kandhamal,kotagarh,marlanga
odisha,kandamal,NA,kotagarh,ora,0.5,2146,kandhamal,kotagarh,ora
odisha,kandamal,NA,kotagarh,pakari,3.53,2147,kandhamal,kotagarh,pakari
odisha,kandamal,NA,kotagarh,parigada,0.13,2148,kandhamal,kotagarh,parigada
odisha,kandamal,NA,kotagarh,srirampur,4.26,2149,kandhamal,kotagarh,srirampur
odisha,kandamal,NA,kotagarh,subarnagiri,9.84,2150,kandhamal,kotagarh,subarnagiri
odisha,kandamal,NA,kotagarh,dharakot,1.04,2151,kandhamal,kotagarh,dharakote
odisha,kandamal,NA,kotagarh,sartul,0.69,2152,kandhamal,kotagarh,sartul
odisha,kandamal,NA,kotagarh,ranipanga,0.5,2153,kandhamal,kotagarh,ranipanga
odisha,kandamal,NA,kotagarh,jubaguda,0.42,2154,kandhamal,kotagarh,jubaguda
odisha,kandamal,NA,phiringia,balandapada,1.6,2155,kandhamal,phiringia,balandapada
odisha,kandamal,NA,phiringia,bandhagada,1.02,2156,kandhamal,phiringia,bandhagada
odisha,kandamal,NA,phiringia,dimiriguda,0.22,2157,kandhamal,phiringia,dimiriguda
odisha,kandamal,NA,phiringia,dindrigam,0.85,2158,kandhamal,phiringia,dindrigam
odisha,kandamal,NA,phiringia,gochhapada,1.69,2159,kandhamal,phiringia,gochhapada
odisha,kandamal,NA,phiringia,jajespanga,1.25,2160,kandhamal,phiringia,jajespanga
odisha,kandamal,NA,phiringia,kasinipadar,1.3,2161,kandhamal,phiringia,kasinipadar
odisha,kandamal,NA,phiringia,kelapada,2.16,2162,kandhamal,phiringia,kelapada
odisha,kandamal,NA,phiringia,krandiballi,0.45,2163,kandhamal,phiringia,krandiballi
odisha,kandamal,NA,phiringia,luisingi,0.96,2164,kandhamal,phiringia,luisingi
odisha,kandamal,NA,phiringia,nuapadar,0.6,2165,kandhamal,phiringia,nuapadar
odisha,kandamal,NA,phiringia,pabingia,1.65,2166,kandhamal,phiringia,pabingia
odisha,kandamal,NA,phiringia,pahireju,0.73,2167,kandhamal,phiringia,pahireju
odisha,kandamal,NA,phiringia,palla brudi,1.06,2168,kandhamal,phiringia,palla brudi
odisha,kandamal,NA,phiringia,phiringia,0.63,2169,kandhamal,phiringia,phiringia
odisha,kandamal,NA,phiringia,ratanga,2.02,2170,kandhamal,phiringia,ratanga
odisha,kandamal,NA,phiringia,salaguda,0.94,2171,kandhamal,phiringia,salaguda
odisha,kandamal,NA,phiringia,taladandakia,1.76,2172,kandhamal,phiringia,taladandakia
odisha,kandamal,NA,phiringia,pakari,1.12,2173,kandhamal,phiringia,pakari
odisha,kandamal,NA,phiringia,panga upara sahi,0.42,2174,kandhamal,phiringia,NA
odisha,kandamal,NA,phulbani,alami(luhurbali),2.02,2175,kandhamal,phulbani,alami(luhurbali)
odisha,kandamal,NA,phulbani,bisipada,1.32,2176,kandhamal,phulbani,bisipada
odisha,kandamal,NA,phulbani,dadaki,2.24,2177,kandhamal,phulbani,dadaki
odisha,kandamal,NA,phulbani,duduki,0.45,2178,kandhamal,phulbani,duduki
odisha,kandamal,NA,phulbani,ganjuguda,2.46,2179,kandhamal,phulbani,ganjuguda
odisha,kandamal,NA,phulbani,gumagarh,1.57,2180,kandhamal,phulbani,gumagarh
odisha,kandamal,NA,phulbani,jamjhiri,0.67,2181,kandhamal,phulbani,jamjhiri
odisha,kandamal,NA,phulbani,katringia,1.12,2182,kandhamal,phulbani,katringia
odisha,kandamal,NA,phulbani,keredi,2.69,2183,kandhamal,phulbani,keredi
odisha,kandamal,NA,phulbani,minia,6.94,2184,kandhamal,phulbani,minia
odisha,kandamal,NA,phulbani,tudipaju,0.87,2185,kandhamal,phulbani,tudipaju
odisha,kandamal,NA,raikia,dadingia,0.22,2186,kandhamal,raikia,dadingia
odisha,kandamal,NA,raikia,gumamaha,0.71,2187,kandhamal,raikia,gumamaha
odisha,kandamal,NA,raikia,indragda,0.89,2188,kandhamal,raikia,indragda
odisha,kandamal,NA,raikia,karada,0.16,2189,kandhamal,raikia,karada
odisha,kandamal,NA,raikia,mandakia,1.29,2190,kandhamal,raikia,mandakia
odisha,kandamal,NA,raikia,manikeswar,1.45,2191,kandhamal,raikia,manikeswar
odisha,kandamal,NA,raikia,petapanga,0.81,2192,kandhamal,raikia,petapanga
odisha,kandamal,NA,raikia,raikia,1.16,2193,kandhamal,raikia,raikia
odisha,kandamal,NA,raikia,ranaba,1.13,2194,kandhamal,raikia,ranaba
odisha,kandamal,NA,raikia,sugudabadi,1.25,2195,kandhamal,raikia,sugudabadi
odisha,kandamal,NA,raikia,beredakia,0.29,2196,kandhamal,raikia,beredakia
odisha,kandamal,NA,tikabali,bodimunda,2,2197,kandhamal,tikabali,bodimunda
odisha,kandamal,NA,tikabali,burbinaju,2.22,2198,kandhamal,tikabali,burbinaju
odisha,kandamal,NA,tikabali,gadaguda,1.67,2199,kandhamal,tikabali,gadaguda
odisha,kandamal,NA,tikabali,gardingia,1.08,2200,kandhamal,tikabali,gardingia
odisha,kandamal,NA,tikabali,gutingia,2.49,2201,kandhamal,tikabali,gutingia
odisha,kandamal,NA,tikabali,katimaha,1.82,2202,kandhamal,tikabali,katimaha
odisha,kandamal,NA,tikabali,koinjhar,2.22,2203,kandhamal,tikabali,koinjhar
odisha,kandamal,NA,tikabali,padangi,0.7,2204,kandhamal,tikabali,padangi
odisha,kandamal,NA,tikabali,pikaradi,1.45,2205,kandhamal,tikabali,pikaradi
odisha,kandamal,NA,tikabali,tikabali,0.97,2206,kandhamal,tikabali,tikabali
odisha,kandamal,NA,tikabali,paburia,1.42,2207,kandhamal,tikabali,paburia
odisha,kandamal,NA,tumudibandh,belghar,1.79,2208,kandhamal,tumudibandh,belghar
odisha,kandamal,NA,tumudibandh,bilamal,2.69,2209,kandhamal,tumudibandh,bilamal
odisha,kandamal,NA,tumudibandh,guma,1.12,2210,kandhamal,tumudibandh,guma
odisha,kandamal,NA,tumudibandh,jhiripani,1.55,2211,kandhamal,tumudibandh,jhiripani
odisha,kandamal,NA,tumudibandh,kurtamgarh,2.91,2212,kandhamal,tumudibandh,kurtamgarh
odisha,kandamal,NA,tumudibandh,lankagada,0.9,2213,kandhamal,tumudibandh,lankagada
odisha,kandamal,NA,tumudibandh,mundigada,4.24,2214,kandhamal,tumudibandh,mundigada
odisha,kandamal,NA,tumudibandh,tumudibandh,6.26,2215,kandhamal,tumudibandh,tumudibandh
odisha,kandamal,NA,tumudibandh,karakudupa,0.9,2216,kandhamal,tumudibandh,karukudupa
odisha,kendrapara,NA,aul,sahira,33.23,2217,kendrapara,aul,sahira
odisha,kendrapara,NA,aul,sanamanga,24.94,2218,kendrapara,aul,sanamanga
odisha,kendrapara,NA,aul,gobindpur,17.25,2219,kendrapara,aul,gobindpur
odisha,kendrapara,NA,aul,bhuin pur,20.84,2220,kendrapara,aul,bhuin pur
odisha,kendrapara,NA,aul,ketuapala,17.51,2221,kendrapara,aul,ketuapala
odisha,kendrapara,NA,aul,niala,47.33,2222,kendrapara,aul,niala
odisha,kendrapara,NA,aul,palimi,27.87,2223,kendrapara,aul,palimi
