s_state,s_district,Urban Local Bodies (Municipality/Munipal Corparation/Nac,s_block,s_gp,Total_IGNDPS,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,cuttack,NA,niali,nuagoan,8.75,1096,cuttack,niali,nuagoan
odisha,cuttack,NA,niali,niali,1.23,1097,cuttack,niali,niali
odisha,cuttack,NA,niali,ekaberuan,8.75,1098,cuttack,niali,ekaberuan
odisha,cuttack,NA,niali,ratnapur,2.62,1099,cuttack,niali,ratnapur
odisha,cuttack,NA,niali,alana,7.24,1100,cuttack,niali,alana
odisha,cuttack,NA,niali,nivarana,6.12,1101,cuttack,niali,nivarana
odisha,cuttack,NA,niali,tihuda,7,1102,cuttack,niali,tihuda
odisha,cuttack,NA,niali,jallarpur,28,1103,cuttack,niali,jallarpur
odisha,cuttack,NA,nischinta koili,janardanpur,9.21,1104,cuttack,nischintakoili,janardanpur
odisha,cuttack,NA,nischinta koili,kalamishiri,7.85,1105,cuttack,nischintakoili,kalamishri
odisha,cuttack,NA,nischinta koili,santapur,3.93,1106,cuttack,nischintakoili,santapur
odisha,cuttack,NA,nischinta koili,jamara,2.91,1107,cuttack,nischintakoili,jamara
odisha,cuttack,NA,nischinta koili,orati,3.57,1108,cuttack,nischintakoili,orti
odisha,cuttack,NA,nischinta koili,narendrapur,8.21,1109,cuttack,nischintakoili,narendrapur
odisha,cuttack,NA,nischinta koili,daudapur,19.42,1110,cuttack,nischintakoili,daudpur
odisha,cuttack,NA,nischinta koili,nagashpur,3.15,1111,cuttack,nischintakoili,nagaspur
odisha,cuttack,NA,nischinta koili,bandhakatia,5.46,1112,cuttack,nischintakoili,bandhakatia
odisha,cuttack,NA,nischinta koili,buhalo,7.22,1113,cuttack,nischintakoili,buhalo
odisha,cuttack,NA,nischinta koili,nemalo,0.36,1114,cuttack,nischintakoili,nemalo
odisha,cuttack,NA,nischinta koili,kendupatna,4.28,1115,cuttack,nischintakoili,kendupatana
odisha,cuttack,NA,nischinta koili,fugola,1.18,1116,cuttack,nischintakoili,fagola
odisha,cuttack,NA,nischinta koili,asureswar,2.6,1117,cuttack,nischintakoili,asureswar
odisha,cuttack,NA,nischinta koili,nischintakoili,0.55,1118,cuttack,nischintakoili,nischintakoili
odisha,cuttack,NA,nischinta koili,tarota,1.78,1119,cuttack,nischintakoili,tarota
odisha,cuttack,NA,nischinta koili,jiginipur,2.86,1120,cuttack,nischintakoili,jignipur
odisha,cuttack,NA,nischinta koili,kentala,4.28,1121,cuttack,nischintakoili,kentalo
odisha,cuttack,NA,nischinta koili,sukarpada,6.39,1122,cuttack,nischintakoili,sukarpada
odisha,cuttack,NA,nischinta koili,ramakrushnapur,0.21,1123,cuttack,nischintakoili,ramakrushnpur
odisha,cuttack,NA,nischinta koili,balipada,6.43,1124,cuttack,nischintakoili,baliapada
odisha,cuttack,NA,nischinta koili,sirlo,2.86,1125,cuttack,nischintakoili,sirlo
odisha,cuttack,NA,nischinta koili,isani-berhampur,4.57,1126,cuttack,nischintakoili,isaniberhampur
odisha,cuttack,NA,nischinta koili,manpur,8.77,1127,cuttack,nischintakoili,manpur
odisha,cuttack,NA,nischinta koili,sarapada,2.14,1128,cuttack,nischintakoili,sarapada
odisha,cuttack,NA,nischinta koili,katikata,5.59,1129,cuttack,nischintakoili,katikata
odisha,cuttack,NA,nischinta koili,katarpada,4.28,1130,cuttack,nischintakoili,katarpara
odisha,cuttack,NA,nischinta koili,natakai,4.03,1131,cuttack,nischintakoili,natakai
odisha,cuttack,NA,nischinta koili,kolanapur,2.14,1132,cuttack,nischintakoili,kolanpur
odisha,cuttack,NA,nischinta koili,kerilo,2.86,1133,cuttack,nischintakoili,kerilo
odisha,cuttack,NA,nischinta koili,bandhupur,3.57,1134,cuttack,nischintakoili,bandhupur
odisha,cuttack,NA,nischinta koili,palada,3.17,1135,cuttack,nischintakoili,palada
odisha,cuttack,NA,nischinta koili,tilakana,2.61,1136,cuttack,nischintakoili,tilakana
odisha,cuttack,NA,nischinta koili,barado,7.6,1137,cuttack,nischintakoili,barado
odisha,cuttack,NA,nischinta koili,jairampur,4.03,1138,cuttack,nischintakoili,jairampur
odisha,cuttack,NA,nischinta koili,jhedeswarpur,3.93,1139,cuttack,nischintakoili,jhadeswarpur
odisha,cuttack,NA,nischinta koili,badakhiri,0.22,1140,cuttack,nischintakoili,badakhira
odisha,cuttack,NA,salepur,barigol,0.14,1141,cuttack,salipur,barigol
odisha,cuttack,NA,salepur,pikol,0.14,1142,cuttack,salipur,pikol
odisha,cuttack,NA,salepur,sisua,2.83,1143,cuttack,salipur,sisua
odisha,cuttack,NA,salepur,souri,0.13,1144,cuttack,salipur,souri
odisha,cuttack,NA,salepur,nandola,0.28,1145,cuttack,salipur,nandola
odisha,cuttack,NA,salepur,malasasna,0.28,1146,cuttack,salipur,malasasna
odisha,cuttack,NA,salepur,tentola,0.98,1147,cuttack,salipur,tentola
odisha,cuttack,NA,salepur,gopinathpur,0.14,1148,cuttack,salipur,gopinathpur
odisha,cuttack,NA,salepur,champati,0.28,1149,cuttack,salipur,champati
odisha,cuttack,NA,salepur,bahugram,0.2,1150,cuttack,salipur,bahugram
odisha,cuttack,NA,salepur,naranda,0.14,1151,cuttack,salipur,naranda
odisha,cuttack,NA,salepur,ratilo,0.14,1152,cuttack,salipur,ratilo
odisha,cuttack,NA,salepur,trilochanpur,3.22,1153,cuttack,salipur,trilochanpur
odisha,cuttack,NA,salepur,gujarpur,0.01,1154,cuttack,salipur,gujarpur
odisha,cuttack,NA,tangi choudwar,kayalpada,6.98,1155,cuttack,tangi- choudwar,kayalpada
odisha,cuttack,NA,tangi choudwar,indranipatna,24.32,1156,cuttack,tangi- choudwar,indranipatna
odisha,cuttack,NA,tangi choudwar,agrahat,5.64,1157,cuttack,tangi- choudwar,agrahat
odisha,cuttack,NA,tangi choudwar,badasamantarapur,5.42,1158,cuttack,tangi- choudwar,badasamantarapur
odisha,cuttack,NA,tangi choudwar,govindpur,5.64,1159,cuttack,tangi- choudwar,govindpur
odisha,cuttack,NA,tangi choudwar,bhatimunda,0.53,1160,cuttack,tangi- choudwar,bhatimunda
odisha,cuttack,NA,tangi choudwar,jaripada,2.88,1161,cuttack,tangi- choudwar,jaripada
odisha,cuttack,NA,tangi choudwar,napanga,3.23,1162,cuttack,tangi- choudwar,napanga
odisha,cuttack,NA,tangi choudwar,kanheipur,3.15,1163,cuttack,tangi- choudwar,kanheipur
odisha,cuttack,NA,tangi choudwar,salagoan,11.93,1164,cuttack,tangi- choudwar,salagaon
odisha,cuttack,NA,tangi choudwar,harianta,2.02,1165,cuttack,tangi- choudwar,harianta
odisha,cuttack,NA,tangi choudwar,uchhapada,3.47,1166,cuttack,tangi- choudwar,uchapada
odisha,cuttack,NA,tangi choudwar,mangarajpur,1.74,1167,cuttack,tangi- choudwar,mangarajpur
odisha,cuttack,NA,tangi choudwar,berhampur,1.67,1168,cuttack,tangi- choudwar,berhampur
odisha,cuttack,NA,tangi choudwar,sankarpur,1.08,1169,cuttack,tangi- choudwar,sankarpur
odisha,cuttack,NA,tangi choudwar,kakhadi,2.84,1170,cuttack,tangi- choudwar,kakhadi
odisha,cuttack,NA,tangi choudwar,sofo,2.33,1171,cuttack,tangi- choudwar,sofo
odisha,cuttack,NA,tangi choudwar,garudagoan,13.91,1172,cuttack,tangi- choudwar,garudagaon
odisha,cuttack,NA,tigiria,jemadeipur,1.86,1173,cuttack,tigiria,jemadeipur
odisha,cuttack,NA,tigiria,bindhanima,0.1,1174,cuttack,tigiria,bindhanima
odisha,cuttack,NA,tigiria,badanaupur,2.25,1175,cuttack,tigiria,badanauput
odisha,cuttack,NA,tigiria,nizigargh,0.88,1176,cuttack,tigiria,nizigargh
odisha,cuttack,NA,tigiria,panchagaon,1.27,1177,cuttack,tigiria,panchagaon
odisha,cuttack,NA,tigiria,bhiruda,1.86,1178,cuttack,tigiria,bhiruda
odisha,cuttack,NA,tigiria,anchalkota,1.47,1179,cuttack,tigiria,achalkota
odisha,cuttack,NA,tigiria,gadadharpur,1.76,1180,cuttack,tigiria,gadadharpur
odisha,cuttack,NA,tigiria,puruna tigiria,0.49,1181,cuttack,tigiria,puruna tigiria
odisha,cuttack,NA,tigiria,somapada,1.47,1182,cuttack,tigiria,sompada
odisha,cuttack,NA,tigiria,hatamal,0.78,1183,cuttack,tigiria,NA
odisha,cuttack,NA,tigiria,baliput,0.59,1184,cuttack,tigiria,baliput
odisha,deogarh,NA,barkote,ballam,3.99,1185,deogarh,barkote,ballam
odisha,deogarh,NA,barkote,ballanda,0.42,1186,deogarh,barkote,ballanda
odisha,deogarh,NA,barkote,bamparada,1.89,1187,deogarh,barkote,bamparada
odisha,deogarh,NA,barkote,basaloi,6.09,1188,deogarh,barkote,basaloi
odisha,deogarh,NA,barkote,bijayanagar,2.73,1189,deogarh,barkote,bijayanagar
odisha,deogarh,NA,barkote,dandasingha,2.73,1190,deogarh,barkote,dandasingha
odisha,deogarh,NA,barkote,danra,4.83,1191,deogarh,barkote,danra
odisha,deogarh,NA,barkote,dantaribahal,1.68,1192,deogarh,barkote,dantaribahal
odisha,deogarh,NA,barkote,gursang,3.78,1193,deogarh,barkote,gursang
odisha,deogarh,NA,barkote,jharakandhal,2.1,1194,deogarh,barkote,jharakandhal
odisha,deogarh,NA,barkote,kadopada,3.36,1195,deogarh,barkote,kadupada
odisha,deogarh,NA,barkote,kaliapal,0.84,1196,deogarh,barkote,kaliapal
odisha,deogarh,NA,barkote,kalla,1.89,1197,deogarh,barkote,kalla
odisha,deogarh,NA,barkote,kandhal,2.1,1198,deogarh,barkote,kandhal
odisha,deogarh,NA,barkote,kantapali,1.66,1199,deogarh,barkote,kantapali
odisha,deogarh,NA,barkote,kaunsibahal,2.73,1200,deogarh,barkote,kaunsibahal
odisha,deogarh,NA,barkote,kelda,1.89,1201,deogarh,barkote,kelda
odisha,deogarh,NA,barkote,madhyapur,5.88,1202,deogarh,barkote,madhyapur
odisha,deogarh,NA,barkote,raitabahal,4.83,1203,deogarh,barkote,raitabahal
odisha,deogarh,NA,barkote,rambhei,2.94,1204,deogarh,barkote,rambhei
odisha,deogarh,NA,barkote,saruali,2.73,1205,deogarh,barkote,saruali
odisha,deogarh,NA,barkote,singsal,1.89,1206,deogarh,barkote,singsal
odisha,deogarh,NA,barkote,golabandha,2.52,1207,deogarh,barkote,golabandha
odisha,deogarh,NA,barkote,saida,2.31,1208,deogarh,barkote,saida
odisha,deogarh,NA,reamal,adas,2.25,1209,deogarh,reamal,adas
odisha,deogarh,NA,reamal,baghbar,2.91,1210,deogarh,reamal,baghbar
odisha,deogarh,NA,reamal,budhapal,3.95,1211,deogarh,reamal,budhapal
odisha,deogarh,NA,reamal,budido,1.79,1212,deogarh,reamal,budido
odisha,deogarh,NA,reamal,chadeimara,0.99,1213,deogarh,reamal,chadeimara
odisha,deogarh,NA,reamal,gundiapali,1.88,1214,deogarh,reamal,gundiapali
odisha,deogarh,NA,reamal,kantabahal,2.76,1215,deogarh,reamal,kantabahal
odisha,deogarh,NA,reamal,karlaga,1.55,1216,deogarh,reamal,karlaga
odisha,deogarh,NA,reamal,khilei,3.33,1217,deogarh,reamal,khilei
odisha,deogarh,NA,reamal,kundheigola,1.92,1218,deogarh,reamal,kundheigola
odisha,deogarh,NA,reamal,lulang,1.95,1219,deogarh,reamal,lulang
odisha,deogarh,NA,reamal,mahaleipada,2.09,1220,deogarh,reamal,mahaleipada
odisha,deogarh,NA,reamal,naulipada,6.66,1221,deogarh,reamal,naulipada
odisha,deogarh,NA,reamal,nuadihi,0.59,1222,deogarh,reamal,nuadihi
odisha,deogarh,NA,reamal,palsama,5.33,1223,deogarh,reamal,palsama
odisha,deogarh,NA,reamal,para,2.48,1224,deogarh,reamal,para
odisha,deogarh,NA,reamal,reamal,4.75,1225,deogarh,reamal,reamal
odisha,deogarh,NA,reamal,tabada,0.37,1226,deogarh,reamal,tabada
odisha,deogarh,NA,reamal,tarange,1.58,1227,deogarh,reamal,tarange
odisha,deogarh,NA,reamal,tinkbir,0.55,1228,deogarh,reamal,tinkbir
odisha,deogarh,NA,reamal,tuhilamal,1.73,1229,deogarh,reamal,tuhilamal
odisha,deogarh,NA,reamal,utunia,2.13,1230,deogarh,reamal,utunia
odisha,deogarh,NA,reamal,tentalbahal,1.26,1231,deogarh,reamal,tentalabahal
odisha,deogarh,NA,reamal,kholbasa,0.33,1232,deogarh,reamal,NA
odisha,deogarh,NA,reamal,nuapada,1.94,1233,deogarh,reamal,nuapada
odisha,deogarh,NA,reamal,tungamal,0.44,1234,deogarh,reamal,tungamal
odisha,deogarh,NA,tileibani,badchhapal,9.58,1235,deogarh,tileibani,badchapal
odisha,deogarh,NA,tileibani,baniakilinda,4.79,1236,deogarh,tileibani,baniakilinda
odisha,deogarh,NA,tileibani,cheplipali,4.39,1237,deogarh,tileibani,cheplipali
odisha,deogarh,NA,tileibani,dholpada,1.6,1238,deogarh,tileibani,dholpada
odisha,deogarh,NA,tileibani,dimirikunda,15.16,1239,deogarh,tileibani,dimirikuda
odisha,deogarh,NA,tileibani,dudhianali,8.38,1240,deogarh,tileibani,dudhianali
odisha,deogarh,NA,tileibani,jharagogua,3.59,1241,deogarh,tileibani,jharagogua
odisha,deogarh,NA,tileibani,kansar,3.99,1242,deogarh,tileibani,kansar
odisha,deogarh,NA,tileibani,kendeijhori,2.93,1243,deogarh,tileibani,kendeijhori
odisha,deogarh,NA,tileibani,laimora,9.18,1244,deogarh,tileibani,laimora
odisha,deogarh,NA,tileibani,parposi,3.59,1245,deogarh,tileibani,parposi
odisha,deogarh,NA,tileibani,sado,3.99,1246,deogarh,tileibani,sado
odisha,deogarh,NA,tileibani,suguda,5.59,1247,deogarh,tileibani,suguda
odisha,deogarh,NA,tileibani,tainsar,3.59,1248,deogarh,tileibani,tainsar
odisha,deogarh,NA,tileibani,talkundi,7.98,1249,deogarh,tileibani,talkundi
odisha,deogarh,NA,tileibani,tileibani,7.98,1250,deogarh,tileibani,tileibani
odisha,deogarh,NA,tileibani,kalanda,2.79,1251,deogarh,tileibani,kalanda
odisha,deogarh,NA,tileibani,palkudar,0.24,1252,deogarh,tileibani,palakudar
odisha,deogarh,NA,tileibani,jharmunda,7.47,1253,deogarh,tileibani,jharmunda
odisha,deogarh,NA,tileibani,gandam,6.38,1254,deogarh,tileibani,gandam
odisha,dhenkanal,NA,bhuban,arakhapal,3.91,1255,dhenkanal,bhuban,arakhapal
odisha,dhenkanal,NA,bhuban,balibo,2.69,1256,dhenkanal,bhuban,balibo
odisha,dhenkanal,NA,bhuban,baruan (b),7.36,1257,dhenkanal,bhuban,baruan (b)
odisha,dhenkanal,NA,bhuban,bhusal,5.82,1258,dhenkanal,bhuban,bhusal
odisha,dhenkanal,NA,bhuban,dayanabil,0.45,1259,dhenkanal,bhuban,dayanabil
odisha,dhenkanal,NA,bhuban,dhalapada,2.98,1260,dhenkanal,bhuban,dhalapada
odisha,dhenkanal,NA,bhuban,dighi,4.7,1261,dhenkanal,bhuban,dighi
odisha,dhenkanal,NA,bhuban,ekatali,5.76,1262,dhenkanal,bhuban,ekatali
odisha,dhenkanal,NA,bhuban,g.n.prasad,0.22,1263,dhenkanal,bhuban,g.n.prasad
odisha,dhenkanal,NA,bhuban,jamunakote,0.22,1264,dhenkanal,bhuban,jamunakote
odisha,dhenkanal,NA,bhuban,jiral,2,1265,dhenkanal,bhuban,jiral
odisha,dhenkanal,NA,bhuban,kuninda,1.57,1266,dhenkanal,bhuban,kuninda
odisha,dhenkanal,NA,bhuban,mahulpal,0.93,1267,dhenkanal,bhuban,mahulpal
odisha,dhenkanal,NA,bhuban,marthapur,2.09,1268,dhenkanal,bhuban,marthapur
odisha,dhenkanal,NA,bhuban,mathakaragola,3.65,1269,dhenkanal,bhuban,mathakaragola
odisha,dhenkanal,NA,bhuban,mrudanga,3.14,1270,dhenkanal,bhuban,mrudanga
odisha,dhenkanal,NA,bhuban,surapratapapur,1.79,1271,dhenkanal,bhuban,surapratapapur
odisha,dhenkanal,NA,gondia,bainsia,3.73,1272,dhenkanal,gondia,bainsia
odisha,dhenkanal,NA,gondia,bidharapur,0.82,1273,dhenkanal,gondia,bidharapur
odisha,dhenkanal,NA,gondia,dasamanapatana,1.64,1274,dhenkanal,gondia,dasamanapatana
odisha,dhenkanal,NA,gondia,deogan,0.55,1275,dhenkanal,gondia,deogan
odisha,dhenkanal,NA,gondia,digambarpur,0.91,1276,dhenkanal,gondia,digambarpur
odisha,dhenkanal,NA,gondia,gondia,0.27,1277,dhenkanal,gondia,gondia
odisha,dhenkanal,NA,gondia,joranda,2.09,1278,dhenkanal,gondia,joranda
odisha,dhenkanal,NA,gondia,kabera,4.37,1279,dhenkanal,gondia,kabera
odisha,dhenkanal,NA,gondia,kaluria,0.46,1280,dhenkanal,gondia,kaluria
odisha,dhenkanal,NA,gondia,karmul,1.46,1281,dhenkanal,gondia,karmul
odisha,dhenkanal,NA,gondia,khandabandha,3.46,1282,dhenkanal,gondia,khandabandha
odisha,dhenkanal,NA,gondia,laulai,0.36,1283,dhenkanal,gondia,laulai
odisha,dhenkanal,NA,gondia,lethaka,1.64,1284,dhenkanal,gondia,lethaka
odisha,dhenkanal,NA,gondia,mandar,4.37,1285,dhenkanal,gondia,mandar
odisha,dhenkanal,NA,gondia,mathatentulia,5.82,1286,dhenkanal,gondia,mathatentulia
odisha,dhenkanal,NA,gondia,nihalprasad,0.64,1287,dhenkanal,gondia,nihalprasad
odisha,dhenkanal,NA,gondia,pingua,1.55,1288,dhenkanal,gondia,pingua
odisha,dhenkanal,NA,gondia,poruhakhoj,0.82,1289,dhenkanal,gondia,poruhakhoj
odisha,dhenkanal,NA,gondia,raitola,0.82,1290,dhenkanal,gondia,raitola
odisha,dhenkanal,NA,gondia,ratanpur,0.46,1291,dhenkanal,gondia,ratanpur
odisha,dhenkanal,NA,gondia,sadangi,0.18,1292,dhenkanal,gondia,sadangi
odisha,dhenkanal,NA,gondia,santhapur,0.27,1293,dhenkanal,gondia,santhapur
odisha,dhenkanal,NA,gondia,sorisiapada,0.18,1294,dhenkanal,gondia,sorisiapada
odisha,dhenkanal,NA,gondia,gundurapasi,0.82,1295,dhenkanal,gondia,gundurapasi
odisha,dhenkanal,NA,gondia,barada,0.09,1296,dhenkanal,gondia,barada
odisha,dhenkanal,NA,hindol,asarada,5.04,1297,dhenkanal,hindol,asarada
odisha,dhenkanal,NA,hindol,babandha,7.56,1298,dhenkanal,hindol,babandha
odisha,dhenkanal,NA,hindol,bampa,2.52,1299,dhenkanal,hindol,bampa
odisha,dhenkanal,NA,hindol,baunsa pokhari,1.26,1300,dhenkanal,hindol,baunsa pokhari
odisha,dhenkanal,NA,hindol,buhalipal,7.56,1301,dhenkanal,hindol,buhalipal
odisha,dhenkanal,NA,hindol,chital pur,5.67,1302,dhenkanal,hindol,chital pur
odisha,dhenkanal,NA,hindol,dandiri,3.78,1303,dhenkanal,hindol,dandiri
odisha,dhenkanal,NA,hindol,dudurkote,13.8,1304,dhenkanal,hindol,dudurkote
odisha,dhenkanal,NA,hindol,galapada,11.34,1305,dhenkanal,hindol,galapada
odisha,dhenkanal,NA,hindol,gandanali,7.56,1306,dhenkanal,hindol,gandanali
odisha,dhenkanal,NA,hindol,giridharprasad,11.97,1307,dhenkanal,hindol,giridharprasad
odisha,dhenkanal,NA,hindol,gulehi,3.78,1308,dhenkanal,hindol,gulehi
odisha,dhenkanal,NA,hindol,hatura,1.26,1309,dhenkanal,hindol,hatura
odisha,dhenkanal,NA,hindol,jharada,20.16,1310,dhenkanal,hindol,jharada
odisha,dhenkanal,NA,hindol,kadala,18.27,1311,dhenkanal,hindol,kadala
odisha,dhenkanal,NA,hindol,kalinga,6.3,1312,dhenkanal,hindol,kalinga
odisha,dhenkanal,NA,hindol,kansara,3.15,1313,dhenkanal,hindol,kansara
odisha,dhenkanal,NA,hindol,kantamila,3.78,1314,dhenkanal,hindol,kantamila
odisha,dhenkanal,NA,hindol,karanda,1.26,1315,dhenkanal,hindol,karanda
odisha,dhenkanal,NA,hindol,khaliborei,1.26,1316,dhenkanal,hindol,khaliborei
odisha,dhenkanal,NA,hindol,kintimili,12.17,1317,dhenkanal,hindol,kintimili
odisha,dhenkanal,NA,hindol,kukuta,2.52,1318,dhenkanal,hindol,kukuta
odisha,dhenkanal,NA,hindol,kunua,4.41,1319,dhenkanal,hindol,kunua
odisha,dhenkanal,NA,hindol,kutunia,1.26,1320,dhenkanal,hindol,kutunia
odisha,dhenkanal,NA,hindol,madhapur,7.56,1321,dhenkanal,hindol,madhapur
odisha,dhenkanal,NA,hindol,mahalunda,11.34,1322,dhenkanal,hindol,mahalunda
odisha,dhenkanal,NA,hindol,nabakishorpur,0.63,1323,dhenkanal,hindol,nabakishorpur
odisha,dhenkanal,NA,hindol,nuabag,3.78,1324,dhenkanal,hindol,nuabag
odisha,dhenkanal,NA,hindol,nuagaon,1.26,1325,dhenkanal,hindol,nuagaon
odisha,dhenkanal,NA,hindol,p.p.kote,6.3,1326,dhenkanal,hindol,p.p.kote
odisha,dhenkanal,NA,hindol,patala,4.41,1327,dhenkanal,hindol,patala
odisha,dhenkanal,NA,hindol,ranjagol,3.15,1328,dhenkanal,hindol,ranjagol
odisha,dhenkanal,NA,hindol,rasol,13.43,1329,dhenkanal,hindol,rasol
odisha,dhenkanal,NA,hindol,sanjapada,6.3,1330,dhenkanal,hindol,sanjapada
odisha,dhenkanal,NA,hindol,thokar,10.28,1331,dhenkanal,hindol,thokar
odisha,dhenkanal,NA,kamakhyanagar,badasuanlo,0.96,1332,dhenkanal,kamakhyanagar,badasuanlo
odisha,dhenkanal,NA,kamakhyanagar,baisinga,1.9,1333,dhenkanal,kamakhyanagar,baisinga
odisha,dhenkanal,NA,kamakhyanagar,baligorad,2.08,1334,dhenkanal,kamakhyanagar,baligorad
odisha,dhenkanal,NA,kamakhyanagar,bankual,0.38,1335,dhenkanal,kamakhyanagar,bankual
odisha,dhenkanal,NA,kamakhyanagar,baruan (k),1.9,1336,dhenkanal,kamakhyanagar,baruan (k)
odisha,dhenkanal,NA,kamakhyanagar,baunsapal,1.15,1337,dhenkanal,kamakhyanagar,baunsapal
odisha,dhenkanal,NA,kamakhyanagar,bhairpur,1.32,1338,dhenkanal,kamakhyanagar,bhairpur
odisha,dhenkanal,NA,kamakhyanagar,budhibil,0.76,1339,dhenkanal,kamakhyanagar,budhibil
odisha,dhenkanal,NA,kamakhyanagar,jagannathpur,2.83,1340,dhenkanal,kamakhyanagar,jagannathpur
odisha,dhenkanal,NA,kamakhyanagar,kadua,3.19,1341,dhenkanal,kamakhyanagar,kadua
odisha,dhenkanal,NA,kamakhyanagar,kanapura,1.18,1342,dhenkanal,kamakhyanagar,kanapura
odisha,dhenkanal,NA,kamakhyanagar,kantapal,2.27,1343,dhenkanal,kamakhyanagar,kantapal
odisha,dhenkanal,NA,kamakhyanagar,kantio kateni,3.78,1344,dhenkanal,kamakhyanagar,kantio kateni
odisha,dhenkanal,NA,kamakhyanagar,kantio putasahi,4.35,1345,dhenkanal,kamakhyanagar,kantio putasahi
odisha,dhenkanal,NA,kamakhyanagar,kotagara,3.02,1346,dhenkanal,kamakhyanagar,kotagara
odisha,dhenkanal,NA,kamakhyanagar,kusumajodi,10.96,1347,dhenkanal,kamakhyanagar,kusumajodi
odisha,dhenkanal,NA,kamakhyanagar,mahulpal,2.27,1348,dhenkanal,kamakhyanagar,mahulpal
odisha,dhenkanal,NA,kamakhyanagar,raynrusinghpur,0.57,1349,dhenkanal,kamakhyanagar,raynrusinghpur
odisha,dhenkanal,NA,kamakhyanagar,sogar,6.24,1350,dhenkanal,kamakhyanagar,sogar
odisha,dhenkanal,NA,kamakhyanagar,tumusinga,4.72,1351,dhenkanal,kamakhyanagar,tumusinga
odisha,dhenkanal,NA,kankada had,balikuma,1.65,1352,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,bam,5.59,1353,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,batagan,3.62,1354,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,birashal,2.63,1355,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,biribolei,6.25,1356,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,chandapur,3.95,1357,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,dashipur,1.97,1358,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,garhapalashuni,7.57,1359,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,ghagaramunda,2.96,1360,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,jhilli,1.97,1361,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,kankadahad,3.62,1362,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,kantapal,3.29,1363,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,kantol,0.99,1364,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,karagola,2.3,1365,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,kerjoli,4.61,1366,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,kuturia,5.92,1367,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,mahabiroad,4.51,1368,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,makua kateni,5.59,1369,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,maruabili,1.97,1370,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,pangatira,2.63,1371,dhenkanal,NA,NA
odisha,dhenkanal,NA,kankada had,raibola,3.29,1372,dhenkanal,NA,NA
odisha,dhenkanal,NA,odapada,badalo,2.64,1373,dhenkanal,odapada,badalo
odisha,dhenkanal,NA,odapada,balarampur,1.01,1374,dhenkanal,odapada,balarampur
odisha,dhenkanal,NA,odapada,bangursingh,2.84,1375,dhenkanal,odapada,bangursingh
odisha,dhenkanal,NA,odapada,ghatipiri,0.41,1376,dhenkanal,odapada,ghatipiri
odisha,dhenkanal,NA,odapada,govbvd prasad,0.41,1377,dhenkanal,odapada,govbvd prasad
odisha,dhenkanal,NA,odapada,gunadei,1.42,1378,dhenkanal,odapada,gunadei
odisha,dhenkanal,NA,odapada,gundichapada,0.61,1379,dhenkanal,odapada,gundichapada
odisha,dhenkanal,NA,odapada,indipur,0.81,1380,dhenkanal,odapada,indipur
odisha,dhenkanal,NA,odapada,kadabindha,0.41,1381,dhenkanal,odapada,kadabindha
odisha,dhenkanal,NA,odapada,kalanga,1.01,1382,dhenkanal,odapada,kalanga
odisha,dhenkanal,NA,odapada,khadag prasad,7.71,1383,dhenkanal,odapada,khadag prasad
odisha,dhenkanal,NA,odapada,kottam,0.61,1384,dhenkanal,odapada,kottam
odisha,dhenkanal,NA,odapada,kusupanga,0.41,1385,dhenkanal,odapada,kusupanga
odisha,dhenkanal,NA,odapada,mangalpur,0.81,1386,dhenkanal,odapada,mangalpur
odisha,dhenkanal,NA,odapada,motonga,1.62,1387,dhenkanal,odapada,motonga
odisha,dhenkanal,NA,odapada,nayabhagirathipur,1.01,1388,dhenkanal,odapada,nayabhagirathipur
odisha,dhenkanal,NA,odapada,nimindha,0.2,1389,dhenkanal,odapada,nimindha
odisha,dhenkanal,NA,odapada,odapada,0.61,1390,dhenkanal,odapada,odapada
odisha,dhenkanal,NA,odapada,sadasibpur,1.22,1391,dhenkanal,odapada,sadasibpur
odisha,dhenkanal,NA,odapada,siminai,0.61,1392,dhenkanal,odapada,siminai
odisha,dhenkanal,NA,parajang,akhuapal,23.32,1393,dhenkanal,NA,NA
odisha,dhenkanal,NA,parajang,badajhara,0.57,1394,dhenkanal,NA,NA
