s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,jharsuguda,laikera,4,khuntamal,0,56.13,44.63,17.8,0,0,62.44,-6.3,0.4,1359,jharsuguda,laikera,khuntamal
odisha,jharsuguda,laikera,5,kulemura,0,42.01,41.42,0.38,0,0,41.79,0.22,0.23,1360,jharsuguda,laikera,kulemura
odisha,jharsuguda,laikera,6,laikera,0,15.36,12.24,5.08,0,0,17.32,-1.96,0.21,1361,jharsuguda,laikera,laikera
odisha,jharsuguda,laikera,7,niktimal,0,33.05,33.45,9.6,0,0,43.06,-10,3.23,1362,jharsuguda,laikera,niktimal
odisha,jharsuguda,laikera,8,pakelpada,0,37.7,24.62,13.16,0.05,0,37.83,-0.13,0,1363,jharsuguda,laikera,pakelpada
odisha,jharsuguda,laikera,9,sahaspur,0,69.83,58.56,11.37,0,0,69.93,-0.11,0.02,1364,jharsuguda,laikera,sahaspur
odisha,jharsuguda,laikera,10,sarangloi,0,16.61,16.75,6.47,0,0,23.21,-6.6,0.02,1365,jharsuguda,laikera,sarangloi
odisha,jharsuguda,laikera,11,tileimal,0,26.53,22.3,4.3,0,0,26.59,-0.06,0.07,1366,jharsuguda,laikera,tileimal
odisha,jharsuguda,lakhanpur,1,attabira,0,61.06,58.81,2.25,0,0,61.06,0,0.14,1367,jharsuguda,lakhanpur,attabira
odisha,jharsuguda,lakhanpur,2,badimal,0,29.72,26.6,3.06,0,0,29.66,0.07,0.35,1368,jharsuguda,lakhanpur,badimal
odisha,jharsuguda,lakhanpur,3,baghmunda,0,29.2,28.99,0,0,0,28.99,0.21,0,1369,jharsuguda,lakhanpur,baghmunda
odisha,jharsuguda,lakhanpur,4,bandhabahal,0,1.29,1.19,0.1,0,0,1.29,0,0.13,1370,jharsuguda,lakhanpur,bandhabahal
odisha,jharsuguda,lakhanpur,5,banjari,0,40.51,34.52,5.35,0.52,0,40.38,0.12,0.01,1371,jharsuguda,lakhanpur,banjari
odisha,jharsuguda,lakhanpur,6,bhikampali,0,29.98,29.98,0,0,0,29.98,0,0.91,1372,jharsuguda,lakhanpur,bhikampali
odisha,jharsuguda,lakhanpur,7,bhounrkhol,0,35.84,31.1,4.08,0.41,0,35.59,0.24,0.17,1373,jharsuguda,lakhanpur,bhounrkhol
odisha,jharsuguda,lakhanpur,8,charpali,0,53.37,45.14,7.47,0.75,0,53.37,0,0.09,1374,jharsuguda,lakhanpur,charpali
odisha,jharsuguda,lakhanpur,9,dalgaon,0,31.88,30.75,1.06,0.08,0,31.89,-0.02,2.16,1375,jharsuguda,lakhanpur,dalgaon
odisha,jharsuguda,lakhanpur,10,jamgaon,0,32.63,27.62,4.14,1.15,0,32.91,-0.28,0.09,1376,jharsuguda,lakhanpur,jamgaon
odisha,jharsuguda,lakhanpur,11,kadamdihi,0,38.51,35.87,2.55,0,0,38.42,0.1,0.08,1377,jharsuguda,lakhanpur,kadamdihi
odisha,jharsuguda,lakhanpur,12,kanaktora,0,30.47,30.47,3.03,0,0,33.5,-3.03,0.46,1378,jharsuguda,lakhanpur,kanaktora
odisha,jharsuguda,lakhanpur,13,kandheikela,0,41.68,38.54,3.37,0,0,41.91,-0.23,0.16,1379,jharsuguda,lakhanpur,kandheikela
odisha,jharsuguda,lakhanpur,14,katarbaga,0,35.58,27.3,7.4,0.88,0,35.58,0,0.23,1380,jharsuguda,lakhanpur,katarbaga
odisha,jharsuguda,lakhanpur,15,kudaloi,0,21,20.02,0.94,0,0,20.96,0.05,0.03,1381,jharsuguda,lakhanpur,kudaloi
odisha,jharsuguda,lakhanpur,16,kumarbandh,0,26.8,27.44,8.11,0.49,0,36.04,-9.24,0.07,1382,jharsuguda,lakhanpur,kumarbandh
odisha,jharsuguda,lakhanpur,17,kushraloi,0,14.78,9.83,4.53,0.42,0,14.78,0,0.16,1383,jharsuguda,lakhanpur,kushraloi
odisha,jharsuguda,lakhanpur,18,lakhanpur,0,21.9,19.66,9.64,0.62,0,29.93,-8.02,0.44,1384,jharsuguda,lakhanpur,lakhanpur
odisha,jharsuguda,lakhanpur,19,machida,0,35.53,26.75,8.77,0.02,0,35.53,0,0.04,1385,jharsuguda,lakhanpur,machida
odisha,jharsuguda,lakhanpur,20,palsada,0,52.11,42.82,8.52,0.76,0,52.1,0.02,0.21,1386,jharsuguda,lakhanpur,palsada
odisha,jharsuguda,lakhanpur,21,panchagaon,0,33.3,18.6,14.67,0,0,33.27,0.03,0.03,1387,jharsuguda,lakhanpur,panchagaon
odisha,jharsuguda,lakhanpur,22,pandari,0,28.96,23.05,8.4,0.51,0,31.95,-3,0.03,1388,jharsuguda,lakhanpur,pandari
odisha,jharsuguda,lakhanpur,23,piplikani,0,30.86,27.1,6.44,0.33,0,33.88,-3.02,0.08,1389,jharsuguda,lakhanpur,piplikani
odisha,jharsuguda,lakhanpur,24,piplimal,0,36.63,25.31,10.8,0.52,0,36.63,0,0.02,1390,jharsuguda,lakhanpur,piplimal
odisha,jharsuguda,lakhanpur,25,pithinda,0,20.66,21.06,0,0,0,21.06,-0.39,0.44,1391,jharsuguda,lakhanpur,pithinda
odisha,jharsuguda,lakhanpur,26,rampella,0,24.46,17.83,6.15,0.48,0,24.46,0,0.12,1392,jharsuguda,lakhanpur,rampella
odisha,jharsuguda,lakhanpur,27,remenda,0,19.78,18.44,1.19,0.14,0,19.78,0,0.53,1393,jharsuguda,lakhanpur,remenda
odisha,jharsuguda,lakhanpur,28,remta,0,43.34,39.81,3.53,0,0,43.34,0,0.97,1394,jharsuguda,lakhanpur,remta
odisha,jharsuguda,lakhanpur,29,samarbaga,0,37.13,28.01,13.95,0.77,0,42.74,-5.61,0.01,1395,jharsuguda,lakhanpur,samarbaga
odisha,jharsuguda,lakhanpur,30,sarandamal,0,31.79,30.81,0.97,0,0,31.78,0.01,0,1396,jharsuguda,lakhanpur,sarandamal
odisha,jharsuguda,lakhanpur,31,sunari,0,27.64,27.63,0,0,0,27.63,0.01,0.23,1397,jharsuguda,lakhanpur,sunari
odisha,jharsuguda,lakhanpur,32,telenpali,0,8.67,8.64,0,0,0,8.64,0.03,0.14,1398,jharsuguda,lakhanpur,telenpali
odisha,jharsuguda,lakhanpur,33,tilia,0,16.81,18.6,4.13,0.34,0,23.06,-6.26,0.16,1399,jharsuguda,lakhanpur,tilia
odisha,kalahandi,bhawanipatna,1,artal,0,27.64,27.61,0,0,0,27.61,0.02,1.01,1400,kalahandi,bhawanipatna,artal
odisha,kalahandi,bhawanipatna,2,borbhata,0,18.81,11.58,7.03,0.1,0,18.71,0.1,0.15,1401,kalahandi,bhawanipatna,borbhata
odisha,kalahandi,bhawanipatna,3,borda,0,30.18,20.2,9.94,0,0,30.14,0.04,0.36,1402,kalahandi,bhawanipatna,borda
odisha,kalahandi,bhawanipatna,4,chahagaon,0,17.11,13.15,3.96,0,0,17.11,0,0.44,1403,kalahandi,bhawanipatna,chahagaon
odisha,kalahandi,bhawanipatna,5,chancher,0,8.03,7.11,0.86,0,0,7.97,0.06,0.3,1404,kalahandi,bhawanipatna,chancher
odisha,kalahandi,bhawanipatna,6,chheliamal,0,13.38,13.78,0,0,0,13.78,-0.4,0.68,1405,kalahandi,bhawanipatna,chheliamal
odisha,kalahandi,bhawanipatna,7,dadpur,0,7,5.81,1.19,0,0,7,0,0.02,1406,kalahandi,bhawanipatna,dadpur
odisha,kalahandi,bhawanipatna,8,dey pur,0,7.77,7.77,0,0,0,7.77,0,0.04,1407,kalahandi,bhawanipatna,dey pur
odisha,kalahandi,bhawanipatna,9,duarsuni,0,41.04,25.92,15,0,0,40.92,0.13,0.06,1408,kalahandi,bhawanipatna,duarsuni
odisha,kalahandi,bhawanipatna,10,dumuria,0,10.41,10.12,0,0,0,10.12,0.28,0.03,1409,kalahandi,bhawanipatna,dumuria
odisha,kalahandi,bhawanipatna,11,gand barajhola,0,19.48,10.95,8.53,0,0,19.48,0,0.51,1410,kalahandi,bhawanipatna,gand barajhola
odisha,kalahandi,bhawanipatna,12,gudialipadar,0,5.59,1.4,4.18,0,0,5.58,0.01,0.55,1411,kalahandi,bhawanipatna,gudialipadar
odisha,kalahandi,bhawanipatna,13,gurjang,0,39.66,19.03,20.6,0,0,39.62,0.04,0.02,1412,kalahandi,bhawanipatna,gurjang
odisha,kalahandi,bhawanipatna,14,jugsaipatna,0,21.72,19.42,1.76,0,0,21.18,0.54,0.48,1413,kalahandi,bhawanipatna,jugsaipatna
odisha,kalahandi,bhawanipatna,15,kalam,0,20.36,8.23,11.99,0,0,20.22,0.14,1.68,1414,kalahandi,bhawanipatna,kalam
odisha,kalahandi,bhawanipatna,16,kamthana,0,9.43,5.99,3.41,0,0,9.39,0.03,0.06,1415,kalahandi,bhawanipatna,kamthana
odisha,kalahandi,bhawanipatna,17,karla pada,0,13.28,11.56,1.71,0,0,13.26,0.02,0.88,1416,kalahandi,bhawanipatna,karla pada
odisha,kalahandi,bhawanipatna,18,karlaguda,0,9.94,7.24,2.69,0,0,9.94,0,0.12,1417,kalahandi,bhawanipatna,karlaguda
odisha,kalahandi,bhawanipatna,19,kendupati,0,9.1,9.26,0,0,0,9.26,-0.16,0.12,1418,kalahandi,bhawanipatna,kendupati
odisha,kalahandi,bhawanipatna,20,kuliamal,0,3.86,3.45,0,0,0,3.45,0.41,0.34,1419,kalahandi,bhawanipatna,kuliamal
odisha,kalahandi,bhawanipatna,21,kutrukhamar,0,7.35,5.5,1.98,0,0,7.48,-0.13,0.29,1420,kalahandi,bhawanipatna,kutrukhamar
odisha,kalahandi,bhawanipatna,22,laxmipur,0,5.26,4,0.92,0,0,4.92,0.34,0.02,1421,kalahandi,bhawanipatna,laxmipur
odisha,kalahandi,bhawanipatna,23,madiguda,0,26.83,12.29,14.54,0,0,26.82,0,0.5,1422,kalahandi,bhawanipatna,madiguda
odisha,kalahandi,bhawanipatna,24,malgaon,0,9.31,8.45,0.81,0,0,9.26,0.05,0.19,1423,kalahandi,bhawanipatna,malgaon
odisha,kalahandi,bhawanipatna,25,matia,0,5.5,3.11,2.36,0,0,5.47,0.03,0.01,1424,kalahandi,bhawanipatna,matia
odisha,kalahandi,bhawanipatna,26,medinipur,0,3.1,0.76,2.34,0,0,3.1,0,0.1,1425,kalahandi,bhawanipatna,medinipur
odisha,kalahandi,bhawanipatna,27,palana,0,11.45,11.42,0,0,0,11.42,0.02,0.74,1426,kalahandi,bhawanipatna,palana
odisha,kalahandi,bhawanipatna,28,palisijharan,0,8.62,8.25,0.34,0,0,8.6,0.02,1.89,1427,kalahandi,bhawanipatna,palisijharan
odisha,kalahandi,bhawanipatna,29,risigaon,0,13.42,7.85,5.58,0,0,13.42,0,0,1428,kalahandi,bhawanipatna,risigaon
odisha,kalahandi,bhawanipatna,30,sagada,0,38.34,26.73,11.6,0,0,38.33,0.02,1.02,1429,kalahandi,bhawanipatna,sagada
odisha,kalahandi,bhawanipatna,31,seinpur,0,21.54,13.07,8.46,0,0,21.52,0.02,0.03,1430,kalahandi,bhawanipatna,seinpur
odisha,kalahandi,bhawanipatna,32,sikuan,0,11.4,5.32,6.37,0,0,11.69,-0.29,3.7,1431,kalahandi,bhawanipatna,sikuan
odisha,kalahandi,bhawanipatna,33,sripur,0,10.92,4.77,6.33,0,0,11.1,-0.17,0.69,1432,kalahandi,bhawanipatna,sripur
odisha,kalahandi,bhawanipatna,34,talbelgaon,0,9.4,7.59,1.91,0,0,9.5,-0.1,0.15,1433,kalahandi,bhawanipatna,talbelgaon
odisha,kalahandi,bhawanipatna,35,thuapadar,0,8.45,7.37,1.18,0,0,8.54,-0.09,0.15,1434,kalahandi,bhawanipatna,thuapadar
odisha,kalahandi,bhawanipatna,36,udeypur,0,3.51,3.47,0.07,0,0,3.54,-0.03,0.06,1435,kalahandi,bhawanipatna,udeypur
odisha,kalahandi,dharmgarh,1,bada ghumer,0,1.51,0.94,0.57,0,0,1.51,0,0.06,1436,kalahandi,dharmgarh,bada ghumer
odisha,kalahandi,dharmgarh,2,badabasul,0,1.8,1.04,0.77,0,0,1.81,-0.01,0,1437,kalahandi,dharmgarh,badabasul
odisha,kalahandi,dharmgarh,3,badfurla,0,1.06,1.07,0,0,0,1.07,-0.01,0,1438,kalahandi,dharmgarh,badfurla
odisha,kalahandi,dharmgarh,4,bagad,0,0.25,0.28,0,0,0,0.28,-0.02,0,1439,kalahandi,dharmgarh,bagad
odisha,kalahandi,dharmgarh,5,behera,0,1.51,0.54,0.97,0,0,1.51,0,0.02,1440,kalahandi,dharmgarh,behera
odisha,kalahandi,dharmgarh,6,boden,0,3,2.4,0.6,0,0,3,0,0.02,1441,kalahandi,dharmgarh,boden
odisha,kalahandi,dharmgarh,7,brahmanchhendia,0,2.13,2.11,0,0,0,2.11,0.02,0.07,1442,kalahandi,dharmgarh,brahmanchhendia
odisha,kalahandi,dharmgarh,8,chhanchanbahali,0,3.46,3.43,0.03,0,0,3.46,0,0.02,1443,kalahandi,dharmgarh,chhanchanbahali
odisha,kalahandi,dharmgarh,9,chhilpa,0,0.74,0.71,0,0,0,0.71,0.02,0.02,1444,kalahandi,dharmgarh,chhilpa
odisha,kalahandi,dharmgarh,10,dhanar pur,0,4.35,3.59,0.59,0,0,4.18,0.17,0.06,1445,kalahandi,dharmgarh,dhanar pur
odisha,kalahandi,dharmgarh,11,dumerguda,0,20.44,8.88,11.5,0,0,20.39,0.06,0.14,1446,kalahandi,dharmgarh,dumerguda
odisha,kalahandi,dharmgarh,12,godiajore,0,4.94,4.56,0.27,0,0,4.82,0.11,0.11,1447,kalahandi,dharmgarh,godiajore
odisha,kalahandi,dharmgarh,13,jayant pur,0,0.99,0.11,0.88,0,0,0.99,0,0,1448,kalahandi,dharmgarh,jayant pur
odisha,kalahandi,dharmgarh,14,kadalimunda,0,4.85,4.73,0.12,0,0,4.85,0,0.07,1449,kalahandi,dharmgarh,kadalimunda
odisha,kalahandi,dharmgarh,15,kanagaon,0,5.03,2.52,2.51,0,0,5.03,0,0.01,1450,kalahandi,dharmgarh,kanagaon
odisha,kalahandi,dharmgarh,16,kankeri,0,7.05,4.73,2.29,0,0,7.02,0.03,0.02,1451,kalahandi,dharmgarh,kankeri
odisha,kalahandi,dharmgarh,17,khair padar,0,4.73,3.13,1.6,0,0,4.73,0,0,1452,kalahandi,dharmgarh,khair padar
odisha,kalahandi,dharmgarh,18,nandagaon,0,0.44,0.32,0.12,0,0,0.44,0,0.04,1453,kalahandi,dharmgarh,nandagaon
odisha,kalahandi,dharmgarh,19,parla,0,1.3,1.2,0.1,0,0,1.3,0,0,1454,kalahandi,dharmgarh,parla
odisha,kalahandi,dharmgarh,20,sandhikulihari,0,3.41,2.21,1.2,0,0,3.41,0,0,1455,kalahandi,dharmgarh,sandhikulihari
odisha,kalahandi,dharmgarh,21,tambachhada,0,7.46,6.23,1.16,0,0,7.39,0.07,0.06,1456,kalahandi,dharmgarh,tambachhada
odisha,kalahandi,dharmgarh,22,tarapur,0,6.92,5.37,1.37,0,0,6.75,0.18,0,1457,kalahandi,dharmgarh,tarapur
odisha,kalahandi,dharmgarh,23,tendapali,0,0.55,0.21,0.31,0,0,0.53,0.03,0,1458,kalahandi,dharmgarh,tendapali
odisha,kalahandi,dharmgarh,24,tipiguda,0,11.46,5.65,5.8,0,0,11.45,0.01,0.01,1459,kalahandi,dharmgarh,tipiguda
odisha,kalahandi,golamunda,1,badchergaon,0,2.65,2.54,0,0,0,2.54,0.11,0.05,1460,kalahandi,golamunda,badchergaon
odisha,kalahandi,golamunda,2,bordi,0,4.17,3.63,0.54,0,0,4.17,0,0.13,1461,kalahandi,golamunda,bordi
odisha,kalahandi,golamunda,3,borguda,0,45.39,38.3,6.97,0,0,45.27,0.12,0.33,1462,kalahandi,golamunda,borguda
odisha,kalahandi,golamunda,4,brundabahal,0,11.35,11.79,2.61,0,0,14.4,-3.05,0.45,1463,kalahandi,golamunda,brundabahal
odisha,kalahandi,golamunda,5,chahaka,0,7.83,6.84,0.96,0,0,7.8,0.02,0.64,1464,kalahandi,golamunda,chahaka
odisha,kalahandi,golamunda,6,chapria,0,12.01,8.95,3.07,0,0,12.02,-0.02,0.95,1465,kalahandi,golamunda,chapria
odisha,kalahandi,golamunda,7,chichia,0,6.72,4.42,2.15,0,0,6.58,0.15,0,1466,kalahandi,golamunda,chichia
odisha,kalahandi,golamunda,8,daspur,0,14.76,13.25,1.65,0,0,14.9,-0.14,0.27,1467,kalahandi,golamunda,daspur
odisha,kalahandi,golamunda,9,dhamanpur,0,12.67,8.67,3.43,0,0,12.1,0.57,0.14,1468,kalahandi,golamunda,dhamanpur
odisha,kalahandi,golamunda,10,farang,0,14.36,11.86,1.08,0.05,0,12.99,1.37,0.67,1469,kalahandi,golamunda,farang
odisha,kalahandi,golamunda,11,funda,0,47.64,34.05,11.86,0,0,45.91,1.72,0.09,1470,kalahandi,golamunda,funda
odisha,kalahandi,golamunda,12,gandamer,0,10.26,6.92,3.23,0,0,10.15,0.11,1.35,1471,kalahandi,golamunda,gandamer
odisha,kalahandi,golamunda,13,golamunda,0,31.16,26.11,4.94,0,0,31.06,0.11,0.42,1472,kalahandi,golamunda,golamunda
odisha,kalahandi,golamunda,14,kegaon,0,14.48,10.62,3.73,0,0,14.35,0.13,0.14,1473,kalahandi,golamunda,kegaon
odisha,kalahandi,golamunda,15,khaliakani,0,38.45,27.18,11.28,0,0,38.45,0,0.22,1474,kalahandi,golamunda,khaliakani
odisha,kalahandi,golamunda,16,khaliapalli,0,35.95,29.33,6.5,0.09,0,35.93,0.03,0.76,1475,kalahandi,golamunda,khaliapalli
odisha,kalahandi,golamunda,17,khamarhaldi,0,2.88,2.88,0,0,0,2.88,0,0.09,1476,kalahandi,golamunda,khamarhaldi
odisha,kalahandi,golamunda,18,kuhura,0,15.52,14.9,0.62,0,0,15.52,0,0.21,1477,kalahandi,golamunda,kuhura
odisha,kalahandi,golamunda,19,leter,0,39.34,22.89,16.12,0.29,0,39.31,0.03,0.54,1478,kalahandi,golamunda,leter
odisha,kalahandi,golamunda,20,mahaling,0,12.59,9.21,2.09,0,0,11.3,1.29,0.69,1479,kalahandi,golamunda,mahaling
odisha,kalahandi,golamunda,21,manjhari,0,34.71,23.96,9.12,0.02,0,33.1,1.62,0.51,1480,kalahandi,golamunda,manjhari
odisha,kalahandi,golamunda,22,naktikani,0,36.47,23.15,13.28,0,0,36.43,0.04,0.68,1481,kalahandi,golamunda,naktikani
odisha,kalahandi,golamunda,23,nuagaon,0,17.12,15.74,1.1,0,0,16.84,0.28,1.46,1482,kalahandi,golamunda,nuagaon
odisha,kalahandi,golamunda,24,rengaspali,0,73.48,54.33,18.98,0,0,73.31,0.17,0.78,1483,kalahandi,golamunda,rengaspali
odisha,kalahandi,golamunda,25,sinapalli,0,11.53,9.84,1.69,0,0,11.53,0,0.86,1484,kalahandi,golamunda,sinapalli
odisha,kalahandi,golamunda,26,temari,0,15.17,12.5,2.96,0,0,15.47,-0.29,0.2,1485,kalahandi,golamunda,temari
odisha,kalahandi,golamunda,27,uchhala,0,14.71,14.26,0.25,0,0,14.51,0.2,2,1486,kalahandi,golamunda,uchhala
odisha,kalahandi,golamunda,28,udeshrunga,0,16.35,13.12,3.84,0,0,16.96,-0.62,0.34,1487,kalahandi,golamunda,udeshrunga
odisha,kalahandi,jaipatana,1,anlabhata,0,2.97,3.22,1.43,0,0,4.64,-1.67,1.56,1488,kalahandi,jaipatana,anlabhata
odisha,kalahandi,jaipatana,2,bad pujariguda,0,21.13,8.66,12.86,0,0,21.52,-0.4,0.35,1489,kalahandi,jaipatana,bad pujariguda
odisha,kalahandi,jaipatana,3,badatemri,0,26.18,16.4,11.12,0,0,27.52,-1.34,0.67,1490,kalahandi,jaipatana,badatemri
odisha,kalahandi,jaipatana,4,badkarlakote,0,10.11,7.23,8.32,0,0,15.55,-5.44,0.2,1491,kalahandi,jaipatana,badkarlakote
odisha,kalahandi,jaipatana,5,bandigaon,0,1.04,1.7,2.14,0,0,3.85,-2.8,0.46,1492,kalahandi,jaipatana,bandigaon
odisha,kalahandi,jaipatana,6,baner,0,6.22,4.83,2.89,0,0,7.71,-1.49,0.12,1493,kalahandi,jaipatana,baner
odisha,kalahandi,jaipatana,7,bhainripali,0,40.45,10.24,30.33,0,0,40.58,-0.12,0.91,1494,kalahandi,jaipatana,bhainripali
odisha,kalahandi,jaipatana,8,bhejiguda,0,1.21,1.23,0,0,0,1.23,-0.02,0.03,1495,kalahandi,jaipatana,bhejiguda
odisha,kalahandi,jaipatana,9,dhansuli,0,20.14,8.38,15.52,0,0,23.89,-3.75,0.1,1496,kalahandi,jaipatana,dhansuli
odisha,kalahandi,jaipatana,10,hirapur,0,8.07,4.98,3.08,0,0,8.07,0,0.28,1497,kalahandi,jaipatana,hirapur
odisha,kalahandi,jaipatana,11,jayapatna,0,20.82,5.22,21.29,0,0,26.5,-5.68,0.35,1498,kalahandi,jaipatana,jayapatna
odisha,kalahandi,jaipatana,12,khaliabhata,0,5.26,4.16,1.07,0,0,5.22,0.04,2.45,1499,kalahandi,jaipatana,khaliabhata
odisha,kalahandi,jaipatana,13,kuchagaon,0,12.08,2.48,11,0,0,13.48,-1.4,1.45,1500,kalahandi,jaipatana,kuchagaon
odisha,kalahandi,jaipatana,14,mangalpur,0,14.86,7.96,10.23,0,0,18.19,-3.33,0.24,1501,kalahandi,jaipatana,mangalpur
odisha,kalahandi,jaipatana,15,mukhiguda,0,6.57,2.77,8.58,0,0,11.35,-4.78,0.12,1502,kalahandi,jaipatana,mukhiguda
odisha,kalahandi,jaipatana,16,paik kendumundi,0,17.4,7.34,13.51,0,0,20.85,-3.46,0.26,1503,kalahandi,jaipatana,paik kendumundi
odisha,kalahandi,jaipatana,17,pratap pure,0,14.17,11.3,7.95,0,0,19.25,-5.07,1.24,1504,kalahandi,jaipatana,pratap pure
odisha,kalahandi,jaipatana,18,ranamal,0,12.28,5.1,10.07,0,0,15.17,-2.9,0.16,1505,kalahandi,jaipatana,ranamal
odisha,kalahandi,jaipatana,19,rengapali,0,22.69,6.36,16.48,0,0,22.83,-0.15,0.52,1506,kalahandi,jaipatana,rengapali
odisha,kalahandi,jaipatana,20,sargiguda,0,24.53,10.86,13.57,0,0,24.43,0.1,0.07,1507,kalahandi,jaipatana,sargiguda
odisha,kalahandi,jaipatana,21,sindhikaguda,0,0.04,0.04,0,0,0,0.04,0,0.13,1508,kalahandi,jaipatana,sindhikaguda
odisha,kalahandi,jaipatana,22,uchhala,0,21.29,14.82,6.65,0,0,21.46,-0.17,1.71,1509,kalahandi,jaipatana,uchhala
odisha,kalahandi,junagarh,1,atigaon,0,3.23,2.99,0.23,0,0,3.23,0,0,1510,kalahandi,junagarh,atigaon
odisha,kalahandi,junagarh,2,baldiamal,0,3.28,1.46,1.81,0,0,3.26,0.02,0,1511,kalahandi,junagarh,baldiamal
odisha,kalahandi,junagarh,3,bankapalash,0,4.16,3.96,0.17,0,0,4.12,0.03,0.03,1512,kalahandi,junagarh,bankapalash
odisha,kalahandi,junagarh,4,bauxi-tulasipalli,0,2.06,1.8,0.08,0,0,1.89,0.17,0.11,1513,kalahandi,junagarh,bauxi-tulasipalli
odisha,kalahandi,junagarh,5,benijara,0,2.13,1.38,0.71,0,0,2.09,0.03,0.01,1514,kalahandi,junagarh,benijara
odisha,kalahandi,junagarh,6,bhainriguda,0,4.48,4.28,0.2,0,0,4.48,0,0,1515,kalahandi,junagarh,bhainriguda
odisha,kalahandi,junagarh,7,budhidarah,0,11.3,6.31,4.33,0.48,0,11.12,0.18,0.12,1516,kalahandi,junagarh,budhidarah
odisha,kalahandi,junagarh,8,charbahal,0,9.06,5.79,2.97,0.19,0,8.95,0.11,0.1,1517,kalahandi,junagarh,charbahal
odisha,kalahandi,junagarh,9,charbhati,0,6.08,5.83,0.23,0,0,6.06,0.02,0.02,1518,kalahandi,junagarh,charbhati
odisha,kalahandi,junagarh,10,chhorigarh,0,6.28,6.06,0.27,0,0,6.33,-0.04,0.03,1519,kalahandi,junagarh,chhorigarh
odisha,kalahandi,junagarh,11,chicheiguda,0,3.07,1.83,1.04,0.15,0,3.02,0.05,0.01,1520,kalahandi,junagarh,chicheiguda
odisha,kalahandi,junagarh,12,chingudisar,0,3.71,3.61,0.06,0,0,3.67,0.03,0.04,1521,kalahandi,junagarh,chingudisar
odisha,kalahandi,junagarh,13,dasigaon,0,0.77,0.77,0,0,0,0.77,0,0,1522,kalahandi,junagarh,dasigaon
odisha,kalahandi,junagarh,14,deydarah,0,3.04,2.07,0.95,0,0,3.03,0.01,0.01,1523,kalahandi,junagarh,deydarah
odisha,kalahandi,junagarh,15,dundelmal,0,5.53,4.69,0.84,0,0,5.53,0,0.02,1524,kalahandi,junagarh,dundelmal
odisha,kalahandi,junagarh,16,goud chhendia,0,8.4,6.49,1.63,0.19,0,8.31,0.09,0.6,1525,kalahandi,junagarh,goud chhendia
odisha,kalahandi,junagarh,17,habaspur,0,1.63,1.46,0.14,0,0,1.6,0.02,0.03,1526,kalahandi,junagarh,habaspur
odisha,kalahandi,junagarh,18,kaleigaon,0,1.27,1.16,0.03,0,0,1.19,0.08,0.08,1527,kalahandi,junagarh,kaleigaon
odisha,kalahandi,junagarh,19,kaliakundal,0,1.99,2.05,0,0,0,2.05,-0.05,0,1528,kalahandi,junagarh,kaliakundal
odisha,kalahandi,junagarh,20,kalopalla,0,1.51,1.46,0.05,0,0,1.51,0,0,1529,kalahandi,junagarh,kalopalla
odisha,kalahandi,junagarh,21,kendupati,0,1.47,1.33,0.11,0,0,1.45,0.02,0.02,1530,kalahandi,junagarh,kendupati
odisha,kalahandi,junagarh,22,mahichala,0,1.38,0.75,0.53,0.09,0,1.38,0,0,1531,kalahandi,junagarh,mahichala
odisha,kalahandi,junagarh,23,maliguda,0,0.43,0.37,0.05,0,0,0.43,0,0.11,1532,kalahandi,junagarh,maliguda
odisha,kalahandi,junagarh,24,matigaon,0,3.01,2.94,0.02,0,0,2.96,0.05,0.13,1533,kalahandi,junagarh,matigaon
odisha,kalahandi,junagarh,25,meriabandhli,0,5.26,3.19,2.05,0.02,0,5.26,0,0.05,1534,kalahandi,junagarh,meriabandhli
odisha,kalahandi,junagarh,26,mundraguda,0,1.83,0.91,0.93,0,0,1.83,0,0,1535,kalahandi,junagarh,mundraguda
odisha,kalahandi,junagarh,27,naktiguda,0,5.47,4.3,1.06,0.11,0,5.47,0,0,1536,kalahandi,junagarh,naktiguda
odisha,kalahandi,junagarh,28,nandol,0,1.32,1.22,0.1,0.01,0,1.32,0,0.05,1537,kalahandi,junagarh,nandol
odisha,kalahandi,junagarh,29,palash,0,5.97,3.64,2.33,0,0,5.97,0,0.03,1538,kalahandi,junagarh,palash
odisha,kalahandi,junagarh,30,pilikia,0,0.1,0.05,0.05,0,0,0.1,0,0,1539,kalahandi,junagarh,pilikia
odisha,kalahandi,junagarh,31,rajpur,0,0.28,0.28,0,0,0,0.28,0,0.02,1540,kalahandi,junagarh,rajpur
odisha,kalahandi,junagarh,32,s.kundamal,0,1.95,1.38,0.56,0,0,1.95,0,0,1541,kalahandi,junagarh,s.kundamal
odisha,kalahandi,junagarh,33,taljaring,0,7.56,6.93,0.31,0,0,7.25,0.31,0.23,1542,kalahandi,junagarh,taljaring
odisha,kalahandi,junagarh,34,talmala,0,9.23,9.04,0.09,0,0,9.14,0.09,0.09,1543,kalahandi,junagarh,talmala
