State ,District,Block,SNo,Grampanchyat Name ,SC,ST,Minority,Others,Total,
Odisha ,Angul,Anugul,1,Angarbandha,8.1,4.1,0,39,51.2,
Odisha ,Angul,Anugul,2,Antulia,74.9,79.9,0,49.8,204.6,
Odisha ,Angul,Anugul,3,Badakantakul,50.3,53.9,0,42.7,146.9,
Odisha ,Angul,Anugul,4,Badakera,64.6,2.6,0,26.7,93.9,
Odisha ,Angul,Anugul,5,Balanga(New),3.1,21.6,0,34.4,59.1,
Odisha ,Angul,Anugul,6,Balasinga,22.6,7.3,0,45.1,75,
Odisha ,Angul,Anugul,7,Baluatakata,4.7,0,0,22.1,26.8,
Odisha ,Angul,Anugul,8,Bantala,7.3,3.4,0,10.1,20.8,
Odisha ,Angul,Anugul,9,Baragaunia,43.9,0.3,0,39.1,83.3,
Odisha ,Angul,Anugul,10,Basala,2.3,0,0,2.4,4.7,
Odisha ,Angul,Anugul,11,Bedasasan,9.2,6,0,25.5,40.7,
Odisha ,Angul,Anugul,12,Chheliapada,0,0.6,0,8.7,9.3,
Odisha ,Angul,Anugul,13,Dhakuta(New),30.3,5.4,0,25,60.7,
Odisha ,Angul,Anugul,14,Gadatarash,14.4,0.9,0,22.1,37.4,
Odisha ,Angul,Anugul,15,Inkarbandha,14.2,0,0,19.9,34.1,
Odisha ,Angul,Anugul,16,Jaganathapur,1.5,10.3,0,33.5,45.3,
Odisha ,Angul,Anugul,17,Kangula Bentapur,39.1,7.1,0,57,103.2,
Odisha ,Angul,Anugul,18,Khalari,3.2,5.2,0,4.9,13.3,
Odisha ,Angul,Anugul,19,Khinda,6.1,6.1,0,31.5,43.7,
Odisha ,Angul,Anugul,20,Kothabhuin,6.3,39.4,0,38.3,84,
Odisha ,Angul,Anugul,21,Kumursingha,25.9,2.3,0,35.7,63.9,
Odisha ,Angul,Anugul,22,Manikajodi,22.1,33.1,0,16.4,71.6,
Odisha ,Angul,Anugul,23,Matiasahi,38.6,1.3,0,39.7,79.6,
Odisha ,Angul,Anugul,24,Nandapur,27.7,19.7,0,40,87.4,
Odisha ,Angul,Anugul,25,Nuamauja,1,2.6,0,14.3,17.9,
Odisha ,Angul,Anugul,26,Pokatunga,15.5,1.5,0,27.2,44.2,
Odisha ,Angul,Anugul,27,Purnakote,2.4,34,0,14.2,50.6,
Odisha ,Angul,Anugul,28,Rantolei,3.1,0.7,0,19.1,22.9,
Odisha ,Angul,Anugul,29,Sankhapur,7.8,4.6,0,27.1,39.5,
Odisha ,Angul,Anugul,30,Saradhapur,7.6,35.4,0,19.6,62.6,
Odisha ,Angul,Anugul,31,Susuda,1.5,0.2,0,4.3,6,
Odisha ,Angul,Anugul,32,Tainsi,40.2,22,2.4,45.3,109.9,
Odisha ,Angul,Anugul,33,Talagada,1,3.4,0,11.5,15.9,
Odisha ,Angul,Anugul,34,Tikarpada,20,14.4,0,16.2,50.6,
Odisha ,Angul,Anugul,,Total,620.5,429.3,2.4,908.4,1960.6,
Odisha ,Angul,Athmallik,1,Aida,15.3,11.4,0,40,66.7,
Odisha ,Angul,Athmallik,2,Ambasarmunda,18,104.7,0,27.3,150,
Odisha ,Angul,Athmallik,3,Basudevpur,5.9,3.2,0,29.3,38.4,
Odisha ,Angul,Athmallik,4,Jamudoli,17.8,3.6,0,27.2,48.6,
Odisha ,Angul,Athmallik,5,Kampala,24.8,0,0,33,57.8,
Odisha ,Angul,Athmallik,6,Kandhapada,11.9,7,0,54.4,73.3,
Odisha ,Angul,Athmallik,7,Kantapada,19,23,0,17.3,59.3,
Odisha ,Angul,Athmallik,8,Kiakata,12.9,0,0,36.9,49.8,
Odisha ,Angul,Athmallik,9,Krutibaspur,12,15.5,0,18.1,45.6,
Odisha ,Angul,Athmallik,10,Kudagaon,8.8,3.5,0,36.9,49.2,
Odisha ,Angul,Athmallik,11,Kurumtap,4.5,42.1,0,11.4,58,
Odisha ,Angul,Athmallik,12,Luhasingha,10.8,3.7,0,37.6,52.1,
Odisha ,Angul,Athmallik,13,Lunahandi,16.4,12.5,0,39.6,68.5,
Odisha ,Angul,Athmallik,14,Madhapur,20,2.6,0,58.4,81,
Odisha ,Angul,Athmallik,15,Maimura,5.8,73,0,21.1,99.9,
Odisha ,Angul,Athmallik,16,Nagaon,15,2.4,0,32.7,50.1,
Odisha ,Angul,Athmallik,17,Paikasahi,17.6,82,0,27.1,126.7,
Odisha ,Angul,Athmallik,18,Pedipathar,17.7,100.4,0,28,146.1,
Odisha ,Angul,Athmallik,19,Purunamanitri,2.4,4.8,0,2.4,9.6,
Odisha ,Angul,Athmallik,20,Sanahula,20.7,147.6,0,44.6,212.9,
Odisha ,Angul,Athmallik,21,Sapaghar,20.8,62,0,44.7,127.5,
Odisha ,Angul,Athmallik,22,Tapdhol,10.3,53.4,0,22.7,86.4,
Odisha ,Angul,Athmallik,23,Thakurgarh,22.1,127,0,34.7,183.8,
Odisha ,Angul,Athmallik,24,Tusar,3.6,12.3,0,77.3,93.2,
Odisha ,Angul,Athmallik,,Total,334.1,897.7,0,802.7,2034.5,
Odisha ,Angul,Banarpal,1,Badahinsar,0.3,0,0,52.1,52.4,
Odisha ,Angul,Banarpal,2,Badakerajanga,1,2.6,0,10.1,13.7,
Odisha ,Angul,Banarpal,3,Balaramprasad,0.9,0,0,1.5,2.4,
Odisha ,Angul,Banarpal,4,Banarpal,3.2,0.3,0,0.3,3.8,
Odisha ,Angul,Banarpal,5,Bauligarh,9.8,0,0,28.3,38.1,
Odisha ,Angul,Banarpal,6,Benagadia,3.4,0,0,0,3.4,
Odisha ,Angul,Banarpal,7,Bhogabereni,26.8,1.2,0,0.2,28.2,
Odisha ,Angul,Banarpal,8,Bonda,0,0,0,0.3,0.3,
Odisha ,Angul,Banarpal,9,Budhapanka,8.5,0,0,0.7,9.2,
Odisha ,Angul,Banarpal,10,Fulapada,4.8,6.6,0,14.7,26.1,
Odisha ,Angul,Banarpal,11,Garhsantri,0,3.6,0,45.1,48.7,
Odisha ,Angul,Banarpal,12,Giranga,0.3,2.4,0,0,2.7,
Odisha ,Angul,Banarpal,13,Gotamara,1.5,1.2,0,0.3,3,
Odisha ,Angul,Banarpal,14,Jamunali,5.1,1.2,0,19.8,26.1,
Odisha ,Angul,Banarpal,15,Jarada,2,0,0,3.8,5.8,
Odisha ,Angul,Banarpal,16,Jarasinga,0.6,0,0,2.2,2.8,
Odisha ,Angul,Banarpal,17,Kandasar,0.3,0,0,0,0.3,
Odisha ,Angul,Banarpal,18,Kanjara,27.4,1,0,34.4,62.8,
Odisha ,Angul,Banarpal,19,Karadagadia,9.8,7,0,3.6,20.4,
Odisha ,Angul,Banarpal,20,Kukadanga,15.7,0,0,2.7,18.4,
Odisha ,Angul,Banarpal,21,Kulad,0.3,0,0,2.4,2.7,
Odisha ,Angul,Banarpal,22,Kumunda,3.1,0,0,4.8,7.9,
Odisha ,Angul,Banarpal,23,Kurudol,6.6,0,0,6,12.6,
Odisha ,Angul,Banarpal,24,Mahidhar Pur,11.9,0,0,39.3,51.2,
Odisha ,Angul,Banarpal,25,Nuahata,3.3,0,0,2.7,6,
Odisha ,Angul,Banarpal,26,Raniguda Jungle,4.1,0,0,0.5,4.6,
Odisha ,Angul,Banarpal,27,Sankerjanga,4.1,0,0,0.6,4.7,
Odisha ,Angul,Banarpal,28,Santarapur,8.2,0,0,29.8,38,
Odisha ,Angul,Banarpal,29,Santarapur(Kha),1.1,1.2,0,29.2,31.5,
Odisha ,Angul,Banarpal,30,Shakosingha,0.4,0,0,0,0.4,
Odisha ,Angul,Banarpal,31,Talamul,3.2,5.9,0,13.8,22.9,
Odisha ,Angul,Banarpal,32,Talamul Sasan,13.4,0.3,0,28.1,41.8,
Odisha ,Angul,Banarpal,33,Tubey,15.6,0.6,0,53.3,69.5,
Odisha ,Angul,Banarpal,34,Tulasipal,7.2,0.3,0,19.2,26.7,
Odisha ,Angul,Banarpal,35,Turanga,10.1,0,0,3,13.1,
Odisha ,Angul,Banarpal,,Total,214,35.4,0,452.8,702.2,
Odisha ,Angul,Chhendipada,1,Bagedia,1,1.5,0,3.2,5.7,
Odisha ,Angul,Chhendipada,2,Balipata,29,49.7,0,61.9,140.6,
Odisha ,Angul,Chhendipada,3,Barapada,2.4,0.3,0,2.6,5.3,
Odisha ,Angul,Chhendipada,4,Barasahi,3.5,0,0,3.5,7,
Odisha ,Angul,Chhendipada,5,Brahmanbil,12.2,0,0,9.9,22.1,
Odisha ,Angul,Chhendipada,6,Changudia,1.6,0,0,21.9,23.5,
Odisha ,Angul,Chhendipada,7,Durgapur,13.2,2.9,0,19.4,35.5,
Odisha ,Angul,Chhendipada,8,Jarapada,2.4,1.2,0,2.1,5.7,
Odisha ,Angul,Chhendipada,9,Jerang Dehurisahi,8.1,16.4,0,29.3,53.8,
Odisha ,Angul,Chhendipada,10,Kampasala,1.5,0.3,0,1,2.8,
Odisha ,Angul,Chhendipada,11,Kanaloi,1.3,0,0,0.6,1.9,
Odisha ,Angul,Chhendipada,12,Katada,17.4,12.3,0,59.4,89.1,
Odisha ,Angul,Chhendipada,13,Korada,9,3,0,11.9,23.9,
Odisha ,Angul,Chhendipada,14,Kosala,7.3,3.9,0,19.8,31,
Odisha ,Angul,Chhendipada,15,Kukurpeta,3.9,1.2,0,11.3,16.4,
Odisha ,Angul,Chhendipada,16,Kusakila,1.7,0.3,0,7.2,9.2,
Odisha ,Angul,Chhendipada,17,Machhakuta,13.1,1.5,0,0.5,15.1,
Odisha ,Angul,Chhendipada,18,Nisa,1.2,15.1,0,0.3,16.6,
Odisha ,Angul,Chhendipada,19,Nuagaon,2.7,0,0,10.1,12.8,
Odisha ,Angul,Chhendipada,20,Ogi,9.1,2.7,0,40.8,52.6,
Odisha ,Angul,Chhendipada,21,Para,5.6,0.6,0,41.3,47.5,
Odisha ,Angul,Chhendipada,22,Paranga,3.8,0.4,0,1,5.2,
Odisha ,Angul,Chhendipada,23,Patakamunda,1.2,0.7,0,6.2,8.1,
Odisha ,Angul,Chhendipada,24,Patrapada,0.3,0,0,2,2.3,
Odisha ,Angul,Chhendipada,25,T.Kodasahi,3.7,1,0,6.3,11,
Odisha ,Angul,Chhendipada,26,Tangiri,0.9,1.2,0,8.5,10.6,
Odisha ,Angul,Chhendipada,27,Tukuda,3.2,1.4,0,1.3,5.9,
Odisha ,Angul,Chhendipada,,Total,160.3,117.6,0,383.3,661.2,
Odisha ,Angul,Kaniha,1,Arkil,0,2.9,0,0.7,3.6,
Odisha ,Angul,Kaniha,2,Badatribida,0,0,0,0.6,0.6,
Odisha ,Angul,Kaniha,3,Bajrakote,2.9,2.6,0,0,5.5,
Odisha ,Angul,Kaniha,4,Balipasi,7.7,0.7,0,5.2,13.6,
Odisha ,Angul,Kaniha,5,Bijigol,0.5,0,0,1.2,1.7,
Odisha ,Angul,Kaniha,6,Biru,3,2.4,0,0,5.4,
Odisha ,Angul,Kaniha,7,Burukuna,9.9,1,0,2.9,13.8,
Odisha ,Angul,Kaniha,8,Dalaka,2.8,0,0,0,2.8,
Odisha ,Angul,Kaniha,9,Derang,0.3,0,0,0,0.3,
Odisha ,Angul,Kaniha,10,Gandamala,11.1,24,0,0,35.1,
Odisha ,Angul,Kaniha,11,Hanumanpur,0.3,0.3,0,1.4,2,
Odisha ,Angul,Kaniha,12,Hariharpur,3.7,3.7,0,6.1,13.5,
Odisha ,Angul,Kaniha,13,Kakudia,0.4,0,0,0,0.4,
Odisha ,Angul,Kaniha,14,Kamarei,0,0,0,0.3,0.3,
Odisha ,Angul,Kaniha,15,Kaniha,0,0.5,0,0,0.5,
Odisha ,Angul,Kaniha,16,Karnapal,1.1,0,0,0.3,1.4,
Odisha ,Angul,Kaniha,17,Kulei,1.2,0,0,0,1.2,
Odisha ,Angul,Kaniha,18,Kuluma,3.7,1.2,0,0.3,5.2,
Odisha ,Angul,Kaniha,19,Parabil,0.5,0,0,2.9,3.4,
Odisha ,Angul,Kaniha,20,Rengali,0.7,0,0,0,0.7,
Odisha ,Angul,Kaniha,21,Sanatribida,1,1.2,0,0.2,2.4,
Odisha ,Angul,Kaniha,22,Susuba,1,4.5,0,1.3,6.8,
Odisha ,Angul,Kaniha,23,Talapada,0.7,0,0,0,0.7,
Odisha ,Angul,Kaniha,,Total,52.5,45,0,23.4,120.9,
Odisha ,Angul,Kishorenagar,1,Ambapal,4.4,25.4,0,24.8,54.6,
Odisha ,Angul,Kishorenagar,2,Angapada,17.6,24.5,0,10.6,52.7,
Odisha ,Angul,Kishorenagar,3,Bamur,38.7,17.5,0,30.6,86.8,
Odisha ,Angul,Kishorenagar,4,Bileinali,24.4,34.5,0,33.1,92,
Odisha ,Angul,Kishorenagar,5,Dhadarpal,0,6.9,0,15.4,22.3,
Odisha ,Angul,Kishorenagar,6,Dhaurapali,4.9,16.8,0,19.5,41.2,
Odisha ,Angul,Kishorenagar,7,Gaon Boinda,11.8,14.1,0,33.8,59.7,
Odisha ,Angul,Kishorenagar,8,Handapa,26.1,36.7,0,45.3,108.1,
Odisha ,Angul,Kishorenagar,9,Himitira,4.6,8,0,43.3,55.9,
Odisha ,Angul,Kishorenagar,10,Jairat,5,2,0,8.7,15.7,
Odisha ,Angul,Kishorenagar,11,Jamunali,13.9,44.6,0,32.3,90.8,
Odisha ,Angul,Kishorenagar,12,Jharberani,4.2,15.1,0,22.5,41.8,
Odisha ,Angul,Kishorenagar,13,Kadalimunda,15.5,26.6,0,36.5,78.6,
Odisha ,Angul,Kishorenagar,14,Kanteikulia,8.5,6.1,0,16,30.6,
Odisha ,Angul,Kishorenagar,15,Kataranga,13.1,17.1,0,21,51.2,
Odisha ,Angul,Kishorenagar,16,Luhamunda,14.9,25.5,0,20.4,60.8,
Odisha ,Angul,Kishorenagar,17,Nakchi,1.4,33.4,0,29.2,64,
Odisha ,Angul,Kishorenagar,18,Nunukapasi,22.1,19.5,0,24.5,66.1,
Odisha ,Angul,Kishorenagar,19,Raniakata,13.7,10.8,0,9.3,33.8,
Odisha ,Angul,Kishorenagar,20,Sanjamura,36.3,113.8,0,56.8,206.9,
Odisha ,Angul,Kishorenagar,21,Thelkonali,1.9,15.7,0,20.9,38.5,
Odisha ,Angul,Kishorenagar,22,Urukula,14.3,31.1,0,30.9,76.3,
Odisha ,Angul,Kishorenagar,,Total,297.3,545.7,0,585.4,1428.4,
Odisha ,Angul,Palalahada,1,Allori,24.5,42.5,0,14.6,81.6,
Odisha ,Angul,Palalahada,2,Badasada,90.2,130.5,0,50.6,271.3,
Odisha ,Angul,Palalahada,3,Balipasi,7.6,67.7,0,22.2,97.5,
Odisha ,Angul,Palalahada,4,Bandhabhuin,7.4,43.1,0,23,73.5,
Odisha ,Angul,Palalahada,5,Baradiha,0,93.5,0,1.6,95.1,
Odisha ,Angul,Palalahada,6,Batisuan,28.4,94.5,0,12.8,135.7,
Odisha ,Angul,Palalahada,7,Chasagurujang,22.4,59.6,0,25.9,107.9,
Odisha ,Angul,Palalahada,8,Dimiria,19.5,38,0,71.5,129,
Odisha ,Angul,Palalahada,9,Injidi,36.4,94,0,24,154.4,
Odisha ,Angul,Palalahada,10,Iswarnagar,21.4,161.6,0,30.4,213.4,
Odisha ,Angul,Palalahada,11,Jharabeda,11,84.4,0,19,114.4,
Odisha ,Angul,Palalahada,12,Karadapal,52.4,94.8,0,35.6,182.8,
Odisha ,Angul,Palalahada,13,Khamara,27.7,12.3,0,14,54,
Odisha ,Angul,Palalahada,14,Khemala,28.5,95.1,0,32.7,156.3,
Odisha ,Angul,Palalahada,15,Kunjam,14.7,49.9,0,12.4,77,
Odisha ,Angul,Palalahada,16,Munduribeda,22.4,38.1,0,24.7,85.2,
Odisha ,Angul,Palalahada,17,Nagira,0,35.8,0,0.7,36.5,
Odisha ,Angul,Palalahada,18,Namapashi,2.8,101.8,0,21.2,125.8,
Odisha ,Angul,Palalahada,19,Nijigada,44.1,21,0,30.1,95.2,
Odisha ,Angul,Palalahada,20,Pabitrapur,13.2,6.3,0,27.1,46.6,
Odisha ,Angul,Palalahada,21,Parachhata,31.2,42,0,35.9,109.1,
Odisha ,Angul,Palalahada,22,Pechamundi,15.1,67.6,0,11.1,93.8,
Odisha ,Angul,Palalahada,23,Rajadang,4.4,4.9,0,15.6,24.9,
Odisha ,Angul,Palalahada,24,Rohila,7.1,126.6,0,52,185.7,
Odisha ,Angul,Palalahada,25,Saida,1,54.4,0,9.9,65.3,
Odisha ,Angul,Palalahada,26,Sankhamur,49.8,63.3,0,38.5,151.6,
Odisha ,Angul,Palalahada,27,Seagarh,23.5,90.8,0,12.3,126.6,
Odisha ,Angul,Palalahada,,Total,606.7,1814.1,0,669.4,3090.2,
Odisha ,Angul,Talacher,1,Badajorada,0,0,0,1.2,1.2,
Odisha ,Angul,Talacher,2,Brajanathpur,0,0.4,0,0,0.4,
Odisha ,Angul,Talacher,3,Danara,0.7,0,0,0,0.7,
Odisha ,Angul,Talacher,4,Dharampur,0.7,0.9,0,0,1.6,
Odisha ,Angul,Talacher,5,Ghantapada,0,0,0,1.2,1.2,
Odisha ,Angul,Talacher,6,Gurujang,0,9.8,0,0,9.8,
Odisha ,Angul,Talacher,7,Gurujanguli,0.3,1.2,0,1.2,2.7,
Odisha ,Angul,Talacher,8,Hensmul,1.2,0,0,0.5,1.7,
Odisha ,Angul,Talacher,9,Kandhal,4.8,5.6,0,0,10.4,
Odisha ,Angul,Talacher,10,Kankili,0.7,0,0,0,0.7,
Odisha ,Angul,Talacher,11,Karnapur,0.7,0,0,1.2,1.9,
Odisha ,Angul,Talacher,12,Kumunda,0.6,0,0,0,0.6,
Odisha ,Angul,Talacher,13,Santhapada,1.2,1.2,0,0.2,2.6,
Odisha ,Angul,Talacher,14,Tentulei,0,0,0,1,1,
Odisha ,Angul,Talacher,,Total,10.9,19.1,0,6.5,36.5,
Odisha ,Baleshwar,Bahanaga,1,Anji,4,0,0,39.5,43.5,
Odisha ,Baleshwar,Bahanaga,2,Aruhabad,17.3,0,0,19.6,36.9,
Odisha ,Baleshwar,Bahanaga,3,Avana,12.8,0,0,19.4,32.2,
Odisha ,Baleshwar,Bahanaga,4,Bahanaga,28.6,2.2,0,23.2,54,
Odisha ,Baleshwar,Bahanaga,5,Baripada,97.6,0,0,30.3,127.9,
Odisha ,Baleshwar,Bahanaga,6,Bishnupur,10.7,0,0,19.2,29.9,
Odisha ,Baleshwar,Bahanaga,7,Chakjagannathpur,7.3,0.5,0,18.4,26.2,
Odisha ,Baleshwar,Bahanaga,8,Chittal,2.2,0,0,13.7,15.9,
Odisha ,Baleshwar,Bahanaga,9,Dandaharipur,41.7,2.6,0,35.5,79.8,
Odisha ,Baleshwar,Bahanaga,10,Gopalpur,31.5,0.8,0,18.6,50.9,
Odisha ,Baleshwar,Bahanaga,11,Kalyani,19,0,0,25.5,44.5,
Odisha ,Baleshwar,Bahanaga,12,Kasabajaypur,47.5,2.4,0,57.5,107.4,
Odisha ,Baleshwar,Bahanaga,13,Khantapada,14.1,9.8,0.3,43,67.2,
Odisha ,Baleshwar,Bahanaga,14,Kharasahapur,42.2,0,0,35.4,77.6,
Odisha ,Baleshwar,Bahanaga,15,Kochiakoili,4.7,0,0,5.5,10.2,
Odisha ,Baleshwar,Bahanaga,16,Kuruda,1.2,0,0,10.9,12.1,
Odisha ,Baleshwar,Bahanaga,17,Nuapur,48.1,0,0,6.1,54.2,
Odisha ,Baleshwar,Bahanaga,18,Odasal,19.8,0,0,13,32.8,
Odisha ,Baleshwar,Bahanaga,19,Panapana,20.9,2.2,0,53.7,76.8,
Odisha ,Baleshwar,Bahanaga,20,Pandasuni,19,0,0,17,36,
Odisha ,Baleshwar,Bahanaga,21,Patharpentha,68.3,0.4,0,37.4,106.1,
Odisha ,Baleshwar,Bahanaga,22,Sahaspura,8.1,0,4.8,6.3,19.2,
Odisha ,Baleshwar,Bahanaga,23,Saud,2.9,0.5,0,30.8,34.2,
Odisha ,Baleshwar,Bahanaga,24,Talakurunia,1.7,0.7,0,12.2,14.6,
Odisha ,Baleshwar,Bahanaga,,Total,571.2,22.1,5.1,591.7,1190.1,
Odisha ,Baleshwar,Baleshwar,1,Alumeda,35.8,0.6,0,18.2,54.6,
Odisha ,Baleshwar,Baleshwar,2,Anko,9.7,0,0,36.2,45.9,
Odisha ,Baleshwar,Baleshwar,3,Bahabalpur,1.1,4.6,0,44.8,50.5,
Odisha ,Baleshwar,Baleshwar,4,Baincha,53.5,1.7,0,12.3,67.5,
Odisha ,Baleshwar,Baleshwar,5,Bardhanpur,46,1.4,0,11.7,59.1,
Odisha ,Baleshwar,Baleshwar,6,Buanl,57.3,10.3,0,27.6,95.2,
Odisha ,Baleshwar,Baleshwar,7,Chandipur,0,0,6.9,0,6.9,
Odisha ,Baleshwar,Baleshwar,8,Chhanua,77.9,7.3,0,46.3,131.5,
Odisha ,Baleshwar,Baleshwar,9,Dubulgadi,0.6,22.1,3.7,40.9,67.3,
Odisha ,Baleshwar,Baleshwar,10,Genguti,4.6,22.3,0,40.2,67.1,
Odisha ,Baleshwar,Baleshwar,11,Gopinathpur,16.6,12.8,0,28.4,57.8,
Odisha ,Baleshwar,Baleshwar,12,Haldipada,16.5,6.8,0,25.7,49,
Odisha ,Baleshwar,Baleshwar,13,Hidigan,5.7,9.3,1.4,35.4,51.8,
Odisha ,Baleshwar,Baleshwar,14,Jayadeba Kasaba,43.4,10.8,0,17.2,71.4,
Odisha ,Baleshwar,Baleshwar,15,Kasafal,21.4,44.6,0,71.6,137.6,
Odisha ,Baleshwar,Baleshwar,16,Kasipada,21.8,2.7,0,34.5,59,
Odisha ,Baleshwar,Baleshwar,17,Khannagar,41.2,31.4,0,27,99.6,
Odisha ,Baleshwar,Baleshwar,18,Kuradiha,85.8,3.1,0,25.9,114.8,
Odisha ,Baleshwar,Baleshwar,19,Nagram,8.8,5.2,0,12.6,26.6,
Odisha ,Baleshwar,Baleshwar,20,Odangi,74.7,7.2,0,21.6,103.5,
Odisha ,Baleshwar,Baleshwar,21,Olanda Sargan,56.7,9.6,0,43.3,109.6,
Odisha ,Baleshwar,Baleshwar,22,Padmapur,38.1,0.5,0,43.1,81.7,
Odisha ,Baleshwar,Baleshwar,23,Panchupada,11.8,0,0,14.3,26.1,
Odisha ,Baleshwar,Baleshwar,24,Parikhi,1.5,20.7,12.2,76,110.4,
Odisha ,Baleshwar,Baleshwar,25,Patrapada,1.1,1.5,0,4.2,6.8,
Odisha ,Baleshwar,Baleshwar,26,Raisuan,13.5,1.5,0,39.3,54.3,
Odisha ,Baleshwar,Baleshwar,27,Ranasahi,68,5.8,0,13,86.8,
Odisha ,Baleshwar,Baleshwar,28,Rasalpur,52.5,2.7,0,46.8,102,
Odisha ,Baleshwar,Baleshwar,29,Rasulpur,63,2,0,17.6,82.6,
Odisha ,Baleshwar,Baleshwar,30,Rupsa Samil Hasanpur,14.8,10.5,0,25,50.3,
Odisha ,Baleshwar,Baleshwar,31,Sargan,57.1,9.6,0,62.9,129.6,
Odisha ,Baleshwar,Baleshwar,32,Sartha,58.6,19.3,0,106.5,184.4,
Odisha ,Baleshwar,Baleshwar,33,Sasang,10.3,0,4.4,23.6,38.3,
Odisha ,Baleshwar,Baleshwar,34,Sindhia,68.7,0,0,40.8,109.5,
Odisha ,Baleshwar,Baleshwar,35,Srikona,1.5,15.1,4.2,35.4,56.2,
Odisha ,Baleshwar,Baleshwar,36,Srirampur,61.5,3.7,0,52.1,117.3,
Odisha ,Baleshwar,Baleshwar,,Total,1201.1,306.7,32.8,1222,2762.6,
Odisha ,Baleshwar,Baliapal,1,Aladiha,17.4,2.4,0,83.6,103.4,
Odisha ,Baleshwar,Baliapal,2,Asti,45.1,0,0,28.6,73.7,
Odisha ,Baleshwar,Baliapal,3,Balarampur,58.9,24.2,0,35.4,118.5,
Odisha ,Baleshwar,Baliapal,4,Baliapal,21,8.5,1.9,14.7,46.1,
Odisha ,Baleshwar,Baliapal,5,Balikuti,42.3,19.3,1.2,48.4,111.2,
Odisha ,Baleshwar,Baliapal,6,Baniadiha,33.4,9.1,0,20.1,62.6,
Odisha ,Baleshwar,Baliapal,7,Betagadia,2.4,11.6,0,63.8,77.8,
Odisha ,Baleshwar,Baliapal,8,Bishnupur,127.7,0,0,58.7,186.4,
Odisha ,Baleshwar,Baliapal,9,Bodas,40.9,19.3,0,88,148.2,
Odisha ,Baleshwar,Baliapal,10,Bolang,35.5,2.5,0,27.5,65.5,
Odisha ,Baleshwar,Baliapal,11,Chaumukh,18.4,1.2,0,57.2,76.8,
Odisha ,Baleshwar,Baliapal,12,Dagara,37,87.2,0,60.6,184.8,
Odisha ,Baleshwar,Baliapal,13,Debhog,50.9,0,0,22.3,73.2,
Odisha ,Baleshwar,Baliapal,14,Deula,20.4,95.5,0,70.1,186,
Odisha ,Baleshwar,Baliapal,15,Ghantua,0,0,0,16.7,16.7,
Odisha ,Baleshwar,Baliapal,16,Jagatipur,50.5,0.2,11,62.4,124.1,
Odisha ,Baleshwar,Baliapal,17,Jamakunda,85.9,0,0,71.4,157.3,
Odisha ,Baleshwar,Baliapal,18,Jambhirai,71.4,0,0,54.7,126.1,
Odisha ,Baleshwar,Baliapal,19,Kumbhari,3.9,0,0,9.9,13.8,
Odisha ,Baleshwar,Baliapal,20,Kunduli,67.4,0.5,0,49.9,117.8,
Odisha ,Baleshwar,Baliapal,21,Madhupura,52.7,17.1,7.5,40.2,117.5,
Odisha ,Baleshwar,Baliapal,22,Nikhira,50.2,1.8,0,36.2,88.2,
Odisha ,Baleshwar,Baliapal,23,Nuagaon,6.6,0.5,3.6,52.8,63.5,
Odisha ,Baleshwar,Baliapal,24,Panchupalli,26.6,43.7,0,52.5,122.8,
Odisha ,Baleshwar,Baliapal,25,Pratappur,9.2,0,0,62.5,71.7,
Odisha ,Baleshwar,Baliapal,26,Ratei,38.8,0,0,53.3,92.1,
Odisha ,Baleshwar,Baliapal,27,Saudi,84.6,18.9,0,34.6,138.1,
Odisha ,Baleshwar,Baliapal,28,Srirampur,61.4,8.5,0,24.1,94,
Odisha ,Baleshwar,Baliapal,,Total,1160.5,372,25.2,1300.2,2857.9,
Odisha ,Baleshwar,Basta,1,Baharda,7.7,5.7,19.3,24.1,56.8,
Odisha ,Baleshwar,Basta,2,Barunagadia,1.8,2.7,0,36.7,41.2,
Odisha ,Baleshwar,Basta,3,Basuchakurai,15.2,44.2,0,33.4,92.8,
Odisha ,Baleshwar,Basta,4,Brahmanda,1.7,16,2.6,46.3,66.6,
Odisha ,Baleshwar,Basta,5,Chormara,11.5,1.2,0,38.4,51.1,
Odisha ,Baleshwar,Basta,6,Darada,8.5,19.1,6.5,46.5,80.6,
Odisha ,Baleshwar,Basta,7,Dudhahansa,17,4.1,0,30.4,51.5,
Odisha ,Baleshwar,Basta,8,Gadapada,8.4,79.5,4.5,25.9,118.3,
Odisha ,Baleshwar,Basta,9,Irda,69.7,9.4,0,39.3,118.4,
Odisha ,Baleshwar,Basta,10,Kadarayan,0.4,0,94.4,0,94.8,
Odisha ,Baleshwar,Basta,11,Kainagari,14.9,0,0,40.9,55.8,
Odisha ,Baleshwar,Basta,12,Karua,15.9,19.5,16.8,21.1,73.3,
Odisha ,Baleshwar,Basta,13,Kudia,22.8,3,0,22,47.8,
Odisha ,Baleshwar,Basta,14,Kulida,30.5,30.2,0,15.1,75.8,
Odisha ,Baleshwar,Basta,15,Mathani,41.6,1.8,0,32.3,75.7,
Odisha ,Baleshwar,Basta,16,Mukulisi,32.7,26.1,7.7,45,111.5,
Odisha ,Baleshwar,Basta,17,Nabara,8.6,0.2,0,32.7,41.5,
Odisha ,Baleshwar,Basta,18,Naikudi,17.2,2.1,0,41.7,61,
Odisha ,Baleshwar,Basta,19,Natakata,26.3,2.6,0,41.6,70.5,
