State ,District,Block,SNo,Grampanchyat Name ,SC,ST,Minority,Others,Total,
Odisha ,Jajpur,Sukinda,13,Kansa,0,48.85,0,1,49.85,
Odisha ,Jajpur,Sukinda,14,Kharadi,5.1,49.95,0,20.4,75.45,
Odisha ,Jajpur,Sukinda,15,Kuhika,3,16.05,0,40.35,59.4,
Odisha ,Jajpur,Sukinda,16,Lembo,1.3,21.1,0,33.9,56.3,
Odisha ,Jajpur,Sukinda,17,Mangarajpur,1.85,0,0,9.05,10.9,
Odisha ,Jajpur,Sukinda,18,Olia,0.9,11.65,0,4.45,17,
Odisha ,Jajpur,Sukinda,19,Pimpudia,0,39.6,0,26.55,66.15,
Odisha ,Jajpur,Sukinda,20,Pingala,5.7,24.1,0,38.9,68.7,
Odisha ,Jajpur,Sukinda,21,Ransol,1,28.35,0,12,41.35,
Odisha ,Jajpur,Sukinda,22,Sansailo,5.9,18.15,0,5.8,29.85,
Odisha ,Jajpur,Sukinda,23,Sarangapur,3.1,3.75,0,2.2,9.05,
Odisha ,Jajpur,Sukinda,24,Sukinda Garh,7.4,17.95,1.05,5.55,31.95,
Odisha ,Jajpur,Sukinda,,Total,89,550.95,1.05,416.35,1057.35,
Odisha ,Jharsuguda,Jharsuguda,1,Badmal,2.1,3.5,0,0.3,5.9,
Odisha ,Jharsuguda,Jharsuguda,2,Chandinimal,9.7,13.3,0,22.6,45.6,
Odisha ,Jharsuguda,Jharsuguda,3,Dalki,4.9,8.5,0,10.8,24.2,
Odisha ,Jharsuguda,Jharsuguda,4,Durlaga,2.5,44,0,24.5,71,
Odisha ,Jharsuguda,Jharsuguda,5,Gourmal,0,41.1,0,29.1,70.2,
Odisha ,Jharsuguda,Jharsuguda,6,H.Katapali,84.6,100.7,0,91.8,277.1,
Odisha ,Jharsuguda,Jharsuguda,7,Hirma,14.7,109,0,45.2,168.9,
Odisha ,Jharsuguda,Jharsuguda,8,Jamera,19.6,21.3,0,51.9,92.8,
Odisha ,Jharsuguda,Jharsuguda,9,Katikela,17.6,32.1,0,41.8,91.5,
Odisha ,Jharsuguda,Jharsuguda,10,Kudopali,3.6,16.5,0,4.8,24.9,
Odisha ,Jharsuguda,Jharsuguda,11,Loisingh,46.2,59.2,0,92,197.4,
Odisha ,Jharsuguda,Jharsuguda,12,Malda,47.4,33.9,0,42.8,124.1,
Odisha ,Jharsuguda,Jharsuguda,13,Marakuta,1.2,10.8,0,2.7,14.7,
Odisha ,Jharsuguda,Jharsuguda,14,Patrapali,22.8,24,0,39.6,86.4,
Odisha ,Jharsuguda,Jharsuguda,15,Rajpur,7.4,6.4,0,13.2,27,
Odisha ,Jharsuguda,Jharsuguda,16,Sripura,6.7,18,0,11.5,36.2,
Odisha ,Jharsuguda,Jharsuguda,17,Talpatia,1.3,9,0,11.6,21.9,
Odisha ,Jharsuguda,Jharsuguda,,Total,292.3,551.3,0,536.2,1379.8,
Odisha ,Jharsuguda,Kirmira,1,Arda,55.3,110,0,73.8,239.1,
Odisha ,Jharsuguda,Kirmira,2,Bandhpali,17.3,58.5,0,17.6,93.4,
Odisha ,Jharsuguda,Kirmira,3,Bhimjore,22,111.1,0,81.2,214.3,
Odisha ,Jharsuguda,Kirmira,4,G.Panpali,29.4,76.2,0,65.2,170.8,
Odisha ,Jharsuguda,Kirmira,5,Jharmunda,6.1,53.3,0,90,149.4,
Odisha ,Jharsuguda,Kirmira,6,Kirmira,30.8,153.9,0,27.4,212.1,
Odisha ,Jharsuguda,Kirmira,7,Naxapali,22.9,64.7,0,101.2,188.8,
Odisha ,Jharsuguda,Kirmira,8,Sulahi,51.9,245.7,0,42.7,340.3,
Odisha ,Jharsuguda,Kirmira,,Total,235.7,873.4,0,499.1,1608.2,
Odisha ,Jharsuguda,Kolabira,1,Jhirlapali,34.4,53,0,52,139.4,
Odisha ,Jharsuguda,Kolabira,2,Keldamal,28.8,96.2,0,101.8,226.8,
Odisha ,Jharsuguda,Kolabira,3,Kolabira,14.4,107.9,0,24,146.3,
Odisha ,Jharsuguda,Kolabira,4,Kulihamal,4.8,32.7,0,27.5,65,
Odisha ,Jharsuguda,Kolabira,5,Parmanpur,16.2,68.9,0,45,130.1,
Odisha ,Jharsuguda,Kolabira,6,Pokhrasale,21.8,80.1,0,99.4,201.3,
Odisha ,Jharsuguda,Kolabira,7,Raghunathpali,10.6,13.7,0,137.9,162.2,
Odisha ,Jharsuguda,Kolabira,8,Samasingha,21,14,0,72.3,107.3,
Odisha ,Jharsuguda,Kolabira,9,Sodamal,1.7,6,0,15.3,23,
Odisha ,Jharsuguda,Kolabira,,Total,153.7,472.5,0,575.2,1201.4,
Odisha ,Jharsuguda,Laikera,1,Babuchhipidhi,19.9,93.5,0,19.7,133.1,
Odisha ,Jharsuguda,Laikera,2,Bhatlaida,27.6,254.3,0,86.4,368.3,
Odisha ,Jharsuguda,Laikera,3,Jammal,11,89.7,0,12,112.7,
Odisha ,Jharsuguda,Laikera,4,Khuntamal,26.8,116.7,0,88.1,231.6,
Odisha ,Jharsuguda,Laikera,5,Kulemura,32.8,35,0,65.5,133.3,
Odisha ,Jharsuguda,Laikera,6,Laikera,11,8.2,0,1,20.2,
Odisha ,Jharsuguda,Laikera,7,Niktimal,60.4,96.8,0,61,218.2,
Odisha ,Jharsuguda,Laikera,8,Pakelpada,6.3,54.7,0,0,61,
Odisha ,Jharsuguda,Laikera,9,Sahaspur,60.7,83.2,0,22.7,166.6,
Odisha ,Jharsuguda,Laikera,10,Sarangloi,26.9,20,0,23.2,70.1,
Odisha ,Jharsuguda,Laikera,11,Tileimal,10.8,59.9,0,36.9,107.6,
Odisha ,Jharsuguda,Laikera,,Total,294.2,912,0,416.5,1622.7,
Odisha ,Jharsuguda,Lakhanpur,1,Attabira,40.5,189.3,0,118.8,348.6,
Odisha ,Jharsuguda,Lakhanpur,2,Badimal,39.9,25.9,0,85.8,151.6,
Odisha ,Jharsuguda,Lakhanpur,3,Baghmunda,44.1,34.2,0.6,103.8,182.7,
Odisha ,Jharsuguda,Lakhanpur,4,Bandhabahal,1.1,6,0,2.4,9.5,
Odisha ,Jharsuguda,Lakhanpur,5,Banjari,41.4,112.2,0,49.9,203.5,
Odisha ,Jharsuguda,Lakhanpur,6,Bhikampali,64.9,91.8,0,65.4,222.1,
Odisha ,Jharsuguda,Lakhanpur,7,Bhounrkhol,53.5,125.9,0,49.9,229.3,
Odisha ,Jharsuguda,Lakhanpur,8,Charpali,66.2,27.1,0,217,310.3,
Odisha ,Jharsuguda,Lakhanpur,9,Dalgaon,39.9,30.7,0,25.9,96.5,
Odisha ,Jharsuguda,Lakhanpur,10,Jamgaon,78.7,32.4,0,70.9,182,
Odisha ,Jharsuguda,Lakhanpur,11,Kadamdihi,31.6,100.3,0,110,241.9,
Odisha ,Jharsuguda,Lakhanpur,12,Kanaktora,37,82.8,0,124,243.8,
Odisha ,Jharsuguda,Lakhanpur,13,Kandheikela,99,41.3,0,152,292.3,
Odisha ,Jharsuguda,Lakhanpur,14,Katarbaga,29.9,57.3,0,38.7,125.9,
Odisha ,Jharsuguda,Lakhanpur,15,Kudaloi,15.7,81.1,0.3,16.1,113.2,
Odisha ,Jharsuguda,Lakhanpur,16,Kumarbandh,35.2,90.9,0,25.2,151.3,
Odisha ,Jharsuguda,Lakhanpur,17,Kushraloi,6,6,0,16,28,
Odisha ,Jharsuguda,Lakhanpur,18,Lakhanpur,9.6,83.9,0,28,121.5,
Odisha ,Jharsuguda,Lakhanpur,19,Machida,24.3,51.2,0,61.5,137,
Odisha ,Jharsuguda,Lakhanpur,20,Palsada,92.2,58.8,0,117.7,268.7,
Odisha ,Jharsuguda,Lakhanpur,21,Panchagaon,78.3,5.7,0,73.6,157.6,
Odisha ,Jharsuguda,Lakhanpur,22,Pandari,18.6,51,0,71.1,140.7,
Odisha ,Jharsuguda,Lakhanpur,23,Piplikani,63.5,59.3,0,55.8,178.6,
Odisha ,Jharsuguda,Lakhanpur,24,Piplimal,19.6,76.6,0,65,161.2,
Odisha ,Jharsuguda,Lakhanpur,25,Pithinda,90.3,22.7,0,115.8,228.8,
Odisha ,Jharsuguda,Lakhanpur,26,Rampella,26.6,44.6,0,29,100.2,
Odisha ,Jharsuguda,Lakhanpur,27,Remenda,15.3,113.8,0,83.5,212.6,
Odisha ,Jharsuguda,Lakhanpur,28,Remta,59.8,19.9,0,270.1,349.8,
Odisha ,Jharsuguda,Lakhanpur,29,Samarbaga,18.6,74.6,0,81.6,174.8,
Odisha ,Jharsuguda,Lakhanpur,30,Sarandamal,39.2,57,0,13.7,109.9,
Odisha ,Jharsuguda,Lakhanpur,31,Sunari,60.1,90.4,0,35.5,186,
Odisha ,Jharsuguda,Lakhanpur,32,Telenpali,26.9,31.8,0,14,72.7,
Odisha ,Jharsuguda,Lakhanpur,33,Tilia,4.8,16.4,0,28.8,50,
Odisha ,Jharsuguda,Lakhanpur,,Total,1372.3,1992.9,0.9,2416.5,5782.6,
Odisha ,Kalahandi,Bhawanipatna,1,Artal,52.6,58.3,0,59.3,170.2,
Odisha ,Kalahandi,Bhawanipatna,2,Borbhata,3.5,29.1,0,40.15,72.75,
Odisha ,Kalahandi,Bhawanipatna,3,Borda,18.15,25.1,0,47.15,90.4,
Odisha ,Kalahandi,Bhawanipatna,4,Chahagaon,13.5,19.95,0,24.05,57.5,
Odisha ,Kalahandi,Bhawanipatna,5,Chancher,14.8,60.95,0,1.3,77.05,
Odisha ,Kalahandi,Bhawanipatna,6,Chheliamal,13.15,49.75,0,20.25,83.15,
Odisha ,Kalahandi,Bhawanipatna,7,Dadpur,14.85,40.95,0,33.6,89.4,
Odisha ,Kalahandi,Bhawanipatna,8,Dey Pur,17.4,31.3,0,33.15,81.85,
Odisha ,Kalahandi,Bhawanipatna,9,Duarsuni,36.2,56.8,0,28.8,121.8,
Odisha ,Kalahandi,Bhawanipatna,10,Dumuria,9.5,8.35,0,23.35,41.2,
Odisha ,Kalahandi,Bhawanipatna,11,Gand Barajhola,8.2,48.3,0,30.75,87.25,
Odisha ,Kalahandi,Bhawanipatna,12,Gudialipadar,17.85,35.1,0,27.75,80.7,
Odisha ,Kalahandi,Bhawanipatna,13,Gurjang,10.25,28.15,0,20.55,58.95,
Odisha ,Kalahandi,Bhawanipatna,14,Jugsaipatna,6.1,77.55,0,2.75,86.4,
Odisha ,Kalahandi,Bhawanipatna,15,Kalam,27.55,55.85,0,31.2,114.6,
Odisha ,Kalahandi,Bhawanipatna,16,Kamthana,15.9,75.15,0,25.05,116.1,
Odisha ,Kalahandi,Bhawanipatna,17,Karla Pada,8.9,39.35,0,9.15,57.4,
Odisha ,Kalahandi,Bhawanipatna,18,Karlaguda,9.4,20.65,0,17.7,47.75,
Odisha ,Kalahandi,Bhawanipatna,19,Kendupati,5.3,10.5,0,4.55,20.35,
Odisha ,Kalahandi,Bhawanipatna,20,Kuliamal,19.65,52.05,0,12.5,84.2,
Odisha ,Kalahandi,Bhawanipatna,21,Kutrukhamar,10.85,9.7,0,23.75,44.3,
Odisha ,Kalahandi,Bhawanipatna,22,Laxmipur,13.25,60.35,0,29.95,103.55,
Odisha ,Kalahandi,Bhawanipatna,23,Madiguda,23.25,17.55,0,36.8,77.6,
Odisha ,Kalahandi,Bhawanipatna,24,Malgaon,23.4,69.55,0,36.05,129,
Odisha ,Kalahandi,Bhawanipatna,25,Matia,1.05,4.4,0,15.2,20.65,
Odisha ,Kalahandi,Bhawanipatna,26,Medinipur,58.95,120.25,0,80.3,259.5,
Odisha ,Kalahandi,Bhawanipatna,27,Palana,31.3,34.5,0,52.9,118.7,
Odisha ,Kalahandi,Bhawanipatna,28,Palisijharan,15.1,58.9,0,5,79,
Odisha ,Kalahandi,Bhawanipatna,29,Risigaon,13.65,53.4,0,28.05,95.1,
Odisha ,Kalahandi,Bhawanipatna,30,Sagada,20.8,129.75,0,3.05,153.6,
Odisha ,Kalahandi,Bhawanipatna,31,Seinpur,2.6,2.8,0,7.7,13.1,
Odisha ,Kalahandi,Bhawanipatna,32,Sikuan,5.8,17.05,0,29.5,52.35,
Odisha ,Kalahandi,Bhawanipatna,33,Sripur,7.5,20.1,0,14,41.6,
Odisha ,Kalahandi,Bhawanipatna,34,Talbelgaon,11.95,65.5,0,3.55,81,
Odisha ,Kalahandi,Bhawanipatna,35,Thuapadar,21.8,63.3,0,31.6,116.7,
Odisha ,Kalahandi,Bhawanipatna,36,Udeypur,17.35,28.15,1,20.8,67.3,
Odisha ,Kalahandi,Bhawanipatna,,Total,601.35,1578.45,1,911.25,3092.05,
Odisha ,Kalahandi,Dharamagarh,1,Bada Ghumer,28.8,32.2,0,62.75,123.75,
Odisha ,Kalahandi,Dharamagarh,2,Badabasul,13.05,1,0,37.15,51.2,
Odisha ,Kalahandi,Dharamagarh,3,Badfurla,38,104.95,0,13,155.95,
Odisha ,Kalahandi,Dharamagarh,4,Bagad,5.4,10.65,0,54.85,70.9,
Odisha ,Kalahandi,Dharamagarh,5,Behera,14.6,4.3,0,51.7,70.6,
Odisha ,Kalahandi,Dharamagarh,6,Boden,24.55,26.75,0,68.95,120.25,
Odisha ,Kalahandi,Dharamagarh,7,Brahmanchhendia,34.3,25.2,0,53.7,113.2,
Odisha ,Kalahandi,Dharamagarh,8,Chhanchanbahali,10.65,7.1,0,58.2,75.95,
Odisha ,Kalahandi,Dharamagarh,9,Chhilpa,60.5,56.35,0,107.6,224.45,
Odisha ,Kalahandi,Dharamagarh,10,Dhanar Pur,12.35,69.7,0,41.1,123.15,
Odisha ,Kalahandi,Dharamagarh,11,Dumerguda,9.75,38.55,0,37,85.3,
Odisha ,Kalahandi,Dharamagarh,12,Godiajore,33.45,35.8,0,48.35,117.6,
Odisha ,Kalahandi,Dharamagarh,13,Jayant Pur,3.85,29.15,0,34.25,67.25,
Odisha ,Kalahandi,Dharamagarh,14,Kadalimunda,7.85,3.9,0,75.55,87.3,
Odisha ,Kalahandi,Dharamagarh,15,Kanagaon,21.8,1.55,0,38.8,62.15,
Odisha ,Kalahandi,Dharamagarh,16,Kankeri,31.75,23.65,0,22.35,77.75,
Odisha ,Kalahandi,Dharamagarh,17,Khair Padar,31.9,26,0,43.45,101.35,
Odisha ,Kalahandi,Dharamagarh,18,Nandagaon,4.2,20.3,0,34.05,58.55,
Odisha ,Kalahandi,Dharamagarh,19,Parla,32.2,7.45,0,69.8,109.45,
Odisha ,Kalahandi,Dharamagarh,20,Sandhikulihari,1.35,0.45,0,41.35,43.15,
Odisha ,Kalahandi,Dharamagarh,21,Tambachhada,27.7,14,0,53.5,95.2,
Odisha ,Kalahandi,Dharamagarh,22,Tarapur,38.45,124.55,0,43.35,206.35,
Odisha ,Kalahandi,Dharamagarh,23,Tendapali,9.4,45.15,0,33.6,88.15,
Odisha ,Kalahandi,Dharamagarh,24,Tipiguda,14.7,25.25,0,44.65,84.6,
Odisha ,Kalahandi,Dharamagarh,,Total,510.55,733.95,0,1169.05,2413.55,
Odisha ,Kalahandi,Golamunda,1,Badchergaon,51.35,45.4,0,56.6,153.35,
Odisha ,Kalahandi,Golamunda,2,Bordi,5.8,45.75,0,20,71.55,
Odisha ,Kalahandi,Golamunda,3,Borguda,11.7,15.1,0,27.4,54.2,
Odisha ,Kalahandi,Golamunda,4,Brundabahal,3.05,8.5,0,56.1,67.65,
Odisha ,Kalahandi,Golamunda,5,Chahaka,2.6,12.85,0,15.75,31.2,
Odisha ,Kalahandi,Golamunda,6,Chapria,4,19.85,0,1.5,25.35,
Odisha ,Kalahandi,Golamunda,7,Chichia,28.15,4.35,0,47.85,80.35,
Odisha ,Kalahandi,Golamunda,8,Daspur,8.15,18.75,0,42.8,69.7,
Odisha ,Kalahandi,Golamunda,9,Dhamanpur,9.95,113.65,0,33.25,156.85,
Odisha ,Kalahandi,Golamunda,10,Farang,17.65,38,0,33.05,88.7,
Odisha ,Kalahandi,Golamunda,11,Funda,10.1,16.1,0,22,48.2,
Odisha ,Kalahandi,Golamunda,12,Gandamer,0.3,8.15,0,8.6,17.05,
Odisha ,Kalahandi,Golamunda,13,Golamunda,0.3,46.25,0,13.75,60.3,
Odisha ,Kalahandi,Golamunda,14,Kegaon,14.1,15.75,0,26.3,56.15,
Odisha ,Kalahandi,Golamunda,15,Khaliakani,6.45,10.15,0,15.2,31.8,
Odisha ,Kalahandi,Golamunda,16,Khaliapalli,10.6,15.5,0,27.55,53.65,
Odisha ,Kalahandi,Golamunda,17,Khamarhaldi,44.15,42.2,0,51,137.35,
Odisha ,Kalahandi,Golamunda,18,Kuhura,24.05,36.05,0,25.6,85.7,
Odisha ,Kalahandi,Golamunda,19,Leter,16.05,51.9,0,11.55,79.5,
Odisha ,Kalahandi,Golamunda,20,Mahaling,23.15,57.15,0,30.8,111.1,
Odisha ,Kalahandi,Golamunda,21,Manjhari,0.9,44,0,51.85,96.75,
Odisha ,Kalahandi,Golamunda,22,Naktikani,7.3,91.9,0,23.45,122.65,
Odisha ,Kalahandi,Golamunda,23,Nuagaon,12.25,55.15,0,24.95,92.35,
Odisha ,Kalahandi,Golamunda,24,Rengaspali,8.65,57.6,0,16.85,83.1,
Odisha ,Kalahandi,Golamunda,25,Sinapalli,1.8,8.55,0,25.3,35.65,
Odisha ,Kalahandi,Golamunda,26,Temari,6.6,10.75,0,40.2,57.55,
Odisha ,Kalahandi,Golamunda,27,Uchhala,20.2,23.55,0,6.3,50.05,
Odisha ,Kalahandi,Golamunda,28,Udeshrunga,2.8,15.75,0,55.35,73.9,
Odisha ,Kalahandi,Golamunda,,Total,352.15,928.65,0,810.9,2091.7,
Odisha ,Kalahandi,Jayapatna,1,Ainlabhata,50.15,122.05,0,15.25,187.45,
Odisha ,Kalahandi,Jayapatna,2,Bad Pujariguda,13.6,72,0,37.7,123.3,
Odisha ,Kalahandi,Jayapatna,3,Badatemri,48.75,76.6,0,36.8,162.15,
Odisha ,Kalahandi,Jayapatna,4,Badkarlakote,24.1,198.15,0,32,254.25,
Odisha ,Kalahandi,Jayapatna,5,Bandigaon,19.2,89.4,0,84.9,193.5,
Odisha ,Kalahandi,Jayapatna,6,Baner,13.95,67.3,0,44.4,125.65,
Odisha ,Kalahandi,Jayapatna,7,Bhainripali,12.7,32.7,0,42.8,88.2,
Odisha ,Kalahandi,Jayapatna,8,Bhejiguda,9.45,38,0,49.55,97,
Odisha ,Kalahandi,Jayapatna,9,Dhansuli,43,195.55,0,62.9,301.45,
Odisha ,Kalahandi,Jayapatna,10,Hirapur,31.85,130.75,0,18.65,181.25,
Odisha ,Kalahandi,Jayapatna,11,Jayapatna,43.2,91.5,0,134,268.7,
Odisha ,Kalahandi,Jayapatna,12,Khaliabhata,1.5,76.55,0,9.45,87.5,
Odisha ,Kalahandi,Jayapatna,13,Kuchagaon,18.9,101.5,0,22.2,142.6,
Odisha ,Kalahandi,Jayapatna,14,Mangalpur,48.5,196.35,0,77.3,322.15,
Odisha ,Kalahandi,Jayapatna,15,Mukhiguda,13.55,68.85,0,54.25,136.65,
Odisha ,Kalahandi,Jayapatna,16,Paik Kendumundi,9.7,41.85,0,69.8,121.35,
Odisha ,Kalahandi,Jayapatna,17,Pratap Pure,13.35,81.5,0,27.35,122.2,
Odisha ,Kalahandi,Jayapatna,18,Ranmal,57.3,57.75,0,142.75,257.8,
Odisha ,Kalahandi,Jayapatna,19,Rengapali,9.2,30.05,0,48.2,87.45,
Odisha ,Kalahandi,Jayapatna,20,Sargiguda,7.55,186.65,0,18.15,212.35,
Odisha ,Kalahandi,Jayapatna,21,Sindhikaguda,5.1,70.3,0,14.1,89.5,
Odisha ,Kalahandi,Jayapatna,22,Uchhala,10.95,122.6,0,33.3,166.85,
Odisha ,Kalahandi,Jayapatna,,Total,505.55,2147.95,0,1075.8,3729.3,
Odisha ,Kalahandi,Junagarh,1,Atigaon,34.8,22.6,0,106.25,163.65,
Odisha ,Kalahandi,Junagarh,2,Baldiamal,8.05,2,0,23.85,33.9,
Odisha ,Kalahandi,Junagarh,3,Bankapalash,0.5,36.65,0,8.6,45.75,
Odisha ,Kalahandi,Junagarh,4,Bauxi-Tulasipalli,7.4,26.9,0,29.25,63.55,
Odisha ,Kalahandi,Junagarh,5,Benijara,6.7,5.9,0,30.85,43.45,
Odisha ,Kalahandi,Junagarh,6,Bhainriguda,4.25,14.1,0,36.25,54.6,
Odisha ,Kalahandi,Junagarh,7,Budhidarah,5.25,52.8,0,17.6,75.65,
Odisha ,Kalahandi,Junagarh,8,Charbahal,51.35,41.85,0,72.35,165.55,
Odisha ,Kalahandi,Junagarh,9,Charbhati,6.95,22.55,0,26.75,56.25,
Odisha ,Kalahandi,Junagarh,10,Chhorigarh,7.3,3.85,0,14.55,25.7,
Odisha ,Kalahandi,Junagarh,11,Chicheiguda,24.25,10.85,0,66.25,101.35,
Odisha ,Kalahandi,Junagarh,12,Chingudisar,26.1,22.1,0,66.4,114.6,
Odisha ,Kalahandi,Junagarh,13,Dasigaon,77.4,69.05,0,54.85,201.3,
Odisha ,Kalahandi,Junagarh,14,Deydarah,18.1,70.25,0,13.15,101.5,
Odisha ,Kalahandi,Junagarh,15,Dundelmal,15.35,92.65,0,26.1,134.1,
Odisha ,Kalahandi,Junagarh,16,Goud Chhendia,18.55,39.6,0,51.35,109.5,
Odisha ,Kalahandi,Junagarh,17,Habaspur,32.4,10.35,0,81.15,123.9,
Odisha ,Kalahandi,Junagarh,18,Kaleigaon,5.95,1.55,0,26.8,34.3,
Odisha ,Kalahandi,Junagarh,19,Kaliakundal,24.75,12.1,0,65.9,102.75,
Odisha ,Kalahandi,Junagarh,20,Kalopalla,38.65,54.1,0,38.05,130.8,
Odisha ,Kalahandi,Junagarh,21,Kendupati,2.3,37.95,0,27.45,67.7,
Odisha ,Kalahandi,Junagarh,22,Mahichala,20.95,33.2,0,40.1,94.25,
Odisha ,Kalahandi,Junagarh,23,Maliguda,14.85,15.25,0,50.1,80.2,
Odisha ,Kalahandi,Junagarh,24,Matigaon,13.5,6.25,0,123.55,143.3,
Odisha ,Kalahandi,Junagarh,25,Meriabandhli,0,12,0,23.9,35.9,
Odisha ,Kalahandi,Junagarh,26,Mundraguda,9.6,17.25,0,32.3,59.15,
Odisha ,Kalahandi,Junagarh,27,Naktiguda,13.8,21.75,0,24.45,60,
Odisha ,Kalahandi,Junagarh,28,Nandol,13.4,13.9,0,29.45,56.75,
Odisha ,Kalahandi,Junagarh,29,Palash,8.15,2,0,41.6,51.75,
Odisha ,Kalahandi,Junagarh,30,Pilikia,11.5,2.05,0,41,54.55,
Odisha ,Kalahandi,Junagarh,31,Rajpur,7.25,15.95,0,40.55,63.75,
Odisha ,Kalahandi,Junagarh,32,S.Kundamal,4.9,5.4,0,22.75,33.05,
Odisha ,Kalahandi,Junagarh,33,Taljaring,9.35,9.85,0,15.15,34.35,
Odisha ,Kalahandi,Junagarh,34,Talmala,7.15,0,0,71.6,78.75,
Odisha ,Kalahandi,Junagarh,,Total,550.75,804.6,0,1440.25,2795.6,
Odisha ,Kalahandi,Kalampur,1,Badakuturu,5.45,9.2,0,26.75,41.4,
Odisha ,Kalahandi,Kalampur,2,Bijamara,25.85,53.75,0,65.45,145.05,
Odisha ,Kalahandi,Kalampur,3,Bndahakona,6.25,11.5,0,27.2,44.95,
Odisha ,Kalahandi,Kalampur,4,Deypur,14.4,8.25,0,80.65,103.3,
Odisha ,Kalahandi,Kalampur,5,Haramal,0,12.75,0,12.45,25.2,
Odisha ,Kalahandi,Kalampur,6,Kalampur,1.65,17.15,0,21.3,40.1,
Odisha ,Kalahandi,Kalampur,7,Kotagaon,11.6,28.25,0,47.65,87.5,
Odisha ,Kalahandi,Kalampur,8,Mandal,13.55,33.3,0,47.3,94.15,
Odisha ,Kalahandi,Kalampur,9,Mingur,23.85,61.2,1.1,99.6,185.75,
Odisha ,Kalahandi,Kalampur,10,Nuagaon,3.6,10.9,0,28.4,42.9,
Odisha ,Kalahandi,Kalampur,11,Pandgaon,5.85,20.9,0,41.4,68.15,
Odisha ,Kalahandi,Kalampur,,Total,112.05,267.15,1.1,498.15,878.45,
Odisha ,Kalahandi,Karlamunda,1,Borpadar,28.6,24.85,0,84.7,138.15,
Odisha ,Kalahandi,Karlamunda,2,Gajbahal,53.8,20.35,0,65.75,139.9,
Odisha ,Kalahandi,Karlamunda,3,Joradobra,8.4,16.55,0,29.3,54.25,
Odisha ,Kalahandi,Karlamunda,4,Karlamunda,14.45,0.3,0,53.8,68.55,
Odisha ,Kalahandi,Karlamunda,5,Pourkella,10.95,13.95,0,23.55,48.45,
Odisha ,Kalahandi,Karlamunda,6,Rajpur,10.5,1.5,0,54.6,66.6,
Odisha ,Kalahandi,Karlamunda,7,Regeda,10.75,14.35,0,43.85,68.95,
Odisha ,Kalahandi,Karlamunda,8,Rinja,10.3,5.55,0,58.25,74.1,
Odisha ,Kalahandi,Karlamunda,9,Risida,21.1,2.85,0,37.3,61.25,
Odisha ,Kalahandi,Karlamunda,10,Saplohara,9.7,1.9,0,20.65,32.25,
Odisha ,Kalahandi,Karlamunda,11,Sargulmal Pada,25.9,0,0,41.75,67.65,
Odisha ,Kalahandi,Karlamunda,12,Teresinga,13.3,1.65,0,32.85,47.8,
Odisha ,Kalahandi,Karlamunda,,Total,217.75,103.8,0,546.35,867.9,
Odisha ,Kalahandi,Kesinga,1,Adhomunda,5.4,14.75,0,5.25,25.4,
Odisha ,Kalahandi,Kesinga,2,Balsi,5.65,19,0,42.7,67.35,
Odisha ,Kalahandi,Kesinga,3,Belkhandi,2.3,1.8,0,31.05,35.15,
Odisha ,Kalahandi,Kesinga,4,Boria,12.4,21.15,0,26.6,60.15,
Odisha ,Kalahandi,Kesinga,5,Chancher,7.5,65.3,0,12.05,84.85,
Odisha ,Kalahandi,Kesinga,6,Deogaon,4.4,79,0,21.45,104.85,
Odisha ,Kalahandi,Kesinga,7,Gokuleswar,12.55,13.35,0,29.6,55.5,
Odisha ,Kalahandi,Kesinga,8,Hatikhoj,4.25,12.2,0,40,56.45,
Odisha ,Kalahandi,Kesinga,9,Kandel,9.45,54.7,0,50.45,114.6,
Odisha ,Kalahandi,Kesinga,10,Kantesir,3.75,28.4,0.3,50.2,82.65,
Odisha ,Kalahandi,Kesinga,11,Kasrupada,11.95,30.8,0,50.65,93.4,
Odisha ,Kalahandi,Kesinga,12,Kikia,6.15,30.7,0,23.5,60.35,
Odisha ,Kalahandi,Kesinga,13,Kirokuda-(Gaigaon),5.5,68.1,0,21.95,95.55,
Odisha ,Kalahandi,Kesinga,14,Kundabandh,3.85,4.8,0,30.3,38.95,
Odisha ,Kalahandi,Kesinga,15,Laitara,8.35,15.05,0.3,28.65,52.35,
Odisha ,Kalahandi,Kesinga,16,Nashigaon,3.65,47.75,0,12.35,63.75,
Odisha ,Kalahandi,Kesinga,17,Nunmath,11.65,26.9,0,25.6,64.15,
Odisha ,Kalahandi,Kesinga,18,Parlasingh,5.5,47.45,0,39.4,92.35,
Odisha ,Kalahandi,Kesinga,19,Pastikudi,21.75,37,0,50.75,109.5,
Odisha ,Kalahandi,Kesinga,20,Patharla,3.75,21.1,0,25.2,50.05,
Odisha ,Kalahandi,Kesinga,21,Phatkamal,7.9,30.95,0,16.45,55.3,
Odisha ,Kalahandi,Kesinga,22,Sirjapalli,0.85,5.55,0,46.3,52.7,
Odisha ,Kalahandi,Kesinga,23,Sirol,27.55,47.95,1.3,38.95,115.75,
Odisha ,Kalahandi,Kesinga,24,Tundala,3,9.05,0,31.25,43.3,
Odisha ,Kalahandi,Kesinga,25,Turlakhaman,1.2,6.3,0,42.55,50.05,
Odisha ,Kalahandi,Kesinga,26,Utkella,3.75,62.75,0,38,104.5,
Odisha ,Kalahandi,Kesinga,,Total,194,801.85,1.9,831.2,1828.95,
