State ,District,Block,Sl.No,Name of Gram Panchayat ,SC,ST,Minority,Others,Total
Odisha,Balasore,Remuna,20,Naraharipur,10.8,11.9,0,5.4,28.1
Odisha,Balasore,Remuna,21,Nijampur,13.1,1.8,0,2.9,17.8
Odisha,Balasore,Remuna,22,Nuagan,48.7,21.2,0,51.7,121.6
Odisha,Balasore,Remuna,23,Nuapadhi,7.1,37.7,0,7.5,52.3
Odisha,Balasore,Remuna,24,Patripal,27.1,8.4,1.9,14.8,52.2
Odisha,Balasore,Remuna,25,Sergarh,8.6,12.2,0,25.8,46.6
Odisha,Balasore,Remuna,26,Srijang,93.4,0,0,23.9,117.3
Odisha,Balasore,Remuna,27,Sutei,0.3,19,0,10.2,29.5
Odisha,Balasore,Remuna,28,Talapada,46.9,0,0,8.5,55.4
Odisha,Balasore,Remuna,29,Tentulida,29.3,23.4,0,27.1,79.8
Odisha,Balasore,Remuna,30,Tundura,1.2,1.5,0,39.4,42.1
Odisha,Balasore,Remuna,31,Balia,,,,,
Odisha,Balasore,Remuna,32,Ganeswarpur,,,,,
Odisha,Balasore,Remuna,33,Karanjia,,,,,
Odisha,Balasore,Remuna,34,Remuna,,,,,
Odisha,Balasore,Remuna,35,Sarswatipur,,,,,
Odisha,Balasore,Remuna,36,Srikrushnapur,,,,,
Odisha,Balasore,Remuna,,Total,600.2,354,1.9,718.4,1674.5
Odisha,Balasore,Simulia,1,Abjuna,35.8,1.8,0,65.3,102.9
Odisha,Balasore,Simulia,2,Ada,9.9,12.7,5.7,41.4,69.7
Odisha,Balasore,Simulia,3,Anandapur,15.3,0,0,10.5,25.8
Odisha,Balasore,Simulia,4,Andarai,27.1,0,0,32.2,59.3
Odisha,Balasore,Simulia,5,Bangalpur,0.9,3.3,0,25.2,29.4
Odisha,Balasore,Simulia,6,Bangarkhandigadia,25.2,13.3,0,31.7,70.2
Odisha,Balasore,Simulia,7,Bari,32,2,9.4,44.6,88
Odisha,Balasore,Simulia,8,Bati,10.3,0,0,51.7,62
Odisha,Balasore,Simulia,9,Bauripada,41.3,2.3,0,25.6,69.2
Odisha,Balasore,Simulia,10,Chalunigaon,0.4,0,0,15.7,16.1
Odisha,Balasore,Simulia,11,Iswarpur,14.1,11.6,0,56.2,81.9
Odisha,Balasore,Simulia,12,Jamujhadi,43.7,3.6,6.9,57.7,111.9
Odisha,Balasore,Simulia,13,Kanchpada,7.2,0,0,50,57.2
Odisha,Balasore,Simulia,14,Kanheibindha,21.5,11.2,0,38.2,70.9
Odisha,Balasore,Simulia,15,Khirkona,19.6,0,0,32.7,52.3
Odisha,Balasore,Simulia,16,Maitapur,41.8,10.2,0,60.9,112.9
Odisha,Balasore,Simulia,17,Markona,2.1,4.2,0,53.9,60.2
Odisha,Balasore,Simulia,18,Muruna,24,11.8,0,52.6,88.4
Odisha,Balasore,Simulia,19,Pahitorana,7.3,0,0,22.4,29.7
Odisha,Balasore,Simulia,20,Purusottampur,36.1,0,0,43.9,80
Odisha,Balasore,Simulia,21,Sabanga,66,1,0,60.3,127.3
Odisha,Balasore,Simulia,22,Shyamsundarpur,22.8,0,0,25,47.8
Odisha,Balasore,Simulia,,Total,504.4,89,22,897.7,1513.1
Odisha,Balasore,Soro,1,Anantapur,38,0,3.9,40.3,82.2
Odisha,Balasore,Soro,2,Attapur,9.8,2.4,0,31.8,44
Odisha,Balasore,Soro,3,Balanga,33.6,0,4.1,38.6,76.3
Odisha,Balasore,Soro,4,Dahisada,9.6,5,0,64.2,78.8
Odisha,Balasore,Soro,5,Gopinathpur,23,7,0,38.3,68.3
Odisha,Balasore,Soro,6,Gud,9.6,1.2,0,22.6,33.4
Odisha,Balasore,Soro,7,Jadida,6.4,0,0,29.6,36
Odisha,Balasore,Soro,8,Kedarpur,6.2,0,0,54,60.2
Odisha,Balasore,Soro,9,Kesharipur,10.9,3.1,0,15.5,29.5
Odisha,Balasore,Soro,10,Madhusudanpur,28.3,6,0,45.3,79.6
Odisha,Balasore,Soro,11,Mahumuhan,18.5,27.2,0,40.9,86.6
Odisha,Balasore,Soro,12,Manatri,13.2,0.7,0,45.6,59.5
Odisha,Balasore,Soro,13,Manipur,25.3,29.1,0,51.9,106.3
Odisha,Balasore,Soro,14,Mulising,36.1,1,0,75.7,112.8
Odisha,Balasore,Soro,15,Nadigan,13.6,0,0,22.2,35.8
Odisha,Balasore,Soro,16,Natapada,19.8,0,0,22.3,42.1
Odisha,Balasore,Soro,17,Nischintapur,2.7,0,0,32.7,35.4
Odisha,Balasore,Soro,18,Pakhar,24.8,0.5,1.2,42.1,68.6
Odisha,Balasore,Soro,19,Sabira,45.4,3.9,0,54.5,103.8
Odisha,Balasore,Soro,20,Sajanpur,4.3,0,0,23.2,27.5
Odisha,Balasore,Soro,21,Sarasankha,7.3,0.7,0,38.7,46.7
Odisha,Balasore,Soro,22,Singakhunta,2.2,43,0,26.1,71.3
Odisha,Balasore,Soro,23,Talanagar,27.5,0,0,37.8,65.3
Odisha,Balasore,Soro,24,Tentei,18.8,0,0,30.7,49.5
Odisha,Balasore,Soro,,Total,434.9,130.8,9.2,924.6,1499.5
Odisha,Baragarh,Ambabhona,1,Ambabhona,18.3,20.3,0,17,55.6
Odisha,Baragarh,Ambabhona,2,Banjipali,31.1,62.3,0,19.9,113.3
Odisha,Baragarh,Ambabhona,3,Bhainatara,5.9,17.2,0,40.7,63.8
Odisha,Baragarh,Ambabhona,4,Bhukta,18.5,6.3,0,37.3,62.1
Odisha,Baragarh,Ambabhona,5,Bungapali,6.6,3.3,0,4.1,14
Odisha,Baragarh,Ambabhona,6,Dunguri,11.2,8.5,0,21.2,40.9
Odisha,Baragarh,Ambabhona,7,Dwari,40.2,15.4,0,27.7,83.3
Odisha,Baragarh,Ambabhona,8,Kandpala,32,20.2,0,24.5,76.7
Odisha,Baragarh,Ambabhona,9,Kapasira,22.6,25.1,0,28.4,76.1
Odisha,Baragarh,Ambabhona,10,Karla,1.8,21.1,0,4.7,27.6
Odisha,Baragarh,Ambabhona,11,Khola,8.2,40.4,0,11.5,60.1
Odisha,Baragarh,Ambabhona,12,Kumbho,27.6,46.3,0,18.3,92.2
Odisha,Baragarh,Ambabhona,13,Lakhanpur,8.6,42.7,0,37.9,89.2
Odisha,Baragarh,Ambabhona,14,Ruchida,27.1,12.4,0,49.5,89
Odisha,Baragarh,Ambabhona,15,Uttam,3.7,7.1,0,12.8,23.6
Odisha,Baragarh,Ambabhona,,Total,263.4,348.6,0,355.5,967.5
Odisha,Baragarh,Attabira,1,Amlipali,8.3,20.9,0,13.1,42.3
Odisha,Baragarh,Attabira,2,Bugbuga,13,5.3,0,22.5,40.8
Odisha,Baragarh,Attabira,3,Chakuli,13.3,8.2,0,19.4,40.9
Odisha,Baragarh,Attabira,4,Dulampur,6.3,7.7,0,4.1,18.1
Odisha,Baragarh,Attabira,5,Godbhaga,18.4,9.7,0,20.2,48.3
Odisha,Baragarh,Attabira,6,Hirlipali,8.6,16.2,0,8.6,33.4
Odisha,Baragarh,Attabira,7,Janged,12.3,28.2,0,5.7,46.2
Odisha,Baragarh,Attabira,8,Janhapada,8.4,6.1,0,16,30.5
Odisha,Baragarh,Attabira,9,Jhiliminda,13.9,14.5,0,31.9,60.3
Odisha,Baragarh,Attabira,10,Kadobahal,6.3,0.6,0,5.1,12
Odisha,Baragarh,Attabira,11,Kharamunda,6.8,39.8,0,14,60.6
Odisha,Baragarh,Attabira,12,Kulitatukura,6.8,11.5,0,16.5,34.8
Odisha,Baragarh,Attabira,13,Kulunda,8.2,9.4,0,13.7,31.3
Odisha,Baragarh,Attabira,14,Kumelsingha,6.4,4.6,0,6.6,17.6
Odisha,Baragarh,Attabira,15,Lachida,7.2,25.9,0,8.1,41.2
Odisha,Baragarh,Attabira,16,Lahanda,14.2,20.9,0,8.2,43.3
Odisha,Baragarh,Attabira,17,Larambha,0,0.3,0,4.9,5.2
Odisha,Baragarh,Attabira,18,Larasara,9.2,5.6,0,6.6,21.4
Odisha,Baragarh,Attabira,19,Manapara,13.7,8,0,11.5,33.2
Odisha,Baragarh,Attabira,20,Paharsrigida,11.7,65.3,0,10.7,87.7
Odisha,Baragarh,Attabira,21,Silat,10.1,8.5,0,12.4,31
Odisha,Baragarh,Attabira,22,Tamparsara,27.8,13.9,0,59.4,101.1
Odisha,Baragarh,Attabira,23,Tangarpali,2.1,31.9,0,4,38
Odisha,Baragarh,Attabira,24,Tope,13.8,12.3,0,31.3,57.4
Odisha,Baragarh,Attabira,,Total,246.8,375.3,0,354.5,976.6
Odisha,Baragarh,Bargarh,1,Adgaon,12.2,7.8,0,15.8,35.8
Odisha,Baragarh,Bargarh,2,Bardol,6.3,5.8,0,39.8,51.9
Odisha,Baragarh,Bargarh,3,Bargaon,34,2.3,0,14.7,51
Odisha,Baragarh,Bargarh,4,Barhagoda,14.6,4.4,0,24.4,43.4
Odisha,Baragarh,Bargarh,5,Birmal,1.9,13.7,0,43.7,59.3
Odisha,Baragarh,Bargarh,6,Bonda,10.8,21,0,48.8,80.6
Odisha,Baragarh,Bargarh,7,Chakarkend,40.3,13.1,0,57.4,110.8
Odisha,Baragarh,Bargarh,8,Deogaon,4.4,4.1,0,14.7,23.2
Odisha,Baragarh,Bargarh,9,Dhanger,41.3,11.7,0,40.9,93.9
Odisha,Baragarh,Bargarh,10,Gaisama,2.4,0,0,22.3,24.7
Odisha,Baragarh,Bargarh,11,Gobindapur,7.5,4.6,0,41.3,53.4
Odisha,Baragarh,Bargarh,12,Gudesira,8.6,3.2,0,26.9,38.7
Odisha,Baragarh,Bargarh,13,Jumurda,9.3,6.2,0,22.1,37.6
Odisha,Baragarh,Bargarh,14,Kalapani,5.3,4.4,0,15.4,25.1
Odisha,Baragarh,Bargarh,15,Katapali,6.6,0,0,54,60.6
Odisha,Baragarh,Bargarh,16,Khaliapali,11.6,2.2,1.6,14.8,30.2
Odisha,Baragarh,Bargarh,17,Khandtha,32.5,5.4,0,38.7,76.6
Odisha,Baragarh,Bargarh,18,Khuntpali,1.6,0,0,24.9,26.5
Odisha,Baragarh,Bargarh,19,Kuruan,32.9,13.8,0,14.5,61.2
Odisha,Baragarh,Bargarh,20,N.Jampali,8.4,9.3,0,17.1,34.8
Odisha,Baragarh,Bargarh,21,Nileswar,8.1,3.8,0,56.2,68.1
Odisha,Baragarh,Bargarh,22,Patharla,12.5,8.2,0,55.3,76
Odisha,Baragarh,Bargarh,23,S.Dumerpali,8.4,2,0,77.4,87.8
Odisha,Baragarh,Bargarh,24,Sarsara,5.2,4.2,0,22.4,31.8
Odisha,Baragarh,Bargarh,25,Talsirgida,11.5,1.9,0,20.2,33.6
Odisha,Baragarh,Bargarh,26,Tora,206.7,9.3,0.3,85.3,301.6
Odisha,Baragarh,Bargarh,27,Tumgaon,13.2,7.3,0,30.4,50.9
Odisha,Baragarh,Bargarh,,Total,558.1,169.7,1.9,939.4,1669.1
Odisha,Baragarh,Barpali,1,Agalpur,2.7,0,0,94.9,97.6
Odisha,Baragarh,Barpali,2,Bagbadi,0,0.7,0,8.1,8.8
Odisha,Baragarh,Barpali,3,Bandhpali,0.3,1.8,0,17.8,19.9
Odisha,Baragarh,Barpali,4,Baramkela,1.8,1.4,0,38,41.2
Odisha,Baragarh,Barpali,5,Barguda,13.7,4.7,0,13.2,31.6
Odisha,Baragarh,Barpali,6,Bhatigaon,9.3,2.9,0,9.5,21.7
Odisha,Baragarh,Barpali,7,Gopeipali,7.2,3.9,0,13.2,24.3
Odisha,Baragarh,Barpali,8,Kainsir,8.8,0,0,17.7,26.5
Odisha,Baragarh,Barpali,9,Kanbar,11.2,0.9,0,16.7,28.8
Odisha,Baragarh,Barpali,10,Katapali,5.5,3.6,0,26.9,36
Odisha,Baragarh,Barpali,11,Khemasara,1.8,4.6,0,3.2,9.6
Odisha,Baragarh,Barpali,12,Kumbhari,18.8,9.6,0,120.5,148.9
Odisha,Baragarh,Barpali,13,Kusanpuri,1.4,9,0,19.5,29.9
Odisha,Baragarh,Barpali,14,Lemda,1.6,3.5,0,1.2,6.3
Odisha,Baragarh,Barpali,15,Mahada,1.5,0.3,0,8.9,10.7
Odisha,Baragarh,Barpali,16,Mahulpali,2,4.9,0,4.4,11.3
Odisha,Baragarh,Barpali,17,Patkulunda,27.9,1,0,64.5,93.4
Odisha,Baragarh,Barpali,18,Raxa,5.5,26.8,0,28.6,60.9
Odisha,Baragarh,Barpali,19,Remta,0.9,0.3,0,0.7,1.9
Odisha,Baragarh,Barpali,20,Satalama,13,1.4,0,35.4,49.8
Odisha,Baragarh,Barpali,21,Tileimal,16.1,0.6,0,59.5,76.2
Odisha,Baragarh,Barpali,22,Tinkani,24,2.9,0,33.8,60.7
Odisha,Baragarh,Barpali,23,Tulandi,5.2,10.6,0,11.9,27.7
Odisha,Baragarh,Barpali,,Total,180.2,95.4,0,648.1,923.7
Odisha,Baragarh,Bhatli,1,Bhadigaon,25.2,25.2,0,20.6,71
Odisha,Baragarh,Bhatli,2,Bhatli,21.8,3.7,0,70.4,95.9
Odisha,Baragarh,Bhatli,3,Chadeigaon,9.4,3.5,0,43.4,56.3
Odisha,Baragarh,Bhatli,4,Damalpali,4.7,14.8,0,36.5,56
Odisha,Baragarh,Bhatli,5,Halupali,18.5,5.7,0,40.7,64.9
Odisha,Baragarh,Bhatli,6,Hatisar,10.7,10.8,0,14.5,36
Odisha,Baragarh,Bhatli,7,Kamgaon,10,25.6,0,36.9,72.5
Odisha,Baragarh,Bhatli,8,Kashaipali,23.8,31.3,0,39,94.1
Odisha,Baragarh,Bhatli,9,Kelendupali,36.5,60.7,0,46.2,143.4
Odisha,Baragarh,Bhatli,10,Kharmunda,10.3,7.8,0,16.6,34.7
Odisha,Baragarh,Bhatli,11,Mulbar,47.2,69.9,0,33,150.1
Odisha,Baragarh,Bhatli,12,Narangpur,77.8,207.3,0,52.1,337.2
Odisha,Baragarh,Bhatli,13,Nuagarh,6.1,3.6,0,27.9,37.6
Odisha,Baragarh,Bhatli,14,Sukuda,10.2,7.8,0,27.9,45.9
Odisha,Baragarh,Bhatli,15,Tejagula,11.8,6.8,0,19.7,38.3
Odisha,Baragarh,Bhatli,16,Urduna,6.1,0,0,19.6,25.7
Odisha,Baragarh,Bhatli,,Total,330.1,484.5,0,545,1359.6
Odisha,Baragarh,Bheden,1,Ainlapali,24.4,12.7,0,58.7,95.8
Odisha,Baragarh,Bheden,2,Areigudi,14.6,5.9,0,18.3,38.8
Odisha,Baragarh,Bheden,3,Arjunda,10.1,8.5,0,45.7,64.3
Odisha,Baragarh,Bheden,4,Bakti,19,3.5,0,32.9,55.4
Odisha,Baragarh,Bheden,5,Bheden,8.6,17.4,0,34.4,60.4
Odisha,Baragarh,Bheden,6,Chichinda,22.4,6.1,0,36.3,64.8
Odisha,Baragarh,Bheden,7,Dalab,26.2,15.1,0,10.2,51.5
Odisha,Baragarh,Bheden,8,Deshbhatli,16.8,21.9,0,25.6,64.3
Odisha,Baragarh,Bheden,9,Kubedega,0.3,0.3,0,24.7,25.3
Odisha,Baragarh,Bheden,10,Luhakhandi,21.5,9.7,0,35.5,66.7
Odisha,Baragarh,Bheden,11,Lupursingha,9.6,0.5,0,19.7,29.8
Odisha,Baragarh,Bheden,12,Mahulpali,60.2,9.9,0,26.7,96.8
Odisha,Baragarh,Bheden,13,Manpur,64.2,17.7,0,45.5,127.4
Odisha,Baragarh,Bheden,14,Papanga,18.5,2.9,0,42,63.4
Odisha,Baragarh,Bheden,15,Remunda,38.8,3.3,0.4,68.8,111.3
Odisha,Baragarh,Bheden,16,Reshma,29.5,13.7,0,32.1,75.3
Odisha,Baragarh,Bheden,17,Rusuda,21.9,11.1,0,30.7,63.7
Odisha,Baragarh,Bheden,18,Sankirda,29.4,11,0,35.6,76
Odisha,Baragarh,Bheden,19,Sialkhandtha,29.3,20.5,0,14.4,64.2
Odisha,Baragarh,Bheden,20,Sunalarambha,21.8,5.8,0,39.6,67.2
Odisha,Baragarh,Bheden,21,Talmenda,8.4,4.2,0,57,69.6
Odisha,Baragarh,Bheden,,Total,495.5,201.7,0.4,734.4,1432
Odisha,Baragarh,Bijepur,1,Badabaunsen,37.2,21.7,0,53.2,112.1
Odisha,Baragarh,Bijepur,2,Badbrahmani,5.2,2.4,0,31.2,38.8
Odisha,Baragarh,Bijepur,3,Bairakhapali,1.3,5.2,0,54.1,60.6
Odisha,Baragarh,Bijepur,4,Barmunda,19.7,37.5,0,36.7,93.9
Odisha,Baragarh,Bijepur,5,Beniachal,24.8,11.1,0,31.5,67.4
Odisha,Baragarh,Bijepur,6,Bhatigaon,39.2,19.5,0,70.1,128.8
Odisha,Baragarh,Bijepur,7,Bijepur,0.3,0,0,0.6,0.9
Odisha,Baragarh,Bijepur,8,Budapali,6.4,3,0,37.6,47
Odisha,Baragarh,Bijepur,9,Charpali (New),13.6,11.1,0,26.4,51.1
Odisha,Baragarh,Bijepur,10,Ganthiapali,11.3,3.2,0,40.7,55.2
Odisha,Baragarh,Bijepur,11,Jaring,6.1,3.8,0,38.3,48.2
Odisha,Baragarh,Bijepur,12,Jokhipali,21.2,5.9,0,36.1,63.2
Odisha,Baragarh,Bijepur,13,Kharmunda,21.6,17.5,0,40.6,79.7
Odisha,Baragarh,Bijepur,14,Laumunda,35.4,21.1,0,76.4,132.9
Odisha,Baragarh,Bijepur,15,M.Srigida,13.5,14.3,0,26.9,54.7
Odisha,Baragarh,Bijepur,16,Pada,19,20.4,0,35.6,75
Odisha,Baragarh,Bijepur,17,Pahandi,25.2,27.7,0,27.1,80
Odisha,Baragarh,Bijepur,18,Patharla,20.4,37.6,0,51.2,109.2
Odisha,Baragarh,Bijepur,19,Saipali,23.1,37.9,0,32.9,93.9
Odisha,Baragarh,Bijepur,20,Samaleipadar,3.8,5.3,0,25,34.1
Odisha,Baragarh,Bijepur,21,Sanbausen,40.4,29.3,0,24.5,94.2
Odisha,Baragarh,Bijepur,22,Surubali,8.2,0.5,0,31.7,40.4
Odisha,Baragarh,Bijepur,23,T.Gandpali,30.3,12.5,0,39.7,82.5
Odisha,Baragarh,Bijepur,24,Talpadar,26.5,16.4,0,39.7,82.6
Odisha,Baragarh,Bijepur,,Total,453.7,364.9,0,907.8,1726.4
Odisha,Baragarh,Gaisilet,1,Buromunda,12.1,15,0,19.6,46.7
Odisha,Baragarh,Gaisilet,2,Chantipali,38.9,111,0,67.3,217.2
Odisha,Baragarh,Gaisilet,3,Chikhili,20,18.7,0,49.3,88
Odisha,Baragarh,Gaisilet,4,Dangbahal,0.3,16.2,0,43.8,60.3
Odisha,Baragarh,Gaisilet,5,Firingimal,20.6,66,0,35.1,121.7
Odisha,Baragarh,Gaisilet,6,Gajsilet,46.5,29.2,0,56.9,132.6
Odisha,Baragarh,Gaisilet,7,Ganiapali,19.7,51,0,38.7,109.4
Odisha,Baragarh,Gaisilet,8,Gauramunda,15.7,9.6,0,25.9,51.2
Odisha,Baragarh,Gaisilet,9,Guderpali,4.7,5.4,0,25.4,35.5
Odisha,Baragarh,Gaisilet,10,Jagalpat,8.3,59.2,0,43.4,110.9
Odisha,Baragarh,Gaisilet,11,Jamutpali,20.6,0.6,0,16.1,37.3
Odisha,Baragarh,Gaisilet,12,Kandagad,7.9,44,0,26.9,78.8
Odisha,Baragarh,Gaisilet,13,Katabahal,29.8,20.5,0,18.9,69.2
Odisha,Baragarh,Gaisilet,14,Kathaumal,22.5,18,0,104.7,145.2
Odisha,Baragarh,Gaisilet,15,Kundakhai,8.8,2.9,0,41.6,53.3
Odisha,Baragarh,Gaisilet,16,Raisalpadar,17.9,18.7,0,64,100.6
Odisha,Baragarh,Gaisilet,17,Sandhibahal,13.8,13.6,0,58.1,85.5
Odisha,Baragarh,Gaisilet,18,Sardhapali,15.6,13.1,0,37.3,66
Odisha,Baragarh,Gaisilet,19,Talpali,11.4,40.6,0,53.7,105.7
Odisha,Baragarh,Gaisilet,,Total,335.1,553.3,0,826.7,1715.1
Odisha,Baragarh,Jharbandh,1,Amthi,28.4,7.3,0,41,76.7
Odisha,Baragarh,Jharbandh,2,Bhainsadarha,26,66.2,0,41.6,133.8
Odisha,Baragarh,Jharbandh,3,Bhandarpuri,5.9,106.3,0,36.5,148.7
Odisha,Baragarh,Jharbandh,4,Bilaspur,10.7,254.2,0,40.9,305.8
Odisha,Baragarh,Jharbandh,5,Chandivata,100.3,56.1,0,40,196.4
Odisha,Baragarh,Jharbandh,6,Chotanki,30.9,57.1,0,34.7,122.7
Odisha,Baragarh,Jharbandh,7,Dava,28.7,98.1,0,29.1,155.9
Odisha,Baragarh,Jharbandh,8,Gothuguda,53.6,198.5,0,37.7,289.8
Odisha,Baragarh,Jharbandh,9,Jagdalpur,79.1,109.2,0,71.1,259.4
Odisha,Baragarh,Jharbandh,10,Jharbandh,42.4,92.4,0,69.7,204.5
Odisha,Baragarh,Jharbandh,11,Kandadangar,28,147.1,0,41.1,216.2
Odisha,Baragarh,Jharbandh,12,Kumir,16,42.6,0,60.6,119.2
Odisha,Baragarh,Jharbandh,13,Kurlupali,23.4,59.5,0,31.8,114.7
Odisha,Baragarh,Jharbandh,14,Laudidhara,99.2,95.9,0,73.6,268.7
Odisha,Baragarh,Jharbandh,,Total,572.6,1390.5,0,649.4,2612.5
Odisha,Baragarh,Padampur,1,Barihapali,14.9,18.1,0,45,78
Odisha,Baragarh,Padampur,2,Barikel,58.1,64.9,0,51.3,174.3
Odisha,Baragarh,Padampur,3,Bheunria,28.6,14.4,0,27.7,70.7
Odisha,Baragarh,Padampur,4,Budamal,66.3,38.3,0,51.7,156.3
Odisha,Baragarh,Padampur,5,Buden,44.7,67.1,0,36.7,148.5
Odisha,Baragarh,Padampur,6,Charpali,16.1,23,0,31.6,70.7
Odisha,Baragarh,Padampur,7,Dahigaon,44,25,0,35.4,104.4
Odisha,Baragarh,Padampur,8,Dahita,31.3,38.6,0,53.4,123.3
Odisha,Baragarh,Padampur,9,Dangaghat,7.3,3.6,0,42.6,53.5
Odisha,Baragarh,Padampur,10,Gyan,15.2,7.3,0,37.4,59.9
Odisha,Baragarh,Padampur,11,Jamala,11.4,12.3,0,55.5,79.2
Odisha,Baragarh,Padampur,12,Jamartala,4.7,38.1,0,19,61.8
Odisha,Baragarh,Padampur,13,Kansar,38,98.2,0,32.2,168.4
Odisha,Baragarh,Padampur,14,Kansingha,22.6,62.7,0,49.7,135
Odisha,Baragarh,Padampur,15,Khaliapali,33.7,40,0,95.8,169.5
