Name of the State,Name of the District,Name of the Block,Number of Gram Panchayats,Name of the Gram Panchayat,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19
Odisha,jagatsinghapur,Biridi,15,Manguli,0.410,1.210,0.660,0.140,0.000,0.000,0.800,0.410,0.030
Odisha,jagatsinghapur,Biridi,16,Puran,-1.030,3.820,4.240,0.100,0.000,0.000,4.330,-0.510,0.000
Odisha,jagatsinghapur,Biridi,17,Sadheisasan,0.670,4.140,3.550,0.250,0.000,0.000,3.800,0.340,0.010
Odisha,jagatsinghapur,Biridi,18,Sankhapur,-0.060,7.230,6.890,0.600,0.030,0.000,7.520,-0.290,0.010
Odisha,jagatsinghapur,Biridi,19,Sivapur,0.000,1.130,1.220,0.960,0.070,0.000,2.260,-1.130,0.010
Odisha,jagatsinghapur,Biridi,20,Ukundara,-0.010,3.260,3.130,0.260,0.000,0.000,3.380,-0.130,0.030
Odisha,jagatsinghapur,Biridi,21,Uttarsasan,-0.120,13.090,13.600,0.150,0.010,0.000,13.750,-0.660,0.080
Odisha,jagatsinghapur,Biridi,,Total,1.040,103.360,100.940,12.050,0.660,0.000,113.660,-10.300,0.360
Odisha,jagatsinghapur,Biridi,,Block Level Line Deptt.,-0.070,-0.070,32.510,3.350,0.010,0.000,35.870,-35.940,0.040
Odisha,jagatsinghapur,Biridi,,Po,4.620,66.190,0.000,NA,NA,9.680,9.680,56.510,NA
Odisha,jagatsinghapur,Biridi,,Grand Total,5.600,169.480,133.450,15.400,0.670,9.680,159.210,10.270,0.400
Odisha,jagatsinghapur,Erasama,1,Ambiki,0.270,44.760,6.670,37.520,0.660,0.000,44.850,-0.090,0.220
Odisha,jagatsinghapur,Erasama,2,Baleipur,2.040,2.040,0.780,0.000,0.000,0.000,0.780,1.260,0.040
Odisha,jagatsinghapur,Erasama,3,Balitutha,0.510,0.510,0.530,0.000,0.000,0.000,0.530,-0.020,0.000
Odisha,jagatsinghapur,Erasama,4,Bamadeipur,1.220,1.220,0.650,0.000,0.000,0.000,0.650,0.560,0.030
Odisha,jagatsinghapur,Erasama,5,Bhitarandhari,-0.400,9.980,2.820,10.190,0.190,0.000,13.190,-3.210,0.080
Odisha,jagatsinghapur,Erasama,6,Chatua,0.280,0.280,1.160,0.000,0.000,0.000,1.160,-0.880,0.040
Odisha,jagatsinghapur,Erasama,7,Dhinkia,0.000,0.000,0.390,0.000,0.000,0.000,0.390,-0.390,0.000
Odisha,jagatsinghapur,Erasama,8,Ersama,0.090,2.380,2.570,0.000,0.000,0.000,2.570,-0.190,0.010
Odisha,jagatsinghapur,Erasama,9,Gadabisunpur,1.310,8.320,6.130,3.290,0.060,0.000,9.480,-1.160,0.310
Odisha,jagatsinghapur,Erasama,10,Gadaharishpur,0.640,65.140,23.930,39.000,0.630,0.000,63.560,1.580,0.540
Odisha,jagatsinghapur,Erasama,11,Gadakujanga,0.080,0.080,1.160,0.000,0.000,0.000,1.160,-1.080,0.000
Odisha,jagatsinghapur,Erasama,12,Goda,0.040,15.350,4.230,15.130,0.180,0.000,19.540,-4.190,0.130
Odisha,jagatsinghapur,Erasama,13,Janakdeipur,-3.180,-3.180,0.480,0.000,0.000,0.000,0.480,-3.660,0.010
Odisha,jagatsinghapur,Erasama,14,Japa,3.340,3.340,1.560,12.670,0.250,0.000,14.480,-11.140,0.050
Odisha,jagatsinghapur,Erasama,15,Jirailo,-2.390,-2.390,0.310,0.000,0.000,0.000,0.310,-2.700,0.000
Odisha,jagatsinghapur,Erasama,16,Krushnachandrapur,0.790,0.790,0.340,0.000,0.000,0.000,0.340,0.450,0.040
Odisha,jagatsinghapur,Erasama,17,Kunjakothi,7.350,7.350,0.480,1.780,0.210,0.000,2.480,4.870,0.000
Odisha,jagatsinghapur,Erasama,18,Nardia,-4.880,-4.880,0.610,0.000,0.000,0.000,0.610,-5.500,0.040
Odisha,jagatsinghapur,Erasama,19,Nuadihi,2.750,2.750,0.100,1.760,0.170,0.000,2.030,0.720,0.000
Odisha,jagatsinghapur,Erasama,20,Nuagaon,4.940,4.940,0.680,0.000,0.000,0.000,0.680,4.260,0.000
Odisha,jagatsinghapur,Erasama,21,Padmapur,1.700,92.290,51.710,42.720,0.760,0.000,95.200,-2.910,3.190
Odisha,jagatsinghapur,Erasama,22,Paida,-0.430,17.640,8.410,12.990,0.470,0.000,21.860,-4.220,0.730
Odisha,jagatsinghapur,Erasama,23,Pallikanta,0.270,2.050,2.030,0.000,0.000,0.000,2.030,0.020,0.020
Odisha,jagatsinghapur,Erasama,24,Pokhariapada,0.470,0.470,0.150,0.000,0.000,0.000,0.150,0.310,0.000
Odisha,jagatsinghapur,Erasama,25,Somepur,0.860,0.860,0.330,0.000,0.000,0.000,0.330,0.530,0.000
Odisha,jagatsinghapur,Erasama,,Total,17.670,272.080,118.200,177.040,3.590,0.000,298.830,-26.750,5.490
Odisha,jagatsinghapur,Erasama,,Block Level Line Deptt.,-28.380,-28.380,308.430,219.210,4.290,0.000,531.930,-560.310,6.940
Odisha,jagatsinghapur,Erasama,,Po,1.000,576.580,0.000,NA,NA,21.400,21.400,555.180,NA
Odisha,jagatsinghapur,Erasama,,Grand Total,-9.710,820.280,426.630,396.250,7.880,21.400,852.160,-31.880,12.430
Odisha,jagatsinghapur,Jagatsinghpur,1,Alasudha,0.000,0.000,2.120,0.000,0.000,0.000,2.120,-2.120,0.000
Odisha,jagatsinghapur,Jagatsinghpur,2,Alipingal,0.980,0.980,1.050,0.000,0.000,0.000,1.050,-0.070,0.070
Odisha,jagatsinghapur,Jagatsinghpur,3,Anla,0.370,6.070,8.440,1.770,0.000,0.000,10.200,-4.130,0.220
Odisha,jagatsinghapur,Jagatsinghpur,4,Ayara,1.890,5.160,5.660,0.000,0.000,0.000,5.660,-0.490,0.270
Odisha,jagatsinghapur,Jagatsinghpur,5,Balarampur,0.520,26.540,19.350,12.100,0.000,0.000,31.450,-4.910,0.570
Odisha,jagatsinghapur,Jagatsinghpur,6,Jahanpur,1.790,1.790,2.640,6.250,0.000,0.000,8.890,-7.100,0.080
Odisha,jagatsinghapur,Jagatsinghpur,7,Jankoti,-5.460,-5.460,1.450,3.320,0.000,0.000,4.770,-10.230,0.010
Odisha,jagatsinghapur,Jagatsinghpur,8,Josobantapur,0.590,1.380,3.180,0.000,0.000,0.000,3.180,-1.800,0.130
Odisha,jagatsinghapur,Jagatsinghpur,9,Kaduapada,0.740,0.740,2.770,2.650,0.000,0.000,5.420,-4.680,0.000
Odisha,jagatsinghapur,Jagatsinghpur,10,Kantillo,-1.380,6.980,10.320,0.000,0.000,0.000,10.320,-3.340,0.080
Odisha,jagatsinghapur,Jagatsinghpur,11,Khairanga,1.670,5.510,6.390,1.780,0.000,0.000,8.170,-2.660,0.050
Odisha,jagatsinghapur,Jagatsinghpur,12,Madhusudanpur Sasan,-0.800,-0.380,2.440,1.220,0.000,0.000,3.660,-4.040,0.060
Odisha,jagatsinghapur,Jagatsinghpur,13,Mandasahi,-0.010,23.130,20.590,10.450,0.000,0.000,31.040,-7.910,0.260
Odisha,jagatsinghapur,Jagatsinghpur,14,Mudupur,0.190,0.190,1.700,7.110,0.000,0.000,8.800,-8.610,0.070
Odisha,jagatsinghapur,Jagatsinghpur,15,Odiso,0.080,7.480,6.850,14.090,0.000,0.000,20.940,-13.460,0.070
Odisha,jagatsinghapur,Jagatsinghpur,16,Palasol,0.100,5.150,5.550,4.120,0.000,0.000,9.680,-4.520,0.070
Odisha,jagatsinghapur,Jagatsinghpur,17,Palli,1.750,1.750,3.950,0.000,0.000,0.000,3.950,-2.200,0.000
Odisha,jagatsinghapur,Jagatsinghpur,18,Patasara,0.380,42.000,27.110,15.870,0.000,0.000,42.980,-0.980,0.150
Odisha,jagatsinghapur,Jagatsinghpur,19,Patenigaon,-0.620,10.610,7.770,5.890,0.000,0.000,13.660,-3.050,0.210
Odisha,jagatsinghapur,Jagatsinghpur,20,Piteipur,1.040,1.040,1.210,0.000,0.000,0.000,1.210,-0.170,0.040
Odisha,jagatsinghapur,Jagatsinghpur,21,Punanga,-0.480,0.380,2.720,2.230,0.000,0.000,4.960,-4.580,0.020
Odisha,jagatsinghapur,Jagatsinghpur,22,Rambadeipur,0.670,1.880,5.080,2.150,0.000,0.000,7.230,-5.350,0.020
Odisha,jagatsinghapur,Jagatsinghpur,23,Sabhamul,1.260,7.610,7.820,0.760,0.000,0.000,8.590,-0.980,0.120
Odisha,jagatsinghapur,Jagatsinghpur,24,Salijanga,-2.350,0.620,4.380,2.250,0.000,0.000,6.630,-6.010,0.000
Odisha,jagatsinghapur,Jagatsinghpur,25,Samanga,0.030,0.030,1.540,0.000,0.000,0.000,1.540,-1.510,0.040
Odisha,jagatsinghapur,Jagatsinghpur,26,Sampur,-0.300,24.010,11.980,14.570,0.000,0.000,26.550,-2.540,0.430
Odisha,jagatsinghapur,Jagatsinghpur,27,Singarpur,0.290,2.720,3.830,8.930,0.000,0.000,12.760,-10.040,0.160
Odisha,jagatsinghapur,Jagatsinghpur,28,Taradapada,-1.010,-1.010,1.020,0.000,0.000,0.000,1.020,-2.030,0.000
Odisha,jagatsinghapur,Jagatsinghpur,29,Tartanga,-0.290,9.730,5.560,6.290,0.000,0.000,11.850,-2.120,0.000
Odisha,jagatsinghapur,Jagatsinghpur,30,Thumba Andeisahi,0.450,1.900,4.340,3.780,0.000,0.000,8.120,-6.220,0.030
Odisha,jagatsinghapur,Jagatsinghpur,,Total,2.100,188.530,188.800,127.570,0.000,0.000,316.370,-127.840,3.230
Odisha,jagatsinghapur,Jagatsinghpur,,Block Level Line Deptt.,0.000,0.000,3.010,0.000,0.000,0.000,3.010,-3.010,0.110
Odisha,jagatsinghapur,Jagatsinghpur,,Po,19.430,177.810,0.000,NA,NA,20.850,20.850,156.960,NA
Odisha,jagatsinghapur,Jagatsinghpur,,Grand Total,21.530,366.340,191.810,127.570,0.000,20.850,340.230,26.110,3.340
Odisha,jagatsinghapur,Kujang,1,Agapal,0.000,0.000,2.810,0.620,0.000,0.000,3.430,-3.430,0.070
Odisha,jagatsinghapur,Kujang,2,Badabalikani,0.150,0.410,1.320,0.260,0.000,0.000,1.590,-1.170,0.000
Odisha,jagatsinghapur,Kujang,3,Bagadia,0.700,0.700,2.660,0.000,0.000,0.000,2.660,-1.960,0.030
Odisha,jagatsinghapur,Kujang,4,Bagoi,1.060,1.240,2.980,1.800,0.000,0.000,4.780,-3.540,0.000
Odisha,jagatsinghapur,Kujang,5,Balia,0.440,0.440,5.590,0.850,0.040,0.000,6.480,-6.050,0.010
Odisha,jagatsinghapur,Kujang,6,Banito,-0.070,-0.070,2.250,5.340,0.430,0.000,8.030,-8.100,0.020
Odisha,jagatsinghapur,Kujang,7,Bhutumundei,-1.920,-1.860,3.890,4.510,0.000,0.000,8.400,-10.260,0.040
Odisha,jagatsinghapur,Kujang,8,Biswali,5.470,5.940,3.050,0.470,0.000,0.000,3.520,2.420,0.010
Odisha,jagatsinghapur,Kujang,9,Fatepur,1.090,1.480,2.920,0.200,0.000,0.000,3.120,-1.650,0.050
Odisha,jagatsinghapur,Kujang,10,Gandakipur,0.290,0.290,1.770,0.310,0.000,0.000,2.080,-1.790,0.080
Odisha,jagatsinghapur,Kujang,11,Garei,-0.540,0.310,2.210,0.000,0.000,0.000,2.210,-1.900,0.050
Odisha,jagatsinghapur,Kujang,12,Gopiakuda,0.020,0.020,6.700,0.000,0.000,0.000,6.700,-6.680,0.150
Odisha,jagatsinghapur,Kujang,13,Gorada,1.340,1.340,0.170,0.000,0.000,0.000,0.170,1.170,0.000
Odisha,jagatsinghapur,Kujang,14,Hansura,0.760,0.760,1.160,0.000,0.000,0.000,1.160,-0.390,0.000
Odisha,jagatsinghapur,Kujang,15,Kathakot,0.250,0.250,0.540,0.000,0.000,0.000,0.540,-0.290,0.000
Odisha,jagatsinghapur,Kujang,16,Kothi,-0.450,-0.450,1.210,0.210,0.000,0.000,1.420,-1.870,0.000
Odisha,jagatsinghapur,Kujang,17,Kujanga,-0.050,-0.050,3.200,4.240,0.230,0.000,7.670,-7.720,0.100
Odisha,jagatsinghapur,Kujang,18,Mallasahi,-0.030,-0.030,2.340,0.100,0.000,0.000,2.450,-2.480,0.020
Odisha,jagatsinghapur,Kujang,19,Mangarajpur,3.010,3.010,2.510,0.000,0.000,0.000,2.510,0.500,0.100
Odisha,jagatsinghapur,Kujang,20,Nuagarh,0.310,0.310,3.300,4.290,0.160,0.000,7.750,-7.430,0.000
Odisha,jagatsinghapur,Kujang,21,Pandua,1.030,1.030,5.450,5.940,0.240,0.000,11.630,-10.600,0.060
Odisha,jagatsinghapur,Kujang,22,Pankapal,-0.010,-0.010,5.210,2.540,0.160,0.000,7.920,-7.920,0.100
Odisha,jagatsinghapur,Kujang,23,Paradipgarh,0.130,0.130,2.980,7.290,0.760,0.000,11.020,-10.900,0.020
Odisha,jagatsinghapur,Kujang,24,Patapur,0.480,0.480,4.120,2.520,0.200,0.000,6.840,-6.360,0.020
Odisha,jagatsinghapur,Kujang,25,Potanai,1.540,2.390,5.710,4.490,0.420,0.000,10.630,-8.230,0.020
Odisha,jagatsinghapur,Kujang,26,Sailo,-0.020,-0.020,2.970,0.000,0.000,0.000,2.970,-2.990,0.040
Odisha,jagatsinghapur,Kujang,27,Talapada,0.010,0.010,1.570,0.870,0.000,0.000,2.440,-2.430,0.020
Odisha,jagatsinghapur,Kujang,28,Zillanasi,2.590,2.590,3.970,0.000,0.000,0.000,3.970,-1.370,0.080
Odisha,jagatsinghapur,Kujang,,Total,17.600,20.650,84.560,46.880,2.650,0.000,134.080,-113.440,1.120
Odisha,jagatsinghapur,Kujang,,Block Level Line Deptt.,-13.940,-13.940,33.420,21.140,0.000,0.000,54.560,-68.500,0.690
Odisha,jagatsinghapur,Kujang,,Po,-8.710,142.950,0.000,NA,NA,8.780,8.780,134.170,NA
Odisha,jagatsinghapur,Kujang,,Grand Total,-5.050,149.660,117.980,68.020,2.650,8.780,197.420,-47.770,1.810
Odisha,jagatsinghapur,Naugaon,1,Alana,-4.560,-4.560,1.910,0.000,0.000,0.000,1.910,-6.470,0.000
Odisha,jagatsinghapur,Naugaon,2,Bachhalo,-0.350,-0.350,0.260,0.000,0.000,0.000,0.260,-0.600,0.000
Odisha,jagatsinghapur,Naugaon,3,Bansa,-1.880,-1.880,2.540,2.320,0.000,0.000,4.860,-6.730,0.000
Odisha,jagatsinghapur,Naugaon,4,Dabar,-0.250,-0.250,1.580,0.310,0.000,0.000,1.890,-2.140,0.000
Odisha,jagatsinghapur,Naugaon,5,Deriki,-0.150,-0.150,0.340,0.000,0.000,0.000,0.340,-0.490,0.000
Odisha,jagatsinghapur,Naugaon,6,Gajarajpur,-0.110,0.730,1.650,1.200,0.000,0.000,2.840,-2.110,0.000
Odisha,jagatsinghapur,Naugaon,7,Galadhari,-0.210,-0.210,1.360,2.500,0.000,0.000,3.860,-4.070,0.000
Odisha,jagatsinghapur,Naugaon,8,Ghodanso,-0.350,-0.350,3.780,3.820,0.000,0.000,7.600,-7.950,0.000
Odisha,jagatsinghapur,Naugaon,9,Jamugan,-0.040,-0.040,4.160,3.390,0.000,0.000,7.540,-7.580,0.000
Odisha,jagatsinghapur,Naugaon,10,Korua,-0.590,-0.590,0.280,0.000,0.000,0.000,0.280,-0.870,0.000
Odisha,jagatsinghapur,Naugaon,11,Naugan,-0.100,-0.100,1.200,0.350,0.000,0.000,1.550,-1.650,0.000
Odisha,jagatsinghapur,Naugaon,12,Nuagan,-1.450,-1.450,1.200,3.530,0.000,0.000,4.730,-6.180,0.000
Odisha,jagatsinghapur,Naugaon,13,Oskana,-0.580,-0.580,1.030,0.000,0.000,0.000,1.030,-1.610,0.000
Odisha,jagatsinghapur,Naugaon,14,Rohia,-0.300,-0.300,3.210,0.290,0.000,0.000,3.500,-3.800,0.090
Odisha,jagatsinghapur,Naugaon,15,Sikhar,-0.220,-0.220,1.790,2.930,0.000,0.000,4.720,-4.940,0.000
Odisha,jagatsinghapur,Naugaon,16,Tiruna,-0.270,-0.270,4.110,0.980,0.000,0.000,5.080,-5.360,0.000
Odisha,jagatsinghapur,Naugaon,,Total,-11.390,-10.550,30.380,21.620,0.000,0.000,52.000,-62.550,0.090
Odisha,jagatsinghapur,Naugaon,,Block Level Line Deptt.,-1.550,-1.550,6.980,2.300,0.000,0.000,9.270,-10.820,0.000
Odisha,jagatsinghapur,Naugaon,,Po,0.000,64.020,0.000,NA,NA,6.210,6.210,57.810,NA
Odisha,jagatsinghapur,Naugaon,,Grand Total,-12.940,51.920,37.360,23.920,0.000,6.210,67.480,-15.560,0.090
Odisha,jagatsinghapur,Raghunathpur,1,Adheikul,-0.740,-0.740,0.820,2.240,0.000,0.000,3.060,-3.800,0.050
Odisha,jagatsinghapur,Raghunathpur,2,Baragol,0.000,0.000,3.700,0.970,0.000,0.000,4.670,-4.670,0.030
Odisha,jagatsinghapur,Raghunathpur,3,Bidyadharpur,-0.830,-0.830,0.270,0.000,0.000,0.000,0.270,-1.100,0.000
Odisha,jagatsinghapur,Raghunathpur,4,Chhapada,-3.580,-3.580,2.710,3.440,0.000,0.000,6.150,-9.730,0.130
Odisha,jagatsinghapur,Raghunathpur,5,Chikinia,-2.130,-2.130,0.550,0.290,0.000,0.000,0.840,-2.970,0.000
Odisha,jagatsinghapur,Raghunathpur,6,Dharadharpur,0.660,0.660,13.090,0.390,0.000,0.000,13.480,-12.820,0.050
Odisha,jagatsinghapur,Raghunathpur,7,Eradanga,-0.900,-0.900,1.190,4.380,0.000,0.000,5.570,-6.470,0.020
Odisha,jagatsinghapur,Raghunathpur,8,Gualipur,2.460,2.460,0.800,2.400,0.000,0.000,3.200,-0.740,0.000
Odisha,jagatsinghapur,Raghunathpur,9,Jagannathpur,1.670,1.820,1.480,0.090,0.000,0.000,1.560,0.260,0.050
Odisha,jagatsinghapur,Raghunathpur,10,Jaisol,0.400,1.190,6.030,0.000,0.000,0.000,6.030,-4.830,0.210
Odisha,jagatsinghapur,Raghunathpur,11,Puruna Basanta,1.620,1.620,0.640,0.000,0.000,0.000,0.640,0.980,0.000
Odisha,jagatsinghapur,Raghunathpur,12,Puruna Odapada,1.120,1.250,0.580,0.150,0.000,0.000,0.720,0.520,0.000
Odisha,jagatsinghapur,Raghunathpur,13,Radhanga,-0.320,-0.320,1.870,2.010,0.000,0.000,3.880,-4.210,0.000
Odisha,jagatsinghapur,Raghunathpur,14,Raghunathpur,-1.350,-1.350,0.430,0.180,0.000,0.000,0.610,-1.960,0.020
Odisha,jagatsinghapur,Raghunathpur,15,Redhua,-1.060,-1.060,7.280,3.770,0.000,0.000,11.050,-12.110,0.100
Odisha,jagatsinghapur,Raghunathpur,16,Sadeipur,-4.020,-4.020,1.460,0.000,0.000,0.000,1.460,-5.470,0.040
Odisha,jagatsinghapur,Raghunathpur,17,Tanra,0.910,1.480,1.440,3.100,0.000,0.000,4.540,-3.060,0.000
Odisha,jagatsinghapur,Raghunathpur,18,Tarapur,0.580,0.580,3.620,0.090,0.000,0.000,3.710,-3.120,0.110
Odisha,jagatsinghapur,Raghunathpur,19,Tarikund,0.670,0.670,0.640,0.720,0.000,0.000,1.360,-0.700,0.040
Odisha,jagatsinghapur,Raghunathpur,,Total,-4.820,-3.180,48.600,24.220,0.000,0.000,72.830,-76.000,0.860
Odisha,jagatsinghapur,Raghunathpur,,Block Level Line Deptt.,-4.370,-4.370,37.200,0.190,0.000,0.000,37.390,-41.760,0.700
Odisha,jagatsinghapur,Raghunathpur,,Po,-55.740,65.780,0.000,NA,NA,6.440,6.440,59.340,NA
Odisha,jagatsinghapur,Raghunathpur,,Grand Total,-64.930,58.230,85.800,24.410,0.000,6.440,116.660,-58.420,1.560
Odisha,jagatsinghapur,Tirtol,1,Amberi,0.870,0.870,0.430,0.000,0.000,0.000,0.430,0.440,0.010
Odisha,jagatsinghapur,Tirtol,2,Biritol,-1.110,20.540,23.390,0.360,0.000,0.000,23.750,-3.210,0.140
Odisha,jagatsinghapur,Tirtol,3,Bishunpur,-0.420,0.490,2.440,0.000,0.000,0.000,2.440,-1.950,0.000
Odisha,jagatsinghapur,Tirtol,4,Bodhei,2.380,2.380,1.210,0.000,0.000,0.000,1.210,1.170,0.000
Odisha,jagatsinghapur,Tirtol,5,Dainlo,-0.050,-0.050,2.860,0.000,0.000,0.000,2.860,-2.910,0.020
Odisha,jagatsinghapur,Tirtol,6,Garam,4.920,8.780,9.510,2.670,0.020,0.000,12.200,-3.420,1.840
Odisha,jagatsinghapur,Tirtol,7,Gobindapur,-0.630,-0.630,1.260,0.000,0.000,0.000,1.260,-1.890,0.000
Odisha,jagatsinghapur,Tirtol,8,gopalpur,-3.530,37.490,43.380,0.580,0.000,0.000,43.970,-6.470,0.500
Odisha,jagatsinghapur,Tirtol,9,gopalpur (s),3.890,8.170,7.420,0.440,0.010,0.000,7.870,0.300,0.100
Odisha,jagatsinghapur,Tirtol,10,Ibrisingh,0.010,0.010,0.530,0.000,0.000,0.000,0.530,-0.520,0.040
Odisha,jagatsinghapur,Tirtol,11,Jadatira,-0.090,-0.090,1.780,0.000,0.000,0.000,1.780,-1.870,0.000
Odisha,jagatsinghapur,Tirtol,12,jagannathpur,-1.890,-1.890,3.720,0.120,0.000,0.000,3.840,-5.730,0.040
Odisha,jagatsinghapur,Tirtol,13,Kanakpur,1.090,3.340,3.130,0.360,0.000,0.000,3.490,-0.150,0.030
Odisha,jagatsinghapur,Tirtol,14,Kanimula,3.880,3.880,2.810,2.260,0.270,0.000,5.330,-1.450,2.580
Odisha,jagatsinghapur,Tirtol,15,Katara,5.010,5.450,0.680,1.150,0.020,0.000,1.850,3.600,0.000
Odisha,jagatsinghapur,Tirtol,16,Kolar,-8.320,-7.530,3.380,2.160,0.300,0.000,5.840,-13.370,0.050
Odisha,jagatsinghapur,Tirtol,17,kostimallikapur,-2.470,0.720,6.850,0.160,0.000,0.000,7.010,-6.290,0.000
Odisha,jagatsinghapur,Tirtol,18,krushnanandpur,-0.620,-0.620,2.010,0.000,0.000,0.000,2.010,-2.620,0.080
Odisha,jagatsinghapur,Tirtol,19,Manijanga,-0.010,-0.010,1.100,0.000,0.000,0.000,1.100,-1.110,0.010
Odisha,jagatsinghapur,Tirtol,20,Mulisingh,7.500,30.940,26.510,3.820,0.450,0.000,30.790,0.150,0.290
Odisha,jagatsinghapur,Tirtol,21,Patilo,1.500,2.910,2.340,0.000,0.000,0.000,2.340,0.580,0.230
Odisha,jagatsinghapur,Tirtol,22,Pippalmadhab,0.000,0.000,1.310,0.180,0.000,0.000,1.480,-1.480,0.030
Odisha,jagatsinghapur,Tirtol,23,Poragadei,1.920,1.920,1.000,4.180,0.050,0.000,5.230,-3.310,0.000
Odisha,jagatsinghapur,Tirtol,24,Samantarapur,-0.100,3.920,7.820,0.090,0.000,0.000,7.910,-3.990,0.010
Odisha,jagatsinghapur,Tirtol,25,Sanara,-0.660,23.620,24.280,0.000,0.000,0.000,24.280,-0.660,1.930
Odisha,jagatsinghapur,Tirtol,26,Tarajanga,-0.080,-0.080,4.510,1.290,0.010,0.000,5.810,-5.890,0.070
Odisha,jagatsinghapur,Tirtol,27,Tentulipada,0.000,0.000,1.650,0.170,0.000,0.000,1.820,-1.820,0.000
Odisha,jagatsinghapur,Tirtol,28,Tirtol,0.450,0.450,1.330,4.470,0.000,0.000,5.800,-5.350,0.010
Odisha,jagatsinghapur,Tirtol,29,Tulanga,7.160,33.510,26.460,0.000,0.000,0.000,26.460,7.050,1.470
Odisha,jagatsinghapur,Tirtol,,Total,20.590,178.490,215.080,24.460,1.120,0.000,240.680,-62.180,9.490
Odisha,jagatsinghapur,Tirtol,,Block Level Line Deptt.,4.040,4.040,9.920,0.000,0.000,0.000,9.920,-5.880,0.150
Odisha,jagatsinghapur,Tirtol,,Po,-2.430,111.700,0.000,NA,NA,15.570,15.570,96.130,NA
Odisha,jagatsinghapur,Tirtol,,Grand Total,22.200,294.230,225.000,24.460,1.120,15.570,266.170,28.070,9.640
Odisha,Kendrapara,Aul,1,Aradanga,0.000,4.620,7.410,2.280,0.000,0.000,9.690,-5.070,0.040
Odisha,Kendrapara,Aul,2,Aragal,0.000,0.020,7.530,8.550,0.000,0.000,16.070,-16.050,0.010
Odisha,Kendrapara,Aul,3,Arehikana,0.000,0.000,4.930,4.310,0.000,0.000,9.240,-9.240,0.050
Odisha,Kendrapara,Aul,4,Atala,0.000,0.660,1.530,0.050,0.000,0.000,1.580,-0.930,0.010
Odisha,Kendrapara,Aul,5,Badambila,0.000,0.100,8.950,6.510,0.000,0.000,15.460,-15.360,0.090
Odisha,Kendrapara,Aul,6,Balakati,0.000,0.590,5.780,6.350,0.000,0.000,12.140,-11.550,0.030
Odisha,Kendrapara,Aul,7,Batipada,0.000,3.930,4.390,1.760,0.000,0.000,6.150,-2.210,0.000
Odisha,Kendrapara,Aul,8,Bhuin Pur,0.000,2.290,6.360,4.710,0.000,0.000,11.070,-8.790,0.010
Odisha,Kendrapara,Aul,9,Chandia Gadi,0.000,5.990,9.160,6.560,0.000,0.000,15.720,-9.730,0.260
Odisha,Kendrapara,Aul,10,Dasipur,0.000,0.000,1.730,1.350,0.000,0.000,3.080,-3.080,0.000
Odisha,Kendrapara,Aul,11,Demal,0.000,3.960,13.450,0.240,0.000,0.000,13.680,-9.720,0.080
Odisha,Kendrapara,Aul,12,Desahi,0.000,3.710,6.250,4.480,0.000,0.000,10.730,-7.020,0.080
Odisha,Kendrapara,Aul,13,Dimiripala,0.000,1.170,3.510,1.670,0.000,0.000,5.170,-4.000,0.070
Odisha,Kendrapara,Aul,14,Ekmania,0.000,0.000,3.040,2.480,0.000,0.000,5.530,-5.530,0.150
Odisha,Kendrapara,Aul,15,Gobindpur,0.000,13.230,11.250,5.940,0.000,0.000,17.180,-3.950,0.030
Odisha,Kendrapara,Aul,16,Juania,0.000,0.350,1.020,0.000,0.000,0.000,1.020,-0.680,0.000
Odisha,Kendrapara,Aul,17,Kalash Pur,0.000,4.160,12.160,14.300,0.000,0.000,26.460,-22.300,0.050
Odisha,Kendrapara,Aul,18,Ketuapala,0.000,1.630,4.330,0.280,0.000,0.000,4.610,-2.980,0.020
Odisha,Kendrapara,Aul,19,Kolidiha,0.000,1.040,4.890,0.030,0.000,0.000,4.920,-3.890,0.020
Odisha,Kendrapara,Aul,20,Mahu,0.000,0.140,2.970,0.000,0.000,0.000,2.970,-2.830,0.070
Odisha,Kendrapara,Aul,21,Manikapatana,0.000,0.110,1.950,2.600,0.000,0.000,4.550,-4.440,0.000
Odisha,Kendrapara,Aul,22,Mendha Pur,0.000,1.640,16.590,4.620,0.000,0.000,21.220,-19.580,0.230
Odisha,Kendrapara,Aul,23,Narendra Pur,0.000,0.000,10.840,2.540,0.000,0.000,13.380,-13.380,0.000
Odisha,Kendrapara,Aul,24,Niala,0.000,0.860,7.410,2.950,0.000,0.000,10.360,-9.500,0.130
Odisha,Kendrapara,Aul,25,Nuapada,0.000,0.000,2.700,0.000,0.000,0.000,2.700,-2.700,0.040
Odisha,Kendrapara,Aul,26,Padanipala,0.000,0.430,4.790,8.010,0.000,0.000,12.800,-12.370,0.000
Odisha,Kendrapara,Aul,27,Palimi,0.000,0.000,1.000,0.000,0.000,0.000,1.000,-1.000,0.000
Odisha,Kendrapara,Aul,28,Patra Pur,0.000,0.460,9.130,4.370,0.000,0.000,13.500,-13.040,0.000
