g_ac_id,g_ac,g_block,g_gp,g_district,g_pc,g_match_id
65,65 sonepur,dunguripali,mayabarha,Sonepur,bolangir,2959
65,65 sonepur,dunguripali,pandakital- naikenpali,Sonepur,bolangir,2960
65,65 sonepur,dunguripali,rampur,Sonepur,bolangir,2961
65,65 sonepur,dunguripali,sahala,Sonepur,bolangir,2962
65,65 sonepur,dunguripali,samaleichuan,Sonepur,bolangir,2963
65,65 sonepur,dunguripali,sargul,Sonepur,bolangir,2964
65,65 sonepur,dunguripali,sukha,Sonepur,bolangir,2965
65,65 sonepur,dunguripali,sunapali,Sonepur,bolangir,2966
65,65 sonepur,dunguripali,tamamura,Sonepur,bolangir,2967
65,65 sonepur,dunguripali,tangerkarley,Sonepur,bolangir,2968
65,65 sonepur,binka,julunda,Sonepur,bolangir,2969
65,65 sonepur,binka,mahada,Sonepur,bolangir,2970
65,65 sonepur,binka,kuhibahal,Sonepur,bolangir,2971
66,66 loisingha (sc),agalpur,agalpur,bolangir,bolangir,2971
66,66 loisingha (sc),agalpur,babufasad,bolangir,bolangir,2972
66,66 loisingha (sc),agalpur,badtika,bolangir,bolangir,2973
66,66 loisingha (sc),agalpur,bakti,bolangir,bolangir,2974
66,66 loisingha (sc),agalpur,bendra,bolangir,bolangir,2975
66,66 loisingha (sc),agalpur,bharsuja,bolangir,bolangir,2976
66,66 loisingha (sc),agalpur,budula,bolangir,bolangir,2977
66,66 loisingha (sc),agalpur,duduka,bolangir,bolangir,2978
66,66 loisingha (sc),agalpur,jharanipali,bolangir,bolangir,2979
66,66 loisingha (sc),agalpur,kutasingha,bolangir,bolangir,2980
66,66 loisingha (sc),agalpur,luhuramunda,bolangir,bolangir,2981
66,66 loisingha (sc),agalpur,mursundhi,bolangir,bolangir,2982
66,66 loisingha (sc),agalpur,nagaon-a,bolangir,bolangir,2983
66,66 loisingha (sc),agalpur,nagaon-b,bolangir,bolangir,2984
66,66 loisingha (sc),agalpur,nuniapali,bolangir,bolangir,2985
66,66 loisingha (sc),agalpur,patuapali,bolangir,bolangir,2986
66,66 loisingha (sc),agalpur,rinbachan,bolangir,bolangir,2987
66,66 loisingha (sc),agalpur,roth,bolangir,bolangir,2988
66,66 loisingha (sc),agalpur,salebhata,bolangir,bolangir,2989
66,66 loisingha (sc),agalpur,uperbahal,bolangir,bolangir,2990
66,66 loisingha (sc),loisingha,badibahal,bolangir,bolangir,2991
66,66 loisingha (sc),loisingha,badimunda,bolangir,bolangir,2992
66,66 loisingha (sc),loisingha,banipali,bolangir,bolangir,2993
66,66 loisingha (sc),loisingha,budhipadar,bolangir,bolangir,2994
66,66 loisingha (sc),loisingha,burda,bolangir,bolangir,2995
66,66 loisingha (sc),loisingha,dunguripali,bolangir,bolangir,2996
66,66 loisingha (sc),loisingha,hirapur,bolangir,bolangir,2997
66,66 loisingha (sc),loisingha,jharmunda,bolangir,bolangir,2998
66,66 loisingha (sc),loisingha,jogisurda,bolangir,bolangir,2999
66,66 loisingha (sc),loisingha,kandajuri,bolangir,bolangir,3000
66,66 loisingha (sc),loisingha,kusang,bolangir,bolangir,3001
66,66 loisingha (sc),loisingha,kusmel,bolangir,bolangir,3002
66,66 loisingha (sc),loisingha,kutenpali,bolangir,bolangir,3003
66,66 loisingha (sc),loisingha,loisingha,bolangir,bolangir,3004
66,66 loisingha (sc),loisingha,magurbeda,bolangir,bolangir,3005
66,66 loisingha (sc),loisingha,ratakhandi,bolangir,bolangir,3006
66,66 loisingha (sc),loisingha,rengali,bolangir,bolangir,3007
66,66 loisingha (sc),loisingha,sargad,bolangir,bolangir,3008
66,66 loisingha (sc),loisingha,taliudar,bolangir,bolangir,3009
66,66 loisingha (sc),loisingha,uperbahal,bolangir,bolangir,3010
66,66 loisingha (sc),puintala,ainlasari,bolangir,bolangir,3011
66,66 loisingha (sc),puintala,ankriapadar,bolangir,bolangir,3012
66,66 loisingha (sc),puintala,atgaon,bolangir,bolangir,3013
66,66 loisingha (sc),puintala,bahalpadar,bolangir,bolangir,3014
66,66 loisingha (sc),puintala,bairasar,bolangir,bolangir,3015
66,66 loisingha (sc),puintala,bandhpada,bolangir,bolangir,3016
66,66 loisingha (sc),puintala,bhaler,bolangir,bolangir,3017
66,66 loisingha (sc),puintala,bileisarda,bolangir,bolangir,3018
66,66 loisingha (sc),puintala,bubel,bolangir,bolangir,3019
66,66 loisingha (sc),puintala,chhatamakhna,bolangir,bolangir,3020
66,66 loisingha (sc),puintala,chhatapipal,bolangir,bolangir,3021
66,66 loisingha (sc),puintala,daspur,bolangir,bolangir,3022
66,66 loisingha (sc),puintala,durgapali,bolangir,bolangir,3023
66,66 loisingha (sc),puintala,gaintala,bolangir,bolangir,3024
66,66 loisingha (sc),puintala,jamgaon,bolangir,bolangir,3025
66,66 loisingha (sc),puintala,khaliapali,bolangir,bolangir,3026
66,66 loisingha (sc),puintala,kurul,bolangir,bolangir,3027
66,66 loisingha (sc),puintala,lukapada,bolangir,bolangir,3028
66,66 loisingha (sc),puintala,mahimunda,bolangir,bolangir,3029
66,66 loisingha (sc),puintala,malmunda,bolangir,bolangir,3030
66,66 loisingha (sc),puintala,patharla(talgaj),bolangir,bolangir,3031
66,66 loisingha (sc),puintala,pipirda,bolangir,bolangir,3032
66,66 loisingha (sc),puintala,puintala,bolangir,bolangir,3033
66,66 loisingha (sc),puintala,randa,bolangir,bolangir,3034
66,66 loisingha (sc),puintala,sauntpur,bolangir,bolangir,3035
67,67 patnagarh,patnagarh,balipata,bolangir,bolangir,3036
67,67 patnagarh,patnagarh,baneimunda,bolangir,bolangir,3037
67,67 patnagarh,patnagarh,barpadar,bolangir,bolangir,3038
67,67 patnagarh,patnagarh,batharla,bolangir,bolangir,3039
67,67 patnagarh,patnagarh,bhainsa,bolangir,bolangir,3040
67,67 patnagarh,patnagarh,bharatbahal,bolangir,bolangir,3041
67,67 patnagarh,patnagarh,dangabahal,bolangir,bolangir,3042
67,67 patnagarh,patnagarh,deulgaon,bolangir,bolangir,3043
67,67 patnagarh,patnagarh,dhatuk,bolangir,bolangir,3044
67,67 patnagarh,patnagarh,dhubalpada,bolangir,bolangir,3045
67,67 patnagarh,patnagarh,gangasagar,bolangir,bolangir,3046
67,67 patnagarh,patnagarh,gerda,bolangir,bolangir,3047
67,67 patnagarh,patnagarh,ghasian,bolangir,bolangir,3048
67,67 patnagarh,patnagarh,ghuchepali,bolangir,bolangir,3049
67,67 patnagarh,patnagarh,jogimunda,bolangir,bolangir,3050
67,67 patnagarh,patnagarh,kendumundi,bolangir,bolangir,3051
67,67 patnagarh,patnagarh,kerbeda,bolangir,bolangir,3052
67,67 patnagarh,patnagarh,khuntsamlei,bolangir,bolangir,3053
67,67 patnagarh,patnagarh,khursel,bolangir,bolangir,3054
67,67 patnagarh,patnagarh,larambha,bolangir,bolangir,3055
67,67 patnagarh,patnagarh,maruan,bolangir,bolangir,3056
67,67 patnagarh,patnagarh,mundomahul,bolangir,bolangir,3057
67,67 patnagarh,patnagarh,pandamunda,bolangir,bolangir,3058
67,67 patnagarh,patnagarh,phatamunda,bolangir,bolangir,3059
67,67 patnagarh,patnagarh,salepali,bolangir,bolangir,3060
67,67 patnagarh,patnagarh,solbandh,bolangir,bolangir,3061
67,67 patnagarh,patnagarh,sunamudi,bolangir,bolangir,3062
67,67 patnagarh,patnagarh,tamian,bolangir,bolangir,3063
67,67 patnagarh,patnagarh,tendapadar,bolangir,bolangir,3064
67,67 patnagarh,patnagarh,ulba,bolangir,bolangir,3065
67,67 patnagarh,khaprakhol,baghmund,bolangir,bolangir,3066
67,67 patnagarh,khaprakhol,bender,bolangir,bolangir,3067
67,67 patnagarh,khaprakhol,bhanpur,bolangir,bolangir,3068
67,67 patnagarh,khaprakhol,changria,bolangir,bolangir,3069
67,67 patnagarh,khaprakhol,dameipali,bolangir,bolangir,3070
67,67 patnagarh,khaprakhol,dhandamunda,bolangir,bolangir,3071
67,67 patnagarh,khaprakhol,ghunsar,bolangir,bolangir,3072
67,67 patnagarh,khaprakhol,karuanjhar,bolangir,bolangir,3073
67,67 patnagarh,khaprakhol,khaprakhol,bolangir,bolangir,3074
67,67 patnagarh,khaprakhol,lathor,bolangir,bolangir,3075
67,67 patnagarh,khaprakhol,luhasingha,bolangir,bolangir,3076
67,67 patnagarh,khaprakhol,maharapadar,bolangir,bolangir,3077
67,67 patnagarh,khaprakhol,malpara,bolangir,bolangir,3078
67,67 patnagarh,khaprakhol,matiabhata,bolangir,bolangir,3079
67,67 patnagarh,khaprakhol,nandupala,bolangir,bolangir,3080
67,67 patnagarh,khaprakhol,padiabahal,bolangir,bolangir,3081
67,67 patnagarh,khaprakhol,rengali,bolangir,bolangir,3082
67,67 patnagarh,khaprakhol,sahajpani,bolangir,bolangir,3083
67,67 patnagarh,khaprakhol,tankapani,bolangir,bolangir,3084
67,67 patnagarh,khaprakhol,telenpali,bolangir,bolangir,3085
67,67 patnagarh,khaprakhol,udiapali,bolangir,bolangir,3086
67,67 patnagarh,belpara,bagdor,bolangir,bolangir,3087
67,67 patnagarh,belpara,bahabal,bolangir,bolangir,3088
67,67 patnagarh,belpara,balikhamar,bolangir,bolangir,3089
67,67 patnagarh,belpara,beheramunda,bolangir,bolangir,3090
67,67 patnagarh,belpara,belpada,bolangir,bolangir,3091
67,67 patnagarh,belpara,bharuapali,bolangir,bolangir,3092
67,67 patnagarh,belpara,darlipali,bolangir,bolangir,3093
67,67 patnagarh,belpara,dhumabhata,bolangir,bolangir,3094
67,67 patnagarh,belpara,gambhari,bolangir,bolangir,3095
67,67 patnagarh,belpara,ghagurli,bolangir,bolangir,3096
67,67 patnagarh,belpara,juba,bolangir,bolangir,3097
67,67 patnagarh,belpara,kandhenjhula,bolangir,bolangir,3098
67,67 patnagarh,belpara,kanut,bolangir,bolangir,3099
67,67 patnagarh,belpara,kapani,bolangir,bolangir,3100
67,67 patnagarh,belpara,madhyapur,bolangir,bolangir,3101
67,67 patnagarh,belpara,mandal,bolangir,bolangir,3102
67,67 patnagarh,belpara,nunhad,bolangir,bolangir,3103
67,67 patnagarh,belpara,pandrijore,bolangir,bolangir,3104
67,67 patnagarh,belpara,parlimal,bolangir,bolangir,3105
67,67 patnagarh,belpara,salendi,bolangir,bolangir,3106
67,67 patnagarh,belpara,sarmuhan,bolangir,bolangir,3107
67,67 patnagarh,belpara,sihini,bolangir,bolangir,3108
67,67 patnagarh,belpara,sulekela,bolangir,bolangir,3109
67,67 patnagarh,belpara,tentelmunda,bolangir,bolangir,3110
68,68 bolangir,bolangir,baidipali,bolangir,bolangir,3112
68,68 bolangir,bolangir,barapudugia,bolangir,bolangir,3113
68,68 bolangir,bolangir,barkani,bolangir,bolangir,3114
68,68 bolangir,bolangir,bhundimuhan,bolangir,bolangir,3115
68,68 bolangir,bolangir,bhutiarbahal,bolangir,bolangir,3116
68,68 bolangir,bolangir,bidighat,bolangir,bolangir,3117
68,68 bolangir,bolangir,chandanbhati,bolangir,bolangir,3118
68,68 bolangir,bolangir,chikalbahal,bolangir,bolangir,3119
68,68 bolangir,bolangir,chudapali,bolangir,bolangir,3120
68,68 bolangir,bolangir,jhankarpali,bolangir,bolangir,3121
68,68 bolangir,bolangir,khaliapali,bolangir,bolangir,3122
68,68 bolangir,bolangir,khujenpali,bolangir,bolangir,3123
68,68 bolangir,bolangir,khuntpali,bolangir,bolangir,3124
68,68 bolangir,bolangir,kudasingha,bolangir,bolangir,3125
68,68 bolangir,bolangir,kutumdola,bolangir,bolangir,3126
68,68 bolangir,bolangir,madhiapali,bolangir,bolangir,3127
68,68 bolangir,bolangir,manhira,bolangir,bolangir,3128
68,68 bolangir,bolangir,mayabarha,bolangir,bolangir,3129
68,68 bolangir,bolangir,mirdhapali,bolangir,bolangir,3130
68,68 bolangir,bolangir,sadeipali,bolangir,bolangir,3131
68,68 bolangir,bolangir,sahajbahal,bolangir,bolangir,3132
68,68 bolangir,bolangir,sakma,bolangir,bolangir,3133
68,68 bolangir,bolangir,sibtala,bolangir,bolangir,3134
68,68 bolangir,bolangir,sikachhida,bolangir,bolangir,3135
68,68 bolangir,bolangir,tusrabahal,bolangir,bolangir,3136
68,68 bolangir,deogaon,arjunpur,bolangir,bolangir,3137
68,68 bolangir,deogaon,badbahal,bolangir,bolangir,3138
68,68 bolangir,deogaon,badbandh,bolangir,bolangir,3139
68,68 bolangir,deogaon,bandhpara,bolangir,bolangir,3140
68,68 bolangir,deogaon,brahmanijore,bolangir,bolangir,3141
68,68 bolangir,deogaon,deogaon,bolangir,bolangir,3142
68,68 bolangir,deogaon,desandh,bolangir,bolangir,3143
68,68 bolangir,deogaon,dhandamal,bolangir,bolangir,3144
68,68 bolangir,deogaon,dumerpita,bolangir,bolangir,3145
68,68 bolangir,deogaon,gaibahal,bolangir,bolangir,3146
68,68 bolangir,deogaon,gourgoth,bolangir,bolangir,3147
68,68 bolangir,deogaon,gudkhapala,bolangir,bolangir,3148
68,68 bolangir,deogaon,hatisara,bolangir,bolangir,3149
68,68 bolangir,deogaon,jarasingha,bolangir,bolangir,3150
68,68 bolangir,deogaon,kultapada,bolangir,bolangir,3151
68,68 bolangir,deogaon,kuturla,bolangir,bolangir,3152
68,68 bolangir,deogaon,landapathar,bolangir,bolangir,3153
68,68 bolangir,deogaon,mahalei,bolangir,bolangir,3154
68,68 bolangir,deogaon,makundpur,bolangir,bolangir,3155
68,68 bolangir,deogaon,ramchandrapur,bolangir,bolangir,3156
68,68 bolangir,deogaon,salepali,bolangir,bolangir,3157
68,68 bolangir,deogaon,sarasmal,bolangir,bolangir,3158
68,68 bolangir,deogaon,sikuan,bolangir,bolangir,3159
68,68 bolangir,deogaon,singhanmunda,bolangir,bolangir,3160
68,68 bolangir,deogaon,sirabahal(udar),bolangir,bolangir,3161
68,68 bolangir,deogaon,uperjhar,bolangir,bolangir,3162
69,69 titlagarh,titlagarh,adabahal,bolangir,bolangir,3163
69,69 titlagarh,titlagarh,bandupala,bolangir,bolangir,3164
69,69 titlagarh,titlagarh,banjipadar,bolangir,bolangir,3165
69,69 titlagarh,titlagarh,bhalegaon,bolangir,bolangir,3166
69,69 titlagarh,titlagarh,bijepur,bolangir,bolangir,3167
69,69 titlagarh,titlagarh,binekela,bolangir,bolangir,3168
69,69 titlagarh,titlagarh,digsira,bolangir,bolangir,3169
69,69 titlagarh,titlagarh,ghantbahali,bolangir,bolangir,3170
69,69 titlagarh,titlagarh,ghodar,bolangir,bolangir,3171
69,69 titlagarh,titlagarh,jagua,bolangir,bolangir,3172
69,69 titlagarh,titlagarh,katarkela,bolangir,bolangir,3173
69,69 titlagarh,titlagarh,kholan,bolangir,bolangir,3174
69,69 titlagarh,titlagarh,kursud,bolangir,bolangir,3175
69,69 titlagarh,titlagarh,kuskela,bolangir,bolangir,3176
69,69 titlagarh,titlagarh,luthurbandh,bolangir,bolangir,3177
69,69 titlagarh,titlagarh,mahulpada,bolangir,bolangir,3178
69,69 titlagarh,titlagarh,manigaon,bolangir,bolangir,3179
69,69 titlagarh,titlagarh,marlad,bolangir,bolangir,3180
69,69 titlagarh,titlagarh,naren,bolangir,bolangir,3181
69,69 titlagarh,titlagarh,parasara,bolangir,bolangir,3182
69,69 titlagarh,titlagarh,sagadghat,bolangir,bolangir,3183
69,69 titlagarh,titlagarh,sihini,bolangir,bolangir,3184
69,69 titlagarh,titlagarh,siluan,bolangir,bolangir,3185
69,69 titlagarh,titlagarh,surda,bolangir,bolangir,3186
69,69 titlagarh,saintala,ambpali,bolangir,bolangir,3187
69,69 titlagarh,saintala,belgaon,bolangir,bolangir,3188
69,69 titlagarh,saintala,bhadra,bolangir,bolangir,3189
69,69 titlagarh,saintala,bibina,bolangir,bolangir,3190
69,69 titlagarh,saintala,budabahal,bolangir,bolangir,3191
69,69 titlagarh,saintala,deng,bolangir,bolangir,3192
69,69 titlagarh,saintala,dharapgarh,bolangir,bolangir,3193
69,69 titlagarh,saintala,dunguripali,bolangir,bolangir,3194
69,69 titlagarh,saintala,gandpatrapali,bolangir,bolangir,3195
69,69 titlagarh,saintala,ghunsar,bolangir,bolangir,3196
69,69 titlagarh,saintala,jhinkidunguri,bolangir,bolangir,3197
69,69 titlagarh,saintala,jurabandh,bolangir,bolangir,3198
69,69 titlagarh,saintala,kandhkelgaon,bolangir,bolangir,3199
69,69 titlagarh,saintala,kansar,bolangir,bolangir,3200
69,69 titlagarh,saintala,karamtala,bolangir,bolangir,3201
69,69 titlagarh,saintala,kermeli,bolangir,bolangir,3202
69,69 titlagarh,saintala,kuikeda,bolangir,bolangir,3203
69,69 titlagarh,saintala,kumbhari,bolangir,bolangir,3204
69,69 titlagarh,saintala,saintala,bolangir,bolangir,3205
69,69 titlagarh,saintala,siskela,bolangir,bolangir,3206
69,69 titlagarh,saintala,talbahal,bolangir,bolangir,3207
69,69 titlagarh,saintala,tikrapada,bolangir,bolangir,3208
69,69 titlagarh,gudvella,badangomunda,bolangir,bolangir,3209
69,69 titlagarh,gudvella,birmunda,bolangir,bolangir,3210
69,69 titlagarh,gudvella,chinched,bolangir,bolangir,3211
69,69 titlagarh,gudvella,deulgudi,bolangir,bolangir,3212
69,69 titlagarh,gudvella,gambhariguda,bolangir,bolangir,3213
69,69 titlagarh,gudvella,ghuna,bolangir,bolangir,3214
69,69 titlagarh,gudvella,gudvela,bolangir,bolangir,3215
69,69 titlagarh,gudvella,jamut,bolangir,bolangir,3216
69,69 titlagarh,gudvella,madhekela,bolangir,bolangir,3217
69,69 titlagarh,gudvella,nuapada,bolangir,bolangir,3218
69,69 titlagarh,gudvella,rusuda,bolangir,bolangir,3219
69,69 titlagarh,gudvella,samara,bolangir,bolangir,3220
69,69 titlagarh,gudvella,tentelkhunti,bolangir,bolangir,3221
70,70 kantabanji,turekela,badbanki,bolangir,bolangir,3222
70,70 kantabanji,turekela,baddakla,bolangir,bolangir,3223
70,70 kantabanji,turekela,buromal,bolangir,bolangir,3224
70,70 kantabanji,turekela,chatuanka,bolangir,bolangir,3225
70,70 kantabanji,turekela,chaulsukha,bolangir,bolangir,3226
70,70 kantabanji,turekela,dhamandanga,bolangir,bolangir,3227
70,70 kantabanji,turekela,dholmandal,bolangir,bolangir,3228
70,70 kantabanji,turekela,ghunesh,bolangir,bolangir,3229
70,70 kantabanji,turekela,halanbhata,bolangir,bolangir,3230
70,70 kantabanji,turekela,hial,bolangir,bolangir,3231
70,70 kantabanji,turekela,jharni,bolangir,bolangir,3232
70,70 kantabanji,turekela,kameimunda,bolangir,bolangir,3233
70,70 kantabanji,turekela,kandei,bolangir,bolangir,3234
70,70 kantabanji,turekela,karuanmunda,bolangir,bolangir,3235
70,70 kantabanji,turekela,khagsa,bolangir,bolangir,3236
70,70 kantabanji,turekela,kuibahal,bolangir,bolangir,3237
70,70 kantabanji,turekela,mahakhand,bolangir,bolangir,3238
70,70 kantabanji,turekela,mahulpati,bolangir,bolangir,3239
70,70 kantabanji,turekela,turekela,bolangir,bolangir,3240
70,70 kantabanji,bangomunda,alanda,bolangir,bolangir,3241
70,70 kantabanji,bangomunda,arsatula,bolangir,bolangir,3242
70,70 kantabanji,bangomunda,baldha,bolangir,bolangir,3243
70,70 kantabanji,bangomunda,bangomunda,bolangir,bolangir,3244
70,70 kantabanji,bangomunda,belpada,bolangir,bolangir,3245
70,70 kantabanji,bangomunda,bhalumunda,bolangir,bolangir,3246
70,70 kantabanji,bangomunda,bhursagura,bolangir,bolangir,3247
70,70 kantabanji,bangomunda,bhuslad,bolangir,bolangir,3248
70,70 kantabanji,bangomunda,biripali,bolangir,bolangir,3249
70,70 kantabanji,bangomunda,chandotara,bolangir,bolangir,3250
70,70 kantabanji,bangomunda,chulifunka,bolangir,bolangir,3251
70,70 kantabanji,bangomunda,dedgaon,bolangir,bolangir,3252
70,70 kantabanji,bangomunda,gandharabandh,bolangir,bolangir,3253
70,70 kantabanji,bangomunda,gandharla,bolangir,bolangir,3254
70,70 kantabanji,bangomunda,jamkhunta,bolangir,bolangir,3255
70,70 kantabanji,bangomunda,jhalap,bolangir,bolangir,3256
70,70 kantabanji,bangomunda,jharial,bolangir,bolangir,3257
70,70 kantabanji,bangomunda,jurabandh,bolangir,bolangir,3258
70,70 kantabanji,bangomunda,kansil,bolangir,bolangir,3259
70,70 kantabanji,bangomunda,kapilbhata,bolangir,bolangir,3260
70,70 kantabanji,bangomunda,khaira,bolangir,bolangir,3261
70,70 kantabanji,bangomunda,kundabutula,bolangir,bolangir,3262
70,70 kantabanji,bangomunda,mundapadar,bolangir,bolangir,3263
70,70 kantabanji,bangomunda,sindhekela,bolangir,bolangir,3264
70,70 kantabanji,bangomunda,themra,bolangir,bolangir,3265
70,70 kantabanji,bangomunda,turekela,bolangir,bolangir,3266
70,70 kantabanji,muribahal,badsaimara,bolangir,bolangir,3267
70,70 kantabanji,muribahal,bandupala,bolangir,bolangir,3268
70,70 kantabanji,muribahal,bankel,bolangir,bolangir,3269
70,70 kantabanji,muribahal,belpadar,bolangir,bolangir,3270
70,70 kantabanji,muribahal,bitabandh,bolangir,bolangir,3271
70,70 kantabanji,muribahal,chalki,bolangir,bolangir,3272
70,70 kantabanji,muribahal,chanabahal,bolangir,bolangir,3273
70,70 kantabanji,muribahal,dangarpada,bolangir,bolangir,3274
70,70 kantabanji,muribahal,gadgadabahal,bolangir,bolangir,3275
70,70 kantabanji,muribahal,ganrei,bolangir,bolangir,3276
70,70 kantabanji,muribahal,goimund,bolangir,bolangir,3277
70,70 kantabanji,muribahal,gudighat,bolangir,bolangir,3278
70,70 kantabanji,muribahal,haldi,bolangir,bolangir,3279
70,70 kantabanji,muribahal,ichhapada,bolangir,bolangir,3280
70,70 kantabanji,muribahal,lakhana,bolangir,bolangir,3281
70,70 kantabanji,muribahal,lebda,bolangir,bolangir,3282
70,70 kantabanji,muribahal,malisira,bolangir,bolangir,3283
70,70 kantabanji,muribahal,muribahal,bolangir,bolangir,3284
70,70 kantabanji,muribahal,patrapali,bolangir,bolangir,3285
70,70 kantabanji,muribahal,patrapali- kha,bolangir,bolangir,3286
70,70 kantabanji,muribahal,tentelkhunti,bolangir,bolangir,3287
70,70 kantabanji,muribahal,tupaudar,bolangir,bolangir,3288
71,71 nuapada,nuapada,amanara,nuapara,kalahandi,3289
71,71 nuapada,nuapada,amsena,nuapara,kalahandi,3290
71,71 nuapada,nuapada,beltukri,nuapara,kalahandi,3291
71,71 nuapada,nuapada,bhainsatal,nuapara,kalahandi,3292
71,71 nuapada,nuapada,bhaleswar,nuapara,kalahandi,3293
71,71 nuapada,nuapada,bhanpur,nuapara,kalahandi,3294
71,71 nuapada,nuapada,bharuamunda,nuapara,kalahandi,3295
71,71 nuapada,nuapada,biromal,nuapara,kalahandi,3296
71,71 nuapada,nuapada,bisora,nuapara,kalahandi,3297
71,71 nuapada,nuapada,boirbhadi,nuapara,kalahandi,3298
71,71 nuapada,nuapada,budhipali,nuapara,kalahandi,3299
71,71 nuapada,nuapada,chulabhat,nuapara,kalahandi,3300
71,71 nuapada,nuapada,darlimunda,nuapara,kalahandi,3301
71,71 nuapada,nuapada,dharambandha,nuapara,kalahandi,3302
71,71 nuapada,nuapada,dumarpani,nuapara,kalahandi,3303
71,71 nuapada,nuapada,godfula,nuapara,kalahandi,3304
71,71 nuapada,nuapada,jampani,nuapara,kalahandi,3305
71,71 nuapada,nuapada,kadomeri,nuapara,kalahandi,3306
71,71 nuapada,nuapada,kendubahara,nuapara,kalahandi,3307
71,71 nuapada,nuapada,kermeli,nuapara,kalahandi,3308
71,71 nuapada,nuapada,khairani,nuapara,kalahandi,3309
71,71 nuapada,nuapada,khutbanbhera,nuapara,kalahandi,3310
71,71 nuapada,nuapada,kodomeri,nuapara,kalahandi,3311
71,71 nuapada,nuapada,kotenchuan,nuapara,kalahandi,3312
71,71 nuapada,nuapada,kuliabandha,nuapara,kalahandi,3313
71,71 nuapada,nuapada,motanuapada,nuapara,kalahandi,3314
71,71 nuapada,nuapada,parkod,nuapara,kalahandi,3315
71,71 nuapada,nuapada,sahipala,nuapara,kalahandi,3316
71,71 nuapada,nuapada,saliha,nuapara,kalahandi,3317
71,71 nuapada,nuapada,sarabong,nuapara,kalahandi,3318
71,71 nuapada,nuapada,tanwat,nuapara,kalahandi,3319
71,71 nuapada,komna,agren,nuapara,kalahandi,3320
71,71 nuapada,komna,bhela,nuapara,kalahandi,3321
71,71 nuapada,komna,budhikomna,nuapara,kalahandi,3322
71,71 nuapada,komna,darlipada,nuapara,kalahandi,3323
71,71 nuapada,komna,deodhara,nuapara,kalahandi,3324
71,71 nuapada,komna,dhorlamunda,nuapara,kalahandi,3325
71,71 nuapada,komna,gandamer,nuapara,kalahandi,3326
71,71 nuapada,komna,jadamunda,nuapara,kalahandi,3327
71,71 nuapada,komna,jatgarh,nuapara,kalahandi,3328
71,71 nuapada,komna,jhagrahi,nuapara,kalahandi,3329
71,71 nuapada,komna,kandetara,nuapara,kalahandi,3330
71,71 nuapada,komna,komna,nuapara,kalahandi,3331
71,71 nuapada,komna,konabira,nuapara,kalahandi,3332
71,71 nuapada,komna,kureswar,nuapara,kalahandi,3333
71,71 nuapada,komna,kurumpuri,nuapara,kalahandi,3334
71,71 nuapada,komna,lakhna,nuapara,kalahandi,3335
71,71 nuapada,komna,maniguda,nuapara,kalahandi,3336
71,71 nuapada,komna,michhapali,nuapara,kalahandi,3337
71,71 nuapada,komna,mundapala,nuapara,kalahandi,3338
71,71 nuapada,komna,nuagaon,nuapara,kalahandi,3339
71,71 nuapada,komna,palsipani,nuapara,kalahandi,3340
71,71 nuapada,komna,pendrawan,nuapara,kalahandi,3341
71,71 nuapada,komna,poinr,nuapara,kalahandi,3342
71,71 nuapada,komna,rajana,nuapara,kalahandi,3343
71,71 nuapada,komna,samarsing,nuapara,kalahandi,3344
71,71 nuapada,komna,sialati,nuapara,kalahandi,3345
71,71 nuapada,komna,silva,nuapara,kalahandi,3346
71,71 nuapada,komna,soseng,nuapara,kalahandi,3347
71,71 nuapada,komna,sunabeda,nuapara,kalahandi,3348
71,71 nuapada,komna,tarbod,nuapara,kalahandi,3349
71,71 nuapada,komna,thikpali,nuapara,kalahandi,3350
71,71 nuapada,komna,tikrapada,nuapara,kalahandi,3351
72,72 kharia,boden,babebir,nuapara,kalahandi,3352
72,72 kharia,boden,bhainsadani,nuapara,kalahandi,3353
72,72 kharia,boden,boden,nuapara,kalahandi,3354
72,72 kharia,boden,boirgaon,nuapara,kalahandi,3355
72,72 kharia,boden,damjhar,nuapara,kalahandi,3356
72,72 kharia,boden,farsara,nuapara,kalahandi,3357
72,72 kharia,boden,karangamal,nuapara,kalahandi,3358
72,72 kharia,boden,karlakote,nuapara,kalahandi,3359
72,72 kharia,boden,khaira,nuapara,kalahandi,3360
72,72 kharia,boden,larka,nuapara,kalahandi,3361
72,72 kharia,boden,litisargi,nuapara,kalahandi,3362
72,72 kharia,boden,nagpada,nuapara,kalahandi,3363
72,72 kharia,boden,palsada,nuapara,kalahandi,3364
72,72 kharia,boden,rokal,nuapara,kalahandi,3365
72,72 kharia,boden,sunapur,nuapara,kalahandi,3366
72,72 kharia,sinapalli,bargaon,nuapara,kalahandi,3367
72,72 kharia,sinapalli,bharuamunda,nuapara,kalahandi,3368
72,72 kharia,sinapalli,chatiaguda,nuapara,kalahandi,3369
72,72 kharia,sinapalli,gandabahali,nuapara,kalahandi,3370
72,72 kharia,sinapalli,ghantiguda,nuapara,kalahandi,3371
72,72 kharia,sinapalli,ghatamal,nuapara,kalahandi,3372
72,72 kharia,sinapalli,ghuchaguda,nuapara,kalahandi,3373
72,72 kharia,sinapalli,godal,nuapara,kalahandi,3374
72,72 kharia,sinapalli,gorla,nuapara,kalahandi,3375
72,72 kharia,sinapalli,hatibandha,nuapara,kalahandi,3376
