g_ac_id,g_ac,g_block,g_gp,g_district,g_pc,g_match_id
35,35 jaleswar,basta,raghunathpur,balasore,balasore,1637
35,35 jaleswar,basta,santoshpur,balasore,balasore,1638
35,35 jaleswar,basta,singla,balasore,balasore,1639
35,35 jaleswar,basta,tadada,balasore,balasore,1640
35,35 jaleswar,basta,velora,balasore,balasore,1641
35,35 jaleswar,basta,karua,balasore,balasore,1642
35,35 jaleswar,basta,kadarayan,balasore,balasore,1643
36,36 bhograi,bhograi,analia,balasore,balasore,1644
36,36 bhograi,bhograi,aruhabruti-1,balasore,balasore,1645
36,36 bhograi,bhograi,bajitpur,balasore,balasore,1646
36,36 bhograi,bhograi,balim,balasore,balasore,1647
36,36 bhograi,bhograi,barabatia,balasore,balasore,1648
36,36 bhograi,bhograi,baunsadiha,balasore,balasore,1649
36,36 bhograi,bhograi,bhograi,balasore,balasore,1650
36,36 bhograi,bhograi,dahunda,balasore,balasore,1651
36,36 bhograi,bhograi,daruha,balasore,balasore,1652
36,36 bhograi,bhograi,dehurda,balasore,balasore,1653
36,36 bhograi,bhograi,deula,balasore,balasore,1654
36,36 bhograi,bhograi,durpal,balasore,balasore,1655
36,36 bhograi,bhograi,gabagan,balasore,balasore,1656
36,36 bhograi,bhograi,gochhidateghari,balasore,balasore,1657
36,36 bhograi,bhograi,gopinathapur,balasore,balasore,1658
36,36 bhograi,bhograi,gunasartha,balasore,balasore,1659
36,36 bhograi,bhograi,guneibasan,balasore,balasore,1660
36,36 bhograi,bhograi,hooguli,balasore,balasore,1661
36,36 bhograi,bhograi,jagannathpur,balasore,balasore,1662
36,36 bhograi,bhograi,jaleswarpur,balasore,balasore,1663
36,36 bhograi,bhograi,jalsoharia,balasore,balasore,1664
36,36 bhograi,bhograi,jayrampur,balasore,balasore,1665
36,36 bhograi,bhograi,k.kamarda,balasore,balasore,1666
36,36 bhograi,bhograi,kachuadi,balasore,balasore,1667
36,36 bhograi,bhograi,kakhada,balasore,balasore,1668
36,36 bhograi,bhograi,khanthibhanuri,balasore,balasore,1669
36,36 bhograi,bhograi,kharidpipal,balasore,balasore,1670
36,36 bhograi,bhograi,kulida,balasore,balasore,1671
36,36 bhograi,bhograi,kumbharmuli,balasore,balasore,1672
36,36 bhograi,bhograi,kumbhirgadi,balasore,balasore,1673
36,36 bhograi,bhograi,kusuda,balasore,balasore,1674
36,36 bhograi,bhograi,mahagab,balasore,balasore,1675
36,36 bhograi,bhograi,maheshpur,balasore,balasore,1676
36,36 bhograi,bhograi,mandarsahi,balasore,balasore,1677
36,36 bhograi,bhograi,n. m. padia,balasore,balasore,1678
36,36 bhograi,bhograi,nachinda,balasore,balasore,1679
36,36 bhograi,bhograi,nahara,balasore,balasore,1680
36,36 bhograi,bhograi,nimatpur,balasore,balasore,1681
36,36 bhograi,bhograi,panisanda,balasore,balasore,1682
36,36 bhograi,bhograi,pasarbindha,balasore,balasore,1683
36,36 bhograi,bhograi,putina,balasore,balasore,1684
36,36 bhograi,bhograi,rasolpur,balasore,balasore,1685
36,36 bhograi,bhograi,sahabajipur,balasore,balasore,1686
36,36 bhograi,bhograi,sankhari,balasore,balasore,1687
36,36 bhograi,bhograi,sianroi,balasore,balasore,1688
36,36 bhograi,bhograi,soharia,balasore,balasore,1689
36,36 bhograi,bhograi,sradhapur,balasore,balasore,1690
36,36 bhograi,bhograi,sultanpur,balasore,balasore,1691
36,36 bhograi,bhograi,sunadharbasan,balasore,balasore,1692
36,36 bhograi,bhograi,t.hazira,balasore,balasore,1693
37,37 basta,baliapal,aladiha,balasore,balasore,1694
37,37 basta,baliapal,asti,balasore,balasore,1695
37,37 basta,baliapal,balarampur,balasore,balasore,1696
37,37 basta,baliapal,baliapal,balasore,balasore,1697
37,37 basta,baliapal,balikuti,balasore,balasore,1698
37,37 basta,baliapal,baniadiha,balasore,balasore,1699
37,37 basta,baliapal,betagadia,balasore,balasore,1700
37,37 basta,baliapal,bishnupur,balasore,balasore,1701
37,37 basta,baliapal,bodas,balasore,balasore,1702
37,37 basta,baliapal,bolang,balasore,balasore,1703
37,37 basta,baliapal,chaumukh,balasore,balasore,1704
37,37 basta,baliapal,dagara,balasore,balasore,1705
37,37 basta,baliapal,debhog,balasore,balasore,1706
37,37 basta,baliapal,deula,balasore,balasore,1707
37,37 basta,baliapal,ghantua,balasore,balasore,1708
37,37 basta,baliapal,jagatipur,balasore,balasore,1709
37,37 basta,baliapal,jamakunda,balasore,balasore,1710
37,37 basta,baliapal,jambhirai,balasore,balasore,1711
37,37 basta,baliapal,kumbhari,balasore,balasore,1712
37,37 basta,baliapal,kunduli,balasore,balasore,1713
37,37 basta,baliapal,madhupura,balasore,balasore,1714
37,37 basta,baliapal,nikhira,balasore,balasore,1715
37,37 basta,baliapal,nuagaon,balasore,balasore,1716
37,37 basta,baliapal,panchupalli,balasore,balasore,1717
37,37 basta,baliapal,pratappur,balasore,balasore,1718
37,37 basta,baliapal,ratei,balasore,balasore,1719
37,37 basta,baliapal,saudi,balasore,balasore,1720
37,37 basta,baliapal,srirampur,balasore,balasore,1721
37,37 basta,basta,brahmanda,balasore,balasore,1722
37,37 basta,basta,baharda,balasore,balasore,1723
37,37 basta,basta,darada,balasore,balasore,1724
37,37 basta,basta,gadapada,balasore,balasore,1725
37,37 basta,basta,irda,balasore,balasore,1726
37,37 basta,basta,mathani,balasore,balasore,1727
37,37 basta,basta,patharjhara,balasore,balasore,1728
37,37 basta,basta,mukulisi,balasore,balasore,1729
37,37 basta,basta,naikudi,balasore,balasore,1730
37,37 basta,basta,routpada,balasore,balasore,1731
37,37 basta,basta,sadanandapur,balasore,balasore,1732
37,37 basta,basta,sahada,balasore,balasore,1733
37,37 basta,basta,dudhahansa,balasore,balasore,1734
37,37 basta,basta,basuchakurai,balasore,balasore,1735
37,37 basta,basta,kainagari,balasore,balasore,1736
37,37 basta,basta,kudia,balasore,balasore,1737
38,38 balasore,balasore,kasipada,balasore,balasore,1738
38,38 balasore,balasore,bahabalpur,balasore,balasore,1739
38,38 balasore,balasore,buanl,balasore,balasore,1740
38,38 balasore,balasore,chhanua,balasore,balasore,1741
38,38 balasore,balasore,haldipada,balasore,balasore,1742
38,38 balasore,balasore,kasafal,balasore,balasore,1743
38,38 balasore,balasore,nagram,balasore,balasore,1744
38,38 balasore,balasore,odangi,balasore,balasore,1745
38,38 balasore,balasore,olanda sargan,balasore,balasore,1746
38,38 balasore,balasore,rasulpur,balasore,balasore,1747
38,38 balasore,balasore,raisuan,balasore,balasore,1748
38,38 balasore,balasore,sartha,balasore,balasore,1749
38,38 balasore,balasore,sindhia,balasore,balasore,1750
38,38 balasore,balasore,srirampur,balasore,balasore,1751
38,38 balasore,balasore,alumeda,balasore,balasore,1752
38,38 balasore,balasore,anko,balasore,balasore,1753
38,38 balasore,balasore,baincha,balasore,balasore,1754
38,38 balasore,balasore,dubulagadi,balasore,balasore,1755
38,38 balasore,balasore,rupsa samil hasanpur,balasore,balasore,1756
38,38 balasore,balasore,gopinathpur,balasore,balasore,1757
38,38 balasore,balasore,kuradiha,balasore,balasore,1758
38,38 balasore,balasore,parikhi,balasore,balasore,1759
38,38 balasore,balasore,patrapada,balasore,balasore,1760
38,38 balasore,balasore,srikona,balasore,balasore,1761
39,39 remuna (sc),remuna,badapal,balasore,balasore,1762
39,39 remuna (sc),remuna,balia,balasore,balasore,1763
39,39 remuna (sc),remuna,barunsing,balasore,balasore,1764
39,39 remuna (sc),remuna,bhimpura,balasore,balasore,1765
39,39 remuna (sc),remuna,biruan,balasore,balasore,1766
39,39 remuna (sc),remuna,chasakhanda,balasore,balasore,1767
39,39 remuna (sc),remuna,dahapada,balasore,balasore,1768
39,39 remuna (sc),remuna,durgadevi,balasore,balasore,1769
39,39 remuna (sc),remuna,gandarda,balasore,balasore,1770
39,39 remuna (sc),remuna,ganeswarpur,balasore,balasore,1771
39,39 remuna (sc),remuna,ganipur,balasore,balasore,1772
39,39 remuna (sc),remuna,gududa,balasore,balasore,1773
39,39 remuna (sc),remuna,haripur,balasore,balasore,1774
39,39 remuna (sc),remuna,inchudi,balasore,balasore,1775
39,39 remuna (sc),remuna,kalyanpur,balasore,balasore,1776
39,39 remuna (sc),remuna,karanjia,balasore,balasore,1777
39,39 remuna (sc),remuna,kharidmukhura,balasore,balasore,1778
39,39 remuna (sc),remuna,kuligan,balasore,balasore,1779
39,39 remuna (sc),remuna,kuruda,balasore,balasore,1780
39,39 remuna (sc),remuna,maharajpur,balasore,balasore,1781
39,39 remuna (sc),remuna,mandarpur,balasore,balasore,1782
39,39 remuna (sc),remuna,mangalpur,balasore,balasore,1783
39,39 remuna (sc),remuna,naraharipur,balasore,balasore,1784
39,39 remuna (sc),remuna,nijampur,balasore,balasore,1785
39,39 remuna (sc),remuna,nuagan,balasore,balasore,1786
39,39 remuna (sc),remuna,nuapadhi,balasore,balasore,1787
39,39 remuna (sc),remuna,patripal,balasore,balasore,1788
39,39 remuna (sc),remuna,remuna,balasore,balasore,1789
39,39 remuna (sc),remuna,sarswatipur,balasore,balasore,1790
39,39 remuna (sc),remuna,sergarh,balasore,balasore,1791
39,39 remuna (sc),remuna,srijang,balasore,balasore,1792
39,39 remuna (sc),remuna,srikrushnapur,balasore,balasore,1793
39,39 remuna (sc),remuna,sutei,balasore,balasore,1794
39,39 remuna (sc),remuna,talapada,balasore,balasore,1795
39,39 remuna (sc),remuna,tentulida,balasore,balasore,1796
39,39 remuna (sc),remuna,tundura,balasore,balasore,1797
39,39 remuna (sc),balasore,ransahi,balasore,balasore,1798
39,39 remuna (sc),balasore,genguti,balasore,balasore,1799
39,39 remuna (sc),balasore,gudu,balasore,balasore,1800
39,39 remuna (sc),balasore,hidigan,balasore,balasore,1801
39,39 remuna (sc),balasore,jayadeba kasaba,balasore,balasore,1802
39,39 remuna (sc),balasore,bardhanpur,balasore,balasore,1803
39,39 remuna (sc),balasore,chandipur,balasore,balasore,1804
39,39 remuna (sc),balasore,khannagar,balasore,balasore,1805
39,39 remuna (sc),balasore,panchupada,balasore,balasore,1806
39,39 remuna (sc),balasore,padmapur,balasore,balasore,1807
39,39 remuna (sc),balasore,rasalpur,balasore,balasore,1808
39,39 remuna (sc),balasore,sargan,balasore,balasore,1809
39,39 remuna (sc),balasore,sasang,balasore,balasore,1810
40,40 nilgiri,nilgiri,ajodhya,balasore,balasore,1811
40,40 nilgiri,nilgiri,arabandha,balasore,balasore,1812
40,40 nilgiri,nilgiri,begunia,balasore,balasore,1813
40,40 nilgiri,nilgiri,berhampur,balasore,balasore,1814
40,40 nilgiri,nilgiri,bhaunriabad,balasore,balasore,1815
40,40 nilgiri,nilgiri,chhatrapur,balasore,balasore,1816
40,40 nilgiri,nilgiri,dharampur,balasore,balasore,1817
40,40 nilgiri,nilgiri,dhobsila,balasore,balasore,1818
40,40 nilgiri,nilgiri,garadihi,balasore,balasore,1819
40,40 nilgiri,nilgiri,jadida,balasore,balasore,1820
40,40 nilgiri,nilgiri,jamudiha,balasore,balasore,1821
40,40 nilgiri,nilgiri,k.c.pur,balasore,balasore,1822
40,40 nilgiri,nilgiri,k.p.lakharaj,balasore,balasore,1823
40,40 nilgiri,nilgiri,kansa,balasore,balasore,1824
40,40 nilgiri,nilgiri,machhua,balasore,balasore,1825
40,40 nilgiri,nilgiri,mahisapata,balasore,balasore,1826
40,40 nilgiri,nilgiri,matiali,balasore,balasore,1827
40,40 nilgiri,nilgiri,naranpur,balasore,balasore,1828
40,40 nilgiri,nilgiri,narasinghpur,balasore,balasore,1829
40,40 nilgiri,nilgiri,pithahata,balasore,balasore,1830
40,40 nilgiri,nilgiri,r.k.pur,balasore,balasore,1831
40,40 nilgiri,nilgiri,sajanagarh,balasore,balasore,1832
40,40 nilgiri,nilgiri,siadimal,balasore,balasore,1833
40,40 nilgiri,nilgiri,telipal,balasore,balasore,1834
40,40 nilgiri,nilgiri,tentulia,balasore,balasore,1835
40,40 nilgiri,oupada,aghirapada,balasore,balasore,1836
40,40 nilgiri,oupada,badapokhari,balasore,balasore,1837
40,40 nilgiri,oupada,baunsabania,balasore,balasore,1838
40,40 nilgiri,oupada,dakhina narasingpur,balasore,balasore,1839
40,40 nilgiri,oupada,fatepur,balasore,balasore,1840
40,40 nilgiri,oupada,gadasahi,balasore,balasore,1841
40,40 nilgiri,oupada,iswarpur,balasore,balasore,1842
40,40 nilgiri,oupada,kandagaradi,balasore,balasore,1843
40,40 nilgiri,oupada,rairamchandrapur,balasore,balasore,1844
40,40 nilgiri,oupada,shyamsundarpur,balasore,balasore,1845
40,40 nilgiri,oupada,talakia,balasore,balasore,1846
40,40 nilgiri,bahanaga,chakajaganathapur,balasore,balasore,1847
40,40 nilgiri,bahanaga,kasabajaypur,balasore,balasore,1848
40,40 nilgiri,bahanaga,khantapada,balasore,balasore,1849
40,40 nilgiri,bahanaga,panapana,balasore,balasore,1850
40,40 nilgiri,bahanaga,patharpentha,balasore,balasore,1851
32,32 badasahi (sc),badasahi,badasahi,mayurbhanj,balasore,1852
32,32 badasahi (sc),badasahi,balabhadrapur,mayurbhanj,balasore,1853
32,32 badasahi (sc),badasahi,bhimda,mayurbhanj,balasore,1854
32,32 badasahi (sc),badasahi,bireswarpur,mayurbhanj,balasore,1855
32,32 badasahi (sc),badasahi,chandanpur,mayurbhanj,balasore,1856
32,32 badasahi (sc),badasahi,chhelia(a),mayurbhanj,balasore,1857
32,32 badasahi (sc),badasahi,deulia,mayurbhanj,balasore,1858
32,32 badasahi (sc),badasahi,durgapur,mayurbhanj,balasore,1859
32,32 badasahi (sc),badasahi,joginuagaon,mayurbhanj,balasore,1860
32,32 badasahi (sc),badasahi,kendudiha,mayurbhanj,balasore,1861
32,32 badasahi (sc),badasahi,kochilakhunta,mayurbhanj,balasore,1862
32,32 badasahi (sc),badasahi,madhapur,mayurbhanj,balasore,1863
32,32 badasahi (sc),badasahi,manatri,mayurbhanj,balasore,1864
32,32 badasahi (sc),badasahi,mangobindpur,mayurbhanj,balasore,1865
32,32 badasahi (sc),badasahi,patisari,mayurbhanj,balasore,1866
32,32 badasahi (sc),badasahi,paunsia,mayurbhanj,balasore,1867
32,32 badasahi (sc),badasahi,pratappur,mayurbhanj,balasore,1868
32,32 badasahi (sc),badasahi,salgaon,mayurbhanj,balasore,1869
32,32 badasahi (sc),badasahi,sialighaty,mayurbhanj,balasore,1870
32,32 badasahi (sc),badasahi,suhagpur,mayurbhanj,balasore,1871
32,32 badasahi (sc),badasahi,talapada,mayurbhanj,balasore,1872
32,32 badasahi (sc),betnoti,agria,mayurbhanj,balasore,1873
32,32 badasahi (sc),betnoti,ambagadia,mayurbhanj,balasore,1874
32,32 badasahi (sc),betnoti,anla,mayurbhanj,balasore,1875
32,32 badasahi (sc),betnoti,baisinga,mayurbhanj,balasore,1876
32,32 badasahi (sc),betnoti,betnoti,mayurbhanj,balasore,1877
32,32 badasahi (sc),betnoti,chanchhipada,mayurbhanj,balasore,1878
32,32 badasahi (sc),betnoti,dahikoti,mayurbhanj,balasore,1879
32,32 badasahi (sc),betnoti,gadadeulia,mayurbhanj,balasore,1880
32,32 badasahi (sc),betnoti,hatijhuri,mayurbhanj,balasore,1881
32,32 badasahi (sc),betnoti,jugal,mayurbhanj,balasore,1882
32,32 badasahi (sc),betnoti,kalama,mayurbhanj,balasore,1883
32,32 badasahi (sc),betnoti,kendua,mayurbhanj,balasore,1884
32,32 badasahi (sc),betnoti,mahisasole,mayurbhanj,balasore,1885
32,32 badasahi (sc),betnoti,merda,mayurbhanj,balasore,1886
32,32 badasahi (sc),betnoti,muktapur,mayurbhanj,balasore,1887
32,32 badasahi (sc),betnoti,nadpur,mayurbhanj,balasore,1888
32,32 badasahi (sc),betnoti,patalipura,mayurbhanj,balasore,1889
32,32 badasahi (sc),betnoti,purinda,mayurbhanj,balasore,1890
32,32 badasahi (sc),betnoti,purunia,mayurbhanj,balasore,1891
32,32 badasahi (sc),betnoti,raghupur,mayurbhanj,balasore,1892
32,32 badasahi (sc),betnoti,saitpur,mayurbhanj,balasore,1893
32,32 badasahi (sc),betnoti,salabani(s)nahandasole,mayurbhanj,balasore,1894
32,32 badasahi (sc),betnoti,santara,mayurbhanj,balasore,1895
32,32 badasahi (sc),betnoti,sathilo,mayurbhanj,balasore,1896
41,41 soro (sc),soro,anantapur,balasore,bhadrak (sc),1897
41,41 soro (sc),soro,attapur,balasore,bhadrak (sc),1898
41,41 soro (sc),soro,balanga,balasore,bhadrak (sc),1899
41,41 soro (sc),soro,dahisada,balasore,bhadrak (sc),1900
41,41 soro (sc),soro,gopinathpur,balasore,bhadrak (sc),1901
41,41 soro (sc),soro,gud,balasore,bhadrak (sc),1902
41,41 soro (sc),soro,jadida,balasore,bhadrak (sc),1903
41,41 soro (sc),soro,kedarpur,balasore,bhadrak (sc),1904
41,41 soro (sc),soro,kesharipur,balasore,bhadrak (sc),1905
41,41 soro (sc),soro,madhusudanpur,balasore,bhadrak (sc),1906
41,41 soro (sc),soro,mahumuhan,balasore,bhadrak (sc),1907
41,41 soro (sc),soro,manatri,balasore,bhadrak (sc),1908
41,41 soro (sc),soro,manipur,balasore,bhadrak (sc),1909
41,41 soro (sc),soro,mulising,balasore,bhadrak (sc),1910
41,41 soro (sc),soro,nadigan,balasore,bhadrak (sc),1911
41,41 soro (sc),soro,natapada,balasore,bhadrak (sc),1912
41,41 soro (sc),soro,nischintapur,balasore,bhadrak (sc),1913
41,41 soro (sc),soro,pakhar,balasore,bhadrak (sc),1914
41,41 soro (sc),soro,sabira,balasore,bhadrak (sc),1915
41,41 soro (sc),soro,sajanpur,balasore,bhadrak (sc),1916
41,41 soro (sc),soro,sarasankha,balasore,bhadrak (sc),1917
41,41 soro (sc),soro,singakhunta,balasore,bhadrak (sc),1918
41,41 soro (sc),soro,talanagar,balasore,bhadrak (sc),1919
41,41 soro (sc),soro,tentei,balasore,bhadrak (sc),1920
41,41 soro (sc),bahanaga,anji,balasore,bhadrak (sc),1921
41,41 soro (sc),bahanaga,aruhabad,balasore,bhadrak (sc),1922
41,41 soro (sc),bahanaga,avana,balasore,bhadrak (sc),1923
41,41 soro (sc),bahanaga,bahanaga,balasore,bhadrak (sc),1924
41,41 soro (sc),bahanaga,baripada,balasore,bhadrak (sc),1925
41,41 soro (sc),bahanaga,bishnupur,balasore,bhadrak (sc),1926
41,41 soro (sc),bahanaga,chittal,balasore,bhadrak (sc),1927
41,41 soro (sc),bahanaga,dandaharipur,balasore,bhadrak (sc),1928
41,41 soro (sc),bahanaga,gopalpur,balasore,bhadrak (sc),1929
41,41 soro (sc),bahanaga,kalyani,balasore,bhadrak (sc),1930
41,41 soro (sc),bahanaga,pandasuni,balasore,bhadrak (sc),1931
41,41 soro (sc),bahanaga,kharasahapur,balasore,bhadrak (sc),1932
41,41 soro (sc),bahanaga,kochiakoili,balasore,bhadrak (sc),1933
41,41 soro (sc),bahanaga,kuruda,balasore,bhadrak (sc),1934
41,41 soro (sc),bahanaga,sahaspura,balasore,bhadrak (sc),1935
41,41 soro (sc),bahanaga,saud,balasore,bhadrak (sc),1936
41,41 soro (sc),bahanaga,talakurunia,balasore,bhadrak (sc),1937
41,41 soro (sc),bahanaga,odasal,balasore,bhadrak (sc),1938
41,41 soro (sc),bahanaga,nuapur,balasore,bhadrak (sc),1939
42,42 simulia,khaira,achutipur,balasore,bhadrak (sc),1940
42,42 simulia,khaira,amaria- agnipur,balasore,bhadrak (sc),1941
42,42 simulia,khaira,antara,balasore,bhadrak (sc),1942
42,42 simulia,khaira,badajaypur,balasore,bhadrak (sc),1943
42,42 simulia,khaira,badanuagan,balasore,bhadrak (sc),1944
42,42 simulia,khaira,barada,balasore,bhadrak (sc),1945
42,42 simulia,khaira,bartana,balasore,bhadrak (sc),1946
42,42 simulia,khaira,baunsagadia,balasore,bhadrak (sc),1947
42,42 simulia,khaira,dagarpada,balasore,bhadrak (sc),1948
42,42 simulia,khaira,dalanga-ii,balasore,bhadrak (sc),1949
42,42 simulia,khaira,dungura,balasore,bhadrak (sc),1950
42,42 simulia,khaira,gadapokhari,balasore,bhadrak (sc),1951
42,42 simulia,khaira,gagandhuli,balasore,bhadrak (sc),1952
42,42 simulia,khaira,garsang,balasore,bhadrak (sc),1953
42,42 simulia,khaira,goliha,balasore,bhadrak (sc),1954
42,42 simulia,khaira,govindpur,balasore,bhadrak (sc),1955
42,42 simulia,khaira,haripur,balasore,bhadrak (sc),1956
42,42 simulia,khaira,jalada,balasore,bhadrak (sc),1957
42,42 simulia,khaira,jhinkiria,balasore,bhadrak (sc),1958
42,42 simulia,khaira,kaithagadia,balasore,bhadrak (sc),1959
42,42 simulia,khaira,khaira,balasore,bhadrak (sc),1960
42,42 simulia,khaira,kupari,balasore,bhadrak (sc),1961
42,42 simulia,khaira,kurunta,balasore,bhadrak (sc),1962
42,42 simulia,khaira,mahatipur,balasore,bhadrak (sc),1963
42,42 simulia,khaira,makhanpur,balasore,bhadrak (sc),1964
42,42 simulia,khaira,manitri,balasore,bhadrak (sc),1965
42,42 simulia,khaira,nahanga,balasore,bhadrak (sc),1966
42,42 simulia,khaira,nandur,balasore,bhadrak (sc),1967
42,42 simulia,khaira,nayakhandi,balasore,bhadrak (sc),1968
42,42 simulia,khaira,palasa,balasore,bhadrak (sc),1969
42,42 simulia,khaira,rapeya,balasore,bhadrak (sc),1970
42,42 simulia,khaira,ratina,balasore,bhadrak (sc),1971
42,42 simulia,khaira,sardang,balasore,bhadrak (sc),1972
42,42 simulia,khaira,sarkona,balasore,bhadrak (sc),1973
42,42 simulia,khaira,sarugaon,balasore,bhadrak (sc),1974
42,42 simulia,khaira,shyamsundarpur,balasore,bhadrak (sc),1975
42,42 simulia,khaira,sundhiragandibed,balasore,bhadrak (sc),1976
42,42 simulia,simulia,abjuna,balasore,bhadrak (sc),1977
42,42 simulia,simulia,ada,balasore,bhadrak (sc),1978
42,42 simulia,simulia,anandapur,balasore,bhadrak (sc),1979
42,42 simulia,simulia,andarai,balasore,bhadrak (sc),1980
42,42 simulia,simulia,bangalpur,balasore,bhadrak (sc),1981
42,42 simulia,simulia,bangarkhandigadia,balasore,bhadrak (sc),1982
42,42 simulia,simulia,bari,balasore,bhadrak (sc),1983
42,42 simulia,simulia,bati,balasore,bhadrak (sc),1984
42,42 simulia,simulia,bauripada,balasore,bhadrak (sc),1985
42,42 simulia,simulia,chalunigaon,balasore,bhadrak (sc),1986
42,42 simulia,simulia,iswarpur,balasore,bhadrak (sc),1987
42,42 simulia,simulia,jamujhadi,balasore,bhadrak (sc),1988
42,42 simulia,simulia,kanchpada,balasore,bhadrak (sc),1989
42,42 simulia,simulia,kanheibindha,balasore,bhadrak (sc),1990
42,42 simulia,simulia,khirkona,balasore,bhadrak (sc),1991
42,42 simulia,simulia,maitapur,balasore,bhadrak (sc),1992
42,42 simulia,simulia,markona,balasore,bhadrak (sc),1993
42,42 simulia,simulia,muruna,balasore,bhadrak (sc),1994
42,42 simulia,simulia,pahitorana,balasore,bhadrak (sc),1995
42,42 simulia,simulia,purusottampur,balasore,bhadrak (sc),1996
42,42 simulia,simulia,sabanga,balasore,bhadrak (sc),1997
42,42 simulia,simulia,shyamsundarpur,balasore,bhadrak (sc),1998
43,43 bhandaripokhari,bonth,adia,bhadrak,bhadrak (sc),1999
43,43 bhandaripokhari,bonth,anijo,bhadrak,bhadrak (sc),2000
43,43 bhandaripokhari,bonth,badabarchikayan,bhadrak,bhadrak (sc),2001
43,43 bhandaripokhari,bonth,badahata trilochanpur,bhadrak,bhadrak (sc),2002
43,43 bhandaripokhari,bonth,badamahisagotha,bhadrak,bhadrak (sc),2003
43,43 bhandaripokhari,bonth,basantia,bhadrak,bhadrak (sc),2004
43,43 bhandaripokhari,bonth,bonth,bhadrak,bhadrak (sc),2005
43,43 bhandaripokhari,bonth,charigan,bhadrak,bhadrak (sc),2006
43,43 bhandaripokhari,bonth,chhayalsing,bhadrak,bhadrak (sc),2007
43,43 bhandaripokhari,bonth,ganijang,bhadrak,bhadrak (sc),2008
43,43 bhandaripokhari,bonth,gopinathpur,bhadrak,bhadrak (sc),2009
43,43 bhandaripokhari,bonth,govindapur,bhadrak,bhadrak (sc),2010
43,43 bhandaripokhari,bonth,kadabarang,bhadrak,bhadrak (sc),2011
43,43 bhandaripokhari,bonth,kenduapada,bhadrak,bhadrak (sc),2012
43,43 bhandaripokhari,bonth,mohantypada,bhadrak,bhadrak (sc),2013
43,43 bhandaripokhari,bonth,nilak,bhadrak,bhadrak (sc),2014
43,43 bhandaripokhari,bonth,odanga,bhadrak,bhadrak (sc),2015
43,43 bhandaripokhari,bonth,padhanpada,bhadrak,bhadrak (sc),2016
43,43 bhandaripokhari,bonth,purusandha,bhadrak,bhadrak (sc),2017
43,43 bhandaripokhari,bonth,ramachandrapur,bhadrak,bhadrak (sc),2018
43,43 bhandaripokhari,bonth,ramakrushnapur,bhadrak,bhadrak (sc),2019
43,43 bhandaripokhari,bonth,rampur,bhadrak,bhadrak (sc),2020
43,43 bhandaripokhari,bonth,sendhatira,bhadrak,bhadrak (sc),2021
43,43 bhandaripokhari,bonth,tillo,bhadrak,bhadrak (sc),2022
43,43 bhandaripokhari,bonth,todagaon,bhadrak,bhadrak (sc),2023
43,43 bhandaripokhari,bhandaripokhari,balipokhari,bhadrak,bhadrak (sc),2024
43,43 bhandaripokhari,bhandaripokhari,bandalamadhiali,bhadrak,bhadrak (sc),2025
43,43 bhandaripokhari,bhandaripokhari,bayanbanpur,bhadrak,bhadrak (sc),2026
43,43 bhandaripokhari,bhandaripokhari,bishnupur,bhadrak,bhadrak (sc),2027
43,43 bhandaripokhari,bhandaripokhari,dakhinabad,bhadrak,bhadrak (sc),2028
43,43 bhandaripokhari,bhandaripokhari,jalamandua,bhadrak,bhadrak (sc),2029
43,43 bhandaripokhari,bhandaripokhari,jhutana,bhadrak,bhadrak (sc),2030
43,43 bhandaripokhari,bhandaripokhari,kurigaon,bhadrak,bhadrak (sc),2031
43,43 bhandaripokhari,bhandaripokhari,malada,bhadrak,bhadrak (sc),2032
43,43 bhandaripokhari,bhandaripokhari,naami,bhadrak,bhadrak (sc),2033
43,43 bhandaripokhari,bhandaripokhari,naguan,bhadrak,bhadrak (sc),2034
43,43 bhandaripokhari,bhandaripokhari,napanga,bhadrak,bhadrak (sc),2035
43,43 bhandaripokhari,bhandaripokhari,nerada,bhadrak,bhadrak (sc),2036
43,43 bhandaripokhari,bhandaripokhari,nirgundi,bhadrak,bhadrak (sc),2037
43,43 bhandaripokhari,bhandaripokhari,patuli,bhadrak,bhadrak (sc),2038
43,43 bhandaripokhari,bhandaripokhari,rahania,bhadrak,bhadrak (sc),2039
43,43 bhandaripokhari,bhandaripokhari,rajendrapur,bhadrak,bhadrak (sc),2040
43,43 bhandaripokhari,bhandaripokhari,ramachandrapur,bhadrak,bhadrak (sc),2041
43,43 bhandaripokhari,bhandaripokhari,ranjit,bhadrak,bhadrak (sc),2042
43,43 bhandaripokhari,bhandaripokhari,sanasasan,bhadrak,bhadrak (sc),2043
43,43 bhandaripokhari,bhandaripokhari,sarsada,bhadrak,bhadrak (sc),2044
43,43 bhandaripokhari,bhandaripokhari,solampur,bhadrak,bhadrak (sc),2045
43,43 bhandaripokhari,bhandaripokhari,tesinga,bhadrak,bhadrak (sc),2046
44,44 bhadrak,bhadrak,ambroli,bhadrak,bhadrak (sc),2047
44,44 bhadrak,bhadrak,andheipalli,bhadrak,bhadrak (sc),2048
44,44 bhadrak,bhadrak,arnapal,bhadrak,bhadrak (sc),2049
44,44 bhadrak,bhadrak,b.p.bindha,bhadrak,bhadrak (sc),2050
44,44 bhadrak,bhadrak,bahudarada,bhadrak,bhadrak (sc),2051
