SL NO. for AC,AC,ULB,Wards of ULBs,District,PCs,Sl. No. of PCs,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG)
121,121 Daspalla (SC),Dasapalla (NAC),Dasapalla (NAC) - Ward No.8,Nayagarh,Kandhamal,13,Dasapalla (NAC),,,
121,121 Daspalla (SC),Dasapalla (NAC),Dasapalla (NAC) - Ward No.9,Nayagarh,Kandhamal,13,Dasapalla (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.1,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.10,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.11,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.12,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.13,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.14,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.15,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.2,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.3,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.4,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.5,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.6,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.7,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.8,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
123,123 Bhanjanagar,Bhanjanagar (NAC),Bhanjanagar (NAC) - Ward No.9,Ganjam,Kandhamal,13,Bhanjanagar (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.1,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.10,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.11,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.12,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.13,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.14,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.15,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.16,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.17,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.2,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.3,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.4,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.5,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.6,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.7,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.8,Cuttack,Cuttack,14,BankI (NAC),,,
88,88 Banki,BankI (NAC),Banki (NAC) - Ward No.9,Cuttack,Cuttack,14,BankI (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.1,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.10,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.11,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.12,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.13,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.14,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No. 15,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No. 16,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No. 17,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No. 18,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.2,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.3,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.4,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.5,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.6,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.7,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.8,Cuttack,Cuttack,14,Athagarh (NAC),,,
89,89 Athagarh,Athagarh (NAC),Athagarh (NAC) - Ward No.9,Cuttack,Cuttack,14,Athagarh (NAC),,,
90,90 Barabati?Cuttack,Cuttack MC,Cuttack (M Corp.) - Ward No.1,Cuttack,Cuttack,14,,,Cuttack MC,
90,90 Barabati?Cuttack,Cuttack MC,Cuttack (M Corp.) - Ward No.2,Cuttack,Cuttack,14,,,Cuttack MC,
90,90 Barabati?Cuttack,Cuttack MC,Cuttack (M Corp.) - Ward No.3,Cuttack,Cuttack,14,,,Cuttack MC,
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.4,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.5,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.6,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.7,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.8,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.9,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.10,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.11,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.12,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.13,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.14,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.15,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.16,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.17,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.18,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.19,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.20,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.21,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.22,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.23,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.24,Cuttack,Cuttack,14,,,Cuttack (MC),
90,90 Barabati?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.26,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.25,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.27,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.28,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.29,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.30,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.31,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.32,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.33,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.34,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.35,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.36,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.37,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.38,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),Cuttack (M Corp.) - Ward No.39,Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),"Cuttack (M Corp.) - Ward No, 40",Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),"Cuttack (M Corp.) - Ward No, 41",Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),"Cuttack (M Corp.) - Ward No, 42",Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),"Cuttack (M Corp.) - Ward No, 44",Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,Cuttack (MC),"Cuttack (M Corp.) - Ward No, 45",Cuttack,Cuttack,14,,,Cuttack (MC),
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),"Industrial Area (OG) E.Block No. 74,76 and 83-95 - Ward No.18",Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),"Industrial Area (OG) E.Block No. 74,76 and 83-95 - Ward No.20",Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),"Industrial Area (OG) E.Block No. 74,76 and 83-95 - Ward No.25",Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),"Industrial Area (OG) E.Block No. 74,76 and 83-95 - Ward No.26",Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),"Industrial Area (OG) E.Block No. 74,76 and 83-95 - Ward No.27",Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),"Industrial Area (OG) E.Block No. 74,76 and 83-95 - Ward No.28",Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),Industrial Area (OG) E.Block No. 75 and 77-82 - Ward No.19,Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),Industrial Area (OG) E.Block No. 75 and 77-82 - Ward No.21,Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),Industrial Area (OG) E.Block No. 75 and 77-82 - Ward No.22,Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),Industrial Area (OG) E.Block No. 75 and 77-82 - Ward No.23,Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (O.G),Industrial Area (OG) E.Block No. 75 and 77-82 - Ward No.24,Cuttack,Cuttack,14,,,,CHOUDWAR (O.G)
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.1,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.10,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.11,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.12,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.13,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.14,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.15,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.16,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.17,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.18,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.19,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.2,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.3,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.4,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.5,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.6,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.7,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.8,Cuttack,Cuttack,14,,CHOUDWAR (M),,
91,91 Choudwar?Cuttack,CHOUDWAR (M),Choudwar (M) - Ward No.9,Cuttack,Cuttack,14,,CHOUDWAR (M),,
93,93 Cuttack Sadar (SC),Cuttack (MC),"Cuttack (M Corp.) - Ward No, 43",Cuttack,Cuttack,14,,,Cuttack (MC),
93,93 Cuttack Sadar (SC),Cuttack (MC),"Cuttack (M Corp.) - Ward No, 46",Cuttack,Cuttack,14,,,Cuttack (MC),
93,93 Cuttack Sadar (SC),Cuttack (MC),"Cuttack (M Corp.) - Ward No, 47",Cuttack,Cuttack,14,,,Cuttack (MC),
93,93 Cuttack Sadar (SC),Cuttack (MC),"Cuttack (M Corp.) - Ward No, 48",Cuttack,Cuttack,14,,,Cuttack (MC),
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.1,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.10,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.11,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.12,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.13,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.2,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.3,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.4,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.5,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.6,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.7,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.8,Nayagarh,Cuttack,14,Khandapada (NAC),,,
120,120 Khandapada,Khandapada (NAC),Khandapada (NAC) - Ward No.9,Nayagarh,Cuttack,14,Khandapada (NAC),,,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.1,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.10,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.11,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.12,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.13,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.14,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.15,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.16,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.17,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.18,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.19,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.2,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.20,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.21,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.3,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.4,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.5,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.6,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.7,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.8,Kendrapara,Kendrapara,15,,Kendrapara (M),,
97,97 Kendrapara (SC),Kendrapara (M),Kendrapara (M) - Ward No.9,Kendrapara,Kendrapara,15,,Kendrapara (M),,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.1,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.10,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.11,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.12,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.13,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.14,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.15,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.16,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.17,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.18,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.19,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.2,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.20,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.3,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.4,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.5,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.6,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.7,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M) - Ward No.8,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
99,99 Rajanagar,Pattamundai (NAC),Pattamundai (M )- Ward No.9,Kendrapara,Kendrapara,15,Pattamundai (NAC),,,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 1,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 10,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 11,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 12,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 13,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 14,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 15,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 16,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 17,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 18,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 19,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 2,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 3,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
101,101 Paradeep,Paradeep (M),Paradeep (M) - Ward No. 4,Jagatsingapur,Jagatsinghpur (SC),16,,Paradeep (M),,
