SL NO. for AC,AC,Blocks,Gram Panchayats,Notified Area Council (NAC),Municipality (M),Municipal Corporation (MC),Outgrowth (OG),Wards of ULBs,District,Sl. No. of PCs,PCs,REMARKS
34,34 Morada,Morada,NUHAJHALIA,,,,,,Mayurbhanj,5,Mayurbhanj (ST),
34,34 Morada,Morada,PALASMUNDULI,,,,,,Mayurbhanj,5,Mayurbhanj (ST),
34,34 Morada,Morada,SANMUNDHABANI,,,,,,Mayurbhanj,5,Mayurbhanj (ST),
34,34 Morada,Morada,SUREIDIHI,,,,,,Mayurbhanj,5,Mayurbhanj (ST),
35,35 Jaleswar,Jaleswar,ARUHA,,,,,,Balasore,6,Balasore,"AC consists of entire block of Jaleswar, parts of Basta block and Jaleswar NAC."
35,35 Jaleswar,Jaleswar,BAIGANBADIA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,BARADIHA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,BARTANA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,CHAMARGAN,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,D.P.PUR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,Gadasahi Baliapal,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,Gobarghata,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,GOPIMOHANPUR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,Jharpipal,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,K.MAJHISAHI,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,Kalama,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,KALIKA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,KHALINA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,KHUAD,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,Khuluda,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,Kotsahi,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,LAXMANANATHA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,Mahamadnagarpatna,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,MANKIDIA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,NACHHIMPUR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,NAMPO,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,NETUA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,OLMARA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,PAIKASIDA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,PASCHIMBAD,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,R. R. PUR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,RAIBANIA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,RAJPUR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,Sampatia,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,SARDARBANDHA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,SHYAMNAGAR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,SIKHARPUR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,SRIRAMPUR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Jaleswar,SUGO,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,Natakata,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,CHORMARA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,KULIDA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,NABARA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,PAUNSKULI,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,PURUSOTTAMPUR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,PUTURA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,Barunagadia,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,RAGHUNATHPUR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,SANTOSHPUR,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,SINGLA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,TADADA,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,Velora,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,Karua,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,Basta,Kadarayan,,,,,,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.1,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.10,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.11,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.12,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.13,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.14,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.15,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.16,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.17,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.2,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.3,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.4,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.5,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.6,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.7,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.8,Balasore,6,Balasore,
35,35 Jaleswar,,,Jaleswar (NAC),,,,Jaleswar (M) - Ward No.9,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,ANALIA,,,,,,Balasore,6,Balasore,AC consists of entire block of Bhograi.
36,36 Bhograi,BHOGRAI,Aruhabruti-1,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,BAJITPUR,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,BALIM,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,BARABATIA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,BAUNSADIHA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,BHOGRAI,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,DAHUNDA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Daruha,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,DEHURDA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,DEULA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Durpal,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Gabagan,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Gochhidateghari,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,GOPINATHAPUR,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,GUNASARTHA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,GUNEIBASAN,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,HOOGULI,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Jagannathpur,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Jaleswarpur,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Jalsoharia,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,JAYRAMPUR,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,K.KAMARDA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Kachuadi,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,KAKHADA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,KHANTHIBHANURI,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,KHARIDPIPAL,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Kulida,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Kumbharmuli,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Kumbhirgadi,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,KUSUDA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,MAHAGAB,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Maheshpur,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,MANDARSAHI,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,N. M. PADIA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,NACHINDA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,NAHARA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,NIMATPUR,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Panisanda,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Pasarbindha,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,PUTINA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,RASOLPUR,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Sahabajipur,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,SANKHARI,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Sianroi,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,SOHARIA,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,SRADHAPUR,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,SULTANPUR,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,Sunadharbasan,,,,,,Balasore,6,Balasore,
36,36 Bhograi,BHOGRAI,T.HAZIRA,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,ALADIHA,,,,,,Balasore,6,Balasore,Ac consists of entire block of Baliapal and parts of Basta block. 
37,37 Basta,Baliapal,ASTI,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,BALARAMPUR,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,BALIAPAL,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,BALIKUTI,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,BANIADIHA,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,BETAGADIA,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,BISHNUPUR,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,BODAS,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,BOLANG,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,CHAUMUKH,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,DAGARA,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,DEBHOG,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,DEULA,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,GHANTUA,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,JAGATIPUR,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,JAMAKUNDA,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,JAMBHIRAI,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,KUMBHARI,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,KUNDULI,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,MADHUPURA,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,NIKHIRA,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,NUAGAON,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,PANCHUPALLI,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,PRATAPPUR,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,RATEI,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,Saudi,,,,,,Balasore,6,Balasore,
37,37 Basta,Baliapal,SRIRAMPUR,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,Brahmanda,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,BAHARDA,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,DARADA,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,GADAPADA,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,IRDA,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,MATHANI,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,Patharjhara,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,MUKULISI,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,NAIKUDI,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,ROUTPADA,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,SADANANDAPUR,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,SAHADA,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,Dudhahansa,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,Basuchakurai,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,Kainagari,,,,,,Balasore,6,Balasore,
37,37 Basta,Basta,Patrajhada,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,Kasipada,,,,,,Balasore,6,Balasore,AC consists of parts of Balasore block and Balasore municipality.
38,38 Balasore,Balasore,BAHABALPUR,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,BUANL,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,CHHANUA,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,HALDIPADA,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,KASAFAL,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,NAGRAM,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,ODANGI,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,OLANDA SARGAN,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,RASALPUR,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,Raisuan,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,SARTHA,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,SINDHIA,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,SRIRAMPUR,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,Alumeda,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,Anko,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,Baincha,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,Dubulagadi,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,Rupsa Samil Hasanpur,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,GOPINATHPUR,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,KURADIHA,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,PARIKHI,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,PATRAPADA,,,,,,Balasore,6,Balasore,
38,38 Balasore,Balasore,SRIKONA,,,,,,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 188-196, 211-216 - Ward No.32",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 188-196, 211-216 - Ward No.33",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 188-196, 211-216 - Ward No.34",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 188-196, 211-216 - Ward No.35",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 188-196, 211-216 - Ward No.36",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 188-196, 211-216 - Ward No.37",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 188-196, 211-216 - Ward No.38",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar Industrial Estate (OG) E. Block No. 197-210 and 231 - Ward No.39,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar Industrial Estate (OG) E. Block No. 197-210 and 231 - Ward No.40,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar Industrial Estate (OG) E. Block No. 197-210 and 231 - Ward No.41,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar Industrial Estate (OG) E. Block No. 197-210 and 231 - Ward No.42,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 217-219, 225,226 - Ward No.47",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 217-219, 225,226 - Ward No.48",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 217-219, 225,226 - Ward No.50",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 217-219, 225,226 - Ward No.51",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 220-224, 227,229,230 and 234 - Ward No.43",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 220-224, 227,229,230 and 234 - Ward No.44",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 220-224, 227,229,230 and 234 - Ward No.45",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 220-224, 227,229,230 and 234 - Ward No.46",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 220-224, 227,229,230 and 234 - Ward No.49",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,"Baleshwar Industrial Estate (OG) E. Block No. 220-224, 227,229,230 and 234 - Ward No.52",Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.1,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.10,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.11,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.12,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.13,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.14,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.15,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.16,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.17,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.18,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.19,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.2,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.20,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.21,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.22,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.23,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.24,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.25,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.26,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.27,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.28,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.29,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.3,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.30,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.31,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.4,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.5,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.6,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.7,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.8,Balasore,6,Balasore,
38,38 Balasore,,,,Balasore (M),,,Baleshwar (M) - Ward No.9,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,BADAPAL,,,,,,Balasore,6,Balasore,AC consists of entire Remuna block and parts of Balasore block.
39,39 Remuna (SC) ,Remuna,Balia,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,BARUNSING,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,Bhimpura,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,BIRUAN,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,CHASAKHANDA,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,Dahapada,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,DURGADEVI,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,Gandarda,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,Ganeswarpur,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,GANIPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,GUDUDA,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,HARIPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,INCHUDI,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,KALYANPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,Karanjia,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,KHARIDMUKHURA,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,KULIGAN,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,KURUDA,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,MAHARAJPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,MANDARPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,MANGALPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,NARAHARIPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,NIJAMPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,NUAGAN,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,NUAPADHI,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,PATRIPAL,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,REMUNA,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,SARSWATIPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,SERGARH,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,SRIJANG,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,Srikrushnapur,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,Sutei,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,TALAPADA,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,TENTULIDA,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Remuna,TUNDURA,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,Ransahi,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,GENGUTI,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,GUDU,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,HIDIGAN,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,JAYADEBA KASABA,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,Bardhanpur,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,Chandipur,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,Khannagar,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,Panchupada,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,PADMAPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,RASALPUR,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,SARGAN,,,,,,Balasore,6,Balasore,
39,39 Remuna (SC) ,Balasore,SASANG,,,,,,Balasore,6,Balasore,
40,40 Nilgiri,Nilgiri,AJODHYA,,,,,,Balasore,6,Balasore,"AC consists of two entire blocks (Nilgiri, Oupada), parts of Bahanaga block and Nilgiri NAC."
40,40 Nilgiri,Nilgiri,ARABANDHA,,,,,,Balasore,6,Balasore,
40,40 Nilgiri,Nilgiri,BEGUNIA,,,,,,Balasore,6,Balasore,
40,40 Nilgiri,Nilgiri,BERHAMPUR,,,,,,Balasore,6,Balasore,
